SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,LB1
1,MODEL1,PARMS,LB1,0.707611517,0.963639482,0.047215886,0.200775885,-1.486356425,0.131865924,0.816753941,-2.326331384,-1
2,MODEL1,PARMS,LB1,0.660991717,0.912111024,-0.119876109,0.274834175,-0.978787749,0.194499863,-0.024156772,0.136022575,-1
3,MODEL1,PARMS,LB1,0.692856545,8.457256542,0.094560286,-0.272291686,0.18955718,-0.353443425,1.142395031,-2.294162487,-1
4,MODEL1,PARMS,LB1,0.750969673,-2.976307474,0.106352365,-0.345545499,1.214352456,0.39001387,-0.95590949,2.199274301,-1
5,MODEL1,PARMS,LB1,0.675330662,-7.703319729,-0.019722044,0.060259759,-0.318128807,0.73086279,-1.543806793,3.128274119,-1
6,MODEL1,PARMS,LB1,0.696721279,-1.469532134,-0.000664741,-0.026418832,-0.197759683,0.31878846,-0.399358374,0.814992769,-1
7,MODEL1,PARMS,LB1,0.696256499,5.588282572,0.065981481,-0.237439862,0.764445701,-0.171934396,1.999040545,-5.284765707,-1
8,MODEL1,PARMS,LB1,0.688064763,-1.270236511,0.094317201,-0.385960117,1.627881307,0.267478759,0.304726664,-0.950081994,-1
9,MODEL1,PARMS,LB1,0.733551451,1.394291513,0.187729832,-0.750180267,2.556426266,0.087374384,0.075631584,-0.428480741,-1
10,MODEL1,PARMS,LB1,0.692222862,4.061873501,0.169187811,-0.44582917,1.369518953,-0.095925096,0.904703148,-2.058215949,-1
11,MODEL1,PARMS,LB1,0.726813358,-2.971357812,0.077142917,-0.209705357,0.675388729,0.38859551,-0.305533209,0.214751801,-1
12,MODEL1,PARMS,LB1,0.723028486,-1.556488855,0.066038223,0.051722939,-0.948061666,0.301831685,-0.148054796,-0.181135495,-1
13,MODEL1,PARMS,LB1,0.735201686,-5.016519165,0.195554703,-0.433277275,1.069798769,0.497998438,-0.881322553,1.606601904,-1
14,MODEL1,PARMS,LB1,0.648510493,9.926832771,0.128712102,-0.387367407,1.115330141,-0.462756764,1.635677718,-3.139572193,-1
15,MODEL1,PARMS,LB1,0.708511647,3.169067937,-0.007202812,-0.285904613,1.067785636,0.018951186,0.921424625,-2.131766075,-1
16,MODEL1,PARMS,LB1,0.673865695,2.363942603,0.080849135,-0.270380293,0.66408881,0.051948605,-0.203427422,0.29972685,-1
17,MODEL1,PARMS,LB1,0.677111854,4.662385075,0.08603163,-0.388717079,1.684879033,-0.119742597,1.249088222,-2.902536202,-1
18,MODEL1,PARMS,LB1,0.635732149,-4.879302362,0.095957276,-0.195940356,0.483063748,0.512050113,-1.07594255,2.376001563,-1
