SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,RMB
543,MODEL1,PARMS,RMB,1.344089183,12.72216511,-0.175198185,-0.440970535,2.37149813,-0.011076871,2.500410786,-7.556857316,-1
544,MODEL1,PARMS,RMB,1.474481806,13.2743149,0.372100655,-1.306073779,6.058567525,-0.236995148,2.502525591,-5.528694004,-1
545,MODEL1,PARMS,RMB,1.404690223,9.244520367,0.219194277,-0.766768095,2.844859408,0.064940615,1.728781191,-4.039660856,-1
546,MODEL1,PARMS,RMB,1.366997694,-2.788394595,0.265792828,-0.949740771,4.189464826,0.846286647,0.031186946,-1.347430244,-1
547,MODEL1,PARMS,RMB,1.36497293,-1.213345945,0.130395039,-0.518092727,1.722508318,0.810350274,-1.376409483,2.395292993,-1
548,MODEL1,PARMS,RMB,1.502198472,-0.415903998,0.123295028,-0.341820863,0.718674433,0.74000943,-0.945245625,1.511382146,-1
549,MODEL1,PARMS,RMB,1.278107682,20.53257527,0.191713683,-0.576522098,1.983081139,-0.679257935,5.012103064,-12.30435698,-1
550,MODEL1,PARMS,RMB,1.421563746,10.59225657,0.57033003,-1.440596627,5.072992947,-0.112028138,1.805854034,-4.029649608,-1
551,MODEL1,PARMS,RMB,1.482598245,25.71054247,0.034075664,-0.42909592,1.333806734,-0.934662142,3.60569284,-8.389805213,-1
552,MODEL1,PARMS,RMB,1.510712639,3.784326294,0.127962158,-0.685997322,2.853010897,0.457926537,1.378925235,-4.263368322,-1
553,MODEL1,PARMS,RMB,1.428974974,-2.103289442,0.475903176,-1.444960843,5.616129991,0.743505462,0.361671989,-1.824014339,-1
554,MODEL1,PARMS,RMB,1.445917613,2.821576471,0.232725925,-0.546133451,1.773037963,0.487277187,1.550720746,-5.607104154,-1
555,MODEL1,PARMS,RMB,1.303349915,-2.351804364,0.519013349,-1.152101823,3.698586031,0.738745753,0.4130776,-2.280989205,-1
556,MODEL1,PARMS,RMB,1.543717462,0.168214547,0.264302042,-1.201307834,5.35447438,0.678325261,-0.962761769,1.776651272,-1
557,MODEL1,PARMS,RMB,1.294591554,8.108328644,0.069197447,-0.50244459,2.071208593,0.187799123,2.711226465,-7.316669934,-1
558,MODEL1,PARMS,RMB,1.415100231,29.15266657,0.120441084,-0.856775141,3.296216706,-1.188659082,5.520459063,-13.5073555,-1
559,MODEL1,PARMS,RMB,1.421927957,11.18956055,-0.069673882,0.386964291,-1.850475891,0.000656275,3.546306572,-9.196329394,-1
560,MODEL1,PARMS,RMB,1.431641704,16.65947173,0.124530715,-0.255642458,0.378714811,-0.388551077,3.220788371,-7.315497118,-1
561,MODEL1,PARMS,RMB,1.456223809,4.366040132,0.266086585,-0.961009516,3.579794812,0.37681358,1.414197617,-4.196267346,-1
562,MODEL1,PARMS,RMB,1.378577137,11.55686967,0.415155172,-1.083409505,3.342547232,-0.139263039,2.25985042,-5.496499485,-1
563,MODEL1,PARMS,RMB,1.309161872,10.2629544,0.185550818,-0.811468339,3.169150614,0.020727456,1.929809891,-4.771033409,-1
564,MODEL1,PARMS,RMB,1.608499782,15.7784563,0.36277778,-0.866458909,1.690368145,-0.386194102,2.140175921,-4.46208724,-1
565,MODEL1,PARMS,RMB,1.340122569,8.333590509,0.093557644,-0.427103875,2.04205029,0.173535127,0.715324472,-1.110693247,-1
566,MODEL1,PARMS,RMB,1.481529371,14.51798039,0.355740969,-1.083811872,3.681934797,-0.313962592,3.75781908,-8.972524942,-1
567,MODEL1,PARMS,RMB,1.478575005,1.528522781,0.388595385,-1.216121246,4.219070169,0.544402167,0.434720319,-1.49879304,-1
568,MODEL1,PARMS,RMB,1.434347748,-6.136687316,0.239269031,-1.072148671,4.412992062,1.108665281,-1.643989541,2.774435685,-1
569,MODEL1,PARMS,RMB,1.332891786,7.054581388,0.333106846,-1.567821182,6.632553718,0.193264252,2.566626426,-6.988029088,-1
570,MODEL1,PARMS,RMB,1.269728287,7.411432225,0.048319433,0.220129931,-1.878983388,0.221546954,2.157088598,-5.525163947,-1
571,MODEL1,PARMS,RMB,1.311455978,13.89943868,0.283686457,-1.322173769,5.002476242,-0.235391675,3.419254147,-8.646171577,-1
572,MODEL1,PARMS,RMB,1.416511501,19.79059617,0.254467546,-0.763084258,2.652041555,-0.636250996,3.627411758,-7.388864206,-1
573,MODEL1,PARMS,RMB,1.39805422,0.094448604,0.4116811,-1.466781667,5.833429854,0.621646799,0.396005335,-1.42649917,-1
574,MODEL1,PARMS,RMB,1.353852968,13.52043672,0.109393024,-0.957190563,4.073413903,-0.162719008,3.261682298,-8.635588746,-1
575,MODEL1,PARMS,RMB,1.330734163,-4.121588608,-0.04215148,-0.601940988,2.937269779,1.0577305,-0.660124779,-0.595343245,-1
576,MODEL1,PARMS,RMB,1.324579651,11.74928788,0.088178925,-0.730841007,3.374779293,-0.051991946,2.967981449,-7.547742315,-1
577,MODEL1,PARMS,RMB,1.333748492,23.38157435,-0.026950052,0.346665387,-2.034451512,-0.808723385,4.870890879,-10.89454787,-1
578,MODEL1,PARMS,RMB,1.419158363,5.014634707,0.33906613,-1.197256926,5.138414655,0.322113157,1.13163518,-2.984972815,-1
579,MODEL1,PARMS,RMB,1.250653427,7.159268168,0.253756874,-0.863016193,2.739890494,0.202594331,2.826764628,-8.167996612,-1
580,MODEL1,PARMS,RMB,1.448290674,6.887327831,0.271470628,-0.943697029,2.642885179,0.239750356,0.468315818,-1.124240114,-1
581,MODEL1,PARMS,RMB,1.425507526,3.756875816,0.351038941,-1.132262012,3.988674007,0.416826169,-0.313388804,0.287706527,-1
582,MODEL1,PARMS,RMB,1.428675269,-2.192421956,0.269983452,-0.968319609,4.432525621,0.801470855,-0.055759438,-0.519530285,-1
583,MODEL1,PARMS,RMB,1.327134713,0.02094156,0.455255956,-1.036023494,3.28344818,0.597961117,0.417793361,-1.232408012,-1
584,MODEL1,PARMS,RMB,1.36041109,8.689682754,0.48963624,-1.645578902,6.426017989,0.030985715,2.307929189,-5.59347034,-1
585,MODEL1,PARMS,RMB,1.381147065,19.81672657,0.38561569,-1.658753605,6.574519508,-0.647973684,3.333991268,-6.642647126,-1
586,MODEL1,PARMS,RMB,1.550499903,8.399916293,0.162842911,-0.57883262,1.575631523,0.15937246,0.992796847,-2.638615982,-1
587,MODEL1,PARMS,RMB,1.378332701,9.599933955,0.186192996,-0.578260024,2.191451336,0.06404208,1.908512235,-4.92308686,-1
588,MODEL1,PARMS,RMB,1.373832688,2.600191806,0.410643129,-1.425006047,5.635648596,0.456212063,2.602005602,-8.185837778,-1
589,MODEL1,PARMS,RMB,1.303426884,17.43661271,0.312367738,-0.859649802,2.316407661,-0.498592417,4.51470699,-10.83480973,-1
590,MODEL1,PARMS,RMB,1.29610783,2.890783528,0.393779304,-1.001176201,3.217035832,0.435874865,0.516325149,-1.794289368,-1
591,MODEL1,PARMS,RMB,1.439013163,1.721449883,-0.108507151,-0.453364325,2.216612342,0.693880939,-0.536381736,0.057375238,-1
592,MODEL1,PARMS,RMB,1.258644128,8.963730728,0.240239507,-0.625691548,2.531163739,0.076945302,1.943688612,-4.889519747,-1
593,MODEL1,PARMS,RMB,1.401268709,2.821455477,0.403844304,-1.303438252,4.936534484,0.447239434,0.831754326,-2.54035584,-1
594,MODEL1,PARMS,RMB,1.349369496,5.158007358,0.254714765,-0.923154814,3.671963912,0.330537466,1.044520668,-2.811971712,-1
595,MODEL1,PARMS,RMB,1.478041006,8.357450537,-0.082904748,-0.236381343,1.175455253,0.23482618,0.753490708,-1.655674195,-1
596,MODEL1,PARMS,RMB,1.285828772,4.240896413,0.245957275,-0.220871267,0.440841152,0.36903165,2.093000518,-6.371274434,-1
597,MODEL1,PARMS,RMB,1.358418485,3.005257976,0.323273908,-1.068665573,4.285780809,0.461299763,0.783989993,-2.846720523,-1
598,MODEL1,PARMS,RMB,1.281384783,14.12603017,0.328586919,-0.589232135,2.04075915,-0.314358064,4.04543964,-9.629318759,-1
599,MODEL1,PARMS,RMB,1.403368786,17.43556892,0.137366079,-0.791252897,3.595836963,-0.43558244,3.506422875,-8.369497634,-1
600,MODEL1,PARMS,RMB,1.355630301,14.36458324,0.140654699,-0.666176987,3.024150983,-0.239942854,2.796097861,-6.294899098,-1
601,MODEL1,PARMS,RMB,1.446085168,10.92668999,0.327085585,-0.929208879,3.037587458,-0.053085277,0.580485355,-0.696180427,-1
602,MODEL1,PARMS,RMB,1.373779014,-1.202344891,0.272527884,-0.804094506,3.171887077,0.738671853,-0.211744025,0.048460873,-1
603,MODEL1,PARMS,RMB,1.345761566,16.44138596,0.391352563,-1.62477872,6.502225575,-0.437461162,3.512620817,-8.525140668,-1
604,MODEL1,PARMS,RMB,1.475552,9.134661788,0.373183338,-1.055169458,3.944915761,0.020222318,2.464877856,-6.017774804,-1
605,MODEL1,PARMS,RMB,1.422178309,8.695300015,0.253611595,-0.98068479,3.337540411,0.128439952,0.353692903,-0.793584412,-1
606,MODEL1,PARMS,RMB,1.4328116,2.806310293,0.060986941,-0.109633732,0.272515602,0.534498853,1.851702197,-5.688982175,-1
607,MODEL1,PARMS,RMB,1.410855626,2.913659946,0.011330554,-0.447336565,1.967285128,0.571741699,-0.549794308,0.98437545,-1
608,MODEL1,PARMS,RMB,1.322734755,6.726701826,0.17982853,-0.951356245,3.676149659,0.262955632,0.716814426,-1.606587859,-1
609,MODEL1,PARMS,RMB,1.434517752,11.14554764,0.265957292,-1.341470207,5.026872458,-0.038484099,1.653300418,-3.98555402,-1
610,MODEL1,PARMS,RMB,1.337820299,14.03997146,0.088344941,-0.371358106,1.380006183,-0.201740725,2.672114883,-6.467018953,-1
611,MODEL1,PARMS,RMB,1.455410375,19.40081973,-0.023653821,-0.398516521,1.293958686,-0.492808185,2.369159448,-5.046536887,-1
612,MODEL1,PARMS,RMB,1.396476207,15.73672907,0.370777465,-1.184286242,4.178175245,-0.396706268,3.180130276,-7.576033905,-1
613,MODEL1,PARMS,RMB,1.444054305,10.87163673,-0.103418233,-0.042258087,0.222853429,0.074375594,1.48222309,-3.274432621,-1
614,MODEL1,PARMS,RMB,1.3596599,8.45443629,-0.032380096,-0.116306223,0.20513977,0.220233337,2.026057588,-6.468058982,-1
615,MODEL1,PARMS,RMB,1.40213752,11.73612265,0.156433725,-0.508029078,1.922395781,-0.080443283,2.191889035,-5.538058629,-1
616,MODEL1,PARMS,RMB,1.440901055,5.859009505,0.100865046,-0.450827456,2.388166531,0.329689916,0.614803398,-0.772773076,-1
617,MODEL1,PARMS,RMB,1.408663891,17.58445228,0.285260393,-1.204054427,4.264415758,-0.469024736,2.660115844,-6.11462073,-1
618,MODEL1,PARMS,RMB,1.568180099,5.765459529,0.114547819,-0.303520986,0.739193559,0.320259752,0.942076472,-2.615790219,-1
619,MODEL1,PARMS,RMB,1.446083064,2.864228304,0.501932212,-1.369386756,4.599893613,0.419002525,0.806265322,-2.707476586,-1
620,MODEL1,PARMS,RMB,1.626918725,1.078604474,0.302215104,-1.327413352,5.323914798,0.611508258,-0.7597081,1.317074863,-1
621,MODEL1,PARMS,RMB,1.371971142,14.3002485,0.189161912,-0.347384479,0.405776983,-0.281201539,4.041317353,-9.243675988,-1
622,MODEL1,PARMS,RMB,1.334056095,9.504022037,0.284535461,-0.912704688,3.888286185,0.025950738,2.714095564,-7.031379415,-1
623,MODEL1,PARMS,RMB,1.458020118,5.723668158,0.306956964,-0.853576614,2.951559349,0.287261369,1.412550727,-4.004999395,-1
624,MODEL1,PARMS,RMB,1.465736159,3.761257904,0.224217216,-1.426350089,6.083515568,0.46861878,0.128154155,-0.899873902,-1
625,MODEL1,PARMS,RMB,1.536667827,17.53957706,0.114184107,-0.75298658,3.004691269,-0.412307161,2.522667866,-5.865068414,-1
626,MODEL1,PARMS,RMB,1.508538742,6.851642756,0.347420865,-0.3460542,-0.552622844,0.168463414,2.548859555,-7.318440273,-1
627,MODEL1,PARMS,RMB,1.350536687,18.95536789,0.215009957,-0.40098435,0.908949185,-0.588851266,5.027977863,-12.07540344,-1
628,MODEL1,PARMS,RMB,1.6949405,21.50963187,-0.104082284,0.043919507,-0.179575171,-0.623118028,3.194600363,-7.345009398,-1
629,MODEL1,PARMS,RMB,1.369543796,14.27381401,0.200139793,-0.830570789,3.253402694,-0.239711455,2.838453968,-7.473471318,-1
630,MODEL1,PARMS,RMB,1.394452758,24.94083023,0.238858573,-0.784312327,3.395261107,-0.968775622,3.989837678,-8.094224988,-1
631,MODEL1,PARMS,RMB,1.40520049,5.636220749,0.042820547,-0.344388039,1.580537899,0.367317131,1.179981061,-3.169669102,-1
632,MODEL1,PARMS,RMB,1.408454556,8.561821259,0.255890444,-0.82161502,3.736386948,0.09521295,2.124990316,-5.325843951,-1
633,MODEL1,PARMS,RMB,1.410952889,9.216810732,0.229634795,-0.743315475,2.296965392,0.055529796,2.527436648,-6.293151746,-1
634,MODEL1,PARMS,RMB,1.546284011,7.228662273,0.217985384,-1.075077048,4.743583356,0.212587702,1.905657932,-5.175283908,-1
635,MODEL1,PARMS,RMB,1.435489636,15.06443085,-0.050739242,-0.458372167,2.566193618,-0.217004746,3.007484957,-7.385985541,-1
636,MODEL1,PARMS,RMB,1.45826312,6.291086188,0.036406492,-0.327378683,1.649602875,0.322544947,-0.05628234,0.672712625,-1
637,MODEL1,PARMS,RMB,1.406024184,0.967479976,0.081361607,-0.472676061,1.892554348,0.657482379,0.519815935,-2.304308527,-1
638,MODEL1,PARMS,RMB,1.454210801,7.627353588,0.298668282,-0.736321056,2.544376756,0.159241989,1.957310351,-5.664628219,-1
639,MODEL1,PARMS,RMB,1.345444193,-6.783234205,0.102498683,-0.732724195,3.090698409,1.18810168,-1.046713501,0.275509844,-1
640,MODEL1,PARMS,RMB,1.421865637,6.633637725,0.277189027,-1.098551687,4.469245298,0.244271435,1.180640293,-3.411829091,-1
641,MODEL1,PARMS,RMB,1.559644864,13.07322822,0.065006904,-0.530720797,1.813950068,-0.119783762,3.015821754,-8.047846286,-1
642,MODEL1,PARMS,RMB,1.396358248,8.52602066,0.132185047,-0.24719479,0.283362863,0.136195659,2.444381316,-6.616587134,-1
643,MODEL1,PARMS,RMB,1.301604033,14.20978026,0.143683638,-0.588706058,2.116786883,-0.233879977,2.532376569,-5.681188311,-1
644,MODEL1,PARMS,RMB,1.318247392,11.64549902,-0.043130261,-0.247724393,0.95238626,0.021358376,1.516199756,-3.744396083,-1
645,MODEL1,PARMS,RMB,1.380944156,-10.51515165,0.088085814,-0.398052592,1.19499937,1.419213466,-2.261370266,4.184564228,-1
646,MODEL1,PARMS,RMB,1.383336356,6.724198651,0.174745383,-0.784551192,3.01567307,0.281963281,-0.250828382,1.005854075,-1
647,MODEL1,PARMS,RMB,1.225743343,-0.41895249,0.203609452,-0.419773801,1.671450076,0.691365502,0.801978394,-2.496709759,-1
648,MODEL1,PARMS,RMB,1.619977287,3.402584273,0.148934319,-0.718280078,1.702988171,0.514352686,-0.223354521,-0.627031276,-1
649,MODEL1,PARMS,RMB,1.397126119,8.777302757,0.290829477,-0.616053027,1.413462926,0.065853892,3.63480214,-9.749121573,-1
650,MODEL1,PARMS,RMB,1.388692191,24.76437811,0.300711355,-0.701413146,2.294031396,-0.999660339,6.183153785,-14.36182312,-1
651,MODEL1,PARMS,RMB,1.375337681,-11.15655478,0.529221335,-1.425798063,5.150687684,1.322407557,-1.308331526,1.386530072,-1
652,MODEL1,PARMS,RMB,1.428071071,16.89259639,0.417937505,-0.731527301,1.909432519,-0.517896306,4.786076299,-11.59885993,-1
653,MODEL1,PARMS,RMB,1.409244879,4.166045679,0.15294727,-0.413273112,0.913016928,0.442250227,0.723548846,-2.728877988,-1
654,MODEL1,PARMS,RMB,1.356265159,3.907938224,0.308572322,-1.20123469,5.200772789,0.405607788,1.041037357,-2.702656444,-1
655,MODEL1,PARMS,RMB,1.514244461,9.987559133,0.537795804,-2.174770022,7.261044261,-0.024536228,0.854233185,-2.257473508,-1
656,MODEL1,PARMS,RMB,1.379675969,13.12543776,-0.011464701,-0.76546826,3.926160187,-0.089791265,2.390164194,-6.335030833,-1
657,MODEL1,PARMS,RMB,1.500049428,17.53149434,0.2082358,-0.480800019,1.267998588,-0.465119506,3.497152712,-8.393127397,-1
658,MODEL1,PARMS,RMB,1.592351772,12.00321469,0.360108853,-1.734849416,6.830728697,-0.108246782,0.523872838,-0.665508931,-1
659,MODEL1,PARMS,RMB,1.373895863,12.27701752,0.526023554,-2.041333643,7.623246547,-0.181278557,2.519511016,-6.371015274,-1
660,MODEL1,PARMS,RMB,1.492046655,22.80982739,0.426765797,-1.219813055,4.832202002,-0.880040584,4.506298283,-9.579384824,-1
661,MODEL1,PARMS,RMB,1.424235706,3.5202855,0.335350428,-1.236968547,4.930998691,0.407346051,1.25814673,-3.458475986,-1
662,MODEL1,PARMS,RMB,1.37786209,15.06403597,0.121901312,-0.292044453,1.045926991,-0.296420656,3.197507493,-7.748252016,-1
663,MODEL1,PARMS,RMB,1.392897353,19.16363217,0.29748781,-1.254801207,4.242239367,-0.579101069,3.689157605,-8.797748893,-1
664,MODEL1,PARMS,RMB,1.34606065,14.25391641,0.244254778,-0.964480007,2.953248944,-0.254014274,2.662106495,-5.842612933,-1
665,MODEL1,PARMS,RMB,1.50769966,16.81171437,-0.035186387,-0.643294131,3.302710074,-0.320007559,1.816871907,-3.981380132,-1
666,MODEL1,PARMS,RMB,1.385291445,-11.50604422,0.19478086,-0.71396561,3.510972671,1.436405666,-1.925978537,3.375340164,-1
667,MODEL1,PARMS,RMB,1.337692101,12.35374314,0.243949047,-0.525329839,1.644236872,-0.146126458,2.403681429,-6.092039374,-1
668,MODEL1,PARMS,RMB,1.469213573,9.355549515,-0.000308511,0.052886091,-1.423025069,0.143419352,0.548962383,-1.134355669,-1
669,MODEL1,PARMS,RMB,1.488736639,3.309445858,0.290491905,-1.377569165,5.056361557,0.480761512,-0.219216027,0.02269739,-1
670,MODEL1,PARMS,RMB,1.356438301,3.634297687,-0.075882967,0.031453121,-0.061912333,0.550692038,-1.274596865,2.579479906,-1
671,MODEL1,PARMS,RMB,1.26273935,6.173594264,0.375320892,-1.475202586,5.734380967,0.229182998,2.031371526,-5.181423165,-1
672,MODEL1,PARMS,RMB,1.322689052,4.290594112,0.107794201,-0.195576126,1.230006876,0.407860164,2.485118507,-7.166844658,-1
673,MODEL1,PARMS,RMB,1.319811464,7.64123791,0.169422578,-0.327955305,1.295248795,0.180910006,2.273053213,-6.564570166,-1
674,MODEL1,PARMS,RMB,1.313324444,6.82261748,0.274130605,-1.051813853,3.07651231,0.240314464,1.639698022,-4.899399366,-1
675,MODEL1,PARMS,RMB,1.636307262,20.30078951,-0.011610621,-0.240806809,0.819187691,-0.580162045,3.796939526,-8.280919073,-1
676,MODEL1,PARMS,RMB,1.472453558,-1.422675177,0.300193722,-1.014335536,4.231006202,0.728944326,1.821464224,-6.188854791,-1
677,MODEL1,PARMS,RMB,1.557200069,10.99118292,0.130597529,-0.588854464,1.759819143,0.015677099,-0.218449431,1.054028437,-1
678,MODEL1,PARMS,RMB,1.304606378,-3.517470762,0.3661853,-1.150544468,4.179337971,0.875364178,-0.581639972,-0.457241189,-1
679,MODEL1,PARMS,RMB,1.446302477,15.94162644,0.386678663,-0.993346635,3.079373308,-0.412688504,2.310122127,-4.633600577,-1
680,MODEL1,PARMS,RMB,1.564900904,12.28830756,0.309964762,-0.840259275,2.7589921,-0.138655253,1.516627181,-3.086831525,-1
681,MODEL1,PARMS,RMB,1.340212189,12.77970856,0.305639564,-1.06950473,4.841323282,-0.198604845,3.643505905,-9.264737862,-1
682,MODEL1,PARMS,RMB,1.297285528,9.730762883,-0.148274373,0.376667935,-1.884500017,0.151418682,1.914036342,-5.073814648,-1
683,MODEL1,PARMS,RMB,1.301412112,5.146563462,0.139815969,-0.324705749,1.310968696,0.341897404,2.976884498,-8.291624535,-1
684,MODEL1,PARMS,RMB,1.606361783,15.56850121,0.070771944,-0.685717417,1.413690691,-0.259407682,1.770416343,-4.622673523,-1
685,MODEL1,PARMS,RMB,1.363624267,6.927860332,0.411173213,-0.964899021,2.736995676,0.168133063,1.400089339,-4.396694219,-1
686,MODEL1,PARMS,RMB,1.348009988,-6.358251875,0.447881845,-0.620829403,1.771968986,0.995567727,0.42861357,-2.807942517,-1
687,MODEL1,PARMS,RMB,1.251458727,9.206847044,0.182513049,-0.606640353,1.759201954,0.072758687,3.033971007,-7.685993781,-1
688,MODEL1,PARMS,RMB,1.280170775,12.35570296,0.131269257,-0.815194508,3.454670485,-0.101389626,3.237850976,-8.291642834,-1
689,MODEL1,PARMS,RMB,1.361600967,-4.223387969,0.258151099,-1.029423181,4.531126566,0.953715645,-0.461344764,-0.379604247,-1
690,MODEL1,PARMS,RMB,1.715680905,4.980837314,0.278209697,-1.328002881,4.614066541,0.378874599,-1.043317666,2.041076213,-1
691,MODEL1,PARMS,RMB,1.409228542,30.09035696,-0.321332628,0.27506624,-0.14190503,-1.126268164,5.592652667,-13.06937959,-1
692,MODEL1,PARMS,RMB,1.457401925,4.034496952,0.313783023,-0.812577277,2.885549351,0.376880088,0.646110126,-1.518553021,-1
693,MODEL1,PARMS,RMB,1.466400381,14.43156981,0.276978069,-0.83366386,2.932001532,-0.266522141,0.945009764,-1.121095883,-1
694,MODEL1,PARMS,RMB,1.411855327,12.69191801,0.232537867,-1.05622694,3.903225987,-0.147295179,2.704703563,-6.188312394,-1
695,MODEL1,PARMS,RMB,1.30847285,7.031908703,0.166715154,-0.394457966,1.073509214,0.226339277,1.856304446,-4.773728603,-1
696,MODEL1,PARMS,RMB,1.416414912,15.70957753,0.173986491,-0.859183417,3.415722986,-0.319432459,2.15803543,-5.100101646,-1
697,MODEL1,PARMS,RMB,1.408385965,12.94084745,0.18701867,-0.785614822,3.205551911,-0.149847221,2.158071736,-5.190266432,-1
698,MODEL1,PARMS,RMB,1.368958935,14.25353377,0.321169689,-1.314701557,4.775718734,-0.277353132,3.926402406,-10.47496498,-1
699,MODEL1,PARMS,RMB,1.382036826,10.72636696,0.013849989,-0.236086505,-0.091307191,0.042320527,1.882470625,-5.048818368,-1
700,MODEL1,PARMS,RMB,1.376180984,26.23308906,-0.022371219,-0.141293477,1.206883999,-0.973996501,4.01445318,-7.697412722,-1
701,MODEL1,PARMS,RMB,1.452760039,6.650493215,0.378476787,-1.319256521,5.45858047,0.202786278,0.927834842,-2.172299545,-1
702,MODEL1,PARMS,RMB,1.461949217,8.721308941,0.463536694,-1.3372692,5.44647623,0.030124671,1.908690391,-4.028796821,-1
703,MODEL1,PARMS,RMB,1.473555353,5.818199636,0.00352211,-0.433638317,1.855780012,0.381152493,1.445165043,-4.525310451,-1
704,MODEL1,PARMS,RMB,1.39069169,5.859359009,0.342754714,-0.888964466,2.387795109,0.255644317,1.396892694,-3.095168322,-1
705,MODEL1,PARMS,RMB,1.326354976,0.892346405,0.170261677,-0.588430433,2.326168973,0.624933726,1.123835711,-4.031872541,-1
706,MODEL1,PARMS,RMB,1.611764129,8.23538204,0.059779434,-0.461117518,0.879871113,0.19992535,1.924845329,-6.257309202,-1
707,MODEL1,PARMS,RMB,1.477832905,26.53243062,0.260268006,-0.716135393,2.293452353,-1.073197197,5.151246656,-11.73850266,-1
708,MODEL1,PARMS,RMB,1.485298595,20.92805352,0.102859033,-0.678816426,2.572396587,-0.644037939,4.007933143,-9.305245014,-1
709,MODEL1,PARMS,RMB,1.412008376,20.27887804,0.154125181,0.148582758,-1.111627981,-0.670835048,4.801955396,-10.74543812,-1
710,MODEL1,PARMS,RMB,1.363575641,1.578050394,0.371748839,-1.357438329,5.890555497,0.550033842,1.072452216,-3.851303398,-1
711,MODEL1,PARMS,RMB,1.411415173,16.72839105,0.256534896,-0.760703015,2.290490263,-0.425790691,4.227353637,-10.27255114,-1
712,MODEL1,PARMS,RMB,1.642543583,13.08799795,0.27394092,-0.898613326,2.978827343,-0.179751324,1.802944248,-4.165550293,-1
713,MODEL1,PARMS,RMB,1.44672369,11.91687218,0.176747892,-0.374205185,1.095216301,-0.092318878,2.473575518,-6.628251256,-1
714,MODEL1,PARMS,RMB,1.389116814,3.940180789,0.340445688,-1.108930421,4.067210675,0.401096757,-0.17324217,0.058492642,-1
715,MODEL1,PARMS,RMB,1.508386093,9.235066747,0.58617609,-1.089669104,3.438471907,-0.044990086,2.092443757,-4.750070966,-1
716,MODEL1,PARMS,RMB,1.458097367,11.30558727,0.176162911,-0.582045955,2.096383796,-0.053137582,2.90225057,-7.596126878,-1
717,MODEL1,PARMS,RMB,1.672566269,13.0416065,0.192958283,-1.138594946,4.317469373,-0.124714046,1.339672586,-3.255958727,-1
718,MODEL1,PARMS,RMB,1.446015429,18.33702704,0.054197807,-0.189542542,-0.330026015,-0.460652095,2.394791797,-4.672402513,-1
719,MODEL1,PARMS,RMB,1.385181026,16.34098857,0.185038311,-0.605115488,2.323433023,-0.400525261,3.224612428,-6.877200029,-1
720,MODEL1,PARMS,RMB,1.457763761,9.268503252,0.149485829,-0.373739209,0.877976265,0.081588603,2.290619978,-6.074437995,-1
721,MODEL1,PARMS,RMB,1.3800794,-2.434409342,0.190763375,-0.560265339,2.295193929,0.832265745,0.599762254,-2.524208264,-1
722,MODEL1,PARMS,RMB,1.415819157,9.879085049,0.196462393,-0.723210961,2.476085233,0.053568597,1.177426954,-2.887111357,-1
723,MODEL1,PARMS,RMB,1.559171626,13.87444863,0.191660514,-0.894113827,2.946313214,-0.177754393,0.828557736,-1.337433831,-1
724,MODEL1,PARMS,RMB,1.468420166,11.59399785,0.347241714,-0.59602754,1.507951843,-0.137128821,3.076449715,-7.591598815,-1
725,MODEL1,PARMS,RMB,1.296638506,16.91120484,0.038256176,-0.47256042,1.983734148,-0.370006374,3.633616675,-9.116202457,-1
726,MODEL1,PARMS,RMB,1.358131596,7.893521197,0.519070957,-1.621154882,5.902521058,0.097378087,1.01458909,-2.582399794,-1
727,MODEL1,PARMS,RMB,1.360777553,11.09135656,0.170576325,-0.56586978,2.075285003,-0.0302853,2.469797743,-6.417067794,-1
728,MODEL1,PARMS,RMB,1.499490639,10.74755257,0.224792802,-0.228757214,0.703300569,-0.041243719,1.371208674,-2.576465212,-1
729,MODEL1,PARMS,RMB,1.41251224,11.14637011,0.010398491,-0.361880438,1.76985689,0.013969379,1.90363245,-4.743128354,-1
730,MODEL1,PARMS,RMB,1.504158461,10.99871764,0.475573555,-1.009857501,3.330893611,-0.12702382,1.215527717,-2.008311738,-1
731,MODEL1,PARMS,RMB,1.5772401,5.10474379,-0.176570014,0.064103049,-0.482400208,0.48371999,-0.67040687,2.041789709,-1
732,MODEL1,PARMS,RMB,1.554772612,10.57550777,0.3368467,-0.960363314,3.203810488,-0.038416722,1.734047848,-4.23446222,-1
733,MODEL1,PARMS,RMB,1.493972767,3.327685804,0.333941115,-1.223547932,4.865200263,0.439858793,1.338725298,-4.340696058,-1
734,MODEL1,PARMS,RMB,1.54141163,9.55634103,0.156181722,-0.413848234,1.040283361,0.074735776,0.915504013,-2.041816733,-1
735,MODEL1,PARMS,RMB,1.370767906,10.39210919,0.199882149,-0.777350182,3.09968927,-0.001056365,3.48313275,-9.340318674,-1
736,MODEL1,PARMS,RMB,1.418504056,9.918205207,0.455943819,-1.26080254,4.438065805,-0.048501908,3.554561605,-9.482841586,-1
737,MODEL1,PARMS,RMB,1.547455747,10.47736032,0.127176137,-0.733983188,2.713758743,0.041350634,2.115243418,-5.75221359,-1
738,MODEL1,PARMS,RMB,1.451421262,15.92704144,0.461752913,-1.439535439,5.001486638,-0.428560153,2.801324908,-6.377811578,-1
