SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,RB4
1,MODEL1,PARMS,RB4,0.680921214,6.574753375,-0.147439277,0.13306191,-0.74138802,-0.136398197,1.287891753,-3.494537651,-1
2,MODEL1,PARMS,RB4,0.608873493,4.289230412,0.054674769,0.043217335,-0.457854872,-0.070716105,0.954707883,-2.184612819,-1
3,MODEL1,PARMS,RB4,0.697305149,4.885018143,0.182101359,-0.400457387,0.852719773,-0.134996348,0.484987629,-1.023394311,-1
4,MODEL1,PARMS,RB4,0.729751184,-1.901877396,0.067956411,-0.44063567,1.594895841,0.351709963,-0.347960458,0.347336867,-1
5,MODEL1,PARMS,RB4,0.631803763,-3.057073106,-0.06951583,0.336974505,-1.858438465,0.460871045,-1.366726057,3.110436321,-1
6,MODEL1,PARMS,RB4,0.711288261,0.958742067,0.068442726,-0.115069397,-0.386762945,0.163584795,0.136191199,-0.67515604,-1
7,MODEL1,PARMS,RB4,0.71563155,3.883545548,0.042946608,-0.164227146,0.125050224,-0.020052505,0.769507631,-2.214758148,-1
8,MODEL1,PARMS,RB4,0.687269843,0.855363041,0.08368524,-0.287754276,0.754934137,0.162308576,0.061588177,-0.14125908,-1
9,MODEL1,PARMS,RB4,0.698314444,3.781740827,0.106630316,-0.431829711,1.538272879,-0.040638948,0.877571701,-2.405891212,-1
10,MODEL1,PARMS,RB4,0.719049688,9.969938105,0.04309328,-0.350943689,1.058075943,-0.423721869,2.050382947,-4.940974741,-1
11,MODEL1,PARMS,RB4,0.687157411,1.181590999,0.050716048,-0.238597059,0.650131944,0.147874497,0.062917249,-0.707287702,-1
12,MODEL1,PARMS,RB4,0.657438751,2.56017181,0.022336166,-0.133900155,-0.042310437,0.070547625,0.574562063,-1.533765578,-1
13,MODEL1,PARMS,RB4,0.671747345,3.040147453,0.012838086,-0.028031135,-0.502896895,0.03911127,0.799896028,-2.35152641,-1
14,MODEL1,PARMS,RB4,0.696213908,8.464943157,0.054678198,-0.230444517,0.406736295,-0.329444066,1.818946254,-4.017554909,-1
15,MODEL1,PARMS,RB4,0.773868179,-3.358352905,0.1863629,-0.439899879,0.959168884,0.406225517,-0.673675819,1.145660369,-1
16,MODEL1,PARMS,RB4,0.667689588,5.337468367,-0.061733594,-0.192384014,0.67487546,-0.07155426,0.042638223,-0.304988728,-1
17,MODEL1,PARMS,RB4,0.728415926,4.734352897,0.215334238,-0.654730019,2.309242035,-0.144401548,1.262529245,-2.997867183,-1
18,MODEL1,PARMS,RB4,0.679530391,-4.303486662,-0.042393734,0.162469341,-0.749258914,0.524609275,0.021611781,-0.907346173,-1
19,MODEL1,PARMS,RB4,0.718591207,3.325944536,-0.154294791,0.237955831,-1.21802155,0.081932006,0.170255325,-0.231270083,-1
