SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,LMB
250,MODEL1,PARMS,LMB,1.25490871,10.01780982,0.167517147,-0.247720014,0.687407912,-0.062129609,0.230136853,-0.126862432,-1
251,MODEL1,PARMS,LMB,1.23077362,7.483028864,0.48428338,-1.048811514,3.227513667,-0.015630935,2.107357977,-5.153023065,-1
252,MODEL1,PARMS,LMB,1.240857065,-2.991461799,0.224538772,-0.44806028,2.865501403,0.755418395,-1.142750266,2.281015947,-1
253,MODEL1,PARMS,LMB,1.191675953,5.281640699,0.373176899,-0.918338232,3.225567719,0.16642988,1.023676853,-2.263242272,-1
254,MODEL1,PARMS,LMB,1.221883064,9.388098164,0.52731077,-1.256888116,4.074055228,-0.150772112,1.357864925,-2.601350588,-1
255,MODEL1,PARMS,LMB,1.161923516,10.30021257,0.472301612,-1.082322125,3.30162511,-0.176856964,1.596189259,-3.83804429,-1
256,MODEL1,PARMS,LMB,1.084846998,9.455949173,0.374994849,-0.859525503,3.468913863,-0.113756971,2.185974996,-5.70693444,-1
257,MODEL1,PARMS,LMB,1.138072105,3.434471722,0.300402481,-0.698747713,2.380771711,0.301094108,0.495495906,-1.123857057,-1
258,MODEL1,PARMS,LMB,1.200367016,-0.714019215,0.213908517,-0.719765974,2.353841756,0.631483663,-1.109038469,1.872464492,-1
259,MODEL1,PARMS,LMB,1.161145688,8.349238802,0.493948915,-1.134775906,4.158616156,-0.060279742,0.225221635,0.749200579,-1
260,MODEL1,PARMS,LMB,1.170135485,14.9613189,-0.030065948,-0.046499272,0.57495443,-0.347250313,2.487463393,-5.437679542,-1
261,MODEL1,PARMS,LMB,1.136538999,5.684013518,0.476399599,-0.979444755,3.176094551,0.102693954,0.235362098,0.102568514,-1
262,MODEL1,PARMS,LMB,1.216934305,7.940178561,0.345421354,-0.74227547,2.318927556,-0.003879065,1.990911562,-4.966565091,-1
263,MODEL1,PARMS,LMB,1.21144222,-1.605438061,0.289602488,-0.806766857,3.37169461,0.643531592,-0.011407638,-0.87967525,-1
264,MODEL1,PARMS,LMB,1.250210506,11.56600913,0.110017182,-0.033939929,-0.230118193,-0.168500417,1.17553829,-2.499316063,-1
265,MODEL1,PARMS,LMB,1.224149123,4.913135869,0.382668522,-0.894407534,3.658542981,0.18880173,0.901298146,-2.271574539,-1
266,MODEL1,PARMS,LMB,1.0746083,4.197440806,0.214413473,-0.474514039,2.075980422,0.292286414,-0.327284218,0.728807156,-1
267,MODEL1,PARMS,LMB,1.156737319,1.391706675,0.277626026,-0.907936968,4.118408873,0.462911601,-0.420387087,0.351294268,-1
268,MODEL1,PARMS,LMB,1.257434456,14.37483634,0.293753486,-0.272626371,0.572228128,-0.426619668,2.911583077,-6.880171349,-1
269,MODEL1,PARMS,LMB,1.082413498,8.936329614,0.429863996,-0.853875434,3.189797632,-0.102096918,2.160292409,-5.394406577,-1
270,MODEL1,PARMS,LMB,1.172019004,2.33562829,0.237847721,-0.189058627,0.424841891,0.380272111,0.061159481,0.03439128,-1
271,MODEL1,PARMS,LMB,1.19815507,5.780704627,0.244877826,-0.658875156,2.909994503,0.188801372,0.227824855,-0.57784328,-1
272,MODEL1,PARMS,LMB,1.145271582,17.87879118,0.440870999,-1.090387285,3.931610739,-0.684384622,3.183906707,-7.348930159,-1
273,MODEL1,PARMS,LMB,1.141619911,12.10787298,0.267822421,-0.444992263,1.619132882,-0.253764428,2.180056495,-5.36017786,-1
274,MODEL1,PARMS,LMB,1.170351988,0.777224049,0.1721523,0.109272061,-0.847708858,0.516847587,-0.035210422,-1.086166141,-1
275,MODEL1,PARMS,LMB,1.144875464,6.650312598,0.340083625,-0.570911148,2.002559067,0.089464579,0.473221994,-0.911323159,-1
276,MODEL1,PARMS,LMB,1.181418125,2.733372072,0.189767159,-0.465653703,1.780821927,0.398427347,-0.158389053,0.245668934,-1
277,MODEL1,PARMS,LMB,1.395717633,5.750633909,0.052573416,-0.134102548,0.308742071,0.231672207,0.605596713,-2.030939258,-1
278,MODEL1,PARMS,LMB,1.361030689,-8.857478277,0.546633081,-1.356956712,5.018367421,1.049162383,-1.416370235,1.809111144,-1
279,MODEL1,PARMS,LMB,1.202729275,18.6719841,0.339912464,-0.451467041,0.641953103,-0.710628575,3.042348426,-6.164088065,-1
280,MODEL1,PARMS,LMB,1.205029104,13.35734515,0.017692062,0.035783515,0.021856745,-0.261016426,1.768036318,-3.613808878,-1
281,MODEL1,PARMS,LMB,1.209115284,1.309160264,0.079497577,-0.606764389,3.014650485,0.540469066,-0.717570544,1.443647799,-1
282,MODEL1,PARMS,LMB,1.177517395,7.622526304,0.260543965,-0.458522455,1.189385727,0.04302554,1.234594038,-3.170242424,-1
283,MODEL1,PARMS,LMB,1.316281214,8.797503909,0.510300325,-0.90253127,2.721998296,-0.11013642,1.777340159,-4.289606947,-1
284,MODEL1,PARMS,LMB,1.146741304,1.728195606,0.364440576,-0.801791304,2.759237391,0.419621228,-0.665178673,0.9581769,-1
285,MODEL1,PARMS,LMB,1.190702378,2.042017352,0.058714034,-0.280162797,1.218440863,0.475674785,0.399838739,-2.190284116,-1
286,MODEL1,PARMS,LMB,1.113411486,-9.032887937,0.519963098,-1.03971209,3.485369459,1.068920001,-2.216330231,4.614243155,-1
287,MODEL1,PARMS,LMB,1.26930865,10.06649106,0.165893302,-0.296802667,1.122018579,-0.078787661,0.958423821,-2.547850549,-1
288,MODEL1,PARMS,LMB,1.201515241,8.553920608,0.247736839,-0.592256893,2.092163545,0.003013623,0.893451324,-2.524652326,-1
289,MODEL1,PARMS,LMB,1.179652868,8.337236396,0.387982441,-1.058162379,4.620566353,-0.035622817,2.007626848,-5.340272265,-1
290,MODEL1,PARMS,LMB,1.219057645,0.728368257,0.290835911,-0.520200298,1.832653129,0.486701351,0.05451009,-0.331748504,-1
291,MODEL1,PARMS,LMB,1.197759493,4.527762565,0.472502118,-1.041250105,3.773809179,0.177091156,1.046180621,-2.686659077,-1
292,MODEL1,PARMS,LMB,1.254669516,4.609485489,0.388633291,-0.7502121,2.245046738,0.211140565,-0.143345486,0.852679772,-1
293,MODEL1,PARMS,LMB,1.20531646,11.86314531,0.206069031,-0.566516676,2.241315995,-0.21075464,1.695131374,-3.855203017,-1
294,MODEL1,PARMS,LMB,1.177915288,6.077595178,0.169385837,-0.521706585,2.627060977,0.185375512,0.773392844,-2.019941519,-1
295,MODEL1,PARMS,LMB,1.089034839,-5.302262398,0.33139717,-0.536428319,2.252597412,0.872416105,-1.385320763,2.159143848,-1
296,MODEL1,PARMS,LMB,1.147887995,1.263236438,0.394864045,-0.550817325,1.853149123,0.413374509,-0.460740795,1.166206218,-1
297,MODEL1,PARMS,LMB,1.189434492,-2.920069773,0.158224777,-0.440378733,2.213202996,0.765809121,-0.958202979,1.784683191,-1
298,MODEL1,PARMS,LMB,1.219540967,1.107150847,-0.082300126,-0.045481015,0.268266999,0.601604933,-0.604959751,0.457326648,-1
299,MODEL1,PARMS,LMB,1.13066622,-0.026923918,0.395439009,-0.724374568,2.669143979,0.502417475,-0.707978843,1.848919381,-1
300,MODEL1,PARMS,LMB,1.239779118,2.928433822,0.126140424,-0.341613476,1.248986722,0.410135323,-0.649576366,1.186887582,-1
301,MODEL1,PARMS,LMB,1.212328716,-3.250551491,0.383673749,-0.871572129,3.425955689,0.722906593,-0.788181572,1.351517261,-1
302,MODEL1,PARMS,LMB,1.24089452,0.158172769,0.3741053,-0.645779249,2.529391321,0.482814312,0.352070781,-1.544281226,-1
303,MODEL1,PARMS,LMB,1.150218491,4.08135686,0.31721794,-0.69919495,2.956017526,0.258436586,-0.215601018,1.302152037,-1
304,MODEL1,PARMS,LMB,1.180707747,9.539102593,0.071985155,-0.361385263,1.873617062,0.006093446,-0.120811122,0.291766072,-1
305,MODEL1,PARMS,LMB,1.203147801,5.685089884,0.227987708,-0.3226208,1.349455652,0.18063173,0.379257155,-0.847010432,-1
306,MODEL1,PARMS,LMB,1.211838855,2.138141241,0.440200181,-1.005612218,3.906680243,0.359805153,-0.326893267,0.810724872,-1
307,MODEL1,PARMS,LMB,1.224008613,9.418822155,0.169370771,-0.406909216,0.92968058,0.002273357,-0.590871673,1.888336894,-1
308,MODEL1,PARMS,LMB,1.258989002,7.322166292,0.262464962,-0.447289184,0.870025778,0.08675092,-0.630155548,1.652830326,-1
309,MODEL1,PARMS,LMB,1.206718482,12.44702927,0.526423388,-1.087758903,3.477663037,-0.366501997,3.041800402,-7.130688627,-1
310,MODEL1,PARMS,LMB,1.221143963,-0.865707371,0.298361821,-0.397598066,1.125830282,0.581290781,-0.512756145,0.414245865,-1
311,MODEL1,PARMS,LMB,1.213850204,5.111699875,0.188525518,0.159921313,-1.444623181,0.212556765,0.180834281,0.07419326,-1
312,MODEL1,PARMS,LMB,1.08723639,15.50930916,0.158315504,-0.276521777,0.996752011,-0.459125942,3.856302273,-9.696943545,-1
313,MODEL1,PARMS,LMB,1.098769749,8.300260976,0.288484936,-0.422133602,1.192699738,0.003348092,0.098936868,-0.139261184,-1
314,MODEL1,PARMS,LMB,1.160293802,3.453542355,0.339826378,-0.871968791,3.51461244,0.292147613,0.918071491,-2.623858072,-1
315,MODEL1,PARMS,LMB,1.339707775,14.20964445,0.086848913,-0.22536594,0.980194816,-0.316278666,1.298098621,-2.517518166,-1
316,MODEL1,PARMS,LMB,1.226522188,5.887381209,0.429620317,-1.117876001,4.471205629,0.111150822,1.363147786,-3.758442357,-1
317,MODEL1,PARMS,LMB,1.207137366,9.330157548,0.361519566,-0.643006919,2.121083265,-0.103836101,1.459857801,-2.981648855,-1
318,MODEL1,PARMS,LMB,1.132334166,9.831095842,0.371756387,-0.502437999,2.042284554,-0.163118502,2.657473803,-6.357258723,-1
319,MODEL1,PARMS,LMB,1.342206459,5.903336305,0.486327794,-1.220860529,4.545706078,0.106502403,0.430962985,-1.247751461,-1
320,MODEL1,PARMS,LMB,1.204462714,-11.54762853,0.386872796,-0.422745252,0.786879362,1.258362992,-2.883654944,5.63548883,-1
321,MODEL1,PARMS,LMB,1.193073899,1.8922455,0.265747045,-1.006505415,4.51255207,0.436360284,0.633685529,-2.824898699,-1
322,MODEL1,PARMS,LMB,1.195144924,0.562786177,0.042364724,0.130132784,-1.028421864,0.578249974,2.94034E-05,-1.394487553,-1
323,MODEL1,PARMS,LMB,1.233119603,-3.92275746,0.293125857,-0.644703194,2.52608012,0.795832957,-1.055120179,1.906022579,-1
324,MODEL1,PARMS,LMB,1.19535452,0.097236059,0.285754855,-0.45170751,1.646172882,0.516921098,-0.078849978,-0.346692546,-1
325,MODEL1,PARMS,LMB,1.158096744,1.000538178,0.377954835,-0.619515895,1.702916948,0.447109561,-0.388543892,0.468110025,-1
326,MODEL1,PARMS,LMB,1.247030657,12.42073184,0.42617443,-0.772684567,2.449926539,-0.321988625,2.290068004,-5.543448205,-1
327,MODEL1,PARMS,LMB,1.186037744,-8.902398859,0.403397554,-0.974081734,3.657563375,1.098852685,-3.232094935,7.538523894,-1
328,MODEL1,PARMS,LMB,1.129747361,6.47117218,0.20278747,-0.560281285,2.342609186,0.152490964,0.633740149,-1.824878772,-1
329,MODEL1,PARMS,LMB,1.243186721,12.63389842,0.352600312,-0.587285985,1.852101515,-0.323617598,2.173755049,-4.646619551,-1
330,MODEL1,PARMS,LMB,1.167709557,1.210030754,0.371383209,-0.787639486,2.95209377,0.42131223,0.940503538,-2.879043372,-1
331,MODEL1,PARMS,LMB,1.213572323,-0.472186754,0.317560281,-0.744514506,2.947797838,0.564521448,-1.07932985,2.124797846,-1
332,MODEL1,PARMS,LMB,1.202165781,16.40805447,0.373778859,-1.090074386,4.187916122,-0.55156464,2.097413762,-4.067185741,-1
333,MODEL1,PARMS,LMB,1.245697831,3.49868806,0.505290225,-1.033303546,3.058248938,0.249622519,0.483910509,-1.805364157,-1
334,MODEL1,PARMS,LMB,1.209485481,10.08817233,0.360879209,-0.73993661,2.956902924,-0.160024548,1.330916358,-2.722372172,-1
335,MODEL1,PARMS,LMB,1.218366629,0.664844714,0.373563236,-0.782188905,2.945866187,0.471306611,-0.650788627,1.101782545,-1
336,MODEL1,PARMS,LMB,1.207214872,8.903520711,0.171910924,-0.258106933,0.451647408,-0.012819284,1.868287419,-5.012790279,-1
337,MODEL1,PARMS,LMB,1.18010063,5.905188014,0.410922676,-0.719013042,2.460084394,0.10217714,1.005259651,-2.708191899,-1
338,MODEL1,PARMS,LMB,1.124925677,6.125338811,0.352421888,-0.749900022,2.536726067,0.107729508,1.544087308,-3.366824213,-1
339,MODEL1,PARMS,LMB,1.207823641,14.12265088,0.422190437,-0.938017512,3.265984854,-0.437988955,2.895423023,-6.684969526,-1
340,MODEL1,PARMS,LMB,1.197174324,11.58108242,0.307549284,-1.136190456,4.592004365,-0.214456101,2.616802984,-7.1152912,-1
341,MODEL1,PARMS,LMB,1.243396462,11.38568104,0.176066597,-0.261190097,1.06172115,-0.186690556,1.710582631,-3.539983354,-1
342,MODEL1,PARMS,LMB,1.183186171,13.43831114,0.342218111,-0.968419981,3.882401962,-0.361242374,3.012694259,-7.355638107,-1
343,MODEL1,PARMS,LMB,1.161637392,8.199683631,0.230650655,-0.269189574,0.360331043,0.019890817,0.243923358,0.336611874,-1
344,MODEL1,PARMS,LMB,1.0992128,10.89278082,0.214658133,-0.657482278,3.085197111,-0.151005707,2.494256688,-6.359437126,-1
345,MODEL1,PARMS,LMB,1.196849556,12.63277181,0.030321679,-0.330184167,1.738232767,-0.210969354,2.046580931,-4.982748909,-1
346,MODEL1,PARMS,LMB,1.27635152,9.512304226,0.005756539,0.066647315,-0.014270006,-0.003965818,1.128971881,-2.256254462,-1
347,MODEL1,PARMS,LMB,1.139990509,12.7380182,0.090898615,-0.104795179,0.861705345,-0.244493403,2.450018596,-5.920983092,-1
348,MODEL1,PARMS,LMB,1.327028318,5.15833967,0.517180033,-0.898673361,2.814311992,0.127476248,0.32140486,-0.816728742,-1
349,MODEL1,PARMS,LMB,1.20693305,11.88194605,0.141033795,-0.42169123,2.245331708,-0.214021012,2.768810414,-6.803855454,-1
350,MODEL1,PARMS,LMB,1.113504319,8.357602817,0.517931,-1.055962304,3.472291583,-0.080215825,0.807542742,-1.348408461,-1
351,MODEL1,PARMS,LMB,1.201002374,13.35686305,0.483323671,-1.153873083,4.380621995,-0.40377914,2.734731338,-6.032645493,-1
352,MODEL1,PARMS,LMB,1.306076246,-1.211088027,0.035686517,-0.403638675,1.713481035,0.725258313,-1.932209302,4.294951871,-1
353,MODEL1,PARMS,LMB,1.231139095,-5.515632517,0.244282794,-0.574776807,2.092727678,0.926114897,-1.359341598,1.918330175,-1
354,MODEL1,PARMS,LMB,1.219143087,18.75612813,0.311705801,-0.811980894,2.853514551,-0.693573603,3.631306098,-7.832205885,-1
355,MODEL1,PARMS,LMB,1.19890407,-0.133731975,0.501293207,-1.426532022,4.935935208,0.486719594,-0.588167138,1.607444084,-1
356,MODEL1,PARMS,LMB,1.281017285,4.673640034,0.28558872,-0.774974558,3.351003878,0.24096419,0.206332867,-0.118804603,-1
357,MODEL1,PARMS,LMB,1.22073831,3.824750604,0.15234312,-0.374418537,1.250426484,0.34557634,-0.477915437,0.328137392,-1
358,MODEL1,PARMS,LMB,1.184889258,6.728649835,0.147812412,-0.034144955,0.623161212,0.111426123,1.753740094,-4.418461812,-1
359,MODEL1,PARMS,LMB,1.163332954,15.8557404,0.346904464,-0.691626689,2.611418167,-0.520390834,2.83780894,-6.671594093,-1
360,MODEL1,PARMS,LMB,1.132047744,11.41205796,0.253590426,-0.696063043,2.675639938,-0.188620963,1.623060803,-3.667103922,-1
361,MODEL1,PARMS,LMB,1.27510932,13.40234635,0.479435586,-0.828113023,1.98814208,-0.406215489,2.45832586,-5.266146149,-1
362,MODEL1,PARMS,LMB,1.141272281,4.755447266,0.296594138,-0.464337269,1.654117204,0.219970721,0.783076766,-1.62763859,-1
363,MODEL1,PARMS,LMB,1.282042531,-3.002232646,0.675976867,-1.754711253,5.872214335,0.64579677,-2.407992717,5.774934441,-1
364,MODEL1,PARMS,LMB,1.289221836,1.486351481,0.154803365,-0.417559501,1.39183375,0.502495534,-0.40325438,-0.123874729,-1
365,MODEL1,PARMS,LMB,1.330171497,9.493732397,-0.177345033,0.277063157,-0.487874885,0.067215357,1.97548328,-4.903735327,-1
366,MODEL1,PARMS,LMB,1.173892691,8.588374256,0.412377084,-0.778945549,2.460151651,-0.077581419,1.887742263,-4.928777571,-1
367,MODEL1,PARMS,LMB,1.207977914,13.48411443,0.239247689,-0.133779258,0.413429441,-0.366154929,3.589642815,-8.677215581,-1
368,MODEL1,PARMS,LMB,1.104147856,3.86447751,0.480481403,-1.242723096,4.610247827,0.235305858,0.157682589,0.047536503,-1
369,MODEL1,PARMS,LMB,1.240646111,1.529720545,0.34658027,-0.931395514,3.572039922,0.43751966,-0.615257956,0.894764534,-1
370,MODEL1,PARMS,LMB,1.257334458,-1.195251714,0.017115634,-0.603323526,3.626446274,0.727275632,-1.131633009,2.173960028,-1
371,MODEL1,PARMS,LMB,1.212604397,6.804860059,0.367021949,-0.88979223,3.33749684,0.064587861,1.581697102,-3.468156082,-1
372,MODEL1,PARMS,LMB,1.122085507,4.140358883,0.400062367,-0.996597885,3.537382922,0.239832634,0.719452249,-2.051714559,-1
373,MODEL1,PARMS,LMB,1.202149598,8.592938379,0.140985423,-0.454422355,1.856982227,0.042762374,0.658130126,-2.017187911,-1
374,MODEL1,PARMS,LMB,1.25530102,6.403875958,0.355553757,-0.916909459,3.398381886,0.108051405,0.908248243,-2.328389574,-1
375,MODEL1,PARMS,LMB,1.13549726,-2.902900698,0.326474623,-0.425658695,1.035018964,0.709755787,-0.62596654,1.200880071,-1
376,MODEL1,PARMS,LMB,1.177615614,3.885045752,0.379103924,-1.243066788,5.195405495,0.264729399,-0.003748551,-0.365939265,-1
377,MODEL1,PARMS,LMB,1.249010088,0.499579361,0.28781737,-0.36643569,0.541517495,0.485111918,0.876400327,-3.673406074,-1
378,MODEL1,PARMS,LMB,1.215230602,7.480942133,0.246795291,-1.118062789,5.073160912,0.076298243,1.577389371,-4.684549292,-1
379,MODEL1,PARMS,LMB,1.124875776,8.384856533,0.143611018,-0.01616021,-0.155798563,0.028622728,1.183111663,-3.173945792,-1
380,MODEL1,PARMS,LMB,1.152068188,1.083895045,0.381673134,-0.837817992,2.698374465,0.447185156,-0.60555793,0.729241048,-1
381,MODEL1,PARMS,LMB,1.181912178,4.814019903,0.339173417,-0.945482181,3.729687227,0.229886179,-0.661830583,1.896618571,-1
382,MODEL1,PARMS,LMB,1.183090487,2.392647917,0.426479994,-0.995184266,2.623993842,0.360479734,-0.652573546,1.471631645,-1
383,MODEL1,PARMS,LMB,1.166362282,-1.953453156,0.301465206,-0.786187254,3.233234366,0.678600443,-0.680076389,0.492008685,-1
384,MODEL1,PARMS,LMB,1.237172245,13.51803331,0.227210972,-0.595505783,2.213056751,-0.333059705,2.705012374,-7.037271116,-1
385,MODEL1,PARMS,LMB,1.218721078,11.27064755,0.320411431,-0.681592182,2.617596732,-0.217963413,2.177906439,-5.187172506,-1
386,MODEL1,PARMS,LMB,1.193604038,6.853996865,0.326468886,-0.985293151,4.59052829,0.080115363,1.057919843,-2.5098778,-1
387,MODEL1,PARMS,LMB,1.228158125,8.892337021,0.305937711,-0.909098508,2.836451348,-0.022562438,0.379885074,-0.619243835,-1
388,MODEL1,PARMS,LMB,1.279912087,4.439552896,0.192906987,-0.171135424,1.163686276,0.25794336,0.378286994,-1.268264516,-1
389,MODEL1,PARMS,LMB,1.156650636,13.52198986,0.143514563,-0.045979733,-0.273989915,-0.301436615,1.639649132,-3.549068229,-1
390,MODEL1,PARMS,LMB,1.240491733,2.194838263,0.114814646,0.014082842,0.193007727,0.446125885,-0.031344521,-0.700843355,-1
391,MODEL1,PARMS,LMB,1.188270063,10.73954472,0.298700275,-1.017147194,3.960756646,-0.135361396,-0.215716325,1.585404387,-1
392,MODEL1,PARMS,LMB,1.279349097,-4.026183588,0.115529002,-0.500001392,2.065874893,0.892670918,-3.077169618,7.520511773,-1
393,MODEL1,PARMS,LMB,1.205896553,10.46476479,0.53037801,-1.092562171,3.276028088,-0.217710939,1.643058148,-3.721760897,-1
394,MODEL1,PARMS,LMB,1.267147105,10.78386393,0.23709877,-0.289256254,0.756313801,-0.160357554,1.731764324,-4.285967547,-1
395,MODEL1,PARMS,LMB,1.114566134,14.56002195,0.121580367,-0.468656504,1.994232838,-0.363146578,2.798582363,-6.687561115,-1
396,MODEL1,PARMS,LMB,1.192753401,11.2985583,0.276509934,-0.603373704,2.734039577,-0.211073862,2.644744771,-6.027601168,-1
397,MODEL1,PARMS,LMB,1.095164253,7.515945307,0.068603523,-0.001317353,0.09452455,0.100622395,2.258760086,-6.490962413,-1
398,MODEL1,PARMS,LMB,1.310889882,0.903174786,0.078806233,0.234994942,-1.571272818,0.550558219,-1.178188962,2.4755836,-1
399,MODEL1,PARMS,LMB,1.142593374,-5.119382548,0.074027856,0.127277849,0.095402198,0.941017537,-2.076914861,4.14877224,-1
400,MODEL1,PARMS,LMB,1.12669234,2.064546625,0.375514044,-0.925286341,3.483771671,0.372603604,0.8389294,-2.843150873,-1
401,MODEL1,PARMS,LMB,1.18236119,8.391819164,0.286732538,-0.330591167,1.044085504,-0.026656217,1.643533804,-4.077433328,-1
402,MODEL1,PARMS,LMB,1.154822954,5.161111004,0.096073585,0.071445259,-0.478679796,0.22945105,2.113118291,-5.562510332,-1
403,MODEL1,PARMS,LMB,1.223033728,6.445288049,0.005032973,-0.520601436,2.559173894,0.224240134,0.824609635,-2.758138599,-1
404,MODEL1,PARMS,LMB,1.211702799,10.32969699,0.308280657,-0.574219854,1.507812444,-0.145491612,2.59876915,-6.921792363,-1
405,MODEL1,PARMS,LMB,1.121953904,0.154835933,0.471439678,-1.088840947,3.523339484,0.477417477,0.076345947,-0.572984199,-1
406,MODEL1,PARMS,LMB,1.169269695,-18.8699286,0.103082295,-0.100269277,0.80492315,1.834579754,-3.994575311,7.33109408,-1
407,MODEL1,PARMS,LMB,1.238122748,0.409203169,0.465297029,-1.071799975,3.642282015,0.460897253,0.016270446,-0.540323343,-1
408,MODEL1,PARMS,LMB,1.265462704,14.76273958,0.39333035,-0.962937877,3.399847831,-0.465328474,2.792968141,-6.636230494,-1
409,MODEL1,PARMS,LMB,1.165723613,10.88802896,0.431300441,-0.676816762,2.095923283,-0.237553029,2.232523373,-5.403481689,-1
410,MODEL1,PARMS,LMB,1.177853601,11.50286938,0.070650077,-0.302464439,1.75162289,-0.139500748,1.423200935,-3.550908866,-1
411,MODEL1,PARMS,LMB,1.114219482,12.68782387,0.103644225,-0.153826026,0.989722565,-0.241854311,2.891643786,-7.110610092,-1
412,MODEL1,PARMS,LMB,1.144809367,4.496309679,0.198943438,-0.121987458,0.437361113,0.248064248,0.584168335,-1.351868916,-1
413,MODEL1,PARMS,LMB,1.210183465,11.94423003,0.452965868,-1.105537197,3.887702732,-0.283990016,1.687078671,-3.826335299,-1
414,MODEL1,PARMS,LMB,1.131823882,9.455244513,0.462679521,-1.071352379,3.844973635,-0.129840832,1.348095725,-3.156587318,-1
415,MODEL1,PARMS,LMB,1.162109373,13.51394597,0.304410803,-0.556411337,1.29935291,-0.354029712,2.344870344,-5.827827266,-1
416,MODEL1,PARMS,LMB,1.068977754,4.392691869,0.137195971,0.002467407,-0.412245906,0.295237466,-0.145773047,-0.275689289,-1
417,MODEL1,PARMS,LMB,1.215163276,0.452103555,0.145229301,-0.093379936,0.384486651,0.550067031,-1.044186253,2.247316207,-1
418,MODEL1,PARMS,LMB,1.127678058,8.605750479,0.187612441,-0.000923384,0.015932098,-0.006090018,0.673925581,-1.77069178,-1
419,MODEL1,PARMS,LMB,1.081590199,-2.219009768,0.23795974,-0.302492418,1.438212983,0.671235677,-0.323854056,0.568565493,-1
420,MODEL1,PARMS,LMB,1.229617688,17.01176079,0.363595879,-0.675026613,2.21053923,-0.610281993,3.269381776,-7.174296342,-1
421,MODEL1,PARMS,LMB,1.099433926,-3.678426603,0.249761701,-0.314741613,1.287979786,0.784304497,-0.544377203,0.391543295,-1
422,MODEL1,PARMS,LMB,1.323097662,-4.502547693,0.13282174,-0.338711695,1.397076398,0.893042986,-2.319384686,4.947921857,-1
423,MODEL1,PARMS,LMB,1.228646023,4.015460437,0.237427043,-0.357645427,1.509809318,0.305021548,-0.730524245,1.814087975,-1
424,MODEL1,PARMS,LMB,1.156378834,-9.736325845,0.555822912,-1.502172059,5.420307304,1.108558911,-1.525746339,2.081007282,-1
425,MODEL1,PARMS,LMB,1.218811289,8.677500399,0.206469643,-0.579406302,2.094687197,0.007922448,0.863949375,-2.31067906,-1
426,MODEL1,PARMS,LMB,1.251421176,5.330117066,0.177748155,-0.297854245,1.398345868,0.219183866,0.102011448,-0.687462214,-1
427,MODEL1,PARMS,LMB,1.123205767,8.707709501,0.281183113,-0.937089648,4.135990976,-0.026118287,0.657124728,-1.271047049,-1
428,MODEL1,PARMS,LMB,1.174654896,6.152804695,0.411070068,-0.748986334,2.161228766,0.110600328,0.064003387,-0.009254875,-1
429,MODEL1,PARMS,LMB,1.165788718,-1.550172915,0.167011531,0.038894578,-0.281911479,0.668507425,-0.86239355,1.252241043,-1
430,MODEL1,PARMS,LMB,1.259125402,8.148509643,0.231412102,-0.565653942,2.569278648,0.018809135,1.166245785,-2.302222176,-1
431,MODEL1,PARMS,LMB,1.197142977,9.082569914,0.163373617,-0.253062845,0.954274216,-0.03708006,2.311470576,-6.6959304,-1
432,MODEL1,PARMS,LMB,1.2246442,8.312628909,0.464445261,-1.115005235,3.366354138,-0.029860834,-0.276055573,0.887969943,-1
433,MODEL1,PARMS,LMB,1.248749581,-0.349269814,0.368989745,-0.717844794,2.550573512,0.536584181,-0.339730194,0.447826703,-1
434,MODEL1,PARMS,LMB,1.141801746,-3.450133669,0.191093359,-0.280380547,1.042655139,0.794274666,-1.236450375,2.383554078,-1
435,MODEL1,PARMS,LMB,1.243048747,3.967123119,0.13739999,-0.145158007,0.578458365,0.322580561,0.689994803,-1.904609955,-1
436,MODEL1,PARMS,LMB,1.174156615,3.7104165,0.333682517,-0.563483186,1.826592432,0.279718395,0.346785605,-0.851253766,-1
437,MODEL1,PARMS,LMB,1.073068345,9.890954155,0.186542693,-0.340686016,0.750611233,-0.076462236,2.084616067,-5.793190163,-1
438,MODEL1,PARMS,LMB,1.260536898,-8.447098606,0.501130639,-1.091026966,3.78959434,1.049805238,-2.925623084,6.340402891,-1
439,MODEL1,PARMS,LMB,1.251570193,7.279240569,0.46647537,-0.663307645,1.615882261,-0.003805548,1.075092093,-2.886454573,-1
440,MODEL1,PARMS,LMB,1.228208256,-2.552480767,0.423653186,-1.069940248,4.284782988,0.65602754,0.129944579,-1.054092408,-1
441,MODEL1,PARMS,LMB,1.232318608,15.30675087,0.062946184,0.363993361,-1.246865552,-0.420880007,2.400580924,-5.295709775,-1
442,MODEL1,PARMS,LMB,1.080734741,10.31566298,0.231029739,-0.628811437,2.468317178,-0.109618284,1.719055797,-4.55550771,-1
443,MODEL1,PARMS,LMB,1.178153816,6.375520505,0.12450584,-0.018913187,0.144490674,0.146409802,1.349916277,-3.291610991,-1
444,MODEL1,PARMS,LMB,1.230027826,8.82495834,0.186123898,-0.265217542,0.917929921,-0.010849734,1.242196451,-3.027763044,-1
445,MODEL1,PARMS,LMB,1.278836899,6.689126542,0.145169181,-0.534420803,2.029414268,0.147851879,1.851661031,-5.812366204,-1
446,MODEL1,PARMS,LMB,1.111134948,6.373820939,0.152232758,-0.171995731,0.775622633,0.152696386,1.146926227,-2.514107976,-1
