SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,LB10
468,MODEL1,PARMS,LB10,0.973325486,-4.759921823,-0.293070985,0.681065096,-2.214599212,0.689830421,-1.681708187,3.316646638,-1
469,MODEL1,PARMS,LB10,1.031093775,-0.261891554,-0.091563509,0.189334151,-0.313010751,0.330534233,-0.041924987,-0.214720237,-1
470,MODEL1,PARMS,LB10,1.015073142,6.347742117,-0.014540673,0.163416619,-0.860018474,-0.126643163,1.399371394,-3.282426731,-1
471,MODEL1,PARMS,LB10,0.938176669,6.855585268,-0.27019293,0.281978651,-0.353431009,-0.05714199,0.251853042,-0.506923632,-1
472,MODEL1,PARMS,LB10,0.985360634,-0.023986869,-0.088591911,-0.057057395,0.716232953,0.343326017,-1.099652333,2.404133657,-1
473,MODEL1,PARMS,LB10,0.981395417,-0.49612538,-0.091540652,0.430447522,-1.679122465,0.33194614,0.43849389,-1.450797494,-1
474,MODEL1,PARMS,LB10,0.975351484,-0.284247698,0.140877166,-0.308282209,1.062136357,0.263875602,0.67971138,-2.388830964,-1
475,MODEL1,PARMS,LB10,0.930130592,-0.553916454,-0.093404817,-0.037175573,0.742334701,0.351531588,0.51954756,-1.875549503,-1
476,MODEL1,PARMS,LB10,0.902716552,-5.278706805,0.101892377,-0.425027963,1.978723418,0.609608667,-0.629138621,0.339017957,-1
477,MODEL1,PARMS,LB10,0.891360741,-3.404282389,-0.136552736,0.185753323,0.077138832,0.553279214,-0.782203758,1.091152996,-1
478,MODEL1,PARMS,LB10,0.964333281,-3.249087459,-0.005394187,-0.027495878,0.265863707,0.512533662,-0.879456639,1.261191497,-1
479,MODEL1,PARMS,LB10,0.880087303,4.252323509,-0.173266134,0.412379794,-1.360234156,0.067229169,-0.101901722,0.403759105,-1
480,MODEL1,PARMS,LB10,0.929577292,-3.427445284,0.017607655,-0.467219895,1.848991787,0.549983552,-2.007055837,4.52094691,-1
481,MODEL1,PARMS,LB10,0.859132491,-0.955290851,-0.11310093,0.089259451,0.085986953,0.399833378,-0.79926864,1.560849375,-1
482,MODEL1,PARMS,LB10,0.922239093,-6.655329898,-0.011644855,0.077224314,-0.415204413,0.729225123,-1.482247014,2.888855118,-1
483,MODEL1,PARMS,LB10,0.920169763,9.949986849,0.122321044,-0.485820259,2.131490791,-0.399609754,1.691138608,-3.373980672,-1
484,MODEL1,PARMS,LB10,0.837903919,-0.244458471,-0.153908128,0.52237739,-1.946436097,0.333214033,0.19483453,-0.867987205,-1
485,MODEL1,PARMS,LB10,0.84257711,6.434772158,-0.08539306,0.155822171,0.00533952,-0.116363061,1.993222239,-5.006207865,-1
486,MODEL1,PARMS,LB10,0.85762103,-4.111106932,-0.048090191,0.032780452,0.374365375,0.574090392,-0.938903495,1.492904759,-1
487,MODEL1,PARMS,LB10,0.897580517,0.812473067,-0.003506952,0.004686138,-0.216339815,0.237761787,-0.218515902,0.368965851,-1
