SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,RB10
1,MODEL1,PARMS,RB10,0.740778484,1.635671361,-0.036966776,0.147658377,-0.80242076,0.172543664,1.116648444,-3.176323469,-1
2,MODEL1,PARMS,RB10,0.761904044,9.032210609,0.054569169,-0.20664416,0.998052588,-0.342371543,1.861273485,-4.015266082,-1
3,MODEL1,PARMS,RB10,0.850705129,12.65478369,0.0971037,-0.356955169,1.393443703,-0.594039866,3.010648089,-6.66776741,-1
4,MODEL1,PARMS,RB10,0.834725805,3.051484055,0.178747096,-0.443410796,1.405848176,0.024883178,0.440375955,-1.575551161,-1
5,MODEL1,PARMS,RB10,0.79893279,-3.002960769,-0.114970373,0.419237542,-1.620211433,0.499298072,-0.831390753,1.760091411,-1
6,MODEL1,PARMS,RB10,0.801536412,-1.773709926,0.020798629,-0.127336044,0.221585122,0.398957025,-1.347889617,3.228882861,-1
7,MODEL1,PARMS,RB10,0.840536596,5.138502012,0.022982538,-0.150923831,0.782797912,-0.069688047,1.303531089,-3.54677697,-1
8,MODEL1,PARMS,RB10,0.855838168,-5.152474685,0.188835495,-0.655173234,2.512352399,0.574303887,-1.733327964,3.933515267,-1
9,MODEL1,PARMS,RB10,0.725982495,5.432690325,0.175287371,-0.723794466,2.758974951,-0.126346451,1.0197427,-2.246367818,-1
10,MODEL1,PARMS,RB10,0.791698017,5.83548586,0.16529306,-0.445075156,1.625492602,-0.165783172,1.459081812,-3.537880121,-1
11,MODEL1,PARMS,RB10,0.802062095,1.801054341,-0.085027239,0.052656791,0.127138885,0.183895195,0.306532092,-1.220715358,-1
12,MODEL1,PARMS,RB10,0.779938645,-1.376318067,0.209865013,-0.269595208,0.45491285,0.285743872,0.32776184,-1.310798772,-1
13,MODEL1,PARMS,RB10,0.813202989,0.129912389,0.11828927,-0.277757668,1.019043045,0.235200797,0.311652549,-1.066969695,-1
14,MODEL1,PARMS,RB10,0.756154669,6.666959369,0.043339668,-0.238755385,0.782928657,-0.174355176,1.057496628,-1.844062929,-1
15,MODEL1,PARMS,RB10,0.808066712,5.970666986,-0.130275156,0.247884066,-0.883335605,-0.07520286,0.395928593,-0.67419533,-1
16,MODEL1,PARMS,RB10,0.766126195,1.882360041,0.076874499,-0.495173665,1.859086741,0.151842004,-0.169317399,-0.189610658,-1
17,MODEL1,PARMS,RB10,0.807622402,3.198320035,0.157176366,-0.56640874,2.436297146,0.012073798,1.267105637,-3.198469738,-1
18,MODEL1,PARMS,RB10,0.821916962,-0.447710345,0.076697005,-0.156126723,0.299868169,0.283735385,-0.204805625,0.025966298,-1
19,MODEL1,PARMS,RB10,0.806444719,4.659340837,-0.212255363,0.317490628,-1.083141913,0.042950148,0.596749297,-1.735035954,-1
20,MODEL1,PARMS,RB10,0.773185412,-1.06276407,-0.00464243,0.026184995,-0.043098051,0.342393469,0.054069504,-0.575751741,-1
21,MODEL1,PARMS,RB10,0.771417301,3.327721548,0.041036295,0.103535296,-0.567848584,0.04314103,0.290753692,-0.506594338,-1
22,MODEL1,PARMS,RB10,0.822221108,2.253386613,-0.014386928,0.089899738,-0.706232169,0.132384112,0.244313722,-0.780641731,-1
23,MODEL1,PARMS,RB10,0.793679131,1.287527266,-0.022635329,0.13429609,-0.744690083,0.195254027,0.52060848,-1.868777184,-1
24,MODEL1,PARMS,RB10,0.824620188,-0.478628454,0.086923591,-0.422434781,1.492465378,0.290132464,-0.038774317,-0.421280336,-1
25,MODEL1,PARMS,RB10,0.831279158,-1.511420833,0.062736748,-0.224740584,1.056914621,0.355616012,-0.204492868,-0.03292663,-1
26,MODEL1,PARMS,RB10,0.805509774,3.66197866,-0.079934151,0.195706527,-0.503621841,0.061565149,0.291838111,-0.647403171,-1
27,MODEL1,PARMS,RB10,0.832520761,7.753745328,-0.032277327,0.147909984,-0.763318414,-0.230493161,1.646130248,-3.629042898,-1
28,MODEL1,PARMS,RB10,0.817420646,-0.882498573,-0.082779477,0.45488076,-1.469569953,0.345068393,-0.5399522,1.117155671,-1
29,MODEL1,PARMS,RB10,0.857728658,-7.683281203,0.177417765,-0.389152822,0.884258971,0.732946528,-1.811056892,3.56604863,-1
30,MODEL1,PARMS,RB10,0.759009606,5.506316854,0.245908946,-0.87149964,3.353526168,-0.158092563,1.244122598,-2.575966034,-1
31,MODEL1,PARMS,RB10,0.795578823,5.902476903,0.163868273,-0.339198863,0.563082068,-0.142499927,0.09657595,0.153088012,-1
32,MODEL1,PARMS,RB10,0.90658837,0.294706091,-0.030088978,0.11135989,-1.278519349,0.269088717,-0.389971461,0.621847718,-1
33,MODEL1,PARMS,RB10,0.795468829,1.02564538,0.089767684,-0.281647169,1.047952764,0.188708937,-0.418216262,0.970101436,-1
34,MODEL1,PARMS,RB10,0.820545186,8.808491089,0.186642684,-0.750721982,2.88343359,-0.348624559,1.131075637,-2.46732222,-1
35,MODEL1,PARMS,RB10,0.810439311,6.640885386,0.026358765,0.128128449,-0.597035618,-0.183050707,1.535671111,-3.654183089,-1
36,MODEL1,PARMS,RB10,0.770615332,7.286003362,0.048847366,-0.169665584,0.199673489,-0.216170774,1.509049549,-3.971704014,-1
37,MODEL1,PARMS,RB10,0.851820667,1.307039713,0.296418566,-0.76918892,2.46623811,0.114418248,-0.222856192,0.678203885,-1
38,MODEL1,PARMS,RB10,0.823860827,7.118942605,0.076052619,-0.039465791,-0.184850358,-0.208462433,0.973554936,-2.096901144,-1
39,MODEL1,PARMS,RB10,0.855137538,6.591643201,0.167043918,-0.051939214,-0.391664686,-0.223396071,1.526768305,-3.494485087,-1
40,MODEL1,PARMS,RB10,0.782624434,2.663817061,0.171147325,-0.407346476,1.538922726,0.052728582,0.644551675,-1.933128199,-1
41,MODEL1,PARMS,RB10,0.767153311,-3.571498297,0.198627813,-0.492910132,1.674883376,0.448003081,-0.802670009,2.02727362,-1
42,MODEL1,PARMS,RB10,0.881084692,5.085055303,0.076687997,-0.200436521,0.613863072,-0.078814964,0.569454886,-1.023616152,-1
43,MODEL1,PARMS,RB10,0.737242774,6.901634068,-0.089096893,0.192406534,-0.727229276,-0.150267235,1.034537964,-2.41239571,-1
44,MODEL1,PARMS,RB10,0.777523031,3.509504853,0.026152535,-0.104098385,0.529641838,0.035939093,0.49552625,-1.203860288,-1
45,MODEL1,PARMS,RB10,0.85040751,0.30029625,0.103008932,-0.394223236,1.308023143,0.228982048,-0.084197126,0.036114036,-1
46,MODEL1,PARMS,RB10,0.793702538,-3.566411972,-0.065684399,0.028956402,0.098665306,0.537722887,-0.745540826,1.100970429,-1
47,MODEL1,PARMS,RB10,0.791894204,-6.8636855,0.064288319,-0.250243078,0.628120811,0.708129404,-1.069699792,1.817935527,-1
48,MODEL1,PARMS,RB10,0.864193869,-3.042083144,0.09377906,-0.265846081,0.809595157,0.455865654,-0.581863631,0.755626887,-1
49,MODEL1,PARMS,RB10,0.872239291,9.712299253,0.07528355,-0.096674147,0.129917591,-0.390860707,1.614123254,-3.258344841,-1
50,MODEL1,PARMS,RB10,0.825805444,4.679550489,-0.068772547,0.026014832,0.293300092,0.000773021,0.059264767,-0.006804332,-1
51,MODEL1,PARMS,RB10,0.79137943,-0.528937578,-0.003405461,0.270549139,-1.343300658,0.307614974,-0.816607125,2.024228571,-1
52,MODEL1,PARMS,RB10,0.817478492,-7.661876607,0.100229986,-0.122756141,0.23182387,0.73724785,-1.275191274,2.35783429,-1
53,MODEL1,PARMS,RB10,0.82513344,2.332870579,-0.149544988,0.349113543,-1.376377242,0.174567838,0.028245825,-0.422703222,-1
54,MODEL1,PARMS,RB10,0.870209768,4.673832702,0.165372726,-0.595744807,2.203894108,-0.065332749,0.729705124,-1.830888971,-1
55,MODEL1,PARMS,RB10,0.746483578,2.446521479,0.024290651,-0.157883196,0.703316774,0.110007293,0.400016845,-1.016939134,-1
56,MODEL1,PARMS,RB10,0.804181509,5.54233592,0.122236666,-0.243828127,0.526579223,-0.12868486,1.184355154,-2.841474208,-1
57,MODEL1,PARMS,RB10,0.853734779,4.290878247,0.038795937,-0.007220627,-0.079542794,-0.019575081,0.530580742,-1.419170238,-1
58,MODEL1,PARMS,RB10,0.921322063,1.976762112,-0.006539179,-0.080675265,0.198838408,0.163765115,-0.005174066,-0.40000066,-1
59,MODEL1,PARMS,RB10,0.859615248,-3.781461217,-0.039697594,-0.011343413,-0.204894835,0.532856217,-0.075030195,-0.673950022,-1
60,MODEL1,PARMS,RB10,0.814416618,5.54078515,0.202358771,-0.463516449,1.360688075,-0.153899955,1.761449352,-4.222049598,-1
