SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,RUL
704,MODEL1,PARMS,RUL,1.152779408,-7.711454348,0.499088489,-0.965081786,3.085102695,0.802681548,-3.121110577,8.502324435,-1
705,MODEL1,PARMS,RUL,1.073820773,-1.339234931,0.208090964,-0.143450218,0.528948388,0.443659725,0.562231197,-2.025055385,-1
706,MODEL1,PARMS,RUL,1.182610845,7.470555409,0.138557133,0.097996796,-1.569278878,-0.105646947,1.738028387,-4.429284204,-1
707,MODEL1,PARMS,RUL,1.11029781,15.29492898,0.061929475,-0.152762106,0.199010013,-0.576119971,2.631601818,-5.749590466,-1
708,MODEL1,PARMS,RUL,1.122134855,7.181499304,0.056130759,-0.072311598,0.497549084,-0.063291155,1.978009274,-4.980177578,-1
709,MODEL1,PARMS,RUL,1.042501952,10.36183191,0.013116895,0.489192814,-2.048420434,-0.282248275,2.453589622,-5.508488398,-1
710,MODEL1,PARMS,RUL,1.033348284,1.37991063,0.372684514,-0.697175679,2.21057181,0.221512337,0.73677535,-1.80138989,-1
711,MODEL1,PARMS,RUL,1.09099671,5.936761125,0.26494992,-0.344115142,0.607134448,-0.053532764,1.956344965,-4.610861668,-1
712,MODEL1,PARMS,RUL,1.213774111,6.59037394,0.225008806,-0.22742627,-0.207672117,-0.057249357,0.06377511,0.803210887,-1
713,MODEL1,PARMS,RUL,1.140294434,-2.554854522,0.216000395,-0.314921697,0.989117183,0.532465179,-0.683707447,1.186172968,-1
714,MODEL1,PARMS,RUL,1.075290581,1.956745233,0.328482909,-0.452640151,1.089779432,0.20370822,-0.133720494,0.619932591,-1
715,MODEL1,PARMS,RUL,1.157503675,-6.047467919,0.463144019,-0.642917334,1.573040817,0.676173046,-0.991680835,2.183783206,-1
716,MODEL1,PARMS,RUL,1.081657726,5.086403217,0.458306366,-1.107206897,3.649113273,-0.030982899,0.872429526,-2.028770498,-1
717,MODEL1,PARMS,RUL,1.201840686,2.41396963,0.43642283,-0.972786563,3.300063476,0.153908837,0.347461378,-1.076676724,-1
718,MODEL1,PARMS,RUL,1.144247186,-2.749121962,0.221822157,-0.467824916,1.462269786,0.552940699,-0.897945735,1.907855446,-1
719,MODEL1,PARMS,RUL,1.125590043,5.68572675,0.526167519,-0.928397735,2.768291994,-0.114549103,0.69190702,-0.624482584,-1
720,MODEL1,PARMS,RUL,1.070003247,2.610073819,0.40490243,-0.862091275,2.820132718,0.145050357,-0.583776988,2.470510116,-1
721,MODEL1,PARMS,RUL,1.045968637,-5.048955681,0.261156845,-0.447540155,1.194502829,0.686348059,-0.802391129,1.339791098,-1
722,MODEL1,PARMS,RUL,1.019210472,9.104699767,0.215478777,-0.286497156,0.854626343,-0.236850027,1.859108919,-4.098463437,-1
723,MODEL1,PARMS,RUL,1.150605022,2.852050119,0.344287852,-0.818699403,2.701330298,0.157743795,-0.305545569,1.243653067,-1
724,MODEL1,PARMS,RUL,1.12278421,7.466625954,0.266888141,-0.366005223,0.661332922,-0.144128495,1.905357501,-4.376592072,-1
725,MODEL1,PARMS,RUL,1.086759137,2.644597593,0.244593488,-0.517950097,2.069625476,0.189851422,0.41764182,-1.032024363,-1
726,MODEL1,PARMS,RUL,1.035130871,5.897420622,0.300498397,-0.233297334,-0.48771396,-0.050350661,0.748033885,-1.317834511,-1
727,MODEL1,PARMS,RUL,1.061185716,4.713396815,0.109426874,0.176809627,-1.724970228,0.097182884,0.209073029,-0.71910492,-1
728,MODEL1,PARMS,RUL,1.09606772,12.0556113,0.259276159,-0.424965783,0.890224386,-0.419431261,1.624556143,-3.080791403,-1
729,MODEL1,PARMS,RUL,1.180525642,-1.023539693,0.339430737,-0.629839842,1.755608187,0.388533018,0.129418129,-0.143466339,-1
730,MODEL1,PARMS,RUL,1.111306776,3.001826925,0.53442237,-1.083823572,3.703120964,0.058942304,1.098780173,-1.890771264,-1
731,MODEL1,PARMS,RUL,1.131007193,7.075215333,0.017264435,-0.070479913,-0.119871047,-0.023661878,0.074963228,0.561510571,-1
732,MODEL1,PARMS,RUL,1.045114278,9.484303652,0.060310819,0.214265432,-0.994315287,-0.227621071,2.092848084,-4.806246894,-1
733,MODEL1,PARMS,RUL,1.174561888,-1.803300478,0.371808913,-1.009476906,4.003708547,0.457612907,-0.235227906,0.070074794,-1
734,MODEL1,PARMS,RUL,1.204609826,5.518693961,0.191054735,-0.070690764,-0.355355602,0.00025701,1.486794075,-3.551484942,-1
735,MODEL1,PARMS,RUL,0.998221014,6.774842784,0.190908747,-0.131037901,-0.104890188,-0.077333027,1.758291139,-4.731952156,-1
736,MODEL1,PARMS,RUL,1.033318239,7.609713761,0.516568994,-1.093964568,3.759348501,-0.245200094,3.228687906,-7.658247413,-1
737,MODEL1,PARMS,RUL,1.122314198,7.496526233,0.086885999,-0.388522791,1.487246823,-0.078444509,1.757085859,-4.305673803,-1
738,MODEL1,PARMS,RUL,1.071471145,7.774966861,0.380617761,-0.865000806,2.517730591,-0.161228804,-0.220712976,1.319378046,-1
739,MODEL1,PARMS,RUL,1.0348149,11.14018192,0.192041216,-0.372064258,0.676363482,-0.359004953,2.211921281,-4.983026876,-1
740,MODEL1,PARMS,RUL,1.137822511,14.71314206,0.421003718,-0.778628616,2.691081241,-0.669912597,2.322859563,-3.996500838,-1
741,MODEL1,PARMS,RUL,1.111267226,15.179474,0.364155904,-0.510051055,0.929794815,-0.682779748,2.963525074,-6.262915654,-1
742,MODEL1,PARMS,RUL,1.076717096,-15.44211665,0.173781301,-0.069013401,-0.199104352,1.391362032,-3.088720091,6.194036791,-1
743,MODEL1,PARMS,RUL,1.147911864,3.110298159,0.502388702,-0.99660088,3.046363229,0.067043543,0.597490472,-0.859832973,-1
744,MODEL1,PARMS,RUL,1.051676936,-1.844645013,0.33630095,-0.447957555,0.916193532,0.43338544,0.273210336,-0.932127258,-1
745,MODEL1,PARMS,RUL,1.027475156,4.325430926,0.190664381,-0.097889567,0.136218686,0.066706982,2.063961256,-5.459153807,-1
746,MODEL1,PARMS,RUL,1.115277739,2.818962336,0.302091906,-0.420884144,1.275240955,0.133447044,1.527274316,-3.919134488,-1
747,MODEL1,PARMS,RUL,1.113866245,5.242372859,0.129623761,-0.05319172,-0.434736229,0.054536422,1.032226215,-2.628160546,-1
748,MODEL1,PARMS,RUL,1.027309927,-1.090898207,0.307804498,-0.408061513,1.939009763,0.395089517,0.564815353,-1.57966788,-1
749,MODEL1,PARMS,RUL,1.084254679,1.923889103,0.143256394,-0.293735434,0.65966328,0.261398314,-0.384590448,1.659816947,-1
750,MODEL1,PARMS,RUL,1.201544679,-1.782876092,0.605203594,-1.363166892,4.523626838,0.370773459,0.347458817,-1.405743287,-1
751,MODEL1,PARMS,RUL,1.096729407,7.762874148,-0.03469593,0.130107067,-0.68511088,-0.054674518,0.703784788,-1.281824711,-1
752,MODEL1,PARMS,RUL,1.093247462,-1.559304849,0.092496899,0.066848871,-0.350108383,0.495754032,0.402437772,-1.673085105,-1
753,MODEL1,PARMS,RUL,1.106507156,8.429769838,0.351740548,-0.213280957,-0.159845095,-0.260288208,2.764282624,-5.902124718,-1
754,MODEL1,PARMS,RUL,1.065336495,5.907040776,0.067541423,-0.034597936,0.804494008,0.007288129,1.802201627,-4.571150028,-1
755,MODEL1,PARMS,RUL,1.083659628,7.276927737,0.328193563,-0.535715446,1.231317656,-0.129621069,-0.003862569,1.1798084,-1
756,MODEL1,PARMS,RUL,1.128502859,-1.198182768,0.444838157,-0.645446558,1.63697029,0.37338837,-0.746715238,2.09119152,-1
757,MODEL1,PARMS,RUL,1.103882654,11.1518703,0.248134223,-0.560731315,1.570544587,-0.352785047,0.628430806,-0.211986275,-1
758,MODEL1,PARMS,RUL,1.117502369,3.61341408,0.097249749,-0.022239651,-0.371742158,0.171331065,-0.122259867,0.58984394,-1
759,MODEL1,PARMS,RUL,1.041777012,-10.18171761,0.522466717,-0.994691328,3.048982796,0.950092047,-3.107457184,7.584249256,-1
760,MODEL1,PARMS,RUL,0.985762372,7.623823338,0.205011106,-0.28983005,0.732951301,-0.127084075,1.719467549,-4.249581523,-1
761,MODEL1,PARMS,RUL,1.099660125,4.056249225,0.259588819,-0.586832514,2.31065979,0.098754627,0.650009614,-1.786310509,-1
762,MODEL1,PARMS,RUL,1.065669361,-5.553744617,0.085236483,-0.451701481,1.600457734,0.808267093,-1.86524229,3.506584112,-1
763,MODEL1,PARMS,RUL,0.992467981,-4.833521954,0.350951564,-0.140637252,-0.66500678,0.617397085,-0.141668825,-0.258237998,-1
764,MODEL1,PARMS,RUL,1.297174798,6.762413863,0.106214616,-0.03531928,-0.380696375,-0.040069258,0.038252314,0.8169604,-1
765,MODEL1,PARMS,RUL,1.120146585,13.29832153,0.07354002,-0.05261125,-0.373828481,-0.476566232,2.941697886,-6.488191051,-1
766,MODEL1,PARMS,RUL,1.14453436,-9.06415017,0.522053722,-1.09902595,3.780248777,0.87469671,-2.119797851,5.277360167,-1
767,MODEL1,PARMS,RUL,1.141798963,11.35335145,0.419011477,-0.708371343,2.065815437,-0.459758707,3.012173066,-6.479844907,-1
768,MODEL1,PARMS,RUL,1.146348368,1.674934329,0.36027751,-0.859530203,2.843527202,0.213625693,0.529563494,-1.476675074,-1
769,MODEL1,PARMS,RUL,1.177557723,1.093634763,0.145768553,-0.273225864,1.265209666,0.310177416,-0.076195787,0.366347576,-1
770,MODEL1,PARMS,RUL,1.074715279,4.565959369,0.229870597,-0.343070822,1.02477472,0.0643749,0.419715503,-0.396209463,-1
771,MODEL1,PARMS,RUL,1.08382449,-7.031192696,0.654578425,-1.4841292,4.486336351,0.697185843,-0.7137565,1.069782088,-1
772,MODEL1,PARMS,RUL,1.085330757,12.44732587,0.102381187,-0.187416337,0.441217188,-0.400245028,2.049365182,-4.568125029,-1
773,MODEL1,PARMS,RUL,1.070073274,1.671826424,0.365055461,-0.538756139,1.160121683,0.213053365,-0.268622364,1.034248687,-1
774,MODEL1,PARMS,RUL,1.075429243,-2.642054848,0.066086795,-0.027942523,0.071848164,0.600338509,-1.145622537,2.082114608,-1
775,MODEL1,PARMS,RUL,1.031756428,-3.111843664,0.19155536,-0.025932373,-0.067232779,0.571648873,-1.259525459,3.423728323,-1
776,MODEL1,PARMS,RUL,1.149795192,-6.251532471,-0.046416141,0.404980639,-1.388568888,0.8632325,-2.120517473,4.436298456,-1
777,MODEL1,PARMS,RUL,1.175519873,-0.236821831,0.480242175,-0.902878205,2.854432298,0.303720793,0.144250248,-0.89060263,-1
778,MODEL1,PARMS,RUL,1.108895767,2.006607099,0.132338439,-0.034475511,0.506121272,0.258497915,0.194485703,-0.215287919,-1
779,MODEL1,PARMS,RUL,1.192960092,2.718677698,0.187407709,-0.352170187,1.315044301,0.195000677,0.671210208,-2.165345726,-1
780,MODEL1,PARMS,RUL,1.200589337,3.413592962,0.34044986,-0.651884433,2.140345335,0.114831254,-0.243334322,1.3901677,-1
781,MODEL1,PARMS,RUL,1.149929435,6.33358543,0.015685751,-0.195195083,1.000670618,0.033870437,0.533164676,-1.482624213,-1
782,MODEL1,PARMS,RUL,1.03762563,2.463903126,0.292975561,-0.388484236,0.808452269,0.167573876,0.992610609,-1.875616548,-1
783,MODEL1,PARMS,RUL,1.226962149,4.872063659,0.095693623,0.236852885,-1.430125059,0.070690611,1.515069701,-4.24045807,-1
784,MODEL1,PARMS,RUL,1.115068776,6.126122715,0.210517207,-0.192265295,0.409185005,-0.037799911,0.455990754,-0.842240403,-1
785,MODEL1,PARMS,RUL,1.015781326,9.194057153,0.059743457,0.006036252,-0.285519715,-0.18815561,1.62834737,-3.534938192,-1
786,MODEL1,PARMS,RUL,1.061925881,0.052956594,0.463226606,-0.769357383,1.570317411,0.292716103,-0.813121907,2.169399437,-1
787,MODEL1,PARMS,RUL,1.04144125,3.16141208,0.174939806,0.009523756,-0.354390202,0.153030775,1.257515829,-3.135494426,-1
788,MODEL1,PARMS,RUL,1.137577766,-24.3155103,0.218025317,0.021383697,-0.510924126,1.960085699,-5.157001937,10.51169335,-1
789,MODEL1,PARMS,RUL,1.038775883,-1.025726607,0.285136155,-0.282387565,0.673063737,0.397231326,-0.174464964,0.577545648,-1
790,MODEL1,PARMS,RUL,1.106123187,-6.75130282,0.08143647,0.057373459,0.039968937,0.856340756,-1.378236098,2.88234041,-1
791,MODEL1,PARMS,RUL,0.995598025,-9.189028807,0.137285289,-0.25442354,0.269259025,1.011612439,-2.710055787,6.14743797,-1
792,MODEL1,PARMS,RUL,1.060308193,6.39341311,-0.027998052,-0.153035504,0.961079668,0.031956616,1.665902868,-4.04419911,-1
793,MODEL1,PARMS,RUL,1.19040436,-5.184731601,0.199269644,-0.099324758,-0.201843704,0.698999319,-0.508770643,0.218905775,-1
794,MODEL1,PARMS,RUL,1.155498012,8.516794959,0.248389032,-0.339546945,0.957898038,-0.208862407,1.816345241,-4.099776404,-1
795,MODEL1,PARMS,RUL,1.200461751,-3.277369624,0.332756353,-0.297793103,-0.329157164,0.546012054,-0.932178066,1.878885994,-1
796,MODEL1,PARMS,RUL,1.084815736,6.861226464,0.377016663,-0.598777517,1.137198658,-0.128435224,0.893861436,-1.461629777,-1
797,MODEL1,PARMS,RUL,1.062375602,3.753061964,0.082392586,0.172883406,-0.895633681,0.149033947,0.641907993,-1.621639921,-1
798,MODEL1,PARMS,RUL,1.086040285,-5.343779462,0.297787024,-0.463097386,1.115705507,0.70456392,-1.789814273,3.862455054,-1
799,MODEL1,PARMS,RUL,1.097124694,1.64398492,0.212481911,-0.562397203,1.621519236,0.286224764,-1.175002825,3.285619419,-1
800,MODEL1,PARMS,RUL,1.027690796,-0.538318896,0.200808415,-0.442494001,1.878576286,0.415484734,-1.036446206,2.634898959,-1
801,MODEL1,PARMS,RUL,1.150652844,4.69831865,0.355352633,-0.746511959,2.373569257,0.018090331,1.325478781,-3.367249145,-1
802,MODEL1,PARMS,RUL,1.154044257,-2.78387136,0.071617977,0.05484113,-0.350517457,0.599389866,-0.806646139,1.058881519,-1
803,MODEL1,PARMS,RUL,1.064491938,7.709518545,0.200264755,-0.233262978,0.816885728,-0.144546913,1.510233377,-3.131924206,-1
804,MODEL1,PARMS,RUL,1.128961331,4.910536926,0.232384299,-0.319928057,1.27868834,0.019672271,1.970506409,-4.912712343,-1
805,MODEL1,PARMS,RUL,1.148041575,5.991938325,0.431502679,-1.029577925,3.537224223,-0.09612551,2.044102344,-4.857020608,-1
806,MODEL1,PARMS,RUL,1.032906855,-3.345565185,0.354753066,-0.819869576,3.288592438,0.538508822,-0.621054105,1.766873573,-1
807,MODEL1,PARMS,RUL,1.107588456,-7.640804296,0.289220014,-0.534516006,2.04147752,0.860140421,-2.288974841,4.993074154,-1
808,MODEL1,PARMS,RUL,1.155282743,1.210319301,0.182952142,-0.508698668,1.835445783,0.328756509,-1.000983081,2.084942089,-1
809,MODEL1,PARMS,RUL,1.021727558,7.783072135,0.079067372,-0.034200138,0.544951343,-0.117715985,1.501402638,-3.510499153,-1
810,MODEL1,PARMS,RUL,1.053950233,3.706244463,0.080379002,-0.425992877,1.884732891,0.192980579,-0.087972483,0.160194747,-1
811,MODEL1,PARMS,RUL,1.061983942,-0.097119594,-0.036606027,0.026151884,-0.328295044,0.464982105,-0.27022731,-0.045616544,-1
812,MODEL1,PARMS,RUL,1.106564226,10.63545222,0.186616444,-0.092973771,0.148971937,-0.324939783,1.034764403,-1.367464273,-1
813,MODEL1,PARMS,RUL,1.060607848,-2.068800769,0.093073144,-0.306624394,1.250455103,0.555563603,-0.732622587,1.519325761,-1
814,MODEL1,PARMS,RUL,1.01286141,2.487517186,0.190651662,-0.338249091,1.22803476,0.204132285,1.283450277,-3.841034807,-1
815,MODEL1,PARMS,RUL,1.064109333,3.678399193,0.277138642,-0.283543603,0.757751403,0.092422418,0.846787382,-1.551006972,-1
816,MODEL1,PARMS,RUL,1.043151168,-0.021257052,0.410043984,-0.578842401,1.653020633,0.303522346,-0.593989627,1.581802749,-1
817,MODEL1,PARMS,RUL,1.05201766,2.195145645,0.304175023,-0.236164981,0.385711993,0.170686286,0.815389656,-2.1490557,-1
818,MODEL1,PARMS,RUL,1.215978773,6.671946822,-0.134785458,0.379033277,-1.18257576,0.062301314,-0.371095189,0.938280158,-1
819,MODEL1,PARMS,RUL,1.093624802,0.110039928,0.220189314,-0.782696202,2.731341037,0.391850292,-0.543111681,0.874874689,-1
820,MODEL1,PARMS,RUL,1.199585857,5.822276816,0.307659665,-0.794442828,3.02834786,-0.033649143,0.986648736,-2.353963012,-1
821,MODEL1,PARMS,RUL,1.07833073,-1.399580328,0.428635193,-0.878317934,3.17033377,0.393838471,-0.171448042,0.399570554,-1
822,MODEL1,PARMS,RUL,1.067577622,9.420361784,0.275542149,-0.503507504,1.868701081,-0.285245893,2.923571946,-6.940993938,-1
823,MODEL1,PARMS,RUL,1.068361346,-3.986312326,0.169336139,-0.330708116,1.235871239,0.63896993,-0.001625945,-1.121732441,-1
824,MODEL1,PARMS,RUL,1.16088016,4.045561356,0.39435671,-0.812552165,3.023414723,0.041682368,0.634000434,-0.866387981,-1
825,MODEL1,PARMS,RUL,1.098961309,0.758046892,0.361024578,-0.529886476,1.584879959,0.26803903,-0.24625445,0.814236778,-1
826,MODEL1,PARMS,RUL,1.138057542,4.108413603,0.51289161,-1.167827217,4.119593189,-0.005559131,2.056826945,-4.900681471,-1
827,MODEL1,PARMS,RUL,1.171912264,12.58182086,0.008664896,0.561700019,-2.954294156,-0.407000812,2.302053252,-5.397993818,-1
828,MODEL1,PARMS,RUL,1.07827586,-0.509138652,-0.102906505,0.455232928,-1.918963705,0.492495841,-0.292129208,0.260684253,-1
829,MODEL1,PARMS,RUL,1.107386678,4.343627165,0.287660474,-0.303819477,0.002754946,0.068689404,0.922141356,-2.141176254,-1
830,MODEL1,PARMS,RUL,1.078049543,-6.065957887,0.416346243,-0.361601959,0.71503055,0.685876872,-0.521896467,0.499616564,-1
831,MODEL1,PARMS,RUL,1.144930574,4.578614039,0.402904083,-0.56715416,1.215931107,0.013143265,-0.607965824,2.59960618,-1
832,MODEL1,PARMS,RUL,1.103378665,3.327596642,0.153734458,-0.302303767,1.652235334,0.147410847,1.503773376,-3.759913157,-1
833,MODEL1,PARMS,RUL,1.073546478,4.055179357,0.238392957,-0.687990812,3.107036972,0.095970646,1.267560579,-3.426885365,-1
834,MODEL1,PARMS,RUL,1.11421655,2.970183972,0.215573986,0.039140617,-0.574744504,0.144805993,1.371141929,-3.258936093,-1
835,MODEL1,PARMS,RUL,1.243723383,-0.067573338,0.129003015,0.050108043,-0.503079041,0.399872528,-0.46897792,1.004251413,-1
836,MODEL1,PARMS,RUL,1.222570687,-0.706792053,0.063572108,0.164392629,-0.878891651,0.461990053,-0.239536955,-0.297497368,-1
837,MODEL1,PARMS,RUL,1.048829853,3.85004597,0.112874034,-0.102676174,0.193386265,0.144773764,0.513139257,-0.921798407,-1
838,MODEL1,PARMS,RUL,1.09754649,10.84715416,0.241756861,-0.238993126,0.101480338,-0.359476476,1.478305089,-2.31869401,-1
839,MODEL1,PARMS,RUL,1.041409463,5.651715815,0.270765736,-0.280181868,0.999873317,-0.045252199,2.486093799,-6.030248623,-1
840,MODEL1,PARMS,RUL,1.216714672,3.972652323,0.291719886,-0.54005455,1.389286554,0.080951032,1.189258831,-3.044679516,-1
841,MODEL1,PARMS,RUL,1.254484747,5.118675845,0.156223123,-0.43588791,0.960243001,0.046839788,1.553439293,-3.802396574,-1
842,MODEL1,PARMS,RUL,1.203909948,5.79465892,0.687084002,-1.127611505,3.394440285,-0.171641447,1.70844523,-4.052105244,-1
843,MODEL1,PARMS,RUL,1.060055401,2.985473695,0.355640172,-0.539206048,1.655021088,0.102840725,1.138894555,-1.948833688,-1
844,MODEL1,PARMS,RUL,1.126149298,1.972460549,0.080612656,0.027723234,-0.264675844,0.272987361,0.62300838,-2.169265365,-1
845,MODEL1,PARMS,RUL,1.148640477,-7.25634823,0.226026294,-0.15176764,0.226523853,0.820853591,-1.098159646,2.43247755,-1
846,MODEL1,PARMS,RUL,1.105559018,2.538991541,0.590446597,-1.038403269,3.047859852,0.067971004,0.848175569,-1.844454667,-1
847,MODEL1,PARMS,RUL,1.171681103,-4.853318217,0.223071697,-0.32618235,0.683163965,0.68134838,-0.993621832,1.756527677,-1
848,MODEL1,PARMS,RUL,1.078091534,-3.176052427,-0.000360497,0.289876703,-1.165183356,0.627678851,-0.667050365,1.295257061,-1
849,MODEL1,PARMS,RUL,1.121474069,6.740430993,0.362734426,-0.985961687,4.154545423,-0.110073026,1.016154247,-2.113984288,-1
850,MODEL1,PARMS,RUL,1.183115099,-3.486756658,0.206733548,-0.77193059,2.853091595,0.623395627,-1.197611578,2.04991046,-1
851,MODEL1,PARMS,RUL,1.140449922,-1.819153232,0.312679743,-0.629585623,2.231565465,0.479638323,-1.467470954,3.808507792,-1
852,MODEL1,PARMS,RUL,1.162420867,-8.227788309,0.003207243,0.35880746,-1.523981834,0.959714185,-1.885665475,4.498966432,-1
853,MODEL1,PARMS,RUL,1.190915027,12.45170885,0.168020275,-0.261128063,0.985547406,-0.436832276,1.357333432,-1.937257279,-1
854,MODEL1,PARMS,RUL,1.093684212,-2.162329293,0.242641732,-0.05416678,-0.680556481,0.495164024,-1.742050327,5.049932137,-1
855,MODEL1,PARMS,RUL,1.197934107,6.326927231,0.258591716,-0.390472384,1.153848382,-0.07060846,1.275204488,-2.851498012,-1
856,MODEL1,PARMS,RUL,1.134394944,0.734738763,0.017122418,0.566304852,-2.893185015,0.376877234,-0.176387277,-0.375945065,-1
857,MODEL1,PARMS,RUL,1.070969118,13.96330189,0.274916876,-0.460800972,1.587938107,-0.559951331,2.076534339,-3.7879146,-1
858,MODEL1,PARMS,RUL,0.950506704,-1.794193509,0.288119437,-0.480551132,1.400484764,0.465437655,-0.818494268,1.683067694,-1
859,MODEL1,PARMS,RUL,1.203074457,-6.40806738,0.151483293,-0.137071176,-0.122859326,0.83281968,-2.687309127,5.504315892,-1
860,MODEL1,PARMS,RUL,1.039415081,0.241785644,0.479088889,-0.972390467,3.446576116,0.262544857,1.245598252,-3.681803601,-1
861,MODEL1,PARMS,RUL,1.081899776,13.00270231,0.15094491,-0.176846099,0.552746601,-0.476765273,2.585746054,-6.245990073,-1
862,MODEL1,PARMS,RUL,1.146405895,10.12288186,0.166650941,-0.359711759,1.4864584,-0.282537487,2.034249781,-5.186689967,-1
863,MODEL1,PARMS,RUL,0.999695001,-2.015239915,0.244319469,-0.528033047,1.325952652,0.501407252,-0.25203299,-0.164828435,-1
864,MODEL1,PARMS,RUL,1.030129575,4.292329682,0.062042674,-0.099933506,0.283598559,0.137106169,-0.274430279,1.034974134,-1
865,MODEL1,PARMS,RUL,1.019755765,2.771276895,0.103656105,-0.159865089,0.648599221,0.224720606,0.12470581,-0.487310834,-1
866,MODEL1,PARMS,RUL,1.265049475,1.759228471,0.285541802,-0.113978107,-0.944834134,0.224226142,0.112725949,0.04422518,-1
867,MODEL1,PARMS,RUL,1.193289803,-4.288653073,0.35914293,-0.503256636,1.202672621,0.612261579,-1.479207019,3.140824435,-1
868,MODEL1,PARMS,RUL,1.101425416,-2.039204507,0.283349122,-0.718521572,2.661584074,0.495596302,-1.253043476,3.262082626,-1
869,MODEL1,PARMS,RUL,1.131339508,3.878483494,0.081639617,0.414109096,-2.199519596,0.155541495,0.2092586,-0.798433219,-1
870,MODEL1,PARMS,RUL,1.041653416,-6.2836107,0.039173181,0.642418622,-3.01208988,0.815791312,-1.519478512,3.408109297,-1
871,MODEL1,PARMS,RUL,1.060984506,3.55191219,0.365420065,-0.417607595,0.811528724,0.080248643,0.324717056,-0.209629464,-1
872,MODEL1,PARMS,RUL,1.099778104,-6.232666101,0.084066541,-0.27665058,1.201795625,0.843465361,-2.361267031,5.645699159,-1
873,MODEL1,PARMS,RUL,1.019376763,3.848198465,0.208396399,-0.281821967,0.877525297,0.12633364,-0.478914867,1.505446812,-1
874,MODEL1,PARMS,RUL,1.15212245,-13.25793796,0.350451515,-0.7555892,2.698238901,1.199635766,-2.669540241,5.595339027,-1
875,MODEL1,PARMS,RUL,1.036964718,8.614018738,0.432774414,-1.009435201,3.537024609,-0.266478582,2.169266834,-4.899643607,-1
876,MODEL1,PARMS,RUL,1.29810951,-0.684596458,0.018786996,-0.330251839,0.606492452,0.500793448,-0.863394589,1.708101016,-1
877,MODEL1,PARMS,RUL,1.137849331,-0.150343445,0.277910279,-0.366870752,1.609502554,0.346257737,0.607043058,-1.921966471,-1
878,MODEL1,PARMS,RUL,1.170949268,-1.268643477,0.097675748,-0.327445475,0.901809158,0.493917352,-0.102662011,-0.175841346,-1
879,MODEL1,PARMS,RUL,1.112889544,-0.659265063,0.234745041,-0.34485191,0.910979041,0.403378572,-0.249206582,0.470859163,-1
880,MODEL1,PARMS,RUL,1.116411774,0.114452317,0.245884831,-0.292513718,0.534666644,0.361555367,-0.629903503,1.192221497,-1
881,MODEL1,PARMS,RUL,1.132946186,14.84275683,0.153109223,-0.179396389,0.500792776,-0.600505442,2.59799962,-5.429542408,-1
882,MODEL1,PARMS,RUL,1.132276883,-17.83285764,0.346070173,-0.774062624,3.43336589,1.490890438,-2.81917695,5.602196705,-1
883,MODEL1,PARMS,RUL,1.173810768,-2.997826119,0.144696385,-0.044981225,-0.532120156,0.601895316,-2.274784182,6.000083104,-1
884,MODEL1,PARMS,RUL,1.125130566,1.907802234,0.372031289,-0.907167692,2.59419575,0.217093126,-0.790857934,2.617121725,-1
885,MODEL1,PARMS,RUL,1.089193913,2.014499438,0.42158746,-0.726080972,2.315664755,0.165287307,0.635757767,-1.581716301,-1
886,MODEL1,PARMS,RUL,1.071893599,3.906519578,0.093432398,-0.029695147,-0.205436027,0.148044252,0.630077093,-1.621378381,-1
887,MODEL1,PARMS,RUL,1.068939462,13.5894703,0.339146293,-0.474835465,1.42052537,-0.565286408,2.408458518,-5.286538333,-1
888,MODEL1,PARMS,RUL,1.096533205,4.312430697,0.67350128,-1.295538485,4.326382778,-0.06659397,1.217448932,-2.180395787,-1
889,MODEL1,PARMS,RUL,0.971675317,9.665798004,0.413220999,-0.840099381,2.432442697,-0.326853375,1.53195723,-2.513192048,-1
890,MODEL1,PARMS,RUL,1.117698142,-4.027178153,0.189283053,-0.329772395,1.410152791,0.642892777,-1.007616502,2.148917855,-1
891,MODEL1,PARMS,RUL,1.083448218,-7.892091015,0.357005794,-0.611464143,2.3066335,0.834341331,-0.696290709,0.962807548,-1
892,MODEL1,PARMS,RUL,1.063055478,-6.178654468,0.286530762,-0.50648714,1.534127843,0.759131519,-1.560705845,3.120218336,-1
893,MODEL1,PARMS,RUL,1.150584062,-7.963125271,0.315966884,-0.488384422,1.61249822,0.854703789,-1.142468067,2.059750349,-1
894,MODEL1,PARMS,RUL,1.037267716,-4.18666861,0.273513067,-0.152109335,-0.051831082,0.597732711,0.119083236,-0.977491122,-1
895,MODEL1,PARMS,RUL,1.156901898,-2.052934809,0.4287318,-0.909395078,2.969037694,0.43443778,-0.544083809,1.378296925,-1
896,MODEL1,PARMS,RUL,1.1283793,-3.794751251,0.204384703,-0.14765061,0.396582747,0.624338265,-1.095103806,1.871371656,-1
897,MODEL1,PARMS,RUL,1.14245266,2.691145232,0.208208002,-0.624702732,2.256638579,0.204910198,0.722731634,-1.961064714,-1
898,MODEL1,PARMS,RUL,1.217110479,-7.045193361,0.144866566,-0.53718419,2.259622113,0.865610101,-1.148817362,1.626877689,-1
899,MODEL1,PARMS,RUL,1.06907231,-8.854266212,0.475564637,-0.686959751,1.148788304,0.867286141,-1.723898599,3.615832555,-1
