SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,sLB10
1,MODEL1,PARMS,sLB10,0.939463677,5.430567169,-0.085288938,0.434572195,-2.248969317,-0.115625185,1.104163461,-3.052313014,-1
2,MODEL1,PARMS,sLB10,0.898665484,5.736842132,0.041033717,0.185032306,-1.019860649,-0.169565509,0.05829914,-0.119856622,-1
3,MODEL1,PARMS,sLB10,1.012986817,-5.270587413,0.200348369,-0.451162171,1.235566748,0.505349282,-0.614019051,0.504228813,-1
4,MODEL1,PARMS,sLB10,0.999188644,-0.39321055,-0.09996139,0.125685968,-0.425874296,0.279294451,-0.46520268,0.44247478,-1
5,MODEL1,PARMS,sLB10,0.904943114,-2.256981245,-0.005713951,0.056406613,0.10954034,0.35151086,0.15596293,-1.001743631,-1
6,MODEL1,PARMS,sLB10,0.953049903,3.465341797,-0.035949969,0.240784985,-0.881281514,-0.006706817,0.133694238,-0.209605944,-1
7,MODEL1,PARMS,sLB10,0.979798263,-11.82184948,-0.040017352,0.026015143,0.736512051,1.004828633,-2.04016308,3.119353513,-1
8,MODEL1,PARMS,sLB10,0.897653823,-1.659324629,0.07757004,-0.221318236,0.614643606,0.312077524,-1.812195597,4.680045485,-1
9,MODEL1,PARMS,sLB10,0.829047756,1.957391772,0.115624542,-0.318517106,1.023541239,0.05139034,0.111130233,-0.512947204,-1
10,MODEL1,PARMS,sLB10,1.018343511,8.376448374,-0.069058781,0.094972288,-0.006393666,-0.31757477,1.263665778,-2.797851967,-1
11,MODEL1,PARMS,sLB10,0.871857846,-7.494787148,0.085124001,-0.251983026,0.671525086,0.688209464,-1.726151919,2.90795369,-1
12,MODEL1,PARMS,sLB10,0.897011185,9.496674883,-0.048385546,0.155679458,-0.706156207,-0.387244564,1.235813683,-2.844824778,-1
13,MODEL1,PARMS,sLB10,1.000553005,-8.649532316,-0.067404481,0.225896159,-0.343094428,0.798348176,-1.746785926,3.324158291,-1
14,MODEL1,PARMS,sLB10,0.864572886,0.311756628,0.02055151,-0.19372234,0.497505188,0.201958028,-0.853175637,2.356112227,-1
15,MODEL1,PARMS,sLB10,0.925811788,-10.56920385,0.057030517,0.01386001,-0.30884159,0.885229347,-2.1422961,4.030438465,-1
16,MODEL1,PARMS,sLB10,0.830621255,0.507640017,0.130322617,-0.915215883,4.001609379,0.167991514,-0.796896128,1.210058173,-1
17,MODEL1,PARMS,sLB10,0.910778119,-5.849217161,0.116217532,-0.455841152,1.967332978,0.565746894,-0.775160942,0.673651053,-1
18,MODEL1,PARMS,sLB10,0.871993357,-6.109647085,0.008662647,-0.042571796,0.034025538,0.617235086,-1.153680213,1.807152223,-1
19,MODEL1,PARMS,sLB10,0.956630333,-5.904060934,-0.111141883,0.291438965,-0.908966418,0.647664869,-1.797073303,3.117570208,-1
20,MODEL1,PARMS,sLB10,0.858098932,-5.940407338,0.019793661,0.218810643,-1.071142725,0.595771959,-1.143753901,1.64267061,-1
21,MODEL1,PARMS,sLB10,0.874232633,-3.141359311,-0.019825117,0.100908265,-0.365777434,0.433872114,-1.233968215,2.260462694,-1
22,MODEL1,PARMS,sLB10,0.93751135,7.560608321,-0.034763212,0.27156738,-1.339084277,-0.278098692,1.366069411,-3.402117434,-1
23,MODEL1,PARMS,sLB10,0.948497099,1.3775266,-0.169187838,0.819317046,-3.194891371,0.157884319,0.584811006,-2.015925572,-1
24,MODEL1,PARMS,sLB10,0.864505739,-1.687363684,0.255251987,-0.786653923,2.620056544,0.24886778,0.100797294,-0.938920168,-1
25,MODEL1,PARMS,sLB10,1.000443995,-0.512150126,0.105442523,-0.264089825,1.189212734,0.209222744,0.141624642,-0.961894436,-1
26,MODEL1,PARMS,sLB10,0.921380491,0.81547314,0.110550599,-0.07831595,-0.37311091,0.128017622,-0.416217057,0.958109161,-1
27,MODEL1,PARMS,sLB10,0.97551095,-5.985961315,0.047504974,-0.142712444,0.674263927,0.602705996,-1.576172886,3.006320355,-1
28,MODEL1,PARMS,sLB10,0.862582368,3.399504539,-0.091405612,0.508868112,-1.866679142,0.010809607,0.021360813,-0.142214496,-1
29,MODEL1,PARMS,sLB10,0.888338138,-2.740696858,-0.000178697,-0.047620821,-0.069155909,0.392951463,-0.464884113,0.280756158,-1
30,MODEL1,PARMS,sLB10,0.873505317,-1.748336593,0.046551955,-0.089119141,-0.099231323,0.312961019,-0.375184612,0.576258704,-1
31,MODEL1,PARMS,sLB10,0.920307062,-1.023729098,0.177449182,-0.358822319,0.543411381,0.246246132,-1.081608389,2.486737123,-1
32,MODEL1,PARMS,sLB10,0.934693074,1.764714961,0.112813621,-0.049503667,-0.661946324,0.06781961,-0.079821293,-0.231524241,-1
33,MODEL1,PARMS,sLB10,0.918860805,1.281284029,0.070352039,-0.089728615,0.104841608,0.120029194,-0.631925255,1.11690073,-1
34,MODEL1,PARMS,sLB10,0.890921573,-2.249058483,0.019389464,-0.17087357,0.620365235,0.368796257,-1.352658109,2.73694943,-1
35,MODEL1,PARMS,sLB10,0.861802939,9.10642588,-0.013763458,0.315713022,-1.746150983,-0.378638858,0.938146034,-2.014289669,-1
36,MODEL1,PARMS,sLB10,0.954242843,6.917334632,-0.045631874,0.201371445,-1.256224195,-0.224436434,1.24876841,-3.499022084,-1
37,MODEL1,PARMS,sLB10,0.912173518,-2.81811062,0.30277016,-0.90169755,2.968505889,0.316593513,-0.591948122,1.171603733,-1
38,MODEL1,PARMS,sLB10,0.967486425,-0.787029572,0.039326798,-0.239091211,1.05152285,0.266019153,-0.657574702,1.022767122,-1
39,MODEL1,PARMS,sLB10,0.91988202,0.180332503,-0.002138811,0.221028119,-1.095931603,0.209814515,-1.279286756,2.853213108,-1
40,MODEL1,PARMS,sLB10,0.909150595,-11.52368109,0.033416652,0.018915071,0.000711001,0.970841973,-2.405775075,4.114576839,-1
41,MODEL1,PARMS,sLB10,0.937063274,-7.496228767,0.105109247,-0.339350752,1.322716353,0.677017527,-1.294360484,2.371805521,-1
42,MODEL1,PARMS,sLB10,0.912635211,0.213234051,0.155967225,-0.415040275,1.482809086,0.164275713,-0.800621152,1.860951763,-1
43,MODEL1,PARMS,sLB10,0.885697461,4.855648104,-0.100498971,0.132649956,-0.216311394,-0.056988352,-0.323517512,0.758398253,-1
44,MODEL1,PARMS,sLB10,0.946386539,2.447635621,0.063984302,0.087939769,-0.797589434,0.03963914,-0.755643632,1.917689183,-1
45,MODEL1,PARMS,sLB10,0.945504178,-8.752428654,0.008305717,-0.05142564,0.313631098,0.79013561,-2.330873305,4.73751233,-1
46,MODEL1,PARMS,sLB10,0.892761195,-10.80432418,-0.008352086,0.072534797,-0.058739118,0.928133846,-2.050038719,3.629646653,-1
47,MODEL1,PARMS,sLB10,0.909887471,-5.175315058,0.005082132,-0.151405448,0.566451182,0.5601395,-1.426112135,2.760136045,-1
48,MODEL1,PARMS,sLB10,1.01464118,-18.21116327,-0.000776248,0.102911087,-0.070801143,1.416378946,-3.944090785,7.453827853,-1
49,MODEL1,PARMS,sLB10,0.893659539,-3.469524379,0.040768334,0.075455258,-0.843888196,0.440194377,-1.642177155,3.189963196,-1
50,MODEL1,PARMS,sLB10,0.980040333,5.517733523,-0.082355478,0.138856011,0.013959786,-0.109032363,-0.115016752,0.421109949,-1
51,MODEL1,PARMS,sLB10,0.912260457,-5.715170673,-0.04900146,0.413644629,-1.791712056,0.617422332,-2.33186928,4.941621284,-1
52,MODEL1,PARMS,sLB10,0.880715538,-2.12907451,-0.02574161,0.066469503,0.144082788,0.366035508,-1.042522117,2.112510231,-1
53,MODEL1,PARMS,sLB10,1.01609209,-3.641632116,-0.071802597,0.342239577,-1.343525777,0.481565915,-1.643804991,3.158526081,-1
54,MODEL1,PARMS,sLB10,1.051642734,-3.640601367,0.183118571,-0.556534466,2.073138911,0.416709673,-0.77430608,1.005881552,-1
55,MODEL1,PARMS,sLB10,0.823934356,-2.381840133,-0.087591255,0.26769119,-0.836473772,0.398044973,-0.746028664,0.953525208,-1
56,MODEL1,PARMS,sLB10,0.923246304,3.758601352,0.09311288,-0.026524159,-0.313843459,-0.06420296,0.426234403,-1.08662641,-1
57,MODEL1,PARMS,sLB10,0.936469048,-6.30039291,-0.094975933,0.464315398,-1.731209931,0.650425846,-1.514034301,2.649078936,-1
58,MODEL1,PARMS,sLB10,1.063925828,4.000212635,0.101621059,-0.145744125,-0.018778633,-0.063542125,0.57576979,-1.993628189,-1
59,MODEL1,PARMS,sLB10,0.955455212,-2.167877234,0.015681963,-0.019154414,-0.288605535,0.364053602,-0.557733648,0.420940583,-1
60,MODEL1,PARMS,sLB10,1.00274389,1.358302214,0.127537006,-0.12105707,0.002873204,0.084381181,0.443384704,-1.254310677,-1
61,MODEL1,PARMS,sLB10,0.956524197,-6.265701327,-0.045392477,0.21554538,-0.352220757,0.634268859,-1.587803479,3.145908913,-1
62,MODEL1,PARMS,sLB10,0.885138849,-4.139973511,-0.05039649,0.454201489,-1.84937385,0.483063786,-0.148685112,-0.835173079,-1
63,MODEL1,PARMS,sLB10,0.980682451,-0.608737639,0.040204808,-0.038674164,-0.233156588,0.23195416,0.287155884,-1.424271154,-1
64,MODEL1,PARMS,sLB10,0.891624687,-1.92629842,-0.010935901,0.164230497,-0.690916415,0.341778989,-0.623562506,1.178833159,-1
65,MODEL1,PARMS,sLB10,0.942104709,9.889311309,-0.175739657,0.505177244,-1.937584455,-0.3642475,0.235007667,-0.593613427,-1
66,MODEL1,PARMS,sLB10,1.075520342,-6.15625561,0.05979404,-0.20844591,0.353555794,0.643198802,-3.33077708,7.668496984,-1
67,MODEL1,PARMS,sLB10,0.970155044,-0.738487977,-0.01583178,0.217372633,-0.83745724,0.273487856,-0.476481805,0.395748298,-1
68,MODEL1,PARMS,sLB10,0.980472272,0.446409712,-0.142488382,0.729789459,-2.945585803,0.225799245,-0.75931371,1.326073621,-1
69,MODEL1,PARMS,sLB10,0.873255682,-2.408323064,-0.039742966,0.243721561,-0.737011583,0.368036545,-0.054361428,-0.783309232,-1
70,MODEL1,PARMS,sLB10,0.904019227,-7.125854283,-0.200153427,0.413062326,-1.075055145,0.7433941,-1.324808059,2.000094649,-1
71,MODEL1,PARMS,sLB10,0.947508412,5.246541988,-0.179083136,0.410837411,-1.109293816,-0.072688345,0.346578325,-0.849902763,-1
72,MODEL1,PARMS,sLB10,1.024386275,-14.62994835,0.069930614,-0.229078316,1.028080169,1.172900807,-3.398852567,6.620867198,-1
73,MODEL1,PARMS,sLB10,0.940982039,5.983954883,-0.155302405,0.393043027,-1.563016734,-0.119369947,-0.232938099,0.819997405,-1
74,MODEL1,PARMS,sLB10,0.910020301,0.869567653,-0.034309888,0.264390214,-1.143850053,0.165109413,0.001956351,-0.672423409,-1
75,MODEL1,PARMS,sLB10,0.997256256,5.656554339,-0.048422032,0.288199112,-1.26610968,-0.145010087,0.775276583,-1.712369367,-1
76,MODEL1,PARMS,sLB10,0.988574603,4.333925087,-0.062521934,0.403668792,-1.631135822,-0.048211975,-0.223937551,0.546889132,-1
77,MODEL1,PARMS,sLB10,0.949962758,-4.808605718,0.103245575,-0.344493706,1.262759268,0.519815984,-1.681171812,3.097656149,-1
78,MODEL1,PARMS,sLB10,0.887672549,4.104155467,0.023134665,0.454627456,-2.421153718,-0.071631825,0.632828308,-1.799474231,-1
79,MODEL1,PARMS,sLB10,1.012960149,0.436409595,-0.128779467,0.567518489,-1.96781984,0.220484365,-0.270295578,0.001471711,-1
80,MODEL1,PARMS,sLB10,0.91928124,6.424479245,-0.068083744,0.308714427,-1.559747452,-0.186917571,0.504981796,-0.865168505,-1
81,MODEL1,PARMS,sLB10,0.937123825,-3.565783645,-0.022001502,0.18127016,-0.994995763,0.465968372,-1.329197249,2.354792551,-1
82,MODEL1,PARMS,sLB10,0.90349245,8.392073167,-0.002820732,0.19231557,-1.332710908,-0.318929766,0.689321417,-1.558695563,-1
83,MODEL1,PARMS,sLB10,0.884728979,-3.055281538,0.139711589,-0.349036939,1.483447336,0.370723832,-0.143661843,-0.831993287,-1
84,MODEL1,PARMS,sLB10,0.834045931,11.46824589,0.018155931,-0.018579043,0.428530572,-0.569329722,2.63325057,-5.505003876,-1
85,MODEL1,PARMS,sLB10,0.943446906,-4.991800755,0.063604175,0.140273885,-0.943433868,0.518883518,-1.072723405,1.728010087,-1
