SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,LUL
987,MODEL1,PARMS,LUL,1.033201809,8.726425532,0.411098882,-0.723608877,1.580327653,-0.240471,2.100569755,-4.909762587,-1
988,MODEL1,PARMS,LUL,0.928055852,4.334050431,0.365189449,-0.648690394,1.31873102,0.088205156,-0.232813766,0.819006026,-1
989,MODEL1,PARMS,LUL,0.971571098,1.318129079,0.33945089,-0.421176017,0.693380836,0.272976999,-0.030708986,-0.264129452,-1
990,MODEL1,PARMS,LUL,0.915581778,10.16373428,0.198597134,-0.090784551,-0.918590904,-0.243951992,0.620262419,-1.16721885,-1
991,MODEL1,PARMS,LUL,1.004063017,2.910276484,0.317516216,-0.585921792,1.925208566,0.177236295,-0.153927197,0.686386321,-1
992,MODEL1,PARMS,LUL,0.866462085,13.03425417,0.047576432,0.398565331,-2.017917034,-0.427346564,3.040990648,-7.009225292,-1
993,MODEL1,PARMS,LUL,0.966511867,11.42841472,-0.019796851,0.10447128,-0.723023514,-0.259782824,0.765209671,-0.982740003,-1
994,MODEL1,PARMS,LUL,0.926416934,17.24399939,0.055805093,0.038209777,-0.584315936,-0.668629021,2.066137402,-3.811632734,-1
995,MODEL1,PARMS,LUL,0.927168761,14.3191335,0.209923464,-0.2932134,0.243071727,-0.528741088,2.013383704,-4.480383893,-1
996,MODEL1,PARMS,LUL,0.970517562,-1.086954201,0.14806256,-0.029490949,-0.755046683,0.487056649,-0.541843093,1.11165866,-1
997,MODEL1,PARMS,LUL,0.970987292,3.898024697,0.307988851,-0.562708142,1.564376488,0.121710329,0.028611785,-0.042965354,-1
998,MODEL1,PARMS,LUL,1.011905145,14.50242469,0.152491231,0.048674268,-0.97534615,-0.551322465,2.526532708,-4.89878853,-1
999,MODEL1,PARMS,LUL,0.916322231,10.27403469,0.141289864,0.161058818,-1.147001696,-0.260970808,1.499235266,-3.304056777,-1
1000,MODEL1,PARMS,LUL,1.052638059,7.080489222,0.327039108,-1.231477963,4.873725757,-0.081275994,1.101885489,-2.573412471,-1
