SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,RLL
340,MODEL1,PARMS,RLL,0.945458958,12.84500687,-0.200112309,0.203893964,-0.723147168,-0.373091419,1.84360621,-4.177125204,-1
341,MODEL1,PARMS,RLL,0.953711629,-4.809544883,-0.053755403,0.045044074,0.030936112,0.721711171,-1.338829071,2.661483174,-1
342,MODEL1,PARMS,RLL,0.90469464,-2.867608761,-0.039210125,0.161751763,-0.97788631,0.591303857,-0.862344834,1.318168534,-1
343,MODEL1,PARMS,RLL,0.965100994,2.367460324,-0.076666775,0.304653936,-1.238722388,0.257044026,-0.169947521,0.725290982,-1
344,MODEL1,PARMS,RLL,0.791840177,-3.279345521,-0.091740005,0.315963037,-1.001479922,0.620976049,-0.093510822,-0.743972467,-1
345,MODEL1,PARMS,RLL,0.901413845,-4.901081531,-0.077547491,0.160768384,-0.838481779,0.744399846,-1.297565517,2.255088043,-1
346,MODEL1,PARMS,RLL,0.934585069,-3.250471413,-0.045242118,-0.172956689,0.716147797,0.629901365,-1.046817586,2.024189151,-1
347,MODEL1,PARMS,RLL,0.928019045,3.335636844,-0.025542268,-0.098244279,0.800489905,0.1743484,0.86423496,-2.432604265,-1
348,MODEL1,PARMS,RLL,0.882820723,-5.474057307,0.156615792,-0.057951872,-0.323897499,0.696608981,-1.32266614,2.224619592,-1
349,MODEL1,PARMS,RLL,0.937476397,-5.871720894,-0.147408682,0.300541669,-1.131955217,0.812099558,-1.005317826,1.432394482,-1
350,MODEL1,PARMS,RLL,0.926503042,4.952634262,0.060644804,-0.322531264,1.179870238,0.04786214,0.763578118,-1.714606152,-1
351,MODEL1,PARMS,RLL,0.830456326,-2.99029069,0.174257052,-0.527743249,1.962142593,0.541427931,-0.776979634,1.232004233,-1
352,MODEL1,PARMS,RLL,0.93420686,4.030762491,0.132646089,-0.293240995,0.75431534,0.095810403,0.399514032,-1.160030682,-1
353,MODEL1,PARMS,RLL,0.934310289,7.101381371,0.112977924,-0.274417723,1.185922494,-0.102065609,0.938214565,-2.470684944,-1
354,MODEL1,PARMS,RLL,0.910331376,8.675074989,0.134251466,-0.58798059,2.314961009,-0.210435017,1.467973624,-3.262674002,-1
355,MODEL1,PARMS,RLL,1.036856138,2.9304762,0.137315049,-0.334172094,1.024321658,0.152022365,0.823633885,-2.05829344,-1
356,MODEL1,PARMS,RLL,0.892793002,-2.05501988,0.003748481,-0.280925126,1.447622856,0.534055928,-0.219831796,-0.388542637,-1
357,MODEL1,PARMS,RLL,0.796748824,-0.347181124,0.113833264,-0.559268707,2.141453195,0.398422746,-0.452536257,0.361393654,-1
358,MODEL1,PARMS,RLL,0.888774595,-4.094025343,0.084094888,-0.263567519,1.245837088,0.644159531,-1.209766189,1.999568172,-1
359,MODEL1,PARMS,RLL,0.866059137,2.608656545,0.2130377,-0.373009883,0.826813382,0.158416028,0.38755344,-1.544051225,-1
360,MODEL1,PARMS,RLL,0.888607723,6.577383186,0.076655818,-0.303001648,1.213398085,-0.059668761,0.824418074,-1.977949944,-1
361,MODEL1,PARMS,RLL,0.921039099,-1.588260808,0.039399469,-0.126526396,0.008116429,0.488925281,-0.890666032,1.781053682,-1
362,MODEL1,PARMS,RLL,0.916392467,1.647970621,0.050401982,-0.091493044,0.083524037,0.271628055,0.065111239,-0.532547008,-1
363,MODEL1,PARMS,RLL,0.926485034,-11.41288214,0.215664385,-0.488103719,1.247558813,1.083021901,-2.780915255,5.657889666,-1
364,MODEL1,PARMS,RLL,0.918341314,6.896189715,0.024910614,0.068450805,-0.763971425,-0.076564587,2.116446869,-5.564399497,-1
365,MODEL1,PARMS,RLL,0.882076148,-0.968618734,-0.014836306,-0.166296285,0.619984099,0.473895471,-0.538603155,0.314311846,-1
366,MODEL1,PARMS,RLL,0.889137521,-5.291036402,0.051147252,-0.149359717,0.47543074,0.718325408,-0.66148575,0.248394728,-1
367,MODEL1,PARMS,RLL,0.906649024,3.966569198,-0.109391471,0.13473194,0.106644778,0.164587289,0.444317881,-1.366878513,-1
368,MODEL1,PARMS,RLL,0.855057815,-7.800265785,0.000235672,-0.061304308,0.620194334,0.908819652,-1.908175838,3.297614268,-1
369,MODEL1,PARMS,RLL,0.962254467,-1.082358485,0.026880167,0.119653587,-0.906834154,0.45609133,-0.813701271,1.433727091,-1
370,MODEL1,PARMS,RLL,0.85514691,-8.305244414,-0.004157446,-0.231865318,1.391367479,0.944660439,-1.694676357,2.835187318,-1
371,MODEL1,PARMS,RLL,0.93731592,10.06739679,0.248362771,-0.827283079,3.186111355,-0.344134916,1.740664389,-3.290451581,-1
372,MODEL1,PARMS,RLL,0.809105841,-3.716119473,-0.00344762,0.079100424,-0.68704225,0.634523465,-0.562293902,0.269776166,-1
373,MODEL1,PARMS,RLL,0.901923409,-3.481754692,-0.10588791,0.372952386,-1.66136045,0.663575348,-1.311528934,2.064917513,-1
374,MODEL1,PARMS,RLL,0.869197869,-4.967463654,0.155909807,-0.426608711,1.376472004,0.6786305,-0.737534826,0.692446568,-1
375,MODEL1,PARMS,RLL,0.905762989,-9.231939894,0.070795708,-0.064697391,-0.081247283,0.96907633,-1.096419986,1.366939568,-1
376,MODEL1,PARMS,RLL,0.860365866,2.98578986,-0.094195275,-0.321475593,1.863319717,0.249553901,0.000350127,-0.703963052,-1
377,MODEL1,PARMS,RLL,0.948640616,-4.687992356,-0.130291744,0.522110011,-2.356840033,0.72347275,-0.249017215,-1.11399712,-1
378,MODEL1,PARMS,RLL,0.850130157,4.022404166,0.065039036,-0.440705771,1.828615283,0.122355539,0.60636405,-2.133659539,-1
379,MODEL1,PARMS,RLL,0.899860815,2.290182766,-0.144553102,0.593286367,-2.264410714,0.264506269,0.567833239,-1.986513608,-1
380,MODEL1,PARMS,RLL,0.860349512,2.92678564,0.031097958,-0.121605149,0.341942532,0.194574846,0.103436811,-0.512811716,-1
381,MODEL1,PARMS,RLL,0.88440971,2.651910707,-0.057249817,-0.100610227,0.397003125,0.248276702,-0.014535556,-0.010346035,-1
382,MODEL1,PARMS,RLL,0.920106233,-10.51828475,0.111093447,-0.396251714,0.617427575,1.068496062,-2.594798991,4.944070921,-1
383,MODEL1,PARMS,RLL,0.845160153,-4.156231174,0.030617872,-0.279577208,1.032457042,0.666907125,-0.869402289,0.836262207,-1
384,MODEL1,PARMS,RLL,0.86356697,-2.351668513,-0.124161179,0.20340306,-0.473942268,0.575871649,0.077457886,-1.644656677,-1
385,MODEL1,PARMS,RLL,0.855826298,2.717003953,-0.071230081,0.195083985,-0.362728938,0.220268349,0.674580226,-2.1732995,-1
386,MODEL1,PARMS,RLL,0.848073,-1.692632337,-0.172108111,0.197111515,-0.308912172,0.566945803,-1.385743475,3.050694638,-1
387,MODEL1,PARMS,RLL,0.923529232,-2.939327462,0.065334252,-0.157988717,0.064393972,0.578832669,-1.009190836,1.494415515,-1
388,MODEL1,PARMS,RLL,0.903859265,-9.780543088,0.156674821,-0.281051062,0.760143217,0.991667427,-2.130249106,3.84515887,-1
389,MODEL1,PARMS,RLL,0.847520205,-0.058582623,-0.085542656,0.242277085,-1.031326478,0.425258213,-0.240741888,-0.10041308,-1
390,MODEL1,PARMS,RLL,0.876696323,2.036743092,-0.174346543,0.342655661,-0.663005254,0.307825978,0.182221474,-0.947377372,-1
391,MODEL1,PARMS,RLL,0.893597296,2.639766154,0.094390187,-0.406761305,1.310784597,0.216487568,-0.731757302,1.458627786,-1
392,MODEL1,PARMS,RLL,0.894441946,-5.134955426,-0.166665646,0.379805319,-1.515362392,0.791823954,-1.956357219,4.352303102,-1
393,MODEL1,PARMS,RLL,0.93565935,5.2164318,-0.016387863,-0.000421079,-0.417101501,0.055496911,0.718678838,-1.948574056,-1
394,MODEL1,PARMS,RLL,0.936114546,-3.942741791,-0.044050702,0.191831929,-0.935215731,0.667217378,-0.972777952,1.212432989,-1
395,MODEL1,PARMS,RLL,0.832573534,0.262919021,-0.135018091,0.204609053,-0.621671611,0.423176584,-0.325871386,-0.029247645,-1
396,MODEL1,PARMS,RLL,0.885596293,-3.651045881,0.155176212,-0.724780973,3.288989776,0.588038702,-0.775173924,1.217544504,-1
397,MODEL1,PARMS,RLL,0.851372585,5.123029993,0.011174852,-0.042785838,0.178239318,0.047151551,1.442082505,-4.194604282,-1
398,MODEL1,PARMS,RLL,0.868333047,-9.657483521,-0.004851357,0.208597839,-1.105774647,1.029404255,-2.230826979,4.159164262,-1
399,MODEL1,PARMS,RLL,0.877229582,-1.45879559,-0.145129503,0.61837379,-1.81045632,0.514384179,-0.559184087,0.604707178,-1
400,MODEL1,PARMS,RLL,0.90427458,-1.034718851,0.003151794,-0.330081458,1.40671937,0.477551612,-0.449087055,0.208972474,-1
401,MODEL1,PARMS,RLL,0.915322426,-1.044228096,-0.022851668,0.49031275,-2.07787309,0.45619652,-0.430276607,0.310559593,-1
402,MODEL1,PARMS,RLL,0.840122856,4.014499973,-0.093791847,0.436600852,-1.575317474,0.136932365,1.08341102,-3.043349923,-1
403,MODEL1,PARMS,RLL,0.874148543,1.048368753,0.044908575,-0.461278315,2.32865913,0.311471607,0.489766791,-1.932623056,-1
404,MODEL1,PARMS,RLL,0.823901542,-2.537399745,-0.085414548,0.190932565,-0.985124847,0.594661083,-1.038606311,1.514728067,-1
405,MODEL1,PARMS,RLL,0.880791446,1.885320149,-0.029555517,0.02109995,-0.238049732,0.284394185,0.450858149,-1.757580323,-1
406,MODEL1,PARMS,RLL,0.865247161,-3.93864232,-0.060048662,0.269124605,-0.871133644,0.664935891,-0.798285603,0.724988382,-1
407,MODEL1,PARMS,RLL,0.875060731,-5.945024477,0.141120249,-0.412746712,1.284144937,0.750976798,-1.824457971,3.623600086,-1
408,MODEL1,PARMS,RLL,0.954833213,4.556810839,-0.096893555,8.47402E-05,-0.158512349,0.144340936,0.347781437,-1.38629825,-1
409,MODEL1,PARMS,RLL,0.941231255,4.58755646,0.119282409,-0.181763144,0.083080734,0.05858889,0.329878558,-1.0128552,-1
410,MODEL1,PARMS,RLL,0.857837656,3.661470469,0.058837638,-0.182558988,0.502387657,0.147718775,0.509222261,-1.746198528,-1
411,MODEL1,PARMS,RLL,0.859825842,-8.606990783,0.035283418,-0.058538043,0.016372145,0.958611563,-1.230700161,1.121235477,-1
412,MODEL1,PARMS,RLL,0.896572283,-3.479595612,-0.08916253,0.277494776,-1.335358891,0.652675008,-1.328395409,2.585374773,-1
413,MODEL1,PARMS,RLL,0.835281174,8.488879272,0.096766589,-0.359142966,1.331727852,-0.190115915,0.925172076,-1.599324316,-1
414,MODEL1,PARMS,RLL,0.871535937,4.22935339,0.037558396,-0.227885039,1.2690399,0.098280324,0.767142535,-2.107530464,-1
415,MODEL1,PARMS,RLL,0.892630598,7.340844038,-0.088317886,0.351640303,-1.493774658,-0.074270805,1.085573529,-2.984138336,-1
416,MODEL1,PARMS,RLL,0.84116633,1.488392032,-0.171414759,0.787319702,-3.637628669,0.339458947,-0.731398856,1.36240195,-1
417,MODEL1,PARMS,RLL,0.92337414,-7.386051185,0.021449978,0.009620384,-0.209370346,0.880179516,-2.767842885,5.985593158,-1
418,MODEL1,PARMS,RLL,0.786423176,3.881929622,0.086206661,-0.193235801,0.736983389,0.110904829,0.383541336,-1.410460946,-1
419,MODEL1,PARMS,RLL,0.868059087,4.929016815,0.06938164,-0.194970478,0.715846508,0.036663023,1.310325038,-3.413060375,-1
420,MODEL1,PARMS,RLL,0.970324991,5.066522787,0.110722025,-0.338703068,1.385941799,0.02447458,1.22153387,-3.090982379,-1
421,MODEL1,PARMS,RLL,0.876209878,-1.343458548,0.057349622,-0.055012733,0.331565971,0.465786236,-1.244518243,2.578893925,-1
422,MODEL1,PARMS,RLL,0.925272766,-0.452130955,-0.027109435,-0.077009978,0.351185051,0.435731183,-0.339078655,-0.213548375,-1
423,MODEL1,PARMS,RLL,0.904887671,3.727302619,-0.099277453,-0.001636108,0.306135784,0.192653251,-0.182416984,-0.119443107,-1
424,MODEL1,PARMS,RLL,0.910143198,-11.99593839,-0.010694852,0.11739652,-0.974752158,1.187509839,-2.540950145,4.43390581,-1
425,MODEL1,PARMS,RLL,0.934193896,-2.196256881,-0.137043772,0.325701197,-1.251591566,0.581432449,-0.916390654,1.408640524,-1
426,MODEL1,PARMS,RLL,0.878212692,-2.328858049,-0.030861766,-0.109476204,0.743745573,0.553920766,-0.515223975,0.439950115,-1
427,MODEL1,PARMS,RLL,0.919554044,-5.350646384,-0.094816503,0.327902096,-1.74745304,0.77776681,-2.08470374,4.46373956,-1
428,MODEL1,PARMS,RLL,0.894826068,-0.468852585,0.066335774,0.033419177,-0.763209084,0.399707346,-0.320038948,0.327175844,-1
429,MODEL1,PARMS,RLL,0.8757085,-0.029087267,-0.060832015,-0.039410616,0.507978745,0.430694599,-1.263299319,2.377839219,-1
430,MODEL1,PARMS,RLL,0.899694806,-2.89547527,0.053439294,-0.349982632,1.556494187,0.574482647,-0.744690346,1.055557775,-1
431,MODEL1,PARMS,RLL,0.847400336,3.412683586,-0.079215004,0.048343976,0.028892266,0.190913251,0.556852216,-1.968799288,-1
432,MODEL1,PARMS,RLL,0.930130141,0.679476486,-0.008216611,-0.063026475,0.244680794,0.353359828,-0.345745521,0.633414566,-1
433,MODEL1,PARMS,RLL,0.898829564,-4.887507563,0.100193493,-0.027018716,-0.444253786,0.674511009,-0.651650305,0.613919248,-1
434,MODEL1,PARMS,RLL,0.879437073,-4.178927432,0.01702264,-0.003441492,-0.233306581,0.662962536,-1.092254393,1.691996096,-1
435,MODEL1,PARMS,RLL,0.900083837,-7.991448819,0.051111261,-0.138625123,0.628455972,0.895152754,-0.981370544,1.022776258,-1
436,MODEL1,PARMS,RLL,0.877782259,-2.74759645,0.037044378,0.012729267,-0.142205729,0.558429075,-0.60503417,0.903351547,-1
437,MODEL1,PARMS,RLL,0.912828936,3.011784033,-0.118081308,0.188035946,-0.599316929,0.230726063,0.893813104,-3.107225542,-1
438,MODEL1,PARMS,RLL,0.877664089,4.782280015,0.15288447,-0.583536507,2.358331648,0.049956375,0.150569772,-0.351852513,-1
439,MODEL1,PARMS,RLL,0.919569088,5.204484204,0.04914233,0.2056539,-1.45652694,0.027943384,0.947258791,-2.682755044,-1
440,MODEL1,PARMS,RLL,0.884017944,3.378385065,-0.034078206,-0.137428314,0.363011734,0.200067502,-0.360081782,0.456562536,-1
441,MODEL1,PARMS,RLL,0.868189491,6.41753275,-0.024680573,0.386255742,-2.079211289,-0.029908403,0.732021847,-1.816138442,-1
442,MODEL1,PARMS,RLL,0.949236034,0.855569193,0.002657299,-0.168501486,0.903204025,0.351331466,-0.988001872,1.994786464,-1
443,MODEL1,PARMS,RLL,0.910160618,-0.649643102,-0.082651305,0.141778738,-0.595179558,0.463653792,-0.692814882,1.152226134,-1
444,MODEL1,PARMS,RLL,0.891062628,0.103426392,-0.124576591,0.411734162,-2.00104189,0.429048786,0.025450468,-0.984667297,-1
445,MODEL1,PARMS,RLL,0.915501583,3.153747472,-0.011876653,-0.16197705,0.34675513,0.197848314,0.988107736,-3.470212571,-1
446,MODEL1,PARMS,RLL,0.885220293,-9.658053836,-0.059401662,0.013554211,-0.056110101,1.059301635,-3.048687503,6.479921044,-1
447,MODEL1,PARMS,RLL,0.80925361,-0.612176486,-0.00472328,0.03739751,-0.446676929,0.443406863,-0.521310292,0.176923463,-1
448,MODEL1,PARMS,RLL,0.847945666,-3.009646519,-0.003042597,0.009825067,-0.426356227,0.602680669,-0.804076646,1.146790812,-1
449,MODEL1,PARMS,RLL,0.887126184,4.78747205,-0.049178445,0.162836372,-0.859477963,0.088012207,0.759479181,-1.74320806,-1
450,MODEL1,PARMS,RLL,0.847421342,3.813764883,0.005254716,-0.10241228,-0.08274273,0.171591567,-0.965759606,2.113170182,-1
451,MODEL1,PARMS,RLL,0.823127805,1.693655233,-0.004447462,0.006042076,0.079122681,0.2756796,0.306431299,-1.249930611,-1
452,MODEL1,PARMS,RLL,0.903541694,-1.406441663,-0.112090166,0.359913184,-1.033960752,0.522215395,-1.499565628,3.373738072,-1
453,MODEL1,PARMS,RLL,0.906665167,-6.029286176,0.040328836,-0.242815377,0.447169201,0.792319013,-1.508760321,2.59208248,-1
454,MODEL1,PARMS,RLL,0.887312901,-3.473019246,-0.097500475,0.060368052,-0.040929422,0.649550382,-1.063490074,1.671155274,-1
455,MODEL1,PARMS,RLL,0.827564099,6.128977141,-0.006538744,0.187454114,-0.682876009,-0.019812439,1.226085706,-2.68260123,-1
456,MODEL1,PARMS,RLL,0.910059852,-3.92715224,-0.030418158,-0.10767677,-0.115805122,0.670015169,-0.804105708,1.166386233,-1
457,MODEL1,PARMS,RLL,0.921566625,-3.776268922,0.080163611,-0.258124611,0.710554675,0.634318572,-1.538398087,2.764501874,-1
458,MODEL1,PARMS,RLL,0.899479348,5.129605759,-0.10994811,0.435476458,-2.272889087,0.077281858,1.455669681,-4.183489909,-1
459,MODEL1,PARMS,RLL,0.976411816,2.808356389,-0.0081688,-0.276514009,1.500960048,0.211254106,0.327176498,-0.75350194,-1
460,MODEL1,PARMS,RLL,0.850488444,-1.724007606,0.064565092,-0.062728937,-0.417143116,0.493134615,-0.645932179,0.747519268,-1
461,MODEL1,PARMS,RLL,0.859662496,1.570426,0.06357731,-0.185476877,0.391342329,0.26151229,0.678842356,-2.305642753,-1
462,MODEL1,PARMS,RLL,0.899626114,10.05056388,-0.022191117,-0.232803403,1.193894463,-0.240714045,1.129543923,-2.424061103,-1
463,MODEL1,PARMS,RLL,0.840584406,-3.748751713,-0.039807935,-0.196074951,0.883224074,0.671214852,-1.462447108,2.517246573,-1
464,MODEL1,PARMS,RLL,0.810891475,-4.42747297,-0.086670037,0.10606363,-0.295581689,0.711164349,-1.015562457,1.404345174,-1
465,MODEL1,PARMS,RLL,0.840323112,-2.162486601,-0.056973528,0.125609949,-0.76582153,0.555869228,-0.746036428,0.903770093,-1
466,MODEL1,PARMS,RLL,0.802815084,-0.227752607,0.052741978,-0.559178127,2.43352314,0.422099051,-0.945636367,1.548035487,-1
467,MODEL1,PARMS,RLL,0.906312327,2.06733428,0.008327972,-0.002008343,-0.021680838,0.248606096,0.579258785,-1.831902046,-1
468,MODEL1,PARMS,RLL,0.844315923,-4.37909102,-0.091118261,0.112971561,-0.702326945,0.727052527,-1.906134921,3.558215904,-1
469,MODEL1,PARMS,RLL,0.89261186,-6.766966723,0.070455237,-0.206314966,0.435023935,0.820909988,-1.439653534,2.451246399,-1
470,MODEL1,PARMS,RLL,0.9408499,5.23822871,0.107387504,-0.049302449,-0.594410803,0.012363022,1.132078098,-2.932883286,-1
471,MODEL1,PARMS,RLL,0.857385454,3.838415158,-0.006770748,0.047585617,-0.618636473,0.152801208,0.030861188,-0.417891463,-1
472,MODEL1,PARMS,RLL,0.873158955,-0.533193812,-0.095679373,0.021664814,0.309894809,0.470168737,-0.437807834,0.235268843,-1
473,MODEL1,PARMS,RLL,0.881637996,-0.652296636,-0.103307316,0.519647439,-2.25559097,0.455744657,0.041380208,-0.824780999,-1
474,MODEL1,PARMS,RLL,0.90705149,-0.427601974,0.025992136,0.070492856,-0.753335179,0.409476217,0.079186696,-1.159090592,-1
475,MODEL1,PARMS,RLL,0.909906757,-12.88627031,0.016910567,-0.145403344,0.707716742,1.232724311,-2.18929007,3.489676715,-1
476,MODEL1,PARMS,RLL,0.883883144,2.005895016,0.02911606,-0.533237099,2.432090959,0.277004215,-0.354212139,-0.061208577,-1
477,MODEL1,PARMS,RLL,0.844202877,-4.035705997,-0.006347324,-0.133676195,0.598234651,0.672620411,-1.155534167,1.818129185,-1
478,MODEL1,PARMS,RLL,0.915482377,-2.872234826,0.098298618,-0.324671362,1.041585155,0.56821609,-1.185167629,1.798600215,-1
479,MODEL1,PARMS,RLL,0.859190485,0.887790541,-0.001720566,0.041539237,-0.268535214,0.34090452,-0.46224514,0.573080916,-1
480,MODEL1,PARMS,RLL,0.886206471,-3.919229148,0.125778245,-0.619926897,2.11215579,0.640813467,-1.725986994,3.312675742,-1
481,MODEL1,PARMS,RLL,0.852976136,-3.223855558,-0.022675212,-0.149179147,0.515897629,0.634977122,-1.712247049,3.453665191,-1
482,MODEL1,PARMS,RLL,0.97360975,-3.709310889,-0.008493012,0.08749719,-0.442163031,0.630452915,-0.691223891,0.779149026,-1
483,MODEL1,PARMS,RLL,0.871321851,1.15696127,0.117749064,-0.406024563,1.79253837,0.276185857,0.259910554,-0.949589591,-1
484,MODEL1,PARMS,RLL,0.842032487,-5.492008191,0.063825353,0.04169332,-0.256894525,0.727019967,-1.089775197,1.573927774,-1
485,MODEL1,PARMS,RLL,0.771939383,4.523872629,0.20354815,-0.298771769,0.993875383,0.014849946,1.741872762,-4.566300917,-1
486,MODEL1,PARMS,RLL,0.911524924,-1.502344669,-0.044163611,-0.174083604,1.324136463,0.519582318,-0.929547226,1.58487718,-1
487,MODEL1,PARMS,RLL,0.882107596,1.439518412,0.040434752,-0.036856258,-0.058393826,0.281749346,0.172561193,-0.917237829,-1
488,MODEL1,PARMS,RLL,0.795826657,8.430828913,0.307063718,-0.803109659,2.857712923,-0.246084802,1.170078928,-2.74622738,-1
489,MODEL1,PARMS,RLL,0.976813119,-1.001536206,0.151755272,-0.20913234,0.757604467,0.408088564,-0.544570772,0.856234101,-1
490,MODEL1,PARMS,RLL,0.821361918,-3.851539684,-0.061281295,-0.149205985,0.843278118,0.676969381,-1.447859049,2.722875553,-1
491,MODEL1,PARMS,RLL,0.911370366,2.207590957,0.110266262,-0.293943686,0.989730866,0.228347257,-0.536903893,1.014991017,-1
492,MODEL1,PARMS,RLL,0.893612369,-6.245230421,-0.055730864,0.316387561,-1.282427988,0.818528238,-1.611286071,2.863546256,-1
493,MODEL1,PARMS,RLL,0.902834111,11.25377964,0.044636477,-0.406617956,1.854390444,-0.356477084,2.217587889,-5.808394595,-1
494,MODEL1,PARMS,RLL,0.887446436,2.328500517,-0.075010044,0.372810107,-1.470233021,0.254073538,0.070460491,-0.428882166,-1
495,MODEL1,PARMS,RLL,0.854823856,0.027759506,-0.027649418,-0.135059056,0.832703149,0.400473698,0.016161769,-0.425667101,-1
496,MODEL1,PARMS,RLL,0.86166243,-4.299422942,0.04419274,-0.298509856,0.858611759,0.679555563,-1.455172312,2.24877269,-1
497,MODEL1,PARMS,RLL,0.852312063,-3.987895558,-0.040448653,0.248755708,-1.170576695,0.673486405,-1.360034705,2.611332529,-1
498,MODEL1,PARMS,RLL,0.850563912,-8.450870961,0.054813749,-0.206806612,0.80254075,0.944593993,-2.63025419,5.250700982,-1
499,MODEL1,PARMS,RLL,0.85272798,-5.190212016,0.193867939,-0.406328638,1.33033735,0.680091826,-1.095154046,2.026721527,-1
500,MODEL1,PARMS,RLL,0.93424381,3.435957112,0.006066689,0.026702444,-0.558097466,0.185801815,-0.441511292,0.701422109,-1
501,MODEL1,PARMS,RLL,0.873179343,-8.207442055,0.077912695,-0.253146778,0.308954661,0.925314327,-2.414232796,4.711810291,-1
502,MODEL1,PARMS,RLL,0.930745459,5.255202708,0.153623915,-0.677777775,3.124516729,0.001220191,1.559411334,-4.27729716,-1
503,MODEL1,PARMS,RLL,0.925589415,-4.291296783,-0.08493372,0.094654405,-0.308627923,0.706109914,-0.765911772,1.121615834,-1
504,MODEL1,PARMS,RLL,0.91243184,-4.079866319,-0.086336275,0.08118635,-0.236677455,0.700484328,-1.744648781,3.17109345,-1
505,MODEL1,PARMS,RLL,0.948014598,-1.331549879,-0.094174925,-0.036236396,0.112835404,0.507105059,0.325779429,-2.105306892,-1
506,MODEL1,PARMS,RLL,0.896351953,0.518771588,0.050734967,-0.416504827,1.717513839,0.36409988,-0.869728187,2.104001919,-1
507,MODEL1,PARMS,RLL,0.882677443,1.503191112,0.020730203,-0.412714745,1.829027581,0.304983851,-0.590742617,1.028004116,-1
508,MODEL1,PARMS,RLL,0.917614449,4.114089931,-0.148375344,0.35063432,-1.540409449,0.15975807,0.240275847,-0.610804565,-1
509,MODEL1,PARMS,RLL,0.836929576,1.803378284,0.117595738,-0.276667884,0.58414059,0.235827725,1.346411965,-4.052074864,-1
510,MODEL1,PARMS,RLL,0.933822548,6.66760643,0.263913496,-0.848560779,3.041400573,-0.11337468,1.025042795,-2.616174542,-1
511,MODEL1,PARMS,RLL,0.859646727,5.758491007,0.027011902,-0.083390668,0.628416369,0.009038133,0.965457028,-2.312509628,-1
512,MODEL1,PARMS,RLL,0.943404441,-5.043405654,0.120426557,-0.413772711,1.558802113,0.688145514,-1.023592856,1.552332774,-1
513,MODEL1,PARMS,RLL,0.951179313,-5.841983399,-0.097335639,0.149865497,-0.346785172,0.810571808,-2.212373718,5.07925177,-1
514,MODEL1,PARMS,RLL,0.856831833,1.843145298,0.141044691,-0.379032164,1.591972063,0.225652933,-0.334161622,0.932786277,-1
515,MODEL1,PARMS,RLL,0.863953789,0.164089538,-0.033684177,0.148486027,-0.797792385,0.409744103,-1.670443192,3.707667876,-1
516,MODEL1,PARMS,RLL,0.958152113,-1.775197245,0.069879276,-0.206626319,0.246749318,0.4917955,-0.5581212,0.749158125,-1
517,MODEL1,PARMS,RLL,0.875513957,-1.622392923,-0.159159112,0.234691743,-0.597227691,0.549180237,-0.743217881,1.237685101,-1
518,MODEL1,PARMS,RLL,0.843058193,2.68870062,0.093991657,-0.54729548,2.412739296,0.204482005,0.372298511,-1.536287667,-1
519,MODEL1,PARMS,RLL,0.890577728,-0.173027093,0.152764493,-0.256063025,1.112885316,0.343722897,0.435401781,-1.577247767,-1
520,MODEL1,PARMS,RLL,0.878535318,-4.474891948,0.127353425,-0.616995638,2.168411245,0.667600736,-1.154119839,1.622059959,-1
521,MODEL1,PARMS,RLL,0.990649739,2.83158648,0.092761625,-0.248597767,0.67500615,0.172995453,0.82049559,-2.286300937,-1
522,MODEL1,PARMS,RLL,0.941049417,6.62768936,0.045207889,-6.01586E-05,0.069370271,-0.068397832,0.928380423,-2.103361986,-1
523,MODEL1,PARMS,RLL,0.874033333,-6.918719839,0.103686818,-0.259381781,0.885939659,0.827176553,-1.981106086,3.788913984,-1
524,MODEL1,PARMS,RLL,0.909683159,-3.389778283,0.103783236,-0.442522703,1.901055678,0.576062596,0.462684162,-2.752960742,-1
525,MODEL1,PARMS,RLL,0.911486594,4.348654481,-0.082232225,-0.325503961,1.786081181,0.145190659,-0.00539911,-0.101484945,-1
526,MODEL1,PARMS,RLL,0.830271939,0.700992834,0.054138473,-0.21991919,0.716949838,0.334673357,0.229125807,-1.145802754,-1
527,MODEL1,PARMS,RLL,0.853167691,-1.319520013,-0.037200153,0.065934603,-0.331130263,0.498048954,-1.072238726,2.008045996,-1
528,MODEL1,PARMS,RLL,0.869094846,4.883514259,0.110947909,-0.264786017,1.045875193,0.034177118,0.882106067,-2.372932553,-1
529,MODEL1,PARMS,RLL,0.843685076,-11.13440763,-0.000862246,-0.159347791,0.39953925,1.135754718,-2.706736501,5.28313072,-1
530,MODEL1,PARMS,RLL,0.785767368,1.251440327,0.182045705,-0.505912956,1.858935562,0.260236212,0.031554006,-0.597833992,-1
531,MODEL1,PARMS,RLL,0.897858164,8.977693378,-0.142696939,0.413229571,-2.300102495,-0.156401888,1.707893663,-4.457980031,-1
532,MODEL1,PARMS,RLL,0.881047643,-5.863686366,0.090247083,-0.486307652,1.412431472,0.777478802,-2.186527688,4.461617717,-1
533,MODEL1,PARMS,RLL,0.889028083,3.160754617,-0.049646619,0.099359383,-0.075312493,0.190401414,0.491693622,-1.140416788,-1
534,MODEL1,PARMS,RLL,0.898632367,-0.923294283,0.118241182,-0.10936451,-0.129346951,0.419632305,-1.233516659,2.646719106,-1
