SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,BronInt
658,MODEL1,PARMS,BronInt,1.111731691,9.021648028,0.175001986,-0.838206896,3.389377824,-0.080093054,-0.834971592,2.535055151,-1
659,MODEL1,PARMS,BronInt,1.033329699,2.866613527,0.48051,-1.4575036,5.239006526,0.219487618,0.030228471,-0.650271902,-1
660,MODEL1,PARMS,BronInt,1.089020026,13.96868071,0.44625814,-1.066124786,3.430040381,-0.51010337,1.659240485,-3.366617181,-1
661,MODEL1,PARMS,BronInt,1.104666772,6.907781421,0.221168042,-0.714531162,2.789893964,0.009219528,1.100947438,-2.922915098,-1
662,MODEL1,PARMS,BronInt,1.04070136,13.55712653,0.409742548,-0.882573536,2.883839096,-0.496226155,2.511287686,-6.010106846,-1
663,MODEL1,PARMS,BronInt,1.122991713,13.58689684,0.345735354,-1.076051076,3.915902789,-0.46362912,3.094526208,-8.01013729,-1
664,MODEL1,PARMS,BronInt,1.083645186,15.50823104,0.268110685,-0.994636378,3.554318716,-0.561372374,1.918717268,-3.988642825,-1
665,MODEL1,PARMS,BronInt,1.104433184,10.54534952,0.108463012,-0.455021028,2.090614847,-0.185636283,0.966230049,-2.339311402,-1
666,MODEL1,PARMS,BronInt,1.118780549,-4.531255803,0.147037549,-0.32043378,2.007089574,0.774823408,-1.54267918,2.715804925,-1
667,MODEL1,PARMS,BronInt,1.01287258,8.361350692,0.190663109,-0.319169682,1.057090751,-0.075236019,0.886514933,-2.822270595,-1
668,MODEL1,PARMS,BronInt,1.139159508,-7.224166768,0.068443267,-0.185989555,-0.281671801,1.004243283,-3.003584371,6.389448116,-1
669,MODEL1,PARMS,BronInt,1.215360714,-1.394639076,0.256203399,-0.871008238,3.321661168,0.558270293,-1.710909756,3.722792022,-1
670,MODEL1,PARMS,BronInt,1.104040663,13.59179391,0.104694147,-0.248502501,0.341080277,-0.381522334,1.614283218,-4.132380283,-1
671,MODEL1,PARMS,BronInt,0.969717626,0.106128477,0.162311772,-0.935136158,3.996998962,0.484909081,0.086000854,-1.149284362,-1
672,MODEL1,PARMS,BronInt,1.118838091,-2.369969621,0.038776111,0.415735085,-1.577884848,0.643863772,0.04530035,-1.761448664,-1
673,MODEL1,PARMS,BronInt,1.18683714,7.723110814,-0.00780652,-0.20766861,0.838608461,0.045171059,0.81037366,-2.839792964,-1
674,MODEL1,PARMS,BronInt,1.093424342,5.261505908,0.00602409,0.011541354,-0.043892668,0.185758161,-0.371619136,0.54702574,-1
675,MODEL1,PARMS,BronInt,1.286573167,12.88000555,0.281682061,-0.353177298,0.457181829,-0.42727501,3.21169469,-7.326777728,-1
676,MODEL1,PARMS,BronInt,1.1015718,-2.564530461,0.180990295,-0.625653725,2.509803117,0.637984774,-0.710796074,0.529221431,-1
677,MODEL1,PARMS,BronInt,1.221512511,7.724770785,0.074224928,-0.371622874,1.218975485,0.019856258,-0.171070045,0.392308987,-1
678,MODEL1,PARMS,BronInt,1.148129313,-0.462310296,0.287692714,-0.865182013,3.693354989,0.459145696,0.022572052,-1.249139203,-1
679,MODEL1,PARMS,BronInt,1.060205462,11.32807201,0.3854408,-0.841259661,2.642551559,-0.331397562,1.289273508,-2.782961111,-1
680,MODEL1,PARMS,BronInt,1.05489357,9.676101925,0.404455208,-1.108373813,4.085088062,-0.216528925,0.883946736,-1.652817573,-1
681,MODEL1,PARMS,BronInt,1.051401144,16.51238158,0.404828566,-1.284994396,5.130279241,-0.678625561,3.102125482,-7.172885338,-1
682,MODEL1,PARMS,BronInt,1.111780579,0.803147835,-0.015015064,0.188290158,-1.013976483,0.478285966,-0.797615472,1.451881668,-1
683,MODEL1,PARMS,BronInt,1.043089523,4.963168584,0.249411534,-0.652637236,2.590250189,0.11665249,2.00335352,-5.843099046,-1
684,MODEL1,PARMS,BronInt,1.163794346,7.066501064,0.219717718,-0.819987708,2.556146454,0.027264308,-0.20225214,-0.223457791,-1
685,MODEL1,PARMS,BronInt,1.104857439,6.628203152,0.190238663,-0.493404141,1.980191216,0.02991687,0.871231282,-2.899329992,-1
686,MODEL1,PARMS,BronInt,1.068711458,-2.129566067,0.459564964,-0.69608375,2.59629141,0.503001552,-0.670628269,1.202376324,-1
687,MODEL1,PARMS,BronInt,1.126487622,4.847237205,0.179356891,-0.227833903,0.810345253,0.123640666,0.995970504,-2.474900352,-1
688,MODEL1,PARMS,BronInt,1.04001021,7.257057831,0.172544265,-0.462304061,1.650144449,-0.004705389,1.77937382,-4.736967836,-1
689,MODEL1,PARMS,BronInt,1.08652843,5.583381846,0.15901581,-0.30825126,1.256960829,0.117936604,0.038367902,-0.61171066,-1
690,MODEL1,PARMS,BronInt,1.336565727,2.600617296,0.103318636,-0.479945641,1.833941173,0.355472582,-1.099754845,1.596918344,-1
691,MODEL1,PARMS,BronInt,1.108304756,10.78797967,0.048529102,-0.284070987,1.607361358,-0.195240648,1.644483522,-4.280472583,-1
692,MODEL1,PARMS,BronInt,1.145186331,-1.535513915,0.268047963,-0.667150213,3.000381334,0.533504584,-0.766234437,1.725239012,-1
693,MODEL1,PARMS,BronInt,1.108420147,7.98033548,0.35755415,-0.969575938,3.453790389,-0.082095787,-0.260678242,1.294088248,-1
694,MODEL1,PARMS,BronInt,1.060455795,9.428666689,0.184362253,-0.303904676,1.138906365,-0.154039575,1.531657514,-3.452635546,-1
695,MODEL1,PARMS,BronInt,1.061485732,8.906739259,0.274442842,-0.535110307,1.537682158,-0.144806183,1.483660089,-3.91332174,-1
696,MODEL1,PARMS,BronInt,1.190822399,11.20159865,0.091123817,-0.424104542,1.688843748,-0.20830356,0.122857077,-0.339611757,-1
697,MODEL1,PARMS,BronInt,1.075053433,8.500986378,0.180476757,-0.465694077,1.82021037,-0.098072441,1.51388665,-3.693391762,-1
698,MODEL1,PARMS,BronInt,1.072573794,4.48194985,0.319050049,-0.922363222,3.173975994,0.144472333,1.069073751,-3.312252372,-1
699,MODEL1,PARMS,BronInt,1.079323582,13.7905979,0.180754474,-0.749925185,2.636277248,-0.411092622,1.586172982,-3.399823865,-1
700,MODEL1,PARMS,BronInt,1.123065273,16.34783583,0.050360098,0.074501438,-0.213784676,-0.573756954,1.988710728,-3.945138663,-1
701,MODEL1,PARMS,BronInt,1.135829516,0.872527595,0.175916986,-0.478725986,1.790611848,0.425941055,-1.144067406,2.388316189,-1
702,MODEL1,PARMS,BronInt,1.057311974,9.503132971,0.187151678,-0.384585153,1.264274866,-0.144997474,0.441062214,-0.874133928,-1
703,MODEL1,PARMS,BronInt,1.14853106,4.362778693,0.08210351,-0.363746526,1.716434526,0.229152306,0.348156423,-1.751229267,-1
704,MODEL1,PARMS,BronInt,1.050920621,6.502997973,0.248726632,-0.448171738,0.828310126,0.033334862,-0.141353983,0.742309131,-1
705,MODEL1,PARMS,BronInt,1.097815563,7.877413828,0.24596148,-0.545621066,2.267003463,-0.071069516,1.561788088,-4.33132554,-1
706,MODEL1,PARMS,BronInt,1.222269068,9.123390257,0.173099264,-0.409222263,0.878276765,-0.123155208,1.847295602,-5.697897102,-1
707,MODEL1,PARMS,BronInt,1.131329768,16.66343811,0.038620793,-0.256452086,0.808502609,-0.571516918,2.157724083,-4.501896428,-1
708,MODEL1,PARMS,BronInt,1.184550588,8.687711143,0.044793475,-0.371365033,1.366829554,-0.028241496,0.969609988,-2.926202334,-1
709,MODEL1,PARMS,BronInt,1.027268318,11.6464343,0.054273928,0.142105456,-0.328824179,-0.276936326,2.085211704,-5.093363137,-1
710,MODEL1,PARMS,BronInt,1.077217523,7.498713423,0.403820408,-1.006107149,3.473031489,-0.076337313,0.248768139,-0.189290716,-1
711,MODEL1,PARMS,BronInt,1.08698332,8.780255751,0.206907662,-0.345757732,1.092295871,-0.121370685,1.563893823,-4.038964951,-1
712,MODEL1,PARMS,BronInt,1.230888589,2.335052818,0.189948272,-0.18316993,-0.056638114,0.317562462,-0.565431482,0.957621831,-1
713,MODEL1,PARMS,BronInt,1.158219329,7.311966226,-0.048702273,0.167731162,-0.555498861,0.067515458,-0.162356195,0.121471567,-1
714,MODEL1,PARMS,BronInt,1.289581628,1.033984843,0.329519082,-0.549741557,1.288410481,0.362238038,-0.771325283,1.57961819,-1
715,MODEL1,PARMS,BronInt,1.038413837,11.01250264,0.409696576,-0.818570925,2.236573403,-0.308282058,0.752345973,-1.361729482,-1
716,MODEL1,PARMS,BronInt,1.09501628,8.408445002,0.201665903,-0.394986489,1.443283354,-0.100624945,1.729122429,-4.305017903,-1
717,MODEL1,PARMS,BronInt,1.209337179,0.787655133,0.091606174,-0.565901112,2.678136509,0.463568074,-0.352468369,-0.285342969,-1
718,MODEL1,PARMS,BronInt,1.106408985,6.904958575,0.121239059,-0.305090705,0.985347163,0.045630364,-0.282260122,1.482198399,-1
719,MODEL1,PARMS,BronInt,1.020974732,5.858404254,0.298995896,-0.881045629,3.49049627,0.048582681,0.775080834,-1.740943925,-1
720,MODEL1,PARMS,BronInt,1.176911354,5.702881784,0.27408276,-0.550674387,1.80730363,0.059573916,0.980883533,-2.583168989,-1
721,MODEL1,PARMS,BronInt,1.063254912,-10.34760713,0.378647462,-0.919471938,3.270229316,1.091715449,-2.12447229,3.914785027,-1
722,MODEL1,PARMS,BronInt,1.066227401,5.541876257,0.319755467,-0.96495182,3.542025109,0.082339404,0.237951405,-1.087205183,-1
723,MODEL1,PARMS,BronInt,1.13546523,1.584419322,-0.020073311,-0.311854512,1.70559818,0.452587881,-1.417923219,2.922697591,-1
