SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,ers_tot,ers_tot1,ers_tot2,RB10
1,MODEL1,PARMS,RB10,0.749719947,8.331797295,0.039542431,0.328016169,-1.749484015,-0.303971646,0.13518396,0.6279998,0.130082342,1.144371931,-3.362642023,-1
2,MODEL1,PARMS,RB10,0.811141774,-2.108470683,-0.176915283,0.586236188,-2.397430123,0.417988222,-1.704878371,3.750444265,0.053932951,1.714169251,-4.849538667,-1
3,MODEL1,PARMS,RB10,0.836967797,4.254371316,-0.157289481,0.070805631,0.674576482,-0.076464371,0.430529112,-0.940634355,0.491506876,-0.225379832,-0.243643594,-1
4,MODEL1,PARMS,RB10,0.809346675,13.79131077,0.07550776,-0.251970623,0.826252259,-0.738827933,2.197317952,-4.200451144,0.567761291,-0.826595937,1.68440258,-1
5,MODEL1,PARMS,RB10,0.865445962,15.28965989,0.15411073,-0.794944142,3.322798027,-0.744567768,2.855325281,-6.204816277,0.212458671,0.438520239,-1.668528664,-1
6,MODEL1,PARMS,RB10,0.828651877,11.68640986,-0.193635628,0.137605635,-0.652663254,-0.570892652,1.091704942,-1.504577043,0.724596899,-0.858135467,1.141929547,-1
7,MODEL1,PARMS,RB10,0.771133805,12.38526473,0.1220426,-0.686308676,3.05339266,-0.472042268,1.399276234,-3.062525599,-0.078221128,0.761020457,-1.722560645,-1
8,MODEL1,PARMS,RB10,0.824190089,16.84636722,-0.033400346,0.07355463,-0.382071655,-0.821868773,2.222769466,-4.885248167,0.292667279,0.657925656,-2.222901781,-1
9,MODEL1,PARMS,RB10,0.74575205,4.531771056,0.095900182,-0.312638331,1.065009818,-0.191790675,0.966456928,-2.34515728,0.604303302,-1.054642076,2.036468261,-1
10,MODEL1,PARMS,RB10,0.73298702,5.314511675,-0.164910084,0.42875415,-1.864627168,-0.124767625,-0.24491913,0.823346651,0.43728117,0.376046827,-1.683789391,-1
11,MODEL1,PARMS,RB10,0.786254524,10.54452611,0.309768098,-0.921379992,3.108462744,-0.524777135,1.636160536,-3.588279435,0.260879134,0.657603066,-2.169683266,-1
12,MODEL1,PARMS,RB10,0.742370224,7.833217644,-0.056496309,0.016509075,0.421791365,-0.254432875,0.531783896,-0.972196728,0.234546869,0.618977833,-1.884892683,-1
13,MODEL1,PARMS,RB10,0.808850862,9.475606616,0.039338767,-0.289664144,1.641123775,-0.359178652,0.627215164,-1.29308389,0.205778585,0.445409401,-1.603744148,-1
14,MODEL1,PARMS,RB10,0.818643924,2.672349082,0.155494914,-0.097312274,-0.314632016,0.045876956,0.764858925,-1.352959881,-0.032396085,0.971684121,-2.600394119,-1
15,MODEL1,PARMS,RB10,0.888567886,1.420939791,-0.021489248,0.14509506,-0.271841863,0.077136585,-0.146758343,0.609396274,0.339759104,0.651260832,-2.321796715,-1
16,MODEL1,PARMS,RB10,0.839333878,2.846741488,0.108726641,-0.498786341,2.167521111,0.002852366,-0.634771933,1.655947882,0.297735974,-0.166751909,0.294586209,-1
