SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,ers_tot,ers_tot1,ers_tot2,LUL
251,MODEL1,PARMS,LUL,1.154155823,-2.538333493,0.149601472,-0.021735647,-0.132299386,0.464212753,-2.488657611,5.501778816,0.461506202,0.263752715,-0.877773929,-1
252,MODEL1,PARMS,LUL,1.109176916,-3.349569344,0.255227669,-0.83190422,4.149424979,0.558796121,-2.444766725,5.426871407,0.296751267,0.398397117,-1.682545799,-1
253,MODEL1,PARMS,LUL,1.112782369,1.485440897,0.227306908,-0.406984158,2.359930906,0.150826222,-0.484017187,1.02006366,0.68289368,-0.942913591,1.581882445,-1
254,MODEL1,PARMS,LUL,1.161105135,0.218566559,-0.003485879,0.577510657,-2.516975392,0.45850917,-1.68597835,3.258545227,0.040757601,1.340931211,-3.511557328,-1
255,MODEL1,PARMS,LUL,1.133125262,-0.660570739,0.071261247,0.334421927,-1.247784982,0.418144037,-2.338816988,5.378076819,0.287267999,0.892819947,-2.858717539,-1
256,MODEL1,PARMS,LUL,1.053253356,-0.642008571,-0.020473884,0.158457127,-0.01149343,0.354373642,-0.243842138,-0.167016843,0.671547286,-1.146527743,1.886359254,-1
257,MODEL1,PARMS,LUL,1.059318324,8.231480144,-0.243513789,0.463079495,-1.095902634,0.03773528,-0.400901356,0.517520529,0.16414391,0.525238807,-0.92371963,-1
258,MODEL1,PARMS,LUL,1.094432913,2.810908015,0.242785753,-0.64289144,2.317430107,0.093750432,-0.129226065,-0.080589505,0.651719112,-0.837325991,1.600951523,-1
259,MODEL1,PARMS,LUL,1.03656088,-0.660469438,-0.113281778,0.206229231,-0.230669224,0.393812435,-2.251511793,5.049042426,0.648699136,-0.088232836,-0.548082732,-1
260,MODEL1,PARMS,LUL,1.090300279,4.133051963,-0.070486978,0.365966321,-1.558209997,0.258930305,-1.441849109,3.449209964,0.075575047,1.103971903,-3.477852919,-1
261,MODEL1,PARMS,LUL,1.079268202,-6.327068748,0.122304598,0.134798271,-0.457405032,0.724271421,-2.404816759,5.422279634,0.427649566,-0.34407609,0.216804921,-1
262,MODEL1,PARMS,LUL,1.101022076,-3.44139382,0.273637577,-0.095240842,-0.513402718,0.496119654,-2.348200727,5.452829023,0.460293541,-0.098946532,-0.289665212,-1
263,MODEL1,PARMS,LUL,1.022753832,0.795948177,-0.026309896,0.119553543,0.164116295,0.289954829,-2.24665842,4.88507026,0.616932016,-0.106154319,-0.328001452,-1
264,MODEL1,PARMS,LUL,0.985323437,9.462532074,0.312969272,-0.453934075,1.985343307,-0.342888758,1.249874326,-2.590876445,0.609284169,-0.831576472,1.549968844,-1
265,MODEL1,PARMS,LUL,1.116527023,-0.170052046,0.251561738,-0.209280397,-0.112881683,0.293628476,-0.788420463,1.412248876,0.537663087,-0.568929349,0.594976967,-1
266,MODEL1,PARMS,LUL,1.047813531,-1.320249997,0.130238303,-0.296900576,1.546573709,0.350100182,-2.748362464,6.565211651,0.714977939,-0.361515258,0.085088867,-1
267,MODEL1,PARMS,LUL,0.990254074,-1.413733372,0.188858633,0.340685887,-2.078482912,0.294132268,-1.068160638,2.410676306,0.771701071,-1.151792182,2.033465866,-1
268,MODEL1,PARMS,LUL,1.089915234,1.204216759,0.081778744,0.482239847,-1.922202444,0.269420259,-1.187657155,2.697852913,0.394828377,-0.267105317,0.463837479,-1
269,MODEL1,PARMS,LUL,1.07787304,0.953064344,-0.176526503,0.988625726,-3.715889763,0.39224014,-1.757997202,4.822553428,0.301685882,0.287804709,-1.591046708,-1
270,MODEL1,PARMS,LUL,0.995782558,8.310555661,0.496364373,-0.578218735,1.638183503,-0.29648759,0.650839622,-1.041353871,0.416477893,0.424804018,-1.487915654,-1
271,MODEL1,PARMS,LUL,1.029567991,10.26928944,0.217940858,-0.082620935,0.296388966,-0.346259807,-0.146212629,1.289682069,0.551287596,-0.081295503,-0.691077915,-1
272,MODEL1,PARMS,LUL,1.06642919,3.355870142,0.451548618,-1.295343054,5.009988676,0.048687475,-2.408545444,6.320920621,0.613207317,-1.178192907,3.044171595,-1
273,MODEL1,PARMS,LUL,1.079625466,11.19284959,0.058763136,-0.42191175,2.311516104,-0.148643667,-0.302457933,1.57132553,-0.038243299,0.317860594,-0.937856395,-1
274,MODEL1,PARMS,LUL,1.103663322,0.706580875,0.176077516,0.118585147,-1.259144193,0.262049177,-2.543543702,6.61336789,0.511132541,0.00749766,-0.553376712,-1
275,MODEL1,PARMS,LUL,1.036292777,0.38456797,0.12629629,-0.136755475,0.785348717,0.290429715,-1.632637327,3.54915428,0.525510305,-0.330173418,0.513256629,-1
276,MODEL1,PARMS,LUL,1.061409447,-2.933804567,-0.158073281,0.75100999,-2.577898144,0.4814305,-1.171431764,2.121709733,0.827954993,-1.837481179,3.865350089,-1
277,MODEL1,PARMS,LUL,1.068172762,-0.787333482,0.397746148,-0.918452758,3.579164205,0.264749969,-1.87833462,5.290846134,0.650690957,-0.564623937,0.355269246,-1
278,MODEL1,PARMS,LUL,1.038694797,7.928655245,0.309483751,-1.134053517,4.47292037,-0.215746279,-0.255379604,0.764306659,0.679455112,-0.887678411,1.284240369,-1
279,MODEL1,PARMS,LUL,1.108711847,10.20784505,0.086345241,-0.502702941,2.431427307,-0.200551097,-0.16361577,0.383095593,0.3196698,-0.348048288,0.507999635,-1
280,MODEL1,PARMS,LUL,1.049753831,4.006789692,0.060576778,-0.099589941,0.395794856,0.134574871,-1.722126506,4.105728582,0.399258282,0.200304689,-0.928720721,-1
281,MODEL1,PARMS,LUL,1.125444568,0.189380107,0.108776915,0.004183204,0.496068899,0.175696323,-0.963174356,2.765847508,0.964179921,-1.476833201,2.097301545,-1
282,MODEL1,PARMS,LUL,1.108803818,3.620149843,0.145601205,-0.123662888,1.105765603,0.045413946,-0.578910882,1.765241156,0.652510983,-0.853770606,1.477298934,-1
283,MODEL1,PARMS,LUL,1.040395608,7.996921783,0.290308725,-0.333045122,1.029735975,-0.151082625,-0.940287478,2.575595961,0.246125534,1.099664753,-2.869892392,-1
284,MODEL1,PARMS,LUL,1.125329424,-0.458221951,0.200474773,-0.052339582,-0.190022798,0.37773419,-2.14975135,4.953158247,0.246691319,1.550022272,-4.466357443,-1
285,MODEL1,PARMS,LUL,1.046448746,12.82584205,0.052375231,0.227776158,-1.024146602,-0.536756906,1.324206886,-2.226485771,0.825078354,-1.086751734,1.477697302,-1
286,MODEL1,PARMS,LUL,1.107544783,15.59002805,0.031339883,0.274670242,-1.032387725,-0.651014013,1.694435471,-2.917255737,0.660122828,-0.593499006,0.712927707,-1
287,MODEL1,PARMS,LUL,1.032389709,14.76267611,0.248424225,-0.589065095,2.608192059,-0.614550042,1.553825949,-3.110249888,0.546147986,-0.330674766,0.434912911,-1
288,MODEL1,PARMS,LUL,1.004065384,11.28043197,-0.158151118,0.722558026,-2.793574542,-0.197412519,-0.896114376,3.451798926,0.19652155,0.582054911,-1.598831943,-1
289,MODEL1,PARMS,LUL,0.968241663,10.09547318,0.052126222,0.170797848,-0.536286714,-0.252454791,-1.162247772,3.612453244,0.478263454,-0.25019822,0.17063447,-1
290,MODEL1,PARMS,LUL,1.119926457,1.680209605,0.211050068,-0.502490823,2.514187815,0.268236488,-0.586404367,1.01628785,0.264752173,0.125486415,-0.746594358,-1
291,MODEL1,PARMS,LUL,1.03360219,-4.074718254,0.181263215,0.007701437,-0.493620078,0.535069073,-2.01074834,4.451212133,0.523132199,0.289466181,-1.872922687,-1
292,MODEL1,PARMS,LUL,1.048592544,4.770764244,0.290942164,-0.431006585,1.762172525,-0.02624318,-1.091750228,3.061669797,0.54648458,0.038826171,-1.127093315,-1
293,MODEL1,PARMS,LUL,1.01659951,4.518377543,0.43909323,-1.240963367,5.215912792,0.069008259,-0.287712351,0.331978267,0.214521828,0.001954958,-0.061503396,-1
294,MODEL1,PARMS,LUL,0.973942966,12.01904971,0.334631012,-0.412703502,1.187573599,-0.36601006,1.022571885,-2.104913783,0.12074148,0.553466569,-1.032257493,-1
295,MODEL1,PARMS,LUL,1.186829707,7.30685763,0.281354693,-0.806527579,3.05349178,-0.155719866,-0.616735243,2.411335887,0.539548506,0.150406514,-1.622758679,-1
296,MODEL1,PARMS,LUL,1.169307773,8.877906084,0.34815684,-0.194478988,-0.121711373,-0.175100871,1.910135979,-5.359982224,0.060133923,0.995335987,-2.454868615,-1
297,MODEL1,PARMS,LUL,1.166666633,3.110697717,0.173215361,-0.391047477,1.652601599,0.120506171,-1.400177919,3.830246688,0.532803986,-0.162734089,-0.550155853,-1
298,MODEL1,PARMS,LUL,1.036567289,4.34643447,0.258066822,-0.780148106,3.270472206,0.055696407,-1.08158125,3.11842672,0.476804793,-0.145344548,-0.097664436,-1
299,MODEL1,PARMS,LUL,1.130091865,-1.238173737,0.14865284,-0.232085734,0.96083728,0.49351441,-3.625143703,9.488237026,0.223384233,0.872718896,-3.037022046,-1
300,MODEL1,PARMS,LUL,1.000998644,19.68965862,0.268933694,-0.384633203,1.739916212,-0.791093474,1.901489961,-3.044268938,0.109619347,0.425807593,-1.243324562,-1
301,MODEL1,PARMS,LUL,1.11065936,5.255601997,0.088451062,0.342798322,-1.469568766,-0.004698327,-0.793267412,2.475438751,0.53741269,-0.61226295,0.799717764,-1
302,MODEL1,PARMS,LUL,1.081399593,1.529648472,0.275182834,0.256564764,-1.910059105,0.2899023,-3.641657558,10.32691356,0.083194224,1.613043689,-4.378986207,-1
303,MODEL1,PARMS,LUL,1.045851207,7.955919158,0.369262715,-0.524451966,1.608359903,-0.19563158,-1.281520149,4.164070573,0.372067216,0.406006614,-1.594846322,-1
304,MODEL1,PARMS,LUL,1.099904353,-0.562747828,0.10812384,0.213163735,-0.350238874,0.354040259,-0.623788184,1.15760202,0.495331892,-0.746104997,1.370129316,-1
305,MODEL1,PARMS,LUL,1.13802991,17.0657179,0.131806246,0.136064553,-0.703418825,-0.768829346,0.24000929,1.756861122,0.722272029,-1.02401891,1.457028609,-1
306,MODEL1,PARMS,LUL,1.046377896,11.23312451,0.169066559,-0.240609201,1.380407078,-0.42319409,0.86440443,-1.176778217,0.681741679,-0.992675966,1.60578628,-1
307,MODEL1,PARMS,LUL,1.131128325,17.31742274,0.284255004,-0.699765644,3.21987384,-0.681184835,-1.250756448,5.577038802,0.264817788,1.049499072,-3.525654919,-1
308,MODEL1,PARMS,LUL,1.04344035,3.473216232,0.25605437,0.052571303,-0.747047136,-0.069213874,-0.091274899,0.826532675,0.913735063,-0.771659761,0.465394027,-1
309,MODEL1,PARMS,LUL,1.045746533,3.124726742,0.322082239,-0.482481929,1.669600623,0.311800354,-0.693959689,1.568134469,-0.407622757,2.50066547,-6.219884746,-1
310,MODEL1,PARMS,LUL,1.02482113,9.067316785,-0.03005621,0.122281443,-0.172228636,-0.21283934,0.138462981,0.288251353,0.613488512,-0.874112496,1.570961907,-1
311,MODEL1,PARMS,LUL,1.10820785,-1.11552167,-0.071564864,0.2276066,-0.069722647,0.57638167,-2.841184279,7.150757333,0.04091979,1.391061828,-4.217624631,-1
312,MODEL1,PARMS,LUL,1.100213497,8.138867539,0.026569676,0.739879744,-3.311098466,-0.127202108,-0.582630918,2.520604826,0.389922601,-0.218736904,0.068324788,-1
313,MODEL1,PARMS,LUL,1.044645303,-1.468278254,-0.117855969,0.200684037,-0.082051432,0.512489935,-1.502917671,3.118252456,0.449710988,-0.501074051,0.826425601,-1
314,MODEL1,PARMS,LUL,1.041101118,1.084071373,-0.075093003,0.447831452,-1.561916592,0.363231485,-3.478235515,9.295877771,0.356293664,0.664764583,-2.795433437,-1
315,MODEL1,PARMS,LUL,1.080620717,-1.986256555,0.091230409,0.089282013,-0.131818125,0.605283714,-2.814984359,6.976598799,-0.041169609,1.404203668,-3.797911364,-1
316,MODEL1,PARMS,LUL,1.129886812,18.38054672,0.05680428,-0.093877758,1.045852403,-0.727837842,0.484159495,0.114931028,0.379660994,0.903693216,-3.274955696,-1
317,MODEL1,PARMS,LUL,1.000593774,13.70059475,0.35064353,-0.401976349,1.375277846,-0.368375382,1.247510156,-2.325681923,-0.275788281,1.896425676,-4.67692245,-1
318,MODEL1,PARMS,LUL,1.153369172,1.08004171,0.067667864,0.366113868,-1.056524801,0.264870127,-2.21435874,5.987261669,0.43181573,0.991276802,-3.741417393,-1
319,MODEL1,PARMS,LUL,1.133594458,7.367183832,0.008594985,0.38205047,-1.365478687,-0.05590104,0.309757157,-0.84997826,0.319101222,0.158075061,-1.033952219,-1
320,MODEL1,PARMS,LUL,1.077527557,3.316152625,-0.033482384,0.216898002,-0.257840281,0.342813908,-2.474821317,6.463340528,-0.118383266,1.531983306,-3.759314827,-1
321,MODEL1,PARMS,LUL,0.985516493,5.611444071,0.062382475,0.088801702,-0.005802784,0.063541127,-1.56820137,4.672901632,0.256042204,0.81698189,-2.716705923,-1
322,MODEL1,PARMS,LUL,1.052755185,-5.393722748,0.318401305,-0.599154421,2.746274122,0.643900003,-2.764861568,6.1592121,0.337221274,0.459749354,-1.664234372,-1
323,MODEL1,PARMS,LUL,0.981670147,10.1310622,0.165951264,-0.441660659,2.18837202,-0.2185118,0.553297905,-1.483396651,0.249230704,0.03415535,-0.301078784,-1
324,MODEL1,PARMS,LUL,1.089306735,14.52023937,0.153562884,0.136215948,-1.178479344,-0.466832725,1.032797332,-1.797060383,0.120187066,1.0511505,-2.968643763,-1
325,MODEL1,PARMS,LUL,1.05232727,3.914732287,0.172994466,-0.332171568,0.970588337,0.116891314,-0.822868295,1.330888872,0.352598334,0.31412785,-0.560047728,-1
326,MODEL1,PARMS,LUL,1.088229261,0.455611599,0.281488831,-0.519995031,2.320980015,0.325733012,-1.342501236,2.38809098,0.262370395,0.289109147,-1.137783949,-1
327,MODEL1,PARMS,LUL,1.104460666,2.645287013,0.442913954,-1.04067022,4.209489185,0.080985258,-0.505752818,1.781875356,0.524781614,-0.491954631,0.505957864,-1
328,MODEL1,PARMS,LUL,1.110801693,9.330992789,-0.137669307,0.814918541,-3.327428182,-0.045494478,-0.735832237,2.527065112,-0.000193524,1.69504078,-4.498458559,-1
329,MODEL1,PARMS,LUL,1.185504237,20.00031966,0.178082617,-0.154673601,0.18838308,-0.881451236,0.573812771,0.102608915,0.507620802,0.229989492,-1.441880933,-1
330,MODEL1,PARMS,LUL,1.014802647,8.380575369,0.049679636,0.60543638,-2.548558938,-0.243919863,0.499558003,-0.516643672,0.743951763,-1.425363325,2.649410988,-1
331,MODEL1,PARMS,LUL,0.997490266,2.515111342,0.055853749,-0.099187686,1.164782827,0.30101877,-3.354764558,8.707003708,0.11088439,1.655107049,-4.347939747,-1
332,MODEL1,PARMS,LUL,1.022191396,2.929769321,0.225801531,-0.269778915,1.205248523,0.139066944,-2.636068998,6.67320811,0.41999694,0.692597464,-2.371202637,-1
333,MODEL1,PARMS,LUL,1.041658389,14.19695195,0.173086057,-0.114897389,0.370189155,-0.558734806,-0.232914032,1.750671503,0.52319603,0.139321201,-0.954527041,-1
334,MODEL1,PARMS,LUL,1.130797951,-0.600152908,0.167541936,-0.093100867,0.435231376,0.374316165,-2.573120017,6.385318817,0.377742791,0.731971106,-2.469074004,-1
335,MODEL1,PARMS,LUL,1.011581211,5.948750303,0.06955618,-0.00193045,0.392669207,0.098292514,-0.560146158,1.014424169,0.062170182,1.126068688,-2.858854172,-1
336,MODEL1,PARMS,LUL,1.101807453,4.649524836,0.290834732,-0.311674788,0.873067572,0.013689179,1.404982997,-3.095509355,0.37614057,-0.613327407,1.420602326,-1
337,MODEL1,PARMS,LUL,1.073564752,4.283624014,0.24781398,-0.104201212,-0.020630481,0.136239793,-1.893564731,5.586690703,0.084161168,0.974658425,-2.620947295,-1
338,MODEL1,PARMS,LUL,1.146766666,9.377285677,0.060308772,-0.093841603,0.548786888,-0.197503295,0.398122324,-1.280891045,0.412415696,0.305134072,-1.241633043,-1
339,MODEL1,PARMS,LUL,0.978505708,-11.3379161,0.181652819,0.139830438,-1.045010221,0.953503143,-3.16445597,6.588526266,0.663295776,-1.101607172,1.774542822,-1
340,MODEL1,PARMS,LUL,1.130140961,12.60955282,0.163948478,-0.009487082,0.235698351,-0.615413241,2.450696264,-5.339487144,1.009540419,-1.567870279,2.651769239,-1
341,MODEL1,PARMS,LUL,1.006638405,9.022051028,0.223474557,0.111567799,-1.09910822,-0.322149908,0.75696816,-0.367129327,0.742078518,-1.382974689,2.139909194,-1
342,MODEL1,PARMS,LUL,1.028426923,12.81588868,0.189960321,-0.129355771,0.878928586,-0.534105954,0.8680205,-1.254468857,0.678625748,-0.219487886,-0.340424252,-1
343,MODEL1,PARMS,LUL,1.058685108,-9.751894557,0.315732007,-0.479956522,1.862460748,0.861935521,-3.387169075,7.11659011,0.517967151,-0.170419338,-0.397328116,-1
344,MODEL1,PARMS,LUL,1.150536873,3.475765301,0.137372169,-0.441918825,2.438188422,0.117131541,-1.04780798,3.01576384,0.48158026,-0.176699053,0.062209444,-1
345,MODEL1,PARMS,LUL,1.143053848,18.16162746,0.215209102,-0.413071127,1.294442262,-0.640181804,1.018637985,-1.452440484,-0.015461437,0.540631925,-1.074099832,-1
346,MODEL1,PARMS,LUL,1.121880649,6.048829761,0.100374881,0.168872413,-0.668880846,-0.117762141,0.729754144,-1.511666091,0.758558393,-1.204078619,2.063581396,-1
347,MODEL1,PARMS,LUL,1.038516279,8.743595036,0.244312508,-0.516968567,2.008875133,-0.363957527,-0.092344798,1.371743494,0.933758226,-1.135313763,1.794914138,-1
348,MODEL1,PARMS,LUL,1.034232028,6.88110824,0.123226233,-0.086371895,0.534597057,-0.017818583,-0.282695337,0.446114586,0.215264238,0.800477639,-2.196788352,-1
349,MODEL1,PARMS,LUL,1.104722013,0.104308078,0.3834347,-0.773949021,2.915764683,0.206622338,-1.088675435,2.305473145,0.6214183,-0.227718696,-0.431654198,-1
350,MODEL1,PARMS,LUL,1.008630803,4.425420592,0.439714803,-0.375125938,0.983398893,-0.162328967,0.05637211,0.374835228,0.922986381,-1.510027064,2.548362595,-1
351,MODEL1,PARMS,LUL,1.04663593,8.996599926,0.131635024,-0.128345258,0.382573879,-0.1855221,1.360641121,-3.229618036,0.378008232,-0.474384143,0.881332256,-1
352,MODEL1,PARMS,LUL,1.07751894,9.239120888,0.476541161,-0.804608538,2.548626444,-0.421878228,-0.546591401,2.690263719,0.854302132,-1.340998137,2.080527946,-1
353,MODEL1,PARMS,LUL,1.012439925,1.358254449,0.050878108,-0.091274145,0.994829029,0.204591261,-0.263377762,0.715516333,0.712186511,-1.229692695,2.053448532,-1
354,MODEL1,PARMS,LUL,1.04512261,22.14365497,0.180528968,-0.396651153,1.699313105,-1.101958974,1.989366259,-2.760736427,0.792879146,-1.101519028,1.919386486,-1
355,MODEL1,PARMS,LUL,0.908176646,9.79642805,-0.088484487,0.682498018,-2.959976483,-0.197660236,0.478839362,-1.169891768,0.479918842,-0.757872586,1.639790186,-1
356,MODEL1,PARMS,LUL,1.070565264,10.11609136,0.002567547,0.706161358,-2.774097735,-0.243326501,1.381343207,-2.797195869,0.345345088,0.095851251,-1.038127495,-1
357,MODEL1,PARMS,LUL,1.104186577,21.27502948,-0.107274465,0.064605271,-0.311380476,-0.673695831,1.602679769,-2.764331432,-0.240519627,1.590624805,-3.343934661,-1
358,MODEL1,PARMS,LUL,1.07375687,12.64455469,-0.009780839,0.535220945,-2.326567692,-0.490657919,1.262020257,-2.356209423,0.76784909,-1.192404806,2.472104938,-1
359,MODEL1,PARMS,LUL,1.287760027,2.167906653,0.309562306,-0.520049759,1.564724167,0.134960437,-1.970904881,6.047543296,0.509636856,0.488666994,-2.701916763,-1
360,MODEL1,PARMS,LUL,1.223500382,11.96324721,-0.047563526,0.288878606,-0.231992926,-0.266998664,-1.475149388,5.475147191,0.182521129,1.411690797,-4.589353404,-1
361,MODEL1,PARMS,LUL,1.08939961,9.467573185,0.027167001,0.616224547,-2.33092707,-0.113139911,-0.729390729,2.230824281,0.066515643,0.722518875,-1.688403162,-1
362,MODEL1,PARMS,LUL,1.073394057,5.93365156,0.237992181,0.130647639,-0.818263746,-0.020733628,-0.90039252,3.069052014,0.199849425,1.224224479,-3.200861652,-1
363,MODEL1,PARMS,LUL,1.000648217,8.575667211,0.106260236,0.189268219,-0.891412257,-0.274416934,0.842423328,-1.566592746,0.710263032,-0.781322069,1.002180142,-1
364,MODEL1,PARMS,LUL,1.007762846,7.553476657,0.122197391,0.345635339,-1.099015424,-0.099540809,-0.361144665,1.420151386,0.27176949,0.76348234,-2.31399827,-1
365,MODEL1,PARMS,LUL,1.015495513,8.51698819,-0.267143356,0.901847,-3.137406268,-0.126718847,0.056283609,-0.234859427,0.647881281,-0.796821995,1.636414961,-1
366,MODEL1,PARMS,LUL,1.013614951,-2.331368336,0.072627825,0.168324491,-0.43259416,0.39282186,-2.240566757,6.042905729,0.779355574,-0.595309264,0.179728696,-1
367,MODEL1,PARMS,LUL,1.067810107,12.07688146,0.142735503,0.118555406,-1.406457321,-0.366914225,0.922201368,-1.811630198,0.301713445,0.093977462,-0.43447943,-1
368,MODEL1,PARMS,LUL,1.062581111,3.488887965,0.145895379,-0.461070337,1.920041476,0.131357378,-0.310930624,0.615778519,0.457059969,-0.46637584,0.912794863,-1
369,MODEL1,PARMS,LUL,1.098768717,-3.587265406,0.227897514,-0.593258163,2.841909546,0.490211715,-1.925168724,4.588578893,0.646305108,-1.282126952,2.263896671,-1
370,MODEL1,PARMS,LUL,1.003563938,-7.951212243,0.134218712,0.037013704,-0.399330867,0.841555061,-3.149151817,6.707827061,0.372679515,0.091418624,-0.837841436,-1
371,MODEL1,PARMS,LUL,1.121641235,10.86180365,0.270941907,-0.407069108,1.717114823,-0.208498354,-0.359965712,2.3088403,-0.125500748,1.763366717,-4.722969098,-1
372,MODEL1,PARMS,LUL,1.025827015,3.744824231,0.067573124,0.062475188,0.112031076,0.18292031,-0.534778351,1.498074733,0.179944002,0.873932115,-2.574529148,-1
373,MODEL1,PARMS,LUL,1.052211992,4.69698391,0.139134856,0.039486794,0.182199839,0.026080509,-0.946893061,1.996724741,0.53117183,-0.671062091,1.429389629,-1
374,MODEL1,PARMS,LUL,1.011654448,15.6068414,0.129059174,0.10161649,-0.384723297,-0.727598348,-0.01554988,1.128235152,0.84807814,-0.49165186,0.197893194,-1
375,MODEL1,PARMS,LUL,1.032935386,2.40121285,0.227880522,-0.134022477,0.316786138,0.049901334,-0.877671202,2.215394788,0.869092146,-1.543007338,2.678992664,-1
376,MODEL1,PARMS,LUL,1.035100744,5.604123588,0.147713313,-0.030814378,0.080856471,-0.016840454,0.720418356,-1.75481831,0.463554672,-0.988104942,2.221908841,-1
377,MODEL1,PARMS,LUL,1.133076156,6.028554261,0.033107951,0.478564088,-1.926250713,-0.162143887,-0.289759186,1.363723117,1.012572578,-1.814997641,3.417929747,-1
378,MODEL1,PARMS,LUL,1.075729251,11.24164425,0.111696104,0.195509585,-0.640735069,-0.159290934,0.569798719,-0.711938489,-0.332456862,2.6479273,-6.617501879,-1
379,MODEL1,PARMS,LUL,1.084240375,3.917440686,-0.103944088,0.347615588,-0.761994146,0.185240082,-1.37601095,3.630593684,0.392786284,0.032216219,-1.106675995,-1
380,MODEL1,PARMS,LUL,1.096443443,10.76749522,0.124169928,0.347753704,-1.447191783,-0.426843281,1.387875771,-2.712414074,0.779298743,-0.608881072,0.111139028,-1
381,MODEL1,PARMS,LUL,1.101272373,15.49039787,0.181427952,0.218530866,-1.517330483,-0.712142549,1.57330666,-2.784749675,0.754075107,-0.905068775,1.42637927,-1
382,MODEL1,PARMS,LUL,1.087518017,-0.490639386,0.438573347,-0.25940347,0.653959889,0.168552699,-1.742135313,4.721373249,0.705289823,0.031084872,-0.717377294,-1
383,MODEL1,PARMS,LUL,1.065422925,1.468779134,0.14112931,-0.426481638,2.770384763,0.218976202,-0.386249708,0.767886611,0.528681456,-0.471245224,0.45580692,-1
384,MODEL1,PARMS,LUL,1.100306286,5.572102458,0.354056504,-0.706575186,2.281368031,-0.050068944,-0.387754887,1.23349163,0.430350417,-0.097732603,-0.540414476,-1
385,MODEL1,PARMS,LUL,0.976296523,3.03072546,0.079962238,-0.15589947,0.900936676,0.315804483,-2.388211518,5.853172944,-0.04119769,1.412302816,-3.486483889,-1
386,MODEL1,PARMS,LUL,1.040894154,5.318408908,0.046967825,0.241904371,-1.370178539,-0.004946014,-0.683744359,1.994057647,0.606081665,-0.931036859,1.858207586,-1
387,MODEL1,PARMS,LUL,1.168211059,8.854884809,-0.112229249,0.844358144,-3.307394881,-0.061934608,-0.345048792,2.198015919,0.087148335,0.796770404,-2.49150719,-1
388,MODEL1,PARMS,LUL,0.956458372,4.31506662,0.068928043,0.130852542,-0.253522566,0.247622776,-2.203834417,5.590868513,-0.117689623,1.717601431,-4.166670079,-1
389,MODEL1,PARMS,LUL,1.138836586,9.875094777,-0.095667451,0.514130543,-1.475575778,-0.156890992,-0.402918738,1.664853083,0.258112387,0.385387103,-1.142327028,-1
390,MODEL1,PARMS,LUL,0.950042306,11.45131155,0.063463596,0.237072531,-0.281609255,-0.304186245,-0.348925408,1.55081305,0.28926907,0.732565594,-2.525116898,-1
391,MODEL1,PARMS,LUL,1.037178338,5.230572208,0.043273812,0.124552407,-0.063232163,0.07332431,-1.533454383,3.768252219,0.345247743,0.377729674,-1.183148381,-1
392,MODEL1,PARMS,LUL,1.006941637,-5.651336015,0.265245639,-0.412096217,1.413324538,0.652871648,-2.766334928,5.748327029,0.439838803,0.103176587,-0.463330447,-1
393,MODEL1,PARMS,LUL,1.008162546,-1.186170177,0.316231235,-0.406037948,0.884707102,0.525298854,-2.302781088,5.542154559,-0.180097558,2.216374252,-5.8823602,-1
394,MODEL1,PARMS,LUL,1.070559178,2.183953002,0.054787394,0.142797079,-0.724686455,0.335699284,-2.38294043,5.542770979,0.049208938,1.533249387,-4.107256716,-1
395,MODEL1,PARMS,LUL,1.041106846,-5.85971017,0.057360848,0.132274723,-0.261252258,0.726903272,-2.929233101,6.421525905,0.38184672,-0.015504985,-0.425584337,-1
396,MODEL1,PARMS,LUL,1.036943321,7.950838594,0.255299828,-0.164299897,0.733057853,-0.254162352,-0.015249893,1.098661819,0.667479386,-0.79815234,1.138687296,-1
397,MODEL1,PARMS,LUL,0.979857629,-4.102175817,0.329796506,-0.490701362,1.892819588,0.539425144,-1.592711772,2.875061672,0.390393133,0.208946075,-1.079804321,-1
398,MODEL1,PARMS,LUL,1.04507971,7.954029011,0.020617965,0.008636663,0.647270849,-0.09341742,-0.445742282,1.250508342,0.422260255,-0.613470036,1.416861951,-1
399,MODEL1,PARMS,LUL,1.012759814,3.05716747,0.0930008,0.022789472,0.318437808,0.206300803,-0.713961389,2.107839681,0.23063703,0.508790686,-2.173897057,-1
400,MODEL1,PARMS,LUL,1.03991599,20.70298516,0.318266633,-0.631647762,2.647467265,-1.201141979,2.64520744,-4.403571521,1.322233452,-2.900456169,5.70770841,-1
401,MODEL1,PARMS,LUL,1.069906096,12.10372481,-0.045922227,0.55828009,-1.728518615,-0.42013221,0.830223825,-1.749577619,0.679386513,-0.643918488,0.781579599,-1
402,MODEL1,PARMS,LUL,1.069437957,16.614532,0.040397377,0.478632836,-1.329184994,-0.693873487,1.646529996,-2.753721677,0.544634769,-0.308328086,0.182437781,-1
403,MODEL1,PARMS,LUL,1.087721121,3.735359298,0.198207169,0.211903087,-0.582196896,0.029193555,-0.40703947,1.30509,0.611451014,-0.783590563,1.269957999,-1
404,MODEL1,PARMS,LUL,1.002508883,11.64912542,0.038487921,0.562483079,-2.389237225,-0.398770222,0.029598081,1.220394781,0.589149051,-0.596886698,0.71228809,-1
