SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,ers_tot,ers_tot1,ers_tot2,BronInt
876,MODEL1,PARMS,BronInt,1.225835839,-6.352881551,0.091576897,0.215376199,-1.433013188,0.693959301,-2.088320004,3.984928052,0.922297887,-2.417975048,5.064059387,-1
877,MODEL1,PARMS,BronInt,1.132626799,-4.231152163,0.424967294,-0.586947413,1.543480953,0.701843629,-1.468758679,4.050995414,0.030292157,-0.07408044,0.061009897,-1
878,MODEL1,PARMS,BronInt,1.201895412,-5.223532728,0.262548758,-0.607263459,3.049703185,0.698502498,-1.845431706,3.023139652,0.446625717,-0.321587446,0.409636552,-1
879,MODEL1,PARMS,BronInt,1.262543381,0.929959882,-0.052082199,0.080384652,0.645323722,0.423682939,0.487264134,-2.0472718,0.438973915,-2.039243816,4.907279065,-1
880,MODEL1,PARMS,BronInt,1.218156108,10.96118092,0.29673451,-0.712054341,2.557906141,-0.238471877,1.290753941,-2.241509005,0.269705325,-0.528204319,0.97473134,-1
881,MODEL1,PARMS,BronInt,1.214353152,-0.619320562,0.459369514,-1.137256869,4.0077523,0.456776221,-0.363130006,0.169748687,0.130876471,-0.160746757,0.449257306,-1
882,MODEL1,PARMS,BronInt,1.106232383,10.02956579,0.052413747,-0.033360854,-0.215312488,0.013080366,0.17319645,-0.88920021,-0.119700117,0.83249048,-2.413271252,-1
883,MODEL1,PARMS,BronInt,1.288625577,-14.51971937,0.141707938,0.206982556,-1.621061194,1.380429717,-4.237605464,9.007264007,0.101584879,-0.065503923,0.246355719,-1
884,MODEL1,PARMS,BronInt,1.175752733,7.402728494,0.215538439,-0.526235128,2.302816314,0.103329034,-0.132715213,0.005272607,-0.087197532,0.343344288,-0.408430682,-1
885,MODEL1,PARMS,BronInt,1.262133215,-23.50649923,0.274182027,-0.193031471,0.180703611,1.720121573,-4.976855873,9.905624066,0.750667734,-2.250685952,4.90654167,-1
886,MODEL1,PARMS,BronInt,1.20218102,15.77788302,0.484022138,-1.02263175,3.107295045,-0.631216911,1.055965126,-2.143845982,0.453184307,-0.312758265,0.49607606,-1
887,MODEL1,PARMS,BronInt,1.150185357,10.29898327,0.070419797,-0.542171088,2.23180756,-0.001519725,0.039591213,0.943010805,-0.095141113,0.090730208,-0.196191679,-1
888,MODEL1,PARMS,BronInt,1.167252456,10.96137038,-0.137097159,0.305480469,-0.843900334,-0.141748271,1.101217926,-1.786678401,0.381781147,-0.739240486,0.944214694,-1
889,MODEL1,PARMS,BronInt,1.219604565,-5.443170661,0.135334164,-0.129045932,0.065559805,0.595999476,-1.652158001,4.131333949,1.022563096,-2.549983374,4.872224118,-1
890,MODEL1,PARMS,BronInt,1.285752983,16.9194219,0.363480291,-0.519998929,0.779497712,-0.715264565,2.363978152,-4.894934186,0.613139395,-1.258362518,2.795363379,-1
891,MODEL1,PARMS,BronInt,1.211618669,7.817757273,0.346273905,-1.169286195,4.59626343,0.015186499,0.963176523,-1.907180331,0.069388315,-0.621041253,1.517015403,-1
892,MODEL1,PARMS,BronInt,1.325802509,-11.58978128,0.336805861,-1.238566709,5.383294482,1.051130386,-2.757845497,6.501260464,0.583286635,-1.420283198,2.304615942,-1
893,MODEL1,PARMS,BronInt,1.230307757,13.66526359,0.260222091,-0.628448756,1.829782424,-0.454825384,0.460833696,-0.159289395,0.474419554,-0.375858861,0.737665809,-1
894,MODEL1,PARMS,BronInt,1.268756974,11.64164911,-0.108148778,0.489036531,-1.583067033,-0.292190558,0.120708115,1.62199228,0.752523777,-1.855010496,3.306683958,-1
895,MODEL1,PARMS,BronInt,1.164609219,18.59009854,-0.111630657,0.33846503,-1.058883596,-0.563751496,1.871308619,-3.497518197,0.186282545,0.054654027,-0.765169094,-1
896,MODEL1,PARMS,BronInt,1.223581937,-6.870679612,0.113484783,-0.247861691,0.490970158,0.736891768,-1.837603614,4.593443194,0.909958198,-2.947127943,6.114510252,-1
897,MODEL1,PARMS,BronInt,1.272793644,-2.343922133,0.251332395,-0.888509615,3.326843654,0.57546851,-2.43852889,5.809151658,0.256229488,0.290653016,-1.009867014,-1
898,MODEL1,PARMS,BronInt,1.255472162,1.919135748,-0.029017951,-0.418948892,2.616121049,0.249005553,0.050094993,-0.354539893,0.86694374,-2.477954479,5.463910413,-1
899,MODEL1,PARMS,BronInt,1.024824003,-3.353412995,0.39824849,-0.158730808,-0.698118223,0.543112497,-1.041936897,2.595778616,0.338145286,0.10984775,-1.312465597,-1
900,MODEL1,PARMS,BronInt,1.251373743,-2.412891579,-0.000917081,0.156006256,-0.714811768,0.756532454,-1.909945548,4.660605181,-0.152916029,0.516546789,-0.779620348,-1
901,MODEL1,PARMS,BronInt,1.175931106,3.989489546,0.361833179,-0.703368979,2.019204706,0.161625237,-0.927385831,3.04983213,0.272908413,-0.050490978,-0.78056634,-1
902,MODEL1,PARMS,BronInt,1.193920674,-2.637874894,0.216932738,-0.258592792,0.814120688,0.620160414,-0.360429838,-0.03898192,0.09969237,0.707866161,-1.87662657,-1
903,MODEL1,PARMS,BronInt,1.131842356,1.814430255,-0.100069428,0.517981643,-2.406865334,0.411361483,-0.490748565,0.950274534,0.303917291,-0.203889116,-0.015102448,-1
904,MODEL1,PARMS,BronInt,1.110024102,-15.44124392,0.01635622,0.42198143,-2.425172465,1.557542354,-3.993444256,7.94456626,-0.147965185,0.367916964,-0.630599847,-1
905,MODEL1,PARMS,BronInt,1.255544971,-28.75559175,0.328784227,-0.482013736,1.498297527,2.146088829,-4.831255732,9.054325019,0.177983403,0.142608443,-0.527382866,-1
906,MODEL1,PARMS,BronInt,1.255360476,-6.500274901,0.307782187,-0.234655324,-0.394760999,0.799424762,-1.401245183,2.113964096,0.20017985,0.455812077,-1.338284253,-1
907,MODEL1,PARMS,BronInt,1.153950059,-2.486431671,0.29321801,-0.421411476,1.060216443,0.607941507,-2.74545892,6.428968299,0.156929666,0.230299031,-0.925416836,-1
908,MODEL1,PARMS,BronInt,1.302484636,-26.14242281,-0.006553294,0.281169321,-1.801269029,2.10701746,-6.218908191,11.97438422,0.257746579,-0.944681282,2.603920183,-1
