SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,ers_tot,ers_tot1,ers_tot2,LLB6
322,MODEL1,PARMS,LLB6,1.101740152,-0.320204819,0.347363053,-1.028238404,3.583000307,0.339357585,-0.7054952,0.529596098,0.365723263,0.054023515,-0.133668983,-1
323,MODEL1,PARMS,LLB6,1.244233681,3.695271029,0.329458835,-0.914927977,3.08349079,0.391210649,-2.138251683,4.718182156,-0.65777947,2.697214041,-5.877743709,-1
324,MODEL1,PARMS,LLB6,1.182704624,7.797853584,0.137066411,-0.103247763,0.228410832,0.152992141,-0.686654806,1.655791541,-0.618355663,2.818250758,-6.246452268,-1
325,MODEL1,PARMS,LLB6,1.157726453,9.638896551,0.173690547,-0.661273484,2.04581936,-0.007828855,-0.585412528,1.428850274,-0.434923335,3.317988306,-8.122905105,-1
326,MODEL1,PARMS,LLB6,1.226639392,-3.899534492,0.267873322,-1.056931845,3.659046373,0.638312671,-4.081901238,9.240790661,0.250371025,0.701930875,-2.272393135,-1
327,MODEL1,PARMS,LLB6,1.125331247,3.426588608,0.356255346,-1.399791946,5.334766273,0.047506123,-0.715985961,1.700459252,0.635587307,-0.557250302,0.86949675,-1
328,MODEL1,PARMS,LLB6,1.161091455,8.222655558,0.282350385,-0.743515946,2.217421607,0.00278904,-1.646421667,4.828511862,-0.206907003,2.145014787,-5.359384216,-1
329,MODEL1,PARMS,LLB6,0.990773114,4.69072555,0.441861708,-1.138837094,4.3227465,0.059053153,-1.635878739,4.155990035,0.176749551,1.611550681,-4.702144029,-1
330,MODEL1,PARMS,LLB6,1.202090931,-14.2877074,0.159673391,-0.22762004,0.54795499,1.301650524,-3.581991868,7.054270004,0.091864817,0.543981586,-1.283442837,-1
331,MODEL1,PARMS,LLB6,1.04286621,10.44191173,0.33100306,-1.200157229,5.549448151,-0.149281485,-1.171533069,3.922660431,-0.260174454,3.173276254,-8.446881822,-1
332,MODEL1,PARMS,LLB6,1.026290533,-4.168645709,0.316369669,-1.413865058,6.336474143,0.645130824,-3.580459486,8.632461572,0.183011386,1.390656662,-4.178737469,-1
333,MODEL1,PARMS,LLB6,1.09143257,5.175558183,0.479877389,-1.591653284,5.819360348,-0.024980946,-1.823805584,4.293730241,0.406455811,0.740804855,-2.307960166,-1
334,MODEL1,PARMS,LLB6,1.083731677,4.37126395,0.105456037,-0.827295616,3.088834116,0.118074328,-0.108689717,-0.587199291,0.414819399,-0.087530415,0.002177213,-1
335,MODEL1,PARMS,LLB6,1.099472845,3.934563431,0.273979776,-0.836329706,2.48962372,0.407670016,-2.631384666,5.862479357,-0.695506478,3.378530713,-7.422131903,-1
336,MODEL1,PARMS,LLB6,1.160407342,14.70189508,0.302187345,-1.080418858,4.654086403,-0.44408388,1.988623849,-3.750988182,-0.156331988,1.668417128,-3.793044917,-1
337,MODEL1,PARMS,LLB6,1.091334765,6.411352337,0.124389762,-0.538395562,2.562045514,0.086394123,-0.968483855,2.68680215,-0.021438805,1.549355987,-3.985458351,-1
338,MODEL1,PARMS,LLB6,1.147582837,8.496970566,0.378020647,-1.498654909,5.560320107,0.069362084,0.006578371,-0.830573023,-0.59812025,3.482416589,-8.30295084,-1
339,MODEL1,PARMS,LLB6,1.110255727,6.439668626,0.289106982,-1.322123444,5.336921852,0.145528321,-1.08597841,2.523815485,-0.327199798,2.740042976,-7.015827302,-1
340,MODEL1,PARMS,LLB6,1.154650477,7.484994967,0.229010175,-0.625270747,2.523661637,-0.175739665,0.254074204,-0.066320532,0.589054938,-0.250881891,-0.145853483,-1
341,MODEL1,PARMS,LLB6,1.091537599,1.133817244,0.337909009,-1.011015676,3.611801121,0.238043953,-2.190817417,5.582900582,0.432487073,0.284228258,-1.21606663,-1
342,MODEL1,PARMS,LLB6,1.106821077,2.828277297,0.469534609,-1.288200649,4.24684294,0.248759865,-1.798123084,3.560514917,-0.0917403,1.436045102,-2.954339144,-1
343,MODEL1,PARMS,LLB6,1.146330539,6.795106288,0.416315448,-1.418524044,5.839262293,0.069092627,-0.664029483,1.590125412,-0.264996447,1.868199477,-4.157170611,-1
344,MODEL1,PARMS,LLB6,1.119276204,2.470740845,0.261558574,-0.745069426,2.180006884,0.085383685,-0.451060798,0.914956381,0.732195441,-0.999154289,1.892651249,-1
345,MODEL1,PARMS,LLB6,1.165849069,-2.469614551,0.274851306,-0.867683288,3.116324339,0.790822831,-4.032616873,9.196026695,-0.680311706,3.147880203,-7.1399548,-1
346,MODEL1,PARMS,LLB6,1.124353491,0.024349852,0.196376914,-0.875730724,3.347690831,0.255226336,-2.074702536,4.800193677,0.798232523,-1.040760409,1.474090171,-1
347,MODEL1,PARMS,LLB6,1.073159257,-0.377429879,0.200112571,-0.71583575,3.03405992,0.372295277,-2.258456664,4.828254909,0.397077238,-0.068522084,0.026932384,-1
348,MODEL1,PARMS,LLB6,1.222572841,8.225663961,0.331032628,-1.093282067,4.216105455,-0.189951935,-1.454507572,4.218823285,0.393599462,1.025238252,-3.260786652,-1
349,MODEL1,PARMS,LLB6,1.241098044,3.413476801,0.49653051,-1.584986275,5.741804326,0.079934772,-1.348924718,3.19761462,0.383060047,0.285172469,-1.071129028,-1
350,MODEL1,PARMS,LLB6,1.094899323,17.88425581,0.345657905,-1.110089587,3.829195979,-0.73121341,0.293069504,0.718598499,0.249334375,1.290855926,-3.345347652,-1
351,MODEL1,PARMS,LLB6,1.180970125,1.574607685,-0.029702982,-0.534604927,2.610472822,0.452479734,-0.917322603,2.086898408,-0.023872786,0.534496056,-1.390924318,-1
352,MODEL1,PARMS,LLB6,1.097315092,14.4686106,0.182713905,-0.925354017,3.723033655,-0.488052094,0.247318488,0.231615364,0.313127282,0.796644102,-2.885657121,-1
353,MODEL1,PARMS,LLB6,1.068640399,8.334516094,0.318857332,-0.910726758,3.546733458,-0.277026895,-0.964433618,3.215768004,0.693139191,0.003782427,-1.149292267,-1
354,MODEL1,PARMS,LLB6,1.111364016,13.77523319,0.239743892,-1.24549964,5.117827372,-0.553101625,1.073094112,-2.555589449,0.707686291,-1.224671367,2.813769153,-1
355,MODEL1,PARMS,LLB6,1.144219391,-5.028821221,0.462995768,-1.274675058,4.656804803,0.551048349,-2.704961029,5.51413669,0.599193066,-1.177962092,2.673191696,-1
356,MODEL1,PARMS,LLB6,1.141912838,6.58259012,0.24885557,-0.7014894,2.208723019,0.153564926,-1.56305653,3.84711352,-0.335830169,2.186829701,-5.231738244,-1
357,MODEL1,PARMS,LLB6,1.145071149,2.303611852,0.203576407,-0.997760691,3.666591116,0.426688644,-2.627933869,5.959709336,-0.292854866,2.272839057,-5.588363321,-1
358,MODEL1,PARMS,LLB6,1.039093901,6.665653661,0.36609392,-1.003253835,3.499676356,-0.141012837,0.107877023,0.199912657,0.47885619,-0.102729352,-0.048756988,-1
359,MODEL1,PARMS,LLB6,1.251794569,-2.912885923,0.332624526,-1.025932601,4.123606766,0.548931825,-2.746870312,6.270915757,0.148912785,0.986366479,-2.35207268,-1
360,MODEL1,PARMS,LLB6,1.079389692,4.518918227,0.307270625,-0.755584933,3.35147044,0.169158786,-2.099821081,5.301606462,-0.079952062,1.73794773,-4.145018029,-1
361,MODEL1,PARMS,LLB6,1.169485858,2.695150825,0.128698069,0.010941678,-0.824508484,0.383176308,-2.173511971,4.576446946,-0.25217648,1.419398294,-2.789721916,-1
362,MODEL1,PARMS,LLB6,1.032724301,14.96835549,0.268421568,-0.93875846,3.671945365,-0.577342316,0.535266161,-0.316715591,0.325035696,1.383588636,-3.782971778,-1
363,MODEL1,PARMS,LLB6,1.022213495,-1.91224914,0.391826524,-0.953980562,3.358419788,0.406030375,-2.179688463,4.768459915,0.37223106,0.76469115,-2.460318616,-1
364,MODEL1,PARMS,LLB6,1.096147785,-6.172840106,0.141473998,-0.57650443,2.113128157,0.751216957,-3.671734037,8.295500017,0.354262895,0.996061875,-3.17922569,-1
365,MODEL1,PARMS,LLB6,1.081659792,4.705697407,0.149692808,-0.582142012,3.217134739,0.071072602,-0.775990173,1.899085089,0.38026253,0.363383564,-1.232325724,-1
366,MODEL1,PARMS,LLB6,1.034961529,-7.109387935,0.389265353,-0.811173893,2.48929397,0.645899699,-3.233513658,7.960752386,0.670573367,-0.413917274,-0.152064212,-1
367,MODEL1,PARMS,LLB6,1.255287475,5.532027547,0.250666512,-0.834148407,3.132459549,0.001708331,-0.640360067,0.534378551,0.40731314,0.101258611,-0.190578883,-1
368,MODEL1,PARMS,LLB6,1.073524797,6.451578045,0.326326712,-1.258876832,4.715774119,-0.101586516,0.261502814,-0.350096337,0.502489455,-0.436407715,0.574511182,-1
369,MODEL1,PARMS,LLB6,1.225541649,-6.465664446,0.276586321,-0.658479564,1.996103662,0.793797817,-4.60070212,11.04980244,0.157102797,0.833979353,-2.35551375,-1
370,MODEL1,PARMS,LLB6,1.164908359,0.689204096,0.515186197,-1.872327733,6.944795634,0.25235102,-1.683544384,4.30389738,0.355397374,-0.175667782,-0.054102867,-1
371,MODEL1,PARMS,LLB6,1.136529031,4.501232223,0.354074809,-0.903007998,3.253727246,0.176611349,-1.845990963,4.6717484,-0.145772256,1.85260237,-4.368019796,-1
372,MODEL1,PARMS,LLB6,1.11345203,5.267934518,0.293856214,-1.003529379,3.562227112,0.140357821,-0.316633381,0.90510263,-0.089953207,1.132821727,-2.674803597,-1
373,MODEL1,PARMS,LLB6,1.139350448,-5.377640885,0.366621619,-0.965062764,3.439835552,0.764226061,-3.751570269,7.954224095,-0.113515154,1.486358727,-2.80523751,-1
374,MODEL1,PARMS,LLB6,1.088258597,8.064205374,0.38428714,-1.101961137,3.609484425,-0.235677867,-1.909901067,4.784859424,0.585016199,0.541723583,-2.251393347,-1
375,MODEL1,PARMS,LLB6,1.165325191,3.102635636,0.392322334,-1.009397425,3.308526199,0.122581603,-0.960358915,2.220532276,0.347880691,0.567637881,-2.087304969,-1
376,MODEL1,PARMS,LLB6,1.121734559,-0.292290019,0.539892895,-1.890408735,7.157772518,0.410860543,-1.389487432,2.501182096,-0.067667485,1.240340871,-2.517520827,-1
377,MODEL1,PARMS,LLB6,1.122199878,4.885503279,0.368991892,-1.263111753,4.907877858,-0.101691409,0.344867435,-0.846897868,0.792771274,-0.623837192,0.431686144,-1
378,MODEL1,PARMS,LLB6,1.219784743,0.283536379,0.255562235,-0.727071579,2.722246702,0.506561394,-2.756041941,6.363699223,-0.24118555,1.885126419,-4.848292654,-1
379,MODEL1,PARMS,LLB6,1.1837786,6.578412751,0.182791337,-1.236335381,5.787647345,-0.03718537,-0.573051232,1.445486352,0.421164651,0.226380137,-1.435315128,-1
380,MODEL1,PARMS,LLB6,1.10770511,4.276685356,0.419409255,-1.032404153,3.292218785,0.12217301,-1.212706836,3.132638506,0.051679842,1.563278318,-4.159537558,-1
381,MODEL1,PARMS,LLB6,1.181967574,18.12009289,0.168469611,-0.843939122,3.558126197,-0.754411831,0.486547798,0.0188067,0.498965565,-0.013462298,-0.282760003,-1
382,MODEL1,PARMS,LLB6,1.153375751,-7.066612037,0.281300281,-0.659428424,3.119881326,0.745496598,-2.6932617,5.647039831,0.365541123,0.512668036,-1.894109631,-1
383,MODEL1,PARMS,LLB6,1.11165523,2.134427673,0.444269893,-1.424131969,5.620927626,0.230996231,-0.821944904,0.94984369,0.11089485,0.972122347,-2.171999178,-1
384,MODEL1,PARMS,LLB6,1.122440214,2.520157596,0.275848752,-1.09448535,4.316265944,0.197565892,-2.115147994,4.188553597,0.454495441,-0.821354509,2.019130223,-1
385,MODEL1,PARMS,LLB6,1.176846194,-1.043075778,0.250329895,-1.088904817,4.534256923,0.53187726,-3.369676096,7.63076351,0.001827494,1.566122693,-3.717130309,-1
386,MODEL1,PARMS,LLB6,1.17389792,3.193743298,0.09685839,-0.313730262,0.841785451,0.208757526,-1.382625806,3.298343974,0.327956031,-0.107180397,0.138935112,-1
387,MODEL1,PARMS,LLB6,1.147679954,-13.53018211,0.320570263,-1.065902186,4.470425422,1.18121065,-4.694659133,10.2578414,0.200296514,1.114335887,-3.343872392,-1
388,MODEL1,PARMS,LLB6,1.186504986,5.502535256,0.209348642,-0.65038529,2.045497737,0.216372069,-2.101210846,5.314970453,-0.305675542,2.441717785,-5.897227821,-1
389,MODEL1,PARMS,LLB6,1.188985764,5.66640005,0.344318912,-0.578470389,1.507553508,0.075149553,-1.649252859,4.069859845,-0.071982456,1.771118596,-3.902830595,-1
390,MODEL1,PARMS,LLB6,1.181298799,5.024447403,0.513902432,-1.516687365,5.675041858,0.085895803,-0.843651679,1.948680134,-0.079563383,2.064192133,-5.742593529,-1
391,MODEL1,PARMS,LLB6,1.118137555,-5.487948297,0.094831521,-0.416872921,1.868259873,0.651714941,-2.637979038,5.710253398,0.628256772,-0.838579618,1.706078028,-1
392,MODEL1,PARMS,LLB6,1.221102428,-11.82453828,0.390514123,-0.922937269,2.716363544,0.969514981,-4.186031759,8.815192544,0.59666304,-1.063933972,2.594652558,-1
393,MODEL1,PARMS,LLB6,1.222840191,1.114801159,0.325718923,-1.065104975,4.050080993,0.354572458,-2.21711053,6.439552683,0.010131111,1.563135381,-4.732661565,-1
394,MODEL1,PARMS,LLB6,1.131254637,5.695608182,0.368621394,-1.037183312,3.429157929,0.193131071,-2.371098524,5.541955015,-0.45912177,3.603423487,-8.515807185,-1
395,MODEL1,PARMS,LLB6,1.00710715,-0.581645387,0.283715457,-0.919723624,3.235524209,0.401647437,-4.081814827,9.746252391,0.285649491,1.169714994,-3.145712262,-1
396,MODEL1,PARMS,LLB6,1.089747587,5.835721603,0.188607631,-1.003825359,4.35949936,0.176421436,-1.996116273,5.359823288,-0.150303082,1.191554485,-2.741532496,-1
397,MODEL1,PARMS,LLB6,1.037496952,-1.766750562,0.354440443,-0.627731627,1.222236916,0.373419551,-0.647029107,0.189428233,0.49943289,-0.24248376,-0.001150673,-1
398,MODEL1,PARMS,LLB6,1.130728593,-2.322688237,0.305830642,-0.918514623,3.458915828,0.54887231,-3.436685887,8.081516126,0.060092209,1.139948685,-2.350008512,-1
399,MODEL1,PARMS,LLB6,1.247127959,1.99826574,0.087647115,-0.458331927,1.992535663,0.139318831,0.379273899,-1.105008647,0.827057757,-1.980499201,4.289637782,-1
400,MODEL1,PARMS,LLB6,1.146612266,1.40654875,0.267625904,-1.387107555,6.638512647,0.208686569,-2.177349791,6.280076735,0.555769628,0.112012828,-1.422065542,-1
401,MODEL1,PARMS,LLB6,1.092805357,1.908906534,0.267537858,-0.697761067,2.744127717,0.368076507,-2.827906103,6.903051668,-0.142664909,2.212002558,-5.672629941,-1
402,MODEL1,PARMS,LLB6,1.102992954,9.878651193,0.249060215,-0.315275718,1.362641222,-0.430514453,0.012741368,0.365914191,0.956013645,-1.166420828,2.220857511,-1
403,MODEL1,PARMS,LLB6,1.17004411,13.4827446,0.329818379,-0.949491339,2.808858085,-0.524506995,1.236805251,-1.952247521,0.514985424,-0.871534113,1.404620702,-1
404,MODEL1,PARMS,LLB6,1.113312131,12.85562264,0.326673005,-1.07728778,4.119824341,-0.555753108,0.059810164,0.417353808,0.749201662,-0.656507957,1.020805953,-1
405,MODEL1,PARMS,LLB6,1.169721318,-3.527181807,0.131648614,-0.478149565,1.96804737,0.619761313,-4.242650695,10.29071596,0.346246548,0.194615712,-0.93142246,-1
406,MODEL1,PARMS,LLB6,1.139876413,3.872874259,0.403019893,-1.298259659,5.185517324,0.105506377,-2.275094678,5.998737035,0.276025358,0.912562213,-2.98824545,-1
407,MODEL1,PARMS,LLB6,1.271950219,-0.606099913,0.362790793,-0.974852442,3.19072908,0.485433256,-2.390915691,5.518462801,-0.133490863,1.672690965,-4.265611014,-1
408,MODEL1,PARMS,LLB6,1.178473327,1.309011803,0.237935604,-1.010032464,3.951613782,0.251009268,-1.460625728,2.987118832,0.474961512,-0.608547441,1.731129868,-1
409,MODEL1,PARMS,LLB6,1.174674431,11.02677149,0.518587596,-2.015213298,8.101653272,-0.155687439,-0.973147914,3.628200752,-0.512003966,3.221915682,-7.658959741,-1
410,MODEL1,PARMS,LLB6,1.012661948,-1.320936953,0.348901412,-0.964718047,3.490371539,0.373062328,-1.185086778,2.39485392,0.41150977,0.533027312,-2.137030468,-1
411,MODEL1,PARMS,LLB6,1.22496366,2.050537131,0.263921818,-0.599102185,1.168244442,0.322323033,-1.799121643,3.675817783,0.018163494,1.048945208,-2.491678149,-1
412,MODEL1,PARMS,LLB6,1.099524454,-3.560843876,0.294972637,-1.220903369,5.669525588,0.537151798,-3.959302179,9.201397537,0.45659443,0.270116609,-1.281766838,-1
413,MODEL1,PARMS,LLB6,1.069317561,0.142166424,0.154932004,-0.446423415,2.216181192,0.393622938,-1.790519222,4.029967973,0.217328028,0.656097882,-1.773575336,-1
414,MODEL1,PARMS,LLB6,1.16016947,8.128223126,0.44633218,-1.37448202,5.364726699,-0.111057799,-0.411252565,0.233561767,0.033552858,1.605414041,-3.437906758,-1
415,MODEL1,PARMS,LLB6,1.154423656,4.11157468,0.330015018,-0.887212748,2.710446288,0.178862329,-1.537867318,3.389082118,-0.029863827,1.396141737,-3.041619789,-1
416,MODEL1,PARMS,LLB6,1.072645546,19.29702484,0.268318083,-1.092006916,4.589554094,-0.727180363,0.759855077,-0.7004974,-0.019060636,1.929439976,-4.780905616,-1
417,MODEL1,PARMS,LLB6,1.16046027,2.486637737,-0.033566428,-0.267345379,0.922149605,0.369232779,-3.001952624,8.208693148,0.043252278,1.444232531,-4.24875428,-1
418,MODEL1,PARMS,LLB6,1.078619645,7.137218732,0.293298416,-1.325682077,5.495881305,0.040354702,-2.032907495,4.577294845,-0.056056438,1.765148248,-3.872281857,-1
419,MODEL1,PARMS,LLB6,1.104055761,-1.30284287,0.225936819,-0.719449937,3.122997608,0.41694255,-0.980328154,1.685119816,0.322253084,0.758396559,-2.483879462,-1
420,MODEL1,PARMS,LLB6,1.109328438,6.890664044,0.03101737,-0.0150015,0.47429281,-0.06170041,0.705431608,-1.326857713,0.493507239,-0.928831178,2.040500748,-1
421,MODEL1,PARMS,LLB6,1.020777643,0.893576489,0.340639764,-0.660622401,1.688196077,0.249992781,-1.08758725,2.217088068,0.395897257,-0.418645515,0.921850399,-1
422,MODEL1,PARMS,LLB6,1.158919841,5.958185255,0.171903781,-0.422442075,0.690584475,0.098471492,-1.418050888,3.90903907,0.068055322,0.657044308,-1.736010358,-1
423,MODEL1,PARMS,LLB6,1.231833637,0.473238723,0.406203328,-1.046804563,3.883099128,0.274913575,-1.789015507,4.124792848,0.351254773,0.6162872,-2.073651521,-1
424,MODEL1,PARMS,LLB6,1.177450983,14.28955219,0.265716784,-0.843744285,3.36888309,-0.266538744,0.103531147,0.101723328,-0.620127985,3.101459771,-6.91954381,-1
425,MODEL1,PARMS,LLB6,1.127655714,6.486054701,0.433170845,-1.050396947,3.467317985,-0.118075391,0.24715808,0.267512411,0.383082709,0.744386782,-2.765084613,-1
426,MODEL1,PARMS,LLB6,1.104526199,14.96263346,0.54330827,-1.415857666,4.815720631,-0.566511094,0.1822241,0.93454375,0.035999159,2.07801493,-5.308120724,-1
427,MODEL1,PARMS,LLB6,1.119305863,-0.556019338,0.271369966,-0.959199068,4.765186041,0.338905573,-0.897408925,1.663525985,0.421003204,-0.020746819,-0.141700705,-1
428,MODEL1,PARMS,LLB6,1.163196862,9.888558181,0.311848893,-1.099042222,4.091251375,-0.350320323,-1.507082483,4.132769885,0.689534167,0.293476244,-1.934135639,-1
429,MODEL1,PARMS,LLB6,1.178161269,-9.408139296,0.32217112,-1.133231283,3.976405145,0.871065233,-3.177619385,6.375622995,0.477136331,-0.179825287,0.480287306,-1
430,MODEL1,PARMS,LLB6,1.175872861,-3.397685856,0.231497341,-0.94645437,3.443811286,0.695296681,-3.76272852,8.719028507,-0.061202065,2.191499071,-6.01545841,-1
431,MODEL1,PARMS,LLB6,1.021003071,1.249200411,0.320261104,-0.88746374,3.048730222,0.367129772,-2.462215271,6.340828783,-0.072687709,1.853888201,-4.841657262,-1
432,MODEL1,PARMS,LLB6,1.224660499,10.98995605,0.582242081,-1.770460327,6.553220037,-0.398897102,0.480480046,-0.998346641,0.316786635,0.944789689,-2.794170228,-1
433,MODEL1,PARMS,LLB6,1.141055418,11.57872535,0.256720142,-1.286040818,5.369326101,-0.303845227,0.251372519,-0.321427298,0.214295961,0.90108501,-2.488310143,-1
434,MODEL1,PARMS,LLB6,1.109094704,2.276936103,0.051765416,0.221219416,-1.220609291,0.28199577,-2.450864765,5.870013907,0.241446612,0.52660715,-1.222050989,-1
435,MODEL1,PARMS,LLB6,1.177531431,-1.080829745,0.069673911,-0.362830114,1.529045693,0.696809113,-3.744053675,8.425476537,-0.476038322,2.885571233,-6.565973699,-1
436,MODEL1,PARMS,LLB6,1.00888427,-11.44198908,0.381189616,-1.574799255,6.235644305,1.116983617,-5.098423291,10.53180936,0.048590714,1.38972913,-3.252639575,-1
437,MODEL1,PARMS,LLB6,1.131869713,5.482234757,0.1900986,-0.422989248,1.068546314,0.162870507,-2.39191574,5.82305097,-0.117356352,1.975023526,-4.754235335,-1
438,MODEL1,PARMS,LLB6,1.171651341,-2.794819215,0.006161056,-0.326946623,2.164338654,0.654573076,-3.874561538,9.280866915,0.165857984,1.049734037,-3.221098614,-1
439,MODEL1,PARMS,LLB6,1.150633957,0.001300961,0.096657021,-0.232168413,0.186843377,0.471747922,-1.879305912,4.835712026,0.069342863,0.999475117,-3.040218664,-1
440,MODEL1,PARMS,LLB6,1.090593392,0.281749918,0.449724539,-1.634634103,6.848501656,0.352843721,-2.20268378,5.159523415,0.103194642,1.613856686,-4.562141666,-1
441,MODEL1,PARMS,LLB6,1.131516052,-3.88196304,0.284234453,-0.763379593,2.694254216,0.425386497,-0.74738525,1.733773852,0.839170109,-1.545594829,2.603446065,-1
442,MODEL1,PARMS,LLB6,1.059901815,-6.137597106,0.586753428,-2.069256833,8.055775,0.770183017,-3.965509333,8.667732502,-0.081413428,1.884289002,-4.681190054,-1
443,MODEL1,PARMS,LLB6,1.063822703,17.36226952,0.23058709,-0.568574258,1.675049426,-0.673206227,0.226707955,0.177781571,0.282201358,0.501197438,-1.421031894,-1
444,MODEL1,PARMS,LLB6,1.099220967,-2.308440076,0.281541204,-0.928702314,3.349625343,0.489061028,-1.49661647,2.62175931,0.338640493,-0.114795558,0.187661891,-1
445,MODEL1,PARMS,LLB6,1.22449752,3.251309274,0.19680356,-0.940310288,3.623566559,0.014122765,0.028066423,-0.347984091,0.93076346,-1.61853141,2.644306895,-1
446,MODEL1,PARMS,LLB6,1.097545861,9.632794555,0.334266057,-0.884332006,3.146830916,-0.345926085,0.104365286,0.6596878,0.590793802,0.558037782,-2.50920251,-1
447,MODEL1,PARMS,LLB6,1.252936973,0.817131589,0.394900623,-1.206239275,4.692961323,0.353423549,-2.519555705,5.692177223,0.010681927,1.948358065,-5.033728103,-1
448,MODEL1,PARMS,LLB6,1.199297615,3.021508758,0.259383736,-0.867795607,3.228799683,0.243334202,-1.841844624,4.501242764,0.010560209,2.391582894,-6.379504853,-1
449,MODEL1,PARMS,LLB6,1.210045398,-4.574636271,0.001422527,0.280544909,-1.554665209,0.724398914,-2.633179053,6.38840593,0.113022814,1.406950036,-4.164828731,-1
450,MODEL1,PARMS,LLB6,1.137039151,6.476958643,0.281903611,-0.649650613,2.371551105,0.086815,-2.060181334,5.926694233,-0.221137016,2.527563993,-6.217251725,-1
451,MODEL1,PARMS,LLB6,1.219905525,0.31801146,0.143986233,-0.01471264,-0.607349994,0.366711732,-2.122940157,4.691379916,0.277533151,0.257861869,-0.51693673,-1
452,MODEL1,PARMS,LLB6,1.103813684,4.430335669,0.256016662,-0.646275806,2.117982667,0.11706313,-2.279626239,6.77942355,0.178079633,1.680802668,-5.237991503,-1
453,MODEL1,PARMS,LLB6,1.08197798,7.266843564,0.412326489,-1.455525763,6.127227604,-0.016872898,-1.825295209,4.777385975,-0.069546142,2.270252891,-5.80089782,-1
454,MODEL1,PARMS,LLB6,1.046395997,3.759446876,0.238336102,-0.606079017,2.825712048,0.128587549,-2.317113422,6.111562349,0.292817517,0.916343338,-2.685638902,-1
455,MODEL1,PARMS,LLB6,1.138230956,-13.58198809,0.209070514,-0.338323491,0.469063606,1.085412938,-3.402857554,7.072922416,0.701707316,-1.238210502,2.346596466,-1
456,MODEL1,PARMS,LLB6,1.062420613,1.953170094,0.29986969,-1.041573828,4.067475413,0.326434193,-2.069100274,5.357331511,0.021332778,0.401034074,-0.981138458,-1
457,MODEL1,PARMS,LLB6,1.125609882,-1.488749002,0.249753798,-0.061875318,-1.117342919,0.413075231,-2.312729666,6.134320441,0.386521638,0.207993966,-1.100403015,-1
458,MODEL1,PARMS,LLB6,1.165311338,10.36604593,0.242013568,-0.628525028,1.570272655,-0.178939769,0.063224236,0.651538192,-0.000667112,0.976047499,-2.505080468,-1
459,MODEL1,PARMS,LLB6,1.038757092,5.47924642,0.338642989,-0.986369023,3.853421576,0.082100759,-0.80465853,2.034805544,0.011342995,1.66971638,-4.518785269,-1
460,MODEL1,PARMS,LLB6,1.048329777,-7.794689958,0.403631649,-1.10708232,3.98354985,0.727022576,-2.968724508,6.701404094,0.523215468,0.304553179,-1.470884251,-1
461,MODEL1,PARMS,LLB6,1.183349317,4.484826859,0.399992043,-0.996664128,3.112917324,0.208364857,-2.070730821,4.871068294,-0.340796558,3.483886229,-8.760978565,-1
462,MODEL1,PARMS,LLB6,1.220519921,8.916987755,0.354052293,-1.239844349,4.583878881,-0.260614965,-0.156283123,0.674885635,0.47933818,0.13837049,-0.538710973,-1
463,MODEL1,PARMS,LLB6,1.130301588,1.446862839,0.316697969,-1.384321239,4.761519267,0.269155248,-2.471029479,5.573488244,0.294899976,1.238106442,-3.435055512,-1
464,MODEL1,PARMS,LLB6,1.099161262,-6.945362303,0.434480157,-1.3175024,4.778210241,0.860446962,-3.106357614,6.729886463,-0.173628603,2.522530755,-6.551275015,-1
465,MODEL1,PARMS,LLB6,1.079747869,0.87924896,0.493466951,-1.57472281,5.445374902,0.18810341,-0.962708127,2.22601043,0.591881226,-0.91212645,1.185033619,-1
466,MODEL1,PARMS,LLB6,1.178983845,13.09289091,0.305433059,-1.052116359,3.726604859,-0.410752057,-0.750608545,2.8852768,0.225990827,0.859959227,-2.623748615,-1
467,MODEL1,PARMS,LLB6,1.193658557,0.361807188,0.369730432,-0.297419562,0.033521686,0.340448734,-1.965307323,4.223865159,0.041868286,1.956381293,-5.319517799,-1
468,MODEL1,PARMS,LLB6,1.146830199,17.29273837,0.490421583,-1.546827234,5.267204649,-0.624609792,0.94602517,-1.238050851,-0.147652058,2.141285212,-5.372923321,-1
469,MODEL1,PARMS,LLB6,1.144038396,4.258741508,0.347176003,-0.937739001,3.763775095,0.119646766,-2.415502149,6.75144805,0.118077351,1.446199229,-4.0903388,-1
470,MODEL1,PARMS,LLB6,1.078254615,-5.688952033,0.214834721,-0.463614035,1.320634359,0.788561064,-3.64170609,8.513902626,0.029235163,1.081710544,-2.764583761,-1
471,MODEL1,PARMS,LLB6,1.119238152,0.85292007,0.144266642,-0.491899083,1.743236317,0.33362689,-1.297613696,3.047065874,0.2859775,0.653368942,-2.102959711,-1
472,MODEL1,PARMS,LLB6,1.136291386,6.362965648,0.62366443,-1.767258696,6.140449203,-0.180261702,-0.713750992,2.579485778,0.488075646,0.458919333,-1.984597677,-1
473,MODEL1,PARMS,LLB6,1.118772865,-5.694333969,0.398327603,-0.986596761,3.270542183,0.568276706,-2.260553576,4.582585683,0.66942961,-0.528341775,0.713027267,-1
