SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,ers_tot,ers_tot1,ers_tot2,sRB10
1,MODEL1,PARMS,sRB10,0.920732892,-1.882774574,-0.084348107,0.712422937,-2.477379157,0.279587647,-1.519746357,4.224890198,0.127756531,0.469324966,-1.646028145,-1
2,MODEL1,PARMS,sRB10,0.834991074,3.384274048,-0.151087925,0.412651804,-1.535242429,-0.053054261,-0.858347943,2.715350901,0.336921109,0.084794868,-1.152734564,-1
3,MODEL1,PARMS,sRB10,0.844505352,-4.415831888,-0.066182432,-0.012095887,0.513025631,0.403452761,-1.721527894,4.265266037,0.337873542,-0.514850728,0.770629629,-1
4,MODEL1,PARMS,sRB10,0.849304063,4.641824446,0.026794523,-0.018307516,0.108040209,-0.131564089,0.371149849,-0.343046768,0.172846119,0.007698752,-0.316595037,-1
5,MODEL1,PARMS,sRB10,0.905508199,13.82452996,0.084266013,0.18066011,-1.269136133,-0.684430799,2.318792366,-4.673082134,0.05552775,0.597172485,-1.755703954,-1
6,MODEL1,PARMS,sRB10,0.927975499,5.63169224,-0.164669722,0.122612135,-0.365314605,-0.032584687,-0.792395443,2.686761721,-0.153654417,0.88954825,-1.946039772,-1
7,MODEL1,PARMS,sRB10,0.877584829,-4.9608009,0.096433172,-0.408400727,2.699943857,0.398671933,-2.517044523,6.075790371,0.315452026,-0.049718397,-0.423749984,-1
8,MODEL1,PARMS,sRB10,0.869401861,12.34237302,-0.036013566,-0.043038488,0.174947461,-0.552012982,0.532015771,-0.879675254,0.116689111,0.642926282,-1.758373641,-1
9,MODEL1,PARMS,sRB10,0.898835608,5.23607079,0.000909603,0.223567216,-1.175302497,-0.17388968,0.078801712,0.22990802,0.204231513,0.058899998,-0.446780583,-1
10,MODEL1,PARMS,sRB10,0.817957829,-2.288152155,0.053448462,0.031466866,-0.267741721,0.1785945,-1.176615381,3.362336496,0.509672834,-0.175103851,-0.641562542,-1
11,MODEL1,PARMS,sRB10,0.890923135,-3.603428492,0.292356081,-0.854568086,2.985071516,0.292111289,-1.770108823,4.446332217,0.245324593,0.227471123,-1.338650486,-1
12,MODEL1,PARMS,sRB10,0.83903642,-2.429317451,0.049024696,-0.249248222,1.256866815,0.397682708,-2.209907996,4.945983095,-0.179614824,1.301738764,-2.948916898,-1
13,MODEL1,PARMS,sRB10,0.881681133,-8.513105795,-0.045496448,0.264629911,-0.950405652,0.700631067,-3.7702395,9.093035529,0.147101064,0.169451351,-0.694334414,-1
14,MODEL1,PARMS,sRB10,0.909286745,3.083293366,-0.037508134,0.642582128,-2.300539688,-0.115893878,1.091538114,-1.750703398,0.393267899,-0.576682959,0.501201108,-1
15,MODEL1,PARMS,sRB10,0.919473641,-2.824713649,-0.039370593,0.241676356,-0.679223704,0.327952,-2.534355326,6.655367283,0.196700634,0.648491169,-2.281623066,-1
16,MODEL1,PARMS,sRB10,0.888844938,12.168064,0.070490782,-0.223476451,1.102804934,-0.580617595,0.741602001,-0.549209074,0.162658741,-0.350541403,0.771204897,-1
17,MODEL1,PARMS,sRB10,0.918197811,7.723675302,-0.00034664,0.141104683,-0.552629711,-0.309283958,0.139102172,0.215501302,0.181463865,-0.412926202,0.902526895,-1
18,MODEL1,PARMS,sRB10,0.878403092,9.119378243,-0.136158533,0.505224742,-1.857096681,-0.411301686,0.526822879,-0.059888411,0.368292588,-0.272795908,-0.084931741,-1
19,MODEL1,PARMS,sRB10,0.944702014,8.898662872,-0.007749812,0.195665057,-1.511187853,-0.405378135,-0.495427311,3.020042266,0.253990112,0.251094906,-1.178456792,-1
20,MODEL1,PARMS,sRB10,0.777249931,-8.605624163,0.129693638,-0.238209475,0.957687593,0.588744661,-2.162504537,4.519910694,0.382558149,-0.271840939,0.084822876,-1
21,MODEL1,PARMS,sRB10,0.812951866,1.816278108,0.090685943,-0.336183094,1.500177294,0.03660082,-0.014426139,-0.060737281,0.163304541,-0.147152727,0.148620077,-1
22,MODEL1,PARMS,sRB10,0.827834101,1.503710172,0.142344882,0.005003083,-0.619066617,0.067844654,-0.486101156,0.884512932,-0.039695916,1.223093187,-2.91652404,-1
23,MODEL1,PARMS,sRB10,0.938000405,2.471609635,0.162798039,-0.236754773,0.833348988,0.131221147,-0.511395922,1.327552791,-0.434931687,1.415340433,-2.917789062,-1
24,MODEL1,PARMS,sRB10,0.77883671,2.617435807,-0.056415301,0.236878543,-0.795767889,0.005882884,-1.306255786,3.810944739,0.199747567,0.307421181,-1.31951736,-1
25,MODEL1,PARMS,sRB10,0.907671574,1.807143782,-0.003654439,-0.058822791,0.46834831,0.068586991,-0.978789669,2.224011848,0.143747208,0.354525108,-1.003240276,-1
26,MODEL1,PARMS,sRB10,0.918204224,14.27828304,-0.060544748,0.262005941,-1.071582841,-0.681093499,1.130584383,-1.148342438,0.187608743,-0.033369906,-0.713177022,-1
27,MODEL1,PARMS,sRB10,0.864836947,-6.078749753,-0.017101446,0.346642052,-1.559031566,0.390339737,-1.373293245,3.048730491,0.68967,-1.766494913,3.665768432,-1
28,MODEL1,PARMS,sRB10,0.918356049,3.183034515,-0.089657994,0.466122257,-1.852974667,-0.038656998,-0.098275916,0.552741472,0.220525994,-0.004157362,-0.11128117,-1
29,MODEL1,PARMS,sRB10,0.956115722,8.162942282,0.041108692,-0.001498593,-0.218223267,-0.353452368,1.759759554,-4.213449577,0.181537129,-0.191627301,0.615195257,-1
30,MODEL1,PARMS,sRB10,0.857555055,12.42736575,0.110003194,-0.283363312,0.453312211,-0.631192117,1.607567462,-2.778822397,0.222717364,-0.031328906,-0.312309482,-1
31,MODEL1,PARMS,sRB10,0.94070081,0.274108656,-0.172549353,0.705432305,-1.940952734,0.20600667,-0.103382747,-0.116795347,0.060623391,0.235621077,-0.789458608,-1
32,MODEL1,PARMS,sRB10,0.883077028,1.864764877,0.347437101,-0.468327897,1.270848159,-0.003384214,-0.470506274,1.558148873,-0.028223724,0.796123415,-2.144981048,-1
33,MODEL1,PARMS,sRB10,0.823452957,11.51588169,0.083846815,-0.115576729,-0.287103696,-0.5209069,1.442222695,-2.712756978,0.02333589,0.170109833,0.012193353,-1
34,MODEL1,PARMS,sRB10,0.892868474,-5.900562544,0.21311468,-0.521790917,2.045928761,0.462095458,-2.734554531,6.88920387,0.150443948,0.917357983,-2.668255681,-1
35,MODEL1,PARMS,sRB10,0.841092658,6.667668575,0.013812838,0.167569814,-0.179806046,-0.220841368,0.528794583,-0.700599441,0.065632303,0.10515116,-0.630297967,-1
36,MODEL1,PARMS,sRB10,0.908333324,10.1593441,0.071557311,0.118433055,-0.290778756,-0.3957946,0.889842894,-1.179215608,-0.166714617,1.229727922,-3.150272418,-1
37,MODEL1,PARMS,sRB10,0.847871693,6.460087122,0.124723231,-0.091061773,0.310757728,-0.298016084,0.615207744,-0.736158437,0.272857035,-0.452409347,0.619247952,-1
38,MODEL1,PARMS,sRB10,0.894002709,4.997492762,0.131221316,-0.358361247,1.536069839,-0.214433795,-0.076642393,0.891829461,0.310051316,-0.234894814,0.244225023,-1
39,MODEL1,PARMS,sRB10,0.86889958,2.416943132,-0.041152147,0.145465086,-0.461096379,-0.002864449,0.139083144,-0.801013693,0.236429908,-0.030058484,0.069643149,-1
40,MODEL1,PARMS,sRB10,0.818779742,9.468451039,0.041473542,0.295022657,-0.977763994,-0.510826387,0.891364823,-0.813738419,0.409961376,-0.360462731,0.140708555,-1
41,MODEL1,PARMS,sRB10,0.932709207,4.114219447,0.183667912,-0.341671722,1.310751274,-0.12719627,0.437733362,-1.352593056,0.042452499,1.219067906,-2.8225001,-1
42,MODEL1,PARMS,sRB10,0.858974808,13.36618524,-0.030570728,0.058245505,0.646874492,-0.654071311,1.232684889,-1.396775973,0.203892269,0.22076446,-1.506778903,-1
43,MODEL1,PARMS,sRB10,0.91135199,-6.636338767,-0.094983784,0.209180924,-0.335401124,0.674105182,-4.530303314,11.21282881,-0.030938032,0.548878307,-1.386447449,-1
44,MODEL1,PARMS,sRB10,0.837026521,14.28688435,-0.218148483,0.533591107,-1.116994292,-0.687171999,0.762999324,-0.31338018,0.30556247,-0.211541626,-0.093996437,-1
45,MODEL1,PARMS,sRB10,0.949889508,-12.42280666,0.033407065,-0.167413709,1.563294916,0.912911282,-2.695550721,5.721489512,0.085359892,0.475031803,-1.320308283,-1
46,MODEL1,PARMS,sRB10,0.949811627,8.076193818,-0.00117925,0.226073634,-1.211462233,-0.381709122,0.729311102,-1.360327399,0.302560771,0.195821521,-0.934821274,-1
47,MODEL1,PARMS,sRB10,0.922392002,3.706118971,0.281684787,-0.409236032,1.166511667,-0.120399,-0.422770246,1.883779926,0.039550605,0.718590436,-1.769511081,-1
48,MODEL1,PARMS,sRB10,0.965390894,2.772169078,-0.028785543,0.073646925,0.166970835,-0.071783249,0.311799177,-0.110015162,0.388688638,-0.825961664,1.47064284,-1
49,MODEL1,PARMS,sRB10,0.844561063,-5.526494989,0.114735822,-0.182937306,0.028489572,0.612650529,-3.393716403,7.95983103,-0.347185946,1.803739988,-3.860120329,-1
50,MODEL1,PARMS,sRB10,0.897200556,4.574197271,-0.023935011,0.099473105,0.292300832,-0.082484566,0.123453528,-0.317275798,0.058379597,0.316624534,-0.863414083,-1
51,MODEL1,PARMS,sRB10,0.881432252,-0.048630829,0.018394927,0.02130932,-0.330845183,0.107188296,-1.012394998,2.882472352,0.320918698,-0.174759823,-0.085412472,-1
52,MODEL1,PARMS,sRB10,0.847057481,6.749465274,0.110147345,-0.348235559,1.36238206,-0.325417274,0.041609388,1.043796342,0.363957363,-0.471374648,0.871138397,-1
53,MODEL1,PARMS,sRB10,0.885319293,5.37554019,0.078033045,-0.429347332,2.295955806,-0.184359476,0.679470683,-1.267090969,0.171612783,-0.132018413,0.016595766,-1
54,MODEL1,PARMS,sRB10,0.861986703,4.724496084,-0.026891217,0.074110123,0.144102993,-0.1435391,0.136389409,-0.395837968,0.242809417,-0.108089277,0.227731161,-1
55,MODEL1,PARMS,sRB10,0.887242413,2.197722491,-0.214765076,0.362677532,-0.843364607,-0.032703116,0.206590544,0.064679743,0.651779282,-2.022012436,4.121025495,-1
56,MODEL1,PARMS,sRB10,0.881210972,2.354303077,-0.083424146,-0.244748061,1.451968258,0.038030525,-1.311817874,3.513840945,0.23108951,0.346424473,-1.571320405,-1
57,MODEL1,PARMS,sRB10,0.804619645,7.961640308,0.065300346,-0.143674082,0.642493563,-0.423335426,2.304923417,-6.048140004,0.423031922,-0.419349304,0.594354264,-1
58,MODEL1,PARMS,sRB10,0.830838199,2.535354934,-0.053442201,0.0166509,0.373672905,0.041298587,-0.868646937,2.643093176,0.131220209,-0.03482015,-0.224451929,-1
