SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,ers_tot,ers_tot1,ers_tot2,RB4_5
817,MODEL1,PARMS,RB4_5,0.957655047,2.39930486,0.12732852,-0.688845032,2.296293464,0.127350579,0.894270653,-2.33008555,0.235172288,-1.283929694,2.971181382,-1
818,MODEL1,PARMS,RB4_5,0.786801149,-1.978279157,0.107387508,-0.366757488,1.212711826,0.36906266,-1.38910862,2.596219393,0.314313631,-0.760580661,1.72147238,-1
819,MODEL1,PARMS,RB4_5,0.797169598,-3.950476029,-0.044770508,-0.070442527,0.174177506,0.541775638,-2.776630366,6.446414945,0.290625664,-0.159141755,-0.24104291,-1
820,MODEL1,PARMS,RB4_5,0.798457664,7.731960616,0.047017572,-0.631417617,2.701404698,-0.265363073,0.567302862,-0.7995217,0.591605349,-1.876156421,4.456122252,-1
821,MODEL1,PARMS,RB4_5,0.914748636,9.43440003,0.163500839,-0.906096035,3.428917641,-0.288543844,0.749587031,-1.445355747,0.198113808,-0.331686761,0.442515627,-1
822,MODEL1,PARMS,RB4_5,0.863408305,5.778131806,-0.07207366,0.225594943,-0.975949626,-0.197837521,0.243350131,-0.764631426,0.843696336,-2.421790513,5.36379939,-1
823,MODEL1,PARMS,RB4_5,0.904949033,12.42601478,-0.031785382,0.169742836,-1.539085326,-0.589166905,1.873487701,-4.270993076,0.751536671,-2.004987913,4.405338539,-1
824,MODEL1,PARMS,RB4_5,0.898322125,15.55021437,-0.151786757,0.243724415,-1.258609206,-0.636482534,1.97661019,-3.833259702,0.376766731,-1.215925419,2.589576652,-1
825,MODEL1,PARMS,RB4_5,0.858276255,9.852350956,-0.019297871,-0.042201927,-0.046821869,-0.315155601,1.621404758,-3.571416027,0.305837145,-1.078673818,2.317104991,-1
826,MODEL1,PARMS,RB4_5,0.80551315,15.03082852,-0.007184376,-0.20664617,0.681942557,-0.603661881,0.877555728,-1.452614193,0.20352534,-0.094106473,0.30790381,-1
827,MODEL1,PARMS,RB4_5,0.855665301,1.117359383,0.051836141,0.125149383,-1.56780513,-0.004389246,0.291884026,-1.534098122,1.019349064,-3.184972302,7.774023893,-1
828,MODEL1,PARMS,RB4_5,0.79086148,13.77368516,0.060739033,-0.2200831,0.577594098,-0.62529887,2.07708367,-4.392978236,0.506077392,-1.445188613,3.199086829,-1
829,MODEL1,PARMS,RB4_5,0.865094635,11.17653019,0.009933137,-0.224171953,0.91064932,-0.342771285,-0.02377852,0.481987695,0.062317883,0.965381383,-2.468388686,-1
830,MODEL1,PARMS,RB4_5,0.825008453,16.32291349,0.008690332,-0.260110142,0.971466741,-0.712864038,2.503351916,-5.92748155,0.343490936,-1.484898462,4.044337022,-1
831,MODEL1,PARMS,RB4_5,0.841803861,4.812694203,-0.145310348,0.23604335,-1.189991138,0.028044963,-0.319149664,0.97627445,0.321949499,-1.195322405,2.961809731,-1
832,MODEL1,PARMS,RB4_5,0.781232653,5.909593214,0.222817446,-0.564530636,1.065302248,-0.144809707,0.140409774,0.319940681,0.336994696,-0.883266551,1.794841398,-1
833,MODEL1,PARMS,RB4_5,0.819916628,-0.837679897,0.038723335,-0.158027958,0.569820568,0.232816418,-0.223172478,-0.303311333,0.659660609,-2.49687972,5.794507879,-1
834,MODEL1,PARMS,RB4_5,0.801516253,6.254631242,-0.005541406,-0.10399991,0.312195296,-0.185954221,-0.037573789,0.210618986,0.638197895,-1.563580986,3.281024062,-1
835,MODEL1,PARMS,RB4_5,0.829188851,5.865197631,-0.006959008,-0.320761101,1.439933317,-0.104418985,0.577148036,-1.478439978,0.42114966,-1.124871077,2.397071726,-1
836,MODEL1,PARMS,RB4_5,0.859469339,13.14247733,-0.187665329,0.428328239,-1.805148077,-0.55258008,0.994516818,-0.939911512,0.597018426,-1.526197931,2.994690686,-1
837,MODEL1,PARMS,RB4_5,0.848528131,13.12378628,0.017305012,-0.33983936,1.479246708,-0.590358712,2.513523781,-5.527208687,0.521964471,-1.126290416,2.145880226,-1
838,MODEL1,PARMS,RB4_5,0.862505903,3.524765377,0.1428968,-0.767433374,2.617033192,0.05354462,-1.273270585,3.210845926,0.293122676,-0.472608878,0.812371889,-1
839,MODEL1,PARMS,RB4_5,0.870292874,7.323731293,0.056128038,-0.091222615,0.051732325,-0.196269523,0.463809,-1.393013352,0.347430528,-0.966518521,2.539687107,-1
840,MODEL1,PARMS,RB4_5,0.84803249,-2.79383057,0.050492391,-0.159760042,0.827438361,0.435481816,-1.61432259,3.521253934,0.286548252,-0.664794662,1.543919153,-1
841,MODEL1,PARMS,RB4_5,0.86601201,4.064005961,0.027129846,-0.034598377,-0.000655808,0.106747288,-1.073352011,2.357018433,0.030072598,-0.079859769,0.368531344,-1
842,MODEL1,PARMS,RB4_5,0.87292543,-5.57261329,0.109255254,-0.271608992,0.119334931,0.571042367,-2.336003123,5.170602591,0.441314464,-1.681349493,4.231249113,-1
843,MODEL1,PARMS,RB4_5,0.846844548,6.648139622,-0.076523036,0.161995709,-1.116022477,-0.193793172,-0.137062239,1.252665656,0.683189068,-1.892599146,3.726846171,-1
844,MODEL1,PARMS,RB4_5,0.805652441,-1.464127167,0.021234141,-0.431085688,1.611818772,0.377266,-1.962504606,4.20826283,0.36776064,-1.059587548,2.345494336,-1
845,MODEL1,PARMS,RB4_5,0.858939748,0.048209674,0.083694365,-0.538389239,1.908234272,0.296674939,-1.032829599,2.324563834,0.192759902,-0.124862345,-0.06893336,-1
846,MODEL1,PARMS,RB4_5,0.823865474,17.32992365,-0.014494298,-0.055792928,-0.28559303,-0.787603547,1.540205166,-2.38252053,0.415369492,-0.866857871,1.513312189,-1
847,MODEL1,PARMS,RB4_5,0.817040468,3.16434698,-0.005946881,-0.134414248,0.507861531,0.023179021,-0.299413102,1.22979704,0.551284916,-1.606180615,3.265757921,-1
848,MODEL1,PARMS,RB4_5,0.818531831,2.27416714,0.076215734,-0.337157563,1.341045363,0.076491742,-1.75503138,4.135884444,0.498634167,-1.110962715,2.579090898,-1
849,MODEL1,PARMS,RB4_5,0.870267641,5.366725666,0.093935856,-0.531048696,1.855064727,-0.104886178,0.887066009,-1.761912554,0.461518038,-1.562284587,3.428516513,-1
850,MODEL1,PARMS,RB4_5,0.848880302,6.918536359,0.003373212,0.020639318,-0.383865044,-0.221067791,0.061915765,0.32471904,0.572676637,-0.644424571,0.640143244,-1
851,MODEL1,PARMS,RB4_5,0.815453782,5.091496596,-0.026823979,-0.451105735,1.754073028,0.014662277,0.303330946,-1.288134038,0.184271434,0.198635629,-0.902830337,-1
852,MODEL1,PARMS,RB4_5,0.772408388,5.824559404,0.083923319,-0.362280451,0.89249955,-0.119170582,-1.298278231,3.91808887,0.447348161,-0.854199512,1.594415669,-1
853,MODEL1,PARMS,RB4_5,0.817550398,7.784341343,0.107709612,-0.668383673,2.613270849,-0.22206313,1.36614713,-3.045774582,0.368890421,-1.429788302,3.213000076,-1
854,MODEL1,PARMS,RB4_5,0.851648627,7.65630266,0.147240487,-0.233880626,0.192702236,-0.229283109,0.196294629,-0.580851872,0.284588067,-0.27416446,0.715398402,-1
855,MODEL1,PARMS,RB4_5,0.794096321,16.02333812,0.121260185,-0.615441863,2.125452347,-0.729555553,2.220840534,-4.792270382,0.373056262,-1.238984491,3.030782528,-1
856,MODEL1,PARMS,RB4_5,0.781035169,3.622110733,-0.105127058,0.10597684,-0.584810953,0.030047754,-1.177743795,2.582547429,0.558049305,-1.003971021,1.952791075,-1
857,MODEL1,PARMS,RB4_5,0.842077281,7.393287909,0.158969387,-0.723942906,2.993098883,-0.1716046,-0.438207413,2.044546267,0.225129575,-0.793045455,1.673511383,-1
858,MODEL1,PARMS,RB4_5,0.89278235,8.789690489,0.004026176,0.323233445,-2.500243068,-0.380955886,0.784531628,-1.586427741,0.71996746,-2.05259741,4.558861867,-1
859,MODEL1,PARMS,RB4_5,0.933534143,3.473669229,-0.071080564,0.1280045,-0.893868169,-0.059733715,0.354652594,-1.038681949,0.892413445,-2.549160553,5.602114671,-1
860,MODEL1,PARMS,RB4_5,0.79459746,0.05930979,-0.161676228,0.189266132,-0.449041018,0.262040828,-0.784104418,1.410178325,0.534766602,-1.618371222,3.591792402,-1
861,MODEL1,PARMS,RB4_5,0.919903724,18.20136086,0.059782955,-0.154778148,-0.250649165,-0.918072027,2.850704569,-5.922468914,0.569183611,-1.145650696,2.126841803,-1
862,MODEL1,PARMS,RB4_5,0.855924897,12.94263407,0.261554545,-0.903133794,2.893436649,-0.705584628,0.641092392,-0.448501523,0.772494583,-1.183138918,2.052345314,-1
863,MODEL1,PARMS,RB4_5,0.853909415,14.15062981,-0.124048566,0.585008091,-2.644959395,-0.666895335,2.458016142,-4.928257675,0.70019964,-2.421121436,5.451502712,-1
864,MODEL1,PARMS,RB4_5,1.025885166,13.81366165,-0.152076383,0.134704263,-0.052339699,-0.586173315,2.492968317,-4.927351123,0.567908562,-1.804932914,3.813720635,-1
865,MODEL1,PARMS,RB4_5,0.846874689,11.16671348,0.197995165,-0.359926923,0.895314009,-0.523581852,1.70597246,-3.714130103,0.520905017,-1.433345687,3.305674392,-1
866,MODEL1,PARMS,RB4_5,0.754847823,6.072469829,-0.212348883,0.369836397,-1.296379522,-0.14049748,-0.357317742,1.209601505,0.68205453,-1.096541625,1.809554334,-1
867,MODEL1,PARMS,RB4_5,0.841799266,12.68860585,-0.022487446,-0.121723875,0.672214142,-0.500725808,0.87802558,-1.630125112,0.391644169,-0.924327537,2.141335706,-1
868,MODEL1,PARMS,RB4_5,0.826547585,4.793834729,-0.053516414,0.040825829,-0.04659654,0.020396116,-0.8883576,2.53439395,0.251629502,-0.546466176,1.273668964,-1
869,MODEL1,PARMS,RB4_5,0.834213637,12.92442753,-0.052600246,-0.360147049,1.580850576,-0.503265544,1.464923398,-3.101389377,0.377483504,-0.941909902,2.049287123,-1
870,MODEL1,PARMS,RB4_5,0.892361197,5.108307683,-0.003768114,-0.146795475,0.530102474,-0.026090002,-0.185487838,0.627896662,0.285973385,-0.997422417,2.563834232,-1
871,MODEL1,PARMS,RB4_5,0.944678593,3.535816922,0.189815139,-0.606908307,1.850053314,-0.032248826,0.037222089,-0.547269757,0.478297153,-0.9260505,1.706291514,-1
872,MODEL1,PARMS,RB4_5,0.906767163,10.22054485,0.111172964,-0.193390971,-0.1428689,-0.460380438,1.39340721,-2.793006955,0.636277881,-1.37975595,2.443398514,-1
873,MODEL1,PARMS,RB4_5,0.790519982,9.862181313,-0.099943539,0.066729835,-0.46928789,-0.36266247,1.24998204,-3.040815217,0.569234153,-1.227546978,2.504723688,-1
874,MODEL1,PARMS,RB4_5,0.799758786,-1.298604016,0.107266148,-0.353883818,1.041012924,0.225090744,-0.6376591,0.534382033,0.676423471,-1.954362993,5.021796449,-1
875,MODEL1,PARMS,RB4_5,0.90332872,11.05446019,-0.021753002,-0.333586502,1.224824353,-0.335992447,1.085577079,-2.440956894,0.165842649,-0.077151664,0.076438621,-1
876,MODEL1,PARMS,RB4_5,0.899046151,9.439477664,0.074670496,-0.147160208,-0.168638866,-0.324655705,-0.187873119,1.209826028,0.346680103,-0.467309666,0.650406313,-1
877,MODEL1,PARMS,RB4_5,0.865774344,9.541716647,0.014654475,0.206029082,-1.832340274,-0.251731917,0.90526092,-1.6380076,0.100616002,-0.238214084,0.411444439,-1
878,MODEL1,PARMS,RB4_5,0.800877392,9.35029539,-0.03723366,-0.342130337,1.772148661,-0.228564054,-0.2811737,1.17436111,0.168714513,0.088833348,-0.431480466,-1
879,MODEL1,PARMS,RB4_5,0.87057031,1.986723214,0.073365543,-0.124320186,0.103797318,0.049429515,0.003416682,-0.32440271,0.621634752,-1.957026584,4.501406707,-1
880,MODEL1,PARMS,RB4_5,0.915112083,-3.451999054,0.126919736,-0.437704583,1.315183267,0.437469476,-1.362249518,3.155807139,0.376415396,-1.09885955,2.446910511,-1
881,MODEL1,PARMS,RB4_5,0.875921969,8.885403323,0.110480142,-0.516894139,1.744985776,-0.362274113,0.649755316,-1.100345073,0.625749108,-1.662865757,3.321641843,-1
882,MODEL1,PARMS,RB4_5,0.87051204,10.16472779,-0.102207659,-0.055395396,0.212225951,-0.346796659,0.499648174,-0.871121773,0.504318053,-1.280209452,2.613297494,-1
883,MODEL1,PARMS,RB4_5,0.828274493,5.455060181,0.009495651,-0.26071708,0.796066126,-0.124634558,-0.730235424,2.038541384,0.624697166,-1.788101838,3.911146231,-1
884,MODEL1,PARMS,RB4_5,0.865349378,11.33611815,0.072809043,-0.286831125,1.076927614,-0.464441732,1.107557043,-2.008652307,0.394940038,-0.360545009,0.387313696,-1
885,MODEL1,PARMS,RB4_5,0.809776692,0.902048277,-0.148800743,0.372665592,-1.628630902,0.239502294,0.093853939,-0.578269821,0.389849261,-1.553166108,3.679506535,-1
886,MODEL1,PARMS,RB4_5,0.79321839,13.82640295,0.128240487,-0.825248131,3.651183158,-0.464632318,-0.724192042,2.727991437,-0.089701344,0.764098224,-1.4997353,-1
887,MODEL1,PARMS,RB4_5,0.817359501,-1.492344997,0.053899486,-0.489358221,1.715936435,0.249977125,-2.062125116,4.950176102,0.754091012,-1.175325753,1.694145191,-1
888,MODEL1,PARMS,RB4_5,0.847406502,16.97125872,-0.00739538,-0.06508142,-0.089985562,-0.767967587,3.108132687,-6.673616941,0.327967864,-0.758662587,1.379254026,-1
889,MODEL1,PARMS,RB4_5,0.833760615,7.097187409,-0.009434723,0.048333468,-0.208603978,-0.144098448,-0.283993259,1.3826795,0.287114695,-0.657364778,1.28483806,-1
890,MODEL1,PARMS,RB4_5,0.908364451,-5.498317959,0.136441622,-0.218309347,0.014812787,0.53771508,-1.589572395,2.989454774,0.440198307,-1.106130123,2.604379873,-1
891,MODEL1,PARMS,RB4_5,0.83777622,12.55874821,0.203566562,-0.730549847,2.510074379,-0.576185098,1.929724427,-4.354542356,0.433934497,-0.972109165,2.209367818,-1
892,MODEL1,PARMS,RB4_5,0.824817424,0.425882539,0.124373025,-0.44068567,1.303332162,0.148554931,-0.489904318,1.01417994,0.605465631,-1.951994894,4.41022995,-1
893,MODEL1,PARMS,RB4_5,0.814353506,14.03275364,-0.024761697,0.030497103,-0.933481485,-0.575736605,0.683211548,-1.013937026,0.348076902,-0.379061132,0.706989661,-1
894,MODEL1,PARMS,RB4_5,0.925930863,8.402955183,-0.136981501,0.414199193,-1.953787306,-0.261827784,0.422762757,-0.643706551,0.543299918,-1.357936779,3.103994877,-1
895,MODEL1,PARMS,RB4_5,0.873688007,13.60614365,0.214297255,-0.274195539,0.045307373,-0.635525619,1.500161892,-2.784221676,0.376985182,-0.491898742,0.696220834,-1
896,MODEL1,PARMS,RB4_5,0.890837605,2.375648796,0.095350333,-0.420058891,1.217080308,-0.053111408,-0.826839064,2.248785389,0.940459695,-2.683470464,5.904001398,-1
897,MODEL1,PARMS,RB4_5,0.762637651,1.576686071,0.131577434,-0.373135179,0.603195465,0.083624779,-1.131680038,2.717845745,0.513208965,-0.62159504,1.00043923,-1
898,MODEL1,PARMS,RB4_5,0.796135606,-0.706895699,0.033327637,-0.419497802,1.922327705,0.297830616,-1.025772874,1.705717793,0.422380298,-1.486006625,3.693691116,-1
899,MODEL1,PARMS,RB4_5,0.888457297,1.700276247,-0.189476791,0.423953537,-2.084693098,0.121492537,0.377129066,-0.932984898,0.680555133,-2.266012791,5.088184301,-1
900,MODEL1,PARMS,RB4_5,0.909016605,-1.157486329,-0.016072138,-0.089497252,0.709827959,0.285342214,-1.336837058,2.930365304,0.577141491,-1.956016031,4.545087701,-1
901,MODEL1,PARMS,RB4_5,0.891927181,11.17904396,0.119739504,-0.283583203,0.342855615,-0.513050551,1.483736294,-2.447252252,0.593704781,-1.742535982,3.647352575,-1
902,MODEL1,PARMS,RB4_5,0.825493997,8.421664031,-0.061306808,-0.13044537,0.677591764,-0.191400116,0.556739575,-1.357033478,0.254701591,-0.635902875,1.501256006,-1
903,MODEL1,PARMS,RB4_5,0.841960168,7.593746216,0.072816136,-0.213520881,0.329225213,-0.162173164,0.341938063,-0.467748167,0.150194697,-0.145537826,0.250310044,-1
904,MODEL1,PARMS,RB4_5,0.85759503,10.49280359,-0.079734407,0.241329838,-1.570833064,-0.360659741,0.990131171,-1.644932774,0.388348759,-0.808993838,1.400465248,-1
905,MODEL1,PARMS,RB4_5,0.784965256,10.10110739,0.244087344,-0.726211707,2.366907253,-0.411599008,1.277662198,-2.571952544,0.366458462,-1.036827654,2.272903815,-1
906,MODEL1,PARMS,RB4_5,0.911361129,10.97518449,0.083234186,-0.22523686,0.216428246,-0.430953337,0.447402017,-0.476328608,0.361392286,-0.458348672,0.747376728,-1
907,MODEL1,PARMS,RB4_5,0.790885238,-5.177922704,-0.026484271,-0.157915673,0.863929781,0.593101579,-2.984375389,6.987149255,0.378957883,-1.111941239,2.613410719,-1
908,MODEL1,PARMS,RB4_5,0.84840274,4.108779557,-0.0290417,0.12955653,-0.772410511,-0.097885745,-0.147384744,0.355263887,0.774838872,-1.815920713,3.722560805,-1
909,MODEL1,PARMS,RB4_5,0.912143646,18.70203484,0.127837927,-0.586686,2.199595708,-0.92362488,3.067053316,-6.863438243,0.448458429,-1.338528707,3.263720581,-1
910,MODEL1,PARMS,RB4_5,0.963596418,20.54329991,-0.201106441,0.245063217,-1.209934686,-0.963737826,3.915697013,-8.710638327,0.490960448,-1.349031561,3.01473465,-1
911,MODEL1,PARMS,RB4_5,0.869664779,8.848998562,0.073392852,-0.183730158,0.303420134,-0.239965885,-0.075233649,0.382078878,0.17126655,0.21771615,-0.818392191,-1
912,MODEL1,PARMS,RB4_5,0.867811501,-3.420230556,0.012913744,-0.329308255,0.742901258,0.527826352,-2.988409144,6.218078793,0.209276902,0.179823541,-0.369675731,-1
913,MODEL1,PARMS,RB4_5,0.846585558,14.06805403,-0.020180132,-0.186592922,0.942890461,-0.537855612,1.37058503,-2.318940312,0.161581733,0.125417155,-0.470605288,-1
914,MODEL1,PARMS,RB4_5,0.838443657,-1.431195444,0.097921136,-0.664939516,2.770980969,0.287342557,-2.219559662,4.933683373,0.554802766,-0.964947144,1.919591774,-1
915,MODEL1,PARMS,RB4_5,0.823911519,13.53106927,-0.056705981,0.31631839,-1.81263893,-0.52464619,0.913615204,-1.352833395,0.249514913,0.009968703,-0.301778671,-1
916,MODEL1,PARMS,RB4_5,0.875702892,-3.173212815,0.034585867,-0.129559387,-0.050964544,0.385758846,-1.001387267,2.385860392,0.637438552,-2.49948251,5.396837181,-1
917,MODEL1,PARMS,RB4_5,0.867528211,8.160144967,-0.035394402,0.016434594,-0.330727644,-0.216412199,0.241275627,-0.216049527,0.356616311,-0.687564801,1.182674287,-1
918,MODEL1,PARMS,RB4_5,0.827308312,2.127566202,0.03036048,-0.349424248,1.390700774,0.11641434,-0.404531524,0.585733453,0.431296376,-1.071296345,2.342526951,-1
919,MODEL1,PARMS,RB4_5,0.912571097,-0.541769524,0.20505611,-0.677483721,2.060698765,0.175694526,-0.680472208,1.224404797,0.617095064,-1.494870294,3.122557224,-1
920,MODEL1,PARMS,RB4_5,0.838425319,-2.131509353,-0.114921151,-0.119698107,0.545502663,0.43645243,-2.331870136,5.201135411,0.377608246,-0.312632593,0.168753344,-1
921,MODEL1,PARMS,RB4_5,0.784680291,4.128960473,0.105470427,-0.316403593,0.91902587,-0.080916464,0.019417729,-0.389959658,0.550078677,-0.71775708,1.080366175,-1
922,MODEL1,PARMS,RB4_5,0.836551218,12.83955742,0.137662226,-0.367257909,1.090322401,-0.565814712,2.385549571,-5.209035387,0.367247811,-0.91335336,1.83959752,-1
923,MODEL1,PARMS,RB4_5,0.846654903,-4.734190191,0.34424023,-0.885034662,2.643340855,0.423477535,-2.657525916,5.934461774,0.462307631,-0.115743915,-0.159305789,-1
924,MODEL1,PARMS,RB4_5,0.905558055,14.11127915,-0.141965343,0.177239491,-0.975186032,-0.651087586,1.797430369,-3.441817517,0.721452074,-1.6596528,3.174973402,-1
925,MODEL1,PARMS,RB4_5,0.778369055,8.284755221,-0.19311011,0.372028339,-1.835095084,-0.232750842,0.4339992,-0.799151065,0.579448495,-2.07241588,4.840271992,-1
926,MODEL1,PARMS,RB4_5,0.872660083,6.156332482,0.109594139,-0.622744553,2.410394652,-0.101637252,-0.291218975,1.16123394,0.287095283,-0.858003494,1.895531117,-1
927,MODEL1,PARMS,RB4_5,0.862223503,-5.677500363,-0.018118184,-0.204949806,0.658870238,0.448462768,-1.971940984,3.981603258,1.020736937,-3.051222314,7.014452932,-1
928,MODEL1,PARMS,RB4_5,0.879956357,13.40063538,-0.131435693,0.387080956,-1.826805581,-0.65591974,2.308452962,-5.256609477,0.844907465,-2.201910025,4.830461082,-1
929,MODEL1,PARMS,RB4_5,0.816410999,8.273879915,0.106186589,-0.803157701,3.588238686,-0.283778065,0.344529871,-0.594608,0.486444824,-1.074697864,2.045700909,-1
930,MODEL1,PARMS,RB4_5,0.863778497,3.218695274,-0.114104325,0.015012141,-0.072868429,0.084646876,-0.054732052,-0.259986841,0.439722763,-1.064247856,2.295328107,-1
931,MODEL1,PARMS,RB4_5,0.801649263,-0.546458897,-0.131487093,0.075461853,-0.153960596,0.283747987,-0.887756154,1.114251055,0.532620012,-1.045355926,2.220256874,-1
932,MODEL1,PARMS,RB4_5,0.819631594,13.42862923,0.137950866,-0.43564352,0.810593977,-0.575644769,1.387961497,-2.523494328,0.332025454,-0.410256327,0.36378494,-1
933,MODEL1,PARMS,RB4_5,0.925693543,6.70378468,0.076352099,-0.358135225,1.072998274,-0.173280262,1.143562612,-2.937955954,0.446475026,-1.559822919,3.624465077,-1
934,MODEL1,PARMS,RB4_5,0.909759518,-1.367064795,-0.146700214,0.62860331,-2.920260346,0.472032436,-1.079231517,1.858972347,-0.025472138,0.525926979,-1.316740368,-1
935,MODEL1,PARMS,RB4_5,0.825023378,12.4820063,-0.037218739,-0.039050903,-0.399294983,-0.628896558,1.245895744,-2.718348506,0.921682832,-2.357928488,5.116739988,-1
936,MODEL1,PARMS,RB4_5,0.883849223,2.259650208,0.00609859,0.001016734,-0.817154199,0.101459749,-0.701858837,1.262293872,0.45545131,-1.067056668,2.516923331,-1
937,MODEL1,PARMS,RB4_5,0.890676822,-0.740400161,-0.050833069,0.369028027,-2.244044215,0.244052825,-0.89674491,0.717651238,0.62435988,-1.442363107,3.496476151,-1
938,MODEL1,PARMS,RB4_5,0.86480778,4.171427111,0.151992155,-0.628553066,2.154641503,-0.027495947,-1.036876427,2.231458136,0.365856648,-0.380805049,0.675952122,-1
939,MODEL1,PARMS,RB4_5,0.85076112,9.965993138,0.07994845,-0.297665927,0.982577273,-0.334450017,0.491837286,-0.967991303,0.283051632,-0.599354872,1.462152317,-1
940,MODEL1,PARMS,RB4_5,0.833149299,3.469843712,0.131914303,-0.517649271,1.465253405,-0.109527551,-0.438348122,1.321079737,0.84464389,-2.322864047,4.723074792,-1
941,MODEL1,PARMS,RB4_5,0.913277405,8.000525103,-0.117286528,0.112429193,-0.317886572,-0.254385448,1.155750488,-1.760728643,0.587577775,-1.485298075,2.56998831,-1
942,MODEL1,PARMS,RB4_5,0.834911453,8.58288848,-0.148129382,0.451129064,-2.718190363,-0.283386122,1.668241575,-4.231384937,0.64419074,-2.481441438,5.934065464,-1
943,MODEL1,PARMS,RB4_5,0.841796632,9.191334465,-0.004392904,-0.466589293,1.771593571,-0.272154645,0.533756581,-1.214099626,0.35226216,-0.843468237,1.842676299,-1
944,MODEL1,PARMS,RB4_5,0.873356333,2.54215562,0.10614754,-0.588156007,2.227409142,0.12608293,-0.748624918,1.908717876,0.244843655,-0.882792525,2.040199441,-1
945,MODEL1,PARMS,RB4_5,0.756078301,9.938882947,0.007887494,-0.427726611,1.703556014,-0.335389819,-0.233654092,1.102302637,0.42153242,-0.784974488,1.572853966,-1
946,MODEL1,PARMS,RB4_5,0.813892931,11.48927163,-0.216167596,0.54169655,-2.274336381,-0.496806197,1.481298931,-3.611028771,0.773469396,-1.880061485,4.123445222,-1
947,MODEL1,PARMS,RB4_5,0.855679378,4.30158209,0.119572411,-0.497036132,1.225406147,0.044894027,-0.13285949,-0.147110736,0.111095093,-0.240129612,0.841847842,-1
948,MODEL1,PARMS,RB4_5,0.903538727,4.557503309,0.057628645,-0.292769797,0.56421364,-0.011474391,-0.643050558,1.943366748,0.371373735,-0.986720847,1.959631844,-1
949,MODEL1,PARMS,RB4_5,0.814080795,11.67237526,0.027189487,-0.336068087,1.485568542,-0.450650907,1.651976052,-3.435806313,0.349345333,-0.291864804,-0.02064813,-1
950,MODEL1,PARMS,RB4_5,0.85488624,0.329832824,-0.042830462,0.120311157,-0.931368854,0.225960947,-1.137040074,2.602020341,0.48458856,-1.301866659,2.818528843,-1
951,MODEL1,PARMS,RB4_5,0.834540033,6.422405942,-0.069737151,-0.107522212,0.61921077,-0.247348444,0.634010224,-1.065663331,0.87060714,-1.975698955,3.9991019,-1
952,MODEL1,PARMS,RB4_5,0.806575675,12.1040569,0.070159796,-0.521488551,1.889797965,-0.437093748,0.847058754,-1.836617228,0.214477059,-0.41464799,1.061108984,-1
953,MODEL1,PARMS,RB4_5,0.819861769,13.77107762,-0.020385082,-0.122701653,-0.033072723,-0.589976383,1.614285621,-3.489461637,0.454021007,-0.786698274,1.604723816,-1
954,MODEL1,PARMS,RB4_5,0.813204698,7.551508831,-0.14838263,0.170953653,-0.484388825,-0.160674389,0.621628587,-1.687445544,0.381297072,-1.170343458,2.987939646,-1
955,MODEL1,PARMS,RB4_5,0.868413464,2.048641615,0.074689288,-0.4344637,1.44964444,0.166559461,-0.537903367,1.033412861,0.227679712,-0.468536473,0.911668043,-1
956,MODEL1,PARMS,RB4_5,0.750132559,11.6236163,0.067600798,-0.19664939,0.758078257,-0.397578632,0.784958979,-1.022483385,0.118069469,-0.04306857,-0.176072387,-1
957,MODEL1,PARMS,RB4_5,0.831306756,4.030837042,-0.012808924,-0.238201992,0.725879363,0.001371502,-1.385457658,3.406903415,0.520054769,-1.31862076,2.885557507,-1
958,MODEL1,PARMS,RB4_5,0.881168795,0.990268649,0.043844153,-0.469440027,1.356165008,0.247109138,-1.624607775,3.296339412,0.282153373,-1.013467574,2.680533495,-1
959,MODEL1,PARMS,RB4_5,0.932893605,4.420562275,0.050430477,0.129053159,-0.912724944,-0.020728738,-0.237151929,0.873257431,0.314552034,-0.837442654,1.926637783,-1
960,MODEL1,PARMS,RB4_5,0.8134864,6.745574234,-0.041845869,0.038586758,-0.045199452,-0.164319247,0.961491064,-2.520745096,0.423880853,-1.040300074,2.617804012,-1
961,MODEL1,PARMS,RB4_5,0.833310736,-0.878378439,0.26477955,-0.826195639,2.943259976,0.278954394,-1.058977563,1.991357181,0.224467321,0.248070671,-0.893999562,-1
962,MODEL1,PARMS,RB4_5,0.808646822,12.22864683,-0.011570516,0.117386682,-1.433778564,-0.411700633,0.98295734,-2.064366364,0.124269388,-0.321024024,1.028570299,-1
963,MODEL1,PARMS,RB4_5,0.925036449,6.69529786,0.280822546,-0.663537046,2.322730853,-0.316098878,1.4712611,-3.425743786,0.724095481,-2.719214428,6.343653036,-1
964,MODEL1,PARMS,RB4_5,0.855531557,9.452005896,-0.004343201,-0.055772052,0.068792916,-0.296723475,0.863146161,-1.827170759,0.318246263,-0.676347711,1.363937319,-1
965,MODEL1,PARMS,RB4_5,0.833124789,8.781716139,0.053651876,-0.296936599,0.908037338,-0.241929613,0.870283591,-2.278451603,0.235457676,-0.606609694,1.42347915,-1
966,MODEL1,PARMS,RB4_5,0.869744081,7.266153973,0.342695177,-1.18540706,4.19856231,-0.309066961,0.783616298,-1.643192323,0.574390668,-1.723603942,3.592240604,-1
