SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,ers_tot,ers_tot1,ers_tot2,RMB
746,MODEL1,PARMS,RMB,1.421111086,-14.38938288,0.199351918,-0.720517844,2.301991864,1.479393011,-4.135497949,7.919446858,0.609931696,-0.278865714,-0.204929482,-1
747,MODEL1,PARMS,RMB,1.498423649,-11.86768018,0.30493102,-0.295741123,0.072329293,1.272142254,-3.471198477,7.412857303,0.604142323,-0.582968193,0.861206167,-1
748,MODEL1,PARMS,RMB,1.530070105,27.58433161,-0.122149015,0.252713706,-1.032706237,-0.834599109,3.012971462,-5.801218373,0.087339018,0.1978864,-0.02782873,-1
749,MODEL1,PARMS,RMB,1.588038633,-9.931167915,0.491410095,-1.665142874,5.620696234,1.430347547,-3.195409899,4.970600275,-0.501355405,2.6028734,-5.238794858,-1
750,MODEL1,PARMS,RMB,1.427413711,9.773920191,0.175986402,-0.349420499,0.725729059,-0.107060775,0.403518733,-1.039249239,1.050644114,-1.960263858,3.866664963,-1
751,MODEL1,PARMS,RMB,1.434215421,-5.682407003,0.113037219,-0.833990454,3.38316873,1.06146403,-3.869862315,9.186265346,0.289942941,0.589465198,-2.240277036,-1
752,MODEL1,PARMS,RMB,1.485143067,-7.928131476,0.137695478,-0.725805805,3.01445266,1.289282606,-4.357644373,9.847565962,-0.078415588,1.533646985,-3.865883113,-1
753,MODEL1,PARMS,RMB,1.707147121,0.681128034,0.183765859,-0.162792208,0.099964718,0.304316749,-1.628156929,2.572186735,1.453000001,-1.879747644,3.527379943,-1
754,MODEL1,PARMS,RMB,1.611622677,29.15684901,0.080658647,-0.702946865,2.879827692,-1.035597984,4.779229279,-10.9028239,0.241635471,0.568013073,-1.136290447,-1
755,MODEL1,PARMS,RMB,1.599771457,-15.03808056,0.325560055,-1.12155884,5.055749287,1.736629953,-4.986342977,10.79206694,-0.39458242,3.507208746,-8.823835616,-1
756,MODEL1,PARMS,RMB,1.443748814,6.926333763,0.206885002,-0.680472152,1.99973865,0.009350226,-0.623141803,1.413671694,1.244581595,-2.59677553,5.36456965,-1
757,MODEL1,PARMS,RMB,1.491897761,-0.808510191,0.386157205,-0.891675251,2.724219851,0.811176506,-3.002259734,6.880346143,-0.263158107,2.330056281,-5.357607848,-1
758,MODEL1,PARMS,RMB,1.490670394,11.94665409,0.376763579,-0.806900515,1.997667768,-0.121206153,-0.73558183,1.948607438,0.455692952,-0.023746519,0.131036801,-1
759,MODEL1,PARMS,RMB,1.539612276,-3.932026511,-0.067349212,-0.166473649,1.071458969,0.701076936,-2.3727054,5.552897581,1.44363927,-3.430109452,7.017864156,-1
760,MODEL1,PARMS,RMB,1.427346579,19.73359323,-0.000332298,-0.003800232,0.458928845,-0.489948955,2.786168118,-6.197915141,0.360052366,-0.622780532,1.960231895,-1
761,MODEL1,PARMS,RMB,1.529583664,-14.29332723,0.101235109,-0.188287905,1.124552531,1.182995483,-5.831734347,13.83133469,1.710859192,-2.624070103,4.322006094,-1
762,MODEL1,PARMS,RMB,1.488507898,5.127034676,0.443538646,-0.930935052,2.179311318,0.409958088,-0.598182652,-0.039144041,-0.135502537,2.285527932,-5.532053449,-1
763,MODEL1,PARMS,RMB,1.496568267,-14.44051469,0.345870481,-0.845625626,2.866781701,1.720232424,-6.008241726,14.00423031,-0.407228143,2.415398405,-6.011981108,-1
764,MODEL1,PARMS,RMB,1.656913607,-0.763016286,0.394109802,-0.980866497,3.070645778,0.5723456,-0.741345953,0.489853846,0.714606362,-1.901354512,5.294102653,-1
765,MODEL1,PARMS,RMB,1.618691596,2.422883889,0.323654294,-1.169021576,3.623465423,0.555182707,-1.599326547,1.642107309,0.140070227,0.526196858,-0.256660102,-1
766,MODEL1,PARMS,RMB,1.482067239,5.438429242,0.332155791,-0.982493393,3.383505059,0.458409285,-1.250840393,2.989077372,-0.2334179,2.119369219,-5.159086657,-1
767,MODEL1,PARMS,RMB,1.539360392,21.04923021,-0.051807294,0.132110883,-0.114969428,-0.656867024,2.777629809,-7.185282238,0.708388897,-0.838301184,1.943597213,-1
768,MODEL1,PARMS,RMB,1.633077941,-47.06903601,0.23981154,-1.107136864,5.190135365,3.346186569,-10.8070674,22.97698058,0.919649251,-0.190460843,-1.158700022,-1
769,MODEL1,PARMS,RMB,1.527175222,-9.414281325,0.489241977,-0.678914946,1.450536418,1.12473069,-2.465044528,4.284657102,0.438511143,-0.98830785,2.731217967,-1
770,MODEL1,PARMS,RMB,1.373554404,7.466466386,0.430562799,-1.216234665,4.86189861,0.217679222,0.149876931,-0.536328944,-0.008637959,1.845574475,-4.824774784,-1
771,MODEL1,PARMS,RMB,1.639439372,7.869690133,-0.032435496,0.14928505,-1.659587044,0.152567234,-1.772994225,5.195629388,0.666532796,0.688850969,-2.867078702,-1
772,MODEL1,PARMS,RMB,1.468232077,6.221803998,0.098811472,-0.33364369,0.600402452,0.445857439,-2.87238976,6.836333475,-0.069330997,1.970974192,-4.754916172,-1
773,MODEL1,PARMS,RMB,1.433620912,8.74170201,0.7734007,-2.216781735,7.870157176,0.001174367,0.727359741,-1.049352379,0.323054649,-0.037117247,-0.453569366,-1
774,MODEL1,PARMS,RMB,1.666188768,-12.79524377,0.353888639,-0.799331464,1.844569994,1.108943824,-2.492543557,4.761870715,1.329236905,-2.188598401,3.96228019,-1
775,MODEL1,PARMS,RMB,1.703345343,3.73872687,0.464272231,-1.462441582,5.521307289,0.392072883,-1.12061561,1.53092053,0.253480135,0.701108254,-1.397354341,-1
776,MODEL1,PARMS,RMB,1.5149987,9.850669809,0.595320526,-1.967850893,6.987957063,0.117267967,-1.050682841,1.46194096,-0.184469925,2.734707421,-6.087147038,-1
777,MODEL1,PARMS,RMB,1.412040223,-0.66081406,0.175152209,-0.001054705,-0.711096708,0.758974904,-3.784753564,9.226107112,0.158014823,1.41499568,-3.952212627,-1
778,MODEL1,PARMS,RMB,1.426443386,-5.365458469,0.103968676,-0.924994303,4.416473163,1.14305494,-4.008696645,8.411957217,-0.012740298,1.223234556,-2.664723954,-1
779,MODEL1,PARMS,RMB,1.495918043,24.80174766,0.143091807,-0.636676989,2.672163933,-0.973590974,3.738148845,-8.684586668,0.898320631,-1.368585004,2.885944253,-1
780,MODEL1,PARMS,RMB,1.582385506,13.74526364,0.292742782,-0.468115134,1.181466541,-0.288381065,-0.145368028,1.337522439,0.553080262,1.158166863,-3.778585837,-1
781,MODEL1,PARMS,RMB,1.595535496,-8.387782407,0.321043694,-0.439691565,0.676655426,0.875115631,-1.453566541,2.03679337,1.207178578,-1.728945932,3.102965248,-1
782,MODEL1,PARMS,RMB,1.441673945,-2.317636714,0.539758578,-1.317537156,5.253194275,0.707466507,-2.47051644,5.414135712,0.32636973,0.943340482,-2.708058563,-1
783,MODEL1,PARMS,RMB,1.620001863,7.108994193,0.400272953,-0.457996789,0.427719262,0.112951513,0.305794593,-0.255362043,0.456011958,0.047091339,-0.62403557,-1
784,MODEL1,PARMS,RMB,1.513252535,-22.78737834,0.548987229,-2.006520745,7.37601699,1.847818667,-6.706427859,15.12877553,0.745470562,-0.037420929,-1.271721779,-1
785,MODEL1,PARMS,RMB,1.447347812,-29.12818192,0.131265622,-0.01620151,-0.494555731,2.29348175,-7.844143801,16.80473119,0.859047708,-1.053616626,2.071867109,-1
786,MODEL1,PARMS,RMB,1.477141928,22.8918918,-0.150634313,0.034167085,0.064895743,-0.693352836,2.168011101,-3.906019759,0.610145337,-0.347725533,0.12576995,-1
787,MODEL1,PARMS,RMB,1.386299215,-17.84554934,0.350375702,-0.720972022,1.342667838,1.718921502,-4.491162392,8.97801476,0.26687956,0.484213907,-1.258516427,-1
788,MODEL1,PARMS,RMB,1.608412522,10.60632108,0.27033221,-0.971389561,3.474338241,0.168575091,1.263610876,-4.320137814,-0.201904432,1.433403305,-3.008939375,-1
789,MODEL1,PARMS,RMB,1.675580754,-1.732916318,0.488815907,-1.374639311,4.701032757,0.605865572,-0.46332371,-0.533084931,0.754308411,-2.87867934,7.483183462,-1
790,MODEL1,PARMS,RMB,1.580098018,9.980771433,0.117007674,-0.523779195,1.955113113,0.216946604,1.110761154,-2.986575009,-0.15728021,1.80985146,-4.551457419,-1
791,MODEL1,PARMS,RMB,1.692657525,8.075204863,0.46042334,-0.881994526,2.880516501,-0.147001699,0.00206321,0.861284241,1.146465359,-0.368035122,-1.480207363,-1
792,MODEL1,PARMS,RMB,1.542508276,6.776609642,0.122050831,-0.712141054,2.274113933,0.318156136,0.098534203,-0.508447004,0.246107988,-0.066230269,0.203552461,-1
793,MODEL1,PARMS,RMB,1.446014374,4.476287188,0.364656277,-1.023665277,3.610957529,0.271004789,-0.425260887,1.114131664,0.63200634,0.258292461,-1.977733575,-1
794,MODEL1,PARMS,RMB,1.559972274,7.198006309,0.331632321,-0.727776437,1.625318132,0.207975175,-2.23716746,6.967423632,0.297340128,1.343823846,-4.607328697,-1
795,MODEL1,PARMS,RMB,1.537614695,23.07289409,0.274104092,-0.74508128,2.490201735,-0.633576815,2.732395404,-5.892450049,-0.149326659,2.809039587,-7.189532626,-1
796,MODEL1,PARMS,RMB,1.547487508,16.91481485,0.134903087,0.022525778,-0.577389011,-0.521364245,3.312961641,-7.774887545,0.951828162,-1.482461057,2.224446459,-1
797,MODEL1,PARMS,RMB,1.615364909,7.663486118,0.518400174,-1.592160499,5.793541065,0.235050804,-1.661646803,4.353275914,-0.027897294,1.369940542,-3.37484607,-1
798,MODEL1,PARMS,RMB,1.611156887,7.570306595,0.761229019,-1.904236588,6.231381736,0.030008635,2.47135316,-6.126103365,0.344626318,-0.142891306,0.647406403,-1
799,MODEL1,PARMS,RMB,1.632250834,-11.98323396,0.235420219,-0.832580843,3.392181526,1.312266305,-3.349546561,6.454150682,0.638989926,-0.746723295,1.760182275,-1
800,MODEL1,PARMS,RMB,1.548141883,20.59032692,0.332309311,-0.669900035,1.830247296,-0.701247843,3.716578369,-9.029640178,0.470261608,0.852972183,-2.504518626,-1
801,MODEL1,PARMS,RMB,1.61324572,8.666786789,0.601993497,-2.105053159,7.22006338,0.107184663,1.013710121,-3.038385083,0.145830778,0.578751984,-1.443719423,-1
802,MODEL1,PARMS,RMB,1.611528958,17.61636867,0.082554242,-0.085334221,0.001746725,-0.533148804,0.235934841,1.375109364,0.911510698,-0.638727145,0.563422948,-1
803,MODEL1,PARMS,RMB,1.40364926,0.075746359,0.23800052,-0.662074361,2.410621884,0.704347486,-1.604852549,2.281546157,0.118007641,0.853844082,-1.348245469,-1
804,MODEL1,PARMS,RMB,1.534030714,-17.53405676,-0.085133915,-0.394098645,1.766081802,1.506129507,-4.805426043,9.661645668,1.476627705,-2.35396087,3.572333646,-1
805,MODEL1,PARMS,RMB,1.612276247,16.73831761,-0.06761855,0.632567916,-2.958387798,-0.352415984,1.258516349,-1.458584453,0.514500232,-0.168698099,-0.306409757,-1
806,MODEL1,PARMS,RMB,1.493587095,-0.080953978,0.094198071,-0.114607045,-0.241337842,0.821609598,-1.51449688,4.185747255,-0.116024067,0.778061049,-1.941344007,-1
807,MODEL1,PARMS,RMB,1.556360814,-0.777387361,-0.114677345,0.722501579,-3.02513955,0.703126415,-3.630640768,9.145278195,0.667693304,-1.104620118,2.882038229,-1
808,MODEL1,PARMS,RMB,1.57227234,8.22726387,0.438069752,-1.874134384,8.286241849,0.113292043,0.496839768,-1.139441073,0.33565158,0.291228302,-0.809803131,-1
809,MODEL1,PARMS,RMB,1.468738054,5.0629082,0.072195833,-0.293410735,1.061314905,0.148347389,-1.691023258,4.4026909,1.255133252,-2.292870109,4.144455735,-1
810,MODEL1,PARMS,RMB,1.609021628,22.57468684,0.340196508,-1.26525581,4.421277435,-0.971032645,5.651918675,-12.7585108,1.187582189,-2.509827379,4.834916665,-1
811,MODEL1,PARMS,RMB,1.50121943,-5.762831458,0.172005722,-0.882974476,3.968874462,0.917562819,-2.564853856,6.459871652,0.853195478,-2.20058045,4.759930514,-1
812,MODEL1,PARMS,RMB,1.33677377,7.80056942,0.032128725,-0.667290772,3.359482315,0.306337806,-2.914725343,7.29821045,0.196378461,1.076749589,-3.00073126,-1
813,MODEL1,PARMS,RMB,1.437623155,4.053184046,0.026709057,-0.207445011,0.567989423,0.480080945,-1.663494769,4.399284748,0.302414923,-0.072452182,0.254421039,-1
814,MODEL1,PARMS,RMB,1.494319335,-8.136154083,-0.331083592,1.411178706,-5.199371823,1.220241903,-2.957118544,6.494848628,0.584681627,-1.24068183,2.547674341,-1
815,MODEL1,PARMS,RMB,1.725210635,12.93643052,0.278153759,-0.699095561,1.354838828,0.009509629,0.164529076,-0.291387069,-0.172562725,1.0572872,-2.017435125,-1
816,MODEL1,PARMS,RMB,1.601236716,4.590365659,0.240227927,-1.10519585,4.131218107,0.39123032,-1.291373465,3.634850339,0.41745567,-0.886906132,2.370939413,-1
817,MODEL1,PARMS,RMB,1.32925342,6.355418675,0.393588585,-0.884699579,3.120300618,0.294315787,-1.522668921,3.565020851,0.151100573,0.024264911,0.150389792,-1
818,MODEL1,PARMS,RMB,1.505413663,-20.67263729,0.327159231,-0.895009047,3.397668505,1.869814444,-5.396456966,10.19578394,0.374591259,0.332189523,-0.69067224,-1
819,MODEL1,PARMS,RMB,1.535718292,-1.829617016,0.454090841,-1.082294863,3.760206367,0.606318299,-2.84902095,7.606650527,0.649810515,0.734451979,-3.415117514,-1
820,MODEL1,PARMS,RMB,1.672069986,-0.606081703,0.157776843,-0.564407086,1.853909146,0.583792828,-2.853605576,6.694661623,0.849369315,-0.753191758,1.879770431,-1
821,MODEL1,PARMS,RMB,1.549583271,2.215199295,0.591643339,-1.62099835,5.40744802,0.511210704,-1.952031875,4.210262357,0.050674009,1.268376843,-2.956207847,-1
822,MODEL1,PARMS,RMB,1.540280177,-8.928638346,0.210224624,-0.488695019,2.257867261,1.01934186,-1.813564168,2.54895722,0.905953064,-0.781488513,0.848609468,-1
823,MODEL1,PARMS,RMB,1.67537337,10.91741268,0.352500572,-0.948541171,2.623644479,0.001651602,1.589226711,-4.485876617,0.125963911,1.6784449,-4.210663026,-1
824,MODEL1,PARMS,RMB,1.577119599,24.04309014,0.323877022,-0.597261274,0.975659749,-0.86926679,2.906768546,-4.958629314,0.583288085,-1.928792727,4.069385165,-1
825,MODEL1,PARMS,RMB,1.595478998,-0.545804623,0.385381894,-0.947243369,3.100206476,0.69863662,-0.114784737,-0.164455504,0.081134873,0.839055363,-2.588222644,-1
826,MODEL1,PARMS,RMB,1.446653727,26.08928297,0.09401668,-0.477106333,1.788421878,-0.866900401,0.965019254,-0.92117792,0.31978725,0.740147149,-2.029286329,-1
827,MODEL1,PARMS,RMB,1.533417835,9.118771734,0.585678429,-1.53452268,4.018442684,0.117686246,0.695910325,-1.861710061,-0.123602151,2.221855334,-4.660398561,-1
828,MODEL1,PARMS,RMB,1.553155765,-4.238174349,0.449917194,-1.947506459,8.298907938,0.72429759,-2.461115043,4.860123161,0.915298247,-1.261324505,2.484505277,-1
829,MODEL1,PARMS,RMB,1.576123085,1.049881702,0.575294121,-1.341446181,4.904384017,0.297013273,-1.598834287,3.155400191,1.017978455,-0.484457604,0.040495877,-1
830,MODEL1,PARMS,RMB,1.475707512,27.70422622,-0.013747042,-0.174818284,1.159376849,-0.739368476,2.297123178,-4.588328035,-0.470991676,2.504048754,-5.236258422,-1
831,MODEL1,PARMS,RMB,1.633406809,15.470453,0.363714101,-1.25860995,3.648889766,-0.046529229,-1.733815821,4.478880845,-0.474964352,3.073195213,-6.903437207,-1
832,MODEL1,PARMS,RMB,1.383462129,-2.901458013,0.211475761,-0.727565044,1.892647266,0.812315678,-2.975495628,6.888370796,0.498326357,-0.331993941,0.122418472,-1
833,MODEL1,PARMS,RMB,1.495632507,-1.386798205,0.320821214,-0.685062972,2.243775038,0.600042379,-2.683405546,5.871260919,0.77736468,-0.688464441,0.645409923,-1
834,MODEL1,PARMS,RMB,1.463804642,11.05494833,0.231784973,-0.590776538,2.527136366,0.010741081,-0.552587063,2.29747104,0.213885301,1.03637677,-3.214402433,-1
835,MODEL1,PARMS,RMB,1.389728952,-2.07996989,0.261701689,-0.362251405,1.047171363,0.789138862,-3.023539534,7.533503343,0.171094699,1.487752641,-4.168386216,-1
836,MODEL1,PARMS,RMB,1.515900468,-5.84198351,0.124298161,-0.071452036,-0.841844349,0.992800233,-3.663907193,8.543821957,0.533025352,-0.917136478,1.838242935,-1
837,MODEL1,PARMS,RMB,1.449982725,13.96462475,-0.043158423,0.088728988,-0.453472316,-0.214565989,1.28286019,-2.72380027,0.677042605,-0.301535552,-0.183233349,-1
838,MODEL1,PARMS,RMB,1.500955274,-9.001333745,0.15764574,-0.613091934,2.272607065,1.200070064,-3.80754165,8.735548926,0.432375024,0.319126321,-1.686616435,-1
839,MODEL1,PARMS,RMB,1.60432423,-18.36902159,0.313752142,-0.343732793,0.509243087,1.491786132,-4.809875167,9.68551031,1.152895529,-0.99205621,1.187023721,-1
840,MODEL1,PARMS,RMB,1.551141239,-20.50722324,0.589047777,-1.376007609,4.765792054,1.647912013,-5.595758698,12.92303001,0.898200673,-0.853299168,0.669029789,-1
841,MODEL1,PARMS,RMB,1.475969879,-3.152984844,0.341058101,-0.378114337,0.716828984,0.762202376,-3.294887517,7.888663917,0.507696557,0.336745867,-1.789103173,-1
842,MODEL1,PARMS,RMB,1.502310052,-13.29497879,0.536128041,-1.177382357,3.309257325,1.519311818,-5.485055145,12.63603293,-0.135178551,1.973913462,-5.616298075,-1
843,MODEL1,PARMS,RMB,1.548418677,-14.98849219,0.491177965,-0.916913292,2.859921852,1.576973215,-5.144801436,10.90101429,-0.027786362,2.195965529,-5.967085795,-1
844,MODEL1,PARMS,RMB,1.498730165,7.947711824,-0.029203057,-0.320499627,1.71399454,0.221560746,-0.096610324,-0.257441206,0.462345895,-0.815555557,2.639990005,-1
845,MODEL1,PARMS,RMB,1.518126562,-17.40922949,0.33849187,-0.680767752,1.842988405,1.663333727,-5.471410446,12.72257106,0.405889527,0.164549864,-1.132044301,-1
846,MODEL1,PARMS,RMB,1.65715021,29.51587322,0.044783464,0.126992362,-1.163387537,-1.068780763,1.658875003,-1.484469478,0.438917473,-0.918950476,1.724095296,-1
847,MODEL1,PARMS,RMB,1.53713797,-17.24280921,0.067894471,0.070765171,0.341805951,1.46014123,-4.92469688,11.11030985,1.26244144,-1.994109277,3.510329091,-1
848,MODEL1,PARMS,RMB,1.527437141,-8.96655674,0.250210347,-0.602627411,1.921208062,1.161315661,-4.535800813,9.364480902,0.426759027,0.461386804,-1.380409697,-1
849,MODEL1,PARMS,RMB,1.568013267,-6.493243452,0.651269331,-1.765884597,5.716317967,1.057972618,-2.959191237,7.104641922,-0.087123174,1.57142615,-4.091627257,-1
850,MODEL1,PARMS,RMB,1.618495149,-7.416633544,0.367091858,-0.293055913,1.02305595,0.993407375,-4.130082951,9.619607998,0.501995883,0.646659584,-2.257382273,-1
851,MODEL1,PARMS,RMB,1.444367515,16.30702576,0.598036587,-2.264190367,8.885908673,-0.284800239,0.128836426,-0.402343945,-0.090088352,2.245832819,-5.940327691,-1
852,MODEL1,PARMS,RMB,1.359990258,10.68313897,0.664869558,-2.137663869,7.948941384,-0.031996914,0.078862998,0.063856962,0.201602589,-0.078220534,0.532457718,-1
853,MODEL1,PARMS,RMB,1.387360634,5.089016469,0.393644437,-1.307460183,5.09711252,0.126725449,1.464307009,-4.177417352,1.028030735,-2.941595638,7.084939639,-1
854,MODEL1,PARMS,RMB,1.67301472,-5.819861718,0.667037438,-2.41129358,10.03701055,0.941564305,-2.896746663,6.570843262,0.180213024,1.023639276,-2.488846152,-1
855,MODEL1,PARMS,RMB,1.739145099,16.26793943,0.361549734,-1.256050401,3.872286648,-0.275847196,2.066128252,-5.420791222,0.095127969,0.91732977,-1.747185818,-1
856,MODEL1,PARMS,RMB,1.489287277,-3.858023906,0.500888565,-1.417152623,5.014948924,0.74158401,-1.67324633,2.856351204,0.624855166,-0.677914147,1.574956178,-1
857,MODEL1,PARMS,RMB,1.44242747,18.29424163,0.323202311,-0.57016774,1.592710791,-0.495265923,1.120777821,-0.795782126,0.401773707,-0.288491301,0.118653885,-1
858,MODEL1,PARMS,RMB,1.435058103,-15.16469773,0.268579068,-0.55305498,1.172875596,1.439861933,-2.139725153,4.085798559,0.747197958,-1.484984052,2.834978827,-1
859,MODEL1,PARMS,RMB,1.564814282,-2.796669268,-0.077779924,0.082168519,-0.218356071,0.766527134,-2.620488783,6.153688606,0.883370358,-0.955402839,1.346336243,-1
860,MODEL1,PARMS,RMB,1.538986972,-10.03934528,0.074813442,-0.152270368,0.145023659,1.00826442,-2.455172072,4.17527635,1.445219435,-2.911192596,5.699505814,-1
861,MODEL1,PARMS,RMB,1.576705063,-3.277330552,0.291778391,-1.035990691,3.340748073,0.727850523,-2.163439779,2.759343491,0.831297749,-1.084433466,2.552439455,-1
862,MODEL1,PARMS,RMB,1.598406452,-12.61614248,0.505449105,-0.901485571,2.203469398,1.11188641,-5.302252103,11.56853191,1.11825341,-0.984534712,1.545293007,-1
863,MODEL1,PARMS,RMB,1.606931318,14.5242781,0.188445219,-0.001553464,-0.377453282,-0.353302408,1.152475498,-1.837041252,0.845145834,-2.19386332,4.981602112,-1
864,MODEL1,PARMS,RMB,1.809986486,3.638804232,0.47567533,-0.984976763,3.488202101,0.280591269,0.894338625,-1.078629303,0.49750088,0.375420313,-1.90543272,-1
865,MODEL1,PARMS,RMB,1.521569196,-21.18145824,0.42955506,-1.017873169,2.739660908,1.91237655,-5.4504536,9.905538765,0.300993611,-0.410117943,1.859306486,-1
866,MODEL1,PARMS,RMB,1.481971545,0.170260504,0.181574122,-0.521026153,1.244970945,0.758299964,-1.617801567,2.520907403,-0.05597318,1.877654273,-4.557934981,-1
867,MODEL1,PARMS,RMB,1.533995306,5.051665609,0.311808144,-1.609734889,7.086105254,0.161532786,-1.470655106,3.353022329,1.05713273,-1.488577648,3.069553803,-1
868,MODEL1,PARMS,RMB,1.491358218,2.719604608,0.736170428,-1.980029981,7.325291632,0.37288616,-0.363149114,0.409689418,0.295705323,0.453170117,-1.714751582,-1
869,MODEL1,PARMS,RMB,1.424563399,9.989376912,0.123452308,-0.711063266,2.395399631,0.024022097,0.26847781,-0.449490356,0.587839875,-0.92460756,2.061428067,-1
870,MODEL1,PARMS,RMB,1.596250153,1.800474233,-0.104874885,0.315184177,-1.366931397,0.630094337,-2.568370041,5.73300738,0.405349648,-0.034848072,-0.02441986,-1
871,MODEL1,PARMS,RMB,1.515455131,13.88610724,0.346747746,-1.002975167,4.00302751,-0.218719248,0.047161035,0.947686762,0.380495717,0.442929302,-2.004357873,-1
872,MODEL1,PARMS,RMB,1.572504646,6.222308716,0.746834349,-1.887986992,6.010423329,0.178220636,-0.325941936,1.181442832,0.246413185,0.399474568,-1.153169222,-1
873,MODEL1,PARMS,RMB,1.628193705,-7.943671081,0.497012693,-1.675322969,6.349965536,1.081395652,0.345879751,-4.589520831,0.270940414,-0.183791147,1.529367255,-1
874,MODEL1,PARMS,RMB,1.479945278,-5.190107384,0.330161846,-1.09465982,4.09376176,0.879719351,-2.881610024,5.913011651,0.551512797,0.02831912,-0.198560588,-1
875,MODEL1,PARMS,RMB,1.574729296,10.73197474,0.125475038,-0.652997287,2.321818857,0.039475095,-0.081208239,-0.535995694,0.387917903,-0.066442754,0.34597481,-1
876,MODEL1,PARMS,RMB,1.488691121,-11.57076241,0.308766442,-0.754343935,3.170971064,1.158306059,-3.808130284,8.29236736,0.945115725,-0.863716966,0.869646032,-1
877,MODEL1,PARMS,RMB,1.428132058,8.272992575,0.416570412,-1.040452192,2.927252296,0.115447977,0.913384418,-1.674528923,0.309310679,0.157100288,-1.124638621,-1
878,MODEL1,PARMS,RMB,1.448530282,12.56524622,0.304324896,-0.909989903,3.594042787,-0.139007761,0.008181085,0.501220905,0.313532869,1.409826092,-4.36910261,-1
879,MODEL1,PARMS,RMB,1.492255657,14.60815745,0.197749441,-0.45528096,1.757509414,-0.279390875,-0.125368346,1.506975855,0.567099649,-0.769540243,1.743550919,-1
880,MODEL1,PARMS,RMB,1.686979239,12.6782411,0.217615539,-0.690349817,3.095971603,-0.254938565,1.428558566,-2.3149426,0.844087315,-0.638799913,0.275007921,-1
881,MODEL1,PARMS,RMB,1.488799231,3.627672743,0.373603932,-1.338512526,5.043417143,0.49082847,-2.074464824,5.198733652,0.049787078,1.533804137,-4.095917442,-1
882,MODEL1,PARMS,RMB,1.428359773,3.899092933,0.441066379,-0.887415896,2.489065133,0.641226107,-2.252556551,5.142582598,-0.69836834,3.631708541,-8.589414835,-1
883,MODEL1,PARMS,RMB,1.628274633,-6.316600802,0.420062431,-1.354039403,4.720213786,1.164558928,-3.236079011,7.131475227,-0.190824401,1.011576183,-2.359801189,-1
884,MODEL1,PARMS,RMB,1.450040032,8.252666169,0.456294358,-1.11118374,4.000726259,0.232075295,-1.063884198,2.204349122,-0.188192466,2.187617704,-5.11210482,-1
885,MODEL1,PARMS,RMB,1.519850325,-17.84511268,0.253002062,-0.5904858,1.535072526,1.698906507,-5.460312254,11.25548727,0.52109008,-1.828171773,5.015476902,-1
886,MODEL1,PARMS,RMB,1.424157039,4.259816773,0.724854647,-2.33757328,8.87912599,0.316889695,-2.224514447,4.326620072,0.224284229,1.086680578,-2.530901687,-1
887,MODEL1,PARMS,RMB,1.511339834,-6.321779567,0.105013982,-0.664049069,2.819204727,1.369171795,-2.947724671,5.87636024,-0.629155863,2.794979919,-6.837706392,-1
888,MODEL1,PARMS,RMB,1.538827986,4.235741284,0.112919806,-0.299208253,0.67825808,0.47419149,0.792905572,-2.454529783,0.14098985,1.611146812,-5.380113969,-1
889,MODEL1,PARMS,RMB,1.560562073,-14.68897076,0.256349055,-0.669790726,1.751222837,1.490209973,-4.8989288,11.00262208,0.610670031,-0.360401888,-0.263982884,-1
890,MODEL1,PARMS,RMB,1.616212774,17.54897195,0.316093074,-0.57221582,0.883239038,-0.532741023,0.972268879,-1.364721242,0.682063742,-0.327507013,0.161619474,-1
891,MODEL1,PARMS,RMB,1.424804872,23.33876488,0.382935878,-1.577975261,5.9702703,-0.91057919,2.636838341,-5.392327658,0.869580464,-1.402586627,2.592819964,-1
892,MODEL1,PARMS,RMB,1.505246552,-16.29027368,0.064803758,-0.47711913,1.79478709,1.764933392,-5.739784899,12.60503853,0.168774548,0.390822891,-1.141400147,-1
893,MODEL1,PARMS,RMB,1.587692588,10.12470572,0.475771471,-1.216033902,3.918997158,-0.198893345,0.268921521,-0.8582498,0.970364308,-0.786409522,1.304568237,-1
894,MODEL1,PARMS,RMB,1.532729476,5.135735421,-0.158120373,0.235484949,-0.663324862,0.424266092,-1.536657356,4.272370562,0.48055599,-0.462422989,0.33122479,-1
895,MODEL1,PARMS,RMB,1.446089929,5.485876087,0.377048992,-1.160203299,4.278584471,0.380978367,-1.0807312,2.085344454,0.03096,0.823092195,-2.015067998,-1
896,MODEL1,PARMS,RMB,1.504758567,-1.541286169,-0.014030143,-0.191775586,0.403158311,0.755810403,-2.770792514,6.793482911,0.650287814,-1.186486176,2.653535447,-1
897,MODEL1,PARMS,RMB,1.544697246,-26.13722597,0.08519705,-0.742846933,3.14645914,2.264180923,-8.051652509,17.255909,0.437115693,0.459743386,-1.662296571,-1
898,MODEL1,PARMS,RMB,1.573745477,-14.16919528,-0.236120648,-0.520148942,3.631839873,1.482137395,-4.323804178,8.518777481,1.095536533,-2.78612673,6.505707117,-1
899,MODEL1,PARMS,RMB,1.464310468,-7.587978321,0.495170335,-0.880501326,1.824717433,0.911941398,-2.734026349,6.385798804,0.69342468,0.469581177,-2.389101063,-1
