SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,RB4
1,MODEL1,PARMS,RB4,0.737335303,-0.747056317,0.16869977,-0.550318242,1.695458111,0.25752178,-1.002647917,2.198256316,-1
2,MODEL1,PARMS,RB4,0.722034338,-10.02865029,0.134034947,-0.405893627,1.107725283,0.816151249,-1.965220387,3.59742255,-1
3,MODEL1,PARMS,RB4,0.715975692,6.656371221,0.012961682,-0.198423554,0.883582643,-0.159226727,0.38318539,-0.840803564,-1
4,MODEL1,PARMS,RB4,0.672431507,3.426587359,0.045786791,-0.356542337,1.170483983,0.036516085,-0.196127726,0.456366583,-1
5,MODEL1,PARMS,RB4,0.719631993,9.241217033,0.111044523,-0.646424175,2.058187823,-0.324297136,1.000466319,-2.219264396,-1
6,MODEL1,PARMS,RB4,0.698428854,-1.062488056,0.088367824,-0.542502591,2.226359781,0.30800392,-1.413467225,3.249429725,-1
7,MODEL1,PARMS,RB4,0.749393477,-1.727987887,-0.01635305,-0.011954358,0.071544562,0.357421763,-0.645151817,0.787447631,-1
8,MODEL1,PARMS,RB4,0.742503922,-1.344752411,0.087522809,0.07331847,-0.861157526,0.294224196,-0.827892204,1.775303117,-1
9,MODEL1,PARMS,RB4,0.663876134,5.504311369,0.186729865,-0.367742464,0.74314893,-0.152512022,1.151399372,-2.485381543,-1
10,MODEL1,PARMS,RB4,0.78421945,-0.297865779,0.180118968,-0.584419161,2.04280967,0.224579413,-0.566613267,1.284871444,-1
11,MODEL1,PARMS,RB4,0.803026673,-1.684627264,0.258926445,-0.667738029,2.020031969,0.289035987,-1.048528493,1.702340542,-1
12,MODEL1,PARMS,RB4,0.80857282,0.23252993,0.186289878,-0.45906678,1.421436984,0.167214427,0.687328349,-2.071721695,-1
13,MODEL1,PARMS,RB4,0.757937872,-4.352899339,0.195982555,-0.546101497,1.997147312,0.46106991,-2.152031848,5.293041175,-1
14,MODEL1,PARMS,RB4,0.701406901,-6.909859164,0.194270458,-0.387744124,1.057129058,0.60167771,-1.228991261,1.902056419,-1
15,MODEL1,PARMS,RB4,0.837436159,-2.215365559,-0.007569478,0.001460154,-0.104767655,0.378029497,-0.394835806,0.438709918,-1
16,MODEL1,PARMS,RB4,0.814282363,-1.169416907,0.214612554,-0.334085368,0.731889231,0.250072248,-0.011755654,-0.51389922,-1
17,MODEL1,PARMS,RB4,0.744979135,1.971308513,0.223075166,-0.150913424,-0.709771414,0.055285674,-0.493765555,1.215999925,-1
18,MODEL1,PARMS,RB4,0.757371389,2.499403456,0.296302958,-0.605224301,1.967818675,0.004158546,0.561195897,-1.308644949,-1
19,MODEL1,PARMS,RB4,0.72306089,13.19074457,0.162265287,-0.469739586,1.336162996,-0.59410028,1.363572561,-2.44098626,-1
20,MODEL1,PARMS,RB4,0.747311479,-8.458961208,0.232643421,-0.778129099,2.807300088,0.696341976,-1.367817095,2.129774654,-1
21,MODEL1,PARMS,RB4,0.747128601,4.310696371,-0.035752739,0.17604649,-1.064932426,-0.011003017,0.251436383,-0.399875043,-1
22,MODEL1,PARMS,RB4,0.733704027,6.888777231,0.255668789,-0.301644643,0.308738321,-0.262229904,1.773494471,-3.9668988,-1
23,MODEL1,PARMS,RB4,0.745876569,2.037107675,-0.008056451,0.185391399,-1.091476083,0.112480747,0.410991538,-1.650460193,-1
24,MODEL1,PARMS,RB4,0.653961745,-5.091232159,0.080239635,-0.204582716,0.72910796,0.525940864,-1.909402091,4.264082866,-1
25,MODEL1,PARMS,RB4,0.806173893,-3.765681987,0.09981063,-0.437955278,1.550836457,0.461267361,-0.900566704,1.245582989,-1
26,MODEL1,PARMS,RB4,0.717999788,-0.364374158,0.093322246,-0.474680353,1.704134915,0.258456199,-0.949328071,2.029969742,-1
27,MODEL1,PARMS,RB4,0.759605336,-2.798247683,0.205475222,-0.550899682,1.672090012,0.367641276,-1.583896106,3.443614951,-1
28,MODEL1,PARMS,RB4,0.762937437,1.443302771,-0.008339913,0.076467572,-1.240128409,0.161380288,0.132475391,-0.849048997,-1
29,MODEL1,PARMS,RB4,0.768026804,11.05883879,0.220500902,-0.838741033,2.859550058,-0.47445415,1.312257313,-2.54923462,-1
30,MODEL1,PARMS,RB4,0.763354357,5.559542398,0.08555641,-0.506532536,1.711665194,-0.107088003,1.025861829,-2.785789716,-1
31,MODEL1,PARMS,RB4,0.833713634,-6.442846312,0.163254607,-0.476305077,1.319313725,0.59776411,-1.78465655,3.577983763,-1
32,MODEL1,PARMS,RB4,0.674315398,-0.073963748,0.07578613,-0.139571575,0.168014845,0.224848267,-0.461978954,0.943080655,-1
33,MODEL1,PARMS,RB4,0.785667756,-1.596468143,0.219444971,-0.727568921,2.591903816,0.296839855,-0.985353386,1.727420914,-1
34,MODEL1,PARMS,RB4,0.809477047,1.702030087,0.288368969,-0.724994173,2.182814863,0.067873334,0.150641644,-0.859218245,-1
35,MODEL1,PARMS,RB4,0.642043158,-4.08974622,0.170973633,-0.301428666,0.517361515,0.446059315,-1.776840829,3.917757525,-1
36,MODEL1,PARMS,RB4,0.705459404,0.916196316,0.340657799,-0.838330682,2.699609824,0.102422546,-0.336290299,0.723396138,-1
37,MODEL1,PARMS,RB4,0.807930621,9.148680528,-0.019907108,0.051352802,-0.537666363,-0.302539824,1.020346504,-2.227408454,-1
38,MODEL1,PARMS,RB4,0.75854655,-3.980391704,0.06293236,-0.152882489,0.32659937,0.463392274,-1.056478715,1.980663616,-1
39,MODEL1,PARMS,RB4,0.787193023,0.940297615,0.192149635,-0.405315947,0.965214139,0.132739841,-0.13916626,0.196138781,-1
40,MODEL1,PARMS,RB4,0.702824982,1.253716367,0.071616464,-0.160616888,0.360889476,0.149549295,-0.574697899,1.299840045,-1
41,MODEL1,PARMS,RB4,0.777560914,-1.935641245,-0.092081994,0.212416211,-1.303473957,0.39358164,-0.87747706,1.593377203,-1
