SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,RB4_5
486,MODEL1,PARMS,RB4_5,0.920646515,0.626525249,0.05229341,-0.16512714,0.057679107,0.317710746,-0.816878198,1.969052358,-1
487,MODEL1,PARMS,RB4_5,0.969821074,11.87664055,-0.127512446,0.416867613,-1.641200668,-0.326281308,1.145491433,-2.321066888,-1
488,MODEL1,PARMS,RB4_5,0.880902956,6.860288545,-0.044601766,-0.267799638,1.032399767,-0.026516141,-0.303739669,0.872310952,-1
489,MODEL1,PARMS,RB4_5,0.912237093,7.642870096,0.22279697,-0.888825535,3.047086909,-0.153356859,0.785952245,-1.962862763,-1
490,MODEL1,PARMS,RB4_5,0.785142605,19.41609051,0.053724306,-0.725735788,2.613024317,-0.805807427,2.646642577,-5.746087416,-1
491,MODEL1,PARMS,RB4_5,0.918138583,2.621188342,-0.093039716,0.306596891,-1.459570947,0.229040555,-0.762897054,1.408961016,-1
492,MODEL1,PARMS,RB4_5,0.859060908,9.186409533,-0.113544531,0.129776501,-0.322659871,-0.157313091,0.268780881,-0.461727719,-1
493,MODEL1,PARMS,RB4_5,0.885800083,4.322799064,0.013833727,-0.168943872,0.483621,0.104915528,0.255028806,-1.076484764,-1
494,MODEL1,PARMS,RB4_5,0.845144098,9.304435547,-0.131422441,0.256575161,-1.648215835,-0.16639609,1.117694255,-2.83327962,-1
495,MODEL1,PARMS,RB4_5,0.86608207,5.645808138,-0.000108179,-0.551746884,2.276084255,0.040667479,-0.071808578,-0.06298766,-1
496,MODEL1,PARMS,RB4_5,0.993032432,7.121377393,-0.040200642,0.292023243,-1.704604849,-0.072866153,1.232175724,-2.837387851,-1
497,MODEL1,PARMS,RB4_5,0.818066776,2.202272181,-0.10305485,-0.104172102,0.768795938,0.274070229,-1.276165051,3.063970919,-1
498,MODEL1,PARMS,RB4_5,0.874149136,10.54783067,0.063165525,-0.274100627,0.08397182,-0.286589937,0.991385416,-1.863717958,-1
499,MODEL1,PARMS,RB4_5,0.8952154,7.514400746,-0.14183288,-0.001799319,-0.188670571,-0.045115921,0.341717258,-0.740423385,-1
500,MODEL1,PARMS,RB4_5,0.849346799,8.565307072,-0.184329719,0.011843892,0.304326089,-0.098641798,0.843106216,-1.984865759,-1
501,MODEL1,PARMS,RB4_5,0.82006319,10.73883636,-0.031097056,-0.225860329,0.422794427,-0.261768966,0.310152704,-0.366749646,-1
502,MODEL1,PARMS,RB4_5,0.981281698,12.63642049,-0.052735379,-0.006076802,-0.305545436,-0.385126936,0.661299612,-0.718073164,-1
503,MODEL1,PARMS,RB4_5,0.770450977,8.637199651,-0.10174997,0.422522807,-1.656427915,-0.147376109,0.860831889,-1.807269493,-1
504,MODEL1,PARMS,RB4_5,0.790975341,7.235681396,0.09252654,-0.354098586,0.730319761,-0.090673086,0.423534942,-0.995642971,-1
505,MODEL1,PARMS,RB4_5,0.857514357,-1.334605682,-0.149478812,0.266492223,-0.897873357,0.487663328,-1.59685685,3.305742232,-1
506,MODEL1,PARMS,RB4_5,0.772769467,8.62213682,-0.11254929,-0.072397411,0.29669188,-0.103505213,-0.439824453,1.449857719,-1
507,MODEL1,PARMS,RB4_5,0.818794322,4.699927169,-0.036916504,0.161602785,-1.452467156,0.089591842,-0.393696264,0.868803578,-1
508,MODEL1,PARMS,RB4_5,0.830652996,7.257668888,-0.025740403,0.053816781,-0.457593602,-0.066074566,0.071360117,-0.010505578,-1
509,MODEL1,PARMS,RB4_5,0.904263472,13.82151047,-0.003822561,-0.04536928,-0.509987825,-0.462124286,1.567046494,-3.165091713,-1
510,MODEL1,PARMS,RB4_5,0.861419786,1.67370327,0.049560674,-0.499643427,1.965738763,0.261416763,-0.910521741,2.220628416,-1
511,MODEL1,PARMS,RB4_5,0.871381119,6.858389988,0.052930797,-0.196888112,-0.010172343,-0.068570292,0.30811665,-0.759556985,-1
512,MODEL1,PARMS,RB4_5,0.790086769,-0.46010382,-0.332389588,0.294763333,-0.411939624,0.499636218,-1.452003594,2.891409457,-1
513,MODEL1,PARMS,RB4_5,0.824109991,-1.093227452,0.084577827,-0.552369935,2.144673311,0.429899625,-1.718573265,3.149334863,-1
514,MODEL1,PARMS,RB4_5,0.873548187,-2.296011841,0.172595716,-0.136436862,0.463202726,0.437060057,-1.519722036,3.669323329,-1
515,MODEL1,PARMS,RB4_5,0.879243178,15.63517885,-0.182409776,0.296190804,-1.623029868,-0.527050222,1.43493025,-2.471037235,-1
516,MODEL1,PARMS,RB4_5,0.796524268,7.818550114,-0.182342499,0.446939946,-2.424021312,-0.054322016,-0.06775815,0.726819995,-1
517,MODEL1,PARMS,RB4_5,0.776599248,3.110763319,-0.045843193,0.059474588,-1.021736475,0.19480903,-1.181036482,2.73000007,-1
518,MODEL1,PARMS,RB4_5,0.848329827,17.55688129,-0.291372237,0.746809047,-2.814521021,-0.634945237,2.047173025,-4.098746658,-1
519,MODEL1,PARMS,RB4_5,0.883176099,14.44707994,-0.168805649,0.638063863,-2.276485249,-0.493624952,2.116068443,-4.199179174,-1
520,MODEL1,PARMS,RB4_5,0.866979308,2.71692732,-0.010063865,-0.250299229,0.94129457,0.216631272,-1.359369872,3.307176941,-1
521,MODEL1,PARMS,RB4_5,0.880344111,-1.239682082,0.09353014,-0.604755753,2.120802373,0.436688169,-2.293723458,5.43812459,-1
522,MODEL1,PARMS,RB4_5,0.770332145,8.516063619,0.039678134,-0.895159855,3.772807034,-0.127078128,0.178479984,-0.152759522,-1
523,MODEL1,PARMS,RB4_5,0.989556916,13.28433286,-0.159867057,-0.172803118,1.56129295,-0.376830769,0.361155808,0.305347171,-1
524,MODEL1,PARMS,RB4_5,0.854838769,9.215837507,-0.009427665,-0.079906938,0.323368712,-0.185810747,-0.120683262,0.734365532,-1
525,MODEL1,PARMS,RB4_5,0.905942968,12.805578,-0.111163926,0.040682028,-0.38215265,-0.366731623,0.597969473,-0.136448434,-1
526,MODEL1,PARMS,RB4_5,0.864502887,10.97188108,-0.007216155,-0.155461445,0.596194903,-0.292986797,0.786560026,-1.146791963,-1
527,MODEL1,PARMS,RB4_5,0.900312084,5.19726005,0.0020638,-0.481467882,2.295885169,0.057285249,0.259128773,-0.568127508,-1
528,MODEL1,PARMS,RB4_5,0.921844273,12.26689925,0.07675109,-0.249036675,0.787144066,-0.40591293,1.562305471,-3.2394794,-1
529,MODEL1,PARMS,RB4_5,0.931664767,8.787991473,0.043745863,-0.168541869,-0.403224361,-0.176735902,0.598961612,-1.166099491,-1
530,MODEL1,PARMS,RB4_5,0.944038989,10.04590886,0.154089873,-0.624217646,2.097281588,-0.289028391,1.145728718,-1.885535127,-1
531,MODEL1,PARMS,RB4_5,0.78497725,1.080103347,-0.035764699,-0.182251705,0.701917151,0.323718684,-1.86951579,4.546771224,-1
532,MODEL1,PARMS,RB4_5,0.837697528,10.9948271,-0.164690534,-0.092856101,1.053120699,-0.244163857,0.665279469,-1.209774247,-1
533,MODEL1,PARMS,RB4_5,0.895661585,-2.457995518,0.166856834,-0.585043946,2.08379614,0.470252213,-1.10819261,1.949271425,-1
534,MODEL1,PARMS,RB4_5,0.917332264,4.813338593,0.079099899,0.03423821,-0.656159578,0.035616084,0.585947613,-1.319358835,-1
535,MODEL1,PARMS,RB4_5,0.892788312,9.867451465,0.037471276,-0.523033739,2.151443009,-0.228151812,1.069787336,-2.514247785,-1
536,MODEL1,PARMS,RB4_5,0.870835546,11.72193296,-0.050071194,0.045111834,-0.565481209,-0.322470018,0.507000333,-0.371300822,-1
537,MODEL1,PARMS,RB4_5,0.846091909,4.053687456,-0.148762397,0.20239398,-0.758538578,0.151398098,0.108083589,-0.163837336,-1
538,MODEL1,PARMS,RB4_5,0.825132571,11.91930797,0.123884003,-0.282272481,0.894037335,-0.386537286,0.195512137,0.456420847,-1
539,MODEL1,PARMS,RB4_5,0.896337664,11.8286452,-0.053320328,-0.170901434,0.573088983,-0.324874406,0.668114105,-1.017863607,-1
540,MODEL1,PARMS,RB4_5,0.922361249,18.97420403,-0.160840996,0.124483788,-0.198901232,-0.743204657,2.650950223,-5.303758646,-1
541,MODEL1,PARMS,RB4_5,0.820854626,11.03898982,0.183577818,-0.537583468,1.797552123,-0.350935937,0.848906962,-1.667097872,-1
542,MODEL1,PARMS,RB4_5,0.824266912,8.617736937,0.165262434,-0.63717722,2.287070907,-0.202936472,0.603045947,-1.29154616,-1
543,MODEL1,PARMS,RB4_5,0.859061725,18.84950611,0.01675122,-0.231471576,0.446283307,-0.774478149,2.012320005,-3.60815298,-1
544,MODEL1,PARMS,RB4_5,0.851471482,9.434875559,0.035407457,-0.344014496,1.493424972,-0.206916447,0.636357035,-1.234305723,-1
545,MODEL1,PARMS,RB4_5,0.826116461,17.90968115,-0.012489635,0.37318854,-1.689614717,-0.741298906,2.40378842,-4.49687815,-1
546,MODEL1,PARMS,RB4_5,0.96900034,7.594705902,0.201392543,-0.645868749,1.879989581,-0.139204852,0.853744119,-2.589182468,-1
547,MODEL1,PARMS,RB4_5,0.91464482,-0.319906072,0.114098893,-0.215616414,0.705980394,0.34408287,-0.739124446,1.63029427,-1
548,MODEL1,PARMS,RB4_5,0.781675283,7.114598687,-0.043814784,-0.088364599,-0.091134539,-0.049151465,0.438581689,-0.962923313,-1
549,MODEL1,PARMS,RB4_5,0.861193946,5.51558038,-0.101451923,-0.146362445,0.667831864,0.073308418,-0.449637581,1.172427602,-1
550,MODEL1,PARMS,RB4_5,0.841100003,-1.925212369,0.025457724,-0.608981212,2.789084085,0.505659737,-2.586363423,6.086841349,-1
551,MODEL1,PARMS,RB4_5,0.904456101,11.27182195,0.029221658,-0.30197531,1.129786693,-0.329268741,1.296312636,-2.722320783,-1
552,MODEL1,PARMS,RB4_5,0.874018787,7.557531247,0.140809165,-0.235482456,-0.194760955,-0.14290576,0.619248795,-1.191925427,-1
553,MODEL1,PARMS,RB4_5,0.816309653,4.815364996,-0.000872802,0.000817583,-1.017822866,0.07309837,-0.215541057,0.473385096,-1
554,MODEL1,PARMS,RB4_5,0.902542082,5.353180378,-0.039628612,0.061640467,-0.906798192,0.045042229,0.283579996,-0.637536452,-1
555,MODEL1,PARMS,RB4_5,0.903921219,1.554292694,0.19874199,-0.727332745,2.341854797,0.219529619,-0.173774249,0.164749545,-1
556,MODEL1,PARMS,RB4_5,0.838541261,2.893903183,-0.004191603,-0.3568028,1.315565755,0.21523473,-1.0263278,2.23254915,-1
557,MODEL1,PARMS,RB4_5,0.96304925,4.75830069,-0.083648433,0.233837127,-1.771415688,0.113253338,-0.687058118,1.420843268,-1
558,MODEL1,PARMS,RB4_5,0.858301776,7.011511356,0.021829992,0.140515159,-1.334905985,-0.067939786,0.120940105,-0.012892825,-1
559,MODEL1,PARMS,RB4_5,0.961565117,3.946098102,-0.141145754,0.022869787,-0.009397385,0.167178707,0.16339844,-1.260664185,-1
560,MODEL1,PARMS,RB4_5,0.984246774,1.591369079,0.123826003,-0.597063711,1.915618124,0.261196674,-1.561539813,3.56315384,-1
561,MODEL1,PARMS,RB4_5,0.824932777,10.31767886,0.039601997,-0.342167883,1.103095149,-0.264035914,0.568741578,-1.212001158,-1
562,MODEL1,PARMS,RB4_5,0.868652982,2.098895487,0.143134521,-0.396763116,1.050423599,0.200721077,0.040194657,-1.309513626,-1
563,MODEL1,PARMS,RB4_5,0.897881429,6.255022775,-0.043745197,-0.482335655,2.412438827,0.02613473,-0.376083604,0.762913544,-1
564,MODEL1,PARMS,RB4_5,0.890469331,14.17718741,0.13744224,-0.407130664,1.16944746,-0.539613078,2.22873186,-4.993659687,-1
565,MODEL1,PARMS,RB4_5,0.847987018,5.220655207,0.071297275,-0.156815065,0.28285384,0.036407032,-0.982380022,2.734607337,-1
566,MODEL1,PARMS,RB4_5,0.86536192,0.453657008,-0.096203059,0.129744375,-0.559334318,0.371953291,-1.581114898,3.831894945,-1
567,MODEL1,PARMS,RB4_5,0.947737576,1.400124344,-0.115772003,0.176190836,-0.929759164,0.318429672,-1.172500999,3.19051863,-1
568,MODEL1,PARMS,RB4_5,0.840436342,6.620757359,-0.116908316,0.058366358,-0.349105082,0.017894226,-0.665134241,1.961771574,-1
569,MODEL1,PARMS,RB4_5,0.863670071,3.389441809,-0.103736268,-0.056213793,0.298155673,0.199077505,-0.699319846,1.570290253,-1
570,MODEL1,PARMS,RB4_5,0.902999521,-2.619635264,0.066769032,-0.260199406,1.006679022,0.496513209,-1.131744371,2.25366447,-1
571,MODEL1,PARMS,RB4_5,0.822066114,9.177230263,0.141446675,-0.723934754,2.050415255,-0.214253077,0.22484253,0.01224283,-1
572,MODEL1,PARMS,RB4_5,0.955633016,11.89050131,-0.039030669,0.115915381,-1.281980827,-0.345575215,0.884993258,-1.4303384,-1
573,MODEL1,PARMS,RB4_5,0.804776526,4.448810693,0.076238126,-0.812257483,3.773992851,0.09425832,-0.585802989,1.446921558,-1
574,MODEL1,PARMS,RB4_5,0.87859873,13.30363468,-0.046735654,0.13785068,-1.170581171,-0.431205152,0.904421215,-1.5074402,-1
575,MODEL1,PARMS,RB4_5,0.868803791,1.645276282,-0.140141001,0.255247319,-1.595849897,0.299113253,-0.127245191,-0.289385734,-1
576,MODEL1,PARMS,RB4_5,0.907481173,13.26245748,-0.098129671,0.380519253,-2.446794428,-0.418859011,1.209721401,-2.092562586,-1
577,MODEL1,PARMS,RB4_5,0.902547803,5.556829963,-0.219667494,0.522894752,-2.234397528,0.093922921,-1.83305927,5.486661634,-1
578,MODEL1,PARMS,RB4_5,0.851273133,10.71561142,0.086204514,-0.292376919,0.692782878,-0.302691754,0.871182796,-1.657409605,-1
579,MODEL1,PARMS,RB4_5,0.913619116,7.602730485,-0.06437104,-0.035843765,0.687292084,-0.072940148,-0.351665118,1.213934717,-1
580,MODEL1,PARMS,RB4_5,0.927559357,-1.272905743,-0.013147854,-0.185336516,0.979678447,0.448213383,-1.146530972,2.316180128,-1
581,MODEL1,PARMS,RB4_5,0.846107807,11.27202465,-0.008417639,-0.234586748,0.523987555,-0.315048761,0.773162243,-1.431796101,-1
582,MODEL1,PARMS,RB4_5,0.824662032,8.683787307,0.113820708,-0.372728139,0.905374849,-0.19261832,1.007741541,-2.304872687,-1
583,MODEL1,PARMS,RB4_5,0.862741981,9.98980591,0.133498434,-0.193426049,0.130001173,-0.280398743,0.189624681,0.614910584,-1
584,MODEL1,PARMS,RB4_5,0.98630945,8.500898437,0.049078465,-0.500994617,1.820286104,-0.142008861,0.250006513,-0.651267213,-1
585,MODEL1,PARMS,RB4_5,0.90665731,9.897722177,-0.190891143,0.166971991,-0.98570913,-0.154029452,-0.74440697,2.172671608,-1
586,MODEL1,PARMS,RB4_5,0.873185034,7.294654865,-0.104297686,-0.071232487,0.601728936,-0.04613772,0.224505636,-0.066748267,-1
587,MODEL1,PARMS,RB4_5,0.861368602,10.50466014,0.2421209,-1.032340627,3.4481532,-0.316515311,0.790880613,-1.878189472,-1
588,MODEL1,PARMS,RB4_5,0.759320749,8.213286177,-0.042967894,-0.393003058,1.362070356,-0.109616371,0.473917229,-0.840319775,-1
589,MODEL1,PARMS,RB4_5,0.844463074,8.59414356,-0.114202153,0.186545737,-1.368638013,-0.120917823,0.057677674,0.542348532,-1
590,MODEL1,PARMS,RB4_5,0.978700252,2.25201701,0.04132957,-0.389418145,1.649845578,0.236237393,-1.302851257,3.251383314,-1
591,MODEL1,PARMS,RB4_5,0.867185642,-2.134225967,0.111741599,-0.018320186,-0.269686743,0.466496219,-1.77406071,3.643264793,-1
592,MODEL1,PARMS,RB4_5,0.926144497,2.304876859,0.317129611,-1.415735357,5.348347582,0.166812586,-0.808197861,1.573157632,-1
593,MODEL1,PARMS,RB4_5,0.851537378,6.944546964,0.075828244,-0.28845757,0.670832471,-0.070015472,0.119974555,-0.138601248,-1
594,MODEL1,PARMS,RB4_5,0.816531145,12.03174105,0.026117687,-0.250346376,0.495132363,-0.3628912,1.395577981,-3.008204745,-1
595,MODEL1,PARMS,RB4_5,0.928677948,-2.969492934,-0.063612266,0.1076132,-1.699113482,0.5964983,-2.709638977,5.717581164,-1
596,MODEL1,PARMS,RB4_5,0.829729014,6.470044122,0.092824292,-0.050107893,-0.37399227,-0.05580381,-0.282753744,1.064274282,-1
597,MODEL1,PARMS,RB4_5,0.848253872,4.467729246,0.049725062,-0.642492735,2.439369293,0.102691253,-0.54839407,1.032000631,-1
598,MODEL1,PARMS,RB4_5,1.009548079,12.17561615,-0.038968244,0.136421681,-1.709963768,-0.367243836,1.619147877,-2.962438173,-1
599,MODEL1,PARMS,RB4_5,0.880482715,13.0133717,-0.0032842,-0.524952533,2.301111359,-0.413226232,0.996303738,-1.327472949,-1
600,MODEL1,PARMS,RB4_5,0.810346238,9.276548859,-0.149657786,-0.014607976,0.391596704,-0.13717848,-0.168166752,0.872979515,-1
601,MODEL1,PARMS,RB4_5,0.815526732,11.18597505,0.073027268,-0.313401817,0.97786797,-0.330787823,0.978044642,-1.712678362,-1
602,MODEL1,PARMS,RB4_5,0.770329186,2.255037449,0.050248669,-0.511540715,2.150216533,0.228433252,-0.967395268,2.130280697,-1
603,MODEL1,PARMS,RB4_5,0.957942804,11.10272236,0.043384426,-0.276114325,1.208962208,-0.326394021,1.509095416,-2.924015375,-1
604,MODEL1,PARMS,RB4_5,0.86377226,7.441940654,0.118263436,-0.520220522,1.631369082,-0.103160118,-0.041913271,0.092977491,-1
605,MODEL1,PARMS,RB4_5,0.860831161,-3.433549818,-0.090593344,0.088923976,-0.849747305,0.613075093,-2.471549617,5.241315917,-1
606,MODEL1,PARMS,RB4_5,0.863196923,10.08793091,-0.018581559,-0.072640865,0.390548441,-0.246385359,0.894805556,-1.673407395,-1
607,MODEL1,PARMS,RB4_5,0.851959614,10.42888528,-0.140927108,0.137902112,-0.607963779,-0.220561666,0.562600793,-1.287003484,-1
608,MODEL1,PARMS,RB4_5,0.941649753,-1.546293175,-0.060412424,0.063049987,-0.346111796,0.475315278,-1.323510869,2.558217236,-1
609,MODEL1,PARMS,RB4_5,0.850039205,6.513132056,0.135470221,-0.553907681,1.70011144,-0.066063016,0.823592867,-2.068342031,-1
610,MODEL1,PARMS,RB4_5,0.983004977,1.084384472,0.268533058,-0.962016343,3.705749292,0.242070366,-1.078852356,2.231184817,-1
611,MODEL1,PARMS,RB4_5,0.864152092,6.838073569,0.287789517,-1.001990119,3.075409006,-0.119502127,0.606894903,-1.157615328,-1
612,MODEL1,PARMS,RB4_5,0.896179152,11.21804333,-0.036227514,-0.036272416,-0.296116109,-0.298914172,0.997227156,-2.238572417,-1
613,MODEL1,PARMS,RB4_5,0.894864749,1.10751014,0.055641044,-0.57945744,2.472616963,0.302169339,-1.569153381,3.875167828,-1
614,MODEL1,PARMS,RB4_5,0.837675027,-5.437219477,0.014409849,-0.551635492,2.379188184,0.704982971,-2.074302977,4.170575785,-1
615,MODEL1,PARMS,RB4_5,0.911742259,11.07452028,0.101564496,-0.354876336,0.641087821,-0.33179248,0.874053786,-1.555332058,-1
616,MODEL1,PARMS,RB4_5,0.886408481,-2.623214483,0.04879652,-0.295493509,0.882844875,0.528206666,-2.337310662,5.234529073,-1
617,MODEL1,PARMS,RB4_5,0.832085237,4.105822183,-0.013390743,-0.051236666,-0.059826485,0.1224976,-0.56173647,1.474391878,-1
618,MODEL1,PARMS,RB4_5,0.780496888,6.658663327,-0.24463243,0.38867567,-1.436005011,0.036107314,-0.487669169,1.371376167,-1
619,MODEL1,PARMS,RB4_5,0.893981358,10.00402666,-0.073523611,-0.253036887,0.877573897,-0.206169473,0.200464293,-0.029423156,-1
620,MODEL1,PARMS,RB4_5,0.843512926,8.93302887,-0.208944886,0.48412731,-2.31394642,-0.127155598,0.936100936,-2.03880713,-1
621,MODEL1,PARMS,RB4_5,0.82941168,7.608676164,0.076960186,-0.486385466,2.024702114,-0.110460891,1.062279601,-2.536978491,-1
622,MODEL1,PARMS,RB4_5,0.841087719,9.440563673,-0.111903243,-0.038084596,-0.004361012,-0.15649917,-0.363127813,1.340198061,-1
623,MODEL1,PARMS,RB4_5,0.877865073,7.133632498,-0.034080175,0.01432811,-0.145755272,-0.06418348,0.606156828,-1.272256374,-1
624,MODEL1,PARMS,RB4_5,0.839569613,9.904999996,0.071177172,-0.30751292,0.950260751,-0.25225394,0.698006702,-1.159242054,-1
625,MODEL1,PARMS,RB4_5,0.908980064,14.8504242,-0.167339452,0.199740749,-0.993469064,-0.473422445,0.79568246,-1.043725358,-1
626,MODEL1,PARMS,RB4_5,0.915160796,3.775832328,-0.027487938,-0.037671493,-0.072022537,0.142019836,-0.203046683,0.547761295,-1
627,MODEL1,PARMS,RB4_5,0.856253201,8.524186452,0.112211257,-0.21820396,0.520033704,-0.179214398,0.199481797,0.112130402,-1
628,MODEL1,PARMS,RB4_5,0.843356316,-4.774454871,0.069943647,-0.494594596,1.58670135,0.648949548,-1.795462426,3.312345779,-1
629,MODEL1,PARMS,RB4_5,0.921578345,-0.345247724,0.015866033,-0.22077186,0.710839468,0.395986441,-2.098931227,4.869557811,-1
630,MODEL1,PARMS,RB4_5,0.85342125,5.006281641,-0.104160867,0.381171215,-2.363306922,0.0865992,-0.287812515,0.799026323,-1
631,MODEL1,PARMS,RB4_5,0.891332536,2.663768878,-0.02564576,0.129451464,-0.883657889,0.214785091,-1.483762008,3.88020265,-1
632,MODEL1,PARMS,RB4_5,1.027388435,15.09805786,0.190562597,-0.836464178,2.328937321,-0.580995291,1.89836979,-4.025990409,-1
633,MODEL1,PARMS,RB4_5,0.832091627,7.387455157,-0.095415023,-0.140194521,0.674050629,-0.039039228,-0.749171982,2.060082523,-1
634,MODEL1,PARMS,RB4_5,0.935883886,10.03746194,-0.089520097,0.06855386,-0.275987061,-0.218340491,1.093885863,-2.192533737,-1
635,MODEL1,PARMS,RB4_5,0.744803871,4.249529665,-0.000559888,-0.122096669,0.546040244,0.111438097,-1.052689507,2.954213913,-1
636,MODEL1,PARMS,RB4_5,0.791326386,1.577041331,-0.056485621,-0.15157079,0.638576548,0.298062807,-1.960463562,4.785164062,-1
637,MODEL1,PARMS,RB4_5,0.847071442,8.339529881,-0.066844654,-0.038094475,0.210238625,-0.111902974,0.356541437,-0.500324894,-1
638,MODEL1,PARMS,RB4_5,0.917039279,8.160431659,0.126027484,-0.337364637,0.471091696,-0.158495197,0.337894155,-0.539464794,-1
639,MODEL1,PARMS,RB4_5,0.784657338,-0.418444721,0.127834638,-0.583745055,1.841457062,0.377566127,-1.892125273,4.473456092,-1
640,MODEL1,PARMS,RB4_5,0.871241112,10.02680625,-0.177925985,0.24037344,-0.574905097,-0.196055647,0.828308484,-1.527349617,-1
641,MODEL1,PARMS,RB4_5,0.780059617,4.28881631,-0.041674673,-0.04285318,-0.249662591,0.117297796,-0.87179601,2.415749285,-1
642,MODEL1,PARMS,RB4_5,0.868138673,11.82794394,0.064185071,-0.199103698,0.095224857,-0.366822155,0.65502675,-0.595220263,-1
643,MODEL1,PARMS,RB4_5,0.837718682,3.829949077,-0.129888368,-0.08069575,0.452056981,0.181954698,-0.652341747,1.475854214,-1
644,MODEL1,PARMS,RB4_5,0.911997054,4.928104546,-0.085610426,0.319359668,-1.652998597,0.085442098,0.123426635,-0.405284045,-1
645,MODEL1,PARMS,RB4_5,0.849682123,6.573321474,0.026620908,-0.222442682,0.79111972,-0.03171709,-0.02287703,-0.118393888,-1
646,MODEL1,PARMS,RB4_5,0.846088948,8.58583564,-0.138551129,-0.017632559,-0.080566391,-0.093169318,-0.469789458,1.210670303,-1
647,MODEL1,PARMS,RB4_5,0.849662747,-7.053947529,-0.010453151,-0.124545188,0.113382851,0.810911271,-2.869195681,5.99880709,-1
648,MODEL1,PARMS,RB4_5,0.904605795,8.326613894,0.041971829,-0.092304803,-0.979678448,-0.159086623,0.869194344,-1.571122763,-1
649,MODEL1,PARMS,RB4_5,0.923646023,18.48271299,-0.19431618,0.897564045,-4.925086753,-0.717543514,2.406298334,-5.462890885,-1
650,MODEL1,PARMS,RB4_5,0.801181415,1.049991373,0.004722829,-0.453547738,1.945416785,0.326526912,-1.722246616,3.690466875,-1
651,MODEL1,PARMS,RB4_5,0.899918703,-2.649437839,-0.169541737,0.341147659,-1.635389305,0.571785029,-1.545676801,3.095201841,-1
652,MODEL1,PARMS,RB4_5,0.840509342,5.638234829,-0.191349915,0.327458778,-1.070073276,0.083775706,-0.862711169,1.984513616,-1
653,MODEL1,PARMS,RB4_5,0.916832607,1.594254028,-0.06172522,0.065519259,-0.616395042,0.294361211,-1.634431943,4.318558233,-1
654,MODEL1,PARMS,RB4_5,0.898516364,3.693834989,0.074906933,-0.348858327,1.16730579,0.125385894,-0.719533584,1.879477246,-1
655,MODEL1,PARMS,RB4_5,0.940734898,-4.463991209,0.003359752,0.059784801,-0.582277862,0.623334606,-1.594562358,3.1549154,-1
656,MODEL1,PARMS,RB4_5,0.89828627,6.261562709,0.030320606,-0.139789633,0.073670663,-0.021658549,-0.109647011,0.059641988,-1
657,MODEL1,PARMS,RB4_5,0.811188333,12.51654421,-0.10919935,0.117582257,-0.536701444,-0.357918985,0.79530908,-1.501123575,-1
658,MODEL1,PARMS,RB4_5,0.804913613,6.714793486,0.019000726,-0.240140372,0.789610832,-0.043754778,-0.125415834,0.676288421,-1
659,MODEL1,PARMS,RB4_5,0.802952662,0.693086558,0.082387742,-0.617030874,3.065091494,0.313716185,-0.967677116,2.106556927,-1
660,MODEL1,PARMS,RB4_5,0.958438889,4.25291376,-0.041656155,-0.041732798,0.031436055,0.107712289,0.187452399,0.008427993,-1
661,MODEL1,PARMS,RB4_5,0.816941724,8.405734853,-0.074075128,0.025789985,-0.277940529,-0.120361144,0.59605179,-1.300460696,-1
662,MODEL1,PARMS,RB4_5,0.974028706,19.55268373,0.084276779,-0.544011526,2.030005637,-0.843355962,3.172012814,-6.591142837,-1
663,MODEL1,PARMS,RB4_5,0.877070494,4.683255183,0.163765521,-0.547249093,1.659465807,0.047472268,-0.20421119,0.408393652,-1
664,MODEL1,PARMS,RB4_5,0.869660367,9.681122288,0.123453811,-0.692391854,2.493552022,-0.246127184,0.320887692,-0.258157774,-1
665,MODEL1,PARMS,RB4_5,0.780092365,12.54847785,-0.070927239,0.070666254,-0.664959991,-0.370484357,0.00489064,0.931455966,-1
666,MODEL1,PARMS,RB4_5,0.797492957,7.046767926,-0.172318758,0.25068766,-1.167072071,-0.011594964,-0.340999265,1.128495416,-1
667,MODEL1,PARMS,RB4_5,0.907217749,8.067256022,0.059166425,-0.336392325,1.082444786,-0.130765508,-0.210360702,0.82915605,-1
668,MODEL1,PARMS,RB4_5,0.876841815,8.453597402,0.005500627,0.029690461,-0.741831966,-0.14760256,0.031255564,0.444101003,-1
669,MODEL1,PARMS,RB4_5,0.90637476,3.641073461,-0.041623623,0.0857268,-1.009602437,0.158541968,-0.872969812,2.070723174,-1
670,MODEL1,PARMS,RB4_5,0.880303346,8.095397483,0.046847967,-0.103920331,0.039186448,-0.145892685,0.570246335,-1.093281321,-1
671,MODEL1,PARMS,RB4_5,0.864641167,2.962905217,-0.114684076,0.247439261,-1.135092972,0.21945932,-0.454180204,0.986407496,-1
672,MODEL1,PARMS,RB4_5,0.870934815,5.994554199,-0.028610158,-0.171379682,0.804950781,0.014370227,0.12660589,-0.538842303,-1
673,MODEL1,PARMS,RB4_5,0.847752277,9.569620402,0.268649899,-0.790359486,2.44077771,-0.285386919,1.018448577,-2.236674324,-1
674,MODEL1,PARMS,RB4_5,0.90619183,14.24888665,0.015358736,-0.133726015,-0.090439121,-0.494783624,1.224258099,-2.315571156,-1
