SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,RB4_5
297,MODEL1,PARMS,RB4_5,0.808864905,9.582126525,0.007451764,-0.645223236,2.628751574,-0.191029668,-0.304441055,0.930529852,-1
298,MODEL1,PARMS,RB4_5,0.865374902,-1.0277992,0.076542021,-0.569527934,2.124806577,0.435630513,-2.056208699,4.52259698,-1
299,MODEL1,PARMS,RB4_5,0.985238853,14.52428106,-0.121626782,0.081266909,-0.553389333,-0.476294512,1.593810132,-3.295291882,-1
300,MODEL1,PARMS,RB4_5,0.806517661,-2.323638463,0.123713425,-0.408245986,1.601244322,0.482250168,-2.873303958,7.063063487,-1
301,MODEL1,PARMS,RB4_5,0.942878154,7.529788638,0.034585725,0.127200651,-1.249105954,-0.116704228,1.203217685,-2.814256954,-1
302,MODEL1,PARMS,RB4_5,0.921274093,5.844680391,0.080386094,-0.090436037,-0.239711461,-0.014925301,0.370452819,-0.790550338,-1
303,MODEL1,PARMS,RB4_5,0.880168178,11.02655797,0.221317527,-0.568399458,1.374106518,-0.364828376,0.959253734,-1.752271657,-1
304,MODEL1,PARMS,RB4_5,0.891124153,16.02541493,0.043121503,-0.101659425,-0.117033574,-0.616898872,1.84884001,-3.423466883,-1
305,MODEL1,PARMS,RB4_5,0.809965218,17.70948809,0.081347524,-0.369629056,1.229289488,-0.715540444,1.542369182,-2.539708549,-1
306,MODEL1,PARMS,RB4_5,0.860127331,12.9650146,-0.152866029,0.338122248,-1.496967567,-0.377967477,0.576256146,-0.368966112,-1
307,MODEL1,PARMS,RB4_5,0.880398231,3.191236747,0.063094968,-0.721878033,2.950193847,0.18640088,-1.519295117,3.591944042,-1
308,MODEL1,PARMS,RB4_5,0.843192716,-1.256055166,0.11811441,-0.3932931,1.738064036,0.404555057,-0.912190887,1.444270003,-1
309,MODEL1,PARMS,RB4_5,0.894768389,4.500382817,0.215036815,-0.575504364,2.04478019,0.020433111,0.027599094,0.179463814,-1
310,MODEL1,PARMS,RB4_5,0.912243978,2.435934935,-0.007008182,0.021024207,-0.831087139,0.221614369,-1.096587134,2.745950006,-1
311,MODEL1,PARMS,RB4_5,0.897716787,9.816306286,0.043144943,-0.230204539,0.920880485,-0.24110853,0.865947744,-1.460276521,-1
312,MODEL1,PARMS,RB4_5,0.873404959,12.3417656,0.066956608,-0.224552847,0.507380823,-0.400549273,1.059235975,-1.502613973,-1
313,MODEL1,PARMS,RB4_5,0.908907228,1.941230669,0.088892146,-0.414723757,1.289148613,0.248057489,-1.767185428,4.221604408,-1
314,MODEL1,PARMS,RB4_5,0.877405531,1.107349648,-0.17333454,0.071713036,-0.156997902,0.35964625,-1.569930124,3.268871174,-1
315,MODEL1,PARMS,RB4_5,0.892944697,6.846959758,-0.192702938,0.180183344,-0.719338401,0.014236567,-0.378237796,0.9715101,-1
316,MODEL1,PARMS,RB4_5,0.917802859,11.00380167,-0.176740698,0.256394318,-1.362620353,-0.238289823,1.026214433,-2.466629733,-1
317,MODEL1,PARMS,RB4_5,0.849591483,14.20239776,0.255609509,-0.610628563,1.822539174,-0.573358188,1.54693835,-2.747195516,-1
318,MODEL1,PARMS,RB4_5,0.949185869,9.593698217,-0.089930614,0.401995599,-1.784132395,-0.204451601,0.713744251,-1.165462963,-1
319,MODEL1,PARMS,RB4_5,0.859487014,12.92091683,-0.002774047,-0.148606082,0.614452768,-0.422430489,1.081077497,-1.936089127,-1
320,MODEL1,PARMS,RB4_5,0.815104166,15.42667673,-0.038407563,-0.262558496,1.303586117,-0.547773818,1.199547263,-1.914802953,-1
321,MODEL1,PARMS,RB4_5,0.850921875,10.87248616,-0.161484171,0.195652202,-0.63511875,-0.244912326,0.637070372,-1.164560419,-1
322,MODEL1,PARMS,RB4_5,0.87261117,2.800344063,0.058381373,-0.419816827,1.494759224,0.195479386,-1.177338359,2.502688256,-1
323,MODEL1,PARMS,RB4_5,0.863674727,-3.014201775,0.060040919,-0.292094349,0.599818812,0.548055377,-1.978285961,3.760843873,-1
324,MODEL1,PARMS,RB4_5,0.937421514,14.93488431,-0.054504442,0.399974878,-2.319680456,-0.530962485,1.913688152,-4.246920089,-1
325,MODEL1,PARMS,RB4_5,1.004739167,-4.339016429,-0.288792504,0.503182186,-1.514699188,0.698195336,-1.936521785,3.815032516,-1
326,MODEL1,PARMS,RB4_5,0.805366817,13.59532645,0.073955452,-0.549759979,1.426980034,-0.462121828,1.051588891,-2.016578889,-1
327,MODEL1,PARMS,RB4_5,0.75301044,4.435500216,0.037977402,-0.525831662,2.293138747,0.101364193,-0.788597241,2.062959204,-1
328,MODEL1,PARMS,RB4_5,0.793982157,6.595306784,0.036536527,-0.325242045,1.071202473,-0.033003824,-0.005574801,0.255365372,-1
329,MODEL1,PARMS,RB4_5,0.819500579,11.17970378,-0.158165673,0.261405387,-0.836886545,-0.257262735,0.236421407,-0.049254515,-1
330,MODEL1,PARMS,RB4_5,0.86251636,5.841637441,-0.161557883,0.47376999,-2.174620193,0.051418951,-0.745978614,2.293637894,-1
331,MODEL1,PARMS,RB4_5,0.879102364,4.19950649,-0.141167358,-0.107168089,0.875096316,0.177910667,-1.463311536,3.419953025,-1
332,MODEL1,PARMS,RB4_5,0.761707071,3.525802585,0.007923848,-0.286921122,1.027620096,0.169447347,-0.861454296,1.564329604,-1
333,MODEL1,PARMS,RB4_5,0.91848558,5.342362968,0.096298945,-0.609860689,2.367741491,0.036786542,-1.286666351,3.337885858,-1
334,MODEL1,PARMS,RB4_5,0.825543799,4.244843654,-0.26833153,0.423403358,-1.652604987,0.195389738,-1.147447669,2.623720817,-1
335,MODEL1,PARMS,RB4_5,0.780184934,4.21847692,-0.156543339,0.118858446,-0.282512912,0.15758484,-0.52917173,1.321963742,-1
336,MODEL1,PARMS,RB4_5,0.89108187,14.45933485,0.130399537,-0.544374379,1.408631711,-0.548490702,2.883367574,-6.431586716,-1
337,MODEL1,PARMS,RB4_5,0.848512455,4.303873318,-0.118519566,-0.068348996,0.348055905,0.15032172,-0.621426279,1.63143332,-1
338,MODEL1,PARMS,RB4_5,0.899189924,7.588133956,-0.057374405,-0.277049786,0.898401137,-0.067064607,0.72302426,-1.910022329,-1
339,MODEL1,PARMS,RB4_5,0.916347762,12.43555358,-0.038046301,0.030422275,-0.470342088,-0.374969234,1.042934222,-2.18860124,-1
340,MODEL1,PARMS,RB4_5,0.848777492,3.428323735,0.029421075,-0.106553321,0.011265516,0.161009852,-1.091814664,2.640145337,-1
341,MODEL1,PARMS,RB4_5,0.873565113,1.774112594,-0.110289198,0.175751955,-1.244561031,0.285431358,-0.272312838,0.424944996,-1
342,MODEL1,PARMS,RB4_5,0.841643492,9.80443408,0.031817975,-0.15860135,-0.424853535,-0.227448214,-0.042937766,0.460985367,-1
343,MODEL1,PARMS,RB4_5,0.812526645,3.611469678,-0.098324807,-0.229054078,1.200301837,0.19452121,-1.060008091,2.34225216,-1
344,MODEL1,PARMS,RB4_5,0.890597242,12.19694959,0.023906189,-0.274950576,1.025976928,-0.388937852,1.667212214,-3.174941674,-1
345,MODEL1,PARMS,RB4_5,0.876568714,6.813072908,0.087229926,-0.20822972,0.078991957,-0.068591377,-0.179758958,0.693049956,-1
346,MODEL1,PARMS,RB4_5,0.850825781,0.952126523,-0.121383147,0.052415335,0.096437298,0.346328115,-0.910632603,1.579402467,-1
347,MODEL1,PARMS,RB4_5,0.954859508,12.5103573,-0.071633221,0.02787034,-0.295827187,-0.368779866,0.491342055,-0.280530624,-1
348,MODEL1,PARMS,RB4_5,0.958291782,5.129985041,0.055354294,-0.075076967,-0.176725543,0.036130664,-0.555862788,1.649112507,-1
349,MODEL1,PARMS,RB4_5,0.912966337,16.29662718,0.060020595,-0.375241456,1.047972968,-0.634994812,1.995654239,-3.8750875,-1
350,MODEL1,PARMS,RB4_5,0.925460171,9.957545735,-0.0801373,0.154083087,-0.895414284,-0.220056234,0.905856946,-1.697086669,-1
351,MODEL1,PARMS,RB4_5,0.9571928,2.186462294,0.055959173,-0.571698144,2.280254821,0.24082551,-0.94943018,1.878909937,-1
352,MODEL1,PARMS,RB4_5,0.861876142,0.676627328,-0.150196607,-0.037937635,0.15580047,0.376286258,-1.15679288,2.374616563,-1
353,MODEL1,PARMS,RB4_5,0.826867753,13.13090713,0.006191883,-0.250039353,0.751218413,-0.423873253,0.920002154,-1.26949497,-1
354,MODEL1,PARMS,RB4_5,0.824514488,8.640717813,-0.037267491,-0.414674369,1.308659843,-0.122316582,-0.076608655,0.310925818,-1
355,MODEL1,PARMS,RB4_5,0.928423556,1.827797438,-0.099641439,0.174355944,-1.001178224,0.276424298,-0.16279641,-0.053134463,-1
356,MODEL1,PARMS,RB4_5,0.881853866,11.102616,0.136708192,-0.341548171,0.560076169,-0.346576291,1.051172354,-2.009468907,-1
357,MODEL1,PARMS,RB4_5,0.88752553,2.681346112,-0.01541334,-0.183322097,0.260976298,0.215491542,-0.271021703,-0.088431288,-1
358,MODEL1,PARMS,RB4_5,0.863900755,9.351149587,-0.077909733,-0.043798622,0.848932229,-0.17427605,-0.630437477,2.304490925,-1
359,MODEL1,PARMS,RB4_5,0.944022678,8.570769491,0.060275479,-0.337064875,1.195443639,-0.176176777,0.312864313,0.173719422,-1
360,MODEL1,PARMS,RB4_5,0.746190442,-3.386464323,-0.089401195,0.320388193,-1.713344,0.5972934,-2.055190736,4.363735588,-1
361,MODEL1,PARMS,RB4_5,0.998535458,9.838144453,-0.140703127,0.503323581,-2.318274163,-0.200833048,0.522285875,-0.811194706,-1
362,MODEL1,PARMS,RB4_5,0.9177219,10.7478538,0.029532683,-0.319982198,0.946855339,-0.282075675,1.456015572,-3.21910215,-1
363,MODEL1,PARMS,RB4_5,0.814551407,6.507815862,-0.023756246,-0.068884036,0.464522443,-0.018050322,-0.234250786,0.520834132,-1
364,MODEL1,PARMS,RB4_5,0.894629353,2.016336504,-0.017655435,-0.143163503,0.2574244,0.257873283,-1.109665102,2.584239346,-1
365,MODEL1,PARMS,RB4_5,0.866056259,3.59550807,-0.169091306,0.180889498,-0.555449173,0.211455426,-1.290691838,3.030767599,-1
366,MODEL1,PARMS,RB4_5,0.921407092,-0.005593655,0.124058601,-0.389187533,1.421738316,0.329606494,-0.973024194,2.44625428,-1
367,MODEL1,PARMS,RB4_5,0.932108107,11.44618669,-0.001569307,0.028730775,-0.472358207,-0.339304078,1.846072645,-4.626039877,-1
368,MODEL1,PARMS,RB4_5,0.814434614,5.752288557,-0.077037808,-0.516403802,2.615020104,0.060456883,-0.273791145,0.685223943,-1
369,MODEL1,PARMS,RB4_5,0.881312355,5.386274181,-0.007256599,0.056165289,-0.307714467,0.044542583,-0.58580226,1.59038769,-1
370,MODEL1,PARMS,RB4_5,0.791331044,1.452157378,0.203225157,-0.661557749,2.316966977,0.219724997,-0.458620103,1.012131079,-1
371,MODEL1,PARMS,RB4_5,0.838350477,6.761471487,0.152296627,-0.490088312,1.69559012,-0.086447576,0.133390081,0.236606548,-1
372,MODEL1,PARMS,RB4_5,0.810598437,11.43849449,-0.042633819,0.147982885,-1.108593634,-0.326850678,1.135180486,-2.345377462,-1
373,MODEL1,PARMS,RB4_5,0.808595875,8.665365183,-0.061394121,0.060854586,-0.353692557,-0.136861807,-0.194772657,0.855142818,-1
374,MODEL1,PARMS,RB4_5,0.956920932,0.571690294,-0.088451143,0.297236528,-1.992159103,0.371886593,-2.095647738,4.515837595,-1
375,MODEL1,PARMS,RB4_5,0.925963122,0.216821934,0.099964688,-0.490330205,1.810300663,0.330488377,-1.206223719,2.663080023,-1
376,MODEL1,PARMS,RB4_5,0.792546604,6.314887604,0.075750269,-0.45193885,1.362643873,-0.027292782,-0.440474145,1.410063978,-1
377,MODEL1,PARMS,RB4_5,0.860176124,11.65213288,-0.119795829,-0.04035101,0.733655881,-0.295033375,0.353977783,-0.186606894,-1
378,MODEL1,PARMS,RB4_5,0.835213344,13.23954507,-0.11900646,0.482591444,-2.139196833,-0.424941809,1.462708162,-3.002489215,-1
379,MODEL1,PARMS,RB4_5,0.878749708,7.981541836,-0.148871333,0.004493662,-0.092812465,-0.073342102,0.749439224,-2.028420294,-1
380,MODEL1,PARMS,RB4_5,0.83094479,4.38361129,0.083071476,-0.227355016,0.417929292,0.086815699,-1.063572543,2.833972669,-1
381,MODEL1,PARMS,RB4_5,0.889605073,13.14492949,0.108176044,-0.245380475,0.443407184,-0.459174279,0.78140279,-1.149283138,-1
382,MODEL1,PARMS,RB4_5,0.816509024,11.85219936,-0.051240314,0.556154162,-2.865792155,-0.353619581,1.059519112,-1.743556054,-1
383,MODEL1,PARMS,RB4_5,0.898931576,11.10507631,0.323301689,-0.664815731,1.524248801,-0.398400937,1.838934248,-4.345557187,-1
384,MODEL1,PARMS,RB4_5,0.91616254,13.09645826,0.311557326,-1.027511614,3.147602154,-0.501490241,1.431414142,-2.966476033,-1
385,MODEL1,PARMS,RB4_5,0.832423983,2.002121286,0.017414026,-0.46084395,1.563249568,0.267239787,-1.204136331,2.429491031,-1
386,MODEL1,PARMS,RB4_5,0.924599795,2.898560644,0.215330594,-0.709918278,2.330784647,0.145016625,-0.596378076,1.068792786,-1
387,MODEL1,PARMS,RB4_5,0.796291047,15.44950092,-0.003607051,-0.024613128,-0.13340972,-0.583813551,1.984581063,-4.014881513,-1
388,MODEL1,PARMS,RB4_5,0.791899357,-1.476677617,-0.047297499,-0.161382884,0.641202362,0.477957082,-1.825308829,4.031905628,-1
389,MODEL1,PARMS,RB4_5,0.915116291,5.670633031,-0.068871805,-0.012133484,-0.169536339,0.047020014,-1.350811497,3.900966023,-1
390,MODEL1,PARMS,RB4_5,0.853388373,5.69922859,0.055777847,0.004248368,-0.544894169,-0.000407051,-0.430609215,1.383268276,-1
391,MODEL1,PARMS,RB4_5,0.928948844,3.634495285,-0.028352841,-0.338317535,1.650417209,0.168361436,-0.499409878,1.230381476,-1
392,MODEL1,PARMS,RB4_5,0.884936717,4.695129941,-0.040658641,0.206287952,-1.827279626,0.10739818,-1.713594643,4.390227766,-1
393,MODEL1,PARMS,RB4_5,0.887166893,1.592940142,0.046980265,-0.351395759,1.295268511,0.26149594,-1.236082555,3.362433337,-1
394,MODEL1,PARMS,RB4_5,0.880815328,15.6422291,0.052934045,-0.315385098,0.986074282,-0.594976909,1.904499363,-4.052489447,-1
395,MODEL1,PARMS,RB4_5,0.942051681,10.47837035,0.049362954,-0.472298064,1.484741478,-0.26916536,0.460484338,-0.875049207,-1
396,MODEL1,PARMS,RB4_5,0.906430819,7.21421925,-0.228733297,0.518302888,-2.140967902,-0.003783284,-0.921845033,2.76233779,-1
397,MODEL1,PARMS,RB4_5,0.854266697,8.896247208,0.081428389,-0.062553788,-0.07526711,-0.213279886,2.097334905,-5.445270059,-1
398,MODEL1,PARMS,RB4_5,0.837447432,6.569262247,0.045805018,-0.573788629,2.425503392,-0.026276176,-0.101563005,0.414992864,-1
399,MODEL1,PARMS,RB4_5,0.915694896,10.20274328,-0.232024604,0.537945614,-1.748281365,-0.202038156,1.117500232,-2.041665491,-1
400,MODEL1,PARMS,RB4_5,0.860207044,15.6915266,-0.029361607,-0.314825921,1.150458865,-0.571718867,1.66272653,-2.660436144,-1
401,MODEL1,PARMS,RB4_5,0.912242665,-9.064373088,-0.010776918,-0.168124111,1.093853373,0.920786533,-2.649297582,5.502241251,-1
402,MODEL1,PARMS,RB4_5,0.901053437,10.00477101,-0.301265055,0.853138422,-3.730838017,-0.154751698,-0.063030935,0.643525009,-1
403,MODEL1,PARMS,RB4_5,0.88942427,11.80678462,-0.003046397,0.065521435,-0.431030337,-0.362436856,1.385926991,-2.778527095,-1
404,MODEL1,PARMS,RB4_5,0.799330255,10.7001996,0.060854965,-0.186700104,0.450204323,-0.295617352,-0.065145006,0.660624001,-1
405,MODEL1,PARMS,RB4_5,0.989106162,-3.627963426,-0.130669676,0.076917156,-0.337151817,0.65202145,-3.864976842,8.965852203,-1
406,MODEL1,PARMS,RB4_5,0.808449796,9.895544599,0.096144233,-0.236389248,0.173777614,-0.256536202,0.30740467,-0.04686431,-1
407,MODEL1,PARMS,RB4_5,0.959883284,8.772092408,0.023724398,-0.161751846,0.434094147,-0.18407544,1.243005212,-2.61423584,-1
408,MODEL1,PARMS,RB4_5,0.843654467,9.926124068,0.330709622,-1.209447591,4.805925336,-0.328806018,2.011660859,-4.651464254,-1
409,MODEL1,PARMS,RB4_5,0.893380639,0.116428305,-0.023566151,-0.027965736,-0.057849575,0.370113177,-2.125900864,5.127352688,-1
410,MODEL1,PARMS,RB4_5,0.914615857,14.54832071,0.030137834,-0.159203154,-0.008718998,-0.511630554,1.463746367,-2.896978755,-1
411,MODEL1,PARMS,RB4_5,0.902616738,8.911687786,0.154084481,-0.461552366,1.212038295,-0.215321261,0.927060207,-1.796994966,-1
412,MODEL1,PARMS,RB4_5,0.881520478,10.84480739,0.070812909,-0.274954007,0.835305922,-0.314970936,1.282484472,-2.934977934,-1
413,MODEL1,PARMS,RB4_5,0.820127347,5.312516875,-0.047411697,0.043145773,0.015864444,0.053202099,-0.47091011,1.125623908,-1
414,MODEL1,PARMS,RB4_5,0.931299508,6.415097782,-0.008643779,-0.348691645,1.192331419,-0.010268535,0.417405267,-1.121842345,-1
415,MODEL1,PARMS,RB4_5,0.84788339,6.397869681,-0.019142688,-0.046043386,-0.143112484,-0.017799488,0.096154696,0.082823808,-1
416,MODEL1,PARMS,RB4_5,0.881459273,6.699342711,-0.226208768,0.397973754,-1.263359951,0.032816177,-1.266066622,3.291343992,-1
417,MODEL1,PARMS,RB4_5,0.912354678,15.57303804,0.015865471,0.307680303,-2.685745293,-0.595232487,1.630964578,-2.766986485,-1
418,MODEL1,PARMS,RB4_5,0.83166361,9.700786726,0.033464777,-0.832009296,3.526641805,-0.196514378,-0.785697411,2.67799653,-1
419,MODEL1,PARMS,RB4_5,0.778237626,10.58092577,-0.22019595,0.541964688,-2.398544379,-0.219635035,0.473005238,-0.757075262,-1
420,MODEL1,PARMS,RB4_5,0.865219252,8.304575906,-0.118125657,-0.076178532,0.208898921,-0.108837857,0.614002268,-1.102699372,-1
421,MODEL1,PARMS,RB4_5,0.860506093,10.16320392,0.218638184,-0.885605037,3.580222246,-0.311697957,1.304042467,-2.944259191,-1
422,MODEL1,PARMS,RB4_5,0.923986129,8.779233069,-0.178938812,0.287771779,-0.760295974,-0.120412454,0.405146033,-0.418683672,-1
423,MODEL1,PARMS,RB4_5,0.910794722,-8.31391451,0.141400407,-0.692235194,2.874682233,0.832370575,-1.737265741,3.176793818,-1
424,MODEL1,PARMS,RB4_5,0.946119614,9.865735037,0.096837713,-0.656879984,2.297521801,-0.25072762,1.087959214,-2.426896005,-1
425,MODEL1,PARMS,RB4_5,0.864218826,8.258656451,-0.153077099,0.252093361,-1.216111128,-0.098105556,0.57664489,-1.210723804,-1
426,MODEL1,PARMS,RB4_5,0.872377662,11.09074851,0.094204683,-0.503996669,1.37297111,-0.323398764,0.381248162,-0.082217258,-1
427,MODEL1,PARMS,RB4_5,0.805840214,8.331351351,-0.171029007,0.160000678,-0.233504727,-0.0858379,-0.02404951,0.215108899,-1
428,MODEL1,PARMS,RB4_5,0.839051321,5.510839862,-0.084998031,-0.121894254,0.565979313,0.074959628,-1.382891137,3.400638418,-1
429,MODEL1,PARMS,RB4_5,0.831943427,7.685740109,-0.056535447,0.103427176,-0.566542202,-0.094850759,0.742705557,-1.866271208,-1
430,MODEL1,PARMS,RB4_5,0.853743366,5.164262883,-0.166281122,0.108205679,-0.282581559,0.117048335,-0.739436032,2.018363025,-1
431,MODEL1,PARMS,RB4_5,0.880570309,6.813127879,-0.046587487,0.056299547,-0.62781756,-0.022450817,-0.709974811,2.275281061,-1
432,MODEL1,PARMS,RB4_5,0.919981482,4.336591824,0.044332982,-0.293483085,0.716656303,0.099653666,-0.142412922,0.064329687,-1
433,MODEL1,PARMS,RB4_5,0.794507035,7.491153009,-0.228578171,0.219982124,-0.445001126,-0.020195437,-0.212105625,0.606075632,-1
434,MODEL1,PARMS,RB4_5,0.830793687,7.798258828,-0.049388764,0.277749633,-1.324237724,-0.102359495,-0.307601027,1.222550789,-1
435,MODEL1,PARMS,RB4_5,0.890319429,2.189615916,-0.179791754,0.290118522,-1.08925239,0.294513982,-1.797049825,4.281302599,-1
436,MODEL1,PARMS,RB4_5,0.839411403,0.613373251,-0.056712596,-0.179000536,0.142497878,0.36864952,-1.533446454,2.812183277,-1
437,MODEL1,PARMS,RB4_5,0.883002785,6.830911665,0.089681131,-0.181987626,-0.073819386,-0.06787634,-0.645382548,1.915026904,-1
438,MODEL1,PARMS,RB4_5,0.926722868,-2.797680602,0.080274923,-0.044939418,-0.575196542,0.511969505,-1.564245333,3.074864134,-1
439,MODEL1,PARMS,RB4_5,0.843510262,5.812663956,0.06605162,-0.185758129,0.526919105,-0.001576256,-0.599235811,1.866420777,-1
440,MODEL1,PARMS,RB4_5,0.853877502,4.229361408,-0.00300056,-0.19401259,0.978218379,0.115480105,-0.555557971,1.846534986,-1
441,MODEL1,PARMS,RB4_5,0.896364177,10.18897653,0.08611036,-0.415163614,1.801586868,-0.273234941,0.408970505,-0.388656901,-1
442,MODEL1,PARMS,RB4_5,0.787629454,14.81389041,0.206031599,-0.574036292,2.071920674,-0.591042421,1.381577827,-2.332410458,-1
443,MODEL1,PARMS,RB4_5,0.93730174,5.092765324,-0.179328824,0.250541416,-0.842056162,0.118201673,-0.748071445,1.488282697,-1
444,MODEL1,PARMS,RB4_5,0.937746626,-4.103768846,0.080237789,-0.74412777,3.126639373,0.612285745,-2.292924204,5.00688988,-1
445,MODEL1,PARMS,RB4_5,0.77542845,8.631485998,-0.132324064,0.23571533,-1.345741138,-0.121500617,0.221784833,-0.119871938,-1
446,MODEL1,PARMS,RB4_5,0.885100855,12.2413042,-0.106404025,-0.341944555,1.581225055,-0.327940206,0.690112833,-1.110504828,-1
447,MODEL1,PARMS,RB4_5,0.859746436,8.308782724,-0.069056032,0.034802358,-0.243301546,-0.121831079,0.349836796,-0.472801735,-1
448,MODEL1,PARMS,RB4_5,0.789864224,7.447147962,0.052025557,-0.522255254,2.08462981,-0.08370181,0.220879913,-0.757824611,-1
449,MODEL1,PARMS,RB4_5,0.96583242,14.07931523,-0.17503829,0.749859625,-4.179154219,-0.467278768,2.294528735,-4.76631841,-1
450,MODEL1,PARMS,RB4_5,0.784065048,4.306165459,-0.064682232,-0.040843213,0.542109514,0.128042941,-1.142355236,3.478690708,-1
451,MODEL1,PARMS,RB4_5,0.866528683,10.7948593,-0.151000258,0.548564519,-2.47332842,-0.264573683,1.35488832,-2.908153328,-1
452,MODEL1,PARMS,RB4_5,0.850263134,12.81694454,-0.01068268,-0.194822146,0.23293454,-0.402368779,1.015809321,-1.726264345,-1
453,MODEL1,PARMS,RB4_5,0.873614278,15.79215188,-0.033728575,-0.064171884,-0.099854179,-0.57727285,1.677179274,-2.993602424,-1
454,MODEL1,PARMS,RB4_5,0.919548733,13.2957411,0.05851128,-0.258284888,0.454861064,-0.451478587,1.654629021,-3.347909752,-1
455,MODEL1,PARMS,RB4_5,0.881580894,6.708376107,-0.084121001,0.21358861,-1.100052222,-0.013631239,-0.577345051,1.453945111,-1
456,MODEL1,PARMS,RB4_5,0.912249989,10.37182738,0.05697168,-0.281680442,0.766344669,-0.279383766,0.948957878,-1.65172415,-1
457,MODEL1,PARMS,RB4_5,0.8357919,-3.442253672,-0.026098,-0.131216334,0.601830176,0.591585849,-2.702652286,6.245779586,-1
458,MODEL1,PARMS,RB4_5,0.838824749,8.584971101,-0.040483665,-0.053782907,0.24265284,-0.14241744,0.180995055,0.027993202,-1
459,MODEL1,PARMS,RB4_5,0.80403872,3.570462012,-0.186026464,0.372989432,-1.163626896,0.190897615,-0.062691265,0.133143433,-1
460,MODEL1,PARMS,RB4_5,0.882411739,-0.441115369,0.053965562,-0.557029614,2.174265772,0.396238565,-1.700105443,3.97154696,-1
461,MODEL1,PARMS,RB4_5,0.888286315,8.050813882,0.061848447,-0.212896272,0.378436989,-0.135300536,0.050319217,0.33350244,-1
462,MODEL1,PARMS,RB4_5,0.857332496,13.15896394,0.066658284,-0.494544896,2.11859726,-0.456026152,1.812379117,-3.662606538,-1
463,MODEL1,PARMS,RB4_5,0.787652259,10.23380702,-0.092188836,-0.151372008,0.596104352,-0.222866042,0.870158849,-1.650270796,-1
464,MODEL1,PARMS,RB4_5,0.904636913,0.974016529,-0.115169972,0.370453985,-2.09572132,0.354514846,-1.956909578,4.464721275,-1
465,MODEL1,PARMS,RB4_5,1.056614007,-5.229776676,-0.206842403,0.513730707,-2.144893254,0.746150906,-3.014453075,6.454400493,-1
466,MODEL1,PARMS,RB4_5,0.979811381,-0.605757031,-0.361188096,0.472721629,-1.111238692,0.524367603,-2.455663222,5.729677483,-1
467,MODEL1,PARMS,RB4_5,0.927357303,7.967500271,0.073335257,0.073071354,-1.192217435,-0.156327806,1.505660197,-3.472914158,-1
468,MODEL1,PARMS,RB4_5,0.850828081,12.88083972,0.086827442,-0.464663061,0.692240446,-0.42537705,0.810357521,-1.284779014,-1
469,MODEL1,PARMS,RB4_5,0.843674901,7.951053582,0.053309131,-0.033194272,-0.50754195,-0.128209468,-0.457665444,1.575021134,-1
470,MODEL1,PARMS,RB4_5,0.956554884,9.586961555,-0.00366377,-0.191587867,0.50270943,-0.208233776,0.473962225,-0.761123039,-1
471,MODEL1,PARMS,RB4_5,0.991290468,10.30012518,0.114644414,-0.325587361,1.202607083,-0.31198199,2.62949882,-5.696292426,-1
472,MODEL1,PARMS,RB4_5,0.933382702,3.682383626,0.189195027,-0.432232317,1.160150222,0.095620428,-0.492134454,1.190437991,-1
473,MODEL1,PARMS,RB4_5,0.875738439,-0.859836552,0.095932082,-0.66493224,2.523230994,0.406651004,-1.522973686,3.141464274,-1
474,MODEL1,PARMS,RB4_5,0.795717438,9.40174586,0.062328721,0.039994839,-0.639525353,-0.232223634,0.684093844,-1.461700125,-1
475,MODEL1,PARMS,RB4_5,0.893407676,8.977283247,0.029266731,-0.582566705,2.188516342,-0.167900531,0.077922762,0.154646873,-1
476,MODEL1,PARMS,RB4_5,0.800922732,10.67043221,-0.072173156,-0.136643358,0.248457047,-0.249747977,0.322934433,-0.198521503,-1
477,MODEL1,PARMS,RB4_5,0.809938691,4.678940354,0.130493051,-0.540569376,1.809186967,0.051873711,-0.116894876,0.334974549,-1
478,MODEL1,PARMS,RB4_5,0.889718498,-1.30146669,0.051754136,-0.208599578,0.640806865,0.43619699,-2.019772701,4.509604974,-1
479,MODEL1,PARMS,RB4_5,0.814445642,3.282435027,-0.140021794,0.210946373,-0.63624343,0.205753657,-0.283820053,0.372195841,-1
480,MODEL1,PARMS,RB4_5,0.811442486,0.320173625,-0.090658526,0.026923615,-0.213172598,0.375119989,-1.066413195,1.927427143,-1
481,MODEL1,PARMS,RB4_5,0.887793211,7.17702581,-0.111797031,0.137284634,-0.361892243,-0.035527634,-0.104561539,0.529639202,-1
482,MODEL1,PARMS,RB4_5,0.866061862,4.935615362,0.018140974,-0.116325602,-0.281823028,0.075109657,-0.088496786,-0.575303824,-1
483,MODEL1,PARMS,RB4_5,0.969432545,11.00826234,0.129070824,-0.590831421,2.702672196,-0.334596225,1.212248083,-2.777016442,-1
484,MODEL1,PARMS,RB4_5,0.965456864,2.234379437,0.233488811,-0.689075648,1.842506174,0.185204651,-1.300126929,2.787419595,-1
485,MODEL1,PARMS,RB4_5,0.877183171,-2.443084202,-0.183632459,0.056376491,0.170576489,0.575663405,-2.230584712,4.903465103,-1
