SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,LMB
315,MODEL1,PARMS,LMB,1.318432538,8.633026471,0.250521905,-0.372886203,1.554229016,0.098616192,0.013681808,0.287582827,-1
316,MODEL1,PARMS,LMB,1.457105348,22.43804633,0.077752829,0.115437239,-0.694048434,-0.697270758,3.473117191,-7.000689328,-1
317,MODEL1,PARMS,LMB,1.204404274,9.413281247,0.211605081,-0.579181234,2.881257166,0.058167494,1.629940904,-3.68006772,-1
318,MODEL1,PARMS,LMB,1.331355026,17.13005528,0.08130972,-0.013257676,0.673868008,-0.373213619,0.938574807,-0.219210217,-1
319,MODEL1,PARMS,LMB,1.273859716,-0.667876702,-0.198078658,0.681766923,-2.133868904,0.777210829,-1.600444519,3.580639937,-1
320,MODEL1,PARMS,LMB,1.412703047,0.35900911,0.045549732,0.578927029,-2.311370805,0.621525279,-0.184821688,0.495982476,-1
321,MODEL1,PARMS,LMB,1.322300373,0.100964555,0.282038069,-0.446981073,1.833877612,0.593780779,-1.055274126,3.030906445,-1
322,MODEL1,PARMS,LMB,1.458420032,3.330575925,-0.009275423,0.22102309,-0.712885984,0.483436905,-0.691803436,1.836355737,-1
323,MODEL1,PARMS,LMB,1.249329762,5.598535263,0.349440233,-0.972639551,4.052170656,0.261645832,-0.513153341,1.022508552,-1
324,MODEL1,PARMS,LMB,1.361722487,18.39809441,0.334175143,-0.122607574,-0.258222985,-0.524048843,1.78690571,-2.957437343,-1
325,MODEL1,PARMS,LMB,1.271809602,6.802669109,0.146921301,-0.158424192,0.159489403,0.219733274,1.305100664,-3.584504351,-1
326,MODEL1,PARMS,LMB,1.308725162,9.53338682,0.367285226,-0.819849357,2.601383382,0.023082379,0.097102325,0.077791773,-1
327,MODEL1,PARMS,LMB,1.277068163,-9.803383862,0.60916745,-1.574737072,5.992507667,1.129659098,-2.694939157,6.05404387,-1
328,MODEL1,PARMS,LMB,1.370705274,11.53579705,0.080131231,0.320275282,-1.107391379,-0.044542209,0.530556604,-0.135785996,-1
329,MODEL1,PARMS,LMB,1.539664358,13.35086291,0.363776057,-0.514588996,1.306375225,-0.224796236,1.487810902,-2.610704209,-1
330,MODEL1,PARMS,LMB,1.211715528,-6.6924905,0.11793867,-0.284804424,1.580051098,1.065199688,-2.129219502,4.719157124,-1
331,MODEL1,PARMS,LMB,1.347857333,9.851655863,0.478028028,-1.392252399,6.250587822,-0.029246879,-0.262679958,2.331985584,-1
332,MODEL1,PARMS,LMB,1.307061766,-7.795027817,0.37697566,-0.702758252,3.205630955,1.062824372,-3.695722713,9.361482848,-1
333,MODEL1,PARMS,LMB,1.281587251,18.68931902,0.630971353,-1.314266492,4.240725952,-0.606551004,1.39382361,-1.963541065,-1
334,MODEL1,PARMS,LMB,1.255960268,16.64103095,0.065091262,0.060066104,-1.150525449,-0.330264093,1.24026687,-1.914767158,-1
335,MODEL1,PARMS,LMB,1.235956614,-5.114257834,0.228131587,-0.293738475,0.77462807,0.937459441,-1.959312287,3.95983641,-1
336,MODEL1,PARMS,LMB,1.374139607,-13.11228882,0.32230827,-0.536354908,2.100648864,1.394842736,-3.204505252,7.023477622,-1
337,MODEL1,PARMS,LMB,1.302456496,-1.879000668,0.310715929,-0.483090388,1.928125638,0.707321867,-1.787586517,4.78419538,-1
338,MODEL1,PARMS,LMB,1.355774473,23.35865332,-0.053982802,-0.233180301,1.468322661,-0.693773339,2.972283608,-6.466787948,-1
339,MODEL1,PARMS,LMB,1.244647054,-3.372644321,0.353287104,-0.762860417,2.677695284,0.797829271,-1.415462462,2.818778372,-1
340,MODEL1,PARMS,LMB,1.440731917,6.556584834,0.325283259,-0.554261284,1.771843689,0.202402639,0.099842325,0.127824508,-1
341,MODEL1,PARMS,LMB,1.400629199,23.32269674,0.469004024,-0.092589801,-1.124078454,-0.883878045,3.615199913,-6.340771128,-1
342,MODEL1,PARMS,LMB,1.467440458,6.980779999,0.444753843,-0.404889165,0.415279448,0.128841542,0.992789327,-2.914924987,-1
343,MODEL1,PARMS,LMB,1.26315194,-14.89543043,0.497256255,-0.964798445,3.501763848,1.467571189,-4.214065849,8.970354851,-1
344,MODEL1,PARMS,LMB,1.355741394,8.956597335,0.282423653,-0.671199086,2.519722532,0.082550104,-0.115063249,1.189008891,-1
345,MODEL1,PARMS,LMB,1.331429834,-19.3367385,0.278782463,-0.444162238,1.144988956,1.79576939,-5.124491082,10.65627913,-1
346,MODEL1,PARMS,LMB,1.294819334,16.38016968,0.511483362,-1.004124773,3.781968531,-0.444654181,1.559817136,-2.363701001,-1
347,MODEL1,PARMS,LMB,1.26002215,21.11940577,0.345094394,-0.494245381,2.060716735,-0.697297147,2.785802521,-5.27307892,-1
348,MODEL1,PARMS,LMB,1.371825895,15.32647758,0.404665401,-0.675543545,2.000846625,-0.369522137,1.546650018,-2.02715137,-1
349,MODEL1,PARMS,LMB,1.410207176,28.14922617,0.617485853,-1.180320247,3.744087774,-1.184709145,2.27320893,-2.463468666,-1
350,MODEL1,PARMS,LMB,1.330869184,-2.069062935,0.310586445,-0.502968329,1.729338857,0.730761455,-1.233072384,2.45469046,-1
351,MODEL1,PARMS,LMB,1.333787447,-1.992005449,0.058041105,-0.501859122,3.14691395,0.812700821,-1.208755206,2.060235667,-1
352,MODEL1,PARMS,LMB,1.246979412,1.742178223,0.578064595,-1.336691073,4.360990083,0.422159531,-0.415304112,0.670249081,-1
353,MODEL1,PARMS,LMB,1.245155184,-5.830467269,0.400731066,-0.655570651,2.601530418,0.933649136,-2.695002673,5.635853106,-1
354,MODEL1,PARMS,LMB,1.438768336,15.21497761,0.161668406,-0.77705463,3.024143507,-0.252646896,0.9767726,-1.494821328,-1
355,MODEL1,PARMS,LMB,1.270228795,12.92293194,0.411237666,-0.449474998,0.742376498,-0.20878097,1.109777427,-1.96768876,-1
356,MODEL1,PARMS,LMB,1.26269322,14.95041539,-0.050431623,0.546287772,-2.232799288,-0.219578682,2.365512567,-5.484110185,-1
357,MODEL1,PARMS,LMB,1.286735514,19.37976771,0.206757152,-0.017417998,-0.253548895,-0.547315167,1.733122532,-2.104078929,-1
358,MODEL1,PARMS,LMB,1.334830447,1.825518611,0.297759854,-0.341847694,1.63126978,0.478620111,-1.544434333,4.904736453,-1
359,MODEL1,PARMS,LMB,1.43139087,0.121185145,0.555076444,-0.76360506,2.313964626,0.514236538,-0.834773625,2.090003529,-1
360,MODEL1,PARMS,LMB,1.394115653,2.745586714,0.242241623,-0.020610664,-0.148565543,0.453553768,-0.982047565,2.601856619,-1
361,MODEL1,PARMS,LMB,1.489186894,17.53575684,0.251225848,0.325270958,-2.55884931,-0.460525665,1.467131085,-1.885989496,-1
362,MODEL1,PARMS,LMB,1.37580053,8.283388591,0.332856143,-0.816830892,3.488502499,0.088896212,0.257622609,0.733456387,-1
363,MODEL1,PARMS,LMB,1.309339705,11.72424842,0.525185474,-0.883292931,3.505597731,-0.180413542,1.453855738,-2.739265408,-1
364,MODEL1,PARMS,LMB,1.514088061,-1.528950916,0.29118601,-0.353145144,0.676451929,0.703105393,-2.237963679,5.568449883,-1
365,MODEL1,PARMS,LMB,1.341794976,25.22018207,-0.155131504,0.132941642,0.583161408,-0.785622375,2.805111514,-5.074323949,-1
366,MODEL1,PARMS,LMB,1.413800101,-1.536591612,0.233668296,-0.435613587,2.498015837,0.707938389,-1.679164248,5.045156724,-1
367,MODEL1,PARMS,LMB,1.309425708,-0.67650603,0.083861838,-0.1652269,0.900108392,0.714329338,-1.60484426,2.706115469,-1
368,MODEL1,PARMS,LMB,1.298201886,8.205249693,0.219174562,-0.653007773,3.46860372,0.13459913,0.08110965,0.977383872,-1
369,MODEL1,PARMS,LMB,1.392981,-1.126940597,0.373145377,-0.989152778,4.161289371,0.673538118,-3.460467054,9.384938741,-1
370,MODEL1,PARMS,LMB,1.232458427,-13.89753174,0.6615777,-1.170844773,4.119864143,1.353561361,-4.541130693,10.3959215,-1
371,MODEL1,PARMS,LMB,1.383283668,-0.092822962,0.661216159,-1.705864311,6.722159295,0.505514786,-0.301259712,0.958048044,-1
372,MODEL1,PARMS,LMB,1.355508477,1.246219233,0.342448372,-0.263019061,0.573029055,0.486430165,0.007909049,0.210382005,-1
373,MODEL1,PARMS,LMB,1.353180893,-0.641594881,0.202012982,-0.186340617,0.321882592,0.673848497,-1.147811377,2.169177686,-1
374,MODEL1,PARMS,LMB,1.359834668,11.44552986,0.378738206,-0.506116283,0.661680589,-0.107389436,0.606933467,-1.112056632,-1
375,MODEL1,PARMS,LMB,1.250812717,13.94300856,0.561076604,-0.62838098,1.537554395,-0.327628977,2.161083888,-4.235276647,-1
376,MODEL1,PARMS,LMB,1.124963112,5.428201348,0.236260903,-0.575386583,2.967817111,0.295983114,-0.595567417,1.99334165,-1
377,MODEL1,PARMS,LMB,1.38147675,5.027161823,0.299981267,-0.625644402,2.883509246,0.328623131,-2.315982701,6.358530881,-1
378,MODEL1,PARMS,LMB,1.382640489,-12.02285327,0.287365282,-0.361160244,1.686195981,1.339668948,-3.785300088,7.687813121,-1
379,MODEL1,PARMS,LMB,1.370613985,9.360423545,0.171269041,-0.136161307,0.166140477,0.084252616,-0.050068011,0.225607763,-1
380,MODEL1,PARMS,LMB,1.284980096,8.309614486,0.156166336,0.254170644,-0.861175487,0.124891929,0.036498177,0.857921056,-1
381,MODEL1,PARMS,LMB,1.247048063,22.98666653,-0.042561469,0.021125233,0.595651868,-0.6818735,2.470194175,-4.243885554,-1
382,MODEL1,PARMS,LMB,1.195027457,-4.888942116,0.734589572,-1.301971106,4.801637323,0.757861623,-0.817492518,1.553945082,-1
383,MODEL1,PARMS,LMB,1.412479441,13.86851247,0.640688842,-1.769270679,6.675332493,-0.314592802,2.003483123,-4.150199205,-1
384,MODEL1,PARMS,LMB,1.304677173,0.102758851,0.519765388,-0.948580326,3.179284627,0.543072011,-1.500136585,2.681057912,-1
385,MODEL1,PARMS,LMB,1.322369274,-1.275020933,0.100260757,0.001202321,0.053193191,0.741468803,-2.339903708,6.251764336,-1
386,MODEL1,PARMS,LMB,1.337520727,-9.903150627,0.342179121,-0.272496897,1.155026327,1.173197135,-2.934105583,6.468722942,-1
387,MODEL1,PARMS,LMB,1.223778915,11.08570463,0.404336206,-0.390279334,1.268819596,-0.121049011,0.900706667,-1.664657496,-1
388,MODEL1,PARMS,LMB,1.46549813,-12.7473266,0.125890731,-0.752201849,3.161214801,1.464439095,-6.16044638,14.57406991,-1
389,MODEL1,PARMS,LMB,1.268573128,0.285591391,0.374223277,-0.440128841,1.358708083,0.552256819,-1.457514842,4.430823569,-1
390,MODEL1,PARMS,LMB,1.380620332,11.4330642,0.364782767,-0.122412566,-0.282918967,-0.119729208,0.609489248,-0.87593051,-1
391,MODEL1,PARMS,LMB,1.312384804,6.834686779,0.330888841,-0.801933022,3.611211908,0.184200341,-0.444708012,2.109824177,-1
392,MODEL1,PARMS,LMB,1.351869919,-10.34465027,0.305431444,-0.544675653,1.438213562,1.230601262,-3.796384758,9.361358589,-1
393,MODEL1,PARMS,LMB,1.284380426,6.215993587,0.571960652,-1.687325723,7.256844007,0.155570651,0.201081208,0.388809353,-1
394,MODEL1,PARMS,LMB,1.405451325,12.56145236,0.285843403,-0.764113519,3.217217317,-0.132230364,0.497597952,-0.195775854,-1
395,MODEL1,PARMS,LMB,1.45664081,2.13904843,0.414078826,-0.747418933,2.30569161,0.45754964,-1.890551202,4.601505268,-1
396,MODEL1,PARMS,LMB,1.240255803,14.850794,0.082651827,0.263444427,-0.750529043,-0.248761385,1.011490495,-0.771204005,-1
397,MODEL1,PARMS,LMB,1.316604994,-6.002046816,0.329179324,-0.03799738,-0.666693245,0.942345123,-1.410921898,1.663415585,-1
398,MODEL1,PARMS,LMB,1.19643399,0.45957739,0.483540833,-0.995088388,3.158280296,0.538231216,-2.12947666,5.635452994,-1
399,MODEL1,PARMS,LMB,1.259593642,7.817335184,0.062029828,-0.013686983,1.0191165,0.192388715,0.00153794,0.564786245,-1
400,MODEL1,PARMS,LMB,1.230590173,-0.404571033,0.384223248,-0.832242244,3.793394059,0.59786576,-1.640516573,4.411730241,-1
401,MODEL1,PARMS,LMB,1.26405246,3.319252308,0.338213567,-0.406745691,1.792427689,0.393166299,-0.690680202,2.239630546,-1
402,MODEL1,PARMS,LMB,1.338897662,19.54051573,0.166804885,0.195426998,-1.174267699,-0.531855494,0.982412655,-0.617260782,-1
403,MODEL1,PARMS,LMB,1.23736295,-6.713000642,0.339424785,0.066697329,-0.999140735,0.979309326,-2.933196198,6.606136075,-1
404,MODEL1,PARMS,LMB,1.335616474,6.978366254,0.038957961,0.083611033,0.13137518,0.251700372,-0.47587415,1.222802809,-1
405,MODEL1,PARMS,LMB,1.295609325,-11.03288812,0.032809686,-0.101812909,1.20573323,1.365824299,-5.089218557,11.78783519,-1
406,MODEL1,PARMS,LMB,1.361435261,-0.705521269,0.198744403,-0.05830805,-0.010149445,0.690366406,-3.079818915,8.33006742,-1
407,MODEL1,PARMS,LMB,1.25861531,7.468257592,0.488485319,-0.386117314,0.695610069,0.056843264,0.997045009,-0.981473504,-1
408,MODEL1,PARMS,LMB,1.19646696,3.937891585,0.340585211,-0.768519458,3.236511511,0.372901184,-1.233722387,3.367807705,-1
409,MODEL1,PARMS,LMB,1.236998049,-2.645598631,0.153218416,-0.489759451,2.589852766,0.824904488,-3.336440639,8.402059383,-1
410,MODEL1,PARMS,LMB,1.495085453,-10.51752377,0.389476656,0.121335991,-1.303300872,1.186584435,-1.312577715,1.821034581,-1
411,MODEL1,PARMS,LMB,1.52329971,13.55095462,0.482968483,-0.841486342,2.344286373,-0.272523251,1.530893076,-3.159884385,-1
412,MODEL1,PARMS,LMB,1.323676724,14.72493263,0.523792315,-0.783978264,2.994354668,-0.364683126,1.356185016,-2.005124022,-1
413,MODEL1,PARMS,LMB,1.339006335,17.72697835,0.324137101,-0.599217684,2.408328957,-0.470091552,1.156984138,-1.528092103,-1
414,MODEL1,PARMS,LMB,1.401039319,-0.406620551,0.388818899,-0.597572963,1.908477806,0.600970913,-1.350547076,3.391593346,-1
415,MODEL1,PARMS,LMB,1.307084526,8.027672055,0.387677583,-0.893666532,3.476140066,0.110040499,-0.871157223,3.388889092,-1
416,MODEL1,PARMS,LMB,1.210880212,19.08835958,0.069397533,-0.189968564,1.240743567,-0.463643953,0.963686242,-1.387271136,-1
417,MODEL1,PARMS,LMB,1.215668321,32.98441364,-0.363812284,1.683599624,-6.98253283,-1.224972618,3.701288642,-6.411520246,-1
418,MODEL1,PARMS,LMB,1.263847915,4.943085777,0.410008424,-1.390406339,5.449351736,0.30730527,-1.855549759,5.518205702,-1
419,MODEL1,PARMS,LMB,1.171905212,14.24983746,0.141605334,0.125735733,-0.546014608,-0.233706673,2.11323838,-4.66296583,-1
420,MODEL1,PARMS,LMB,1.231226686,-13.92406547,0.090809593,-0.139143056,1.167019111,1.502038266,-3.431472332,7.059919597,-1
421,MODEL1,PARMS,LMB,1.34217252,7.594927955,0.463810422,-0.567287314,1.923845258,0.087355424,-0.132160959,1.742316887,-1
422,MODEL1,PARMS,LMB,1.37524239,3.32962354,0.192835782,0.008953083,-0.222159835,0.409719417,-0.183549001,0.804127386,-1
423,MODEL1,PARMS,LMB,1.35882636,4.996336963,0.688911,-1.349605163,5.421803963,0.187435632,-0.905677327,3.692650823,-1
424,MODEL1,PARMS,LMB,1.240158122,24.09815651,0.357190801,-0.694747669,2.466092858,-0.866146308,2.531120157,-4.381838872,-1
425,MODEL1,PARMS,LMB,1.438404299,0.728039598,0.11157709,0.141775334,-1.269920066,0.602528142,-1.261836332,3.771504959,-1
426,MODEL1,PARMS,LMB,1.232297741,24.45790572,0.386586984,-1.00172759,3.738980379,-0.891397009,2.563788417,-3.470731181,-1
427,MODEL1,PARMS,LMB,1.261160887,14.4013029,0.273568426,-0.413030687,2.206892416,-0.272823153,1.830062652,-3.431558499,-1
428,MODEL1,PARMS,LMB,1.485152343,14.76557443,0.213514988,-0.56818784,2.397037691,-0.243612669,0.607766645,-0.718797128,-1
429,MODEL1,PARMS,LMB,1.337438702,7.405729683,0.197304046,-0.631910147,2.859358694,0.20067382,-0.410091301,1.803112433,-1
430,MODEL1,PARMS,LMB,1.322209929,-1.475997939,0.296891235,-0.682535135,2.86079324,0.714244236,-2.230538302,5.465747945,-1
431,MODEL1,PARMS,LMB,1.25554732,2.667725758,0.326664158,-0.123846013,-0.043669766,0.435343524,-2.220005893,6.531463945,-1
432,MODEL1,PARMS,LMB,1.170503345,-2.001536874,0.271908128,-0.313190495,0.891230708,0.737784015,-2.342697369,5.690843953,-1
433,MODEL1,PARMS,LMB,1.415070514,-3.000827904,0.263584726,-1.242976784,6.33135461,0.820997793,-2.167550491,5.001102403,-1
434,MODEL1,PARMS,LMB,1.325331182,-7.932914911,0.110761652,-0.062778905,0.987503476,1.139771795,-4.909847856,12.72658216,-1
435,MODEL1,PARMS,LMB,1.352186902,-2.034555773,0.278916197,-0.711642623,3.298840312,0.741571034,-2.080795683,4.85166379,-1
436,MODEL1,PARMS,LMB,1.209097355,2.246141902,0.358778095,-0.753295478,3.167034114,0.455773997,-1.07615148,2.599400832,-1
437,MODEL1,PARMS,LMB,1.169684856,4.611942938,0.118090608,-0.122665273,0.382019445,0.388652983,-1.723103016,4.375373292,-1
438,MODEL1,PARMS,LMB,1.314110233,-0.083857741,-0.093089529,0.299977625,-0.727921804,0.73548776,-2.323792288,5.625608544,-1
439,MODEL1,PARMS,LMB,1.316625174,10.80220014,0.203838647,-0.141668839,-0.233568446,-0.019297424,0.579085831,-0.09562363,-1
440,MODEL1,PARMS,LMB,1.302688004,-3.873973387,0.280069959,-0.553215046,2.823577046,0.84146774,-1.852581552,4.634233662,-1
441,MODEL1,PARMS,LMB,1.14759895,-15.90829141,0.366651627,-0.332411639,0.24112008,1.538057375,-4.662042605,10.81849311,-1
442,MODEL1,PARMS,LMB,1.160683919,3.945976803,0.682144297,-1.587638178,5.911985188,0.277159364,-0.969302534,2.494054156,-1
443,MODEL1,PARMS,LMB,1.239101426,5.185683082,0.233132004,0.010675728,0.089358967,0.296093447,-0.590943068,1.422539103,-1
444,MODEL1,PARMS,LMB,1.290456081,-2.686387511,0.232793846,-0.858109491,4.288984686,0.790204671,-1.609184969,3.56533033,-1
445,MODEL1,PARMS,LMB,1.343358176,7.560507559,0.158213196,-0.892800291,3.911329996,0.206636821,-0.400830777,2.19939028,-1
446,MODEL1,PARMS,LMB,1.413691883,36.11938528,-0.046860996,-0.124003551,1.219929193,-1.476170436,4.669459223,-8.922966278,-1
447,MODEL1,PARMS,LMB,1.542279075,-10.59318122,0.165837616,-0.23590704,0.790591218,1.279780249,-2.978911803,6.521057902,-1
448,MODEL1,PARMS,LMB,1.29998546,-6.984178616,0.008716286,0.181902074,-0.583195044,1.112588867,-2.698936163,6.699082366,-1
449,MODEL1,PARMS,LMB,1.365792989,-6.234450142,-0.091017921,1.601351476,-7.837336767,1.052601589,-2.091719368,4.306425211,-1
450,MODEL1,PARMS,LMB,1.341214151,1.368405725,0.263969894,-0.253776888,0.733184594,0.535712872,-2.565860254,7.220853775,-1
451,MODEL1,PARMS,LMB,1.409391878,21.54905765,0.250295285,-0.256355209,1.022516835,-0.686355686,0.057075947,3.256439364,-1
452,MODEL1,PARMS,LMB,1.362573447,11.71075318,0.246362725,-0.175919072,0.179871535,-0.097461832,0.544046228,-0.080827137,-1
453,MODEL1,PARMS,LMB,1.271922749,26.9438504,0.371281147,-0.569632281,2.063785367,-1.047681433,2.786939918,-4.070238565,-1
454,MODEL1,PARMS,LMB,1.2910961,21.83702131,0.217095315,-0.053780873,0.122152359,-0.700841128,1.993144601,-3.047720516,-1
455,MODEL1,PARMS,LMB,1.381767286,4.269415889,0.731485096,-1.317896877,4.315059212,0.21824069,-1.342982306,4.074618125,-1
456,MODEL1,PARMS,LMB,1.177057913,13.57439324,0.394245311,-0.682707187,2.568250482,-0.239077604,-0.03221187,1.625345305,-1
457,MODEL1,PARMS,LMB,1.254021171,5.206367158,0.370245192,-0.587754975,1.993743657,0.275153244,-1.008129697,3.380148219,-1
458,MODEL1,PARMS,LMB,1.247357068,8.30303956,0.25473746,-0.184388673,0.566300105,0.105220002,-0.065160229,1.111382686,-1
459,MODEL1,PARMS,LMB,1.284464653,-1.38444117,0.196151758,-0.323861928,1.847103952,0.710076197,-0.552674136,0.799715647,-1
460,MODEL1,PARMS,LMB,1.382983874,-2.789897961,0.277307673,-0.025070303,-0.110610753,0.764416344,-1.888491329,5.530577468,-1
461,MODEL1,PARMS,LMB,1.474773539,14.41671518,0.502708811,-1.272532708,4.98534139,-0.312516893,-0.45347676,3.075017931,-1
462,MODEL1,PARMS,LMB,1.292111791,-4.249717871,0.437935143,-0.920640934,4.004433192,0.798873684,-0.557387276,0.845210842,-1
463,MODEL1,PARMS,LMB,1.247730093,17.30838823,0.397734476,-0.574494896,1.86476998,-0.488000011,1.700346233,-1.801575422,-1
464,MODEL1,PARMS,LMB,1.301016529,-1.051820982,0.440600886,-0.814124765,2.874709802,0.612619429,-0.572454094,1.336906084,-1
465,MODEL1,PARMS,LMB,1.32934222,1.612713852,0.421607313,-0.268572321,0.107201947,0.447321443,-0.985034165,2.643874983,-1
466,MODEL1,PARMS,LMB,1.350924171,25.34245811,-0.015565556,0.126002964,-0.579042121,-0.828864143,2.111573762,-2.574247729,-1
467,MODEL1,PARMS,LMB,1.498186267,12.73169396,0.478040498,-0.450521726,0.58588963,-0.23027232,1.109517971,-1.359952561,-1
468,MODEL1,PARMS,LMB,1.358220068,21.25696054,0.392028975,-0.288112065,-0.382284977,-0.719264197,2.899916528,-5.323137657,-1
469,MODEL1,PARMS,LMB,1.289481582,16.97062251,0.392705988,-0.768006909,3.43563276,-0.448329755,0.291761978,1.413027368,-1
470,MODEL1,PARMS,LMB,1.356927044,14.21143439,0.319124371,-0.351492467,1.242324437,-0.263730558,0.514358067,0.590835207,-1
471,MODEL1,PARMS,LMB,1.317881297,5.623885566,0.3796105,-0.442461457,1.90510796,0.199057028,1.931888458,-4.01850324,-1
472,MODEL1,PARMS,LMB,1.423261434,-13.11072596,0.531596037,-0.98364634,3.409294482,1.333949962,-3.920162179,9.35782205,-1
473,MODEL1,PARMS,LMB,1.414762762,-6.092353188,0.305676224,-0.621191671,2.652794713,0.951761356,-0.473780534,0.966277989,-1
474,MODEL1,PARMS,LMB,1.288240789,14.44523912,0.439683297,-0.176329051,-0.364589908,-0.331239558,0.949471358,-1.722473865,-1
475,MODEL1,PARMS,LMB,1.348470584,14.14427662,0.238672558,-0.510004743,1.90391691,-0.225665546,0.658384106,-0.135415469,-1
476,MODEL1,PARMS,LMB,1.29286947,-0.524657323,0.500632909,-0.975084593,3.569114568,0.568049399,-1.159247874,2.993562196,-1
477,MODEL1,PARMS,LMB,1.268699734,0.290926385,0.39384648,-0.802863615,3.270604799,0.551242764,-0.165249555,0.19409594,-1
478,MODEL1,PARMS,LMB,1.371226281,7.887318563,0.249447255,-0.271998364,0.940811485,0.137317273,0.511802748,-0.911290822,-1
479,MODEL1,PARMS,LMB,1.149033608,-1.605951157,0.008611112,0.047390279,0.741943753,0.783917014,-1.828478043,3.97371339,-1
480,MODEL1,PARMS,LMB,1.22317644,12.84336854,0.130209921,0.426056031,-2.039355299,-0.161972042,1.730984907,-3.208997818,-1
481,MODEL1,PARMS,LMB,1.457711922,-0.680037122,0.387189043,-0.953429334,3.505991161,0.634883923,-2.093452638,4.904126974,-1
482,MODEL1,PARMS,LMB,1.217730827,-3.243845362,0.258510659,-0.141024748,-0.134225803,0.808596504,-1.549185298,3.018245229,-1
483,MODEL1,PARMS,LMB,1.292524486,-5.050980368,0.460366998,-0.832642157,2.285529152,0.865123082,-1.944906294,3.494513427,-1
484,MODEL1,PARMS,LMB,1.255501426,11.85773001,0.240883243,-0.441398374,1.874362315,-0.076498199,-0.465811056,1.959217791,-1
485,MODEL1,PARMS,LMB,1.288286987,9.163605628,0.304814595,-0.499165839,2.46463188,0.037682484,0.198602005,0.736833955,-1
486,MODEL1,PARMS,LMB,1.237831877,-11.62055972,0.691150518,-1.154972249,3.637034582,1.183624436,-3.014409528,6.980823536,-1
487,MODEL1,PARMS,LMB,1.538258351,-6.908165063,0.058903391,0.013650566,0.149823344,1.103446684,-3.472640857,8.387833987,-1
488,MODEL1,PARMS,LMB,1.31407177,2.902870512,0.021730371,-0.143175593,1.141071177,0.52331505,-1.907118294,4.955087976,-1
489,MODEL1,PARMS,LMB,1.412389816,10.40346528,0.103971668,-0.035699963,0.308963159,0.031435642,-0.234217025,1.467620928,-1
490,MODEL1,PARMS,LMB,1.232339539,0.402026065,0.171749147,-0.356411012,1.456613052,0.615393139,-0.984796355,2.009838233,-1
491,MODEL1,PARMS,LMB,1.339665176,12.12021914,0.379417071,-0.263774983,0.347772694,-0.16254683,0.510765246,0.12621851,-1
492,MODEL1,PARMS,LMB,1.409584817,4.480482839,0.537044574,-1.419352904,5.697907494,0.282587064,-0.659386012,2.138717916,-1
493,MODEL1,PARMS,LMB,1.239155318,1.133822933,0.384535478,-0.962285302,3.838164195,0.526289972,-0.292318304,-0.74431602,-1
494,MODEL1,PARMS,LMB,1.385563583,6.67217461,0.304670337,-0.734669424,2.400793999,0.211184864,0.814573268,-3.044953597,-1
495,MODEL1,PARMS,LMB,1.34327797,7.427306922,0.472702545,-0.995170532,3.366267447,0.107459335,0.46545052,-0.658594213,-1
496,MODEL1,PARMS,LMB,1.417236454,1.001415988,0.319294711,0.159793707,-1.904554471,0.513705193,-0.925329008,2.375805702,-1
497,MODEL1,PARMS,LMB,1.246080196,-7.28144132,0.15777658,0.245118756,-0.985835431,1.05645385,-2.016346997,5.054537421,-1
498,MODEL1,PARMS,LMB,1.383797139,10.35877643,0.200960208,0.089960797,-0.319971898,7.0829E-05,-0.321008251,2.134226901,-1
499,MODEL1,PARMS,LMB,1.17487004,13.08307304,0.29027832,-0.478316913,1.540880391,-0.176540109,0.343992759,-0.063062041,-1
500,MODEL1,PARMS,LMB,1.569896319,-11.17421607,0.104512961,0.090596867,-0.357066985,1.322833954,-2.935140323,5.795389563,-1
501,MODEL1,PARMS,LMB,1.300222092,-9.194372702,0.511506575,-1.072341025,4.17845582,1.096868812,-2.245716736,4.998643387,-1
502,MODEL1,PARMS,LMB,1.379113444,2.58666496,0.340235207,-0.156671168,0.104491126,0.410316103,-1.053594347,3.384677167,-1
503,MODEL1,PARMS,LMB,1.278273919,5.690302282,0.062236102,0.217671238,-0.250335771,0.315727024,-0.016403605,0.62825428,-1
504,MODEL1,PARMS,LMB,1.238292285,-8.670445027,0.259656775,-0.81995641,3.923345143,1.153866776,-2.749046474,5.611462324,-1
505,MODEL1,PARMS,LMB,1.352567681,3.191645366,0.012305914,0.532130114,-1.82426429,0.465710156,-0.425933507,1.335485332,-1
506,MODEL1,PARMS,LMB,1.232417364,5.409247544,0.236412134,-0.639317606,2.735033864,0.311353362,-0.110766962,0.279472608,-1
507,MODEL1,PARMS,LMB,1.349411117,6.972791763,0.193945849,0.642829798,-3.970152251,0.170290756,0.518791518,-0.628764581,-1
508,MODEL1,PARMS,LMB,1.38660138,6.683088425,0.31033712,-0.291452566,0.840355917,0.178205118,1.030315148,-2.087774181,-1
509,MODEL1,PARMS,LMB,1.364350538,22.9740419,0.280108322,-0.113649729,-0.079114673,-0.775339592,1.366326639,-1.044424224,-1
510,MODEL1,PARMS,LMB,1.287208127,7.844382614,-0.04145766,0.111199427,0.98591674,0.236605403,-1.236602136,3.688516169,-1
