SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,BronInt
471,MODEL1,PARMS,BronInt,1.25724547,-5.88728583,0.560380099,-1.131386679,4.352751807,0.766869465,-0.314545034,0.207378327,-1
472,MODEL1,PARMS,BronInt,1.27679359,-6.678260435,0.215065618,-0.107183094,-0.063206799,0.930259336,-2.950112524,7.054000952,-1
473,MODEL1,PARMS,BronInt,1.164916807,3.180571611,0.273589886,-0.601897346,1.864571124,0.305303521,0.792435932,-2.121922748,-1
474,MODEL1,PARMS,BronInt,1.340129923,25.2454885,0.133829037,0.030408533,-0.427415046,-0.991355576,3.753569196,-7.747500608,-1
475,MODEL1,PARMS,BronInt,1.211814997,1.002881588,0.472359172,-1.112120462,4.127151284,0.404980013,-0.877670955,2.131562988,-1
476,MODEL1,PARMS,BronInt,1.248772496,-4.916586385,0.273431797,-0.542248728,1.673750937,0.792149536,-0.591550296,0.377763382,-1
477,MODEL1,PARMS,BronInt,1.297179561,5.919292697,0.308894742,-0.647079358,1.838486061,0.130230715,1.288858011,-2.953968512,-1
478,MODEL1,PARMS,BronInt,1.296304815,2.360153677,0.050148585,0.065941696,-0.454604681,0.406719341,1.162655484,-3.27101763,-1
479,MODEL1,PARMS,BronInt,1.230855944,1.717165158,0.193813484,-0.248498305,0.532419637,0.419059355,-0.235083804,0.059036466,-1
480,MODEL1,PARMS,BronInt,1.174432343,7.399515526,0.001770358,0.178112618,-0.556311199,0.133608076,0.035964441,0.140530408,-1
481,MODEL1,PARMS,BronInt,1.375665011,-4.887001328,0.088134087,-0.147524154,0.683774515,0.846877819,-1.251960324,2.229228751,-1
482,MODEL1,PARMS,BronInt,1.237759722,-10.27241141,0.272375568,-0.615785916,1.974767405,1.130670212,-1.939983489,2.907364971,-1
483,MODEL1,PARMS,BronInt,1.368120462,-4.105609932,0.484913874,-0.702712431,1.801086748,0.682536478,-0.35123906,-0.671714745,-1
484,MODEL1,PARMS,BronInt,1.295156458,9.424336311,0.269276882,-0.32299713,0.63011132,-0.050100647,-0.305574152,1.073991378,-1
485,MODEL1,PARMS,BronInt,1.291638296,-18.54797905,-0.174622413,0.572983331,-1.885912017,1.752142583,-4.879343191,10.20748847,-1
486,MODEL1,PARMS,BronInt,1.192670371,-14.37302429,0.456197315,-0.918840011,2.660005446,1.317440851,-2.155670528,3.743143623,-1
487,MODEL1,PARMS,BronInt,1.321583412,-19.94766117,-0.004967275,0.267884331,-0.704591591,1.781906451,-4.017487737,7.953017504,-1
488,MODEL1,PARMS,BronInt,1.358208722,11.2949005,0.099544575,-0.404937972,1.216905215,-0.11014007,0.094839174,0.525273127,-1
489,MODEL1,PARMS,BronInt,1.287273883,-9.207245315,0.289857265,-0.844481255,3.151090687,1.079777761,-2.834474391,6.029283636,-1
490,MODEL1,PARMS,BronInt,1.196463061,18.45243589,0.227772678,-0.824344246,3.398300258,-0.585305628,2.459051166,-5.36284264,-1
491,MODEL1,PARMS,BronInt,1.319686537,-7.262742522,-0.048985081,0.190082207,-1.087559715,1.045337712,-2.265628381,4.525917914,-1
492,MODEL1,PARMS,BronInt,1.234190003,-1.348192352,0.30674079,-0.390001118,1.03909254,0.568898279,-0.797531361,1.713622741,-1
493,MODEL1,PARMS,BronInt,1.215257765,10.82013405,0.048905829,-0.339069788,1.106170609,-0.051047015,0.793685311,-2.794735015,-1
494,MODEL1,PARMS,BronInt,1.300406633,14.91961071,0.298732334,-0.913462949,2.430697043,-0.366727864,1.957792308,-5.434207697,-1
495,MODEL1,PARMS,BronInt,1.285163926,2.224662315,0.329153683,-1.26763488,4.712467992,0.384042348,-0.321403834,0.422511718,-1
496,MODEL1,PARMS,BronInt,1.30137027,-12.91406061,0.310068085,0.202168329,-1.8050661,1.241465987,-1.858556321,3.308557048,-1
497,MODEL1,PARMS,BronInt,1.205458715,3.390048629,0.318749877,-0.406318576,1.041762559,0.267169493,0.267474993,-0.199915104,-1
498,MODEL1,PARMS,BronInt,1.321535568,2.27991379,0.214872789,-0.300774686,1.244319969,0.370432046,-0.279829982,1.246775876,-1
499,MODEL1,PARMS,BronInt,1.213316218,20.39781013,0.269786769,-0.503303529,1.347897184,-0.716410575,2.059882687,-3.653726827,-1
500,MODEL1,PARMS,BronInt,1.324345562,11.81687216,0.138144974,0.136774261,-1.164863496,-0.177582684,1.603325349,-4.133961477,-1
501,MODEL1,PARMS,BronInt,1.301843882,-16.72458097,0.351652181,-0.840763255,3.450390407,1.497823638,-3.151146152,5.94029511,-1
502,MODEL1,PARMS,BronInt,1.310789869,10.65235268,0.146160996,0.110894935,-1.031672478,-0.096087816,-0.866167896,3.418982635,-1
503,MODEL1,PARMS,BronInt,1.175234572,-3.856047367,-0.070513143,0.688299429,-2.773616144,0.829150372,-1.68871308,3.36771257,-1
504,MODEL1,PARMS,BronInt,1.165508943,-27.87804431,0.190870471,-0.573197668,3.045535301,2.221840799,-5.083822188,9.219505981,-1
505,MODEL1,PARMS,BronInt,1.268869706,17.1518216,-0.077659882,0.522422458,-1.802658294,-0.457565384,2.550664174,-5.078209771,-1
506,MODEL1,PARMS,BronInt,1.087747237,-2.318388764,0.020227171,0.098770576,-0.236177109,0.735860942,-1.691672325,2.812352832,-1
507,MODEL1,PARMS,BronInt,1.124128635,-1.994776117,-0.215961588,1.04968916,-4.177722494,0.753524527,-1.185733527,2.160633211,-1
508,MODEL1,PARMS,BronInt,1.252837315,3.433050032,-0.244122579,0.483440325,-1.482483896,0.444411774,-0.624465996,1.360578816,-1
509,MODEL1,PARMS,BronInt,1.179024188,16.31815918,0.479870062,-0.762835449,1.71890155,-0.541167111,2.969296358,-6.483225648,-1
510,MODEL1,PARMS,BronInt,1.219597586,3.358531622,0.094207878,0.049610717,0.132170212,0.357726849,-0.300690642,0.431409813,-1
511,MODEL1,PARMS,BronInt,1.270731126,-6.983013653,0.352247061,-0.989712969,3.717113862,0.914180284,-2.212325014,4.273453596,-1
512,MODEL1,PARMS,BronInt,1.231206937,-5.282404626,0.210373016,-0.707962949,3.279432957,0.872856803,-2.752289386,5.773047836,-1
513,MODEL1,PARMS,BronInt,1.200470864,-16.03946507,0.366672132,-0.946954176,2.99446471,1.459131598,-3.435867731,6.970644917,-1
514,MODEL1,PARMS,BronInt,1.190812201,1.721468254,0.315306756,-0.940122539,4.421979687,0.39818643,-0.786408983,2.065374998,-1
515,MODEL1,PARMS,BronInt,1.36611466,25.85323048,-0.021149142,0.164059588,-1.445214529,-0.965600763,2.165729636,-3.076893304,-1
516,MODEL1,PARMS,BronInt,1.206124847,7.336788511,0.224980012,-0.403608907,0.631482065,0.088098447,0.222825244,0.130667659,-1
517,MODEL1,PARMS,BronInt,1.291601911,9.870189883,0.272358647,-0.721109673,3.069909962,-0.081958599,0.530199328,-0.964644086,-1
518,MODEL1,PARMS,BronInt,1.167640642,10.03780408,-0.149488475,1.022391761,-4.345742068,0.000247399,0.250077788,0.62958988,-1
519,MODEL1,PARMS,BronInt,1.302386478,-2.200991118,0.055086091,0.493860013,-2.731649832,0.689329962,-2.31922194,5.527896489,-1
520,MODEL1,PARMS,BronInt,1.280425626,-14.52392836,-0.048226348,0.120443272,-0.558656676,1.487178925,-4.094489998,8.638151989,-1
521,MODEL1,PARMS,BronInt,1.256404879,-18.05624771,0.352553004,-0.493481449,1.512774778,1.577318535,-4.282533085,8.710875074,-1
522,MODEL1,PARMS,BronInt,1.257347988,-12.30900977,-0.184609363,-0.262743775,1.912171452,1.433643731,-3.872533471,7.50162175,-1
523,MODEL1,PARMS,BronInt,1.282792724,-0.890642842,0.102286274,-0.00609382,0.435867303,0.608097811,-2.919687502,7.881372979,-1
524,MODEL1,PARMS,BronInt,1.394207853,-15.87798181,0.500111772,-1.516489379,6.29780414,1.397126688,-2.447571926,4.010066421,-1
525,MODEL1,PARMS,BronInt,1.320730138,14.56812863,0.024474697,-0.058698833,0.067835377,-0.292550399,0.674001744,0.293508126,-1
526,MODEL1,PARMS,BronInt,1.215687687,-4.486442307,0.108321112,-0.245690893,0.8658677,0.834813444,-1.94655208,3.990674845,-1
527,MODEL1,PARMS,BronInt,1.211524525,7.908523093,0.377769018,-1.299319787,5.28304622,0.008290809,1.698610997,-4.032701838,-1
528,MODEL1,PARMS,BronInt,1.148887499,3.128773751,0.395025053,-1.069106661,4.628599011,0.293350528,-0.088793656,0.407190941,-1
529,MODEL1,PARMS,BronInt,1.151069906,10.98437486,0.497585007,-0.781539354,1.10988338,-0.225806578,1.729605409,-3.327215878,-1
530,MODEL1,PARMS,BronInt,1.183225576,-16.89221656,0.416894111,-0.942250547,3.613761151,1.500308128,-4.779142394,10.57216626,-1
531,MODEL1,PARMS,BronInt,1.208020795,1.667722952,-0.207173309,0.345361537,-1.015624179,0.558545964,-1.656230164,3.423874813,-1
532,MODEL1,PARMS,BronInt,1.335800852,-5.468836581,-0.086787542,0.23304093,-1.507311616,0.946935364,-2.439514051,5.08824286,-1
533,MODEL1,PARMS,BronInt,1.197674393,2.527862079,0.377447193,-0.90801158,3.319834664,0.329134412,-0.147400843,-0.130779895,-1
534,MODEL1,PARMS,BronInt,1.301129737,0.726339389,0.14564151,0.050537335,-0.976690641,0.484839354,0.204690091,-0.770677932,-1
535,MODEL1,PARMS,BronInt,1.221203321,2.45787668,0.126423946,-0.580892978,2.344675289,0.420992028,-0.850723922,1.574428545,-1
536,MODEL1,PARMS,BronInt,1.289725304,-5.703216731,-0.098448128,0.544406416,-3.006242811,0.965411661,-2.642176811,5.737548342,-1
537,MODEL1,PARMS,BronInt,1.243968094,5.645426849,0.124816952,-0.252479697,1.019555604,0.20523371,0.053778567,0.494478252,-1
538,MODEL1,PARMS,BronInt,1.206251951,13.41645067,0.117027077,0.009522855,-0.372180458,-0.265440009,0.704012398,-0.528304069,-1
539,MODEL1,PARMS,BronInt,1.258842903,4.303307626,0.220288211,-0.451594349,1.586358119,0.255018535,0.423514176,-1.328823218,-1
540,MODEL1,PARMS,BronInt,1.249224329,16.59795721,0.402025144,-0.465947537,0.653158756,-0.542967091,2.213475111,-3.971661737,-1
541,MODEL1,PARMS,BronInt,1.314904193,-0.165441188,0.258113558,-0.358180629,1.295354539,0.524866348,-1.634784686,3.475748905,-1
542,MODEL1,PARMS,BronInt,1.261596228,2.603466863,0.325736169,-0.974588095,3.590025944,0.341666112,0.642366713,-2.632522819,-1
543,MODEL1,PARMS,BronInt,1.166364299,-13.48821128,0.498427613,-0.912751073,2.758112646,1.263522831,-3.061061116,5.967861399,-1
544,MODEL1,PARMS,BronInt,1.181542004,14.93650432,-0.177398778,0.230629887,-0.420590833,-0.248716172,0.791598664,-1.175215777,-1
545,MODEL1,PARMS,BronInt,1.192778317,9.27411575,-0.33218598,1.216640659,-4.277010438,0.091525418,0.445824159,-0.513547481,-1
546,MODEL1,PARMS,BronInt,1.19386074,12.00654841,0.298463142,-0.315373956,0.039821087,-0.238371399,2.418735903,-5.364792048,-1
547,MODEL1,PARMS,BronInt,1.433882446,-19.84812405,0.369711807,-0.171790957,-0.306042257,1.665742385,-4.069174644,8.417466715,-1
548,MODEL1,PARMS,BronInt,1.255289095,-1.229377947,0.162716364,-0.555466587,1.333446942,0.633039062,-1.575751452,3.781466281,-1
549,MODEL1,PARMS,BronInt,1.230282543,-31.75844276,0.509825627,-1.579102325,6.700027106,2.389609244,-7.04300706,14.39336079,-1
550,MODEL1,PARMS,BronInt,1.28182608,5.682861856,0.167579522,-0.461052239,1.671534911,0.215600588,-0.686386488,1.753134091,-1
551,MODEL1,PARMS,BronInt,1.306919335,-1.235304548,0.300647758,-0.350453195,0.907858034,0.551565296,-0.212252585,0.059684424,-1
552,MODEL1,PARMS,BronInt,1.245778769,-6.710924929,0.233089067,-0.319168268,0.607336948,0.913804637,-1.669942095,3.02030785,-1
553,MODEL1,PARMS,BronInt,1.195287216,0.043255533,0.111691979,0.375192117,-2.245957086,0.531500166,-0.57159113,0.641010761,-1
554,MODEL1,PARMS,BronInt,1.184384597,3.052197061,0.08365032,-0.139593694,0.227133287,0.39486872,-1.344148459,3.911917168,-1
555,MODEL1,PARMS,BronInt,1.125314698,22.00907343,0.239493151,-0.535560523,1.088731099,-0.802971946,2.644441834,-4.743348961,-1
556,MODEL1,PARMS,BronInt,1.148812487,13.47149032,-0.060222871,0.273359028,-0.907122577,-0.204081512,0.106031742,0.825905661,-1
557,MODEL1,PARMS,BronInt,1.281075782,-8.0379116,-0.026481126,0.606941571,-3.162616075,1.064450666,-2.146673199,4.15311587,-1
558,MODEL1,PARMS,BronInt,1.272841187,11.03870986,0.264970268,-0.385426288,0.826824835,-0.16427686,1.130989441,-2.064651676,-1
559,MODEL1,PARMS,BronInt,1.383594649,0.333836337,0.16373882,-0.339250284,0.878682402,0.524928642,-0.734185509,0.606276802,-1
560,MODEL1,PARMS,BronInt,1.291931343,7.705687211,0.168747021,-0.02083643,-0.765634464,0.069509169,0.718906988,-1.73959975,-1
561,MODEL1,PARMS,BronInt,1.328250162,11.68577647,0.056135153,-0.301239423,-0.14884615,-0.108870692,1.008531126,-3.325651282,-1
562,MODEL1,PARMS,BronInt,1.46784129,4.381863474,0.306059183,-0.759849782,2.147751935,0.233071104,2.058013294,-7.169460866,-1
563,MODEL1,PARMS,BronInt,1.219199115,-2.140931335,0.341228544,-1.32006242,5.767026068,0.646483119,-1.443400483,2.45969673,-1
564,MODEL1,PARMS,BronInt,1.311764682,0.483279409,0.306661198,-0.71181672,2.79224383,0.458663633,0.833479237,-3.322828992,-1
565,MODEL1,PARMS,BronInt,1.194482868,-5.541302563,0.166876978,0.072198822,-1.314255686,0.877129033,-2.62339706,5.59099889,-1
566,MODEL1,PARMS,BronInt,1.212754553,-2.45560835,0.153062539,-0.491452659,2.736224868,0.715916714,-2.328180316,4.872884783,-1
567,MODEL1,PARMS,BronInt,1.201145643,3.986532362,0.122365278,0.03200045,-1.143034137,0.294583824,0.762251718,-1.746130988,-1
568,MODEL1,PARMS,BronInt,1.292993702,5.532113543,0.307504159,-0.181052668,-0.667593543,0.174308122,0.200713785,-0.794153993,-1
569,MODEL1,PARMS,BronInt,1.255099937,9.921085339,0.24076683,-0.874036592,3.727362559,-0.073078844,1.002354075,-1.934904156,-1
570,MODEL1,PARMS,BronInt,1.226138766,-0.319999892,0.140925494,-0.164515731,0.479829138,0.560490654,-0.862178396,1.24480527,-1
571,MODEL1,PARMS,BronInt,1.264565719,1.563378973,0.060881846,-0.175776536,0.585673931,0.486105158,-0.638543134,0.969326021,-1
572,MODEL1,PARMS,BronInt,1.18297793,-15.59598441,0.198521497,-0.341612952,0.725759359,1.484321075,-3.788312285,6.949256729,-1
573,MODEL1,PARMS,BronInt,1.221512401,0.972844833,0.042368581,-0.239772689,1.236870766,0.536102108,-2.092292709,5.025959478,-1
574,MODEL1,PARMS,BronInt,1.243890542,3.402565273,0.318924508,-0.638798222,2.562631932,0.272820142,0.433535667,-1.222045925,-1
575,MODEL1,PARMS,BronInt,1.148089212,-4.448756409,0.004566237,0.355756227,-1.461944475,0.839864994,-1.445249353,2.731473764,-1
576,MODEL1,PARMS,BronInt,1.388941834,2.069159253,0.134683039,0.029316621,-1.069296886,0.413167956,0.24427312,-1.126757382,-1
577,MODEL1,PARMS,BronInt,1.262214539,-0.927624992,-0.327051481,0.941006488,-3.666380564,0.739973505,-3.011458431,7.182524969,-1
578,MODEL1,PARMS,BronInt,1.230245686,9.26798643,0.404559372,-0.895048913,3.323598208,-0.084785411,0.674284602,-1.315873862,-1
579,MODEL1,PARMS,BronInt,1.269050209,3.90624566,0.327025543,-0.510741162,1.452911275,0.250527879,0.417166388,-1.420061329,-1
580,MODEL1,PARMS,BronInt,1.422552201,-5.243021111,0.216776538,-0.851518993,3.293533342,0.849833075,-1.694848548,2.799608717,-1
581,MODEL1,PARMS,BronInt,1.254752906,-19.45509319,0.048062071,-0.06288552,-0.247752387,1.752870912,-4.671217005,9.100718715,-1
582,MODEL1,PARMS,BronInt,1.254601075,-7.54309972,0.216721693,-0.720416456,3.154336873,0.987631357,-2.045306655,3.740238481,-1
583,MODEL1,PARMS,BronInt,1.235932998,16.41579342,0.166953586,-0.208041918,0.497433095,-0.444420874,-0.092889536,1.988922783,-1
584,MODEL1,PARMS,BronInt,1.304700737,-11.98572825,0.250592722,-0.667707774,2.799936648,1.248869661,-3.123666755,6.410763295,-1
585,MODEL1,PARMS,BronInt,1.356837265,7.442466916,0.277840669,-0.32963271,0.726846301,0.05438958,0.152971363,-0.721064874,-1
586,MODEL1,PARMS,BronInt,1.190995433,-5.620593035,0.240468785,-0.337488365,0.995119067,0.859467451,-1.280182434,1.536319615,-1
587,MODEL1,PARMS,BronInt,1.331864684,5.784333972,0.132748108,-0.503418134,2.156708495,0.215189429,0.375654793,-0.989409843,-1
588,MODEL1,PARMS,BronInt,1.189561038,0.949549954,0.430036927,-1.004114859,3.710928179,0.400087087,0.791304738,-2.739805038,-1
589,MODEL1,PARMS,BronInt,1.20567383,-0.45508885,-0.155690751,0.582477925,-2.223583867,0.658440161,-1.741450339,3.344088633,-1
590,MODEL1,PARMS,BronInt,1.216328878,-3.390807485,0.213197672,-0.1703448,-0.636748082,0.753273712,-2.874778934,6.543906786,-1
591,MODEL1,PARMS,BronInt,1.163397862,9.944555625,-0.080746152,0.239094297,-1.540479359,0.040702019,-0.316438427,0.383879704,-1
592,MODEL1,PARMS,BronInt,1.332341145,3.113302409,0.332046517,-1.070820306,3.206747955,0.326351273,0.035759659,-1.28297233,-1
593,MODEL1,PARMS,BronInt,1.287963492,-7.101514914,0.408332376,-0.79587765,2.508790512,0.908434544,-1.694861835,2.594691222,-1
594,MODEL1,PARMS,BronInt,1.257628141,8.230847555,0.024764286,-0.060303424,0.346382379,0.079842397,0.743136269,-2.090131989,-1
595,MODEL1,PARMS,BronInt,1.336335561,-17.26773703,0.245028511,-0.338453656,0.669461058,1.570959944,-4.248593473,8.547971823,-1
596,MODEL1,PARMS,BronInt,1.249484228,7.995264345,-0.091492672,0.800062519,-4.001448835,0.117323515,-0.634620454,2.438468844,-1
597,MODEL1,PARMS,BronInt,1.258336346,1.294929712,0.309524394,-1.074546394,4.132275972,0.446332678,-0.855972053,1.243515405,-1
598,MODEL1,PARMS,BronInt,1.219581583,-4.05920934,0.420878912,-0.142625149,-1.424691364,0.686491149,-0.722909924,1.43108059,-1
599,MODEL1,PARMS,BronInt,1.256285336,-0.245937647,0.182618046,-0.398724791,1.524441332,0.543787831,-0.842241154,2.050679611,-1
600,MODEL1,PARMS,BronInt,1.141087584,-3.610588755,0.24485062,-0.613989637,2.748492537,0.738035393,-1.161961705,2.064935564,-1
601,MODEL1,PARMS,BronInt,1.239075386,10.08292025,0.174112618,-0.611240833,2.524466697,-0.057476052,0.264308044,-0.244108276,-1
602,MODEL1,PARMS,BronInt,1.193447723,-6.878139708,0.441884625,-0.953939959,3.15127906,0.872108555,-1.941961602,4.175366936,-1
603,MODEL1,PARMS,BronInt,1.180247287,16.12088362,0.05927504,0.215442157,-1.186459953,-0.420480351,2.385527264,-4.866344406,-1
604,MODEL1,PARMS,BronInt,1.269595181,-3.94672954,-0.113449903,0.57042916,-2.219440786,0.871450771,-2.696893574,5.485453195,-1
605,MODEL1,PARMS,BronInt,1.230890378,-0.731317209,0.150299224,-0.164564377,-0.120276885,0.568488092,-0.029068099,-0.332541466,-1
606,MODEL1,PARMS,BronInt,1.093970432,-2.557903226,0.238968563,-0.049055715,-0.735487289,0.64699152,-0.444159402,0.42892244,-1
607,MODEL1,PARMS,BronInt,1.230669055,12.39461901,-0.069942651,0.226730725,-1.078482564,-0.139753119,1.039213293,-2.067437378,-1
608,MODEL1,PARMS,BronInt,1.300497687,-3.468427841,0.033762935,0.341018338,-1.767187674,0.776950557,-1.459403947,2.509408242,-1
609,MODEL1,PARMS,BronInt,1.183691254,11.68413005,0.221922091,-0.576028843,1.48972911,-0.155456858,0.438973404,-1.281794027,-1
610,MODEL1,PARMS,BronInt,1.141221775,-7.326637733,0.435102043,-0.826925803,2.17564403,0.929027838,-3.087424613,7.307721746,-1
611,MODEL1,PARMS,BronInt,1.25937657,-21.32177444,-0.01343965,0.03696911,0.21519741,1.89735617,-5.324730298,10.46654348,-1
612,MODEL1,PARMS,BronInt,1.23913989,9.747730733,0.084082315,-0.37620003,1.723660892,-0.026326476,1.761601879,-5.426552802,-1
613,MODEL1,PARMS,BronInt,1.198366042,-1.987429257,0.225109193,0.044799774,-0.896840982,0.628262379,-1.760090983,4.259714512,-1
614,MODEL1,PARMS,BronInt,1.15011701,-8.169369691,0.013827672,0.016400854,0.172187723,1.077065133,-2.715780314,5.48726496,-1
615,MODEL1,PARMS,BronInt,1.240909511,3.406192796,0.226702668,-0.24930952,0.426485312,0.310404289,-0.217112715,0.722490242,-1
616,MODEL1,PARMS,BronInt,1.314257889,-11.63037441,0.291419015,-0.408152981,0.433792399,1.212415416,-2.936274149,5.750792735,-1
617,MODEL1,PARMS,BronInt,1.320909966,2.714170402,0.068989511,0.064228802,-0.339425137,0.397607021,-1.033006,3.011609624,-1
618,MODEL1,PARMS,BronInt,1.107746673,10.23175625,-0.098888931,0.03854931,0.334124614,0.018243713,-0.499450103,1.454772068,-1
619,MODEL1,PARMS,BronInt,1.283453896,13.33350544,-0.025584193,0.270097656,-1.199523554,-0.219416297,1.200959811,-2.138666529,-1
620,MODEL1,PARMS,BronInt,1.320681097,-5.319640826,0.116786292,-0.320658299,0.828980842,0.88736898,-2.132914183,4.343446551,-1
621,MODEL1,PARMS,BronInt,1.253813649,-10.75452034,0.396584873,-0.925120423,3.946160487,1.119109401,-2.009516857,4.371327863,-1
622,MODEL1,PARMS,BronInt,1.174838386,2.059343274,0.252246231,-0.297283332,0.470040107,0.399033316,-1.304138771,3.060362286,-1
623,MODEL1,PARMS,BronInt,1.322237428,-0.796485174,0.251931564,-0.257510032,0.294718132,0.566115249,-1.262444231,2.581495527,-1
624,MODEL1,PARMS,BronInt,1.222439329,-7.10210299,0.006678632,-0.179511601,1.314874801,1.008419738,-2.152573201,4.533298567,-1
625,MODEL1,PARMS,BronInt,1.258340391,-5.382912805,0.057036115,0.059550219,-0.233781883,0.894180023,-2.117115864,4.531089726,-1
626,MODEL1,PARMS,BronInt,1.383517805,-8.261883786,0.145306168,-0.346082674,1.483921589,1.050592749,-2.328754538,4.58215976,-1
627,MODEL1,PARMS,BronInt,1.212876074,12.48704656,-0.057605904,0.669715221,-3.137461858,-0.163184107,0.140064073,1.094591366,-1
628,MODEL1,PARMS,BronInt,1.257918854,4.912382998,0.392494343,-0.667262774,1.633195699,0.176078139,1.115821807,-3.693689719,-1
629,MODEL1,PARMS,BronInt,1.28430087,-2.19705491,0.111170509,-0.101527172,0.354386297,0.679978626,-1.051235866,1.610274713,-1
630,MODEL1,PARMS,BronInt,1.202652125,-5.094718502,0.204118154,-0.169874554,0.005890599,0.803790534,-0.696926948,1.457692446,-1
631,MODEL1,PARMS,BronInt,1.306423316,-5.043164297,0.071507821,-0.158860775,0.107250647,0.872861969,-2.627317502,6.109514358,-1
632,MODEL1,PARMS,BronInt,1.233049904,8.445662588,0.365397213,-0.783093162,1.923240433,0.001205539,0.0879528,-0.278694116,-1
633,MODEL1,PARMS,BronInt,1.184095242,-15.27093107,0.268251107,-0.254081264,0.707859748,1.431107738,-4.376268521,9.161902967,-1
634,MODEL1,PARMS,BronInt,1.289783713,-2.74129828,0.128185661,0.003864928,-0.526088999,0.718804081,-1.567252857,3.095559447,-1
635,MODEL1,PARMS,BronInt,1.222664083,-1.308318615,0.068631861,0.013387455,0.097732108,0.655441407,-1.877294881,3.82172859,-1
636,MODEL1,PARMS,BronInt,1.23655407,-1.709042007,0.097230168,0.214850751,-1.553280082,0.664893157,-2.596758655,5.786268234,-1
637,MODEL1,PARMS,BronInt,1.279139664,-13.95221782,0.266913739,-0.459760227,1.66293946,1.349965359,-3.386171348,6.5739971,-1
638,MODEL1,PARMS,BronInt,1.242381226,9.823000847,0.074582082,-0.12701588,-0.082053501,-0.020572536,0.336193108,-0.171696199,-1
639,MODEL1,PARMS,BronInt,1.248587524,-3.083975764,0.345927963,-0.991407508,3.973567293,0.70278293,-2.864554841,6.830446667,-1
640,MODEL1,PARMS,BronInt,1.245513802,8.336370803,0.073455742,0.038663058,-0.138655467,0.057076141,0.801101152,-2.111940776,-1
641,MODEL1,PARMS,BronInt,1.218754168,-2.270066601,0.372532169,-0.608736211,1.760023898,0.612697175,-1.655682347,3.84914486,-1
642,MODEL1,PARMS,BronInt,1.419507617,-15.82524617,-0.30037366,0.773331341,-2.925338958,1.647271398,-5.771041072,12.43419182,-1
643,MODEL1,PARMS,BronInt,1.311930104,2.3909807,-0.129951077,0.475844165,-2.610404833,0.483132891,-1.217236906,2.497301367,-1
644,MODEL1,PARMS,BronInt,1.133315678,-3.133256238,0.2428373,-0.108465347,-0.923091243,0.708333311,-1.851262729,4.122714435,-1
645,MODEL1,PARMS,BronInt,1.240701963,-6.112238467,-0.018201571,0.310087958,-1.317617246,0.938094157,-0.698051379,0.489365914,-1
646,MODEL1,PARMS,BronInt,1.251264475,10.27956152,0.113155879,-0.188965317,-0.51828377,-0.051576643,1.253076481,-3.729390995,-1
647,MODEL1,PARMS,BronInt,1.263448364,1.632766608,0.240091135,-0.448038035,1.731948873,0.425090102,-0.460715723,0.439143981,-1
648,MODEL1,PARMS,BronInt,1.249727048,9.199228698,0.041534017,0.246299122,-1.672956986,0.007369185,0.355351151,0.325745332,-1
649,MODEL1,PARMS,BronInt,1.139074826,3.937821623,0.03442888,0.287508141,-2.442204356,0.319790914,0.534105033,-1.603704747,-1
650,MODEL1,PARMS,BronInt,1.269666648,-0.954146493,0.190958447,-0.674868255,3.133390336,0.617861081,-2.436622504,5.879016619,-1
651,MODEL1,PARMS,BronInt,1.201045161,-13.16837924,0.032214526,-0.043998106,0.360468852,1.372146254,-3.620613937,7.47793024,-1
652,MODEL1,PARMS,BronInt,1.380952824,1.887198304,-0.001764285,0.499346743,-2.092672314,0.463912396,-1.521920576,3.743920025,-1
653,MODEL1,PARMS,BronInt,1.146261394,5.226339622,0.078952695,0.189903226,-1.271090308,0.238403023,-0.482277129,2.08295783,-1
654,MODEL1,PARMS,BronInt,1.339402031,-10.30201528,0.088331812,-0.057675864,0.205074067,1.1760025,-3.305248864,7.168912995,-1
655,MODEL1,PARMS,BronInt,1.282279689,9.670777834,0.113599249,0.355203016,-2.122415186,-0.044975177,-0.072769955,0.546512326,-1
656,MODEL1,PARMS,BronInt,1.247122236,-14.93656788,0.092511234,-0.157129196,0.702909266,1.453636829,-2.300072405,3.25149146,-1
657,MODEL1,PARMS,BronInt,1.338876516,7.269377623,0.071783598,-0.112346621,0.155828789,0.135298019,0.031368739,-0.337437977,-1
658,MODEL1,PARMS,BronInt,1.18504706,0.718800611,-0.00138437,0.571195095,-3.224433647,0.536352656,-1.801890053,4.396307361,-1
659,MODEL1,PARMS,BronInt,1.385778211,7.244928168,0.131608024,-0.146849758,0.104192395,0.131461298,-0.956817608,3.277739492,-1
660,MODEL1,PARMS,BronInt,1.208608896,7.650589978,0.192995784,-0.56754028,2.776806002,0.068482963,0.443760493,-1.03270915,-1
661,MODEL1,PARMS,BronInt,1.216375276,8.351155126,0.019384191,-0.04095712,0.355701457,0.068248171,1.057860092,-2.476618352,-1
662,MODEL1,PARMS,BronInt,1.451691464,22.50740643,0.223389272,-0.815461784,3.146394165,-0.818919898,3.088245771,-6.664131107,-1
663,MODEL1,PARMS,BronInt,1.310193458,7.450932204,0.127619519,0.079176157,-0.399516757,0.097669083,0.844793893,-2.608173731,-1
