SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,LLB6
45,MODEL1,PARMS,LLB6,1.279091164,7.956248685,0.325087555,-1.427183338,6.018053151,-0.038957743,-0.308487508,1.64937901,-1
46,MODEL1,PARMS,LLB6,1.248616251,-0.830391527,0.250820693,-1.262087422,5.77738096,0.511649634,-1.097312959,2.495581481,-1
47,MODEL1,PARMS,LLB6,1.148156627,1.527526156,0.149876911,-0.512912359,1.729660812,0.412386416,-2.294491895,5.352928588,-1
48,MODEL1,PARMS,LLB6,1.23488204,-9.782481158,0.387166866,-1.292642196,4.466682157,1.031050473,-3.28313097,7.197049644,-1
49,MODEL1,PARMS,LLB6,1.251690024,-3.719163426,0.653846477,-2.083176925,7.611678858,0.586475725,-0.880758453,0.934085121,-1
50,MODEL1,PARMS,LLB6,1.250746623,-5.153714348,0.275015514,-1.127926988,4.792606033,0.790323341,-3.084797521,6.823561339,-1
51,MODEL1,PARMS,LLB6,1.209079079,5.52179912,0.196898889,-1.114496446,5.000491031,0.137590835,0.263567809,-0.095952199,-1
52,MODEL1,PARMS,LLB6,1.180415932,2.344512866,-0.073255426,0.197499679,-0.622014206,0.409028676,-1.729833147,4.318566817,-1
53,MODEL1,PARMS,LLB6,1.265129602,4.564398263,0.13303695,-0.572369646,2.072472804,0.218176532,-0.586631542,1.682731848,-1
54,MODEL1,PARMS,LLB6,1.17571744,7.851770747,0.264831872,-1.033766321,4.20716603,-0.013007961,0.462950441,-0.973889454,-1
55,MODEL1,PARMS,LLB6,1.147034922,2.847812315,-0.006992776,-0.324411092,1.113115863,0.377208894,-1.035697367,2.218684299,-1
56,MODEL1,PARMS,LLB6,1.163701348,-10.22555673,0.162025477,-0.940532358,3.566966959,1.136391536,-4.618982371,10.57524048,-1
57,MODEL1,PARMS,LLB6,1.157192763,3.324159907,0.062020279,-0.360619523,1.34258412,0.308194328,-1.205223296,3.102953874,-1
58,MODEL1,PARMS,LLB6,1.358048769,-7.786250439,-0.013346462,-0.144870517,0.492221519,0.988768028,-1.305407614,2.385004261,-1
59,MODEL1,PARMS,LLB6,1.183918356,-6.330049008,0.305868612,-0.960543811,3.08582206,0.844741499,-2.733186247,5.652271932,-1
60,MODEL1,PARMS,LLB6,1.238992494,1.120930134,0.090501185,0.270542524,-2.075426985,0.43107986,-2.496481882,6.141569456,-1
61,MODEL1,PARMS,LLB6,1.234641677,-0.705430699,0.232524052,-1.104548918,5.478193638,0.497701036,-0.334486025,0.410505013,-1
62,MODEL1,PARMS,LLB6,1.088997893,12.3449725,0.194018424,-0.906978166,3.600563688,-0.270218833,0.551109125,-0.221780333,-1
63,MODEL1,PARMS,LLB6,1.206209278,-0.864464568,0.047386789,-0.452945628,1.77807934,0.567537389,-0.739515979,1.139328855,-1
64,MODEL1,PARMS,LLB6,1.164566913,12.56421295,-0.021134638,-0.201945785,0.583090143,-0.204686406,-0.326811829,1.393741228,-1
65,MODEL1,PARMS,LLB6,1.121518209,5.7043541,0.427131363,-1.166272456,4.270096504,0.090750331,-0.818028154,1.876786228,-1
66,MODEL1,PARMS,LLB6,1.193193276,-1.490230138,0.205722771,-0.865670056,2.968708634,0.577020012,-1.756193126,4.035461444,-1
