SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,sLB10
1,MODEL1,PARMS,sLB10,0.966697089,12.13492777,0.132688458,-0.114798689,0.216092105,-0.54575338,1.062947306,-1.7019569,-1
2,MODEL1,PARMS,sLB10,0.93833798,10.74201638,-0.219628622,0.834497698,-2.931662973,-0.375036938,0.504859913,-0.361172591,-1
3,MODEL1,PARMS,sLB10,0.990047001,13.37329449,-0.274020589,0.429181515,-1.392556131,-0.504472265,2.1244077,-4.844609056,-1
4,MODEL1,PARMS,sLB10,0.945076005,11.23477231,-0.4627081,0.782961244,-2.360712044,-0.300013987,0.125430596,0.302206089,-1
5,MODEL1,PARMS,sLB10,0.99794155,12.44660749,-0.394616692,0.553922431,-1.437400241,-0.397932783,0.958999544,-1.981680953,-1
6,MODEL1,PARMS,sLB10,1.003390886,5.837167155,-0.183614002,-0.43441839,3.543963259,-0.044964491,-0.56712668,1.847683757,-1
7,MODEL1,PARMS,sLB10,0.957176936,4.986006082,0.164850399,-0.618504144,3.098688233,-0.116908737,0.305152586,-0.667962281,-1
8,MODEL1,PARMS,sLB10,1.011059536,10.48805202,-0.312256252,0.892656363,-3.435896627,-0.315906588,0.379665815,-0.138026885,-1
9,MODEL1,PARMS,sLB10,0.879195517,6.074445714,-0.130649628,0.201948361,-0.605585107,-0.097503156,0.260814419,-0.420912139,-1
10,MODEL1,PARMS,sLB10,0.945064817,-4.427676487,0.105802308,-0.303072887,1.759062157,0.463631777,-1.192844437,2.48037093,-1
11,MODEL1,PARMS,sLB10,0.875369716,6.76476713,-0.146560222,0.6596665,-2.815427055,-0.135255685,-0.314238846,0.890348477,-1
12,MODEL1,PARMS,sLB10,0.909923312,16.34690903,-0.360646418,0.956270234,-3.511967396,-0.662505008,1.784266431,-3.279089539,-1
13,MODEL1,PARMS,sLB10,0.926394318,3.232045983,-0.117348527,0.467100903,-1.987306323,0.070493968,-1.650513243,4.586917631,-1
14,MODEL1,PARMS,sLB10,0.970437776,-4.527996489,-0.065641654,0.486826705,-1.918230542,0.503555907,-1.450001452,3.091683614,-1
15,MODEL1,PARMS,sLB10,0.968110701,-9.23675791,-0.228300593,0.697627272,-2.075600575,0.836316725,-2.902621353,6.762966447,-1
16,MODEL1,PARMS,sLB10,0.962193802,18.47256993,-0.049973586,0.161708395,-0.473393059,-0.871896623,1.251357042,-1.419298024,-1
17,MODEL1,PARMS,sLB10,0.898417898,10.01956194,-0.022811405,0.335729449,-1.7857255,-0.387710385,0.710671284,-0.812820269,-1
18,MODEL1,PARMS,sLB10,0.918322988,15.8063264,0.02676932,-0.20160804,0.98399827,-0.720404331,1.610168215,-2.850639858,-1
19,MODEL1,PARMS,sLB10,0.929071638,12.69955555,-0.111938433,0.343641431,-1.385225033,-0.495168834,0.229990803,0.263702122,-1
20,MODEL1,PARMS,sLB10,0.849898712,5.708599199,-0.062381388,0.408350706,-1.715015123,-0.117552535,0.241345867,0.037954957,-1
21,MODEL1,PARMS,sLB10,0.912398703,0.288305748,-0.309900947,0.868522326,-3.170784258,0.301551689,-1.450067189,3.613508635,-1
22,MODEL1,PARMS,sLB10,0.901714838,3.70998522,-0.147372283,0.586909953,-2.209848999,0.029879603,-0.228781595,0.953465163,-1
