SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,RB1
1,MODEL1,PARMS,RB1,0.942732057,6.224657837,0.481478422,-1.693746572,6.545433995,-0.198101451,0.347904153,-0.30750253,-1
2,MODEL1,PARMS,RB1,0.895343126,-13.50640012,0.129090396,-0.564301103,1.9641552,1.06533782,-1.746454304,2.445202979,-1
3,MODEL1,PARMS,RB1,0.83932833,-5.676420408,0.302242164,-1.033993498,3.843389581,0.535040713,0.300034961,-1.859709966,-1
4,MODEL1,PARMS,RB1,0.830926575,0.840451868,0.182569844,-0.975489611,4.122489003,0.18803214,0.271201798,-1.021616316,-1
5,MODEL1,PARMS,RB1,0.878622721,-0.473717685,0.246672915,-0.886061057,2.72423016,0.263117246,-0.240264089,0.098321594,-1
6,MODEL1,PARMS,RB1,0.846259763,0.305735348,0.067671401,-0.651101674,3.022217598,0.256512668,-0.281553137,0.235634434,-1
7,MODEL1,PARMS,RB1,0.965417644,-5.99543028,0.244366181,-0.563057404,2.237238596,0.562411178,0.196851793,-1.71821553,-1
8,MODEL1,PARMS,RB1,0.890058982,-21.09747527,0.201025122,-0.518901533,2.195333469,1.503250507,-4.06197969,7.96757089,-1
9,MODEL1,PARMS,RB1,0.963022561,-3.329868706,0.12589806,-0.792517293,3.579370737,0.451768532,0.048715225,-0.622918252,-1
10,MODEL1,PARMS,RB1,0.871897997,-9.953787461,0.118737432,-0.71517599,3.08499169,0.865330193,-2.414848456,4.951018503,-1
11,MODEL1,PARMS,RB1,0.903826605,-2.607279829,0.133515094,-0.456262413,2.446658942,0.399987913,-1.099556573,2.41627647,-1
12,MODEL1,PARMS,RB1,0.873188072,-9.507823375,0.219153117,-0.71769544,2.420176845,0.806134949,-1.551794584,2.450773418,-1
13,MODEL1,PARMS,RB1,0.906206094,-7.203611249,0.274204292,-1.001033425,4.156490392,0.649400614,-1.893346109,4.21330306,-1
14,MODEL1,PARMS,RB1,0.995431241,-7.142120507,0.15900842,-0.897928935,3.878384045,0.675453765,-1.010310558,1.382933895,-1
15,MODEL1,PARMS,RB1,0.862189125,0.69403584,0.022967639,-0.711356879,3.4761302,0.233422128,1.426453072,-4.479669567,-1
16,MODEL1,PARMS,RB1,0.86735561,-1.618655582,0.145736283,-0.306825529,1.511374929,0.32116108,0.566280893,-1.94373511,-1
17,MODEL1,PARMS,RB1,0.99051231,-4.201755852,0.235923703,-0.772510609,2.712942142,0.480464013,-0.945505746,1.249022123,-1
18,MODEL1,PARMS,RB1,0.884525821,-2.226388117,0.185660714,-0.623913592,2.198702326,0.366957726,-0.372399043,0.461961356,-1
19,MODEL1,PARMS,RB1,0.993143339,1.588914514,0.114923293,-0.708155967,2.783497534,0.161089753,-0.103198222,-0.124431371,-1
20,MODEL1,PARMS,RB1,0.902969601,-8.986695713,0.160643225,-0.504368283,1.770158064,0.77916718,-1.275562154,1.903798375,-1
21,MODEL1,PARMS,RB1,0.82846674,-3.545239809,-0.000303484,-0.383509487,1.864174852,0.50839792,-0.981552711,1.444166425,-1
22,MODEL1,PARMS,RB1,1.014136982,-0.85485157,-0.055433628,-0.3235319,1.983742821,0.35821271,0.204475716,-1.304525554,-1
23,MODEL1,PARMS,RB1,0.890353751,-3.124090074,-0.078075146,0.00717594,-0.137685687,0.510184357,-1.598302549,2.995215521,-1
24,MODEL1,PARMS,RB1,0.928238886,-2.711400586,0.0003115,-0.395484228,1.88714142,0.461914636,-1.302776604,2.460259571,-1
