SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,ers_tot,ers_tot1,ers_tot2,RLL
440,MODEL1,PARMS,RLL,0.875675594,3.217607208,0.001351275,-0.161921077,0.387807233,0.182424475,-0.668612544,1.077436999,0.054419912,0.213250603,-0.266882463,-1
441,MODEL1,PARMS,RLL,0.841571407,6.474193843,0.0304579,0.233321611,-1.446333421,-0.164658001,0.632621216,-1.718965691,0.508530841,-0.812754908,1.60391862,-1
442,MODEL1,PARMS,RLL,0.888402909,-0.093941287,0.092677537,-0.378753003,1.606008519,0.123541705,-0.661766714,0.919388096,1.235389979,-3.843754488,8.443237757,-1
443,MODEL1,PARMS,RLL,0.877862026,-1.869915027,-0.023322936,-0.047775472,0.165075187,0.373403989,-0.617438843,0.847961873,0.723429499,-2.105217512,4.434665151,-1
444,MODEL1,PARMS,RLL,0.837032248,1.998616833,-0.056191885,0.214901157,-1.226071671,0.116617952,0.279674269,-1.578355099,0.781596588,-1.831410724,3.786933198,-1
445,MODEL1,PARMS,RLL,0.859025674,5.500189872,0.063474551,-0.14737605,0.129749958,-0.11824297,1.073167509,-3.606987537,0.592151662,-0.887041826,1.836040406,-1
446,MODEL1,PARMS,RLL,0.869701018,-9.730878966,-0.030348835,-0.059890505,0.259144599,0.920609217,-2.785776878,5.890407786,0.600722911,-1.344291434,2.516110776,-1
447,MODEL1,PARMS,RLL,0.784846112,0.38615755,0.037906757,-0.009417073,-0.250766295,0.25596557,-0.293753473,-0.290896359,0.463860658,-0.707200756,1.290789756,-1
448,MODEL1,PARMS,RLL,0.831390628,-2.417236106,0.028606414,0.004167003,-0.410222528,0.522508284,-0.883062767,1.168157607,0.100922778,0.356047043,-0.657763398,-1
449,MODEL1,PARMS,RLL,0.839347326,5.257175443,0.019827999,0.10580572,-0.784876642,-0.111857272,0.739331141,-1.66575399,0.662208943,-1.217002825,2.304292515,-1
450,MODEL1,PARMS,RLL,0.821277114,6.747955897,0.027829587,-0.090821863,-0.150151133,-0.145221382,-0.578437524,1.311745353,0.50868898,-0.808776702,1.528334339,-1
451,MODEL1,PARMS,RLL,0.789676258,2.281043826,0.003069178,0.008473625,0.00031176,0.083029161,0.328973685,-1.336549029,0.697161944,-1.431325782,2.806448306,-1
452,MODEL1,PARMS,RLL,0.832601755,-0.324714069,0.064369072,-0.062009922,0.520053024,0.244608978,-1.188924616,2.348964485,0.64601285,-0.651734276,1.285001533,-1
453,MODEL1,PARMS,RLL,0.848417786,-2.469377605,0.095958371,-0.330914444,0.880184501,0.365891708,-1.183832712,2.165034928,0.777650992,-1.003285955,1.524456672,-1
454,MODEL1,PARMS,RLL,0.853242585,-0.722396167,-0.018869095,-0.039603813,0.194980379,0.346633229,-0.78055189,0.970203501,0.41505707,-0.506403084,1.209456588,-1
455,MODEL1,PARMS,RLL,0.795029893,7.113320251,0.019840135,0.168689971,-0.600522147,-0.232403082,1.288589312,-2.982481883,0.640888929,-1.595211451,3.480621413,-1
456,MODEL1,PARMS,RLL,0.869951232,-2.009062782,-0.016635222,-0.129948609,-0.040295292,0.334515584,-0.344397854,0.395571751,0.964036366,-2.45088706,4.704898136,-1
457,MODEL1,PARMS,RLL,0.834748449,-2.639274887,0.088440083,-0.213229156,0.64861901,0.379298136,-1.74509225,3.217836325,0.811544178,-2.208295565,5.220300851,-1
458,MODEL1,PARMS,RLL,0.871462356,9.397453094,-0.092139155,0.364892913,-1.816977577,-0.377503869,2.200357875,-5.465410258,0.790337991,-1.880759203,3.533843763,-1
459,MODEL1,PARMS,RLL,0.920673438,9.230674239,-0.005250924,-0.264846416,1.479477879,-0.392750331,1.068166122,-1.920537905,0.79535822,-0.722626996,0.600394719,-1
460,MODEL1,PARMS,RLL,0.838440654,-0.242219557,0.089666013,-0.105802261,-0.271026327,0.269655447,-0.19926059,-0.213120525,0.534665224,-1.299529402,2.595203469,-1
461,MODEL1,PARMS,RLL,0.826434229,1.458469306,0.062722024,-0.19615016,0.57069813,0.155090288,0.828734169,-2.941689216,0.535424791,-1.708070089,3.970053986,-1
462,MODEL1,PARMS,RLL,0.866981924,10.10286458,0.022827138,-0.287268411,1.330517185,-0.392031585,0.965644808,-2.163864385,0.59778957,-1.261412184,2.711217895,-1
463,MODEL1,PARMS,RLL,0.814098459,-3.563452163,-0.01064833,-0.187768079,0.81230762,0.529688056,-1.276761908,1.868263885,0.518403547,-1.040090154,2.137419368,-1
464,MODEL1,PARMS,RLL,0.768312968,-4.535352381,0.039606979,-0.124056505,0.522477615,0.507589594,-0.777878099,0.813822085,0.76088701,-1.714358158,3.509631215,-1
465,MODEL1,PARMS,RLL,0.794385332,0.215889641,-0.003968371,-0.052875798,0.160546265,0.149913962,0.11699069,-0.899231749,1.072970882,-2.663407947,5.072771389,-1
466,MODEL1,PARMS,RLL,0.771800033,-0.044005261,0.050508168,-0.497068325,2.182818367,0.251288842,-0.918947522,1.534753139,0.72474715,-1.615446324,3.200789389,-1
467,MODEL1,PARMS,RLL,0.819057263,2.482066828,0.089142361,-0.181858624,0.730012951,0.06228554,0.187216676,-1.182627829,0.585119713,-0.459777741,0.96865853,-1
468,MODEL1,PARMS,RLL,0.773933991,-2.321558794,-0.013816992,-0.065052207,0.101954438,0.342784123,-1.458212199,2.84188024,1.049733325,-2.56831261,5.086772701,-1
469,MODEL1,PARMS,RLL,0.818999976,-4.794740484,0.117689297,-0.326385582,1.101055904,0.445175546,-1.210777036,2.177605968,1.044544726,-2.189453917,4.311524514,-1
470,MODEL1,PARMS,RLL,0.903152748,5.745746056,0.139210125,-0.173549992,-0.015918621,-0.182484292,1.29801383,-3.562907638,0.70857347,-1.928779983,4.373829547,-1
471,MODEL1,PARMS,RLL,0.797859263,6.689554354,-0.042978135,0.20121893,-1.133425773,-0.278253053,0.76771672,-1.920594986,1.147678473,-2.590551191,4.805916297,-1
472,MODEL1,PARMS,RLL,0.829537063,1.372072202,-0.014779459,-0.088087065,0.614863352,0.185542969,-0.582507167,0.817641286,0.56829213,-0.245657039,-0.080142991,-1
473,MODEL1,PARMS,RLL,0.843431421,0.513873744,-0.088374459,0.508430633,-2.196591532,0.230464501,0.021407667,-0.799827765,0.658850063,-1.381487005,2.800458864,-1
474,MODEL1,PARMS,RLL,0.85300121,0.925638251,0.073474756,-0.053284932,-0.329789487,0.138508863,0.202177936,-1.380677822,0.739313011,-0.942045931,1.433725677,-1
475,MODEL1,PARMS,RLL,0.844251872,-11.03318874,0.076775878,-0.338555896,1.623888988,0.889796701,-1.829647121,2.909916241,0.93190711,-1.938294004,3.687490753,-1
476,MODEL1,PARMS,RLL,0.828084373,6.162790013,0.052277058,-0.426524894,1.889420808,-0.223426224,0.644208628,-2.288877576,0.983561222,-2.388533562,4.878350231,-1
477,MODEL1,PARMS,RLL,0.812991018,-1.347465406,0.023889112,-0.163586488,0.738041107,0.36187834,-0.815936879,1.261810517,0.529730221,-0.615666207,0.952063243,-1
478,MODEL1,PARMS,RLL,0.850987594,-0.027777969,0.140078162,-0.332676085,1.191840938,0.066970561,-0.178605307,-0.168434378,1.335604882,-3.094841214,5.805058863,-1
479,MODEL1,PARMS,RLL,0.816934803,1.570058154,0.045495609,0.013757547,-0.245994993,0.226539694,-0.801271648,1.162413947,0.198455966,0.343062897,-0.487554484,-1
480,MODEL1,PARMS,RLL,0.869340897,-2.643013338,0.154968664,-0.653596867,2.189265052,0.450077141,-1.439250342,2.491055326,0.434438405,-0.966447594,2.19606136,-1
481,MODEL1,PARMS,RLL,0.784899305,-1.820302204,0.001656398,-0.235509752,1.082344908,0.253480501,-0.97645566,1.900230417,1.277284766,-3.001647387,5.626925213,-1
482,MODEL1,PARMS,RLL,0.94452666,-0.550545031,0.067145079,-0.068038239,0.033684006,0.332092538,-0.458733571,0.301452373,0.27457799,0.261229396,-0.689212411,-1
483,MODEL1,PARMS,RLL,0.801992305,2.827503702,0.150803236,-0.506553794,2.249291849,-0.102070424,0.607140072,-1.395683728,1.178835132,-2.501218495,4.597161696,-1
484,MODEL1,PARMS,RLL,0.783420896,-3.811664041,0.188405112,-0.228037086,0.599958981,0.403274268,-0.853851948,0.955429196,0.80083329,-1.574948684,3.219196389,-1
485,MODEL1,PARMS,RLL,0.732883037,4.188853372,0.194512843,-0.287590116,1.039451993,-0.132453661,1.756385935,-4.672522378,0.792837572,-1.973837748,4.076004598,-1
486,MODEL1,PARMS,RLL,0.857909631,3.11840047,0.052034933,-0.346217542,1.785257055,0.04234189,-0.514647084,0.788383621,0.621042224,-0.384881546,0.398454634,-1
487,MODEL1,PARMS,RLL,0.829077101,2.69051081,0.088114947,-0.128840658,0.315212767,-0.005844604,0.477728791,-1.538045005,0.871078682,-2.275837156,4.979898167,-1
488,MODEL1,PARMS,RLL,0.764342091,8.080051426,0.332447344,-0.89800612,3.329950842,-0.357572814,1.037866004,-2.519125742,0.562397946,-0.927980638,1.724632795,-1
489,MODEL1,PARMS,RLL,0.914486118,-0.53519328,0.153771709,-0.325589053,1.343263845,0.272233303,-0.769815582,1.231699733,0.48620638,-0.828056012,2.044119184,-1
490,MODEL1,PARMS,RLL,0.797773123,-1.946715711,-0.042604441,-0.17119039,0.987615401,0.422096231,-1.164265436,2.263269747,0.552797244,-0.945827102,1.579461503,-1
491,MODEL1,PARMS,RLL,0.842787762,1.402325104,0.165354783,-0.450226455,1.702576004,0.040064545,-0.382751992,0.577538628,1.048726591,-2.896649165,6.102308765,-1
492,MODEL1,PARMS,RLL,0.843372332,-1.909770563,-0.049770177,0.296046568,-1.145350422,0.371900745,-0.933944004,1.423855088,0.722884794,-1.280015899,2.485394243,-1
493,MODEL1,PARMS,RLL,0.862505169,14.05903424,0.055523631,-0.460307245,2.09058592,-0.614284662,1.907851295,-4.91504298,0.29740214,0.452963837,-1.25187436,-1
494,MODEL1,PARMS,RLL,0.842685062,2.90644604,-0.018426818,0.334991327,-1.308127629,0.062796142,0.146534507,-0.87148128,0.581110424,-1.026372467,2.284957581,-1
495,MODEL1,PARMS,RLL,0.804580331,3.374188232,0.075041232,-0.356042463,1.566871916,0.002227709,0.543008206,-1.449053495,0.626446706,-0.712423724,1.193845875,-1
496,MODEL1,PARMS,RLL,0.82424823,-0.327012899,0.070772183,-0.351143393,1.179218107,0.207072604,-0.308120604,-0.222017337,0.905301976,-2.166962331,4.277368355,-1
497,MODEL1,PARMS,RLL,0.805343382,-1.121075477,0.035064012,0.144484384,-0.874191824,0.342484972,-1.110619541,2.282029038,0.47861129,-0.114702148,-0.152007863,-1
498,MODEL1,PARMS,RLL,0.823100126,-5.407646541,0.094176176,-0.257053453,0.945052054,0.679236316,-2.117118598,3.91255406,0.192519383,0.338650134,-0.706751312,-1
499,MODEL1,PARMS,RLL,0.814529646,-1.129976958,0.218528241,-0.407457404,1.354168145,0.248235524,-0.312862673,0.474212438,0.682341483,-1.161179569,2.033303971,-1
500,MODEL1,PARMS,RLL,0.876185052,5.446785815,0.100277391,-0.2272447,0.469386069,-0.135157154,-0.251783959,0.348568115,0.697738667,-0.956576792,1.813162317,-1
501,MODEL1,PARMS,RLL,0.817806314,-4.036738982,0.135778484,-0.341816184,0.8108637,0.427545861,-1.575531796,3.180282917,0.895848637,-1.460784596,2.335637315,-1
502,MODEL1,PARMS,RLL,0.872186954,5.920755688,0.180505395,-0.683642174,3.103852748,-0.224721352,1.888441416,-5.281173355,0.776315892,-2.019685102,4.649855623,-1
503,MODEL1,PARMS,RLL,0.870344543,-2.442223994,-0.068935383,0.135019341,-0.55502077,0.414730813,-0.79759975,1.36989651,0.719407708,-0.857397636,1.300384383,-1
504,MODEL1,PARMS,RLL,0.829784975,-2.408395227,-0.040972441,0.048467471,-0.020751851,0.313234994,-0.806637367,0.804259821,1.178409391,-2.924849908,5.915873862,-1
505,MODEL1,PARMS,RLL,0.840402283,4.80358542,-0.011681693,-0.031482832,0.12145882,-0.199147299,1.403625806,-4.509889737,1.22828519,-2.631373145,5.524305374,-1
506,MODEL1,PARMS,RLL,0.885166818,1.089379279,0.079733285,-0.47800237,1.951935789,0.241804385,-0.920088008,2.457135795,0.327531947,-0.191556417,-0.089379276,-1
507,MODEL1,PARMS,RLL,0.805709292,0.263192423,0.103177604,-0.53873281,2.414525095,0.170821338,-0.962173723,2.04148282,0.826125718,-1.262720568,2.181174998,-1
508,MODEL1,PARMS,RLL,0.884553465,4.022361355,-0.087983507,0.301963796,-1.427115336,0.006222239,0.208183936,-0.866743898,0.613334324,-1.315768535,2.853777549,-1
509,MODEL1,PARMS,RLL,0.821329411,3.862805399,0.144204584,-0.35123637,0.859179572,-0.007640829,1.819496259,-5.111348381,0.459566409,-1.118721107,2.350434762,-1
510,MODEL1,PARMS,RLL,0.853042743,5.690297405,0.281591505,-0.90073714,3.238408021,-0.274422001,0.860871254,-2.315871889,1.02052513,-2.40569503,4.833348902,-1
511,MODEL1,PARMS,RLL,0.855971517,5.435442069,0.029231591,-0.11773392,0.816604562,-0.049360688,1.142537906,-2.816108569,0.376947928,-1.270599411,2.773954729,-1
512,MODEL1,PARMS,RLL,0.897976937,-6.8425228,0.147950742,-0.447834694,1.730917339,0.597549124,-1.275376232,2.127493717,0.936420448,-2.47668241,5.044811468,-1
513,MODEL1,PARMS,RLL,0.841924297,1.232759009,-0.018417051,-0.020309399,0.198775747,0.079258918,-0.846186023,2.325873154,1.113417903,-2.273487878,4.315308209,-1
514,MODEL1,PARMS,RLL,0.833380586,1.24458437,0.173675132,-0.419425878,1.684674602,0.106879986,-0.15744728,0.367593694,0.654292976,-1.430645146,2.805899213,-1
515,MODEL1,PARMS,RLL,0.841571691,0.614197089,-0.000413123,0.086247979,-0.529037791,0.247267774,-1.39974303,3.012607626,0.546653005,-1.194514767,2.366444802,-1
516,MODEL1,PARMS,RLL,0.889456036,0.05223066,0.15633027,-0.36665258,0.809907669,0.13099952,-0.08508367,-0.015496659,1.03052919,-3.133044214,6.540955049,-1
517,MODEL1,PARMS,RLL,0.829419647,-0.404627781,-0.157888499,0.219059296,-0.515141886,0.282472635,-0.614286731,0.956652837,0.892422997,-2.434696144,5.034685714,-1
518,MODEL1,PARMS,RLL,0.804316425,3.251281183,0.09234938,-0.499968182,2.222207204,0.047413285,0.332917571,-1.666398478,0.555150976,-1.494994083,3.527304616,-1
519,MODEL1,PARMS,RLL,0.824517373,0.829602513,0.190827451,-0.3294135,1.453720884,0.042044243,0.584112755,-1.612332663,1.020611956,-2.243113538,4.305381761,-1
520,MODEL1,PARMS,RLL,0.836654907,-4.030992583,0.142084848,-0.574080404,2.074924893,0.512510499,-1.469295639,2.367626791,0.50133728,-0.319717906,0.392947758,-1
521,MODEL1,PARMS,RLL,0.911044227,2.580748887,0.194900052,-0.526028811,1.831404364,-0.00853906,-0.07604858,-0.261206152,0.764859628,-1.072048579,2.191308842,-1
522,MODEL1,PARMS,RLL,0.897856849,8.273314598,0.069077062,-0.045200491,0.234407091,-0.353794988,1.200939336,-2.642111968,0.772742795,-1.643352611,3.281702421,-1
523,MODEL1,PARMS,RLL,0.856977928,-7.630532118,0.126570648,-0.295495727,1.039445188,0.705337934,-1.863683843,3.440302199,0.729697471,-1.837911542,3.688158948,-1
524,MODEL1,PARMS,RLL,0.854835435,-1.63338461,0.173852908,-0.522808411,2.069374561,0.313076899,0.326219732,-2.337566524,0.535036782,-0.405687446,0.648582641,-1
525,MODEL1,PARMS,RLL,0.887077859,5.2002484,-0.058009508,-0.349332691,1.87845917,-0.026926022,0.221280778,-0.753583421,0.486293095,-1.11866841,2.565840309,-1
526,MODEL1,PARMS,RLL,0.80537179,2.455206104,0.067935761,-0.224885432,0.710457431,0.121614011,0.38925187,-1.62182543,0.412615527,-0.705458345,1.516002658,-1
527,MODEL1,PARMS,RLL,0.819685973,-2.625332077,-0.023815447,0.091038046,-0.349154955,0.420414832,-1.064019066,1.871199025,0.680397339,-1.326456095,2.608224909,-1
528,MODEL1,PARMS,RLL,0.800748087,5.882867753,0.169086762,-0.340972742,1.24487196,-0.25832178,1.032939862,-2.754121894,0.951839003,-2.038659123,4.016070808,-1
529,MODEL1,PARMS,RLL,0.801032863,-9.228707064,0.048639841,-0.26258125,0.781978945,0.813466895,-2.187324347,4.222837718,0.81404836,-1.665821293,3.111657286,-1
530,MODEL1,PARMS,RLL,0.762119426,2.329956584,0.21222918,-0.512997068,1.82263471,0.093800346,0.069790192,-0.716603945,0.359716615,-0.297620156,0.491679704,-1
531,MODEL1,PARMS,RLL,0.846998542,10.39145186,-0.045019809,0.08842998,-0.935657756,-0.444802288,1.989014889,-4.715017997,0.773896342,-1.485068862,2.521415721,-1
532,MODEL1,PARMS,RLL,0.845181653,-5.282388894,0.120780325,-0.556227329,1.762472099,0.627415681,-2.315211748,4.746698693,0.430068103,-0.121898568,-0.129485713,-1
533,MODEL1,PARMS,RLL,0.841628159,1.55065381,0.001510434,-0.05328074,0.561436365,0.157522229,0.228709119,-0.992569219,0.552196869,-1.127337533,2.58886587,-1
534,MODEL1,PARMS,RLL,0.827187513,0.252539273,0.194014114,-0.432456601,1.432981991,0.138899561,-0.655652048,1.067336648,0.802272854,-1.591898424,3.390704687,-1
535,MODEL1,PARMS,RLL,0.760465649,0.027449141,0.061944321,0.071619048,-0.902021911,0.229347936,-0.364850937,0.156923462,0.649053205,-1.500677591,3.152095849,-1
536,MODEL1,PARMS,RLL,0.800782875,7.968715636,-0.028705725,0.183054657,-1.142174371,-0.265835759,1.383641819,-2.787251503,0.634351768,-1.509996652,2.829144302,-1
537,MODEL1,PARMS,RLL,0.800312123,-4.45135427,0.154363672,-0.224199715,0.579691566,0.540730057,-2.032917409,4.512127085,0.377642893,0.468133262,-1.409500571,-1
538,MODEL1,PARMS,RLL,0.804558242,1.665949186,0.078194674,-0.064717119,0.031638655,0.05619439,-0.709346668,2.301286636,0.928088953,-1.827098458,3.085324856,-1
539,MODEL1,PARMS,RLL,0.889667713,1.325524514,0.135673344,-0.180986547,-0.044370506,0.022172785,0.188110867,-0.644268763,1.098689478,-3.104254837,6.448679401,-1
540,MODEL1,PARMS,RLL,0.8100354,-4.353315552,0.383389613,-0.885932492,2.95312948,0.297971581,0.131215333,-1.541624955,1.167344352,-2.853166457,5.798009147,-1
541,MODEL1,PARMS,RLL,0.807965104,5.396770965,-0.02613044,0.164072607,-0.457062215,-0.152280326,0.736749223,-2.195433295,0.896723409,-2.409543762,5.318030761,-1
542,MODEL1,PARMS,RLL,0.833828285,-0.488881152,0.044652613,-0.27203373,1.083953911,0.261020371,-1.009674277,2.357851725,0.717628058,-1.693568238,3.568108231,-1
543,MODEL1,PARMS,RLL,0.80858579,-1.742411263,-0.06612735,0.036047971,-0.040961225,0.434345603,-1.167753504,2.27141585,0.451244783,-0.553024088,0.783639176,-1
544,MODEL1,PARMS,RLL,0.81869945,6.419996027,0.197481546,-0.547581217,2.35770971,-0.265938137,0.868305307,-1.778175627,0.725054422,-0.433130029,0.10416685,-1
545,MODEL1,PARMS,RLL,0.805833925,0.156114489,0.130507301,-0.290868156,1.505073415,0.111917216,-0.341489966,0.579343698,1.042451712,-2.185081737,4.055103962,-1
546,MODEL1,PARMS,RLL,0.835481957,-3.951862699,0.089484961,-0.120710307,0.517816113,0.44934574,-0.79019381,1.010558177,0.712606678,-0.851555961,1.160937823,-1
547,MODEL1,PARMS,RLL,0.811268883,1.646367156,-0.004949267,0.122159019,-0.578697002,0.20559156,-0.872782238,1.693417039,0.383870331,-0.49179016,1.073885988,-1
548,MODEL1,PARMS,RLL,0.875903209,0.364819007,-0.121245306,0.261119788,-1.119290807,0.249557197,-0.118589053,-0.537035235,0.685294742,-1.252448952,2.376703139,-1
549,MODEL1,PARMS,RLL,0.905009213,7.405940996,0.152425284,-0.540285698,1.865234226,-0.187982528,1.330504138,-3.957987179,0.193827579,0.347342877,-0.767281727,-1
550,MODEL1,PARMS,RLL,0.783551633,2.632062766,0.158443016,-0.360344402,1.214460622,0.069105888,-0.237893863,0.117996431,0.450365067,-0.446675587,0.66539022,-1
551,MODEL1,PARMS,RLL,0.924376596,3.029355345,0.2480581,-0.830847828,3.344000881,-0.031434625,0.004926133,-0.518798392,0.718517857,-1.14894952,2.034511585,-1
552,MODEL1,PARMS,RLL,0.856295796,1.020176057,0.1168545,-0.444002577,1.462422641,0.24164809,-0.62760188,1.111471415,0.274538103,-0.232825175,0.393265352,-1
553,MODEL1,PARMS,RLL,0.802796426,0.9886382,0.182080667,-0.588894798,2.29476486,0.136660776,0.057417606,-0.79920301,0.626607951,-1.039657785,2.110674487,-1
554,MODEL1,PARMS,RLL,0.848701819,6.555537268,0.067150497,-0.04471189,0.397362127,-0.202635147,0.953545255,-2.361979379,0.54894605,0.401908777,-2.007452765,-1
555,MODEL1,PARMS,RLL,0.908258264,6.660976544,0.212004455,-0.731541372,2.572619001,-0.275470127,0.445207286,-0.962142744,0.810098845,-1.152289445,1.778483616,-1
556,MODEL1,PARMS,RLL,0.905317972,4.145706743,0.042721476,-0.300241217,1.178302735,-0.122343492,0.42962621,-0.924002973,1.106327972,-2.964360456,6.178127811,-1
557,MODEL1,PARMS,RLL,0.86635141,12.99430416,-0.212049338,0.328548154,-0.912671686,-0.419661891,1.618292781,-3.798526259,0.126999983,0.288294903,-0.533550779,-1
558,MODEL1,PARMS,RLL,0.885554061,7.319842821,0.022330252,-0.234174594,1.160321151,-0.277972003,1.061581905,-3.037952582,0.877781867,-2.188747189,4.498619715,-1
559,MODEL1,PARMS,RLL,0.814862505,0.870428365,-0.058771718,0.113765724,-0.307931282,0.227328891,-0.267511066,0.34992834,0.519120502,-0.346072615,0.121907148,-1
560,MODEL1,PARMS,RLL,0.92988897,7.125702175,0.038251789,-0.173360749,1.172309406,-0.113998425,0.876232088,-1.657695099,0.107736464,0.370802243,-1.328186974,-1
561,MODEL1,PARMS,RLL,0.837718277,-6.049258327,0.185138248,-0.262987235,0.558540699,0.534019789,-1.310812127,2.131137066,0.884724209,-1.972426295,4.208865108,-1
562,MODEL1,PARMS,RLL,0.790382693,2.478448658,0.231957557,-0.437677614,1.339421002,0.021075061,0.533603766,-2.030412437,0.571255465,-1.242348362,2.926732209,-1
563,MODEL1,PARMS,RLL,0.831763036,7.593482639,-0.049187986,0.24570447,-0.722169531,-0.156728931,0.463491157,-1.192951066,0.240282355,0.144829603,-0.119202722,-1
564,MODEL1,PARMS,RLL,0.905539819,9.997979674,0.062866847,-0.038796068,-0.329800344,-0.407009435,1.406472462,-3.550387419,0.519803543,-0.972085339,2.462396208,-1
565,MODEL1,PARMS,RLL,0.846545052,6.074318457,-0.016145775,-0.150211123,0.825348673,-0.113576995,0.136805976,-0.223031246,0.562012571,-1.040536695,2.066253083,-1
566,MODEL1,PARMS,RLL,0.839470994,0.335184274,-0.046022045,0.088720141,-0.219741591,0.131362792,0.226851843,-0.781756086,1.146390602,-2.784591659,5.603395438,-1
567,MODEL1,PARMS,RLL,0.840247209,3.513108895,-0.090969859,0.032239271,-0.091512775,0.13218256,-0.204284611,0.168397909,0.273971639,-0.025124763,0.130871898,-1
568,MODEL1,PARMS,RLL,0.847230071,-4.494636136,0.234666218,-0.478713894,1.376500744,0.376304715,-0.061612681,-1.112680371,1.080313296,-2.500894259,5.049115884,-1
569,MODEL1,PARMS,RLL,0.857545801,7.655369053,0.24637203,-0.570160992,1.76035305,-0.396015452,1.672563914,-3.989600359,0.940481637,-1.851258781,3.567489577,-1
570,MODEL1,PARMS,RLL,0.855930543,-7.33240444,-0.143021445,0.314007578,-0.7417736,0.759967708,-1.578576275,3.35489621,0.688498358,-1.910727981,4.025217032,-1
571,MODEL1,PARMS,RLL,0.839972841,3.532847743,0.06228191,-0.337427717,1.577897847,-0.038664433,0.631302137,-2.071608843,0.845163227,-2.084781746,4.249143325,-1
572,MODEL1,PARMS,RLL,0.858036641,8.21092557,0.118798067,-0.321972804,1.542959541,-0.367056227,1.23051952,-2.679882289,0.81554335,-1.752745468,3.500050801,-1
573,MODEL1,PARMS,RLL,0.858769785,0.633225421,0.281075941,-0.877514858,3.363290227,0.180123865,0.14580691,-1.177910152,0.383525295,-0.786685183,2.087907018,-1
574,MODEL1,PARMS,RLL,0.885406641,-5.612668249,0.167546929,-0.57629965,1.911749367,0.520914798,-1.081655231,1.499863114,0.897214959,-1.583542129,3.156243259,-1
575,MODEL1,PARMS,RLL,0.821813656,-2.204562835,0.057373453,-0.468882213,1.729456055,0.367206269,-1.247734644,2.867539817,0.7843503,-1.712219635,3.395370033,-1
576,MODEL1,PARMS,RLL,0.780198892,-1.404251127,-0.025449659,-0.150746757,0.913630101,0.301071284,-0.509215715,-0.114166106,0.883083209,-1.537921965,3.07769233,-1
577,MODEL1,PARMS,RLL,0.784530408,-1.333614667,0.084336545,-0.110623286,0.135791284,0.341176184,-0.887500518,1.947907437,0.464314642,-0.197876184,0.110100141,-1
578,MODEL1,PARMS,RLL,0.870116252,-1.756625076,0.112321647,-0.100564085,0.269086009,0.258623713,-0.772203272,1.531813729,1.001867608,-2.213431781,3.957853416,-1
579,MODEL1,PARMS,RLL,0.841273597,2.193416605,-0.072987506,0.067512472,-0.478542473,0.102791202,-0.235153314,0.538969908,0.846700223,-2.222582151,4.454236322,-1
580,MODEL1,PARMS,RLL,0.873835184,-3.11664967,0.075443685,-0.16945791,0.281832787,0.393538222,-1.548918414,3.313022134,0.855006032,-1.641548442,3.231451755,-1
581,MODEL1,PARMS,RLL,0.861844215,4.001259779,0.167632975,-0.405035474,1.448332107,-0.1431972,0.079011264,-0.140721305,1.051786646,-2.495170527,4.951136833,-1
582,MODEL1,PARMS,RLL,0.853894973,3.294255324,0.017395391,-0.292511838,1.620107563,-0.003620097,0.256305774,-0.905720788,0.820075893,-2.074538617,4.143401683,-1
583,MODEL1,PARMS,RLL,0.803613276,-5.219849214,0.173744688,-0.348131956,1.135875614,0.524430041,-0.943344079,1.732657615,0.665829055,-1.242211115,2.38692427,-1
584,MODEL1,PARMS,RLL,0.865831409,0.637417361,-0.000396742,0.31234431,-1.219208388,0.372808589,-0.341209711,-0.020040399,-0.170394125,1.212705526,-2.430035595,-1
585,MODEL1,PARMS,RLL,0.850628436,8.764469819,0.26088526,-0.945272028,3.461311769,-0.444787059,0.654502998,-0.692985721,0.884411888,-1.62569643,3.107285836,-1
586,MODEL1,PARMS,RLL,0.845135894,-4.220328853,0.086481152,-0.092761422,0.376371246,0.37411775,-0.375875568,-0.347134022,1.220659551,-3.233013309,6.855900989,-1
587,MODEL1,PARMS,RLL,0.785094992,7.600448244,0.085545236,-0.263826583,0.852667196,-0.336583215,1.695833253,-4.355328277,0.947333228,-2.094687037,4.009366639,-1
588,MODEL1,PARMS,RLL,0.820465411,-2.415629305,0.246614858,-0.587775967,1.788237507,0.340898272,-1.087732429,1.591759988,0.617977335,-1.006655244,2.274815791,-1
589,MODEL1,PARMS,RLL,0.88448345,5.358637394,0.08727107,-0.220046561,0.800010736,-0.043061282,0.685067485,-1.779281082,0.241410393,-0.289832862,0.765455319,-1
590,MODEL1,PARMS,RLL,0.796271115,-1.688769965,-0.048373633,0.236560292,-1.150944476,0.375437366,-0.892851339,1.16710441,0.649861427,-1.416356888,3.138735363,-1
591,MODEL1,PARMS,RLL,0.831404332,-5.844417947,-0.084523067,0.109272054,-0.567331455,0.589144451,-1.406259104,2.293887076,1.059721516,-2.865182774,5.597722299,-1
592,MODEL1,PARMS,RLL,0.819078191,1.529159049,0.149999147,0.058969512,-0.768751959,0.031121314,0.243553997,-0.96428465,0.87155751,-1.295402126,2.377244094,-1
593,MODEL1,PARMS,RLL,0.802011588,-2.947619808,0.095459634,-0.113666944,0.516520886,0.36440372,-0.067902905,-1.216428462,0.818462491,-1.615732095,3.317193938,-1
