SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,ers_tot,ers_tot1,ers_tot2,sLB10
75,MODEL1,PARMS,sLB10,0.978111854,4.601172064,-0.005207879,0.196211924,-0.970460224,-0.243531517,0.675016214,-1.407123416,0.719540461,-1.819809358,3.607712062,-1
76,MODEL1,PARMS,sLB10,0.977590266,6.045944433,-0.032414054,0.362506155,-1.473888821,-0.214997411,-0.193382486,0.590602818,0.153639842,0.432182389,-1.108435893,-1
77,MODEL1,PARMS,sLB10,0.924051393,-4.097529377,0.094378011,-0.393125659,1.65893738,0.307766609,-1.387474776,2.334089197,0.805031758,-2.396326173,5.071572905,-1
78,MODEL1,PARMS,sLB10,0.867061627,2.114059076,-0.01415478,0.433346773,-2.189259909,-0.117445372,0.939275164,-2.485646902,0.913254004,-3.148595216,6.446542863,-1
79,MODEL1,PARMS,sLB10,0.986663435,1.337812379,-0.108159588,0.483417134,-1.588766629,-0.025100394,0.308157228,-1.115593539,0.825942095,-1.928185594,3.41090883,-1
80,MODEL1,PARMS,sLB10,0.904061195,6.759900496,-0.088994808,0.301540529,-1.349481917,-0.325883252,0.833154766,-1.745313261,0.595064174,-2.085087356,4.714344949,-1
81,MODEL1,PARMS,sLB10,0.924353407,-3.458342498,0.003858379,0.104036669,-0.713240524,0.312964069,-1.115028383,1.90017707,0.634016357,-1.453632812,2.717841917,-1
82,MODEL1,PARMS,sLB10,0.889114936,10.45830783,0.01815014,0.125934847,-1.048544358,-0.526675945,0.787395715,-1.586362568,0.266395195,0.279160095,-1.096961413,-1
83,MODEL1,PARMS,sLB10,0.866868556,-0.832887317,0.192410206,-0.442705016,1.847768803,0.132181601,-0.045279888,-0.758307829,0.306958425,0.143327115,-0.761359989,-1
84,MODEL1,PARMS,sLB10,0.809929143,12.69528844,0.064630284,-0.089328025,0.636232852,-0.759474365,2.775754494,-5.918504937,0.411855938,-0.655980987,1.413947213,-1
85,MODEL1,PARMS,sLB10,0.932420055,-4.817447056,0.05242115,0.150308744,-0.903350254,0.359650829,-0.858884609,1.483085995,0.713436019,-1.958123654,3.652219413,-1
86,MODEL1,PARMS,sLB10,0.885720841,0.186369661,0.130935843,-0.384703139,1.522324423,0.122052658,0.302788683,-1.811406165,0.174776343,-0.117536794,0.184912699,-1
87,MODEL1,PARMS,sLB10,0.866442263,4.224051236,-0.091452495,0.387459123,-1.426137045,-0.129456819,-0.210789619,0.47544562,0.392514781,-0.820791106,1.711732362,-1
88,MODEL1,PARMS,sLB10,0.942229416,9.605278108,0.181928488,-0.393251637,0.894697421,-0.639866817,1.731394729,-3.886484085,0.798062196,-1.519465315,2.833778773,-1
89,MODEL1,PARMS,sLB10,0.940358754,4.191998502,0.197203117,-0.373474322,0.938777426,-0.193080491,0.081982845,-0.520579494,0.35747127,-0.204460593,-0.079883596,-1
90,MODEL1,PARMS,sLB10,0.861510099,4.845244749,0.051155963,-0.050400341,-0.071353823,-0.23117362,0.248818328,-0.52843386,0.523325632,-1.252023895,2.455285636,-1
91,MODEL1,PARMS,sLB10,0.933102825,-2.70431146,-0.099147898,0.505279867,-1.716580286,0.334761235,0.169411914,-1.313255802,0.31315155,-0.780818859,1.723205748,-1
92,MODEL1,PARMS,sLB10,0.8357741,-5.80595245,0.021277279,0.103384162,-0.389695875,0.481861198,-1.279094528,2.521376188,0.391515546,-0.413894177,0.530673165,-1
93,MODEL1,PARMS,sLB10,0.941429156,5.8051796,-0.02205012,0.521494366,-2.35451539,-0.258445246,0.660466711,-1.542191559,0.369390957,-0.288274059,0.109629588,-1
94,MODEL1,PARMS,sLB10,0.819636945,-6.932125986,0.112712932,-0.310806978,0.96038362,0.559628136,-1.717632475,2.95078816,0.38066886,-0.314858673,0.294284818,-1
95,MODEL1,PARMS,sLB10,1.015581815,-7.185748129,0.027077967,0.159756944,-0.644721499,0.524071864,-1.961161904,4.047604238,0.75621303,-2.291191096,4.559561518,-1
96,MODEL1,PARMS,sLB10,0.93379336,14.77752065,-0.049816036,0.477066465,-2.080499136,-0.946798726,3.030693678,-6.82683555,0.892702411,-2.548331682,5.238656059,-1
97,MODEL1,PARMS,sLB10,0.918025967,1.945931214,0.013533018,-0.27173391,1.275464353,-0.057726497,-1.076793531,2.568061875,0.782676222,-1.759428726,3.480185129,-1
98,MODEL1,PARMS,sLB10,0.822428979,-0.592685272,0.12398597,-0.28544887,0.776168545,0.052865429,-1.295790101,2.825597221,0.806733943,-1.578511906,2.86770409,-1
99,MODEL1,PARMS,sLB10,0.871784351,-4.270918307,-0.001343274,0.304756076,-1.370333845,0.356304736,-1.936347722,3.99774555,0.597069642,-0.922635863,1.533371266,-1
100,MODEL1,PARMS,sLB10,0.845785101,2.747309726,0.049079713,-0.179151829,0.559239219,-0.211058381,-0.208434918,0.756141087,1.11057057,-2.964035242,6.030096895,-1
101,MODEL1,PARMS,sLB10,0.913073048,-6.634417136,0.166187384,-0.178861397,0.731552665,0.504221416,-1.544541576,2.648510968,0.381541848,-0.445846873,0.769433535,-1
102,MODEL1,PARMS,sLB10,0.855884378,-3.342427285,0.16556336,-0.159669924,0.016246732,0.265964895,-0.566952257,0.880857205,0.536264865,-0.908347187,1.287701333,-1
103,MODEL1,PARMS,sLB10,0.97457061,-5.275568526,-0.13686552,0.587224394,-2.163791592,0.582635542,-0.953777969,1.181736256,0.077801076,-0.378051976,0.783933514,-1
104,MODEL1,PARMS,sLB10,0.887627123,-8.424295746,-0.039972045,0.304574274,-1.181969255,0.580567942,-1.533884375,2.860101882,0.871427152,-2.178839579,4.158795037,-1
105,MODEL1,PARMS,sLB10,0.822246754,5.309531111,-0.124768813,0.406229776,-1.324533248,-0.240528999,0.286529853,-0.043064504,0.654832492,-1.763148035,3.733054265,-1
106,MODEL1,PARMS,sLB10,0.98964888,6.083645166,0.130633407,0.131845679,-1.444636215,-0.207099699,0.438279582,-1.652344524,-0.126169581,1.620780452,-3.518333797,-1
107,MODEL1,PARMS,sLB10,0.880833602,-0.427780936,0.039879047,0.016228846,-0.241747827,0.036402743,0.724741706,-2.764726111,0.83908495,-2.312596425,4.923385736,-1
108,MODEL1,PARMS,sLB10,0.85676023,-6.133706022,0.163667957,-0.234353619,0.739385995,0.433966943,-1.141668976,2.173431727,0.585813541,-1.405699082,2.634962211,-1
109,MODEL1,PARMS,sLB10,0.949032819,-12.92226297,0.058779932,-0.339710841,1.669089841,0.88014775,-2.985147785,6.209440349,0.887906121,-2.446436937,4.746640082,-1
110,MODEL1,PARMS,sLB10,0.861854064,2.296348235,0.097778314,-0.317228517,1.141666708,-0.129908734,1.046517295,-2.827787229,0.729479798,-1.881060133,3.632379828,-1
111,MODEL1,PARMS,sLB10,0.964208268,-0.244616302,0.094266511,-0.127434777,0.527795143,0.096729246,-0.505349099,0.675786011,0.511296924,-1.464555121,3.420773038,-1
112,MODEL1,PARMS,sLB10,0.912682827,1.293494215,0.09764915,-0.220784797,0.434570328,0.068380166,-0.811169691,1.235811371,0.184428939,0.260270771,-0.439637643,-1
113,MODEL1,PARMS,sLB10,0.831873096,-1.980715265,0.094860706,0.065254924,-0.723625024,0.17926272,-0.931727406,1.642025717,0.592215256,-1.27361373,2.655127357,-1
114,MODEL1,PARMS,sLB10,0.87054812,-4.304265014,0.086553286,-0.021173459,-0.00130466,0.343839674,0.009570698,-1.176411379,0.501390887,-1.139379225,2.527825312,-1
115,MODEL1,PARMS,sLB10,0.901938229,-3.957730332,0.07851752,0.080320386,-0.802231765,0.395078998,-0.874969261,0.595874895,0.171515775,0.761654108,-1.840314954,-1
116,MODEL1,PARMS,sLB10,0.876079015,-0.095478078,-0.053438328,-0.038677144,0.471062176,0.160092859,-0.609995698,1.121046694,0.330768297,-0.144468743,0.10607895,-1
117,MODEL1,PARMS,sLB10,0.860285203,-3.141866956,-0.06394524,0.25542553,-1.083158713,0.334534347,-1.027789728,1.77846624,0.485851603,-1.238441979,2.654453659,-1
118,MODEL1,PARMS,sLB10,0.952708133,-0.7460755,-0.055918523,0.191654718,-0.884496566,0.154208682,-0.851010524,1.726502783,0.619678092,-1.612995651,3.410417337,-1
119,MODEL1,PARMS,sLB10,0.921919953,6.234463354,0.160393642,-0.358065795,1.03539844,-0.391025081,1.54508981,-4.163506657,0.697036548,-1.706569022,3.282278083,-1
120,MODEL1,PARMS,sLB10,0.922151703,-12.21749788,0.167148569,-0.397852118,1.312470393,0.858334298,-2.37018846,4.816530867,0.500123746,-1.455990329,3.493704479,-1
121,MODEL1,PARMS,sLB10,0.806659321,-0.623273639,0.016510321,0.055834035,-0.264816833,0.113746333,0.380090712,-1.643991559,0.632809704,-2.127449318,4.527464894,-1
122,MODEL1,PARMS,sLB10,0.938184638,-3.022747626,-0.025701007,0.132225068,-0.737235184,0.339677457,-0.813067016,0.776217431,0.40833401,-0.822976019,1.649769378,-1
123,MODEL1,PARMS,sLB10,0.932175593,-1.612862289,0.199359026,-0.566416845,2.27148368,0.12008893,-0.09777563,0.389619227,0.65616887,-2.182864104,4.619101451,-1
124,MODEL1,PARMS,sLB10,0.77900118,2.959114143,0.106447449,-0.297004315,0.790167271,-0.086964645,0.533350866,-1.93238371,0.315503819,-0.680012008,1.374271457,-1
125,MODEL1,PARMS,sLB10,0.906450331,10.62413296,0.152032435,-0.408457533,1.421129225,-0.664922155,1.804715066,-3.972078551,0.657397293,-1.786321656,3.468266321,-1
126,MODEL1,PARMS,sLB10,0.871323805,0.896230719,0.098546943,-0.133859729,0.344739821,0.029074566,-0.570221578,1.100279056,0.477818926,-0.968921675,1.704183159,-1
127,MODEL1,PARMS,sLB10,0.925783819,3.950475153,0.081728534,-0.519630076,2.316239802,-0.24293495,1.303767004,-3.601194394,0.838222926,-1.857298272,3.316570223,-1
128,MODEL1,PARMS,sLB10,1.007105077,10.73754464,0.035213145,-0.138222133,0.597976855,-0.583979643,1.647193703,-3.676562038,0.320796147,-0.196132706,0.422319835,-1
129,MODEL1,PARMS,sLB10,0.831521968,-0.326947748,0.053709128,-0.169604339,0.474668117,0.114793388,-1.19716152,3.171208213,0.471201969,-0.340876089,0.309572397,-1
130,MODEL1,PARMS,sLB10,0.864503175,17.11724933,0.119278516,-0.043165209,-0.698936817,-1.016518244,2.669295308,-5.765166207,0.303077839,-0.333540562,0.58876404,-1
131,MODEL1,PARMS,sLB10,0.949457452,7.587180939,0.119277261,0.030131118,-0.823944134,-0.447382781,0.941244875,-2.280298237,0.637229146,-2.212537947,5.007039848,-1
132,MODEL1,PARMS,sLB10,1.010332543,6.837710574,0.008472188,0.286360927,-1.138062298,-0.337184053,1.197970999,-2.949080213,0.386782997,-0.301803091,0.199813409,-1
133,MODEL1,PARMS,sLB10,0.91383529,0.414806335,0.140160317,-0.497445162,1.50823713,0.053289349,0.222635535,-1.35940419,0.473729158,-1.033107107,1.992016643,-1
134,MODEL1,PARMS,sLB10,0.877682556,-3.21306744,-0.047727448,0.274895497,-1.041707186,0.332199746,-1.235784431,2.281557847,0.559297669,-2.081264423,4.536951401,-1
135,MODEL1,PARMS,sLB10,1.023973716,6.963642148,-0.158504156,0.522353663,-1.279176906,-0.333402639,1.216152673,-3.168582201,0.595881055,-1.226918681,2.480440204,-1
136,MODEL1,PARMS,sLB10,0.896241239,0.135414385,0.000627102,0.054313102,-0.24091786,0.045270937,0.089647998,-0.113380922,0.69287014,-1.619196463,3.0411076,-1
137,MODEL1,PARMS,sLB10,0.937340351,-4.560979044,0.031252454,-0.094451698,0.419160816,0.386549558,-1.376347581,2.849540578,0.595359253,-1.185032096,2.043062971,-1
138,MODEL1,PARMS,sLB10,0.919148275,4.757793553,0.111179822,-0.360161454,1.459410378,-0.251208126,-0.067345625,0.555347654,0.592926777,-1.570075986,3.354649796,-1
139,MODEL1,PARMS,sLB10,0.870587593,-0.53178346,0.095739738,-0.227814684,0.697621502,0.123680835,0.239006884,-1.177105551,0.407773928,-0.697045631,1.118107876,-1
140,MODEL1,PARMS,sLB10,0.909091161,-0.799983105,0.0346337,0.068164846,-0.493077698,0.212838377,-0.408728289,0.117566937,0.160800097,-0.144156558,0.302229096,-1
141,MODEL1,PARMS,sLB10,0.919999238,3.402568031,0.003853563,-0.03041175,-0.161207529,-0.04499995,-0.614299332,1.162247097,0.146501115,0.875116721,-2.232625109,-1
142,MODEL1,PARMS,sLB10,0.972097431,-6.153766653,-0.005190984,0.144388322,-0.633749483,0.524990406,-2.212648228,4.389532188,0.492090263,-1.21035316,2.413222824,-1
143,MODEL1,PARMS,sLB10,0.988735562,-5.913084897,0.141084475,-0.325480846,0.993198656,0.391529802,-1.339816352,2.79877652,0.831772987,-2.190341223,4.135928336,-1
144,MODEL1,PARMS,sLB10,0.875592398,1.211049957,-0.011198362,0.020836473,0.10109068,-0.066459908,-0.011807691,-0.148672188,0.937129328,-2.508121883,5.097195888,-1
145,MODEL1,PARMS,sLB10,0.922219174,6.552417442,0.241300061,-0.347416004,1.006945405,-0.42623295,1.972118485,-4.925682012,0.568368777,-1.429480365,2.780149232,-1
146,MODEL1,PARMS,sLB10,0.847704811,-2.604527995,0.126316241,-0.251255138,0.520724318,0.241581293,-0.767061185,0.927456431,0.505140658,-0.904985387,1.899869779,-1
147,MODEL1,PARMS,sLB10,0.890525122,4.467610314,0.045584689,-0.029744496,0.191858908,-0.279234091,1.737454256,-4.508142626,0.805983375,-2.231476324,4.358811027,-1
148,MODEL1,PARMS,sLB10,0.893627569,-1.341592224,-0.023853807,0.225001937,-0.713802874,0.221154566,-0.452442838,0.589959693,0.333916018,-0.615704868,1.311478019,-1
149,MODEL1,PARMS,sLB10,0.953746024,-0.735292623,-0.031684147,0.088757989,-0.203213567,0.136587519,0.150034697,-1.091285043,0.625141474,-1.399039931,2.58502963,-1
150,MODEL1,PARMS,sLB10,0.840408797,-3.06888388,0.048277203,-0.223676029,0.5035492,0.301929125,-0.827000304,1.272855947,0.543272117,-1.891976012,4.069078187,-1
