SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,ers_tot,ers_tot1,ers_tot2,RMB
598,MODEL1,PARMS,RMB,1.255278607,13.39996044,0.375508506,-0.638531584,2.108252196,-0.398525038,3.737689594,-8.861893035,0.510935872,-0.406707117,0.303133669,-1
599,MODEL1,PARMS,RMB,1.358356785,18.915637,0.218800375,-0.98668896,4.213526063,-0.742613433,3.541567231,-8.120474813,0.835134812,-0.99660559,1.172208646,-1
600,MODEL1,PARMS,RMB,1.287470204,16.54881799,0.112660927,-0.47334825,2.341551499,-0.675019805,3.756242676,-8.883280635,1.350201224,-3.617770548,7.676082295,-1
601,MODEL1,PARMS,RMB,1.404804525,13.25462177,0.291453941,-0.902313108,3.032962822,-0.489649814,1.593234626,-2.933740541,1.346406104,-3.277342736,6.42832913,-1
602,MODEL1,PARMS,RMB,1.331354733,-1.164403749,0.317597976,-0.827805334,3.117445392,0.526321214,-0.808549333,1.732368459,0.878311873,-1.049494113,1.317315065,-1
603,MODEL1,PARMS,RMB,1.305012725,12.18892146,0.295009617,-1.425000261,5.894205968,-0.327269627,3.177071492,-8.046667745,1.012954707,-4.300875323,9.579827445,-1
604,MODEL1,PARMS,RMB,1.417943638,8.420509577,0.42549673,-1.35433213,5.145576158,-0.206561497,2.679982184,-6.673270919,1.25719443,-3.648539262,7.61016994,-1
605,MODEL1,PARMS,RMB,1.367007546,15.93142559,0.320771399,-1.125622883,3.904884127,-0.635386903,1.872519806,-3.676633436,1.152092223,-1.628495401,2.373205684,-1
606,MODEL1,PARMS,RMB,1.388078687,9.260817926,0.093318018,-0.221139935,0.857202757,-0.175471264,3.389599104,-8.22288886,1.272141036,-2.696429406,4.022741846,-1
607,MODEL1,PARMS,RMB,1.343551486,4.11459502,0.030565979,-0.524136686,2.499379852,0.071754371,0.599762467,-1.344536003,1.920562171,-5.442971543,10.70767693,-1
608,MODEL1,PARMS,RMB,1.276516375,6.183248658,0.243490701,-1.170746168,4.747050564,0.030037891,0.906329254,-1.620393332,1.128119813,-2.381849857,4.133506946,-1
609,MODEL1,PARMS,RMB,1.380722857,13.93618725,0.263523646,-1.067854607,3.834368361,-0.491424594,2.147025078,-4.573621849,1.112321628,-1.101186662,0.881196078,-1
610,MODEL1,PARMS,RMB,1.319489027,14.87132964,0.071691666,-0.328201131,1.364255779,-0.498134236,3.234366156,-7.540741569,1.145054282,-3.195637774,6.218617245,-1
611,MODEL1,PARMS,RMB,1.406706257,19.95317335,0.054314422,-0.578468576,2.029889876,-0.898712207,3.176503533,-6.411964769,1.607667341,-4.665015302,9.154621377,-1
612,MODEL1,PARMS,RMB,1.3337935,19.56727569,0.452889615,-1.250010162,4.394738344,-0.914541307,3.772571545,-8.548341468,1.010683463,-1.225861092,1.941658785,-1
613,MODEL1,PARMS,RMB,1.393299998,13.69394719,0.013905818,-0.410354405,1.858716357,-0.384862772,2.020120836,-4.151046059,1.056413273,-1.631237262,2.553570635,-1
614,MODEL1,PARMS,RMB,1.323960947,10.63973649,0.032673498,-0.200084322,0.427604581,-0.177710255,2.347033444,-6.899443746,1.039128296,-1.952501949,3.553775129,-1
615,MODEL1,PARMS,RMB,1.340023199,14.00280709,0.154415321,-0.469043612,1.827992597,-0.556462175,3.150874855,-7.555675658,1.506835444,-3.852246572,7.402909486,-1
616,MODEL1,PARMS,RMB,1.395707109,5.002739216,0.127199147,-0.58833577,3.255103091,0.043153458,1.207886851,-2.066393279,1.593360575,-4.986589477,10.14864842,-1
617,MODEL1,PARMS,RMB,1.303021911,18.53522768,0.362816955,-1.417571851,5.234140041,-0.873194652,3.097349765,-7.003564453,1.441238213,-2.990847048,5.561889412,-1
618,MODEL1,PARMS,RMB,1.49357046,2.992446251,0.085251741,-0.287379278,0.985615336,0.130973589,1.460505402,-4.169200048,1.830506933,-6.094001234,12.81559347,-1
619,MODEL1,PARMS,RMB,1.355879217,3.603619118,0.47669316,-1.402150145,4.679347221,0.030718352,1.314731146,-3.997256008,1.668776346,-4.563935005,9.296454894,-1
620,MODEL1,PARMS,RMB,1.521987221,0.805698818,0.33916814,-1.189547492,4.878061588,0.178777138,-0.142241522,0.222725496,1.887105935,-3.494276331,5.80175239,-1
621,MODEL1,PARMS,RMB,1.334747218,16.31657182,0.224819943,-0.327262011,0.269596121,-0.61968305,4.647928762,-10.47903925,0.864486588,-1.611871716,2.699312128,-1
622,MODEL1,PARMS,RMB,1.284407352,5.080226975,0.324336821,-1.090899168,4.687522372,-0.026448277,2.565206693,-6.456836058,1.551963779,-4.344993484,8.388650555,-1
623,MODEL1,PARMS,RMB,1.344126595,6.287089901,0.407991847,-1.081005768,3.772626523,-0.15412161,1.178890926,-2.77478005,1.69530579,-3.254608693,5.752330945,-1
624,MODEL1,PARMS,RMB,1.44285384,5.36989102,0.168636702,-1.324366534,5.867858204,0.149124162,1.074513227,-3.040540849,1.108931457,-3.862727307,8.132727402,-1
625,MODEL1,PARMS,RMB,1.421733741,20.31290125,0.257488267,-1.054774485,4.46436237,-1.129892273,4.51003759,-10.21985762,2.200332302,-5.619973926,10.87656873,-1
626,MODEL1,PARMS,RMB,1.412316956,7.216823602,0.368903126,-0.515014548,0.338487494,-0.24696868,3.05845147,-8.187266862,1.787851179,-4.462817695,8.678069427,-1
627,MODEL1,PARMS,RMB,1.295178955,17.59794001,0.288592889,-0.659454557,1.820494497,-0.7309139,4.44102621,-10.1983633,1.028745864,-2.28116082,3.939947997,-1
628,MODEL1,PARMS,RMB,1.504514935,24.79352069,-0.012761502,-0.251189956,1.257720065,-1.353704606,4.855845851,-10.55816265,2.228996252,-5.003189533,8.763176868,-1
629,MODEL1,PARMS,RMB,1.284337467,16.19739771,0.222958219,-0.947101278,3.803607661,-0.671108658,3.229063909,-8.132371821,1.40721153,-3.459155212,6.802344989,-1
630,MODEL1,PARMS,RMB,1.360952926,24.50064913,0.297842724,-0.960757675,4.040913079,-1.180766848,3.889046851,-7.490757944,1.011672954,-1.829224651,2.97977597,-1
631,MODEL1,PARMS,RMB,1.358014984,9.731250965,0.057690299,-0.422620015,1.975031169,-0.119932528,1.997695665,-4.442984121,0.943639419,-1.246608416,1.480261499,-1
632,MODEL1,PARMS,RMB,1.311909698,9.52814132,0.290311024,-1.054735694,4.903359897,-0.322373079,3.037646918,-7.893983039,1.642026696,-4.981185205,10.70510866,-1
633,MODEL1,PARMS,RMB,1.332170004,13.57324287,0.245705189,-0.708007514,2.150785292,-0.481729589,2.848394274,-6.833894367,1.1510053,-2.767074529,5.808662321,-1
634,MODEL1,PARMS,RMB,1.43876391,12.06492246,0.115537446,-0.686037481,3.629881447,-0.491355723,3.039770128,-7.109995616,1.953396363,-5.465343336,10.76454011,-1
635,MODEL1,PARMS,RMB,1.353158922,14.98544059,0.041700003,-0.703378345,3.578090224,-0.651569989,3.97246417,-9.370667988,1.875037408,-4.768003247,9.197850502,-1
636,MODEL1,PARMS,RMB,1.368532702,3.364762481,0.208480644,-0.773678251,3.396399758,0.168183101,-0.236539979,0.584608033,1.367686246,-3.3808714,7.123388186,-1
637,MODEL1,PARMS,RMB,1.353845351,6.122135268,0.086529244,-0.405012694,1.76336532,0.043147786,1.504396499,-4.2876431,1.230635855,-2.922749411,5.902213395,-1
638,MODEL1,PARMS,RMB,1.406876963,9.082715572,0.311377452,-0.791157458,3.002150468,-0.252967179,2.911774444,-7.675078172,1.422937397,-3.608283642,6.979580733,-1
639,MODEL1,PARMS,RMB,1.288496341,-7.4031227,0.108743348,-0.746025775,3.195091012,0.912146859,-0.710244986,-0.233869371,1.463119996,-3.978967185,7.8340805,-1
640,MODEL1,PARMS,RMB,1.365400727,7.955809477,0.231928779,-1.001956634,4.152840793,-0.097695668,1.468419943,-3.799138456,1.215526245,-2.658999798,5.150900796,-1
641,MODEL1,PARMS,RMB,1.392168167,11.51050783,-0.026975021,-0.135652603,0.844371394,-0.496544039,3.149404748,-8.231937261,2.295927295,-6.128684432,12.44233971,-1
642,MODEL1,PARMS,RMB,1.350893679,10.57962882,0.211285147,-0.436480261,1.224141913,-0.222908796,2.532287337,-6.574781016,0.843804026,-0.843704888,1.152634938,-1
643,MODEL1,PARMS,RMB,1.259051457,15.2490545,0.177057693,-0.640238682,2.279811441,-0.55718874,2.603002765,-5.512588423,1.12208008,-2.381182424,4.369802496,-1
644,MODEL1,PARMS,RMB,1.306891573,15.09887874,0.00705346,-0.30196476,1.142404919,-0.407644954,2.66253661,-6.198490138,0.865234221,-2.790619102,5.837460978,-1
645,MODEL1,PARMS,RMB,1.340148286,-7.557111986,0.15123048,-0.52444979,1.822535446,0.978816251,-1.328188659,1.984920499,1.040522323,-2.824190934,5.937805937,-1
646,MODEL1,PARMS,RMB,1.34471324,7.893544924,0.229475867,-0.872479635,3.286530192,-0.035513989,-0.029098629,1.021656127,0.975748283,-1.300431082,1.452781944,-1
647,MODEL1,PARMS,RMB,1.187633892,4.950445416,0.270037394,-0.480198302,1.871972724,0.178316793,1.418916675,-3.591412496,0.584064098,-0.432089469,0.559254621,-1
648,MODEL1,PARMS,RMB,1.458454519,3.733927788,0.084249061,-0.727821506,2.757872685,-0.042109851,0.758626273,-2.376269778,2.587732459,-7.366833272,14.77905282,-1
649,MODEL1,PARMS,RMB,1.362484823,12.05131968,0.273549844,-0.587028251,1.472104497,-0.417530433,4.439703016,-11.12398577,1.26567411,-3.323983595,6.432214116,-1
650,MODEL1,PARMS,RMB,1.327587893,25.74997653,0.272073364,-0.7441779,2.698623902,-1.216859409,5.722324837,-13.23548746,0.74310395,-1.287451255,2.849976129,-1
651,MODEL1,PARMS,RMB,1.355634124,-5.062783241,0.577935097,-1.434139639,4.998514569,0.78108015,-0.821553315,0.700808708,0.546867172,-0.491723843,0.696066386,-1
652,MODEL1,PARMS,RMB,1.391923829,18.7098512,0.524574736,-1.019850574,3.02019526,-0.850113582,4.513862289,-10.81474981,0.791693407,-0.68218646,0.843935717,-1
653,MODEL1,PARMS,RMB,1.352016661,9.691491713,0.26248328,-0.602698307,1.535517094,-0.173864689,1.746562342,-4.890980425,0.973595037,-1.841164738,3.659439091,-1
654,MODEL1,PARMS,RMB,1.292679585,5.73074256,0.275363618,-1.130147861,4.931774257,0.009935332,1.542767947,-3.999901388,1.298200477,-3.065784433,6.252446445,-1
655,MODEL1,PARMS,RMB,1.325881592,16.87514868,0.568427352,-2.039320484,7.344685572,-0.977147377,2.673447394,-6.075083207,2.194953878,-4.977838813,9.444610652,-1
656,MODEL1,PARMS,RMB,1.365195015,13.97997924,-0.009891523,-0.714379256,3.768326702,-0.328547868,2.648156027,-6.735778337,0.806495299,-1.679998587,3.011401253,-1
657,MODEL1,PARMS,RMB,1.418595281,16.50350927,0.332106485,-0.871927696,2.73658884,-0.714923417,3.462484233,-8.277985681,1.28784624,-2.714227722,5.151385841,-1
658,MODEL1,PARMS,RMB,1.470217355,10.67737065,0.451538522,-1.994834521,8.190061463,-0.515927023,1.223389631,-2.340686418,2.097954304,-4.705167908,8.871053845,-1
659,MODEL1,PARMS,RMB,1.32301863,13.01303239,0.511886657,-1.940572558,7.230008777,-0.516009769,3.062531942,-7.326159416,1.318681909,-3.109285389,5.663328326,-1
660,MODEL1,PARMS,RMB,1.448371158,25.75895923,0.448467409,-1.250020902,5.043846595,-1.3531798,5.275929725,-11.31257514,1.255400561,-3.064358452,6.020141851,-1
661,MODEL1,PARMS,RMB,1.384945754,9.268623438,0.40364385,-1.303011555,5.015786663,-0.166811498,2.292735182,-5.545669416,0.733675875,-0.743884303,1.104781676,-1
662,MODEL1,PARMS,RMB,1.320019634,15.11121262,0.137309389,-0.173459975,0.518893082,-0.532275691,3.585845193,-9.029391532,1.021071113,-2.802656407,6.196003257,-1
663,MODEL1,PARMS,RMB,1.343925101,16.57837697,0.394462464,-1.508148158,5.384356398,-0.656522175,3.099504346,-7.595342455,0.981287173,-2.046730345,4.13574946,-1
664,MODEL1,PARMS,RMB,1.298628938,13.84172695,0.21853696,-0.812833308,2.460018377,-0.462189557,2.688528389,-5.936858057,1.125146253,-3.021033698,6.138984284,-1
665,MODEL1,PARMS,RMB,1.400990485,14.94279087,-0.056607044,-0.708792021,3.806906802,-0.585193513,2.101756489,-4.647229733,1.883958159,-5.501836467,11.21110389,-1
666,MODEL1,PARMS,RMB,1.340166712,-3.404320888,0.224655664,-0.681927152,3.505440771,0.656211095,-0.826056209,1.566316337,1.028747959,-1.315303101,1.844187116,-1
667,MODEL1,PARMS,RMB,1.277838378,14.18103887,0.284738231,-0.62197931,2.055504164,-0.539115711,2.897588596,-7.330566399,1.185853579,-2.848666671,5.964700536,-1
668,MODEL1,PARMS,RMB,1.350799184,16.84524284,0.063707072,-0.176697348,-0.26685685,-0.680695007,2.75558209,-6.359604766,1.403419205,-2.958042319,5.759682693,-1
669,MODEL1,PARMS,RMB,1.423353772,-0.242675254,0.289032586,-1.442119012,5.356534459,0.41927581,-0.631265336,0.793125747,1.442335961,-4.80686642,10.39904628,-1
670,MODEL1,PARMS,RMB,1.280905691,2.862624425,-0.038343409,-0.074435055,0.507365026,0.166278658,-0.988688259,2.186728945,1.946729669,-4.664394628,8.693124322,-1
671,MODEL1,PARMS,RMB,1.251288001,7.830019433,0.369516258,-1.436650739,5.620107409,-0.057212501,2.594630929,-6.177882416,0.833060538,-2.250180416,4.263294049,-1
672,MODEL1,PARMS,RMB,1.214669584,4.277288788,0.193861141,-0.235941803,1.065717679,0.067671008,2.096101792,-6.091422293,1.44882944,-3.074487875,5.831872551,-1
673,MODEL1,PARMS,RMB,1.262235191,6.889966975,0.236146208,-0.495128679,1.986121076,-0.045608937,2.042638528,-5.993299125,1.172762257,-2.309761397,4.163511373,-1
674,MODEL1,PARMS,RMB,1.287171437,6.850091412,0.297957347,-1.135986318,3.420521301,0.171861149,1.469691691,-4.891197118,0.287959267,-1.036552194,2.95793813,-1
675,MODEL1,PARMS,RMB,1.533301439,24.36762489,0.097846627,-0.66511774,2.876771798,-1.387490078,5.55885959,-11.47728557,2.386513754,-6.743811481,13.15921003,-1
676,MODEL1,PARMS,RMB,1.40624496,4.284672388,0.37431944,-1.101801578,4.500149281,0.073503242,2.621382089,-7.374384589,1.156363801,-1.931176373,3.150797832,-1
677,MODEL1,PARMS,RMB,1.392999735,16.41561705,0.409835534,-1.423403412,5.027930869,-0.848316089,1.89023452,-3.954347527,1.929395344,-4.231442739,8.100451586,-1
678,MODEL1,PARMS,RMB,1.246301727,3.154631996,0.381030388,-1.08224245,3.934634756,0.226650382,0.366323285,-2.42291662,0.910718342,-1.969647673,4.283149961,-1
679,MODEL1,PARMS,RMB,1.365611452,12.95618688,0.407757788,-1.035578505,3.308732275,-0.594033375,2.095055697,-3.950806749,1.733834131,-4.358892413,8.20513249,-1
680,MODEL1,PARMS,RMB,1.530004129,13.48021076,0.434527835,-1.129518204,3.864920264,-0.421863424,1.468355676,-2.529429445,0.70523121,-0.208060991,-0.669429237,-1
681,MODEL1,PARMS,RMB,1.296389974,12.62698032,0.333829284,-1.14975426,5.222157106,-0.524048402,4.363874565,-10.69700393,1.485630562,-3.699621953,6.855595509,-1
682,MODEL1,PARMS,RMB,1.229293935,13.98743561,-0.048342507,0.00203799,-0.213878527,-0.475976533,3.536410936,-8.3424088,1.446111835,-3.311432958,5.934782159,-1
683,MODEL1,PARMS,RMB,1.226415667,3.754893646,0.089825316,-0.241878237,1.316283192,0.154903612,2.642778173,-7.479277299,1.415463073,-4.534477199,9.793115222,-1
684,MODEL1,PARMS,RMB,1.42138777,20.25832133,-0.00545979,-0.391838763,0.871882841,-1.098841582,3.306871396,-6.943571256,2.525202453,-6.316724026,11.55069475,-1
685,MODEL1,PARMS,RMB,1.323979856,10.86457968,0.457537309,-1.004464298,2.688491304,-0.336011348,2.145031539,-6.142769384,1.03957555,-2.084746833,4.090373175,-1
686,MODEL1,PARMS,RMB,1.292945042,-8.414099815,0.491817343,-0.848424294,2.852583031,0.806633331,0.654677034,-3.456903222,1.452595119,-3.764803129,7.371668732,-1
687,MODEL1,PARMS,RMB,1.2468852,8.022690021,0.181180439,-0.616539123,1.860950672,0.060828467,2.99029612,-7.727292617,0.435466135,-1.524893014,3.401075675,-1
688,MODEL1,PARMS,RMB,1.226453431,10.98067178,0.181098187,-0.908873058,3.854466951,-0.336727601,3.496736316,-8.991481631,1.471322716,-4.58065113,9.677604899,-1
689,MODEL1,PARMS,RMB,1.277169044,-4.895601511,0.247093021,-0.977400129,4.474171677,0.600042291,-0.264276073,-0.797438604,1.866599001,-5.189302972,10.49180327,-1
690,MODEL1,PARMS,RMB,1.542460905,8.376491698,0.375514903,-1.344428767,4.902887056,-0.396045689,0.583366645,-1.382085541,2.234855861,-4.11438516,7.167268754,-1
691,MODEL1,PARMS,RMB,1.387074951,34.59042486,-0.317830323,0.392180093,-0.61304579,-1.568299307,6.228057688,-14.34070148,0.589466835,-0.442727103,0.454767953,-1
692,MODEL1,PARMS,RMB,1.350013076,4.587860025,0.25491578,-0.784733595,2.900212946,0.005645434,0.863671164,-1.759518855,1.664325934,-3.763570254,6.87385203,-1
693,MODEL1,PARMS,RMB,1.400802391,18.65413349,0.363704835,-0.948475128,3.409689792,-0.88591807,2.284881352,-4.145756742,1.352676454,-2.537816764,4.761764255,-1
694,MODEL1,PARMS,RMB,1.389907556,12.55432998,0.215079837,-1.059767436,4.130733382,-0.365569857,3.300448122,-7.626633541,1.091390481,-3.363565609,6.924104434,-1
695,MODEL1,PARMS,RMB,1.2608027,8.056095558,0.300944857,-0.712997559,2.215529292,-0.126102189,1.787234593,-3.859965767,1.084009452,-1.352218119,1.260429938,-1
696,MODEL1,PARMS,RMB,1.319470436,15.82519107,0.331126971,-1.161157634,4.466586817,-0.688445617,2.398151502,-5.442314784,1.387442518,-2.620236915,4.764177691,-1
697,MODEL1,PARMS,RMB,1.345415378,11.28757639,0.253315707,-1.022825337,4.330478535,-0.35768242,1.984076563,-4.717291657,1.370787598,-3.380957226,6.840878348,-1
698,MODEL1,PARMS,RMB,1.321859452,15.44245287,0.27198418,-1.25216494,4.912077936,-0.669114523,4.998878704,-12.61817678,1.566016583,-5.109130073,10.34048578,-1
699,MODEL1,PARMS,RMB,1.317175457,14.48809898,-0.020504421,-0.233846767,0.167437095,-0.54116996,3.233048464,-8.068351361,1.614141555,-4.470789306,9.077503561,-1
700,MODEL1,PARMS,RMB,1.320740166,27.02932596,0.011065797,-0.227786531,1.593672157,-1.319580948,4.402345127,-8.126633073,1.306353172,-2.815996442,4.808474539,-1
701,MODEL1,PARMS,RMB,1.367085765,6.23501779,0.367590846,-1.185587299,5.142128269,-0.185734839,1.352365798,-3.179568874,1.915106965,-4.869937281,9.48338314,-1
702,MODEL1,PARMS,RMB,1.403440967,12.21491419,0.519550652,-1.218488103,4.760383439,-0.470885667,2.353318188,-4.770816609,1.058438706,-1.171289691,1.497097985,-1
703,MODEL1,PARMS,RMB,1.4258583,8.012371153,-0.035215901,-0.147879846,0.756264171,0.057702939,1.527962777,-4.912069274,0.821086782,-1.816927128,4.229842171,-1
704,MODEL1,PARMS,RMB,1.30978595,6.959605588,0.40077324,-1.087406272,3.470776712,-0.19499789,2.389789,-5.411940614,1.693403533,-4.884232001,9.984841799,-1
705,MODEL1,PARMS,RMB,1.280854394,2.304174362,0.182400655,-0.718388472,3.076323313,0.221159364,1.825489443,-5.235331338,1.458235849,-4.279370049,8.603672918,-1
706,MODEL1,PARMS,RMB,1.441904421,19.49007354,0.062080483,-0.432645434,1.076982873,-1.130811442,5.221865077,-12.73320033,2.716586326,-7.191037751,13.65121367,-1
707,MODEL1,PARMS,RMB,1.413532218,29.4630653,0.329539628,-0.937612019,3.342387922,-1.561541805,5.683394352,-12.90159557,1.297689853,-3.364863646,6.956977716,-1
708,MODEL1,PARMS,RMB,1.413662357,25.23811702,0.183632027,-0.87782009,3.565562728,-1.229770318,4.49116662,-10.02241981,1.254982438,-2.340322247,4.307120712,-1
709,MODEL1,PARMS,RMB,1.346468409,22.36720745,0.172286113,0.183623435,-1.239228227,-1.154806045,5.924238676,-13.00819621,1.567626943,-4.255927615,8.329007601,-1
710,MODEL1,PARMS,RMB,1.319841088,3.907743857,0.447530013,-1.436348298,6.022517967,0.19338839,1.252644945,-3.711598036,0.747576846,-0.366829025,-0.265455587,-1
711,MODEL1,PARMS,RMB,1.325623337,16.94403027,0.323792075,-0.925311383,3.052986987,-0.754925017,3.941433367,-9.639490061,1.297899171,-2.123831985,3.850851988,-1
712,MODEL1,PARMS,RMB,1.540318164,25.61669456,0.270095482,-0.860181251,3.27958017,-1.438784211,5.035059394,-10.92193678,2.017581243,-5.654613916,11.34081678,-1
713,MODEL1,PARMS,RMB,1.354131241,16.97857259,0.262987832,-0.638690051,2.225520739,-0.779610792,3.762552059,-9.00610591,1.44683208,-2.299412245,3.475976569,-1
714,MODEL1,PARMS,RMB,1.36564412,4.172632745,0.406854763,-1.236814157,4.536211457,0.180592425,-0.182944371,0.21942444,0.813842496,-1.346603303,2.316380542,-1
715,MODEL1,PARMS,RMB,1.430428938,5.589825553,0.645587388,-1.198031464,3.854057631,-0.15328527,1.948684266,-4.395354029,1.487059231,-3.20418916,5.858077285,-1
716,MODEL1,PARMS,RMB,1.3924919,10.39392286,0.185631378,-0.65651065,2.574474567,-0.322138754,3.582654557,-9.3838533,1.561782749,-5.004552112,10.4724208,-1
717,MODEL1,PARMS,RMB,1.541309453,20.20291437,0.325340419,-1.451741862,5.831335354,-1.104074306,3.298639973,-7.266828781,2.110767846,-5.040316186,9.903338753,-1
718,MODEL1,PARMS,RMB,1.36591205,16.32891761,0.098508987,-0.188770095,-0.209501954,-0.669154302,2.031139305,-3.429091573,1.500449797,-3.372490698,6.10960645,-1
719,MODEL1,PARMS,RMB,1.360743717,16.30812947,0.220080801,-0.807655769,3.388422807,-0.620904416,3.513823907,-7.341558486,1.001718997,-2.535188013,4.751808338,-1
720,MODEL1,PARMS,RMB,1.403106341,13.55612972,0.190116314,-0.540030239,1.635915027,-0.497286656,3.615109457,-9.00784753,1.355060175,-4.162198543,8.834952384,-1
721,MODEL1,PARMS,RMB,1.327065451,-3.428890617,0.157699189,-0.411803679,1.802674464,0.670656142,0.177692001,-1.430702233,1.082721207,-2.356782355,4.480023144,-1
722,MODEL1,PARMS,RMB,1.324865306,13.00544128,0.211830048,-0.785583425,2.792360049,-0.499200936,1.82875108,-4.242822408,1.550906287,-3.307507936,6.404836527,-1
723,MODEL1,PARMS,RMB,1.452878114,13.83906493,0.25140926,-0.993235106,3.647846561,-0.552376452,1.033987795,-1.355339822,1.54114922,-2.1278838,2.795881415,-1
724,MODEL1,PARMS,RMB,1.395015985,17.89070552,0.344581034,-0.618605692,1.905086954,-0.923864787,4.589139868,-10.17522442,1.69004467,-3.607923049,6.090175635,-1
725,MODEL1,PARMS,RMB,1.251431978,16.13458866,0.098879041,-0.721088231,3.006739825,-0.643935833,3.868946409,-9.348867705,1.437158707,-3.607427429,6.701635566,-1
726,MODEL1,PARMS,RMB,1.285151229,6.950816467,0.549415536,-1.862658077,7.131870962,-0.262793613,2.036004636,-4.639567508,1.916247277,-5.473780749,10.74773379,-1
727,MODEL1,PARMS,RMB,1.30978919,10.47643532,0.147153239,-0.527684851,2.128626033,-0.414791399,3.342432462,-8.173463898,2.002163819,-5.591453094,10.74877596,-1
728,MODEL1,PARMS,RMB,1.468009118,13.39595881,0.261857115,-0.305941359,0.984081568,-0.437846342,2.039493369,-3.778573087,0.910268747,-1.201468928,1.548653285,-1
729,MODEL1,PARMS,RMB,1.307297135,12.19780863,0.039711203,-0.266283085,1.398297093,-0.360955656,1.690440339,-4.237716491,1.333752718,-2.596272768,5.035405333,-1
730,MODEL1,PARMS,RMB,1.391781756,14.60622791,0.495142288,-0.962193007,3.110864583,-0.731651945,1.913269936,-3.645609403,1.674940754,-3.942421716,8.032535419,-1
731,MODEL1,PARMS,RMB,1.481032681,21.62468611,-0.1922872,0.254970141,-0.921930226,-1.068387357,3.241938543,-5.790987338,2.075634743,-4.4898522,7.917565775,-1
732,MODEL1,PARMS,RMB,1.465466643,17.57622058,0.37625093,-1.061595376,3.832606871,-0.920064593,3.695257079,-7.769104527,1.84023912,-3.868038504,6.359282825,-1
733,MODEL1,PARMS,RMB,1.417073204,10.12219829,0.309694905,-0.938295887,3.821643886,-0.235360577,2.04188561,-5.562228679,0.950673311,-0.429102062,0.08339938,-1
734,MODEL1,PARMS,RMB,1.416489433,14.49293683,0.158762863,-0.417028383,1.283583021,-0.677112807,1.78780731,-3.777531825,1.988242107,-5.068260417,10.37678404,-1
735,MODEL1,PARMS,RMB,1.359750216,11.38347784,0.197269495,-0.778408032,3.110896315,-0.23366726,4.000697156,-10.3747206,0.806602168,-2.471551489,4.901919101,-1
736,MODEL1,PARMS,RMB,1.29377737,12.30004318,0.460675154,-1.212387575,4.370193364,-0.574657628,4.310261156,-11.22124728,1.728169932,-4.645382663,9.367036075,-1
737,MODEL1,PARMS,RMB,1.467478692,8.590670828,0.196918175,-0.790253943,3.026557934,-0.168019618,1.739821623,-4.412641227,1.434523832,-3.25575964,5.91728534,-1
738,MODEL1,PARMS,RMB,1.370682236,15.94123382,0.491764198,-1.567196996,5.911908167,-0.879546682,3.487787905,-7.625564043,2.002404481,-4.794019342,8.877520995,-1
739,MODEL1,PARMS,RMB,1.290142776,16.39793949,0.030676071,-0.375586165,1.922914447,-0.577073192,4.200669645,-10.12081831,1.052922055,-2.833482737,5.542855283,-1
740,MODEL1,PARMS,RMB,1.328774515,28.54382762,0.210341196,-1.242462598,5.267312541,-1.559207914,5.01601565,-10.92099171,1.916314511,-5.568275648,11.18233885,-1
741,MODEL1,PARMS,RMB,1.234717758,19.53020358,0.509327284,-1.310635244,4.542721823,-1.054176968,5.168073913,-11.94322057,1.635606524,-4.65549083,9.267555342,-1
742,MODEL1,PARMS,RMB,1.359039112,-10.29317266,0.087241796,-0.695876435,3.187232531,1.11393237,-2.906132082,6.287480465,1.377731819,-3.524023319,7.154843728,-1
743,MODEL1,PARMS,RMB,1.231661036,9.209259429,0.262608877,-0.446782054,1.759591471,-0.196781741,3.114571698,-7.265377356,1.046012749,-2.551235419,4.861030629,-1
744,MODEL1,PARMS,RMB,1.331649008,5.887388972,0.362474436,-0.822344925,2.532564195,-0.090568325,2.929611842,-7.032823349,1.55969945,-5.727713445,11.85791418,-1
745,MODEL1,PARMS,RMB,1.239373246,15.19248716,0.128405131,-0.080504509,0.641390436,-0.625818268,5.538636309,-13.93572598,1.335117921,-3.194616102,6.106248323,-1
746,MODEL1,PARMS,RMB,1.282931397,19.72232045,0.240465716,-0.834009859,3.607623595,-0.862309216,3.923970706,-8.581286428,1.019716018,-1.491990577,1.994828273,-1
747,MODEL1,PARMS,RMB,1.343642902,9.525283618,0.098768382,-0.783488892,3.283501755,-0.174775028,3.107289997,-8.007100253,1.275566785,-3.077679465,5.483180724,-1
748,MODEL1,PARMS,RMB,1.390713981,11.63289012,0.433630795,-1.165123423,4.024884279,-0.361117355,2.720851391,-6.083340549,0.966248622,-2.498755406,4.939827395,-1
749,MODEL1,PARMS,RMB,1.318767427,6.862797885,0.363103373,-0.992579682,3.558958315,-0.185417647,1.041937411,-2.567260624,1.654500355,-3.376399646,6.379991077,-1
750,MODEL1,PARMS,RMB,1.362837681,10.81732613,0.710797934,-1.839808332,6.549771845,-0.416932049,1.653397195,-3.453917482,1.03358753,-0.524778376,-0.402703063,-1
751,MODEL1,PARMS,RMB,1.266809147,4.065060261,0.289004015,-0.776470828,2.086318453,0.188291382,0.577045353,-2.707293199,0.949385597,-1.13226021,2.003330171,-1
