SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,ers_tot,ers_tot1,ers_tot2,LB10
1,MODEL1,PARMS,LB10,0.917862505,6.238408979,0.064124284,-0.03415532,-0.097654384,-0.245351167,0.841970692,-1.933346289,0.437011501,0.214641415,-0.847604022,-1
2,MODEL1,PARMS,LB10,0.903780878,8.468490206,-0.040435422,0.095900607,-0.099825667,-0.309653836,0.652460303,-1.476370568,0.189735832,0.867849877,-2.23678131,-1
3,MODEL1,PARMS,LB10,0.914049668,2.256228404,0.078084861,-0.310211018,1.013566347,-0.041873847,0.157427198,-0.286421412,0.798387348,-2.19882108,4.526426952,-1
4,MODEL1,PARMS,LB10,0.883461413,-1.545040528,-0.012146267,-0.366465375,2.088694328,0.267875759,-0.46541895,0.581306071,0.605497903,-0.80684911,1.091861541,-1
5,MODEL1,PARMS,LB10,0.849385715,-2.624542602,-0.150648952,0.165119342,-0.11113456,0.402229248,-1.110587065,2.160564262,0.495403138,-0.73586946,1.462281448,-1
6,MODEL1,PARMS,LB10,0.932565963,-0.327810487,-0.137081418,0.178340789,-0.230750229,0.230128883,-1.353095589,3.391324824,0.606478151,-1.15870173,2.423620262,-1
7,MODEL1,PARMS,LB10,0.947491403,4.188838369,-0.050258587,0.038984661,0.176019216,-0.066519914,0.567502365,-1.622589071,0.43104867,-0.293087541,0.408537339,-1
8,MODEL1,PARMS,LB10,0.942298874,-3.023434493,-0.054188032,-0.052748306,0.675528315,0.387198195,-1.876149451,4.590078418,0.571851878,-0.862892076,1.63386638,-1
9,MODEL1,PARMS,LB10,0.896399215,3.175136027,0.120813518,-0.511150145,2.110494041,-0.027635155,0.186078108,-0.465061266,0.359477254,-0.75855636,1.555490929,-1
10,MODEL1,PARMS,LB10,0.866454902,8.805318383,0.035264945,-0.237647408,1.408944992,-0.465989243,1.935255901,-4.507349857,0.734055217,-1.62525099,3.273771072,-1
11,MODEL1,PARMS,LB10,0.831740124,-2.780346811,0.112961254,-0.311473382,1.453757761,0.411619756,-1.105454993,1.570348411,0.057903547,1.201111565,-2.814780855,-1
12,MODEL1,PARMS,LB10,0.8732776,4.890360455,-0.114680326,0.260222201,-1.043740823,-0.09033736,0.475679552,-1.377485994,0.409594969,-0.263845892,0.169510713,-1
13,MODEL1,PARMS,LB10,0.964630753,-2.063317481,-0.048333093,0.139987506,-0.37320361,0.395592877,-1.146735399,2.440530078,0.192462591,0.495440259,-1.57063478,-1
14,MODEL1,PARMS,LB10,0.93362554,1.939646728,-0.050851391,-0.26278332,1.166116481,0.152233564,-1.023203187,2.927367521,0.227006317,-0.635715587,1.789232588,-1
15,MODEL1,PARMS,LB10,0.927093975,-3.381754744,-0.135888875,0.262791015,-0.959205234,0.42834346,-2.021787876,4.722980911,0.59781464,-1.086982722,2.09250151,-1
16,MODEL1,PARMS,LB10,0.822234582,8.11171826,0.097662287,-0.752176139,3.008845504,-0.338200983,0.885166694,-2.341775711,0.386697523,-0.137667548,-0.396075198,-1
17,MODEL1,PARMS,LB10,0.909566854,8.44099556,0.059358531,-0.45765265,2.263710255,-0.434165529,1.813197294,-3.905043074,0.650453736,-0.916232169,1.280154086,-1
18,MODEL1,PARMS,LB10,0.86362775,3.415990943,0.008285021,-0.14949511,0.454098814,-0.028773391,0.816138171,-2.590492877,0.367640422,-0.350021561,0.820165154,-1
19,MODEL1,PARMS,LB10,0.904245625,2.958474897,-0.168624586,0.394948156,-1.459268789,0.044063013,0.347142297,-1.294370771,0.485659576,-0.643441707,0.825452721,-1
20,MODEL1,PARMS,LB10,0.930786149,-0.893789206,0.103220183,-0.12695515,0.202026452,0.299156627,-0.524680158,1.285709574,0.081076515,0.057664734,-0.204387083,-1
21,MODEL1,PARMS,LB10,0.855531832,3.005557996,-0.128966792,0.372601345,-1.10078774,-0.068474891,0.516434343,-1.492957145,0.924076372,-2.788678815,6.012137949,-1
22,MODEL1,PARMS,LB10,0.881997836,1.682908684,0.027671868,-0.000523246,-0.084424114,-0.028168053,0.87532908,-2.010035543,0.896477309,-2.363362449,4.705735823,-1
23,MODEL1,PARMS,LB10,0.890812226,3.292294588,-0.124512789,0.29963231,-0.993359759,-0.054657854,0.769790768,-2.306423782,0.758531351,-1.733090697,3.419329575,-1
24,MODEL1,PARMS,LB10,0.920733154,3.042782301,0.222474455,-0.722422239,2.761404656,-0.060603698,0.59946094,-1.865231647,0.322964519,0.400459529,-1.161870461,-1
25,MODEL1,PARMS,LB10,0.982243513,-5.981666092,0.121168793,-0.336365503,1.388937404,0.426254493,-0.109201809,-0.85958047,0.957020975,-2.301558196,4.73088886,-1
26,MODEL1,PARMS,LB10,0.819759845,9.697709691,-0.084663502,0.029625272,0.603431478,-0.516580905,1.597350579,-3.567600579,0.901568819,-1.830203365,3.441481502,-1
27,MODEL1,PARMS,LB10,0.971601977,7.243565239,0.003276334,-0.243347241,1.041648483,-0.328173062,1.08481471,-2.673944474,0.681985046,-1.379018532,2.967123004,-1
28,MODEL1,PARMS,LB10,0.852047552,-3.929340948,-0.093831872,0.224783217,-0.405727518,0.427785182,-1.45613068,3.122697225,0.662088001,-1.155145039,2.207739281,-1
29,MODEL1,PARMS,LB10,0.907623544,5.113398651,-0.1231599,0.230787335,-0.769744284,-0.076941689,0.196441903,-0.339469796,0.266545811,0.419503064,-1.220804567,-1
30,MODEL1,PARMS,LB10,0.860119761,4.647932452,0.000596209,-0.05050648,0.384852789,-0.194447427,1.512622881,-3.769478844,0.705038617,-0.461733982,0.111149535,-1
31,MODEL1,PARMS,LB10,0.868111179,6.0340171,0.110011261,-0.28585879,0.59929943,-0.236883876,-0.396472994,1.454933159,0.465948082,0.308729972,-1.133034354,-1
32,MODEL1,PARMS,LB10,0.962245223,7.721665853,0.103539555,-0.438742404,1.640546464,-0.338006024,-0.17715537,0.818936318,0.564208362,-1.54604657,3.003572023,-1
33,MODEL1,PARMS,LB10,0.900523249,1.628693262,-0.01516144,-0.108326385,0.244001558,0.14661917,-0.647424428,0.649084723,0.26183086,-0.254840499,0.709246489,-1
34,MODEL1,PARMS,LB10,0.906288005,4.577684859,0.008880337,-0.30986181,1.572155542,-0.061688167,-0.381223224,1.153967015,0.200054571,0.908637384,-2.48173269,-1
35,MODEL1,PARMS,LB10,0.872387399,8.076418395,-0.078415457,0.165114269,-0.59964933,-0.376161919,1.276940249,-3.04545464,0.728265705,-1.527482749,2.869171165,-1
36,MODEL1,PARMS,LB10,0.901100375,6.272243616,-0.154038152,0.427338816,-1.574857901,-0.284184022,1.930393127,-4.933967918,0.923601741,-2.440274755,4.927532957,-1
37,MODEL1,PARMS,LB10,0.972600252,0.458301803,0.305019674,-0.898052478,3.3486038,0.033096657,-0.18241202,0.588953186,0.589163484,-0.406266113,0.528834768,-1
38,MODEL1,PARMS,LB10,0.926048524,9.050467158,0.027507856,-0.102224078,0.388464998,-0.361669753,1.674211178,-3.8451918,0.217508575,-0.690581402,1.69720992,-1
39,MODEL1,PARMS,LB10,0.852582064,14.25552761,0.077245286,-0.02308733,-0.00846444,-0.749324012,1.955601175,-3.986496969,0.295555285,0.144756948,-0.471134145,-1
40,MODEL1,PARMS,LB10,0.866672742,-0.102294142,0.023477325,-0.246491178,1.417221359,0.18990213,-0.227930161,-0.121355592,0.527640477,-0.946659918,1.645797594,-1
41,MODEL1,PARMS,LB10,0.856623804,-6.232445696,-0.0010243,-0.244499356,1.106528194,0.648603628,-1.256281565,2.207159875,0.259112512,-0.084108545,0.094118255,-1
42,MODEL1,PARMS,LB10,0.885006569,4.143234874,-0.006514406,-0.112908925,0.782069386,-0.154248836,0.329905232,-0.2939729,0.783111775,-1.250340071,1.809393813,-1
43,MODEL1,PARMS,LB10,0.893345402,7.136612797,-0.045898494,0.073006459,-0.258049053,-0.172973582,0.528987524,-1.402838705,0.020476217,0.796808311,-1.641448008,-1
44,MODEL1,PARMS,LB10,0.908341742,3.232997835,0.055552719,-0.289281524,1.388439187,-0.038578211,-0.167647553,0.233471326,0.479338055,-0.363162786,0.440573592,-1
45,MODEL1,PARMS,LB10,0.843906798,-0.315092624,0.075103345,-0.598144148,2.754293088,0.279783911,-1.038445253,2.295043594,0.075212676,0.842974361,-2.059922397,-1
46,MODEL1,PARMS,LB10,0.907842166,-3.039646049,-0.120832851,0.31967493,-1.153079301,0.319705613,-1.200509231,2.677491096,0.975325171,-1.812869575,2.806406738,-1
47,MODEL1,PARMS,LB10,0.903597114,3.272327601,0.056814957,-0.413952104,1.716728539,-0.03383835,-0.407211892,1.004832127,0.415031295,0.223900267,-0.848822798,-1
48,MODEL1,PARMS,LB10,0.973064404,-9.900650113,-0.067544601,0.287748358,-0.909717791,0.87067907,-2.370350427,4.553911981,0.37279684,-0.198261221,0.027937297,-1
49,MODEL1,PARMS,LB10,0.867919782,11.01596059,0.046033921,-0.245776178,0.995456273,-0.519579647,1.106385272,-2.132294447,0.350591295,0.454177307,-1.660083341,-1
50,MODEL1,PARMS,LB10,0.969332407,6.43537256,-0.029614931,-0.090549116,0.853106273,-0.201202204,0.329491743,-0.401029096,0.36454915,-0.418496247,0.801144147,-1
51,MODEL1,PARMS,LB10,0.864020138,1.26059502,-0.100640795,0.189984358,-0.528505594,0.096202748,-0.853335896,1.868242674,0.691455202,-0.960505769,1.467237231,-1
52,MODEL1,PARMS,LB10,0.859273362,6.253722721,-0.032306218,-0.119074128,1.087436902,-0.233533647,0.822270915,-1.75890051,0.514512386,-0.118384883,-0.411181404,-1
53,MODEL1,PARMS,LB10,0.957324896,-1.993694364,-0.106682496,0.211333528,-0.503435388,0.379496367,-1.637916775,3.49552915,0.365971855,-0.348325104,0.54161371,-1
54,MODEL1,PARMS,LB10,0.960015999,0.376734959,-0.036922692,-0.136357051,0.885457158,0.175097582,-1.219833013,3.007345577,0.482858832,0.122164374,-0.929383148,-1
55,MODEL1,PARMS,LB10,0.868455973,0.52628916,-0.077532871,0.135548456,-0.187530777,0.129840531,-0.121835283,0.109202148,0.652675087,-1.061167546,1.548878939,-1
56,MODEL1,PARMS,LB10,0.882855007,3.830439666,0.06254208,0.113539815,-0.562489276,-0.132312508,0.823036006,-1.818682676,0.584361808,-0.323079882,-0.166137494,-1
