SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,sRB10
1,MODEL1,PARMS,sRB10,0.81248281,1.969273373,0.364866003,-0.749936034,1.07238919,-1
2,MODEL1,PARMS,sRB10,0.872808757,2.583605797,0.185953621,-0.323564371,0.701574816,-1
3,MODEL1,PARMS,sRB10,0.819964525,2.453609938,0.228392185,-0.173375289,0.030728565,-1
4,MODEL1,PARMS,sRB10,0.917765499,1.618784863,0.5216645,-1.984682626,3.41220045,-1
5,MODEL1,PARMS,sRB10,0.813427387,1.803007726,0.402220583,-0.872355088,1.294705984,-1
6,MODEL1,PARMS,sRB10,0.845131723,2.331202422,0.249673644,-0.114309624,-0.01496516,-1
7,MODEL1,PARMS,sRB10,0.807408872,2.046984503,0.285708733,0.124309348,-0.453207241,-1
8,MODEL1,PARMS,sRB10,0.820627116,1.913437545,0.358202942,-0.529319835,0.677361309,-1
9,MODEL1,PARMS,sRB10,0.802141623,2.165756049,0.311803882,-0.719055876,1.166818332,-1
10,MODEL1,PARMS,sRB10,0.789871779,1.439819886,0.535176333,-1.984094387,3.451446614,-1
11,MODEL1,PARMS,sRB10,0.809535327,2.688120668,0.140257206,0.220211717,-0.553354733,-1
12,MODEL1,PARMS,sRB10,0.816871131,2.072578999,0.326073238,-0.665871118,1.079081202,-1
13,MODEL1,PARMS,sRB10,0.840964954,2.275671028,0.24645002,-0.005078246,-0.210198561,-1
14,MODEL1,PARMS,sRB10,0.819362461,2.655161147,0.151446255,0.360976897,-0.790320839,-1
15,MODEL1,PARMS,sRB10,0.873198878,2.436502938,0.215085749,-0.226334986,0.384120663,-1
16,MODEL1,PARMS,sRB10,0.898339843,2.413870047,0.215787322,-0.262719221,0.573906157,-1
17,MODEL1,PARMS,sRB10,0.813157273,2.796968455,0.123969776,0.211423841,-0.4757216,-1
18,MODEL1,PARMS,sRB10,0.80760383,1.634073755,0.483383572,-1.929664891,3.521835461,-1
19,MODEL1,PARMS,sRB10,0.797940623,1.382552246,0.531879913,-1.641064679,2.84254332,-1
20,MODEL1,PARMS,sRB10,0.821136303,1.497209751,0.502329452,-1.101367058,1.607195849,-1
21,MODEL1,PARMS,sRB10,0.808085019,1.776721959,0.414946691,-0.944785401,1.356761084,-1
22,MODEL1,PARMS,sRB10,0.832317936,1.628061278,0.498142587,-1.522969869,2.463137592,-1
23,MODEL1,PARMS,sRB10,0.868178125,1.224026279,0.62017163,-2.507415729,4.421864883,-1
24,MODEL1,PARMS,sRB10,0.797548918,1.53219891,0.461749681,-0.997889292,1.495096003,-1
25,MODEL1,PARMS,sRB10,0.865998177,1.961157508,0.374549914,-1.177955828,2.003745435,-1
26,MODEL1,PARMS,sRB10,0.805545741,1.820246776,0.40464127,-1.308527427,2.306850419,-1
27,MODEL1,PARMS,sRB10,0.860803519,2.026026952,0.366949494,-1.06339401,1.770121611,-1
28,MODEL1,PARMS,sRB10,0.766506745,1.686996388,0.440886986,-1.020690226,1.466171207,-1
29,MODEL1,PARMS,sRB10,0.872252558,1.465164953,0.490356326,-1.509742005,2.637207064,-1
30,MODEL1,PARMS,sRB10,0.800385231,2.60553042,0.196184182,-0.486422323,0.861112869,-1
31,MODEL1,PARMS,sRB10,0.784492312,2.288895672,0.234329549,0.221508321,-0.78309205,-1
32,MODEL1,PARMS,sRB10,0.81552854,1.633434785,0.428430539,-0.707533342,0.938415384,-1
33,MODEL1,PARMS,sRB10,0.824897071,2.11361959,0.320810767,-0.626447374,0.972574647,-1
34,MODEL1,PARMS,sRB10,0.804371328,2.891573186,0.118158689,0.138320133,-0.337094146,-1
35,MODEL1,PARMS,sRB10,0.805830281,2.241857809,0.293579053,-0.502972989,0.741145,-1
36,MODEL1,PARMS,sRB10,0.838922291,1.279726386,0.561550852,-1.490982765,2.405226317,-1
37,MODEL1,PARMS,sRB10,0.769442654,2.706017005,0.115627512,0.588784292,-1.195146687,-1
38,MODEL1,PARMS,sRB10,0.802876452,2.739723718,0.152187689,0.069332451,-0.296269871,-1
39,MODEL1,PARMS,sRB10,0.815559035,2.183577014,0.28613182,-0.382512548,0.635657888,-1
40,MODEL1,PARMS,sRB10,0.816243832,2.786240728,0.098647714,0.689343676,-1.423649537,-1
41,MODEL1,PARMS,sRB10,0.79027036,1.714729617,0.420649889,-0.878388516,1.299391772,-1
42,MODEL1,PARMS,sRB10,0.811171708,1.96829247,0.333661169,-0.490820512,0.736135861,-1
43,MODEL1,PARMS,sRB10,0.80055789,2.167155728,0.278622042,-0.109808747,0.134332584,-1
44,MODEL1,PARMS,sRB10,0.845936014,2.042610397,0.354346832,-0.871638953,1.456242337,-1
45,MODEL1,PARMS,sRB10,0.790955553,1.500835147,0.483555863,-1.406380185,2.363114455,-1
46,MODEL1,PARMS,sRB10,0.797781361,2.516630821,0.233793997,-0.695105832,1.288606662,-1
47,MODEL1,PARMS,sRB10,0.862530147,1.555478613,0.470596678,-1.368449981,2.256068802,-1
48,MODEL1,PARMS,sRB10,0.778853267,1.934446706,0.388562965,-1.342862627,2.403743619,-1
49,MODEL1,PARMS,sRB10,0.858506097,2.018123889,0.349133907,-0.735010822,1.156805782,-1
50,MODEL1,PARMS,sRB10,0.844177721,1.652690771,0.421928158,-0.700154961,1.059117543,-1
51,MODEL1,PARMS,sRB10,0.778700818,2.023997946,0.355019961,-0.957342304,1.590691946,-1
52,MODEL1,PARMS,sRB10,0.841828155,2.05961319,0.346123012,-0.798967996,1.215627825,-1
53,MODEL1,PARMS,sRB10,0.82591027,2.298118882,0.285739597,-0.600782442,0.91461499,-1
54,MODEL1,PARMS,sRB10,0.837785453,1.198697979,0.561882321,-1.409906087,2.192890714,-1
55,MODEL1,PARMS,sRB10,0.836126505,1.411582714,0.514362491,-1.122689297,1.705795645,-1
56,MODEL1,PARMS,sRB10,0.771973124,0.896651774,0.629610271,-1.634728592,2.63088667,-1
57,MODEL1,PARMS,sRB10,0.850784863,1.708327904,0.43959107,-0.820687961,1.200158073,-1
58,MODEL1,PARMS,sRB10,0.982670775,2.799794266,0.143620521,0.774052424,-1.774883933,-1
59,MODEL1,PARMS,sRB10,0.841528164,2.107012493,0.307875131,-0.227357144,0.176707798,-1
60,MODEL1,PARMS,sRB10,0.821687441,1.834867087,0.389137681,-0.934906943,1.523790122,-1
61,MODEL1,PARMS,sRB10,0.810889387,1.480746254,0.519875172,-1.975892383,3.533853876,-1
62,MODEL1,PARMS,sRB10,0.820600863,1.337394344,0.568687185,-1.924171002,3.199872468,-1
63,MODEL1,PARMS,sRB10,0.798092005,1.87771716,0.36611231,-0.598920204,0.904292194,-1
64,MODEL1,PARMS,sRB10,0.865185437,2.1390742,0.302370645,-0.578738687,0.927470231,-1
65,MODEL1,PARMS,sRB10,0.899726118,2.402399524,0.219242417,-0.150584022,0.271632551,-1
66,MODEL1,PARMS,sRB10,0.79150166,2.09791782,0.29200696,-0.225182672,0.252476134,-1
67,MODEL1,PARMS,sRB10,0.842010158,2.081103701,0.346817411,-0.684371001,0.993823286,-1
68,MODEL1,PARMS,sRB10,0.813894866,1.85047279,0.404232657,-0.992703201,1.626769564,-1
69,MODEL1,PARMS,sRB10,0.841703096,2.033654637,0.355591834,-1.075755989,1.818527815,-1
70,MODEL1,PARMS,sRB10,0.863812226,1.833011003,0.426403531,-1.51504238,2.669431194,-1
71,MODEL1,PARMS,sRB10,0.810652932,1.922053333,0.356601976,-0.694691462,1.063528244,-1
72,MODEL1,PARMS,sRB10,0.800215499,1.951035043,0.380685456,-0.784706252,1.147967529,-1
73,MODEL1,PARMS,sRB10,0.834541649,1.500403028,0.466806941,-1.044022624,1.734297673,-1
74,MODEL1,PARMS,sRB10,0.829915507,1.887673475,0.392545215,-0.946216078,1.643778161,-1
75,MODEL1,PARMS,sRB10,0.83354419,2.380656789,0.233310294,-0.423933051,0.74200722,-1
76,MODEL1,PARMS,sRB10,0.801326845,2.051887584,0.323174776,-0.422066025,0.42214675,-1
77,MODEL1,PARMS,sRB10,0.852848526,1.885243953,0.389791051,-0.992004585,1.657938067,-1
78,MODEL1,PARMS,sRB10,0.829335603,2.687674437,0.135206974,0.471611889,-1.049395356,-1
79,MODEL1,PARMS,sRB10,0.839229138,2.105070225,0.31183346,-0.565215121,0.867680273,-1
80,MODEL1,PARMS,sRB10,0.820974029,1.976320537,0.334521146,-0.309785587,0.281493432,-1
81,MODEL1,PARMS,sRB10,0.835645923,2.127402582,0.310741481,-0.279242535,0.186480999,-1
82,MODEL1,PARMS,sRB10,0.795479641,1.435535434,0.537935765,-1.470180745,2.336521104,-1
83,MODEL1,PARMS,sRB10,0.872127346,2.805262209,0.136739578,-0.086327804,0.226934324,-1
84,MODEL1,PARMS,sRB10,0.815007006,2.676527632,0.163043866,0.188280036,-0.461069077,-1
85,MODEL1,PARMS,sRB10,0.831196256,1.299573998,0.562216634,-1.718643999,2.780008548,-1
86,MODEL1,PARMS,sRB10,0.808909058,1.634528124,0.442079731,-1.27168515,2.243524587,-1
87,MODEL1,PARMS,sRB10,0.811516698,1.969544862,0.362102444,-0.954687521,1.666400817,-1
88,MODEL1,PARMS,sRB10,0.786471677,1.666495143,0.41038958,-0.57635279,0.665122147,-1
89,MODEL1,PARMS,sRB10,0.810384407,2.036923704,0.352738194,-0.987865192,1.520234638,-1
90,MODEL1,PARMS,sRB10,0.812468172,1.283069167,0.555268149,-1.416715297,2.253449595,-1
91,MODEL1,PARMS,sRB10,0.833421312,2.390098818,0.254081004,-0.082630443,-0.088049858,-1
92,MODEL1,PARMS,sRB10,0.883688427,2.374201259,0.233345835,-0.032078187,-0.120978336,-1
93,MODEL1,PARMS,sRB10,0.85673497,2.355058043,0.282370315,-0.904354245,1.611818775,-1
94,MODEL1,PARMS,sRB10,0.846130213,1.765355438,0.407895315,-1.165216484,2.05241307,-1
95,MODEL1,PARMS,sRB10,0.765571991,1.494289128,0.483209398,-1.219411737,1.947548576,-1
96,MODEL1,PARMS,sRB10,0.796802033,2.21590718,0.318170642,-0.824409347,1.377353764,-1
97,MODEL1,PARMS,sRB10,0.820128173,1.6798641,0.438127266,-1.338758819,2.330977061,-1
98,MODEL1,PARMS,sRB10,0.786607432,2.376862818,0.227644557,0.203485448,-0.727159783,-1
99,MODEL1,PARMS,sRB10,0.891864334,1.502651605,0.483542842,-1.205193472,1.944735038,-1
100,MODEL1,PARMS,sRB10,0.829528513,1.458563074,0.505645763,-1.199884325,1.800762181,-1
101,MODEL1,PARMS,sRB10,0.845419004,2.040572496,0.340888223,-0.684865676,1.1545818,-1
102,MODEL1,PARMS,sRB10,0.827571926,1.894725746,0.377661324,-0.839024599,1.3871768,-1
103,MODEL1,PARMS,sRB10,0.842645021,2.394377605,0.229433694,0.037850082,-0.243733099,-1
104,MODEL1,PARMS,sRB10,0.806477739,1.551202211,0.514170353,-1.89571657,3.412062075,-1
105,MODEL1,PARMS,sRB10,0.89068497,2.204827732,0.300665744,-1.004484865,2.037220537,-1
106,MODEL1,PARMS,sRB10,0.862520592,2.035857592,0.356987715,-0.982243964,1.740475273,-1
107,MODEL1,PARMS,sRB10,0.7693293,1.942029747,0.367480886,-0.784169859,1.085805179,-1
108,MODEL1,PARMS,sRB10,0.820301719,1.146564818,0.619208839,-2.388715761,4.271426211,-1
109,MODEL1,PARMS,sRB10,0.850194854,2.418558923,0.210215741,0.260613322,-0.709976083,-1
110,MODEL1,PARMS,sRB10,0.885078328,3.033102898,0.081999534,0.024779307,0.142336643,-1
111,MODEL1,PARMS,sRB10,0.834760242,2.179189363,0.310988266,-0.658236408,1.150015118,-1
112,MODEL1,PARMS,sRB10,0.798654137,1.634675235,0.448242714,-1.000939919,1.597624858,-1
113,MODEL1,PARMS,sRB10,0.79611517,2.557827955,0.164883315,0.423539609,-0.985791558,-1
114,MODEL1,PARMS,sRB10,0.824384987,2.622099004,0.146891529,0.478709428,-1.016051612,-1
115,MODEL1,PARMS,sRB10,0.890723795,2.29910317,0.289162679,-1.088892638,2.194780928,-1
116,MODEL1,PARMS,sRB10,0.827893241,2.693409474,0.122873868,0.479618728,-1.020854838,-1
117,MODEL1,PARMS,sRB10,0.792189324,2.241373831,0.256219979,-0.229934664,0.290241472,-1
118,MODEL1,PARMS,sRB10,0.777645027,2.577129276,0.222133412,-0.58504681,1.201193192,-1
119,MODEL1,PARMS,sRB10,0.83301576,1.993083259,0.314752798,-0.366481908,0.512824075,-1
120,MODEL1,PARMS,sRB10,0.842127815,1.519977988,0.47517241,-1.031615008,1.54894661,-1
121,MODEL1,PARMS,sRB10,0.863529201,2.039202999,0.34244625,-0.634270274,0.962977295,-1
122,MODEL1,PARMS,sRB10,0.837309663,1.874468051,0.381365145,-0.814562718,1.307249276,-1
123,MODEL1,PARMS,sRB10,0.819087716,1.336579702,0.527148513,-1.522973809,2.596242065,-1
124,MODEL1,PARMS,sRB10,0.796043576,1.626880176,0.423783766,-0.920334459,1.504578907,-1
125,MODEL1,PARMS,sRB10,0.860406848,1.916560292,0.357193777,-0.55101461,0.836439103,-1
126,MODEL1,PARMS,sRB10,0.878044774,1.741912088,0.444563626,-1.024608851,1.586177093,-1
127,MODEL1,PARMS,sRB10,0.823035419,1.908129136,0.419979273,-1.513295417,2.696393893,-1
128,MODEL1,PARMS,sRB10,0.861787282,2.766311662,0.120313866,0.268729588,-0.497280246,-1
129,MODEL1,PARMS,sRB10,0.814786285,2.143211112,0.328734711,-0.877325906,1.394641243,-1
130,MODEL1,PARMS,sRB10,0.822011701,1.655796726,0.482339491,-1.431692366,2.369665062,-1
131,MODEL1,PARMS,sRB10,0.81588506,2.259200966,0.304215288,-1.008580667,1.905537176,-1
132,MODEL1,PARMS,sRB10,0.784866854,2.503150423,0.192243402,-0.242718098,0.370972151,-1
133,MODEL1,PARMS,sRB10,0.828502625,2.228285839,0.287598417,-0.564891278,0.877522114,-1
134,MODEL1,PARMS,sRB10,0.870212861,1.989049925,0.360111676,-0.660431967,0.93282257,-1
135,MODEL1,PARMS,sRB10,0.847194917,1.891713977,0.369299524,-0.705113721,1.009290094,-1
136,MODEL1,PARMS,sRB10,0.799871211,2.063131629,0.30570052,-0.105562829,0.003984093,-1
137,MODEL1,PARMS,sRB10,0.830080275,1.521871988,0.498993707,-1.408017894,2.287920053,-1
138,MODEL1,PARMS,sRB10,0.834005368,2.471275519,0.218639453,-0.146040172,0.062035786,-1
139,MODEL1,PARMS,sRB10,0.832650429,2.721100642,0.137437563,0.310419536,-0.726845569,-1
140,MODEL1,PARMS,sRB10,0.865169342,2.494157179,0.22359798,-0.385620648,0.661708738,-1
141,MODEL1,PARMS,sRB10,0.825922419,2.659257383,0.141875426,0.241099885,-0.470235834,-1
142,MODEL1,PARMS,sRB10,0.868733634,2.18935525,0.268749207,0.015620464,-0.180471318,-1
143,MODEL1,PARMS,sRB10,0.867101304,1.917092723,0.352735199,-0.343589929,0.433183372,-1
144,MODEL1,PARMS,sRB10,0.847696146,1.727028222,0.417170186,-0.733921189,1.145609125,-1
145,MODEL1,PARMS,sRB10,0.795404945,2.395771635,0.269279653,-0.917523695,1.748886155,-1
146,MODEL1,PARMS,sRB10,0.815780733,2.49115913,0.216337048,-0.290176138,0.485196122,-1
147,MODEL1,PARMS,sRB10,0.810517833,2.087189793,0.366240108,-1.091143575,1.944444329,-1
148,MODEL1,PARMS,sRB10,0.839464527,2.330223931,0.221862745,-0.130849035,0.05501784,-1
149,MODEL1,PARMS,sRB10,0.845413351,2.086517645,0.282520906,-0.003775263,-0.216995234,-1
150,MODEL1,PARMS,sRB10,0.840000882,1.589987007,0.453871133,-1.102980227,1.693892684,-1
151,MODEL1,PARMS,sRB10,0.806993312,2.302918521,0.23781614,-0.071029073,-0.045997793,-1
152,MODEL1,PARMS,sRB10,0.788677577,1.989708078,0.348064547,-0.655099413,0.925105069,-1
153,MODEL1,PARMS,sRB10,0.861659526,2.699583691,0.162183735,-0.177585802,0.329292324,-1
154,MODEL1,PARMS,sRB10,0.843389362,2.18406653,0.300519251,-0.919483786,1.661426146,-1
155,MODEL1,PARMS,sRB10,0.824808074,1.244412355,0.553004372,-1.296782689,2.02597117,-1
156,MODEL1,PARMS,sRB10,0.827449916,1.552770868,0.477487613,-1.112144016,1.857324935,-1
157,MODEL1,PARMS,sRB10,0.790450489,1.915465687,0.389033915,-0.971168886,1.460609198,-1
158,MODEL1,PARMS,sRB10,0.820241138,1.322700555,0.508002339,-0.795347609,0.889870542,-1
159,MODEL1,PARMS,sRB10,0.814190381,3.181129261,0.04988035,0.037854911,0.013417609,-1
160,MODEL1,PARMS,sRB10,0.827876453,0.902679577,0.667813789,-2.293999447,3.893187383,-1
161,MODEL1,PARMS,sRB10,0.854244757,1.390220833,0.538025644,-1.880640521,3.290070497,-1
162,MODEL1,PARMS,sRB10,0.883438193,1.944439651,0.390557834,-1.025018632,1.682198373,-1
163,MODEL1,PARMS,sRB10,0.840617969,2.115548608,0.338079608,-0.973115611,1.740782526,-1
164,MODEL1,PARMS,sRB10,0.779918581,1.811177336,0.388163487,-0.649166937,0.906356158,-1
