SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,RB4_5
626,MODEL1,PARMS,RB4_5,0.894830715,3.402147863,0.542697167,-1.309516051,2.073509041,-1
627,MODEL1,PARMS,RB4_5,0.949869622,2.38338731,0.8393607,-2.423702353,3.964038185,-1
628,MODEL1,PARMS,RB4_5,0.879541901,2.483309904,0.761432125,-1.794463233,2.874754945,-1
629,MODEL1,PARMS,RB4_5,0.915760872,2.073554911,0.893735701,-2.07397959,3.071256893,-1
630,MODEL1,PARMS,RB4_5,0.920907487,4.096171191,0.33867807,-0.365657212,0.547076117,-1
631,MODEL1,PARMS,RB4_5,0.952704689,2.394293079,0.819980961,-2.206376811,3.521603002,-1
632,MODEL1,PARMS,RB4_5,0.905951313,3.383524308,0.534968716,-1.112239567,1.758826251,-1
633,MODEL1,PARMS,RB4_5,0.943475117,3.681829234,0.440118567,-0.553000311,0.707977282,-1
634,MODEL1,PARMS,RB4_5,0.978451751,3.377662481,0.540309138,-0.892589681,1.141420771,-1
635,MODEL1,PARMS,RB4_5,0.939506898,3.302842931,0.565545904,-1.191380436,1.919769408,-1
636,MODEL1,PARMS,RB4_5,0.907589748,5.369219967,0.00937064,0.783820051,-1.335507673,-1
637,MODEL1,PARMS,RB4_5,0.914733703,3.73750749,0.443031255,-0.532940695,0.499101928,-1
638,MODEL1,PARMS,RB4_5,0.902945837,3.060135963,0.650641647,-1.792587901,3.03325477,-1
639,MODEL1,PARMS,RB4_5,0.92858914,3.215059302,0.530042045,-0.207329448,-0.151618482,-1
640,MODEL1,PARMS,RB4_5,0.914113933,3.347227533,0.511853733,-0.843080414,1.272572473,-1
641,MODEL1,PARMS,RB4_5,0.874039478,4.007435604,0.35875558,-0.237672388,0.114800551,-1
642,MODEL1,PARMS,RB4_5,0.857257254,3.50071086,0.517027597,-1.363518893,2.381297809,-1
643,MODEL1,PARMS,RB4_5,0.927253564,2.358349238,0.840398953,-2.294560387,3.740058745,-1
644,MODEL1,PARMS,RB4_5,0.877513403,3.986997627,0.370236065,-0.279499481,0.230670224,-1
645,MODEL1,PARMS,RB4_5,0.859237262,2.589808251,0.728754293,-1.691134549,2.689361806,-1
646,MODEL1,PARMS,RB4_5,0.872281601,4.106825394,0.344542727,-0.464837027,0.653471771,-1
647,MODEL1,PARMS,RB4_5,0.923734084,4.248665703,0.286749554,0.014441421,-0.138453688,-1
648,MODEL1,PARMS,RB4_5,0.965766358,4.208505316,0.301578177,0.340173349,-1.028262444,-1
649,MODEL1,PARMS,RB4_5,0.857529337,3.202310361,0.606196038,-1.518525607,2.431904965,-1
650,MODEL1,PARMS,RB4_5,0.915644322,3.654885359,0.469180273,-0.863619266,1.413028264,-1
651,MODEL1,PARMS,RB4_5,0.906666974,3.339503856,0.599515555,-1.647592636,2.679975481,-1
652,MODEL1,PARMS,RB4_5,0.833688917,3.493198218,0.512325246,-0.442917027,0.287916983,-1
653,MODEL1,PARMS,RB4_5,0.988212903,4.09782709,0.345093288,-0.657907155,1.25072746,-1
654,MODEL1,PARMS,RB4_5,0.927124592,4.820236712,0.132153128,0.526836023,-1.068478435,-1
655,MODEL1,PARMS,RB4_5,0.855823002,4.750481826,0.170892583,0.199824432,-0.402141612,-1
656,MODEL1,PARMS,RB4_5,0.900477254,4.462310029,0.255855242,-0.118376174,0.025771226,-1
657,MODEL1,PARMS,RB4_5,0.842259478,3.197312138,0.574163297,-0.811929653,0.972445454,-1
658,MODEL1,PARMS,RB4_5,0.931745048,4.168873386,0.268675387,0.689185531,-1.704215598,-1
659,MODEL1,PARMS,RB4_5,0.876472011,4.04194558,0.38840311,-0.515640185,0.615341712,-1
660,MODEL1,PARMS,RB4_5,0.903535026,4.043523504,0.327482461,-0.041403535,-0.039979196,-1
661,MODEL1,PARMS,RB4_5,0.85604615,2.800660001,0.684487509,-1.281987244,1.808538922,-1
662,MODEL1,PARMS,RB4_5,0.867032738,3.254811853,0.546120183,-0.522899091,0.487110769,-1
663,MODEL1,PARMS,RB4_5,0.938617857,5.218425116,0.029385434,1.004575072,-1.80021126,-1
664,MODEL1,PARMS,RB4_5,0.865672159,3.652417526,0.470945485,-0.98011556,1.586239055,-1
665,MODEL1,PARMS,RB4_5,0.921087177,3.676459857,0.410027437,-0.226844497,0.217453173,-1
666,MODEL1,PARMS,RB4_5,0.871709575,3.587930081,0.445616817,-0.343331071,0.338773917,-1
667,MODEL1,PARMS,RB4_5,0.834690965,4.033422707,0.358895806,-0.382243744,0.453707862,-1
668,MODEL1,PARMS,RB4_5,0.908104323,3.154491943,0.613875834,-1.333040217,1.923379468,-1
669,MODEL1,PARMS,RB4_5,0.897555711,4.019493692,0.334235365,0.054153721,-0.389078276,-1
670,MODEL1,PARMS,RB4_5,0.914809957,4.511023992,0.234993739,0.197675008,-0.520197734,-1
671,MODEL1,PARMS,RB4_5,0.845558171,2.884305474,0.695873596,-2.24159116,3.994553478,-1
672,MODEL1,PARMS,RB4_5,0.909464257,4.075407128,0.357604601,-0.532208837,0.803869991,-1
673,MODEL1,PARMS,RB4_5,0.871346324,4.602095709,0.173041154,0.998147192,-1.998160306,-1
674,MODEL1,PARMS,RB4_5,0.888771683,4.498990708,0.234275968,0.070262718,-0.166929813,-1
675,MODEL1,PARMS,RB4_5,0.948969643,3.451157495,0.505118891,-0.520125146,0.513392331,-1
676,MODEL1,PARMS,RB4_5,0.914343636,2.885478773,0.678810998,-1.79464938,3.046608645,-1
677,MODEL1,PARMS,RB4_5,0.902207333,5.591191273,-0.041756762,1.396164337,-2.692612158,-1
678,MODEL1,PARMS,RB4_5,0.897746675,3.626402413,0.452008694,-0.463534502,0.531944575,-1
679,MODEL1,PARMS,RB4_5,0.870018426,4.170134645,0.332824447,-0.304795296,0.295163287,-1
680,MODEL1,PARMS,RB4_5,0.861575701,3.678201991,0.462811415,-0.576293148,0.639865224,-1
681,MODEL1,PARMS,RB4_5,0.866563962,4.212848053,0.324161082,-0.409425425,0.605663401,-1
682,MODEL1,PARMS,RB4_5,0.841047047,3.73131543,0.432377169,-0.643425412,0.893713471,-1
683,MODEL1,PARMS,RB4_5,0.887531786,4.428455862,0.221873175,0.519676735,-1.129002341,-1
684,MODEL1,PARMS,RB4_5,0.905497563,4.167692168,0.305306618,-0.27525295,0.491916556,-1
685,MODEL1,PARMS,RB4_5,0.893410106,3.723571106,0.449126057,-0.986604147,1.643827867,-1
686,MODEL1,PARMS,RB4_5,0.875996513,4.032551868,0.356887556,-0.566734946,0.94710064,-1
687,MODEL1,PARMS,RB4_5,0.921567952,3.497421554,0.497184042,-0.813953245,1.228706056,-1
688,MODEL1,PARMS,RB4_5,0.903569143,3.010361987,0.669577892,-2.085618103,3.532735068,-1
689,MODEL1,PARMS,RB4_5,0.857281176,3.30454272,0.581579961,-1.392518657,2.264771875,-1
690,MODEL1,PARMS,RB4_5,0.909286089,3.506117711,0.504593333,-1.115908383,1.792158569,-1
691,MODEL1,PARMS,RB4_5,0.889048064,3.456106649,0.509830245,-1.339060918,2.369848798,-1
692,MODEL1,PARMS,RB4_5,0.906512951,3.977724277,0.392812175,-0.722786898,1.104917062,-1
693,MODEL1,PARMS,RB4_5,0.890352723,2.926038777,0.652195063,-1.610284636,2.672573341,-1
694,MODEL1,PARMS,RB4_5,0.93675733,3.467913715,0.521188361,-1.015953077,1.587841999,-1
695,MODEL1,PARMS,RB4_5,0.9094764,2.603090129,0.735768468,-1.670061761,2.502013218,-1
696,MODEL1,PARMS,RB4_5,0.910374364,4.472879531,0.272946706,-0.555140726,0.932725018,-1
697,MODEL1,PARMS,RB4_5,0.932286362,2.719594705,0.724822938,-1.969562944,3.279908305,-1
698,MODEL1,PARMS,RB4_5,0.871009398,3.900735769,0.383060433,-0.487870822,0.677611669,-1
699,MODEL1,PARMS,RB4_5,0.855509182,3.749583512,0.448052586,-0.687846804,0.923824497,-1
700,MODEL1,PARMS,RB4_5,0.872919413,3.954310401,0.369767542,-0.41322655,0.563144993,-1
701,MODEL1,PARMS,RB4_5,0.993969227,3.197249704,0.606262263,-1.352425074,2.128159086,-1
702,MODEL1,PARMS,RB4_5,0.854989424,1.837884523,0.999945988,-3.256690487,5.392712604,-1
703,MODEL1,PARMS,RB4_5,0.926100161,2.712856309,0.726779462,-1.042143577,1.088066599,-1
704,MODEL1,PARMS,RB4_5,0.891450096,3.552968489,0.475020341,-0.741616907,1.111322942,-1
705,MODEL1,PARMS,RB4_5,0.902664648,3.147335836,0.591517306,-1.125421762,1.712084262,-1
706,MODEL1,PARMS,RB4_5,0.835089871,4.535980476,0.268521913,-0.401546274,0.675013888,-1
707,MODEL1,PARMS,RB4_5,0.89159238,3.291943324,0.542592337,-0.961112702,1.408150588,-1
708,MODEL1,PARMS,RB4_5,0.946283357,3.279800528,0.587627651,-1.493069203,2.458146445,-1
709,MODEL1,PARMS,RB4_5,0.89837629,3.720389034,0.423745952,-0.31156005,0.238563542,-1
710,MODEL1,PARMS,RB4_5,0.936517785,2.935984537,0.627525281,-1.047613085,1.346578775,-1
711,MODEL1,PARMS,RB4_5,0.872659885,4.01753897,0.348635194,-0.020889172,-0.183989713,-1
712,MODEL1,PARMS,RB4_5,0.910858695,4.300374064,0.249643369,0.385593024,-0.905815806,-1
713,MODEL1,PARMS,RB4_5,0.910332647,4.018997324,0.371028661,-0.600183366,1.128948275,-1
714,MODEL1,PARMS,RB4_5,0.924326864,2.986022007,0.702435751,-2.394135273,4.249576768,-1
715,MODEL1,PARMS,RB4_5,0.902197321,4.731044495,0.152540137,1.090958592,-2.389766882,-1
716,MODEL1,PARMS,RB4_5,1.013993903,3.844921828,0.356913768,0.190153793,-0.646675551,-1
717,MODEL1,PARMS,RB4_5,0.889495479,3.143598631,0.598162001,-1.412726612,2.252929535,-1
718,MODEL1,PARMS,RB4_5,0.862281308,1.693138211,1.046071541,-4.066371777,7.392879263,-1
719,MODEL1,PARMS,RB4_5,0.910943795,3.225941091,0.56795659,-0.754752506,0.94624782,-1
720,MODEL1,PARMS,RB4_5,0.917725073,4.80701863,0.149699147,0.582009307,-1.178477881,-1
721,MODEL1,PARMS,RB4_5,0.962351343,3.4561897,0.519230461,-1.254039864,2.188852942,-1
722,MODEL1,PARMS,RB4_5,0.898363203,3.901684662,0.379633194,-0.193748838,0.11575863,-1
723,MODEL1,PARMS,RB4_5,0.930294683,3.741698411,0.401108543,-0.117799777,-0.175499131,-1
724,MODEL1,PARMS,RB4_5,0.843872062,3.441210878,0.548595417,-1.470219043,2.387916848,-1
725,MODEL1,PARMS,RB4_5,0.873092605,5.102179355,0.061439926,0.823242239,-1.640086329,-1
726,MODEL1,PARMS,RB4_5,0.922866317,4.352832406,0.270317869,0.0231734,-0.30296243,-1
727,MODEL1,PARMS,RB4_5,0.944351391,2.501884964,0.763027075,-1.732867817,2.733470562,-1
728,MODEL1,PARMS,RB4_5,0.955101715,5.065176534,0.044225773,1.283930974,-2.549703933,-1
729,MODEL1,PARMS,RB4_5,0.860201339,4.563996453,0.195739898,0.333112082,-0.634552901,-1
730,MODEL1,PARMS,RB4_5,0.894274979,3.96322077,0.379292627,-0.37021026,0.483476621,-1
731,MODEL1,PARMS,RB4_5,0.91273071,3.311478378,0.554053779,-1.138859059,1.68922156,-1
732,MODEL1,PARMS,RB4_5,0.931791822,3.604221021,0.478260806,-0.628817564,0.727975673,-1
733,MODEL1,PARMS,RB4_5,0.871079784,3.688134797,0.455476514,-0.821910835,1.225725864,-1
734,MODEL1,PARMS,RB4_5,0.902201982,4.050579438,0.355379797,-0.3794742,0.547351469,-1
735,MODEL1,PARMS,RB4_5,0.844989816,5.17771127,0.002106037,1.466197732,-2.755196563,-1
736,MODEL1,PARMS,RB4_5,0.899084364,4.177482319,0.331509635,-0.07973776,-0.058724424,-1
737,MODEL1,PARMS,RB4_5,0.88313822,3.114695682,0.623178877,-1.270479462,1.79960366,-1
738,MODEL1,PARMS,RB4_5,0.842115366,3.46760845,0.511278073,-1.066732153,1.828420572,-1
739,MODEL1,PARMS,RB4_5,0.947726759,4.263203771,0.276943279,-0.208135844,0.292641373,-1
740,MODEL1,PARMS,RB4_5,0.86310919,4.218197887,0.294811201,0.132683514,-0.537571842,-1
741,MODEL1,PARMS,RB4_5,0.856827476,4.41537535,0.218784093,1.00149906,-2.247285834,-1
742,MODEL1,PARMS,RB4_5,0.859286901,3.694637529,0.443158157,-0.565837338,0.739327802,-1
743,MODEL1,PARMS,RB4_5,0.931142169,4.263574897,0.27448223,0.287005096,-0.750329855,-1
744,MODEL1,PARMS,RB4_5,0.929453866,2.590611455,0.778208578,-2.48252317,4.391162316,-1
745,MODEL1,PARMS,RB4_5,0.922131206,4.401287264,0.236371538,0.452155247,-1.038135878,-1
746,MODEL1,PARMS,RB4_5,0.900441592,2.887384955,0.71240874,-2.145794929,3.60591942,-1
747,MODEL1,PARMS,RB4_5,0.844480996,4.181074093,0.301758431,0.190249279,-0.666056294,-1
748,MODEL1,PARMS,RB4_5,0.886398971,5.091925652,0.076255098,0.664229725,-1.211323793,-1
749,MODEL1,PARMS,RB4_5,0.844336401,4.267971254,0.289292967,-0.133407933,0.117860217,-1
750,MODEL1,PARMS,RB4_5,0.955373391,4.472753745,0.22566538,0.254394993,-0.609193671,-1
751,MODEL1,PARMS,RB4_5,0.827929584,4.788333467,0.151585618,0.363779582,-0.721262751,-1
752,MODEL1,PARMS,RB4_5,0.933307522,3.690524536,0.445692642,-0.641787885,0.862890029,-1
753,MODEL1,PARMS,RB4_5,0.842383168,5.008728943,0.075405826,1.03584304,-2.031616246,-1
754,MODEL1,PARMS,RB4_5,0.874200256,3.328946698,0.57804201,-1.26516321,1.966654294,-1
755,MODEL1,PARMS,RB4_5,0.930505758,2.644388243,0.745236646,-1.833000079,2.874669278,-1
756,MODEL1,PARMS,RB4_5,0.924370849,3.586128417,0.455056889,0.367367553,-1.38796467,-1
757,MODEL1,PARMS,RB4_5,0.881573949,3.243957198,0.598495885,-1.559308801,2.549893143,-1
758,MODEL1,PARMS,RB4_5,0.968468607,4.283324184,0.285109511,0.023539887,-0.116493759,-1
759,MODEL1,PARMS,RB4_5,0.881715205,3.125244686,0.614015646,-1.195180865,1.698975477,-1
760,MODEL1,PARMS,RB4_5,0.885920192,3.226965883,0.568515513,-1.122190226,1.770281676,-1
761,MODEL1,PARMS,RB4_5,0.79143853,3.211078631,0.587839358,-1.170020066,1.755715026,-1
762,MODEL1,PARMS,RB4_5,0.908933949,3.461863893,0.516020084,-0.588958578,0.784154155,-1
763,MODEL1,PARMS,RB4_5,0.86049207,3.912710299,0.41598053,-1.083066426,1.977426455,-1
764,MODEL1,PARMS,RB4_5,0.883663476,3.391534058,0.526997762,-1.161776705,1.908442204,-1
765,MODEL1,PARMS,RB4_5,0.917080996,4.061541965,0.321814047,0.337926249,-0.945375711,-1
766,MODEL1,PARMS,RB4_5,0.874654022,4.649804823,0.200970701,0.488106941,-1.182787428,-1
767,MODEL1,PARMS,RB4_5,0.911175586,3.520864803,0.478937354,-0.576171126,0.732157938,-1
768,MODEL1,PARMS,RB4_5,0.864819051,4.542231206,0.213523475,0.060800659,-0.218615338,-1
769,MODEL1,PARMS,RB4_5,0.909636154,2.926070736,0.66666822,-1.730152785,2.906819474,-1
770,MODEL1,PARMS,RB4_5,0.888422842,4.15025562,0.384762348,-1.036387934,1.860229845,-1
771,MODEL1,PARMS,RB4_5,0.924551402,3.959271688,0.362322572,-0.293956533,0.499533176,-1
772,MODEL1,PARMS,RB4_5,0.93670329,3.559293703,0.481811136,-0.537104581,0.574761956,-1
773,MODEL1,PARMS,RB4_5,0.886127026,4.038420187,0.340098126,0.103604801,-0.498846318,-1
774,MODEL1,PARMS,RB4_5,0.837018749,4.039628391,0.33489462,-0.185111233,0.078635582,-1
775,MODEL1,PARMS,RB4_5,0.956171937,5.145053624,-0.00955263,2.218058607,-4.344251853,-1
776,MODEL1,PARMS,RB4_5,0.870424683,3.912477903,0.363671952,-0.401872709,0.660468545,-1
777,MODEL1,PARMS,RB4_5,0.910443511,3.943607765,0.366583799,-0.065334432,-0.104257536,-1
778,MODEL1,PARMS,RB4_5,0.899540181,4.054874842,0.305301602,0.17352227,-0.579354202,-1
779,MODEL1,PARMS,RB4_5,0.851499903,3.423541135,0.512157259,-0.670712282,0.830854229,-1
780,MODEL1,PARMS,RB4_5,0.899341479,4.606286709,0.173854319,0.621322623,-1.284931692,-1
781,MODEL1,PARMS,RB4_5,0.861643871,3.441099052,0.50694193,-0.630221493,0.740391345,-1
782,MODEL1,PARMS,RB4_5,0.92379587,3.520706726,0.503381678,-1.163157777,1.974155548,-1
783,MODEL1,PARMS,RB4_5,0.865946143,4.808930917,0.160707121,0.282689183,-0.522635613,-1
784,MODEL1,PARMS,RB4_5,0.919341602,3.326156616,0.528676553,-0.716418018,0.909500754,-1
785,MODEL1,PARMS,RB4_5,0.852329488,2.798182159,0.711338806,-1.925015101,3.210390478,-1
786,MODEL1,PARMS,RB4_5,0.822258747,3.373260185,0.545954552,-1.064610453,1.563048604,-1
787,MODEL1,PARMS,RB4_5,0.914350412,4.312625857,0.270930742,0.610812899,-1.494812154,-1
788,MODEL1,PARMS,RB4_5,0.902596877,3.350927361,0.530346662,-1.345541417,2.307817221,-1
789,MODEL1,PARMS,RB4_5,0.900318881,3.718186603,0.453058785,-0.635411178,0.920135533,-1
790,MODEL1,PARMS,RB4_5,0.896403095,3.466163244,0.483340113,-0.842987153,1.323475807,-1
791,MODEL1,PARMS,RB4_5,0.936058121,2.70901667,0.711504762,-1.614800925,2.523864517,-1
792,MODEL1,PARMS,RB4_5,0.896061186,4.041050052,0.340946029,-0.054416587,-0.115661586,-1
793,MODEL1,PARMS,RB4_5,0.87812444,4.208867912,0.294026841,-0.035820743,-0.274963458,-1
794,MODEL1,PARMS,RB4_5,0.886002017,4.071972701,0.309996055,0.172603324,-0.49846848,-1
795,MODEL1,PARMS,RB4_5,0.87829894,3.179384435,0.609575824,-1.299932051,2.010292525,-1
796,MODEL1,PARMS,RB4_5,0.904909429,3.188787451,0.609709538,-1.169619086,1.680918367,-1
797,MODEL1,PARMS,RB4_5,0.934937883,4.545961969,0.17284237,1.268152854,-2.752024708,-1
798,MODEL1,PARMS,RB4_5,0.916112735,3.652165296,0.485647032,-0.764733559,1.007259105,-1
799,MODEL1,PARMS,RB4_5,0.910926152,4.077205859,0.324614266,-0.414335559,0.671186268,-1
800,MODEL1,PARMS,RB4_5,0.846007822,2.981727555,0.665616457,-1.873273592,3.170877764,-1
801,MODEL1,PARMS,RB4_5,0.851137607,4.003355345,0.343046951,-0.306794886,0.387371238,-1
802,MODEL1,PARMS,RB4_5,0.909973994,3.885716099,0.380453795,0.179488589,-0.732646855,-1
803,MODEL1,PARMS,RB4_5,0.878217359,3.936626822,0.330375796,0.622456895,-1.556060657,-1
804,MODEL1,PARMS,RB4_5,0.933388577,3.548550692,0.490656058,-0.70133214,0.999668339,-1
805,MODEL1,PARMS,RB4_5,0.89961916,3.199954567,0.581646199,-0.990058497,1.399448092,-1
806,MODEL1,PARMS,RB4_5,0.851322913,4.833062575,0.10616642,0.654523821,-1.096682716,-1
807,MODEL1,PARMS,RB4_5,0.89887655,3.840654533,0.468105401,-0.862604395,1.270366542,-1
808,MODEL1,PARMS,RB4_5,0.9210319,3.124897349,0.608496794,-1.370411064,2.178543002,-1
809,MODEL1,PARMS,RB4_5,0.932617115,4.381650378,0.278011953,-0.289002092,0.467952009,-1
810,MODEL1,PARMS,RB4_5,0.919714895,4.118508243,0.305929213,0.149489877,-0.456283991,-1
811,MODEL1,PARMS,RB4_5,0.876705451,2.952855906,0.650984494,-1.287130752,1.840503178,-1
812,MODEL1,PARMS,RB4_5,0.900754873,3.930446702,0.410548275,-0.529074675,0.658197833,-1
813,MODEL1,PARMS,RB4_5,0.883601808,3.698753666,0.454058971,-0.740285214,1.005293789,-1
814,MODEL1,PARMS,RB4_5,0.881316001,3.494331442,0.507556599,-1.003022651,1.578975925,-1
815,MODEL1,PARMS,RB4_5,0.966885367,4.322296741,0.276567792,0.319376403,-0.92670652,-1
816,MODEL1,PARMS,RB4_5,0.906281125,4.338154159,0.288957184,-0.061719508,-0.190552956,-1
817,MODEL1,PARMS,RB4_5,0.876513753,3.517862627,0.519279418,-1.293851389,2.265561633,-1
818,MODEL1,PARMS,RB4_5,0.907067307,4.200797704,0.310113457,-0.305749707,0.634501154,-1
819,MODEL1,PARMS,RB4_5,0.880236059,3.751920919,0.466879677,-1.200969167,2.076657875,-1
820,MODEL1,PARMS,RB4_5,0.948200227,3.397937333,0.513472498,-0.608275596,0.744082894,-1
821,MODEL1,PARMS,RB4_5,0.842619383,4.074091007,0.357187259,-0.25616917,0.176295685,-1
822,MODEL1,PARMS,RB4_5,0.867194244,3.78764989,0.414879201,-0.435342828,0.559050862,-1
823,MODEL1,PARMS,RB4_5,0.931813329,3.988322368,0.38876139,-0.221976766,0.020761815,-1
824,MODEL1,PARMS,RB4_5,0.92285536,2.92805451,0.685834359,-1.996065005,3.391469488,-1
825,MODEL1,PARMS,RB4_5,0.890814096,3.507080702,0.460292729,-0.670548738,1.145861087,-1
826,MODEL1,PARMS,RB4_5,0.898681287,2.913039987,0.710341393,-1.768554546,2.730948777,-1
827,MODEL1,PARMS,RB4_5,0.862528946,3.955480297,0.364670615,-0.017003264,-0.277809389,-1
828,MODEL1,PARMS,RB4_5,0.931735881,4.695551015,0.177731784,0.370127333,-0.862313959,-1
829,MODEL1,PARMS,RB4_5,0.902653507,3.916142067,0.374321842,0.038271336,-0.487635269,-1
830,MODEL1,PARMS,RB4_5,0.889775246,2.57523737,0.755427836,-1.988243071,3.328700328,-1
831,MODEL1,PARMS,RB4_5,0.932424235,3.213177625,0.603838706,-1.82199558,3.31363136,-1
832,MODEL1,PARMS,RB4_5,0.910991417,3.379085611,0.53364083,-0.634379411,0.688381242,-1
833,MODEL1,PARMS,RB4_5,0.887591046,3.648442615,0.470920641,-0.812024701,1.183322176,-1
834,MODEL1,PARMS,RB4_5,0.897054486,4.182639112,0.299405953,0.222469729,-0.723054178,-1
835,MODEL1,PARMS,RB4_5,0.889517159,3.825406904,0.385721729,0.138151913,-0.541007258,-1
836,MODEL1,PARMS,RB4_5,0.924896179,5.585305418,-0.063908624,1.54509412,-2.982424456,-1
837,MODEL1,PARMS,RB4_5,0.857816637,3.300583782,0.591082136,-1.501147543,2.519394777,-1
838,MODEL1,PARMS,RB4_5,0.886535229,4.760322869,0.166714569,0.406968045,-0.877435995,-1
839,MODEL1,PARMS,RB4_5,0.937531917,3.929022367,0.353423155,-0.019261106,-0.209152387,-1
840,MODEL1,PARMS,RB4_5,0.872478382,4.973764097,0.099341277,0.578847664,-1.068859026,-1
841,MODEL1,PARMS,RB4_5,0.895010993,4.159537251,0.340261009,-0.439488373,0.659085403,-1
842,MODEL1,PARMS,RB4_5,0.893924729,3.749994349,0.431313241,-0.597209571,0.863635557,-1
843,MODEL1,PARMS,RB4_5,0.907920681,2.876851146,0.683117829,-1.939981133,3.330985765,-1
844,MODEL1,PARMS,RB4_5,0.931784334,4.551989207,0.155529349,1.302541523,-2.714314267,-1
845,MODEL1,PARMS,RB4_5,0.902143629,2.007302805,0.911825078,-2.313772845,3.658909756,-1
846,MODEL1,PARMS,RB4_5,0.930056124,4.382328913,0.225117531,0.618695983,-1.365080051,-1
847,MODEL1,PARMS,RB4_5,0.898431261,4.186621978,0.294453157,0.374264506,-1.014726706,-1
848,MODEL1,PARMS,RB4_5,0.925050874,4.792445384,0.132426644,0.530009509,-0.888479716,-1
849,MODEL1,PARMS,RB4_5,0.881678957,3.75286121,0.441335651,-0.484035692,0.467755074,-1
850,MODEL1,PARMS,RB4_5,0.839160399,4.104626419,0.333487714,-0.330043319,0.588897782,-1
851,MODEL1,PARMS,RB4_5,0.921634222,3.110159538,0.614388106,-1.399422145,2.228715555,-1
852,MODEL1,PARMS,RB4_5,0.868777728,3.754869547,0.422729809,-0.413671025,0.473721298,-1
853,MODEL1,PARMS,RB4_5,0.882453304,4.094291226,0.349078271,-0.365323678,0.47947789,-1
854,MODEL1,PARMS,RB4_5,0.832464251,4.302977128,0.266590623,-0.054949016,0.029494239,-1
855,MODEL1,PARMS,RB4_5,0.899492745,3.301648929,0.608734256,-1.499701435,2.353200515,-1
856,MODEL1,PARMS,RB4_5,0.959960906,4.045104917,0.357982477,-0.335450166,0.462482386,-1
857,MODEL1,PARMS,RB4_5,0.939300967,4.130647606,0.319346972,-0.009222297,-0.263204328,-1
858,MODEL1,PARMS,RB4_5,0.884631918,4.145651075,0.362342848,-0.802433205,1.370180595,-1
859,MODEL1,PARMS,RB4_5,0.883448496,3.29710781,0.580871529,-1.191860924,1.844045606,-1
860,MODEL1,PARMS,RB4_5,0.928339519,3.983996374,0.39301367,-0.568925428,0.758807782,-1
861,MODEL1,PARMS,RB4_5,0.833168833,3.344034128,0.546892662,-1.078388231,1.582598299,-1
862,MODEL1,PARMS,RB4_5,0.940934549,3.04609191,0.594426374,-0.711003899,0.799713383,-1
863,MODEL1,PARMS,RB4_5,0.862383487,4.449532974,0.235429943,0.237259328,-0.572880288,-1
864,MODEL1,PARMS,RB4_5,0.841627415,4.187925583,0.328713495,-0.232022501,0.211966762,-1
865,MODEL1,PARMS,RB4_5,0.903413832,2.492741286,0.796941251,-2.25352507,3.662629574,-1
866,MODEL1,PARMS,RB4_5,0.918502778,2.876192583,0.661964716,-1.051383613,1.242458028,-1
867,MODEL1,PARMS,RB4_5,0.858121286,3.145322444,0.608657586,-1.294971081,1.986235307,-1
868,MODEL1,PARMS,RB4_5,0.942926603,3.092458062,0.625714116,-1.11249951,1.448719192,-1
869,MODEL1,PARMS,RB4_5,0.951337575,2.963459888,0.684684322,-2.240633378,3.912716156,-1
870,MODEL1,PARMS,RB4_5,0.963915282,3.342087332,0.538106057,-0.713684539,0.87223068,-1
871,MODEL1,PARMS,RB4_5,0.943966682,3.18174113,0.641592728,-1.78991168,3.029113703,-1
872,MODEL1,PARMS,RB4_5,0.843601434,3.692830159,0.448739866,-0.500814646,0.513462376,-1
873,MODEL1,PARMS,RB4_5,0.859931193,3.301161683,0.616820355,-1.942649032,3.279530199,-1
874,MODEL1,PARMS,RB4_5,0.911476085,3.867702169,0.363877603,0.281222181,-0.962848567,-1
875,MODEL1,PARMS,RB4_5,0.930676619,3.0632863,0.625881169,-0.913027762,1.126013296,-1
876,MODEL1,PARMS,RB4_5,0.898315912,4.697506479,0.126798641,1.040185185,-2.078396292,-1
877,MODEL1,PARMS,RB4_5,0.862967104,2.931566011,0.675514347,-1.638848766,2.643564137,-1
878,MODEL1,PARMS,RB4_5,0.920925324,2.931856237,0.687615416,-2.138978609,3.604469791,-1
879,MODEL1,PARMS,RB4_5,0.867493558,4.303402567,0.271236334,0.0453529,-0.305918021,-1
880,MODEL1,PARMS,RB4_5,0.855656587,3.404874609,0.492397146,-0.47607315,0.47305615,-1
881,MODEL1,PARMS,RB4_5,0.909420755,4.160016774,0.28782775,0.861727637,-2.035452682,-1
882,MODEL1,PARMS,RB4_5,0.842921062,3.128722903,0.600571991,-1.440399565,2.317943095,-1
883,MODEL1,PARMS,RB4_5,0.951551709,4.059920539,0.365846635,-0.17143332,0.029253481,-1
884,MODEL1,PARMS,RB4_5,0.899074779,3.803450886,0.439382229,-0.966174476,1.545248023,-1
885,MODEL1,PARMS,RB4_5,0.893418267,4.049308051,0.375872648,-0.691852021,1.145873472,-1
886,MODEL1,PARMS,RB4_5,0.86624041,3.738322124,0.448799629,-0.758428563,1.170705351,-1
887,MODEL1,PARMS,RB4_5,0.898905685,3.169969966,0.597708777,-1.067654164,1.506660172,-1
