SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,sRB4
22,MODEL1,PARMS,sRB4,0.50695814,1.699429233,0.297183349,-0.591309744,0.896500427,-1
23,MODEL1,PARMS,sRB4,0.5727694,1.652379595,0.325736837,-1.04060147,1.821889587,-1
24,MODEL1,PARMS,sRB4,0.543396235,1.356262567,0.388482818,-1.071917418,1.749394883,-1
25,MODEL1,PARMS,sRB4,0.579318573,2.084338578,0.187774807,-0.259912559,0.372402595,-1
26,MODEL1,PARMS,sRB4,0.515652052,1.88572913,0.25219419,-0.760299517,1.389263038,-1
27,MODEL1,PARMS,sRB4,0.535672468,2.027911099,0.212939894,-0.358207965,0.519768095,-1
28,MODEL1,PARMS,sRB4,0.623936814,1.84919422,0.265006436,-0.689752899,1.117883557,-1
29,MODEL1,PARMS,sRB4,0.526991124,2.071615809,0.195628886,-0.3587111,0.593979744,-1
30,MODEL1,PARMS,sRB4,0.76101459,2.404726046,0.111701714,0.167208736,-0.455486974,-1
31,MODEL1,PARMS,sRB4,0.547366784,1.815808618,0.248269176,-0.299487198,0.419190103,-1
32,MODEL1,PARMS,sRB4,0.635050481,1.623220989,0.29031497,-0.083485826,-0.149886779,-1
33,MODEL1,PARMS,sRB4,0.5414864,2.03858642,0.20209101,-0.398595745,0.697444148,-1
34,MODEL1,PARMS,sRB4,0.739892736,2.08170389,0.206563444,-0.400724588,0.639383623,-1
35,MODEL1,PARMS,sRB4,0.546713549,2.202396884,0.168835016,-0.283537319,0.453865995,-1
36,MODEL1,PARMS,sRB4,0.622624385,1.679695657,0.301626258,-0.692579327,1.082538825,-1
37,MODEL1,PARMS,sRB4,0.531241895,2.409516873,0.099009956,0.161229571,-0.371026886,-1
38,MODEL1,PARMS,sRB4,0.659257004,1.882202134,0.270722967,-0.631743157,0.973797805,-1
39,MODEL1,PARMS,sRB4,0.529628166,2.320017482,0.099251259,0.299316736,-0.593312134,-1
40,MODEL1,PARMS,sRB4,0.573405128,1.73283579,0.283344316,-0.754726507,1.322701086,-1
41,MODEL1,PARMS,sRB4,0.621361128,1.783492718,0.254300671,-0.38660053,0.566764278,-1
42,MODEL1,PARMS,sRB4,0.637266814,2.116530503,0.155486957,0.295246746,-0.735489252,-1
43,MODEL1,PARMS,sRB4,0.500397337,1.949114297,0.217533868,-0.338637053,0.564645949,-1
44,MODEL1,PARMS,sRB4,0.523073213,1.963641976,0.20127736,-0.418569206,0.74487049,-1
45,MODEL1,PARMS,sRB4,0.518717686,1.960127131,0.240026416,-0.740546022,1.350061413,-1
46,MODEL1,PARMS,sRB4,0.60949724,2.032439004,0.195842318,-0.362030435,0.633124139,-1
47,MODEL1,PARMS,sRB4,0.602207458,1.967885955,0.213076686,-0.106741609,-0.020008252,-1
48,MODEL1,PARMS,sRB4,0.515856332,2.254792324,0.165127259,-0.686574699,1.358594832,-1
49,MODEL1,PARMS,sRB4,0.620838944,1.700960465,0.300854742,-0.768361321,1.246646075,-1
50,MODEL1,PARMS,sRB4,0.493843347,2.130110834,0.183411781,-0.421807961,0.806517982,-1
51,MODEL1,PARMS,sRB4,0.516793631,1.994538104,0.215070638,-0.393734006,0.589664813,-1
52,MODEL1,PARMS,sRB4,0.528081941,2.069472488,0.196097856,-0.482650963,0.808727127,-1
53,MODEL1,PARMS,sRB4,0.5855069,1.960776568,0.219152024,-0.052388349,-0.155045169,-1
54,MODEL1,PARMS,sRB4,0.623066447,1.44012999,0.370948454,-0.973449203,1.602930378,-1
55,MODEL1,PARMS,sRB4,0.589125282,1.842369728,0.250158569,-0.273965837,0.25997761,-1
56,MODEL1,PARMS,sRB4,0.525054012,1.374185052,0.385371062,-1.128135849,1.963624617,-1
57,MODEL1,PARMS,sRB4,0.486438059,1.558426624,0.33942049,-0.811310887,1.297544089,-1
58,MODEL1,PARMS,sRB4,0.543627464,2.130938637,0.168310824,-0.196581835,0.272128262,-1
59,MODEL1,PARMS,sRB4,0.567756768,2.213720057,0.130569776,0.278622082,-0.665502891,-1
60,MODEL1,PARMS,sRB4,0.611753885,2.096123253,0.181231889,-0.085383012,-0.007448612,-1
61,MODEL1,PARMS,sRB4,0.556100304,1.835615303,0.244127869,-0.460376065,0.773288527,-1
62,MODEL1,PARMS,sRB4,0.52100086,2.113831891,0.184015985,-0.333442916,0.563169076,-1
63,MODEL1,PARMS,sRB4,0.883803771,1.873035683,0.23975939,-0.144437466,0.034054855,-1
64,MODEL1,PARMS,sRB4,0.631625944,2.049974738,0.17547952,-0.009456783,-0.064563581,-1
65,MODEL1,PARMS,sRB4,0.655116045,1.793571985,0.267393824,-0.657959638,1.136120682,-1
66,MODEL1,PARMS,sRB4,0.516990008,1.693287497,0.292846336,-0.76267342,1.307730033,-1
67,MODEL1,PARMS,sRB4,0.506288432,2.227956067,0.144122542,-0.084347025,0.107012579,-1
68,MODEL1,PARMS,sRB4,0.648216558,1.970257675,0.220894579,-0.296760756,0.439824136,-1
69,MODEL1,PARMS,sRB4,0.520375249,2.024032884,0.212530857,-0.524996027,0.914134487,-1
70,MODEL1,PARMS,sRB4,0.509773993,1.925123743,0.241984889,-0.828404959,1.480315604,-1
71,MODEL1,PARMS,sRB4,0.550790404,1.889715416,0.245659745,-0.364162468,0.465758867,-1
72,MODEL1,PARMS,sRB4,0.617261298,1.852732144,0.245048115,-0.372029392,0.523125377,-1
73,MODEL1,PARMS,sRB4,0.555700458,1.348864557,0.382001892,-0.914923711,1.494545596,-1
74,MODEL1,PARMS,sRB4,0.746909196,1.902088235,0.229558215,-0.171753176,0.12945816,-1
75,MODEL1,PARMS,sRB4,0.513619294,1.670193123,0.291385907,-0.577641255,0.889959863,-1
76,MODEL1,PARMS,sRB4,0.508762233,2.513222275,0.045372312,0.547348335,-1.108678342,-1
77,MODEL1,PARMS,sRB4,0.606889532,1.977761093,0.239129845,-0.652637086,1.128356601,-1
78,MODEL1,PARMS,sRB4,0.522043058,2.102784254,0.174474726,-0.083415097,0.008979934,-1
79,MODEL1,PARMS,sRB4,0.500052766,1.87904652,0.230370684,-0.471246801,0.781049953,-1
80,MODEL1,PARMS,sRB4,0.561026368,1.887810154,0.243410435,-0.538335675,0.939992359,-1
81,MODEL1,PARMS,sRB4,0.712000248,1.728812954,0.28216483,-0.368026359,0.416453978,-1
82,MODEL1,PARMS,sRB4,0.656790667,1.566653082,0.348432843,-1.007983906,1.706421129,-1
83,MODEL1,PARMS,sRB4,0.547957134,2.095020003,0.188928627,-0.290582147,0.493750872,-1
84,MODEL1,PARMS,sRB4,0.558113894,2.419877982,0.078308175,0.417034176,-0.811359674,-1
85,MODEL1,PARMS,sRB4,0.569639865,1.90917263,0.261496467,-0.778560849,1.363873087,-1
86,MODEL1,PARMS,sRB4,0.532072565,1.914088375,0.250212875,-0.709091512,1.254232632,-1
87,MODEL1,PARMS,sRB4,0.53650559,1.972240307,0.200965504,-0.014153812,-0.121178408,-1
88,MODEL1,PARMS,sRB4,0.561042982,1.573077357,0.342516582,-1.059205046,1.830677926,-1
89,MODEL1,PARMS,sRB4,0.49638905,1.483147914,0.331464017,-0.689888639,1.072142732,-1
90,MODEL1,PARMS,sRB4,0.613216679,2.233148435,0.140309925,-0.173862034,0.292909778,-1
91,MODEL1,PARMS,sRB4,0.720449317,2.25405398,0.132687985,0.397476202,-0.959888353,-1
92,MODEL1,PARMS,sRB4,0.55637785,1.80789308,0.261118819,-0.391848447,0.506804731,-1
93,MODEL1,PARMS,sRB4,0.552133223,2.058076702,0.207179111,-0.419449554,0.668904737,-1
94,MODEL1,PARMS,sRB4,0.53682715,2.139187266,0.160705328,-0.08241271,0.07078582,-1
95,MODEL1,PARMS,sRB4,0.561815854,2.032307362,0.183720144,0.089991589,-0.329426588,-1
96,MODEL1,PARMS,sRB4,0.51662957,1.993717371,0.225077096,-0.623477162,1.073046424,-1
97,MODEL1,PARMS,sRB4,0.520807781,1.84962376,0.255667582,-0.70687169,1.230420233,-1
98,MODEL1,PARMS,sRB4,0.52929622,1.62796319,0.303492104,-0.534053853,0.715720397,-1
99,MODEL1,PARMS,sRB4,0.524339189,1.706393702,0.290542193,-0.681196669,1.024488629,-1
100,MODEL1,PARMS,sRB4,0.541295426,1.895843258,0.24508861,-0.433801657,0.612021603,-1
101,MODEL1,PARMS,sRB4,0.517987681,2.141671437,0.167208345,-0.164041191,0.200084148,-1
102,MODEL1,PARMS,sRB4,0.523354534,1.806802196,0.273803231,-0.687428431,1.196130756,-1
103,MODEL1,PARMS,sRB4,0.536193068,2.020062457,0.198270901,-0.233364251,0.338722318,-1
104,MODEL1,PARMS,sRB4,0.548002561,1.608623434,0.310825504,-0.680012244,1.102817096,-1
105,MODEL1,PARMS,sRB4,0.633445091,1.366996455,0.376164638,-0.864852472,1.379379295,-1
106,MODEL1,PARMS,sRB4,0.566062541,2.66784398,0.015677773,0.612510516,-1.138663481,-1
107,MODEL1,PARMS,sRB4,0.499056583,2.040377982,0.189964341,-0.146476026,0.085861514,-1
108,MODEL1,PARMS,sRB4,0.531211364,1.799398019,0.269957804,-0.659939382,1.114288225,-1
109,MODEL1,PARMS,sRB4,0.511917313,1.831440928,0.264099048,-0.726495985,1.248573976,-1
110,MODEL1,PARMS,sRB4,0.536763499,2.409265999,0.090298637,-0.173820558,0.462077325,-1
111,MODEL1,PARMS,sRB4,0.504940096,2.061430415,0.210289645,-0.391506941,0.626142156,-1
112,MODEL1,PARMS,sRB4,0.518715674,2.09703434,0.172364845,-0.027494037,-0.081321809,-1
113,MODEL1,PARMS,sRB4,0.520967877,1.71184543,0.311736804,-0.868362807,1.443507388,-1
114,MODEL1,PARMS,sRB4,0.776310859,2.327843298,0.145369491,0.00371128,-0.197174177,-1
115,MODEL1,PARMS,sRB4,0.551070214,2.349707056,0.115996608,0.026039941,-0.110494604,-1
116,MODEL1,PARMS,sRB4,0.502551562,2.520846909,0.043015561,0.477833717,-0.880149225,-1
117,MODEL1,PARMS,sRB4,0.540318037,1.434184277,0.372296597,-1.202342906,2.103909992,-1
118,MODEL1,PARMS,sRB4,0.556045495,2.777398041,0.009055778,0.277785242,-0.491989773,-1
119,MODEL1,PARMS,sRB4,0.518699111,1.854970469,0.241315395,-0.536055973,0.932233247,-1
120,MODEL1,PARMS,sRB4,0.517358038,2.000390129,0.210722062,-0.456289854,0.804084548,-1
121,MODEL1,PARMS,sRB4,0.539229742,1.847351652,0.231640165,-0.17448924,0.174873582,-1
122,MODEL1,PARMS,sRB4,0.648130488,1.804768283,0.256097495,-0.123234507,0.00896453,-1
123,MODEL1,PARMS,sRB4,0.612844535,1.670707167,0.277512375,-0.419014535,0.646701322,-1
124,MODEL1,PARMS,sRB4,0.617974642,1.746277204,0.295290138,-0.641411311,1.012824004,-1
125,MODEL1,PARMS,sRB4,0.563223451,1.746808009,0.284910547,-0.605973662,0.973841671,-1
126,MODEL1,PARMS,sRB4,0.51649118,1.801968578,0.255558715,-0.331040797,0.400822563,-1
127,MODEL1,PARMS,sRB4,0.594083974,2.011900644,0.226512464,-0.523803544,0.892867849,-1
128,MODEL1,PARMS,sRB4,0.766867286,2.75414778,-0.000522578,0.7566108,-1.452770091,-1
129,MODEL1,PARMS,sRB4,0.552623502,1.344263177,0.395493022,-1.238894082,2.101573206,-1
130,MODEL1,PARMS,sRB4,0.539172607,2.429291625,0.088683752,0.170140641,-0.401998196,-1
131,MODEL1,PARMS,sRB4,0.502815171,2.625562535,0.055516526,0.031635447,-0.022857319,-1
132,MODEL1,PARMS,sRB4,0.554890935,1.712427936,0.290224274,-0.872629063,1.484011736,-1
133,MODEL1,PARMS,sRB4,0.544966062,1.620248258,0.311484691,-0.687004482,1.085320811,-1
134,MODEL1,PARMS,sRB4,0.568738508,1.667162716,0.309250039,-0.623517969,0.882142164,-1
135,MODEL1,PARMS,sRB4,0.503887867,1.869509578,0.232463795,-0.395332188,0.665374895,-1
136,MODEL1,PARMS,sRB4,0.56343705,1.831730092,0.257994301,-0.439340093,0.680321888,-1
137,MODEL1,PARMS,sRB4,0.542170758,2.546946644,0.060313961,0.27687029,-0.539680092,-1
138,MODEL1,PARMS,sRB4,0.494522824,2.072939839,0.170364358,-0.072590117,0.026839966,-1
139,MODEL1,PARMS,sRB4,0.606310385,2.517657436,0.07669641,0.107481984,-0.158903301,-1
140,MODEL1,PARMS,sRB4,0.543189311,1.769679549,0.271555636,-0.576993273,0.956150093,-1
141,MODEL1,PARMS,sRB4,0.640456979,2.240497886,0.142666365,0.052955043,-0.230283883,-1
142,MODEL1,PARMS,sRB4,0.512584712,1.792720772,0.267051062,-0.541063762,0.856940019,-1
143,MODEL1,PARMS,sRB4,0.613416005,2.070482998,0.18365985,-0.053596783,-0.079014855,-1
144,MODEL1,PARMS,sRB4,0.482931641,1.498535194,0.345173337,-0.654776533,0.983691108,-1
145,MODEL1,PARMS,sRB4,0.524418769,2.463455098,0.099088085,-0.159499613,0.394051252,-1
146,MODEL1,PARMS,sRB4,0.565463344,2.028118791,0.223402362,-0.744536059,1.401447834,-1
147,MODEL1,PARMS,sRB4,0.528040627,2.354156502,0.106508766,0.243310357,-0.583329549,-1
148,MODEL1,PARMS,sRB4,0.513623974,2.082367455,0.200670967,-0.453715144,0.738281547,-1
149,MODEL1,PARMS,sRB4,0.507171134,2.158494951,0.160286248,-0.17625626,0.305724993,-1
150,MODEL1,PARMS,sRB4,0.511926751,1.846725393,0.243512887,-0.483054595,0.815498009,-1
151,MODEL1,PARMS,sRB4,0.653284219,1.522331855,0.315339529,-0.435424835,0.531808462,-1
152,MODEL1,PARMS,sRB4,0.521692665,1.485926891,0.366558334,-1.164546776,1.970473759,-1
153,MODEL1,PARMS,sRB4,0.55798822,1.746776813,0.293034469,-0.8771467,1.537523596,-1
154,MODEL1,PARMS,sRB4,0.634882518,2.285290883,0.121682564,0.036323493,-0.09152028,-1
155,MODEL1,PARMS,sRB4,0.546924815,2.006946166,0.218967564,-0.405838398,0.609741953,-1
156,MODEL1,PARMS,sRB4,0.565196221,2.329011193,0.120340851,0.203893942,-0.502608855,-1
157,MODEL1,PARMS,sRB4,0.630991937,1.499420269,0.37326749,-1.054693797,1.72288338,-1
158,MODEL1,PARMS,sRB4,0.534265012,1.623806572,0.316116728,-0.808811717,1.317818199,-1
159,MODEL1,PARMS,sRB4,0.549779851,2.308444687,0.145491451,-0.345019949,0.585501662,-1
160,MODEL1,PARMS,sRB4,0.639992307,1.728613513,0.282655758,-0.581067911,0.893785282,-1
161,MODEL1,PARMS,sRB4,0.514607444,1.476216151,0.365149842,-1.118405246,1.938410588,-1
162,MODEL1,PARMS,sRB4,0.515689929,1.547282435,0.340835195,-0.884881042,1.37333094,-1
163,MODEL1,PARMS,sRB4,0.508701313,2.281377713,0.135186088,-0.320341188,0.656181048,-1
164,MODEL1,PARMS,sRB4,0.524844971,2.014301301,0.206816568,-0.215287044,0.2110245,-1
165,MODEL1,PARMS,sRB4,0.574764259,1.801250438,0.269080363,-0.538095919,0.867082135,-1
166,MODEL1,PARMS,sRB4,0.763710427,2.034613077,0.211533591,-0.248274143,0.271872576,-1
167,MODEL1,PARMS,sRB4,0.523189551,1.82146841,0.253103131,-0.439035568,0.664153057,-1
168,MODEL1,PARMS,sRB4,0.607605722,1.527028764,0.347085537,-0.838306151,1.283018685,-1
169,MODEL1,PARMS,sRB4,0.647939027,1.696362512,0.291697579,-0.523263404,0.785972325,-1
170,MODEL1,PARMS,sRB4,0.545578667,2.234493164,0.129261617,0.004137539,-0.030142911,-1
171,MODEL1,PARMS,sRB4,0.548870434,1.853221662,0.238477146,-0.316734879,0.469118394,-1
172,MODEL1,PARMS,sRB4,0.543139429,1.726050661,0.285209187,-0.634992173,1.10092345,-1
173,MODEL1,PARMS,sRB4,0.553571524,2.089112624,0.165970696,0.127004341,-0.396646475,-1
174,MODEL1,PARMS,sRB4,0.860022105,1.785164914,0.270760002,-0.379919814,0.519278689,-1
175,MODEL1,PARMS,sRB4,0.563767959,1.79039033,0.26494384,-0.518937629,0.827373048,-1
176,MODEL1,PARMS,sRB4,0.560006466,1.599128892,0.297971458,-0.38772588,0.478102317,-1
177,MODEL1,PARMS,sRB4,0.740611593,2.442569639,0.073805934,0.347288316,-0.686806663,-1
178,MODEL1,PARMS,sRB4,0.55035552,1.795520888,0.270113843,-0.726130492,1.252893146,-1
179,MODEL1,PARMS,sRB4,0.499619213,1.833312665,0.25489426,-0.484709548,0.707162751,-1
180,MODEL1,PARMS,sRB4,0.629350258,2.150405095,0.16579889,-0.073137339,0.036995259,-1
181,MODEL1,PARMS,sRB4,0.537943221,2.287347786,0.139772815,-0.095493817,0.084773578,-1
182,MODEL1,PARMS,sRB4,0.63575125,1.922003482,0.234883038,-0.310154758,0.337402579,-1
183,MODEL1,PARMS,sRB4,0.60925126,1.844140527,0.261735404,-0.532782942,0.798465065,-1
184,MODEL1,PARMS,sRB4,0.525617906,1.197435911,0.446345597,-1.301512896,2.118104645,-1
185,MODEL1,PARMS,sRB4,0.629420025,2.040210423,0.217498826,-0.428503398,0.652433742,-1
186,MODEL1,PARMS,sRB4,0.631843085,2.01328002,0.204528183,-0.473293907,0.90080826,-1
187,MODEL1,PARMS,sRB4,0.580705431,2.017546004,0.202257966,-0.459889049,0.860253207,-1
188,MODEL1,PARMS,sRB4,0.640068486,1.196867209,0.414532493,-0.927383121,1.378254761,-1
189,MODEL1,PARMS,sRB4,0.525041312,2.119681252,0.168026746,-0.181673781,0.328254834,-1
190,MODEL1,PARMS,sRB4,0.534895867,1.913665808,0.215607703,-0.182947604,0.228229062,-1
191,MODEL1,PARMS,sRB4,0.558375938,1.988796828,0.236507033,-0.846997238,1.540311462,-1
192,MODEL1,PARMS,sRB4,0.591580432,2.085618153,0.160562791,0.06890229,-0.211290651,-1
193,MODEL1,PARMS,sRB4,0.611202776,1.853109904,0.249964,-0.41281534,0.593335429,-1
194,MODEL1,PARMS,sRB4,0.535850889,1.82299976,0.259048033,-0.468889949,0.74764595,-1
195,MODEL1,PARMS,sRB4,0.609520379,2.075763039,0.189535328,-0.189842009,0.167883627,-1
196,MODEL1,PARMS,sRB4,0.559058137,1.586110679,0.334927339,-0.740751946,1.165685756,-1
197,MODEL1,PARMS,sRB4,0.563615497,1.703645846,0.305687843,-1.021680593,1.812321298,-1
198,MODEL1,PARMS,sRB4,0.565770697,2.127405108,0.162947423,0.13404995,-0.381800602,-1
199,MODEL1,PARMS,sRB4,0.620262212,1.779457617,0.267787235,-0.285774092,0.324491872,-1
200,MODEL1,PARMS,sRB4,0.502113875,1.961433606,0.216891118,-0.498218086,0.861054064,-1
201,MODEL1,PARMS,sRB4,0.555034415,1.354115805,0.389212998,-1.039494392,1.692132615,-1
202,MODEL1,PARMS,sRB4,0.542279809,2.031158575,0.182849172,-0.052587387,-0.058067741,-1
203,MODEL1,PARMS,sRB4,0.482874286,1.591971307,0.302455329,-0.563776215,0.907545695,-1
204,MODEL1,PARMS,sRB4,0.546290737,2.006617298,0.199346618,-0.122933196,0.051035371,-1
205,MODEL1,PARMS,sRB4,0.518778414,1.802588587,0.273733791,-0.905209598,1.597566803,-1
206,MODEL1,PARMS,sRB4,0.640101961,1.604381483,0.325892388,-0.658268156,0.951146047,-1
207,MODEL1,PARMS,sRB4,0.578615643,2.314765281,0.140769926,-0.247437838,0.39709487,-1
208,MODEL1,PARMS,sRB4,0.55404886,1.833879346,0.253611252,-0.508159997,0.793448736,-1
209,MODEL1,PARMS,sRB4,0.583970125,2.494788336,0.059166979,0.419490005,-0.776551736,-1
210,MODEL1,PARMS,sRB4,0.529444007,2.456778388,0.066410251,0.419058722,-0.858114111,-1
211,MODEL1,PARMS,sRB4,0.5483129,2.388684966,0.111212893,0.206020835,-0.523855021,-1
212,MODEL1,PARMS,sRB4,0.549455745,2.084635542,0.20067961,-0.399789142,0.626054461,-1
213,MODEL1,PARMS,sRB4,0.626303753,1.972787849,0.206971128,-0.180871663,0.181580345,-1
214,MODEL1,PARMS,sRB4,0.551859856,1.816655491,0.248258911,-0.459536038,0.789652016,-1
215,MODEL1,PARMS,sRB4,0.53862596,2.474515758,0.086094327,0.195539491,-0.45286382,-1
216,MODEL1,PARMS,sRB4,0.547814967,1.882687462,0.25031982,-0.619670334,1.039076145,-1
217,MODEL1,PARMS,sRB4,0.643572254,1.745194443,0.275826301,-0.517844861,0.766312271,-1
218,MODEL1,PARMS,sRB4,0.623420883,1.928992472,0.207333738,0.054332983,-0.338148489,-1
219,MODEL1,PARMS,sRB4,0.567510835,2.318547729,0.107908668,0.352925747,-0.812467124,-1
220,MODEL1,PARMS,sRB4,0.532027007,2.061448014,0.168974683,0.106506092,-0.345996527,-1
221,MODEL1,PARMS,sRB4,0.556940564,1.838560432,0.234527099,-0.288654694,0.360729398,-1
222,MODEL1,PARMS,sRB4,0.500310973,1.623968716,0.309903156,-0.502852955,0.692854226,-1
223,MODEL1,PARMS,sRB4,0.566716125,1.502521839,0.325956382,-0.401879046,0.407117968,-1
224,MODEL1,PARMS,sRB4,0.531304741,2.06332653,0.200339115,-0.260780373,0.395299331,-1
225,MODEL1,PARMS,sRB4,0.504115387,2.367944784,0.098087115,0.352140872,-0.756020811,-1
226,MODEL1,PARMS,sRB4,0.556313512,1.962724601,0.222226635,-0.260277795,0.348955994,-1
227,MODEL1,PARMS,sRB4,0.579120121,1.773049856,0.282124434,-0.615318074,0.988246269,-1
228,MODEL1,PARMS,sRB4,0.548709483,1.526191846,0.34864607,-0.721317215,1.036424423,-1
229,MODEL1,PARMS,sRB4,0.628791995,2.081475763,0.177612572,0.070119951,-0.325314454,-1
230,MODEL1,PARMS,sRB4,0.568416749,2.14659816,0.162864473,-0.017783435,-0.066603998,-1
231,MODEL1,PARMS,sRB4,0.563998536,1.922940657,0.233553876,-0.436764997,0.647097617,-1
232,MODEL1,PARMS,sRB4,0.876390271,2.08745726,0.196643211,0.070854293,-0.39015129,-1
233,MODEL1,PARMS,sRB4,0.498355888,1.684633497,0.304575253,-0.944927798,1.662190999,-1
234,MODEL1,PARMS,sRB4,0.512720656,2.348733281,0.122378275,-0.163758777,0.276431929,-1
235,MODEL1,PARMS,sRB4,0.739597165,2.227294923,0.150661637,0.084959863,-0.286094898,-1
236,MODEL1,PARMS,sRB4,0.501272931,1.736622036,0.267155997,-0.618819445,1.005890911,-1
237,MODEL1,PARMS,sRB4,0.513022908,1.365513334,0.391264641,-1.197703437,2.02000818,-1
238,MODEL1,PARMS,sRB4,0.514390999,1.671429278,0.323233283,-0.970460752,1.657378339,-1
239,MODEL1,PARMS,sRB4,0.519545968,1.809207021,0.272121581,-0.542702948,0.844594095,-1
240,MODEL1,PARMS,sRB4,0.621335976,1.790842751,0.276934327,-0.512615589,0.747907672,-1
241,MODEL1,PARMS,sRB4,0.750166107,2.08023394,0.183189454,-0.085508995,0.001684606,-1
242,MODEL1,PARMS,sRB4,0.635730101,2.076130492,0.209785697,-0.422637599,0.705996767,-1
243,MODEL1,PARMS,sRB4,0.496753384,2.043322372,0.199295864,-0.318865706,0.496372372,-1
244,MODEL1,PARMS,sRB4,0.544393835,1.555434418,0.341009847,-0.794253545,1.216990747,-1
245,MODEL1,PARMS,sRB4,0.570684789,1.955337591,0.211003115,-0.068052458,-0.088857098,-1
246,MODEL1,PARMS,sRB4,0.534470584,1.555387227,0.343041615,-1.06393111,1.849235932,-1
247,MODEL1,PARMS,sRB4,0.63586513,1.821911315,0.25376236,-0.524273246,0.979261326,-1
248,MODEL1,PARMS,sRB4,0.564697993,2.048133127,0.19709946,-0.43659987,0.782072296,-1
249,MODEL1,PARMS,sRB4,0.570026688,1.906884777,0.234369958,-0.388903269,0.543556521,-1
250,MODEL1,PARMS,sRB4,0.560032309,1.682039657,0.31422103,-1.022474062,1.731254039,-1
251,MODEL1,PARMS,sRB4,0.547112709,1.866931997,0.261075782,-0.72813166,1.250437008,-1
252,MODEL1,PARMS,sRB4,0.49571509,2.58818709,0.070135827,0.01476796,0.00246971,-1
253,MODEL1,PARMS,sRB4,0.543300722,1.906066411,0.197363302,0.026234097,-0.203106088,-1
254,MODEL1,PARMS,sRB4,0.503385397,1.855311525,0.248189323,-0.636965276,1.104806095,-1
255,MODEL1,PARMS,sRB4,0.510768727,2.241063584,0.139964142,0.028576021,-0.143932747,-1
256,MODEL1,PARMS,sRB4,0.498547073,2.192850106,0.157960447,0.017157927,-0.150760987,-1
257,MODEL1,PARMS,sRB4,0.659403484,1.642197039,0.318763027,-0.669664335,0.958038742,-1
258,MODEL1,PARMS,sRB4,0.53433379,2.45350278,0.097099329,0.140981142,-0.334836178,-1
259,MODEL1,PARMS,sRB4,0.543062485,1.926431339,0.203169916,-0.0442698,-0.004293549,-1
260,MODEL1,PARMS,sRB4,0.506962789,1.935520315,0.22161899,-0.378558018,0.606151693,-1
261,MODEL1,PARMS,sRB4,0.522289332,2.090238757,0.221501169,-0.726273416,1.269021231,-1
262,MODEL1,PARMS,sRB4,0.63191667,1.808558993,0.247683781,-0.302359252,0.377017179,-1
263,MODEL1,PARMS,sRB4,0.521359758,1.60161198,0.308974013,-0.436984209,0.523089699,-1
264,MODEL1,PARMS,sRB4,0.680792225,2.20897225,0.160151677,0.115529921,-0.397308925,-1
265,MODEL1,PARMS,sRB4,0.523915385,1.621238241,0.318783372,-0.679035598,1.087978832,-1
266,MODEL1,PARMS,sRB4,0.65054136,1.896250962,0.228142425,-0.224345007,0.29305615,-1
