SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,RLL
458,MODEL1,PARMS,RLL,0.938344634,4.438765664,0.428872971,-0.631944404,1.074961303,-1
459,MODEL1,PARMS,RLL,0.981948194,4.209290119,0.47715974,-0.513712421,0.61486938,-1
460,MODEL1,PARMS,RLL,0.940291977,4.155044268,0.520295963,-0.819776015,1.15028871,-1
461,MODEL1,PARMS,RLL,0.954792339,4.949243559,0.307082911,-0.120912501,0.046924178,-1
462,MODEL1,PARMS,RLL,0.959655614,5.049623611,0.279384882,-0.251951382,0.320089058,-1
463,MODEL1,PARMS,RLL,0.901522203,4.66519364,0.375837871,-0.35241561,0.504586955,-1
464,MODEL1,PARMS,RLL,0.913437461,4.29351523,0.467015579,-0.93684358,1.572668103,-1
465,MODEL1,PARMS,RLL,0.918033168,5.52630987,0.112694155,1.036067067,-1.982783122,-1
466,MODEL1,PARMS,RLL,0.9440428,4.189624431,0.540506353,-1.340587182,2.126957411,-1
467,MODEL1,PARMS,RLL,0.98886373,3.925303912,0.565916554,-0.90554911,1.322973108,-1
468,MODEL1,PARMS,RLL,1.014744601,4.066064935,0.549369087,-0.746539192,0.988645922,-1
469,MODEL1,PARMS,RLL,0.927308071,5.101902376,0.248227685,0.023489829,-0.110300743,-1
470,MODEL1,PARMS,RLL,0.918568363,4.010140908,0.554605305,-1.336268998,2.175481824,-1
471,MODEL1,PARMS,RLL,0.94307336,4.064982062,0.600124607,-2.192414584,3.841745526,-1
472,MODEL1,PARMS,RLL,0.998852732,5.032705963,0.262112087,-0.058181446,0.120711673,-1
473,MODEL1,PARMS,RLL,0.943004396,4.630864281,0.345138585,0.149370206,-0.517334402,-1
474,MODEL1,PARMS,RLL,0.961032852,4.930716441,0.30355958,0.047914304,-0.331546839,-1
475,MODEL1,PARMS,RLL,0.96169585,4.645364741,0.386714548,-0.601180968,0.925159532,-1
476,MODEL1,PARMS,RLL,0.96600717,2.818805451,0.89647355,-2.556604596,4.355886231,-1
477,MODEL1,PARMS,RLL,0.948078205,4.86478826,0.316071061,-0.436129252,0.726857802,-1
478,MODEL1,PARMS,RLL,0.895069832,5.059185065,0.238208449,0.253672244,-0.54682839,-1
479,MODEL1,PARMS,RLL,0.950539418,4.407519391,0.41490966,-0.204713043,0.129079501,-1
480,MODEL1,PARMS,RLL,0.958360983,4.142237933,0.53229364,-1.238383886,2.001968112,-1
481,MODEL1,PARMS,RLL,0.987063351,4.049905605,0.532676234,-0.946971446,1.488224434,-1
482,MODEL1,PARMS,RLL,0.963441601,4.259307051,0.497139178,-1.307251764,2.431325417,-1
483,MODEL1,PARMS,RLL,0.93839796,4.146971773,0.507028247,-0.947751974,1.649015328,-1
484,MODEL1,PARMS,RLL,0.930644695,3.060430512,0.80030796,-1.629555808,2.424484341,-1
485,MODEL1,PARMS,RLL,0.937233984,4.458933562,0.462911404,-1.198724442,2.056212912,-1
486,MODEL1,PARMS,RLL,0.919589033,3.461346175,0.728646301,-2.294726537,3.904290342,-1
487,MODEL1,PARMS,RLL,0.829164854,3.838092709,0.598890014,-1.279036024,1.943407071,-1
488,MODEL1,PARMS,RLL,0.891925427,4.978060453,0.297452305,-0.167550958,0.197321112,-1
489,MODEL1,PARMS,RLL,0.923938036,5.000166589,0.261425614,0.138309843,-0.211886821,-1
490,MODEL1,PARMS,RLL,0.928770608,4.812350732,0.354882538,-0.830281742,1.462089198,-1
491,MODEL1,PARMS,RLL,0.926848948,5.914947487,0.009718247,1.752436793,-3.43346813,-1
492,MODEL1,PARMS,RLL,0.95476745,3.843057275,0.572945634,-0.682692333,0.830400908,-1
493,MODEL1,PARMS,RLL,1.000025422,4.849153572,0.320797801,0.054518606,-0.449283608,-1
494,MODEL1,PARMS,RLL,0.871476394,4.465030634,0.436228979,-0.580164397,0.771524985,-1
495,MODEL1,PARMS,RLL,0.946409948,4.100086481,0.516069096,-0.699774998,0.848264469,-1
496,MODEL1,PARMS,RLL,0.941884031,5.035865614,0.280573267,-0.418646783,0.819405526,-1
497,MODEL1,PARMS,RLL,0.958136942,4.156441634,0.51396224,-0.751889661,0.959163816,-1
498,MODEL1,PARMS,RLL,0.934048085,4.502555362,0.385982573,-0.124107681,-0.063388764,-1
499,MODEL1,PARMS,RLL,0.919487267,4.720836734,0.381024373,-1.002727868,1.905601645,-1
500,MODEL1,PARMS,RLL,0.90327162,4.966619732,0.288593595,-0.173942869,0.140270281,-1
501,MODEL1,PARMS,RLL,0.969424163,3.93405982,0.620312694,-1.945666716,3.352551865,-1
502,MODEL1,PARMS,RLL,1.012355248,4.378688219,0.424045598,-0.240186434,0.034870586,-1
503,MODEL1,PARMS,RLL,0.972945765,4.48496487,0.433086949,-0.789153524,1.3374237,-1
504,MODEL1,PARMS,RLL,0.947941244,4.141546917,0.494333029,-0.52234533,0.555854109,-1
505,MODEL1,PARMS,RLL,0.906424134,5.114430645,0.223762556,0.801930771,-1.733542027,-1
506,MODEL1,PARMS,RLL,0.915795217,4.537796296,0.421196504,-0.777918339,1.254994899,-1
507,MODEL1,PARMS,RLL,0.944368738,4.199638131,0.485540478,-0.505789836,0.613561682,-1
508,MODEL1,PARMS,RLL,0.963431681,4.99475104,0.28175898,0.177297289,-0.541358516,-1
509,MODEL1,PARMS,RLL,1.014531445,5.052433047,0.289168167,-0.354629478,0.604535028,-1
510,MODEL1,PARMS,RLL,1.001688715,4.672417291,0.347269077,0.138129757,-0.499412938,-1
511,MODEL1,PARMS,RLL,0.969403267,4.790743267,0.323901754,0.123526309,-0.548623962,-1
512,MODEL1,PARMS,RLL,0.963053869,4.988482534,0.275570813,0.295133377,-0.809929415,-1
513,MODEL1,PARMS,RLL,0.920381857,3.62310578,0.661847142,-1.441157376,2.223487593,-1
514,MODEL1,PARMS,RLL,0.968713125,7.007876361,-0.265884706,2.246038861,-3.975450428,-1
515,MODEL1,PARMS,RLL,1.00461058,4.09720517,0.530031894,-1.381199513,2.427772193,-1
516,MODEL1,PARMS,RLL,0.968436699,5.622070708,0.0698179,1.232383237,-2.299172064,-1
517,MODEL1,PARMS,RLL,0.927282082,5.276794875,0.196320403,0.527142819,-1.132919577,-1
518,MODEL1,PARMS,RLL,0.971468575,4.899020789,0.320378482,-0.40343283,0.639212921,-1
519,MODEL1,PARMS,RLL,0.936672643,4.607222408,0.394761184,-0.735107899,1.268030736,-1
520,MODEL1,PARMS,RLL,0.93713143,4.083871084,0.528526096,-1.02878643,1.645304165,-1
521,MODEL1,PARMS,RLL,0.923231244,4.235788716,0.519657525,-0.985771916,1.514998261,-1
522,MODEL1,PARMS,RLL,0.948770002,4.309324948,0.51054858,-1.224183834,2.06763967,-1
523,MODEL1,PARMS,RLL,0.942090686,3.140076507,0.831962335,-2.909794025,5.074299489,-1
524,MODEL1,PARMS,RLL,0.90221326,4.754369924,0.329877147,-0.033653562,-0.034159151,-1
525,MODEL1,PARMS,RLL,0.952589469,4.322667016,0.430226484,-0.028991666,-0.340253738,-1
526,MODEL1,PARMS,RLL,0.938108959,4.734092616,0.352708286,-0.453483933,0.768186321,-1
527,MODEL1,PARMS,RLL,0.893308722,3.81292951,0.629400113,-1.568084381,2.578094509,-1
528,MODEL1,PARMS,RLL,0.937734189,4.289332785,0.499718158,-0.824900403,1.135556666,-1
529,MODEL1,PARMS,RLL,0.955203188,4.572916058,0.401227634,-0.468676632,0.567627454,-1
530,MODEL1,PARMS,RLL,0.8755666,5.756055396,0.065383647,0.894137191,-1.684921318,-1
531,MODEL1,PARMS,RLL,0.928701718,4.154476934,0.481120417,-0.599375238,0.826506205,-1
532,MODEL1,PARMS,RLL,0.942749146,3.323233353,0.780565705,-2.103411697,3.319805053,-1
533,MODEL1,PARMS,RLL,0.949793514,3.449884639,0.707469872,-1.65183616,2.526486327,-1
534,MODEL1,PARMS,RLL,0.912754708,4.555215884,0.422540884,-0.646335054,0.997046668,-1
535,MODEL1,PARMS,RLL,0.936812916,3.839907171,0.601554295,-1.438502325,2.430214814,-1
536,MODEL1,PARMS,RLL,0.897728404,6.328928746,-0.081344855,1.084992553,-1.730155453,-1
537,MODEL1,PARMS,RLL,0.965998741,4.861045124,0.325566038,-0.077961678,0.000929403,-1
538,MODEL1,PARMS,RLL,0.988158266,4.410600296,0.444667999,-0.301403182,0.21309027,-1
539,MODEL1,PARMS,RLL,0.934334448,5.294864292,0.174737728,0.452282865,-0.825784263,-1
540,MODEL1,PARMS,RLL,0.942032789,4.637596471,0.402228561,-0.746974419,1.280208292,-1
541,MODEL1,PARMS,RLL,0.955904515,4.588368619,0.370961691,0.194550739,-0.658754488,-1
542,MODEL1,PARMS,RLL,0.92380914,4.982220447,0.284523391,0.01543554,-0.194916097,-1
543,MODEL1,PARMS,RLL,0.964016364,4.620888483,0.366445888,-0.118959869,0.025826268,-1
544,MODEL1,PARMS,RLL,0.97823395,4.922991511,0.308222898,-0.402963452,0.728533346,-1
545,MODEL1,PARMS,RLL,0.948555163,3.784966578,0.588227487,-1.05944232,1.558545681,-1
546,MODEL1,PARMS,RLL,1.000444537,4.771089754,0.370570336,-0.944762935,1.696693409,-1
547,MODEL1,PARMS,RLL,0.899621089,3.73778955,0.631105777,-1.437949217,2.357662818,-1
548,MODEL1,PARMS,RLL,1.004703373,5.633915477,0.101571557,0.390460236,-0.51400011,-1
549,MODEL1,PARMS,RLL,0.9466027,3.798381872,0.635519874,-1.673799858,2.817215749,-1
550,MODEL1,PARMS,RLL,0.973173343,4.210131792,0.500770678,-0.895964938,1.354353685,-1
551,MODEL1,PARMS,RLL,0.949488769,4.851414994,0.350944789,-0.674195675,1.104801324,-1
552,MODEL1,PARMS,RLL,0.951316884,3.15727004,0.831271186,-2.88229974,5.103456381,-1
553,MODEL1,PARMS,RLL,1.003428994,4.158037771,0.529802436,-1.022486869,1.576237216,-1
554,MODEL1,PARMS,RLL,0.942510311,4.818666809,0.316259893,0.099846713,-0.341092206,-1
555,MODEL1,PARMS,RLL,0.919500463,5.074016269,0.243267762,-0.053431454,0.201521452,-1
556,MODEL1,PARMS,RLL,0.972861234,4.850733582,0.298077583,0.188915415,-0.593291247,-1
557,MODEL1,PARMS,RLL,0.954937355,4.394138118,0.443068991,-0.863733269,1.35272387,-1
558,MODEL1,PARMS,RLL,0.96365422,4.503767851,0.416615353,-1.030129802,1.791867717,-1
559,MODEL1,PARMS,RLL,0.927477086,3.31399688,0.753426978,-2.166092763,3.615984092,-1
560,MODEL1,PARMS,RLL,0.922115263,4.602598345,0.357440965,-0.087079301,-0.005896241,-1
561,MODEL1,PARMS,RLL,0.941147304,4.442483875,0.449465474,-1.021048995,1.767307869,-1
562,MODEL1,PARMS,RLL,0.987384303,4.138429546,0.516197076,-1.159913525,2.037933856,-1
563,MODEL1,PARMS,RLL,0.955094306,3.780751995,0.648466498,-1.394884668,2.051096911,-1
564,MODEL1,PARMS,RLL,0.918368099,4.739319501,0.36146661,-0.572901192,1.002935025,-1
565,MODEL1,PARMS,RLL,0.964731275,5.182159939,0.252362263,0.03954839,-0.239061211,-1
566,MODEL1,PARMS,RLL,0.923570541,4.688702456,0.389564775,-0.707517144,1.143824928,-1
567,MODEL1,PARMS,RLL,0.923899606,3.872449423,0.594417049,-1.558448296,2.560574165,-1
568,MODEL1,PARMS,RLL,1.000076419,4.89497283,0.323004883,-0.139265745,0.065236157,-1
569,MODEL1,PARMS,RLL,0.94891859,5.137411381,0.263273179,-0.187944119,0.333348662,-1
570,MODEL1,PARMS,RLL,0.913811121,5.049731101,0.279357229,0.032052146,-0.220993784,-1
571,MODEL1,PARMS,RLL,0.939895164,4.321271774,0.465891408,-0.618337579,0.796404529,-1
572,MODEL1,PARMS,RLL,0.964785999,4.395721676,0.446669076,-0.292901242,0.234338701,-1
573,MODEL1,PARMS,RLL,0.923974684,5.247815742,0.213106369,0.064804068,-0.089942795,-1
574,MODEL1,PARMS,RLL,0.927730067,4.651802912,0.376774768,-0.298253176,0.29707907,-1
575,MODEL1,PARMS,RLL,0.902609262,4.153438111,0.489529585,-0.519327887,0.559693016,-1
576,MODEL1,PARMS,RLL,0.91908269,4.128045716,0.511649958,-0.636779855,0.846438329,-1
577,MODEL1,PARMS,RLL,0.884697566,4.097129046,0.557342023,-1.415965282,2.402048612,-1
578,MODEL1,PARMS,RLL,0.965484607,4.456845626,0.376683635,0.382546092,-1.067829056,-1
579,MODEL1,PARMS,RLL,0.94293304,5.165213418,0.218386688,0.570618828,-1.26123414,-1
580,MODEL1,PARMS,RLL,0.959218075,4.315955325,0.467403464,-0.461583685,0.393256653,-1
581,MODEL1,PARMS,RLL,0.92346907,4.866103232,0.306804984,0.090993293,-0.383057311,-1
582,MODEL1,PARMS,RLL,0.948403542,3.514498569,0.673751407,-1.338882157,2.009467732,-1
583,MODEL1,PARMS,RLL,0.993700457,4.043954582,0.545856403,-1.374400086,2.258982695,-1
584,MODEL1,PARMS,RLL,1.028295321,5.62061473,0.115352595,0.591175999,-1.30294355,-1
585,MODEL1,PARMS,RLL,0.94070721,4.078083901,0.515586215,-0.784575316,1.045922605,-1
586,MODEL1,PARMS,RLL,0.936453083,4.152203604,0.518117601,-0.970287132,1.409220334,-1
587,MODEL1,PARMS,RLL,0.93716409,4.127853964,0.49876609,-0.253086217,0.028604048,-1
588,MODEL1,PARMS,RLL,0.938501072,3.887525842,0.599466962,-1.23372696,2.087860756,-1
589,MODEL1,PARMS,RLL,0.967839605,3.957958556,0.603095926,-1.577846995,2.69587237,-1
590,MODEL1,PARMS,RLL,0.95537165,3.831282835,0.61079362,-1.448835629,2.307249753,-1
591,MODEL1,PARMS,RLL,0.928405464,4.472951309,0.423766973,-0.500564676,0.723451874,-1
592,MODEL1,PARMS,RLL,0.883883173,5.712357707,0.107598316,0.340630811,-0.596303571,-1
593,MODEL1,PARMS,RLL,0.98764578,4.745578476,0.321574165,0.531440491,-1.49979217,-1
594,MODEL1,PARMS,RLL,0.910019768,4.83194499,0.365774072,-0.608638481,0.906218464,-1
595,MODEL1,PARMS,RLL,0.968811272,3.946317226,0.577826771,-1.280120111,2.022663633,-1
596,MODEL1,PARMS,RLL,0.961331896,4.370846569,0.434869439,-0.296939975,0.272608636,-1
597,MODEL1,PARMS,RLL,0.959745384,4.390452777,0.434284549,-0.250641059,0.079586332,-1
598,MODEL1,PARMS,RLL,0.935963504,5.231390536,0.232750395,0.219440017,-0.562408012,-1
599,MODEL1,PARMS,RLL,0.911310732,5.004415256,0.251762151,0.528122429,-1.188518249,-1
600,MODEL1,PARMS,RLL,0.904591724,4.968792197,0.277033517,0.18232101,-0.530126293,-1
601,MODEL1,PARMS,RLL,0.907260623,4.707870528,0.346099984,-0.471436133,0.710595665,-1
602,MODEL1,PARMS,RLL,0.929345479,4.418102265,0.443466674,-0.216110128,-0.054835657,-1
603,MODEL1,PARMS,RLL,1.004808952,4.078047801,0.497386361,-0.73913177,1.21409146,-1
604,MODEL1,PARMS,RLL,0.963450815,4.606507817,0.400111725,-0.577295703,0.800746169,-1
605,MODEL1,PARMS,RLL,0.96381925,4.249673923,0.515995249,-0.841404061,1.055847014,-1
606,MODEL1,PARMS,RLL,0.926868925,3.139757944,0.801550079,-1.67138777,2.509954867,-1
607,MODEL1,PARMS,RLL,0.940542692,4.528747885,0.429342685,-0.957450737,1.515949018,-1
608,MODEL1,PARMS,RLL,0.962172559,4.778371766,0.390470487,-1.279508627,2.406022513,-1
609,MODEL1,PARMS,RLL,0.938419928,4.003507731,0.561483291,-1.255019257,2.11856419,-1
610,MODEL1,PARMS,RLL,0.969259426,5.851147868,0.040351836,0.805178332,-1.46190162,-1
611,MODEL1,PARMS,RLL,0.928069631,4.880006432,0.294858357,-0.067765038,0.007913176,-1
612,MODEL1,PARMS,RLL,0.924552419,4.27699762,0.477041822,-0.723185509,1.038976307,-1
613,MODEL1,PARMS,RLL,0.939778811,5.095852964,0.246115074,0.244471995,-0.699327149,-1
614,MODEL1,PARMS,RLL,0.95381681,5.089549679,0.243991682,0.614282243,-1.398139757,-1
615,MODEL1,PARMS,RLL,0.948892343,3.653014151,0.652766995,-1.686456844,2.881618665,-1
616,MODEL1,PARMS,RLL,0.980059681,4.859942422,0.323798206,-0.155858163,0.137543239,-1
617,MODEL1,PARMS,RLL,0.897594794,5.079480906,0.246435851,0.36370191,-0.845698223,-1
618,MODEL1,PARMS,RLL,0.954254725,4.081883738,0.513817812,-0.864047008,1.234304397,-1
619,MODEL1,PARMS,RLL,1.020645648,4.533632516,0.399004388,-0.524923541,0.756896984,-1
620,MODEL1,PARMS,RLL,0.917367785,4.775374147,0.363210232,-0.387973295,0.528710523,-1
621,MODEL1,PARMS,RLL,0.94858501,4.759513844,0.354566487,-0.351201008,0.456166024,-1
622,MODEL1,PARMS,RLL,0.99727875,3.846195853,0.619462691,-1.540518138,2.460687976,-1
623,MODEL1,PARMS,RLL,0.910171271,5.228390547,0.186170204,0.686173521,-1.308170137,-1
624,MODEL1,PARMS,RLL,0.909622153,5.513191349,0.162205257,0.119271894,-0.182371303,-1
625,MODEL1,PARMS,RLL,0.927882316,4.557860034,0.365505598,0.342771211,-0.91524983,-1
626,MODEL1,PARMS,RLL,0.939629018,4.877177495,0.313915841,-0.294838356,0.467491184,-1
627,MODEL1,PARMS,RLL,0.985263408,3.343789186,0.760864293,-2.220958174,3.689136874,-1
628,MODEL1,PARMS,RLL,0.932871564,4.204370008,0.496619523,-1.195586009,2.062236537,-1
629,MODEL1,PARMS,RLL,1.011313251,2.296186854,1.014857645,-2.773691582,4.404771575,-1
630,MODEL1,PARMS,RLL,0.891846262,3.522565617,0.702307384,-1.817535123,3.002862216,-1
631,MODEL1,PARMS,RLL,0.984925141,3.884930353,0.563363452,-0.836649631,1.228228418,-1
632,MODEL1,PARMS,RLL,0.989891457,4.565957953,0.387233432,-0.338391526,0.430306278,-1
633,MODEL1,PARMS,RLL,0.926464406,4.458329711,0.444437323,-0.797273636,1.284290311,-1
634,MODEL1,PARMS,RLL,0.909536265,4.286790929,0.455815398,-0.230198075,-0.004678552,-1
635,MODEL1,PARMS,RLL,0.970112544,4.871056197,0.336387755,-0.143657401,0.071534382,-1
636,MODEL1,PARMS,RLL,0.967770468,5.596585684,0.10996533,0.763624351,-1.389188887,-1
637,MODEL1,PARMS,RLL,0.980018927,4.32593387,0.462322312,-0.675264295,0.88299421,-1
638,MODEL1,PARMS,RLL,0.926762538,4.403089951,0.463497159,-0.68179426,0.985891811,-1
639,MODEL1,PARMS,RLL,0.940181108,4.819007314,0.31242774,0.402914751,-1.072835071,-1
640,MODEL1,PARMS,RLL,0.95404,4.583788192,0.385618194,-0.215840118,0.155413659,-1
641,MODEL1,PARMS,RLL,0.889275776,3.527975938,0.724275356,-1.876336884,2.966556169,-1
642,MODEL1,PARMS,RLL,0.991389487,4.866607119,0.330107535,-0.576693299,1.123869651,-1
643,MODEL1,PARMS,RLL,0.993391235,2.479780866,1.000702162,-2.9979726,4.929215474,-1
644,MODEL1,PARMS,RLL,0.980710364,4.213966746,0.467773964,-0.378070282,0.393912165,-1
645,MODEL1,PARMS,RLL,0.931485825,4.263389012,0.488133671,-1.112426786,1.860848283,-1
646,MODEL1,PARMS,RLL,0.915555081,5.11854352,0.279195617,-0.40172263,0.646945515,-1
647,MODEL1,PARMS,RLL,0.923450499,4.465978196,0.400059274,-0.291464533,0.336125829,-1
648,MODEL1,PARMS,RLL,0.952109537,4.124352126,0.535362865,-0.979973978,1.488474192,-1
649,MODEL1,PARMS,RLL,0.933167409,4.255969789,0.438910092,0.07471305,-0.604501367,-1
650,MODEL1,PARMS,RLL,0.967210962,3.841384382,0.631777942,-1.840547237,3.187151085,-1
651,MODEL1,PARMS,RLL,0.990674172,4.809403077,0.330339966,-0.265115261,0.489511933,-1
652,MODEL1,PARMS,RLL,0.933748605,5.7984988,0.063959741,1.055494701,-2.06401204,-1
653,MODEL1,PARMS,RLL,0.931462645,3.876172708,0.599411652,-1.516529706,2.716979205,-1
654,MODEL1,PARMS,RLL,0.973466625,4.475217403,0.450549392,-1.352005707,2.446268869,-1
655,MODEL1,PARMS,RLL,0.940082541,5.447063435,0.164579717,0.512888574,-1.014349782,-1
656,MODEL1,PARMS,RLL,0.967877037,4.551883398,0.398017623,-0.295284618,0.20026168,-1
657,MODEL1,PARMS,RLL,0.89906914,4.796592816,0.333682113,-0.039507999,-0.220095524,-1
658,MODEL1,PARMS,RLL,0.950850048,4.489353493,0.405854952,-0.495721932,0.684649028,-1
659,MODEL1,PARMS,RLL,0.975888643,4.360721245,0.490250003,-1.363946633,2.446900389,-1
660,MODEL1,PARMS,RLL,0.967770945,4.446551148,0.445533034,-0.681327826,0.997109933,-1
661,MODEL1,PARMS,RLL,0.95048316,3.434507611,0.721839021,-2.026596859,3.418439776,-1
662,MODEL1,PARMS,RLL,1.037799706,4.346853778,0.453782009,-0.506263256,0.678595806,-1
663,MODEL1,PARMS,RLL,1.048661863,5.765505615,0.091433893,0.544051896,-0.966519572,-1
664,MODEL1,PARMS,RLL,0.926753664,3.894603221,0.599955424,-1.478189712,2.48140343,-1
665,MODEL1,PARMS,RLL,0.895338088,5.094831737,0.257919874,-0.117720758,0.235450935,-1
666,MODEL1,PARMS,RLL,0.959432034,3.971820345,0.545746783,-0.995863054,1.571471005,-1
667,MODEL1,PARMS,RLL,0.93608643,4.659682371,0.434817707,-1.387171941,2.422492412,-1
668,MODEL1,PARMS,RLL,0.923303276,4.295639636,0.455297826,-0.312389122,0.181741559,-1
669,MODEL1,PARMS,RLL,0.919444628,4.868188352,0.330473423,-0.451992304,0.678818591,-1
670,MODEL1,PARMS,RLL,0.94527731,4.249980079,0.526112578,-1.49719314,2.61062213,-1
671,MODEL1,PARMS,RLL,0.906405828,3.774660854,0.661129236,-2.089886532,3.766266829,-1
672,MODEL1,PARMS,RLL,0.927318487,5.402628047,0.175871021,0.115786794,-0.205551682,-1
673,MODEL1,PARMS,RLL,0.996232901,4.156571194,0.52401448,-0.707787214,0.902425925,-1
674,MODEL1,PARMS,RLL,0.97026447,5.161608631,0.267531487,-0.368759024,0.724017552,-1
675,MODEL1,PARMS,RLL,0.919680689,4.443003346,0.428570388,-0.858884267,1.429201488,-1
676,MODEL1,PARMS,RLL,1.00369263,3.199966169,0.764623248,-2.19942236,3.967768477,-1
677,MODEL1,PARMS,RLL,0.932754701,5.000019078,0.275087344,0.506467931,-1.260638963,-1
678,MODEL1,PARMS,RLL,0.938500603,3.898290936,0.57508197,-0.959516901,1.367092933,-1
679,MODEL1,PARMS,RLL,0.958488651,4.346231081,0.480840589,-1.450541872,2.563848093,-1
680,MODEL1,PARMS,RLL,0.935524691,4.321865294,0.451700732,-0.736534541,1.087504137,-1
681,MODEL1,PARMS,RLL,1.008660253,4.951920491,0.327138058,-0.480120502,0.810192894,-1
682,MODEL1,PARMS,RLL,0.903823656,4.47025498,0.400897366,-0.596184905,1.021936165,-1
683,MODEL1,PARMS,RLL,0.954904628,5.736635224,0.090188408,0.808265957,-1.484407314,-1
684,MODEL1,PARMS,RLL,0.938342106,4.392207986,0.459792533,-1.14422124,2.127902607,-1
685,MODEL1,PARMS,RLL,0.949461907,4.899421613,0.302656645,-0.453939814,0.865746231,-1
686,MODEL1,PARMS,RLL,0.956096937,3.969489467,0.603527152,-1.524322173,2.552817326,-1
687,MODEL1,PARMS,RLL,0.916267706,4.779944113,0.359956992,-0.465953382,0.722253623,-1
688,MODEL1,PARMS,RLL,0.939060383,3.997182129,0.57370483,-1.49222276,2.541341316,-1
689,MODEL1,PARMS,RLL,0.973652727,3.844455424,0.616725476,-1.55611011,2.649599375,-1
690,MODEL1,PARMS,RLL,0.966780305,4.229422492,0.473723584,-0.361564652,0.183975658,-1
691,MODEL1,PARMS,RLL,0.955562545,4.405432523,0.460997665,-1.209380544,2.167198632,-1
692,MODEL1,PARMS,RLL,0.940310742,5.001805124,0.290741229,0.007043295,-0.28937171,-1
693,MODEL1,PARMS,RLL,0.96892141,3.580168801,0.711937341,-2.174559846,3.742626241,-1
694,MODEL1,PARMS,RLL,0.933157243,4.022984917,0.552235393,-0.952930471,1.35131243,-1
695,MODEL1,PARMS,RLL,0.885407951,4.613781998,0.352535429,0.028644404,-0.377559583,-1
696,MODEL1,PARMS,RLL,0.919534554,4.108843859,0.559669111,-1.67501469,2.880036084,-1
697,MODEL1,PARMS,RLL,0.997399675,5.32493343,0.219399573,-0.284517904,0.570761483,-1
698,MODEL1,PARMS,RLL,0.943203518,4.824771683,0.352951143,-0.597337704,0.989716074,-1
699,MODEL1,PARMS,RLL,0.900270692,5.114587258,0.243834445,-0.055385743,0.064155388,-1
700,MODEL1,PARMS,RLL,1.00151659,5.408649175,0.161155608,0.539703372,-1.110702235,-1
701,MODEL1,PARMS,RLL,1.007347572,4.176407329,0.533324077,-1.537103302,2.674955503,-1
702,MODEL1,PARMS,RLL,0.970203656,4.192434935,0.545568448,-1.586846662,2.663299595,-1
703,MODEL1,PARMS,RLL,0.890513694,3.808281537,0.616918992,-0.730452871,0.639142068,-1
704,MODEL1,PARMS,RLL,0.969383733,4.504967966,0.446277896,-1.184300777,2.001819487,-1
705,MODEL1,PARMS,RLL,0.95266189,5.022343012,0.269347264,0.047510254,-0.226450869,-1
706,MODEL1,PARMS,RLL,1.018692802,5.866621909,0.074917594,0.595379635,-0.934269534,-1
707,MODEL1,PARMS,RLL,0.979923061,4.314775901,0.464134014,-0.686444574,0.994932299,-1
708,MODEL1,PARMS,RLL,0.946035837,3.655057895,0.686114013,-1.492113053,2.293294951,-1
709,MODEL1,PARMS,RLL,0.931600722,5.096244415,0.261658025,-0.24825993,0.50900433,-1
710,MODEL1,PARMS,RLL,0.938591409,4.38252941,0.466569206,-0.849503975,1.316436403,-1
711,MODEL1,PARMS,RLL,0.959864494,5.876223184,0.079336287,0.402183049,-0.58576009,-1
712,MODEL1,PARMS,RLL,0.937725585,5.663631408,0.058900663,1.436559816,-2.769564115,-1
713,MODEL1,PARMS,RLL,0.961741064,5.509904649,0.121985431,0.825385527,-1.587961856,-1
714,MODEL1,PARMS,RLL,0.926402061,4.049052195,0.570894287,-1.497767528,2.395869978,-1
715,MODEL1,PARMS,RLL,0.968950452,4.52275183,0.412025519,-0.056362807,-0.373652723,-1
716,MODEL1,PARMS,RLL,0.941565512,4.120790666,0.482980925,-0.560922857,0.784294984,-1
717,MODEL1,PARMS,RLL,0.906564531,4.63243468,0.379868561,-0.386059397,0.521329787,-1
718,MODEL1,PARMS,RLL,0.934266482,3.131364647,0.810132046,-2.30859741,3.915264683,-1
719,MODEL1,PARMS,RLL,0.920841369,4.59271531,0.398272757,-0.36686356,0.461531482,-1
720,MODEL1,PARMS,RLL,0.916567653,5.371691585,0.17774228,0.537542996,-1.153125598,-1
721,MODEL1,PARMS,RLL,0.942409035,4.76822445,0.369232694,-0.560663111,0.817190333,-1
722,MODEL1,PARMS,RLL,0.938667085,3.932698297,0.581969823,-1.652153285,2.96914848,-1
723,MODEL1,PARMS,RLL,0.903429975,3.9420808,0.570371413,-1.136707264,1.764936864,-1
724,MODEL1,PARMS,RLL,0.952031107,4.512814673,0.410112744,-0.370378129,0.341753026,-1
725,MODEL1,PARMS,RLL,0.969697499,4.4470194,0.468401241,-0.975815466,1.537279526,-1
726,MODEL1,PARMS,RLL,0.956155439,4.139148778,0.51973382,-0.740837542,0.957090644,-1
727,MODEL1,PARMS,RLL,0.968001503,3.219220642,0.758738735,-1.857600924,3.060329955,-1
728,MODEL1,PARMS,RLL,0.945574554,4.862899614,0.313370757,0.068215791,-0.462230223,-1
729,MODEL1,PARMS,RLL,0.934622221,5.115319078,0.265097536,0.152542458,-0.481485249,-1
730,MODEL1,PARMS,RLL,0.985413371,4.838491698,0.314693301,0.033389039,-0.298928511,-1
