SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,LMB
472,MODEL1,PARMS,LMB,1.450534217,8.4427158,0.414860974,1.125023796,-2.152993232,-1
473,MODEL1,PARMS,LMB,1.32550986,6.269322833,0.978487954,-1.097544874,1.502859696,-1
474,MODEL1,PARMS,LMB,1.293829352,8.20875236,0.487755689,0.398804299,-0.855476601,-1
475,MODEL1,PARMS,LMB,1.440590889,8.365298428,0.412304564,0.664710037,-1.025788017,-1
476,MODEL1,PARMS,LMB,1.356319899,4.901164737,1.466191898,-3.832113313,6.544854152,-1
477,MODEL1,PARMS,LMB,1.38811726,6.929129811,0.811958508,-0.627580389,0.763370121,-1
478,MODEL1,PARMS,LMB,1.362812986,7.955690227,0.548160121,0.325636043,-0.826129319,-1
479,MODEL1,PARMS,LMB,1.28788827,6.46851611,0.961874605,-1.373032963,2.102709885,-1
480,MODEL1,PARMS,LMB,1.354394253,6.361767241,1.006408338,-1.897687843,3.344505719,-1
481,MODEL1,PARMS,LMB,1.381764578,6.26850673,1.031218082,-1.935433659,3.378624392,-1
482,MODEL1,PARMS,LMB,1.369633306,7.678518304,0.631822459,0.236828773,-0.921428605,-1
483,MODEL1,PARMS,LMB,1.361933363,7.595303424,0.625991011,0.344595635,-0.743840266,-1
484,MODEL1,PARMS,LMB,1.418696744,6.901779277,0.780882374,0.008587113,-0.213006925,-1
485,MODEL1,PARMS,LMB,1.447591949,7.079245936,0.822743977,-1.294282665,2.32760771,-1
486,MODEL1,PARMS,LMB,1.36174803,6.192430485,0.982156236,-1.147753094,1.707287854,-1
487,MODEL1,PARMS,LMB,1.392990861,6.434161643,0.981243447,-1.212283558,1.644711349,-1
488,MODEL1,PARMS,LMB,1.418345874,6.933165919,0.841408384,-0.987433726,1.657546421,-1
489,MODEL1,PARMS,LMB,1.403495418,8.404262877,0.399191288,1.045377244,-1.878675846,-1
490,MODEL1,PARMS,LMB,1.413782874,7.953120338,0.55490632,-0.392078316,0.799124437,-1
491,MODEL1,PARMS,LMB,1.333539052,6.977399323,0.796275756,-0.667091913,1.088849549,-1
492,MODEL1,PARMS,LMB,1.340988738,7.397161464,0.633096968,0.536029347,-0.962251133,-1
493,MODEL1,PARMS,LMB,1.436952142,7.095245618,0.777207429,-0.721960726,1.235944725,-1
494,MODEL1,PARMS,LMB,1.299267163,6.320558694,1.012409083,-1.451932244,2.182651843,-1
495,MODEL1,PARMS,LMB,1.383972524,6.920588327,0.810478695,-0.628146708,0.773170722,-1
496,MODEL1,PARMS,LMB,1.390811616,7.267117022,0.755031168,-0.64272826,0.989838643,-1
497,MODEL1,PARMS,LMB,1.297336084,7.34022939,0.702296072,-0.575308383,0.892397362,-1
498,MODEL1,PARMS,LMB,1.362819863,7.396545132,0.727674247,-0.866375073,1.41000261,-1
499,MODEL1,PARMS,LMB,1.362741734,8.388454396,0.426569997,1.283769988,-2.412309094,-1
500,MODEL1,PARMS,LMB,1.400684678,6.877045968,0.843376475,-0.588405626,0.562736268,-1
501,MODEL1,PARMS,LMB,1.34815074,7.578391886,0.679713414,-0.507793602,0.942273203,-1
502,MODEL1,PARMS,LMB,1.346319044,7.683625146,0.550964519,1.386301113,-3.079454005,-1
503,MODEL1,PARMS,LMB,1.269802787,6.937638282,0.824835232,-0.819454378,1.151406184,-1
504,MODEL1,PARMS,LMB,1.343330628,6.514402148,1.000395448,-1.753665885,2.767197153,-1
505,MODEL1,PARMS,LMB,1.337073544,7.875182673,0.568677483,-0.081687673,0.100930638,-1
506,MODEL1,PARMS,LMB,1.425618234,7.620546443,0.645778008,-0.221622418,0.391494131,-1
507,MODEL1,PARMS,LMB,1.365940893,8.458199308,0.369336315,1.476891964,-2.831198969,-1
508,MODEL1,PARMS,LMB,1.245991958,7.45158969,0.696635477,-0.409576924,0.571323374,-1
509,MODEL1,PARMS,LMB,1.332081705,7.397229871,0.643140443,0.709168493,-1.429013038,-1
510,MODEL1,PARMS,LMB,1.428904685,8.344468314,0.421219044,1.568982098,-2.949634095,-1
511,MODEL1,PARMS,LMB,1.313222676,7.980690822,0.492797162,0.779161517,-1.526305653,-1
512,MODEL1,PARMS,LMB,1.296076271,8.484657604,0.378870165,0.866795257,-1.624785096,-1
513,MODEL1,PARMS,LMB,1.365007688,6.143300415,1.097807714,-2.471467413,4.166360064,-1
514,MODEL1,PARMS,LMB,1.368137606,6.980531717,0.818303182,-0.838832992,1.386934204,-1
515,MODEL1,PARMS,LMB,1.36760239,7.40571382,0.656363927,-0.089669917,0.059061284,-1
516,MODEL1,PARMS,LMB,1.432550701,7.703371861,0.562994835,1.009443822,-2.050058519,-1
517,MODEL1,PARMS,LMB,1.450661356,7.821721432,0.594712092,-0.127530553,0.228129055,-1
518,MODEL1,PARMS,LMB,1.379797119,7.191727277,0.766697349,-0.696310422,1.089115064,-1
519,MODEL1,PARMS,LMB,1.353278923,6.202936195,0.983718134,-0.80055238,1.027882398,-1
520,MODEL1,PARMS,LMB,1.343809851,8.227132265,0.461315585,0.710367975,-1.34648062,-1
521,MODEL1,PARMS,LMB,1.338497088,6.93343993,0.863778999,-1.552338333,2.849118879,-1
522,MODEL1,PARMS,LMB,1.316266499,6.149058332,1.088377131,-2.101548328,3.466713035,-1
523,MODEL1,PARMS,LMB,1.478440193,7.338019829,0.700396808,-1.107037285,2.125808198,-1
524,MODEL1,PARMS,LMB,1.392100613,5.665770534,1.155366117,-2.157464689,3.788381334,-1
525,MODEL1,PARMS,LMB,1.349581254,8.253835125,0.402036956,1.632296356,-3.242052444,-1
526,MODEL1,PARMS,LMB,1.373333733,8.375078575,0.418839081,1.045205314,-1.776597288,-1
527,MODEL1,PARMS,LMB,1.412173361,7.312906666,0.726184581,-0.494954703,0.725408833,-1
528,MODEL1,PARMS,LMB,1.356960661,7.485268535,0.665641175,0.21214917,-0.706531014,-1
529,MODEL1,PARMS,LMB,1.358136973,7.931459792,0.514788557,0.854681763,-1.694242235,-1
530,MODEL1,PARMS,LMB,1.341784814,6.61677523,0.909357849,-0.625230179,0.60650648,-1
531,MODEL1,PARMS,LMB,1.287425965,6.70884249,0.860843957,-0.895562735,1.457795171,-1
532,MODEL1,PARMS,LMB,1.455759488,5.774482222,1.186233874,-2.052904049,3.270534189,-1
533,MODEL1,PARMS,LMB,1.348562508,7.360579507,0.651736263,0.345771931,-0.937634716,-1
534,MODEL1,PARMS,LMB,1.372477266,6.373786963,0.974757101,-0.890598267,1.234949563,-1
535,MODEL1,PARMS,LMB,1.392991848,6.971611751,0.819251004,-0.731765056,1.077022827,-1
536,MODEL1,PARMS,LMB,1.349687636,7.856987081,0.593460344,0.126071873,-0.415943504,-1
537,MODEL1,PARMS,LMB,1.309974239,7.920493827,0.570766817,0.197753396,-0.499317088,-1
538,MODEL1,PARMS,LMB,1.409683557,8.656000341,0.342687414,1.800999988,-3.573584066,-1
539,MODEL1,PARMS,LMB,1.380985784,8.487522396,0.370484596,1.408728465,-2.723563244,-1
540,MODEL1,PARMS,LMB,1.375230617,8.310985889,0.429684548,0.611999952,-1.040569965,-1
541,MODEL1,PARMS,LMB,1.387832443,7.131560492,0.785229983,-0.18763924,-0.094482305,-1
542,MODEL1,PARMS,LMB,1.454428676,6.5154736,0.911020341,-0.523487229,0.569586764,-1
543,MODEL1,PARMS,LMB,1.340073921,6.763057619,0.843241641,-0.539276895,0.720692366,-1
544,MODEL1,PARMS,LMB,1.427005498,7.784021166,0.623880772,-0.316356633,0.497317174,-1
545,MODEL1,PARMS,LMB,1.29634179,7.608119084,0.613862241,0.429075052,-1.152339469,-1
546,MODEL1,PARMS,LMB,1.276372398,7.709583345,0.646022591,-0.443812907,0.807064973,-1
547,MODEL1,PARMS,LMB,1.384577107,6.171808235,1.03478704,-1.556065239,2.495578111,-1
548,MODEL1,PARMS,LMB,1.304208006,8.137405688,0.458390617,0.68669161,-1.216033951,-1
549,MODEL1,PARMS,LMB,1.352557757,8.034632989,0.533989814,0.175039083,-0.277911029,-1
550,MODEL1,PARMS,LMB,1.33713478,7.228924441,0.752838237,-0.695887233,1.178618764,-1
551,MODEL1,PARMS,LMB,1.400359847,7.536416234,0.709342842,-1.159910165,2.227747282,-1
552,MODEL1,PARMS,LMB,1.413094539,5.785812273,1.094660531,-1.559993317,2.451761327,-1
553,MODEL1,PARMS,LMB,1.325850658,8.051138486,0.480853691,1.200298595,-2.461014756,-1
554,MODEL1,PARMS,LMB,1.364956694,7.842337129,0.561593081,0.588332799,-1.12555335,-1
555,MODEL1,PARMS,LMB,1.337050999,7.002258325,0.784070442,-0.501263097,0.888755826,-1
556,MODEL1,PARMS,LMB,1.423900994,9.499175688,0.100125726,2.528059993,-4.814776612,-1
557,MODEL1,PARMS,LMB,1.335210771,8.037700257,0.511712295,0.043291499,-0.074971353,-1
558,MODEL1,PARMS,LMB,1.407585049,8.087505143,0.519810616,1.257602286,-2.679219753,-1
559,MODEL1,PARMS,LMB,1.324744558,6.986204467,0.835689539,-1.163522543,1.850090849,-1
560,MODEL1,PARMS,LMB,1.431591288,7.896240554,0.508749372,1.107260648,-2.159225864,-1
561,MODEL1,PARMS,LMB,1.297772476,7.130685022,0.764375844,-0.513786266,0.537825483,-1
562,MODEL1,PARMS,LMB,1.412244967,6.509622393,0.957549483,-1.684494157,3.146325274,-1
563,MODEL1,PARMS,LMB,1.345432046,7.280808268,0.763814359,-0.380414703,0.41368798,-1
564,MODEL1,PARMS,LMB,1.312720342,7.381400207,0.662037689,0.503017964,-1.244786165,-1
565,MODEL1,PARMS,LMB,1.330678035,7.575662074,0.676009798,-0.639244133,1.103407123,-1
566,MODEL1,PARMS,LMB,1.321436267,6.998702121,0.867582074,-1.504731863,2.758661427,-1
567,MODEL1,PARMS,LMB,1.325480136,6.527942943,0.945725715,-1.749409639,2.971913433,-1
568,MODEL1,PARMS,LMB,1.331673316,7.909628642,0.590151923,-0.22222794,0.349442136,-1
569,MODEL1,PARMS,LMB,1.304738513,8.794115065,0.289554599,1.756603396,-3.19048101,-1
570,MODEL1,PARMS,LMB,1.276390744,8.203132034,0.432512981,1.052524909,-1.966869806,-1
571,MODEL1,PARMS,LMB,1.29509695,8.425422418,0.383349245,1.814179421,-3.687340366,-1
572,MODEL1,PARMS,LMB,1.369032004,7.534871988,0.696776629,-0.511412108,0.748604026,-1
573,MODEL1,PARMS,LMB,1.436036921,8.047023068,0.512717337,0.60927373,-0.965732364,-1
574,MODEL1,PARMS,LMB,1.393572101,8.019907902,0.532336621,0.455951737,-0.892054755,-1
575,MODEL1,PARMS,LMB,1.415811034,8.205217603,0.474437584,0.895269542,-1.855785609,-1
576,MODEL1,PARMS,LMB,1.403186773,7.616179057,0.647344485,-0.453134292,0.72339114,-1
577,MODEL1,PARMS,LMB,1.350715109,7.412547483,0.697327312,-0.654571557,1.197319624,-1
578,MODEL1,PARMS,LMB,1.402165893,7.322071613,0.695217402,0.594537716,-1.536878823,-1
579,MODEL1,PARMS,LMB,1.395733103,8.501618847,0.369695671,1.825869569,-3.614010936,-1
580,MODEL1,PARMS,LMB,1.307011103,9.054657321,0.264594209,1.128102206,-1.9903166,-1
581,MODEL1,PARMS,LMB,1.391034765,6.576048465,0.910619162,-1.164390308,1.784834246,-1
582,MODEL1,PARMS,LMB,1.383999406,7.37676904,0.65069503,0.688299396,-1.692726014,-1
583,MODEL1,PARMS,LMB,1.403632506,7.886237569,0.570515899,0.217280026,-0.584873107,-1
584,MODEL1,PARMS,LMB,1.351262867,8.494307621,0.387750165,1.127727233,-2.345248181,-1
585,MODEL1,PARMS,LMB,1.493867224,7.504453463,0.622975219,0.53550771,-1.265939973,-1
586,MODEL1,PARMS,LMB,1.344043697,8.651950057,0.353075746,1.281613755,-2.563265075,-1
587,MODEL1,PARMS,LMB,1.388954693,8.185740128,0.436760694,1.481965427,-2.823698006,-1
588,MODEL1,PARMS,LMB,1.414068467,6.340403294,1.018733357,-1.867194215,3.454705493,-1
589,MODEL1,PARMS,LMB,1.451591746,8.789584127,0.306633264,1.716177798,-3.119663876,-1
590,MODEL1,PARMS,LMB,1.363943349,6.656686796,0.836000105,0.210023626,-1.014348335,-1
591,MODEL1,PARMS,LMB,1.368436308,9.478948437,0.066360375,2.581490083,-4.574175684,-1
592,MODEL1,PARMS,LMB,1.364128499,7.705092433,0.604366684,0.163840781,-0.452362977,-1
593,MODEL1,PARMS,LMB,1.352076869,8.132615128,0.468402364,1.966482852,-4.097006813,-1
594,MODEL1,PARMS,LMB,1.375691235,7.476364959,0.668077833,0.159479533,-0.615440087,-1
595,MODEL1,PARMS,LMB,1.398129286,7.150523344,0.788495926,-1.068901355,1.908591112,-1
596,MODEL1,PARMS,LMB,1.382124586,7.194948655,0.719454201,0.480741353,-1.295773445,-1
597,MODEL1,PARMS,LMB,1.405927834,7.207445771,0.759783617,-0.082619601,-0.31680779,-1
598,MODEL1,PARMS,LMB,1.375312109,6.270961374,1.024122069,-1.819363917,3.012660284,-1
599,MODEL1,PARMS,LMB,1.311942094,7.36025871,0.718802878,-0.147175299,-0.132715446,-1
600,MODEL1,PARMS,LMB,1.357460535,7.810839373,0.574180282,0.458493896,-0.97872049,-1
601,MODEL1,PARMS,LMB,1.356473041,7.627271863,0.614501912,-0.019955155,-0.135389943,-1
602,MODEL1,PARMS,LMB,1.308040489,6.777824121,0.846340236,-0.37064591,0.131880979,-1
603,MODEL1,PARMS,LMB,1.381074288,8.832663019,0.281039059,1.490665041,-2.621819369,-1
604,MODEL1,PARMS,LMB,1.379025523,7.22513007,0.842266263,-1.91869468,3.37287107,-1
605,MODEL1,PARMS,LMB,1.426377962,6.872025013,0.873575138,-0.569949634,0.540446623,-1
606,MODEL1,PARMS,LMB,1.351377224,5.037137035,1.4007711,-3.438422825,5.900447765,-1
607,MODEL1,PARMS,LMB,1.394742149,7.943555093,0.495577614,1.367413715,-2.726280488,-1
608,MODEL1,PARMS,LMB,1.322292989,7.023485834,0.824382095,-1.026056805,1.734097429,-1
609,MODEL1,PARMS,LMB,1.37244415,6.990803052,0.815570872,-1.075251697,1.93892732,-1
610,MODEL1,PARMS,LMB,1.351662634,7.432233079,0.618871552,0.908593077,-1.966188045,-1
611,MODEL1,PARMS,LMB,1.3589132,7.708243969,0.571644178,0.712643289,-1.487007877,-1
612,MODEL1,PARMS,LMB,1.294027922,6.329919419,0.994746618,-1.788773813,3.105447755,-1
613,MODEL1,PARMS,LMB,1.337066029,7.904307218,0.528117021,0.097068427,-0.328998457,-1
614,MODEL1,PARMS,LMB,1.406828854,7.81798132,0.577903188,0.458063898,-1.097059234,-1
615,MODEL1,PARMS,LMB,1.456188133,6.107410043,1.030687617,-1.24636662,1.852022757,-1
616,MODEL1,PARMS,LMB,1.365181307,9.375246294,0.204951194,0.920241365,-1.37831209,-1
617,MODEL1,PARMS,LMB,1.324128934,8.742169308,0.305367262,2.065040553,-4.097217112,-1
618,MODEL1,PARMS,LMB,1.322783796,8.959325013,0.25283376,1.123407586,-1.839554199,-1
619,MODEL1,PARMS,LMB,1.410107467,6.971599458,0.841439531,-0.245619584,-0.104156888,-1
620,MODEL1,PARMS,LMB,1.382282694,6.924975216,0.827064432,-0.579987808,0.733933864,-1
621,MODEL1,PARMS,LMB,1.446318627,8.474033326,0.314180429,2.706415557,-5.168593238,-1
622,MODEL1,PARMS,LMB,1.460531559,7.237285797,0.802077632,-1.682737499,3.060766297,-1
623,MODEL1,PARMS,LMB,1.461304287,7.507723299,0.66932094,0.504348675,-1.280737027,-1
624,MODEL1,PARMS,LMB,1.360165753,7.433052956,0.726232304,-0.383996021,0.287065406,-1
625,MODEL1,PARMS,LMB,1.378431117,8.612296696,0.30935472,1.923481892,-3.538529969,-1
626,MODEL1,PARMS,LMB,1.42798885,7.931412369,0.542210417,0.795734423,-1.570357578,-1
627,MODEL1,PARMS,LMB,1.386630183,5.447331,1.290921227,-3.027462321,5.192458427,-1
628,MODEL1,PARMS,LMB,1.362388208,7.653592254,0.598268904,0.308938209,-0.736430004,-1
629,MODEL1,PARMS,LMB,1.307621881,4.9086858,1.358627284,-2.421500279,3.675769533,-1
630,MODEL1,PARMS,LMB,1.348895689,7.99567491,0.568017549,0.269688976,-0.505107111,-1
631,MODEL1,PARMS,LMB,1.433927214,6.689022222,0.93335739,-1.538099947,2.615713591,-1
632,MODEL1,PARMS,LMB,1.338032236,7.717122745,0.624839686,-0.244509167,0.407906146,-1
633,MODEL1,PARMS,LMB,1.427521957,8.214873958,0.429946419,1.336137754,-2.558111676,-1
634,MODEL1,PARMS,LMB,1.418668982,7.812845092,0.563079346,0.643724367,-1.507517748,-1
635,MODEL1,PARMS,LMB,1.348322298,6.433221648,0.986787339,-1.979763874,3.592589675,-1
636,MODEL1,PARMS,LMB,1.424025022,8.815885303,0.313065317,0.908320133,-1.455139803,-1
637,MODEL1,PARMS,LMB,1.417906546,7.358379914,0.727761631,-0.247041966,-0.016979876,-1
638,MODEL1,PARMS,LMB,1.378742651,7.28804076,0.754909279,-0.875076464,1.454813944,-1
639,MODEL1,PARMS,LMB,1.451504314,8.310080996,0.390384343,2.29701181,-4.566063665,-1
640,MODEL1,PARMS,LMB,1.465376014,7.718503491,0.583675033,0.256128228,-0.576210046,-1
641,MODEL1,PARMS,LMB,1.360467046,6.23293424,1.051168081,-2.148914787,3.700510227,-1
642,MODEL1,PARMS,LMB,1.428016803,7.471730551,0.692169651,-0.259190862,0.393685716,-1
643,MODEL1,PARMS,LMB,1.316762111,5.753766215,1.137882131,-1.567666495,2.332014683,-1
644,MODEL1,PARMS,LMB,1.49263536,7.212783906,0.79422282,-0.885863524,1.409953076,-1
645,MODEL1,PARMS,LMB,1.30866107,6.578570002,0.910447669,-0.707596488,0.89875134,-1
646,MODEL1,PARMS,LMB,1.393074044,7.505929204,0.684788126,-0.229075006,0.14618936,-1
647,MODEL1,PARMS,LMB,1.334755033,7.430508328,0.66513064,0.176557785,-0.672103048,-1
648,MODEL1,PARMS,LMB,1.275915466,6.671192486,0.86527898,-0.767697263,1.027924879,-1
649,MODEL1,PARMS,LMB,1.319171084,6.413906692,0.916937684,-0.351847847,-0.00775056,-1
650,MODEL1,PARMS,LMB,1.33656762,7.172969582,0.770447376,-0.400460554,0.452963875,-1
651,MODEL1,PARMS,LMB,1.366130603,7.072356298,0.789374096,-0.416190102,0.380142541,-1
652,MODEL1,PARMS,LMB,1.45197961,7.956998894,0.537291714,1.330248848,-2.913039321,-1
653,MODEL1,PARMS,LMB,1.394897296,6.613186342,0.926807526,-2.098658383,4.114990894,-1
654,MODEL1,PARMS,LMB,1.372117381,9.253667389,0.182534923,1.464468677,-2.465507062,-1
655,MODEL1,PARMS,LMB,1.347394496,7.926082916,0.533517063,0.529027448,-1.165585849,-1
656,MODEL1,PARMS,LMB,1.382085359,7.14915421,0.746429515,0.078552595,-0.701300559,-1
657,MODEL1,PARMS,LMB,1.385955936,8.199014657,0.466274731,1.008194284,-2.215386951,-1
658,MODEL1,PARMS,LMB,1.337320465,6.571539115,0.874473796,-0.278026648,0.043146635,-1
659,MODEL1,PARMS,LMB,1.432908593,7.927552831,0.561271414,0.109106457,-0.403129938,-1
660,MODEL1,PARMS,LMB,1.366229313,6.45593035,0.970757775,-1.450074984,2.490017075,-1
661,MODEL1,PARMS,LMB,1.330092731,4.947550755,1.359004591,-2.588186373,3.989536212,-1
662,MODEL1,PARMS,LMB,1.351226259,6.520848874,0.92954489,-0.752744737,0.878137729,-1
663,MODEL1,PARMS,LMB,1.424283442,8.073029255,0.489192979,0.808062794,-1.542372747,-1
664,MODEL1,PARMS,LMB,1.334504317,6.888381201,0.849350636,-1.000220573,1.687480546,-1
665,MODEL1,PARMS,LMB,1.445791482,7.2997881,0.693762286,0.550664576,-1.397684682,-1
666,MODEL1,PARMS,LMB,1.319544236,7.33624038,0.656775562,0.283902832,-0.74438676,-1
667,MODEL1,PARMS,LMB,1.385960999,8.781892708,0.339875802,0.241716481,-0.097035636,-1
668,MODEL1,PARMS,LMB,1.463131185,6.970704672,0.828977775,-0.070128398,-0.487179594,-1
669,MODEL1,PARMS,LMB,1.327281918,7.752896039,0.582224637,0.292334953,-0.745452359,-1
670,MODEL1,PARMS,LMB,1.394804521,6.652466903,0.927282066,-1.683209489,3.094843977,-1
671,MODEL1,PARMS,LMB,1.347863111,6.975693299,0.808773014,-0.161062032,-0.143202327,-1
672,MODEL1,PARMS,LMB,1.382252062,7.843349562,0.582324945,0.236510417,-0.551049665,-1
673,MODEL1,PARMS,LMB,1.412208554,8.263700721,0.433451331,1.767678009,-3.622591004,-1
674,MODEL1,PARMS,LMB,1.30374916,8.231444202,0.427880741,1.526453281,-2.947439573,-1
675,MODEL1,PARMS,LMB,1.426643926,7.631261254,0.656816544,0.03621396,-0.412361212,-1
676,MODEL1,PARMS,LMB,1.394807929,5.515546816,1.180509298,-1.630730893,2.572625704,-1
677,MODEL1,PARMS,LMB,1.465167902,8.849801798,0.278577963,2.267153989,-4.482204244,-1
678,MODEL1,PARMS,LMB,1.347315127,6.570650264,0.917354298,-0.975221967,1.268000327,-1
679,MODEL1,PARMS,LMB,1.338718478,7.861581541,0.591673367,-0.05824743,0.072084156,-1
680,MODEL1,PARMS,LMB,1.291170649,6.918702289,0.84202376,-1.270267951,2.13814609,-1
681,MODEL1,PARMS,LMB,1.370261818,6.842276027,0.896064699,-1.112118014,1.767385492,-1
682,MODEL1,PARMS,LMB,1.375543329,8.163653275,0.472283626,0.945308896,-2.040715623,-1
683,MODEL1,PARMS,LMB,1.44658995,9.108939357,0.188487539,2.275247016,-4.198928117,-1
684,MODEL1,PARMS,LMB,1.378191863,6.826363763,0.847129439,-1.028681391,1.73813706,-1
685,MODEL1,PARMS,LMB,1.421669017,6.937578828,0.816054012,-1.206037104,2.163903017,-1
686,MODEL1,PARMS,LMB,1.351301393,7.226466571,0.762676248,-1.102639095,2.185408448,-1
687,MODEL1,PARMS,LMB,1.376050662,7.96186817,0.520923452,0.461932458,-0.948971846,-1
688,MODEL1,PARMS,LMB,1.394674457,7.564679556,0.653515206,-0.169623447,0.350333407,-1
689,MODEL1,PARMS,LMB,1.370364136,6.519064324,0.967378065,-1.695702273,3.022293963,-1
690,MODEL1,PARMS,LMB,1.386521427,8.402188784,0.397045803,0.929529843,-1.801549496,-1
691,MODEL1,PARMS,LMB,1.278186741,5.945842419,1.149150116,-3.326212186,6.22636554,-1
692,MODEL1,PARMS,LMB,1.345596318,7.721935477,0.627049255,-0.478568166,0.767602854,-1
693,MODEL1,PARMS,LMB,1.371256347,5.686182682,1.163740838,-2.836835513,5.104563744,-1
694,MODEL1,PARMS,LMB,1.339110213,6.442344635,1.008990191,-1.880216198,3.156320702,-1
695,MODEL1,PARMS,LMB,1.383751532,7.255368104,0.738544789,-0.199639425,-0.143613679,-1
696,MODEL1,PARMS,LMB,1.454232537,7.687337671,0.660594344,-0.672726495,1.128513486,-1
697,MODEL1,PARMS,LMB,1.426095731,8.714424175,0.347645954,1.295086748,-2.433652524,-1
698,MODEL1,PARMS,LMB,1.329351828,6.977040548,0.81175345,-0.391604506,0.277051415,-1
699,MODEL1,PARMS,LMB,1.339890966,8.485569894,0.383041226,1.445809298,-2.9895553,-1
700,MODEL1,PARMS,LMB,1.33674089,7.362504098,0.69600811,-0.421127972,0.515523788,-1
701,MODEL1,PARMS,LMB,1.450280165,7.103687622,0.842156553,-1.566089903,2.77507115,-1
702,MODEL1,PARMS,LMB,1.255350926,7.370501539,0.722483985,-0.791374715,1.154559628,-1
703,MODEL1,PARMS,LMB,1.356189569,5.634538791,1.210417111,-2.207467998,3.440865686,-1
704,MODEL1,PARMS,LMB,1.288053599,7.41525463,0.731254266,-0.996536469,1.784373696,-1
705,MODEL1,PARMS,LMB,1.28478237,7.31298149,0.724805346,-0.358807841,0.409392077,-1
706,MODEL1,PARMS,LMB,1.372761655,8.183311418,0.50924134,0.617050507,-1.121148117,-1
707,MODEL1,PARMS,LMB,1.432041517,8.487163367,0.365196935,1.651612561,-3.209194586,-1
708,MODEL1,PARMS,LMB,1.423122447,6.217548827,1.042241744,-1.440531477,2.116523065,-1
709,MODEL1,PARMS,LMB,1.33802316,8.64976121,0.326420979,1.042501712,-1.547274776,-1
710,MODEL1,PARMS,LMB,1.369628626,6.845288899,0.865218506,-1.122893939,1.803572536,-1
711,MODEL1,PARMS,LMB,1.317283212,6.504841418,1.014364001,-2.213902453,4.043505844,-1
712,MODEL1,PARMS,LMB,1.34088551,6.883909616,0.753788681,0.390265085,-1.176055111,-1
713,MODEL1,PARMS,LMB,1.315576284,8.41148185,0.372044067,1.567009915,-2.926311669,-1
714,MODEL1,PARMS,LMB,1.343416673,5.48207954,1.245943322,-2.395523524,3.715364181,-1
715,MODEL1,PARMS,LMB,1.306980227,8.207364202,0.445147975,1.534939516,-3.185752849,-1
716,MODEL1,PARMS,LMB,1.310505349,7.352121432,0.735035103,-1.185056227,2.232714042,-1
717,MODEL1,PARMS,LMB,1.330505903,7.096564578,0.725956488,0.288148868,-0.979220627,-1
718,MODEL1,PARMS,LMB,1.380750648,3.972505322,1.652968338,-4.446865119,7.42546249,-1
719,MODEL1,PARMS,LMB,1.359358423,7.028974495,0.780595911,0.330080379,-1.161410417,-1
720,MODEL1,PARMS,LMB,1.404275479,9.466725385,0.105997825,2.29615378,-4.027947013,-1
721,MODEL1,PARMS,LMB,1.410246098,8.332512459,0.446894613,0.553954892,-1.027027401,-1
722,MODEL1,PARMS,LMB,1.387992636,6.25909455,0.982538566,-1.235251193,2.050416648,-1
723,MODEL1,PARMS,LMB,1.338865273,6.745166586,0.860114986,-0.243540248,-0.222401897,-1
724,MODEL1,PARMS,LMB,1.324717739,6.817288072,0.845987453,-0.58697585,0.67325119,-1
725,MODEL1,PARMS,LMB,1.342282668,8.826835794,0.237796335,1.907433868,-3.628445721,-1
726,MODEL1,PARMS,LMB,1.434463863,9.192038071,0.181709809,2.042805112,-3.819808395,-1
727,MODEL1,PARMS,LMB,1.395678606,6.05213088,1.036764875,-2.080364645,3.755293695,-1
728,MODEL1,PARMS,LMB,1.371523399,8.944646623,0.240634023,2.133409755,-4.05968587,-1
729,MODEL1,PARMS,LMB,1.306170105,7.303413488,0.722338804,-0.632742234,1.081923073,-1
730,MODEL1,PARMS,LMB,1.407374841,8.083197138,0.488755403,0.883520815,-2.064834435,-1
731,MODEL1,PARMS,LMB,1.298554693,7.658313194,0.585078324,0.762373388,-1.747232658,-1
732,MODEL1,PARMS,LMB,1.435534019,6.977643682,0.832984535,-0.949073708,1.355861694,-1
733,MODEL1,PARMS,LMB,1.399608001,7.048765796,0.786510264,-0.540226916,0.832264046,-1
734,MODEL1,PARMS,LMB,1.386539258,7.780448062,0.603354784,0.357605927,-0.862764313,-1
735,MODEL1,PARMS,LMB,1.314106752,7.999026173,0.527109993,0.800367445,-1.82338851,-1
736,MODEL1,PARMS,LMB,1.357244814,7.201779828,0.755989349,-0.446068454,0.625254677,-1
737,MODEL1,PARMS,LMB,1.419172531,7.425079022,0.687470807,-0.121521844,-0.00649683,-1
738,MODEL1,PARMS,LMB,1.439376896,7.858945754,0.612456178,-0.304178902,0.561045461,-1
739,MODEL1,PARMS,LMB,1.373616948,7.144164374,0.764481519,-0.492088081,0.552885847,-1
740,MODEL1,PARMS,LMB,1.229861469,7.218484478,0.732333824,-0.155420516,0.137847964,-1
741,MODEL1,PARMS,LMB,1.209422972,7.889809028,0.509452247,0.917257847,-1.770838674,-1
742,MODEL1,PARMS,LMB,1.290724593,7.08144574,0.773629384,-0.28168272,0.205572606,-1
743,MODEL1,PARMS,LMB,1.359058918,7.375983512,0.736245592,-0.611121327,0.795543167,-1
744,MODEL1,PARMS,LMB,1.378333522,5.56629709,1.2204606,-2.710215105,4.524958792,-1
