SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,LLB6
348,MODEL1,PARMS,LLB6,1.167538336,5.206687478,0.570537171,0.212381177,-0.618696191,-1
349,MODEL1,PARMS,LLB6,1.153500151,3.659248753,1.086162005,-2.49225405,4.162644628,-1
350,MODEL1,PARMS,LLB6,1.071390901,5.738011883,0.502214309,-0.126443165,0.139745268,-1
351,MODEL1,PARMS,LLB6,1.142682191,4.637675858,0.832437493,-1.493165021,2.162347145,-1
352,MODEL1,PARMS,LLB6,1.117874806,4.510412188,0.860741916,-1.208979329,1.779726768,-1
353,MODEL1,PARMS,LLB6,1.086365417,4.727698805,0.798706205,-1.578503039,2.663264952,-1
354,MODEL1,PARMS,LLB6,1.098687421,3.951996952,1.042883474,-2.543443578,4.301614084,-1
355,MODEL1,PARMS,LLB6,1.206604885,4.313712559,0.921433119,-1.710795867,2.57397823,-1
356,MODEL1,PARMS,LLB6,1.120906865,4.936252693,0.70871629,-0.987085179,1.548462772,-1
357,MODEL1,PARMS,LLB6,1.107757687,5.321497315,0.658293032,-1.236782982,2.204685305,-1
358,MODEL1,PARMS,LLB6,1.114466137,3.574004786,1.093758792,-2.243056466,3.581137332,-1
359,MODEL1,PARMS,LLB6,1.108001477,5.0511413,0.715543267,-1.116126493,1.927106226,-1
360,MODEL1,PARMS,LLB6,1.063724096,4.739721624,0.774239448,-1.114002015,1.722896859,-1
361,MODEL1,PARMS,LLB6,1.160018155,3.606173772,1.05889178,-1.67603399,2.403332997,-1
362,MODEL1,PARMS,LLB6,1.130642237,5.448924596,0.587138512,-0.095741176,-0.215947618,-1
363,MODEL1,PARMS,LLB6,1.158398837,3.127265206,1.210188056,-2.732346617,4.386890671,-1
364,MODEL1,PARMS,LLB6,1.128200185,5.746639411,0.506729946,-0.067900575,-0.056781356,-1
365,MODEL1,PARMS,LLB6,1.100952488,5.903241053,0.453095258,0.06138717,-0.356876869,-1
366,MODEL1,PARMS,LLB6,1.165326557,5.841240869,0.449624464,0.201719069,-0.649683143,-1
367,MODEL1,PARMS,LLB6,1.111354082,4.990309924,0.672243157,-0.50095946,0.568112806,-1
368,MODEL1,PARMS,LLB6,1.166660413,5.340778079,0.619997437,-0.730868213,1.137936769,-1
369,MODEL1,PARMS,LLB6,1.083907242,4.630333131,0.850807865,-1.927200154,3.336736231,-1
370,MODEL1,PARMS,LLB6,1.177135417,5.157113684,0.650958729,-0.551979549,0.668696714,-1
371,MODEL1,PARMS,LLB6,1.106162116,5.39882067,0.526579585,0.372822695,-0.796173367,-1
372,MODEL1,PARMS,LLB6,1.14730714,4.815694143,0.80871077,-1.832110337,2.994799905,-1
373,MODEL1,PARMS,LLB6,1.090781197,4.452795168,0.844351039,-1.473553505,2.324412184,-1
374,MODEL1,PARMS,LLB6,1.132452886,4.738520183,0.814603194,-1.67461128,2.65233584,-1
375,MODEL1,PARMS,LLB6,1.173395719,4.336099499,0.909936149,-1.897414349,3.191160015,-1
376,MODEL1,PARMS,LLB6,1.077511959,5.29791877,0.61449257,-0.39962773,0.435872465,-1
377,MODEL1,PARMS,LLB6,1.156505575,4.215930835,0.932991345,-1.698426749,2.67851484,-1
378,MODEL1,PARMS,LLB6,1.089696113,6.635080522,0.270928575,0.983667698,-2.04532949,-1
379,MODEL1,PARMS,LLB6,1.071220558,4.006754825,0.982160327,-2.136718544,3.634448588,-1
380,MODEL1,PARMS,LLB6,1.037263841,4.43460011,0.850139361,-1.397866138,2.126923067,-1
381,MODEL1,PARMS,LLB6,1.095117414,4.865672341,0.777099607,-1.48031614,2.465493044,-1
382,MODEL1,PARMS,LLB6,1.0151147,4.887024273,0.740364593,-1.324221322,2.111369907,-1
383,MODEL1,PARMS,LLB6,1.195266683,4.682393371,0.793228078,-1.230075737,1.920382159,-1
384,MODEL1,PARMS,LLB6,1.095575259,5.62984655,0.500944677,0.266630197,-0.801808072,-1
385,MODEL1,PARMS,LLB6,1.166670098,5.349592212,0.584690173,0.141930052,-0.657827498,-1
386,MODEL1,PARMS,LLB6,1.095944785,4.418967491,0.866144451,-1.411577486,2.221653664,-1
387,MODEL1,PARMS,LLB6,1.146474758,3.964293708,1.042252453,-2.701774759,4.540383642,-1
388,MODEL1,PARMS,LLB6,1.093163153,4.223953907,0.925723219,-2.167834145,3.68924759,-1
389,MODEL1,PARMS,LLB6,1.07906257,6.156768167,0.399411993,0.338139623,-0.799888111,-1
390,MODEL1,PARMS,LLB6,1.111883107,6.00068319,0.482996575,-0.466891579,0.794453783,-1
391,MODEL1,PARMS,LLB6,1.126173251,5.098491593,0.648743617,-0.184114736,-0.089776059,-1
392,MODEL1,PARMS,LLB6,1.077441687,4.572288567,0.831655241,-1.075445382,1.380759663,-1
393,MODEL1,PARMS,LLB6,1.109144275,5.36146899,0.599260486,-0.564584827,0.882649797,-1
394,MODEL1,PARMS,LLB6,1.0905815,5.905570849,0.434619393,0.556548595,-1.370512742,-1
395,MODEL1,PARMS,LLB6,1.117499827,5.143131998,0.720043501,-1.782048271,3.243375085,-1
396,MODEL1,PARMS,LLB6,1.115257757,5.022811318,0.710580401,-0.899171435,1.205920527,-1
397,MODEL1,PARMS,LLB6,1.181576111,5.89733864,0.493595795,-0.048405546,-0.05869551,-1
398,MODEL1,PARMS,LLB6,1.094303946,5.699195438,0.522063428,-0.186116164,0.120372845,-1
399,MODEL1,PARMS,LLB6,1.125807946,4.655227119,0.813527909,-1.139573651,1.56499274,-1
400,MODEL1,PARMS,LLB6,1.165594397,5.391352969,0.590354493,-0.53671807,0.79280932,-1
401,MODEL1,PARMS,LLB6,1.097455072,5.191325268,0.664202159,-0.856799034,1.231125051,-1
402,MODEL1,PARMS,LLB6,1.167202262,5.175420811,0.707595605,-0.810809295,0.99525606,-1
403,MODEL1,PARMS,LLB6,1.108723824,4.564270199,0.833084056,-1.062147929,1.390141442,-1
404,MODEL1,PARMS,LLB6,1.144188958,6.059137538,0.461087629,-0.567415126,1.07211208,-1
405,MODEL1,PARMS,LLB6,1.132349894,5.483545559,0.543821507,-0.141577454,0.12677095,-1
406,MODEL1,PARMS,LLB6,1.122426848,5.030452869,0.715959345,-0.999216995,1.602829084,-1
407,MODEL1,PARMS,LLB6,1.12009171,5.294139324,0.609853591,-0.31882418,0.364573324,-1
408,MODEL1,PARMS,LLB6,1.151023126,4.445208884,0.88465165,-1.795631582,2.958163928,-1
409,MODEL1,PARMS,LLB6,1.126830034,3.989373088,0.99774343,-2.400270516,4.04931055,-1
410,MODEL1,PARMS,LLB6,1.209172103,4.398294856,0.893906104,-1.741409497,2.725259388,-1
411,MODEL1,PARMS,LLB6,1.07032127,5.575085544,0.536439419,0.422990746,-1.266100368,-1
412,MODEL1,PARMS,LLB6,1.181274462,6.993872644,0.165315036,1.252123512,-2.396426749,-1
413,MODEL1,PARMS,LLB6,1.109531309,5.119507691,0.684573257,-1.004658304,1.551671804,-1
414,MODEL1,PARMS,LLB6,1.162017631,5.190720886,0.59902747,0.432299832,-1.308543545,-1
415,MODEL1,PARMS,LLB6,1.10357838,4.489865553,0.825769848,-1.025204738,1.325250178,-1
416,MODEL1,PARMS,LLB6,1.144370145,5.875290198,0.437906689,0.599513061,-1.453946698,-1
417,MODEL1,PARMS,LLB6,1.117415992,3.584557628,1.137810255,-2.94408871,4.912416641,-1
418,MODEL1,PARMS,LLB6,1.079914025,5.339950217,0.661369313,-1.190699082,1.922701759,-1
419,MODEL1,PARMS,LLB6,1.141149933,5.38487606,0.601153109,-0.155644819,-0.141029492,-1
420,MODEL1,PARMS,LLB6,1.145553477,5.539956456,0.582751177,-0.557201238,0.905365257,-1
421,MODEL1,PARMS,LLB6,1.081310746,4.849228631,0.7386764,-0.972923347,1.383209787,-1
422,MODEL1,PARMS,LLB6,1.139765579,4.41143943,0.889689418,-1.966234281,3.242760879,-1
423,MODEL1,PARMS,LLB6,1.209524375,4.583755914,0.81546224,-1.062811471,1.632097715,-1
424,MODEL1,PARMS,LLB6,1.100190461,4.475176808,0.899929643,-2.102676019,3.358401774,-1
425,MODEL1,PARMS,LLB6,1.068043101,4.955351375,0.693718242,-0.738528613,1.165960486,-1
426,MODEL1,PARMS,LLB6,1.106595066,5.213015208,0.656152952,-0.681625724,1.04935465,-1
427,MODEL1,PARMS,LLB6,1.153828235,5.394276351,0.653513202,-1.164804476,1.949738487,-1
428,MODEL1,PARMS,LLB6,1.101922181,3.727260452,1.09670088,-2.264926582,3.396610428,-1
429,MODEL1,PARMS,LLB6,1.090866688,5.224714244,0.651525872,-0.703219524,1.078710116,-1
430,MODEL1,PARMS,LLB6,1.052940007,3.779118206,1.003473485,-1.558158203,2.245236751,-1
431,MODEL1,PARMS,LLB6,1.175112332,5.322170152,0.632414171,-0.570270914,0.765178315,-1
432,MODEL1,PARMS,LLB6,1.055963482,5.763112076,0.509748493,-0.673808408,1.471519497,-1
433,MODEL1,PARMS,LLB6,1.215872395,4.141918065,0.902829647,-0.741393482,0.798989823,-1
434,MODEL1,PARMS,LLB6,1.052991644,5.724030336,0.514447309,-0.295358934,0.393198504,-1
435,MODEL1,PARMS,LLB6,1.115558644,5.460625766,0.600000673,-0.658799165,1.053121209,-1
436,MODEL1,PARMS,LLB6,1.111114915,4.034165369,0.970676217,-1.524682965,2.266505007,-1
437,MODEL1,PARMS,LLB6,1.09379056,4.668715148,0.788823416,-0.561763568,0.504462179,-1
438,MODEL1,PARMS,LLB6,1.129516051,3.82015072,1.078547254,-2.787480895,4.690137378,-1
439,MODEL1,PARMS,LLB6,1.031200639,4.593307067,0.820502749,-1.429125126,2.338808887,-1
440,MODEL1,PARMS,LLB6,1.114886519,4.735827036,0.780223078,-0.979459734,1.403427647,-1
441,MODEL1,PARMS,LLB6,1.066776764,5.733149753,0.532163075,-0.493834604,0.816891597,-1
442,MODEL1,PARMS,LLB6,1.087958133,5.867831081,0.461083121,-0.06920635,-0.011122665,-1
443,MODEL1,PARMS,LLB6,1.097361216,5.38163008,0.618034673,-0.818181019,1.410099715,-1
444,MODEL1,PARMS,LLB6,1.090959366,5.009285724,0.74369473,-1.256130576,1.990781673,-1
445,MODEL1,PARMS,LLB6,1.064714698,5.004045937,0.72168773,-1.176856767,1.795850352,-1
446,MODEL1,PARMS,LLB6,1.143941331,4.72173017,0.784477462,-1.283023927,2.05807647,-1
447,MODEL1,PARMS,LLB6,1.133843863,5.408335375,0.574958116,-0.331840591,0.267445107,-1
448,MODEL1,PARMS,LLB6,1.156610642,4.352703943,0.884133352,-1.342988372,2.071024033,-1
449,MODEL1,PARMS,LLB6,1.10538408,5.538009039,0.536507704,0.161006879,-0.62745553,-1
450,MODEL1,PARMS,LLB6,1.13965878,4.472261925,0.874253722,-1.197869111,1.529536335,-1
451,MODEL1,PARMS,LLB6,1.202314762,4.92978509,0.749788778,-1.626654881,2.931153576,-1
452,MODEL1,PARMS,LLB6,1.176896208,6.036810011,0.424639048,0.327132531,-0.9164967,-1
453,MODEL1,PARMS,LLB6,1.087223495,5.510052085,0.542665304,-0.080203015,-0.152502204,-1
454,MODEL1,PARMS,LLB6,1.050966357,5.213882991,0.679000941,-0.487208548,0.413803595,-1
455,MODEL1,PARMS,LLB6,1.146882331,5.023839263,0.716536711,-1.248709893,1.977342432,-1
456,MODEL1,PARMS,LLB6,1.164499187,4.933770843,0.756895411,-1.349221945,2.270085037,-1
457,MODEL1,PARMS,LLB6,1.171617261,4.247012186,0.92643444,-1.798097884,2.701447557,-1
458,MODEL1,PARMS,LLB6,1.230652395,4.844724988,0.783836689,-1.663943018,2.833434453,-1
459,MODEL1,PARMS,LLB6,1.072367768,4.560300099,0.809587732,-0.86405578,1.108414121,-1
460,MODEL1,PARMS,LLB6,1.111381055,5.795655457,0.466323556,0.046668602,-0.179501706,-1
461,MODEL1,PARMS,LLB6,1.174330127,5.770279051,0.501010472,-0.003143998,-0.405680641,-1
462,MODEL1,PARMS,LLB6,1.248145273,6.296077034,0.344558253,0.447846598,-0.986091029,-1
463,MODEL1,PARMS,LLB6,1.083624961,5.685844354,0.495786264,0.314139752,-0.792578353,-1
464,MODEL1,PARMS,LLB6,1.093275418,5.17536269,0.675825204,-0.772271571,1.024882668,-1
465,MODEL1,PARMS,LLB6,1.110772627,5.141574286,0.687157848,-0.969028315,1.457184631,-1
466,MODEL1,PARMS,LLB6,1.120606317,5.615005485,0.558031763,0.064262061,-0.641329376,-1
467,MODEL1,PARMS,LLB6,1.073243928,4.274586987,0.856839807,-0.955359921,1.389852113,-1
468,MODEL1,PARMS,LLB6,1.109183494,4.808969012,0.774977385,-1.113966405,1.679150076,-1
469,MODEL1,PARMS,LLB6,1.041378398,6.684947224,0.281040636,0.380895595,-0.753035454,-1
470,MODEL1,PARMS,LLB6,1.078000946,4.118928367,0.981559115,-2.258949489,3.68988031,-1
471,MODEL1,PARMS,LLB6,1.122382576,4.955044839,0.723172728,-1.391764967,2.337818667,-1
472,MODEL1,PARMS,LLB6,1.114763145,4.782084502,0.742123121,-1.006962433,1.631252509,-1
473,MODEL1,PARMS,LLB6,1.110568477,4.429378333,0.830944764,-0.948829768,1.234015283,-1
474,MODEL1,PARMS,LLB6,1.108453139,4.468547062,0.892174238,-1.931439589,3.194446432,-1
475,MODEL1,PARMS,LLB6,1.142610997,6.340554743,0.336963967,0.382836059,-0.634647572,-1
476,MODEL1,PARMS,LLB6,1.108476131,3.891137991,1.065027781,-2.800032723,4.870901212,-1
477,MODEL1,PARMS,LLB6,1.17233838,5.253902689,0.613626162,-0.044323388,-0.477534894,-1
478,MODEL1,PARMS,LLB6,1.066819512,5.008096008,0.678230024,-0.708608664,1.00608205,-1
479,MODEL1,PARMS,LLB6,1.036860346,6.030382965,0.399889407,0.400742123,-0.837720425,-1
480,MODEL1,PARMS,LLB6,1.131836584,3.934904845,1.006331936,-2.382564822,4.074187821,-1
481,MODEL1,PARMS,LLB6,1.128101378,3.936040506,1.005486973,-2.409521457,4.038072347,-1
482,MODEL1,PARMS,LLB6,1.182455516,6.358828546,0.344219492,0.418756567,-0.911761955,-1
483,MODEL1,PARMS,LLB6,1.074078061,4.160608517,0.870473963,-1.248985393,1.932147742,-1
484,MODEL1,PARMS,LLB6,1.082462288,4.324225816,0.860205025,-0.831663896,1.042470641,-1
485,MODEL1,PARMS,LLB6,1.088940407,5.7434875,0.545944953,-0.530580112,0.860587882,-1
486,MODEL1,PARMS,LLB6,1.093729066,3.349838683,1.217182333,-3.371439847,5.580903455,-1
487,MODEL1,PARMS,LLB6,1.106456274,5.347373517,0.601251574,-0.195976939,-0.028502982,-1
488,MODEL1,PARMS,LLB6,1.0764617,4.661609191,0.833115988,-1.396933774,2.190407529,-1
489,MODEL1,PARMS,LLB6,1.198704683,5.792556281,0.511140348,-0.353623818,0.621760571,-1
490,MODEL1,PARMS,LLB6,1.147851458,4.455744353,0.899523334,-2.573491442,4.573840349,-1
491,MODEL1,PARMS,LLB6,1.077226593,6.197213349,0.319803067,1.721338857,-3.532266036,-1
492,MODEL1,PARMS,LLB6,1.089258202,4.28127375,0.863999848,-1.118502524,1.632415037,-1
493,MODEL1,PARMS,LLB6,1.163926549,5.336670458,0.603054164,-0.339749456,0.236877127,-1
494,MODEL1,PARMS,LLB6,1.06554381,4.942339135,0.773904765,-1.600684675,2.644471314,-1
495,MODEL1,PARMS,LLB6,1.070924234,4.140116265,0.96167207,-1.948482635,3.026202445,-1
496,MODEL1,PARMS,LLB6,1.092364692,5.480407474,0.642462368,-1.333741742,2.378857698,-1
497,MODEL1,PARMS,LLB6,1.105603536,5.704127563,0.512508402,0.02856701,-0.461303534,-1
498,MODEL1,PARMS,LLB6,1.165825741,4.943765635,0.710735456,-0.622142336,0.589444324,-1
499,MODEL1,PARMS,LLB6,1.06657727,5.014125098,0.7160636,-1.160455582,1.918017484,-1
500,MODEL1,PARMS,LLB6,1.101158116,5.899243964,0.496101714,-0.492918004,0.724860637,-1
501,MODEL1,PARMS,LLB6,1.177590957,5.76825762,0.483068333,0.031937551,-0.207007578,-1
502,MODEL1,PARMS,LLB6,1.118906797,5.926073728,0.434566948,0.363633355,-0.84544818,-1
503,MODEL1,PARMS,LLB6,1.182914332,4.494662746,0.882553152,-2.074404572,3.533158842,-1
504,MODEL1,PARMS,LLB6,1.109791239,5.310788489,0.644350249,-0.712075268,0.952693941,-1
505,MODEL1,PARMS,LLB6,1.091769872,5.28415426,0.61762826,-0.222441282,-0.020525495,-1
506,MODEL1,PARMS,LLB6,1.153303971,4.977210852,0.757250141,-1.525470924,2.603045937,-1
507,MODEL1,PARMS,LLB6,1.114175612,4.625427289,0.795453037,-1.133938428,1.585699854,-1
508,MODEL1,PARMS,LLB6,1.08425071,4.670769446,0.771524571,-0.705885991,0.867076206,-1
509,MODEL1,PARMS,LLB6,1.12315992,5.798623531,0.494640844,-0.227000737,0.424819506,-1
510,MODEL1,PARMS,LLB6,1.14487233,5.337473181,0.629321721,-0.806207795,1.393525328,-1
511,MODEL1,PARMS,LLB6,1.032336049,5.371116428,0.588549575,-0.14618302,-0.05795481,-1
512,MODEL1,PARMS,LLB6,1.10552332,4.781733886,0.797884029,-1.380051121,2.106832423,-1
513,MODEL1,PARMS,LLB6,1.030532642,4.205604802,0.9478604,-1.727360881,2.550565581,-1
514,MODEL1,PARMS,LLB6,1.136637114,6.316662093,0.334768699,0.858003773,-1.833797858,-1
515,MODEL1,PARMS,LLB6,1.106205925,4.348761178,0.861690434,-1.362583023,2.068806247,-1
516,MODEL1,PARMS,LLB6,1.196528481,7.324594739,-0.018396224,2.691363801,-4.965804243,-1
517,MODEL1,PARMS,LLB6,1.1087491,6.020566855,0.405563959,0.846851558,-1.68069165,-1
518,MODEL1,PARMS,LLB6,1.16000666,4.858894819,0.783218798,-1.438140212,2.330262967,-1
519,MODEL1,PARMS,LLB6,1.131323978,4.864715925,0.722485574,-0.724636936,1.08082506,-1
520,MODEL1,PARMS,LLB6,1.044979973,5.682221294,0.50766301,-0.460354988,0.872761045,-1
521,MODEL1,PARMS,LLB6,1.057096384,5.837861719,0.509543007,-0.281438325,0.379117717,-1
522,MODEL1,PARMS,LLB6,1.14643882,5.235876523,0.685647412,-1.150314365,1.878476863,-1
523,MODEL1,PARMS,LLB6,1.177911575,3.926840568,1.012381232,-2.6423943,4.540413141,-1
524,MODEL1,PARMS,LLB6,1.097280673,4.611772605,0.797884194,-1.002356182,1.553329447,-1
525,MODEL1,PARMS,LLB6,1.139225336,4.90496611,0.713669315,-0.651823627,0.753423363,-1
526,MODEL1,PARMS,LLB6,1.057661461,5.715747338,0.525513433,-0.44351299,0.7532166,-1
527,MODEL1,PARMS,LLB6,1.111980671,5.663906456,0.549896158,-0.5112461,0.696979004,-1
528,MODEL1,PARMS,LLB6,1.11339194,5.482526373,0.588579402,-0.075157212,-0.30376412,-1
529,MODEL1,PARMS,LLB6,1.110092519,5.647264863,0.508018397,0.165507588,-0.517652066,-1
530,MODEL1,PARMS,LLB6,1.0745683,5.609121811,0.551241839,-0.207534311,0.018949698,-1
531,MODEL1,PARMS,LLB6,1.029744521,5.380346338,0.571186597,-0.703039393,1.201631268,-1
532,MODEL1,PARMS,LLB6,1.08051,4.737149829,0.828337894,-1.343308955,1.995792946,-1
533,MODEL1,PARMS,LLB6,1.061280996,4.805737788,0.749915459,-1.041883395,1.54441523,-1
534,MODEL1,PARMS,LLB6,1.176576868,4.624475833,0.818801506,-1.184760619,1.818410403,-1
535,MODEL1,PARMS,LLB6,1.056431271,4.707639571,0.810020808,-1.485808497,2.415399993,-1
536,MODEL1,PARMS,LLB6,1.080444539,6.605517696,0.266340659,0.769589661,-1.52446717,-1
537,MODEL1,PARMS,LLB6,1.107675935,5.685453811,0.552839621,-0.731559194,1.284428056,-1
538,MODEL1,PARMS,LLB6,1.161541532,4.361471317,0.880384814,-1.371575648,2.068630717,-1
539,MODEL1,PARMS,LLB6,1.033919571,6.302547857,0.333912427,0.515311366,-1.051304095,-1
540,MODEL1,PARMS,LLB6,1.175379778,5.329455556,0.597232306,-0.416723135,0.570094746,-1
541,MODEL1,PARMS,LLB6,1.045805088,5.017845703,0.70517018,-0.749825364,0.994960865,-1
542,MODEL1,PARMS,LLB6,1.121122921,4.832462228,0.761899029,-0.899544398,1.147663517,-1
543,MODEL1,PARMS,LLB6,1.164047146,5.246330235,0.605333197,-0.315362371,0.354425922,-1
544,MODEL1,PARMS,LLB6,1.083240913,5.084670578,0.737025206,-1.849390235,3.231394807,-1
545,MODEL1,PARMS,LLB6,1.118564633,5.010408904,0.678005084,-0.513840754,0.509277454,-1
546,MODEL1,PARMS,LLB6,1.0622357,5.36990191,0.625066901,-0.458422408,0.485685103,-1
547,MODEL1,PARMS,LLB6,1.115281884,4.372756628,0.878670111,-1.335092975,1.881839594,-1
548,MODEL1,PARMS,LLB6,1.10276992,6.594770358,0.261263795,0.919252431,-1.603301873,-1
549,MODEL1,PARMS,LLB6,1.121052283,5.019320855,0.751312934,-1.699976318,3.010588883,-1
550,MODEL1,PARMS,LLB6,1.155003583,5.494670703,0.56083532,-0.446652633,0.824431141,-1
551,MODEL1,PARMS,LLB6,1.141878973,5.832969353,0.519445438,-0.727147922,1.354225899,-1
552,MODEL1,PARMS,LLB6,1.105723907,4.50648858,0.818337764,-0.992616536,1.371355103,-1
553,MODEL1,PARMS,LLB6,1.157132482,4.928504669,0.74870412,-0.95250548,1.29370719,-1
554,MODEL1,PARMS,LLB6,1.121409347,5.882441008,0.437095087,0.626645059,-1.262740107,-1
555,MODEL1,PARMS,LLB6,1.099673708,5.461276459,0.585415999,-0.781653982,1.409126777,-1
556,MODEL1,PARMS,LLB6,1.144162977,6.935316423,0.131969924,1.957107963,-3.771796772,-1
557,MODEL1,PARMS,LLB6,1.085464973,6.046475295,0.371150376,0.870491276,-1.817158443,-1
558,MODEL1,PARMS,LLB6,1.167214372,4.828760287,0.826747979,-1.915701112,3.180473097,-1
559,MODEL1,PARMS,LLB6,1.160249307,4.191111436,0.91953525,-1.440794705,2.00387314,-1
560,MODEL1,PARMS,LLB6,1.099797404,5.717383397,0.526929738,-0.671837789,1.194445408,-1
561,MODEL1,PARMS,LLB6,1.046277951,3.979931958,1.026080087,-2.511228582,4.120515501,-1
562,MODEL1,PARMS,LLB6,1.111726189,4.437090605,0.852243853,-1.687896328,2.994614314,-1
563,MODEL1,PARMS,LLB6,1.197376018,5.310564308,0.643196516,-0.281503924,-0.07021484,-1
564,MODEL1,PARMS,LLB6,1.0530622,5.925904038,0.446604179,0.283170388,-0.615060737,-1
565,MODEL1,PARMS,LLB6,1.192681621,5.64233057,0.583107246,-0.847795115,1.391924311,-1
566,MODEL1,PARMS,LLB6,1.176311037,5.938848562,0.481670315,-0.201558829,0.243815236,-1
567,MODEL1,PARMS,LLB6,1.105765601,4.687633287,0.80191821,-1.580256033,2.630779216,-1
568,MODEL1,PARMS,LLB6,1.137402101,5.066101275,0.711657655,-0.909023834,1.304487734,-1
569,MODEL1,PARMS,LLB6,1.08104865,6.051328591,0.370048055,1.003235723,-2.069713394,-1
570,MODEL1,PARMS,LLB6,1.061565326,5.909521736,0.439047469,0.730566677,-1.596677681,-1
571,MODEL1,PARMS,LLB6,1.104044603,5.604177829,0.526609874,0.031277936,-0.456773123,-1
572,MODEL1,PARMS,LLB6,1.165182951,4.856258489,0.776974604,-1.321939307,2.064732568,-1
573,MODEL1,PARMS,LLB6,1.120417279,7.025531665,0.172443671,0.715854003,-1.075589361,-1
574,MODEL1,PARMS,LLB6,1.101783417,5.952257041,0.457898343,0.087862166,-0.329834876,-1
575,MODEL1,PARMS,LLB6,1.147514373,5.885954598,0.485017516,0.28041478,-0.880030244,-1
576,MODEL1,PARMS,LLB6,1.091170469,5.024550545,0.678616604,-0.515409845,0.574006153,-1
577,MODEL1,PARMS,LLB6,1.115755312,5.627606162,0.542637453,-0.494536826,0.833797325,-1
578,MODEL1,PARMS,LLB6,1.081550918,5.007885527,0.690375347,-0.69241788,0.938116554,-1
579,MODEL1,PARMS,LLB6,1.15827081,5.895640532,0.496715115,-0.041477694,-0.135517223,-1
580,MODEL1,PARMS,LLB6,1.118074905,6.416242446,0.332060878,0.500291821,-1.05680268,-1
581,MODEL1,PARMS,LLB6,1.080907159,5.519117283,0.537900501,-0.061523322,-0.076356999,-1
582,MODEL1,PARMS,LLB6,1.107329923,4.755789371,0.742640725,-0.571936752,0.566345167,-1
583,MODEL1,PARMS,LLB6,1.149079913,5.450462082,0.579221706,-0.376424295,0.331944206,-1
584,MODEL1,PARMS,LLB6,1.147546146,7.078512515,0.164800711,0.792501428,-1.400378324,-1
585,MODEL1,PARMS,LLB6,1.137647396,4.235156745,0.918027569,-1.834803211,2.938163143,-1
586,MODEL1,PARMS,LLB6,1.123573966,5.394029111,0.659448933,-1.265938068,2.077181115,-1
587,MODEL1,PARMS,LLB6,1.194650603,5.892007138,0.418136813,0.646773637,-1.370062991,-1
588,MODEL1,PARMS,LLB6,1.152888271,4.089460237,0.978196572,-2.288681018,4.041734574,-1
589,MODEL1,PARMS,LLB6,1.140104348,5.667920632,0.526736805,0.030401843,-0.267920878,-1
590,MODEL1,PARMS,LLB6,1.118413349,4.502858449,0.838771493,-1.277608537,1.826043451,-1
591,MODEL1,PARMS,LLB6,1.167797945,6.54958426,0.289133024,0.662876615,-1.224158282,-1
592,MODEL1,PARMS,LLB6,1.162772281,5.586452924,0.556308036,-0.184184466,0.018776997,-1
593,MODEL1,PARMS,LLB6,1.086982086,5.34076107,0.599453203,0.249990589,-1.071246338,-1
594,MODEL1,PARMS,LLB6,1.135635092,5.818049159,0.505693286,-0.159377748,0.098560522,-1
595,MODEL1,PARMS,LLB6,1.127899174,5.375332907,0.591232146,-0.260224539,0.114923998,-1
596,MODEL1,PARMS,LLB6,1.079042509,4.716093473,0.761791974,-0.579758474,0.63635555,-1
597,MODEL1,PARMS,LLB6,1.115359499,5.85591978,0.500881219,0.032914865,-0.348916651,-1
598,MODEL1,PARMS,LLB6,1.078944753,5.020858511,0.716029833,-1.379556363,2.280234579,-1
599,MODEL1,PARMS,LLB6,1.106093221,6.048378598,0.40487104,0.643854089,-1.44065032,-1
600,MODEL1,PARMS,LLB6,1.096205099,6.156794628,0.352908237,0.807635243,-1.613305613,-1
601,MODEL1,PARMS,LLB6,1.10161553,5.745377355,0.517210411,-0.507458708,0.799781673,-1
602,MODEL1,PARMS,LLB6,1.087081878,4.886270491,0.72313653,-0.422902783,0.300630191,-1
603,MODEL1,PARMS,LLB6,1.190029773,3.653905254,1.070094424,-2.275430457,3.670348072,-1
604,MODEL1,PARMS,LLB6,1.135000288,4.634182195,0.827850331,-1.563388379,2.45446707,-1
605,MODEL1,PARMS,LLB6,1.106797022,4.833655256,0.742750448,-0.642472613,0.703234351,-1
606,MODEL1,PARMS,LLB6,1.067145748,3.283877963,1.179944569,-2.214765399,3.288642017,-1
607,MODEL1,PARMS,LLB6,1.131079411,5.329552454,0.607748524,-0.386905457,0.408739454,-1
608,MODEL1,PARMS,LLB6,1.05909116,5.772197713,0.525213949,-0.693755075,1.257779584,-1
609,MODEL1,PARMS,LLB6,1.126280496,4.772685379,0.825888701,-2.08171393,3.699333447,-1
610,MODEL1,PARMS,LLB6,1.108039502,6.244699861,0.317418707,0.990694026,-1.903217881,-1
611,MODEL1,PARMS,LLB6,1.060587402,5.557545897,0.569172386,-0.276349744,0.271316476,-1
612,MODEL1,PARMS,LLB6,1.124249965,5.080195382,0.665567423,-0.593471634,0.831060243,-1
613,MODEL1,PARMS,LLB6,1.067303716,5.537396935,0.566166325,-0.487660694,0.636064108,-1
614,MODEL1,PARMS,LLB6,1.137386865,4.903854881,0.758084322,-1.288882889,1.962158084,-1
