SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,LLB6
615,MODEL1,PARMS,LLB6,1.118686258,4.157643404,0.938978597,-2.019335229,3.320361537,-1
616,MODEL1,PARMS,LLB6,1.12725924,6.042932091,0.445385073,-0.377383922,0.785707105,-1
617,MODEL1,PARMS,LLB6,1.03390786,5.980450061,0.444374682,0.111783109,-0.342755136,-1
618,MODEL1,PARMS,LLB6,1.135812919,5.206189515,0.618961304,-0.548021215,0.773071838,-1
619,MODEL1,PARMS,LLB6,1.159387328,5.645557227,0.555147978,-0.473473423,0.732260728,-1
620,MODEL1,PARMS,LLB6,1.085870592,4.722336899,0.815380175,-1.4350162,2.254730472,-1
621,MODEL1,PARMS,LLB6,1.096681361,5.855033014,0.458359452,0.366654362,-0.874463411,-1
622,MODEL1,PARMS,LLB6,1.226635646,5.45506634,0.623933358,-0.833168968,1.250067237,-1
623,MODEL1,PARMS,LLB6,1.049118581,5.887260134,0.453331852,0.194244038,-0.452347468,-1
624,MODEL1,PARMS,LLB6,1.126524298,5.178572694,0.698767699,-0.795874381,0.922092831,-1
625,MODEL1,PARMS,LLB6,1.155686093,5.854645619,0.421554546,0.889486985,-1.899615431,-1
626,MODEL1,PARMS,LLB6,1.085837435,5.980526785,0.428001928,0.568793999,-1.234190298,-1
627,MODEL1,PARMS,LLB6,1.224806859,4.203306558,0.927423224,-1.627192285,2.388758954,-1
628,MODEL1,PARMS,LLB6,1.086024714,5.488825409,0.553154843,-0.241024947,0.234941979,-1
629,MODEL1,PARMS,LLB6,1.235009184,2.245640363,1.47734554,-4.097602958,6.78071523,-1
630,MODEL1,PARMS,LLB6,1.044882104,5.124371036,0.704189167,-1.326227595,2.284972302,-1
631,MODEL1,PARMS,LLB6,1.124082566,4.318458545,0.95685818,-2.091151873,3.386264645,-1
632,MODEL1,PARMS,LLB6,1.123224565,6.659707878,0.240969589,1.415460095,-2.974873283,-1
633,MODEL1,PARMS,LLB6,1.175701408,4.407366094,0.869513504,-1.794840872,3.025317055,-1
634,MODEL1,PARMS,LLB6,1.104846421,5.427892389,0.596051525,-0.355453198,0.1823462,-1
635,MODEL1,PARMS,LLB6,1.089450332,4.97270079,0.733162603,-1.192596926,1.954566767,-1
636,MODEL1,PARMS,LLB6,1.111549994,5.90213068,0.48336441,-0.437675353,0.776927874,-1
637,MODEL1,PARMS,LLB6,1.176036879,5.040649385,0.701013242,-0.85519148,1.174860862,-1
638,MODEL1,PARMS,LLB6,1.143084754,4.726535602,0.829581757,-1.343054184,1.924746845,-1
639,MODEL1,PARMS,LLB6,1.131773335,5.89589737,0.434810986,0.746414607,-1.781002023,-1
640,MODEL1,PARMS,LLB6,1.09920887,5.540576343,0.55034645,-0.098329123,-0.125285503,-1
641,MODEL1,PARMS,LLB6,1.095304298,3.811008043,1.088033238,-2.601486388,4.278264769,-1
642,MODEL1,PARMS,LLB6,1.136727868,5.102587165,0.705679952,-1.111081296,1.859468012,-1
643,MODEL1,PARMS,LLB6,1.062046593,3.752693332,1.034502065,-1.996462018,3.171605677,-1
644,MODEL1,PARMS,LLB6,1.112512645,5.087919025,0.741392653,-1.583827456,2.597577928,-1
645,MODEL1,PARMS,LLB6,1.163893027,5.49165663,0.595432925,-0.557203592,0.858408473,-1
646,MODEL1,PARMS,LLB6,1.085786505,5.915923627,0.475260846,-0.118954226,-0.05703437,-1
647,MODEL1,PARMS,LLB6,1.129352195,5.132023482,0.687432909,-1.13481236,1.78178322,-1
648,MODEL1,PARMS,LLB6,1.100765959,5.192136134,0.638352312,-0.225700323,-0.091974841,-1
649,MODEL1,PARMS,LLB6,1.096746101,4.606345874,0.835347422,-1.412310996,2.102288414,-1
650,MODEL1,PARMS,LLB6,1.161975075,4.785414919,0.799874418,-1.727396457,2.893853409,-1
651,MODEL1,PARMS,LLB6,1.144796696,5.537016634,0.580607495,-0.718554978,1.218881359,-1
652,MODEL1,PARMS,LLB6,1.13574702,5.649147485,0.538464482,0.020621562,-0.383725694,-1
653,MODEL1,PARMS,LLB6,1.249946826,5.760371046,0.446693904,0.063875082,0.010697843,-1
654,MODEL1,PARMS,LLB6,1.142653412,6.343141116,0.360965824,-0.261684778,0.660152935,-1
655,MODEL1,PARMS,LLB6,1.122438511,5.91343031,0.483575827,-0.329425951,0.533377547,-1
656,MODEL1,PARMS,LLB6,1.192552477,5.33202332,0.63966977,-0.654540805,0.741590869,-1
657,MODEL1,PARMS,LLB6,1.119035461,4.525020975,0.796871025,-0.664256032,0.680827277,-1
658,MODEL1,PARMS,LLB6,1.019443043,5.714855737,0.476354179,0.4739871,-1.035955524,-1
659,MODEL1,PARMS,LLB6,1.172705792,4.620680384,0.887402468,-2.257765573,3.828547791,-1
660,MODEL1,PARMS,LLB6,1.073597043,5.46058071,0.599274398,-0.478907766,0.650796753,-1
661,MODEL1,PARMS,LLB6,1.129473536,4.39911953,0.917240796,-2.398933681,4.165830769,-1
662,MODEL1,PARMS,LLB6,1.114141605,4.531413412,0.798964271,-0.825185801,0.980187009,-1
663,MODEL1,PARMS,LLB6,1.200749962,5.927147109,0.439354304,0.492183373,-1.11772877,-1
664,MODEL1,PARMS,LLB6,1.146547513,4.645376273,0.809563383,-1.395709704,2.229838649,-1
665,MODEL1,PARMS,LLB6,1.112930291,4.749819953,0.772570198,-0.992429232,1.461386715,-1
666,MODEL1,PARMS,LLB6,1.08580128,5.51335063,0.548854771,-0.222100513,0.196588413,-1
667,MODEL1,PARMS,LLB6,1.126916844,5.438065399,0.640881623,-1.420452293,2.534753574,-1
668,MODEL1,PARMS,LLB6,1.101867461,5.235915238,0.672587595,-0.674867717,0.801473214,-1
669,MODEL1,PARMS,LLB6,1.033107239,5.248315919,0.63227036,-0.248000844,0.004974195,-1
670,MODEL1,PARMS,LLB6,1.079433898,5.083103589,0.737900171,-1.605258151,2.800380357,-1
671,MODEL1,PARMS,LLB6,1.066929731,4.980719986,0.727950686,-1.208153098,1.993490477,-1
672,MODEL1,PARMS,LLB6,1.130719492,5.316674075,0.644061871,-0.792803229,1.192973248,-1
673,MODEL1,PARMS,LLB6,1.141814702,4.761382108,0.797554487,-1.464714731,2.408620047,-1
674,MODEL1,PARMS,LLB6,1.103137327,5.413572867,0.613599867,-0.802517542,1.246296803,-1
675,MODEL1,PARMS,LLB6,1.143260863,5.108968724,0.704878927,-1.249938549,2.054310146,-1
676,MODEL1,PARMS,LLB6,1.103577323,3.598673089,1.10149911,-2.872222154,5.04834544,-1
677,MODEL1,PARMS,LLB6,1.098771393,5.829689447,0.462297218,0.464176236,-1.105935563,-1
678,MODEL1,PARMS,LLB6,1.094261009,5.627330634,0.486852376,0.24078178,-0.681645214,-1
679,MODEL1,PARMS,LLB6,1.083626327,5.229349197,0.666576866,-1.418651524,2.506753459,-1
680,MODEL1,PARMS,LLB6,1.132515021,4.233194683,0.948340057,-2.359871786,3.931975865,-1
681,MODEL1,PARMS,LLB6,1.168054288,4.832024562,0.79581778,-1.454196395,2.397570862,-1
682,MODEL1,PARMS,LLB6,1.11476074,5.686085381,0.491707742,0.052961268,-0.313916023,-1
683,MODEL1,PARMS,LLB6,1.164529163,6.503770699,0.305653761,0.642333199,-1.218973561,-1
684,MODEL1,PARMS,LLB6,1.055828562,5.538210673,0.616289819,-1.595551805,3.023556938,-1
685,MODEL1,PARMS,LLB6,1.127659217,5.823324347,0.501215808,-0.294331212,0.218323049,-1
686,MODEL1,PARMS,LLB6,1.112630457,4.585568262,0.836899402,-1.508389783,2.474578489,-1
687,MODEL1,PARMS,LLB6,1.073081427,6.604460707,0.223463152,1.393277714,-2.628624373,-1
688,MODEL1,PARMS,LLB6,1.18611831,5.507726555,0.600475272,-0.705444189,1.16929162,-1
689,MODEL1,PARMS,LLB6,1.143262338,3.558835276,1.122085716,-2.843337924,4.867147325,-1
690,MODEL1,PARMS,LLB6,1.100352922,4.693939373,0.790817942,-1.167281275,1.720920699,-1
691,MODEL1,PARMS,LLB6,1.151645774,3.319271596,1.2129471,-3.982973122,7.085659801,-1
692,MODEL1,PARMS,LLB6,1.097070459,5.519072993,0.620033603,-1.097210121,1.826795517,-1
693,MODEL1,PARMS,LLB6,1.108959038,4.319488066,0.89828,-2.001305377,3.417307342,-1
694,MODEL1,PARMS,LLB6,1.116200174,4.995995745,0.743511336,-1.338350464,2.109847183,-1
695,MODEL1,PARMS,LLB6,1.098075111,4.760818675,0.741969529,-0.866729705,1.071770677,-1
696,MODEL1,PARMS,LLB6,1.1617917,5.453664929,0.569645725,-0.224666731,0.055694931,-1
697,MODEL1,PARMS,LLB6,1.103371595,6.102888437,0.44846787,-0.29909835,0.529430357,-1
698,MODEL1,PARMS,LLB6,1.10130062,5.496667539,0.603621359,-0.823717829,1.412110376,-1
699,MODEL1,PARMS,LLB6,1.049941211,5.964322417,0.442188196,0.361318293,-1.007932174,-1
700,MODEL1,PARMS,LLB6,1.082813718,6.227829531,0.348861886,0.618006196,-1.317937683,-1
701,MODEL1,PARMS,LLB6,1.200405377,4.633650264,0.869447893,-2.180194414,3.658940727,-1
702,MODEL1,PARMS,LLB6,1.114588651,4.341726988,0.9296927,-2.493289464,4.16771286,-1
703,MODEL1,PARMS,LLB6,1.127765861,4.154716681,0.957940342,-1.459426324,1.997364557,-1
704,MODEL1,PARMS,LLB6,1.178518667,4.535150906,0.893663927,-2.294721215,3.887079646,-1
705,MODEL1,PARMS,LLB6,1.067425007,5.15293145,0.663841423,-0.283892301,0.016672718,-1
706,MODEL1,PARMS,LLB6,1.10792028,5.468215881,0.645179265,-1.407181456,2.632951198,-1
707,MODEL1,PARMS,LLB6,1.128369165,5.648660823,0.53030765,-0.274596029,0.371045986,-1
708,MODEL1,PARMS,LLB6,1.145513954,3.07307193,1.283720601,-3.029801445,4.749348992,-1
709,MODEL1,PARMS,LLB6,1.084732427,5.462798108,0.580731678,-0.535491482,0.991905911,-1
710,MODEL1,PARMS,LLB6,1.078774064,5.201554194,0.632264379,-0.249059927,0.108697758,-1
711,MODEL1,PARMS,LLB6,1.163956664,5.323728922,0.636702114,-0.562825296,0.740513408,-1
712,MODEL1,PARMS,LLB6,1.175615032,5.728522239,0.451354986,0.828385624,-1.890404909,-1
713,MODEL1,PARMS,LLB6,1.059009939,5.639019431,0.531809585,-0.189686643,0.113398181,-1
714,MODEL1,PARMS,LLB6,1.112162882,4.017433345,0.995000371,-2.289440798,3.76514553,-1
715,MODEL1,PARMS,LLB6,1.129971505,5.045546306,0.650122426,0.020648793,-0.536455027,-1
716,MODEL1,PARMS,LLB6,1.102297027,5.24367583,0.635290116,-0.817061364,1.237223303,-1
717,MODEL1,PARMS,LLB6,1.113807666,5.22430586,0.599698949,0.076078939,-0.606574901,-1
718,MODEL1,PARMS,LLB6,1.165686715,2.831866958,1.321793863,-3.279883037,5.282739488,-1
719,MODEL1,PARMS,LLB6,1.124099457,5.38819429,0.574834847,0.178308738,-0.685532876,-1
720,MODEL1,PARMS,LLB6,1.085937734,6.219789308,0.372644829,0.184433296,-0.35005179,-1
721,MODEL1,PARMS,LLB6,1.101092609,6.556800669,0.279483507,1.017459342,-2.19264604,-1
722,MODEL1,PARMS,LLB6,1.078941602,4.561280455,0.827388337,-1.394589702,2.334893578,-1
723,MODEL1,PARMS,LLB6,1.143449451,4.119555522,0.955355145,-2.097094556,3.391756234,-1
724,MODEL1,PARMS,LLB6,1.065274677,4.331768633,0.890415565,-1.314864601,1.660717217,-1
725,MODEL1,PARMS,LLB6,1.14830577,5.576986493,0.543733006,-0.033247994,-0.323546488,-1
726,MODEL1,PARMS,LLB6,1.17726562,4.691237971,0.823407918,-1.237052285,1.632194006,-1
727,MODEL1,PARMS,LLB6,1.121585568,3.819316604,1.04612709,-2.681799104,4.528397047,-1
728,MODEL1,PARMS,LLB6,1.119700186,5.496682768,0.575959872,-0.003244503,-0.352298521,-1
729,MODEL1,PARMS,LLB6,1.104146859,6.467162335,0.294298865,1.093599715,-2.106321243,-1
730,MODEL1,PARMS,LLB6,1.153666053,5.233769401,0.644418188,-0.658122159,0.889061316,-1
731,MODEL1,PARMS,LLB6,1.172505834,5.191859272,0.638877527,-0.390859887,0.268139312,-1
732,MODEL1,PARMS,LLB6,1.199427338,3.963030452,1.038040322,-2.737909252,4.622947063,-1
733,MODEL1,PARMS,LLB6,1.215135293,5.436172058,0.561536782,0.034351746,-0.358566812,-1
734,MODEL1,PARMS,LLB6,1.115825199,4.751540521,0.757270994,-0.611454497,0.704921159,-1
735,MODEL1,PARMS,LLB6,1.138142667,5.809132934,0.476802094,0.172401189,-0.585593207,-1
736,MODEL1,PARMS,LLB6,1.130629851,5.16377706,0.708541778,-1.052392154,1.60562736,-1
737,MODEL1,PARMS,LLB6,1.120093641,5.429346976,0.598493751,-0.711334914,1.133266828,-1
738,MODEL1,PARMS,LLB6,1.161656267,4.765418804,0.800330732,-1.508478036,2.563229305,-1
739,MODEL1,PARMS,LLB6,1.209525908,4.733641078,0.77728734,-1.212187158,1.805797033,-1
740,MODEL1,PARMS,LLB6,1.05341401,5.826892131,0.513910542,-0.514226908,0.985882851,-1
741,MODEL1,PARMS,LLB6,1.029474761,5.394342541,0.566873191,0.141055267,-0.440629211,-1
742,MODEL1,PARMS,LLB6,1.029562649,4.891552139,0.733663582,-0.831255618,1.159710576,-1
743,MODEL1,PARMS,LLB6,1.122411174,5.144195609,0.664318877,-0.702039815,1.00546911,-1
744,MODEL1,PARMS,LLB6,1.224434509,4.210040999,0.933389305,-1.612411838,2.365820877,-1
745,MODEL1,PARMS,LLB6,1.139295105,6.465350983,0.301184224,1.03306112,-2.052723043,-1
746,MODEL1,PARMS,LLB6,1.041144495,4.828265198,0.765543551,-1.470927055,2.408307539,-1
747,MODEL1,PARMS,LLB6,1.050537392,5.277386274,0.593016513,0.685661271,-2.021269857,-1
748,MODEL1,PARMS,LLB6,1.104201486,5.870284543,0.432157972,0.751652413,-1.773613811,-1
749,MODEL1,PARMS,LLB6,1.160332458,5.615337571,0.520248471,0.38077708,-1.206303614,-1
750,MODEL1,PARMS,LLB6,1.142546898,5.137946162,0.669408026,-0.649203112,0.904118307,-1
751,MODEL1,PARMS,LLB6,1.064070186,6.372599498,0.360468636,0.381455609,-0.851250441,-1
752,MODEL1,PARMS,LLB6,1.173830317,4.276466452,0.910283852,-1.743945953,2.804218445,-1
753,MODEL1,PARMS,LLB6,1.099959359,6.114128332,0.388946954,0.702513649,-1.61749331,-1
754,MODEL1,PARMS,LLB6,1.082379059,3.588285787,1.11080429,-2.289255448,3.431811227,-1
755,MODEL1,PARMS,LLB6,1.134406218,6.102954485,0.316781314,1.600926199,-3.205424659,-1
756,MODEL1,PARMS,LLB6,1.156283495,4.204953039,0.922702954,-1.385008081,1.941645168,-1
757,MODEL1,PARMS,LLB6,1.069258261,4.459529379,0.880110278,-1.578190319,2.472589348,-1
758,MODEL1,PARMS,LLB6,1.138139274,6.002418913,0.4555882,-0.067396655,-0.023190963,-1
759,MODEL1,PARMS,LLB6,1.101444179,4.997624723,0.745698999,-1.050359352,1.546128449,-1
760,MODEL1,PARMS,LLB6,1.159278946,5.365787585,0.607713418,-0.242227871,0.071222161,-1
761,MODEL1,PARMS,LLB6,1.117018926,5.870053642,0.45329179,0.163444047,-0.606063153,-1
762,MODEL1,PARMS,LLB6,1.061876504,6.69607439,0.239427293,1.042634394,-1.83348663,-1
763,MODEL1,PARMS,LLB6,1.090892589,6.414510685,0.298461639,0.992086972,-1.938173427,-1
764,MODEL1,PARMS,LLB6,1.073293185,5.822771249,0.430610586,0.737264313,-1.638196316,-1
765,MODEL1,PARMS,LLB6,1.14413988,6.285293204,0.345503775,0.904586992,-1.766762962,-1
766,MODEL1,PARMS,LLB6,1.138198291,5.868098852,0.509476896,-0.412651111,0.523090062,-1
767,MODEL1,PARMS,LLB6,1.200339887,4.157313675,0.936998248,-1.407566861,1.933244267,-1
768,MODEL1,PARMS,LLB6,1.055389516,6.01101804,0.389751642,0.653781374,-1.486466905,-1
769,MODEL1,PARMS,LLB6,1.106547192,4.481473115,0.828312181,-1.205445025,1.771189255,-1
770,MODEL1,PARMS,LLB6,1.049353675,4.596622046,0.852108994,-1.618094032,2.578997465,-1
771,MODEL1,PARMS,LLB6,1.14209372,4.965637378,0.719894903,-0.992346416,1.472585685,-1
772,MODEL1,PARMS,LLB6,1.125349125,6.06653416,0.450313487,-0.178972127,0.175015774,-1
773,MODEL1,PARMS,LLB6,1.082306536,4.840493453,0.760934156,-1.03917713,1.518147751,-1
774,MODEL1,PARMS,LLB6,1.111974415,4.579271315,0.868393356,-2.125743472,3.71475287,-1
775,MODEL1,PARMS,LLB6,1.106133643,5.553403553,0.515531085,0.268019495,-0.721682451,-1
776,MODEL1,PARMS,LLB6,1.089888968,5.430561891,0.563265665,0.112031461,-0.574536475,-1
777,MODEL1,PARMS,LLB6,1.145967506,5.138668325,0.683814578,-0.928647607,1.604487826,-1
778,MODEL1,PARMS,LLB6,1.135530233,5.988271079,0.433824692,0.28187546,-0.742628946,-1
779,MODEL1,PARMS,LLB6,1.090351574,5.718018559,0.502891056,0.150203427,-0.545168196,-1
780,MODEL1,PARMS,LLB6,1.118093534,4.778554394,0.734304959,-0.675367422,0.848093925,-1
781,MODEL1,PARMS,LLB6,1.080899486,5.474950037,0.576967815,-0.036447972,-0.49060573,-1
782,MODEL1,PARMS,LLB6,1.135259178,5.205618024,0.661876949,-1.079775081,1.881054954,-1
783,MODEL1,PARMS,LLB6,1.114182936,5.113769588,0.715120599,-1.207808751,1.90167064,-1
784,MODEL1,PARMS,LLB6,1.138944581,5.38288951,0.554836659,0.157303058,-0.580821348,-1
785,MODEL1,PARMS,LLB6,1.129348879,5.237426068,0.661785006,-0.817830534,1.351194488,-1
786,MODEL1,PARMS,LLB6,1.087863576,4.337224499,0.848544495,-1.035354548,1.303432223,-1
787,MODEL1,PARMS,LLB6,1.19176778,5.458996754,0.598915222,-0.064172522,-0.402281107,-1
788,MODEL1,PARMS,LLB6,1.130499423,4.111937187,0.97243884,-2.242892614,3.748774422,-1
789,MODEL1,PARMS,LLB6,1.139693966,4.874415836,0.780154685,-1.203735782,1.845723198,-1
790,MODEL1,PARMS,LLB6,1.077320265,4.370081907,0.858141848,-1.267994126,1.925303705,-1
791,MODEL1,PARMS,LLB6,1.100339694,3.199461743,1.206961526,-3.271166961,5.453901921,-1
792,MODEL1,PARMS,LLB6,1.206649376,4.120690812,0.924978355,-1.272183231,1.672271082,-1
793,MODEL1,PARMS,LLB6,1.103919783,5.188625094,0.622833699,-0.054711506,-0.497985004,-1
794,MODEL1,PARMS,LLB6,1.087258653,4.634959915,0.755682607,-0.71914247,0.915827494,-1
795,MODEL1,PARMS,LLB6,1.06759998,3.678127457,1.100160941,-2.112843977,3.073128154,-1
796,MODEL1,PARMS,LLB6,1.090400888,4.218744484,0.944856986,-1.995980498,3.294777046,-1
797,MODEL1,PARMS,LLB6,1.087133249,4.986390263,0.672700597,-0.182692593,-0.088817958,-1
798,MODEL1,PARMS,LLB6,1.137663214,6.085792392,0.451365411,-0.254578054,0.302091658,-1
799,MODEL1,PARMS,LLB6,1.141464738,4.721922461,0.794124324,-1.304879544,2.115536345,-1
800,MODEL1,PARMS,LLB6,1.037908584,5.715985588,0.502429197,0.243946638,-0.64107012,-1
801,MODEL1,PARMS,LLB6,1.088889084,5.137782898,0.657071651,-0.488702882,0.469406034,-1
802,MODEL1,PARMS,LLB6,1.021491146,5.968108546,0.42878726,0.524602159,-1.200132994,-1
803,MODEL1,PARMS,LLB6,1.102381558,6.169734317,0.352799626,1.017499142,-2.0081911,-1
804,MODEL1,PARMS,LLB6,1.141642765,5.309352929,0.617962254,-0.230098893,-0.050418024,-1
805,MODEL1,PARMS,LLB6,1.088754723,5.165815731,0.648579744,-0.036892919,-0.530593181,-1
806,MODEL1,PARMS,LLB6,1.118599844,5.585422776,0.540644912,-0.410499821,0.659668305,-1
807,MODEL1,PARMS,LLB6,1.087836244,5.111687507,0.68365432,-0.954783059,1.542580382,-1
808,MODEL1,PARMS,LLB6,1.075404859,4.642872866,0.777837817,-1.154376798,1.823511211,-1
809,MODEL1,PARMS,LLB6,1.231577076,5.569980165,0.562463795,-0.376944686,0.484449783,-1
810,MODEL1,PARMS,LLB6,1.12761463,5.470274111,0.581162778,-0.391189747,0.602575916,-1
811,MODEL1,PARMS,LLB6,1.17259651,4.411394234,0.863817011,-1.028598256,1.205536337,-1
812,MODEL1,PARMS,LLB6,1.045542727,5.324658458,0.66295172,-0.913904008,1.358872497,-1
813,MODEL1,PARMS,LLB6,1.12619646,4.703998097,0.81535977,-1.528355361,2.509944202,-1
814,MODEL1,PARMS,LLB6,1.094557587,4.419936793,0.86011438,-1.601089204,2.696722428,-1
815,MODEL1,PARMS,LLB6,1.209862144,4.55625307,0.854995572,-1.239086129,1.636613899,-1
816,MODEL1,PARMS,LLB6,1.145301681,4.655391635,0.83384386,-1.321915685,1.974842926,-1
817,MODEL1,PARMS,LLB6,1.077628443,5.708943764,0.51936238,-0.184104091,0.207014919,-1
818,MODEL1,PARMS,LLB6,1.175102113,5.446698979,0.605563871,-0.397441499,0.5083101,-1
819,MODEL1,PARMS,LLB6,1.094861657,4.903881716,0.735071357,-1.096533473,1.645068297,-1
820,MODEL1,PARMS,LLB6,1.090964265,6.638146477,0.240789964,1.377860037,-2.743313116,-1
821,MODEL1,PARMS,LLB6,1.121935025,4.022622338,1.019182599,-2.677161003,4.574971891,-1
822,MODEL1,PARMS,LLB6,1.119826247,4.475268724,0.882533822,-1.843382933,2.925812549,-1
823,MODEL1,PARMS,LLB6,1.110242232,5.115497151,0.662606945,-0.698177863,1.011925286,-1
824,MODEL1,PARMS,LLB6,1.128472916,5.84927521,0.515280849,-0.714213248,1.209154833,-1
825,MODEL1,PARMS,LLB6,1.135294078,4.853776323,0.76701738,-1.560724114,2.838223662,-1
826,MODEL1,PARMS,LLB6,1.087810817,5.222203275,0.705983245,-1.431351266,2.295104822,-1
827,MODEL1,PARMS,LLB6,1.100115221,4.94045154,0.751536394,-1.162582708,1.890240527,-1
828,MODEL1,PARMS,LLB6,1.100471527,5.695549659,0.50951196,0.196874582,-0.657395972,-1
829,MODEL1,PARMS,LLB6,1.089124371,5.230937068,0.588721392,0.439706597,-1.276590489,-1
830,MODEL1,PARMS,LLB6,1.078420168,4.794689451,0.775351537,-1.172486238,1.798177615,-1
831,MODEL1,PARMS,LLB6,1.087173578,5.135039894,0.656868921,-0.276983125,-0.036162113,-1
832,MODEL1,PARMS,LLB6,1.002375398,5.229088184,0.61494319,-0.324394434,0.383415293,-1
833,MODEL1,PARMS,LLB6,1.132070386,6.260830851,0.413481725,0.069488603,-0.411524342,-1
834,MODEL1,PARMS,LLB6,1.12206834,5.34712563,0.601221269,-0.1382381,-0.147014327,-1
835,MODEL1,PARMS,LLB6,1.022130794,4.93596296,0.679740111,-0.204218024,0.054033575,-1
836,MODEL1,PARMS,LLB6,1.088405108,5.984942048,0.448763638,0.273878209,-0.798361632,-1
837,MODEL1,PARMS,LLB6,1.102044639,6.051398229,0.437945998,-0.136703081,0.161285364,-1
838,MODEL1,PARMS,LLB6,1.077618223,5.416677136,0.55609677,-0.151380913,0.100091941,-1
839,MODEL1,PARMS,LLB6,1.107566926,4.680118972,0.78234549,-1.05291393,1.61617166,-1
840,MODEL1,PARMS,LLB6,1.140460613,5.276924784,0.653753618,-0.908884631,1.385354708,-1
841,MODEL1,PARMS,LLB6,1.12133413,4.860533568,0.750360216,-1.056873318,1.656777185,-1
842,MODEL1,PARMS,LLB6,1.092648522,4.584181415,0.807289286,-1.278695662,2.028754611,-1
843,MODEL1,PARMS,LLB6,1.192657929,4.642780923,0.841926372,-1.823490118,3.057967723,-1
844,MODEL1,PARMS,LLB6,1.12803882,4.537025998,0.822405151,-0.860961845,1.041354095,-1
845,MODEL1,PARMS,LLB6,1.149317375,4.984425388,0.769561036,-1.443075625,2.256101345,-1
846,MODEL1,PARMS,LLB6,1.169391412,5.155905458,0.657339762,-0.465081351,0.445393436,-1
847,MODEL1,PARMS,LLB6,1.095666105,4.865629551,0.737120933,-0.304027838,-0.090681084,-1
848,MODEL1,PARMS,LLB6,1.134087157,4.735617846,0.761452692,-1.06068825,1.703164304,-1
849,MODEL1,PARMS,LLB6,1.099060854,5.197294395,0.663193717,-0.538941142,0.676066438,-1
850,MODEL1,PARMS,LLB6,1.169830243,5.183600419,0.718017026,-1.527821587,2.69016106,-1
851,MODEL1,PARMS,LLB6,1.143114372,4.944150154,0.744225412,-1.865364526,3.411425149,-1
852,MODEL1,PARMS,LLB6,1.079297268,5.976692427,0.439240825,0.231430289,-0.589926416,-1
853,MODEL1,PARMS,LLB6,1.157423457,5.624468119,0.550367135,-0.502897695,0.808211588,-1
854,MODEL1,PARMS,LLB6,1.054698219,5.171734363,0.631362393,-0.273633107,0.065952992,-1
855,MODEL1,PARMS,LLB6,1.137051283,5.571434783,0.6318277,-1.31152844,2.311243247,-1
856,MODEL1,PARMS,LLB6,1.107471674,5.475255275,0.577644792,-0.283544584,0.272432669,-1
857,MODEL1,PARMS,LLB6,1.103052424,3.95200605,0.943859468,-1.060639299,1.377079004,-1
858,MODEL1,PARMS,LLB6,1.053091053,5.133011737,0.68596883,-0.694331477,0.86299011,-1
859,MODEL1,PARMS,LLB6,1.136798248,5.737539162,0.525679087,-0.524178096,0.838315655,-1
860,MODEL1,PARMS,LLB6,1.177393137,5.332175459,0.587078421,0.031448588,-0.383034375,-1
861,MODEL1,PARMS,LLB6,1.0751255,4.978377981,0.707369296,-0.51069467,0.494901138,-1
862,MODEL1,PARMS,LLB6,1.126352362,5.134448372,0.645313128,0.128071792,-0.722000537,-1
863,MODEL1,PARMS,LLB6,1.077214476,6.487002399,0.242311209,1.379036954,-2.62433014,-1
864,MODEL1,PARMS,LLB6,1.027809113,4.872368014,0.755193974,-0.945356097,1.28154059,-1
865,MODEL1,PARMS,LLB6,1.113993518,3.790333191,1.065154671,-2.490377836,4.086108812,-1
866,MODEL1,PARMS,LLB6,1.131012221,3.762474402,1.084470909,-2.834634554,4.844736531,-1
867,MODEL1,PARMS,LLB6,1.195839234,4.169177971,0.947866855,-1.85961574,2.939238786,-1
868,MODEL1,PARMS,LLB6,1.059460979,5.975508432,0.441226017,0.249263379,-0.652657991,-1
869,MODEL1,PARMS,LLB6,1.140303606,5.23848906,0.629196759,-0.372206176,0.316496995,-1
870,MODEL1,PARMS,LLB6,1.159302484,3.965221864,0.972772549,-1.598845102,2.232098365,-1
871,MODEL1,PARMS,LLB6,1.087386201,5.538578769,0.504955164,0.396875656,-0.958250303,-1
872,MODEL1,PARMS,LLB6,1.136946182,4.990691481,0.71306582,-0.79664264,0.99532202,-1
873,MODEL1,PARMS,LLB6,1.134370369,5.529585455,0.558938831,-0.125976638,-0.224250533,-1
874,MODEL1,PARMS,LLB6,1.124220114,4.725280429,0.752510077,-0.661519252,0.862312243,-1
875,MODEL1,PARMS,LLB6,1.113105481,5.149093896,0.685844384,-0.718898374,1.073535626,-1
876,MODEL1,PARMS,LLB6,1.058616277,6.128155421,0.400422681,-0.180821183,0.268266112,-1
877,MODEL1,PARMS,LLB6,1.090130558,4.15450686,0.930383749,-1.285649227,1.791766332,-1
878,MODEL1,PARMS,LLB6,1.127772615,5.929803954,0.485901754,-0.376821519,0.586025116,-1
879,MODEL1,PARMS,LLB6,1.036521499,4.995108587,0.683434886,-0.53783239,0.541600524,-1
880,MODEL1,PARMS,LLB6,1.143747263,5.770140831,0.450913443,0.308881918,-0.706544658,-1
881,MODEL1,PARMS,LLB6,1.11165144,5.51594595,0.566877525,0.085016496,-0.419858826,-1
