SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,RB1
28,MODEL1,PARMS,RB1,0.869389115,3.111705046,0.222817737,0.648201759,-1.342192517,-1
29,MODEL1,PARMS,RB1,0.876547601,2.843392255,0.268571621,0.889728595,-1.806335759,-1
30,MODEL1,PARMS,RB1,0.956718161,2.205649135,0.483702314,-0.789864985,1.254056013,-1
31,MODEL1,PARMS,RB1,0.92996726,2.87801425,0.274351717,0.516397095,-1.176504225,-1
32,MODEL1,PARMS,RB1,1.139013738,2.352617868,0.431098796,0.481801014,-1.428721672,-1
33,MODEL1,PARMS,RB1,0.934390061,3.014782599,0.230651767,0.834406221,-1.763570925,-1
34,MODEL1,PARMS,RB1,0.985263442,3.761712703,0.028250595,1.828593737,-3.455778881,-1
35,MODEL1,PARMS,RB1,0.890999879,3.090086853,0.177755952,1.493930573,-3.069744577,-1
36,MODEL1,PARMS,RB1,1.053091918,2.664499413,0.328129462,0.827152185,-1.906174512,-1
37,MODEL1,PARMS,RB1,1.020951133,2.197139624,0.469803701,0.043890863,-0.527233709,-1
38,MODEL1,PARMS,RB1,0.904270866,3.18412002,0.199875042,1.005885315,-2.024679497,-1
39,MODEL1,PARMS,RB1,0.887857727,3.049911244,0.206574065,0.97500202,-1.906858795,-1
40,MODEL1,PARMS,RB1,0.88265876,2.551707223,0.355376598,0.288706737,-0.840032474,-1
41,MODEL1,PARMS,RB1,0.855551355,2.173300831,0.48675992,-0.449793346,0.464777936,-1
42,MODEL1,PARMS,RB1,0.898348267,2.664214298,0.301394994,1.099364833,-2.459364016,-1
43,MODEL1,PARMS,RB1,1.295935479,3.530762159,0.03331516,2.860789254,-5.574685246,-1
44,MODEL1,PARMS,RB1,0.863016494,2.780602457,0.313830557,-0.07499085,-0.009298876,-1
45,MODEL1,PARMS,RB1,0.895138288,3.414330987,0.144960028,0.605029693,-0.982047123,-1
46,MODEL1,PARMS,RB1,0.88653124,3.009922819,0.238846065,0.492170596,-0.996044148,-1
47,MODEL1,PARMS,RB1,0.920782478,2.862189316,0.268851002,0.844724403,-1.847983964,-1
48,MODEL1,PARMS,RB1,0.934520168,2.318895391,0.422181093,0.076961844,-0.45018231,-1
49,MODEL1,PARMS,RB1,1.075825524,2.39153418,0.401365218,0.331091179,-1.041126281,-1
50,MODEL1,PARMS,RB1,0.979117242,2.794176445,0.299491143,0.373090424,-0.830767459,-1
51,MODEL1,PARMS,RB1,0.966920046,2.567043869,0.411648103,-0.516698031,0.905713591,-1
52,MODEL1,PARMS,RB1,0.802798634,2.98717879,0.248512941,0.477281389,-1.099972925,-1
53,MODEL1,PARMS,RB1,0.921810038,3.233732006,0.195602922,0.712567284,-1.472098511,-1
54,MODEL1,PARMS,RB1,0.973472962,2.141299361,0.51067596,-0.760537644,1.259463112,-1
55,MODEL1,PARMS,RB1,0.90897307,2.390502809,0.429070175,-0.300901504,0.299745304,-1
56,MODEL1,PARMS,RB1,0.886245255,1.690431411,0.588709652,-0.435284612,0.542429769,-1
57,MODEL1,PARMS,RB1,0.930156149,3.483673918,0.104866525,1.349956333,-2.487341832,-1
58,MODEL1,PARMS,RB1,0.939043451,2.210680113,0.477073445,-0.566352267,0.814198165,-1
59,MODEL1,PARMS,RB1,0.86451708,2.532628441,0.37813405,0.007301594,-0.125863293,-1
60,MODEL1,PARMS,RB1,0.828527094,3.135939274,0.193151461,0.931441042,-1.821483138,-1
61,MODEL1,PARMS,RB1,0.816681056,2.541142613,0.389350863,-0.175428795,0.11371867,-1
62,MODEL1,PARMS,RB1,0.968843642,2.003155729,0.506632637,-0.396968391,0.353984466,-1
63,MODEL1,PARMS,RB1,0.904055587,1.723900242,0.597973689,-1.134171333,1.910985757,-1
64,MODEL1,PARMS,RB1,0.969213099,2.867360457,0.241869702,1.222097679,-2.443512021,-1
65,MODEL1,PARMS,RB1,0.949091168,2.66159979,0.355235731,-0.042076606,-0.155350818,-1
66,MODEL1,PARMS,RB1,0.940111458,3.034857055,0.22021949,0.545008503,-1.042114463,-1
67,MODEL1,PARMS,RB1,0.900066216,2.397661503,0.442736073,-0.325993458,0.352486091,-1
68,MODEL1,PARMS,RB1,0.915670313,3.240167824,0.183972045,0.845787314,-1.718889295,-1
69,MODEL1,PARMS,RB1,0.913726701,2.866605496,0.271720544,0.588972967,-1.229460476,-1
70,MODEL1,PARMS,RB1,1.006036941,2.668516415,0.325056913,0.329962848,-0.86466608,-1
71,MODEL1,PARMS,RB1,0.9471374,3.180626421,0.185762602,1.29175792,-2.645983641,-1
72,MODEL1,PARMS,RB1,0.9341981,3.601996893,0.041393652,1.539818868,-2.873361674,-1
73,MODEL1,PARMS,RB1,0.906144522,2.098100396,0.469524965,0.392050832,-1.166073454,-1
74,MODEL1,PARMS,RB1,0.854279504,3.179263892,0.177157029,0.893741928,-1.743482726,-1
75,MODEL1,PARMS,RB1,0.868396336,3.594737669,0.058394122,1.542612139,-2.867752293,-1
76,MODEL1,PARMS,RB1,0.981121578,2.918345784,0.303846732,0.246358808,-0.654501501,-1
77,MODEL1,PARMS,RB1,0.987731869,2.765981671,0.314688559,0.406965045,-0.989211099,-1
78,MODEL1,PARMS,RB1,0.880322145,2.793780195,0.299656948,0.47579117,-0.95521228,-1
79,MODEL1,PARMS,RB1,0.942229014,2.414156299,0.404538165,-0.050733674,-0.123190944,-1
80,MODEL1,PARMS,RB1,0.90305188,1.751278517,0.595200841,-0.742003016,1.010857147,-1
81,MODEL1,PARMS,RB1,0.90759711,3.125548169,0.220323113,0.676491311,-1.437941502,-1
82,MODEL1,PARMS,RB1,0.945083685,2.476538534,0.386591639,0.673561574,-1.607349068,-1
83,MODEL1,PARMS,RB1,0.906731121,3.022523681,0.239343208,0.680777173,-1.393006386,-1
84,MODEL1,PARMS,RB1,0.901349154,3.071376521,0.25625918,0.006375795,0.098110023,-1
85,MODEL1,PARMS,RB1,1.085859497,3.101039077,0.217026925,1.016445528,-2.070763288,-1
86,MODEL1,PARMS,RB1,0.864577948,3.053807429,0.257685577,0.020070016,0.052786132,-1
87,MODEL1,PARMS,RB1,0.980092953,3.090968314,0.203765426,1.296731602,-2.56700186,-1
88,MODEL1,PARMS,RB1,0.877678293,3.046579162,0.221010952,0.889424682,-1.829640626,-1
89,MODEL1,PARMS,RB1,0.88005293,3.249873294,0.138326303,1.438557947,-2.763755679,-1
90,MODEL1,PARMS,RB1,1.074409171,3.243679002,0.164340116,1.516547391,-3.059295742,-1
91,MODEL1,PARMS,RB1,0.869224467,2.184085687,0.437370017,0.257740997,-0.82721737,-1
92,MODEL1,PARMS,RB1,0.865468585,2.458461476,0.36799715,0.46285579,-1.11234181,-1
93,MODEL1,PARMS,RB1,0.903295662,2.199333104,0.484815782,-0.355515811,0.254306769,-1
94,MODEL1,PARMS,RB1,0.914462507,2.733287543,0.297197648,0.786490085,-1.70804116,-1
95,MODEL1,PARMS,RB1,0.902371108,2.810113007,0.290846042,0.760662875,-1.660410723,-1
96,MODEL1,PARMS,RB1,0.881299498,3.235717002,0.156854392,1.339915818,-2.553627658,-1
97,MODEL1,PARMS,RB1,0.871123974,2.859007515,0.313187113,0.160487182,-0.547665986,-1
98,MODEL1,PARMS,RB1,0.903011844,3.1601288,0.183104691,0.779022477,-1.512048769,-1
99,MODEL1,PARMS,RB1,0.92675317,3.280689829,0.148503555,1.187449397,-2.364152812,-1
100,MODEL1,PARMS,RB1,0.871644399,2.532507626,0.362421688,0.329552369,-0.823332322,-1
101,MODEL1,PARMS,RB1,0.935169871,3.089744995,0.227517838,0.619302499,-1.270879746,-1
102,MODEL1,PARMS,RB1,1.028930092,2.056479813,0.492293725,0.155789895,-0.762325924,-1
103,MODEL1,PARMS,RB1,0.970145388,3.102389987,0.218727395,1.111102826,-2.343187286,-1
104,MODEL1,PARMS,RB1,0.874303902,2.706766572,0.322423474,0.327635165,-0.731279178,-1
105,MODEL1,PARMS,RB1,0.875823548,2.800745367,0.290209538,0.491875485,-1.032471654,-1
106,MODEL1,PARMS,RB1,0.971242589,2.975017935,0.254036017,0.64537366,-1.361213761,-1
107,MODEL1,PARMS,RB1,0.940507804,2.039694698,0.509729493,-0.428494851,0.450532629,-1
108,MODEL1,PARMS,RB1,0.948102976,2.085714002,0.498475873,-0.512275964,0.701462736,-1
109,MODEL1,PARMS,RB1,1.082357551,3.512931136,0.080824646,1.908465036,-3.729631594,-1
110,MODEL1,PARMS,RB1,1.021396614,2.549539395,0.381680407,-0.097861704,0.028202261,-1
111,MODEL1,PARMS,RB1,0.87568136,3.566206981,0.102524138,0.705843701,-1.184241392,-1
112,MODEL1,PARMS,RB1,0.910521748,2.242425237,0.462166802,-0.263895253,0.192502794,-1
113,MODEL1,PARMS,RB1,0.929191189,2.676271068,0.350535076,-0.128150804,0.154432836,-1
114,MODEL1,PARMS,RB1,0.978193486,3.560107385,0.040271865,1.943236343,-3.673793392,-1
115,MODEL1,PARMS,RB1,0.959191297,3.393736119,0.15571014,0.658806009,-1.314953614,-1
116,MODEL1,PARMS,RB1,0.909188051,2.765177671,0.298556664,0.570153686,-1.191220897,-1
117,MODEL1,PARMS,RB1,0.955144783,3.159429192,0.23502754,0.077576168,-0.075170834,-1
118,MODEL1,PARMS,RB1,0.917547661,3.719335474,0.03105652,1.646722589,-3.119393879,-1
119,MODEL1,PARMS,RB1,0.922826461,2.498841806,0.413137191,-0.362621415,0.621147393,-1
120,MODEL1,PARMS,RB1,0.932192733,2.780332,0.295765385,0.649173745,-1.451653573,-1
121,MODEL1,PARMS,RB1,0.874292172,3.362335832,0.114141996,1.46459353,-2.892408852,-1
122,MODEL1,PARMS,RB1,0.95949213,3.115373186,0.219122509,1.342951097,-2.883303743,-1
123,MODEL1,PARMS,RB1,0.874566768,3.189342628,0.158315189,1.391093599,-2.843214479,-1
124,MODEL1,PARMS,RB1,0.859560466,2.571534551,0.333385595,0.989976041,-2.303516177,-1
125,MODEL1,PARMS,RB1,0.97361539,3.526992397,0.130069059,0.497789825,-0.736720501,-1
126,MODEL1,PARMS,RB1,0.94177563,2.854765927,0.297342237,0.407618161,-1.081578695,-1
127,MODEL1,PARMS,RB1,0.917568193,2.421107682,0.400962611,0.43760261,-1.249251111,-1
128,MODEL1,PARMS,RB1,0.844563019,3.868303459,-0.06453597,2.869225067,-5.499984902,-1
129,MODEL1,PARMS,RB1,0.880389305,3.402139348,0.112814184,1.379795175,-2.642949824,-1
130,MODEL1,PARMS,RB1,0.859036901,2.939745954,0.256836118,0.377170321,-0.660877207,-1
131,MODEL1,PARMS,RB1,0.889579145,2.786787181,0.343741596,-0.278795475,0.494996167,-1
132,MODEL1,PARMS,RB1,0.908860823,3.368490664,0.150626477,0.811231737,-1.641165071,-1
133,MODEL1,PARMS,RB1,0.88682739,3.354249982,0.124354421,1.716246777,-3.429649345,-1
134,MODEL1,PARMS,RB1,0.903833559,2.827108747,0.29507614,0.588926386,-1.38663874,-1
135,MODEL1,PARMS,RB1,0.877750584,2.282056627,0.414292833,0.535534207,-1.495610981,-1
136,MODEL1,PARMS,RB1,0.993359331,3.334369469,0.142089673,1.073501536,-1.85360979,-1
137,MODEL1,PARMS,RB1,0.851800956,3.005942298,0.238369038,0.47338115,-0.934017082,-1
138,MODEL1,PARMS,RB1,0.923197702,2.670065104,0.33351001,0.424454143,-0.98482259,-1
139,MODEL1,PARMS,RB1,0.964969855,2.110855072,0.488375479,-0.633433141,0.943806575,-1
140,MODEL1,PARMS,RB1,0.988641444,3.310286343,0.180164303,0.806164173,-1.595842653,-1
141,MODEL1,PARMS,RB1,0.887931245,2.685313128,0.35235267,-0.003237597,-0.082990413,-1
142,MODEL1,PARMS,RB1,0.918105886,2.911438081,0.276558294,0.350482828,-0.69621099,-1
143,MODEL1,PARMS,RB1,0.909061963,3.010777121,0.248514591,0.421759239,-0.775735867,-1
144,MODEL1,PARMS,RB1,0.89288645,2.019786023,0.493465994,0.219408478,-0.796332931,-1
145,MODEL1,PARMS,RB1,1.041665359,2.832587293,0.289787477,0.615715264,-1.351592859,-1
146,MODEL1,PARMS,RB1,0.840851559,4.083520306,-0.045498584,1.645140347,-2.969881109,-1
147,MODEL1,PARMS,RB1,0.890442816,2.953629481,0.256958798,0.890159682,-1.839724417,-1
148,MODEL1,PARMS,RB1,1.039239347,1.730435009,0.622317786,-1.167122221,1.920572019,-1
149,MODEL1,PARMS,RB1,0.948329507,2.64769077,0.333872882,0.186692153,-0.528775638,-1
150,MODEL1,PARMS,RB1,1.01427632,3.25346368,0.144034417,1.411130246,-2.770586795,-1
151,MODEL1,PARMS,RB1,0.844593923,3.022640976,0.223873574,0.320689705,-0.512876353,-1
152,MODEL1,PARMS,RB1,0.900430974,2.938692415,0.287947441,0.321911465,-0.789899815,-1
153,MODEL1,PARMS,RB1,0.899102912,3.307529825,0.153205667,1.148456823,-2.234483623,-1
154,MODEL1,PARMS,RB1,0.875591593,2.383419306,0.416758107,-0.379576582,0.598516155,-1
155,MODEL1,PARMS,RB1,0.900516766,3.234019855,0.133495692,1.765214591,-3.491501742,-1
156,MODEL1,PARMS,RB1,0.835311525,3.455723526,0.112211045,1.508346521,-2.984454977,-1
157,MODEL1,PARMS,RB1,0.868051997,2.410055283,0.398931015,0.25610012,-0.830390133,-1
158,MODEL1,PARMS,RB1,0.972798467,2.81012569,0.298523139,0.702464117,-1.571936154,-1
159,MODEL1,PARMS,RB1,0.906078067,2.704838575,0.307328206,0.649850653,-1.57306222,-1
160,MODEL1,PARMS,RB1,0.892905285,2.130754824,0.476675493,-0.334375909,0.369192747,-1
161,MODEL1,PARMS,RB1,0.917269185,2.261125451,0.443307822,-0.15665126,-0.104650796,-1
162,MODEL1,PARMS,RB1,0.943381695,3.000240697,0.250046283,0.748481371,-1.719468153,-1
163,MODEL1,PARMS,RB1,0.91224448,2.572110149,0.355977776,0.249494947,-0.609829315,-1
164,MODEL1,PARMS,RB1,0.898085556,2.519638059,0.35647406,0.799096005,-2.068841059,-1
165,MODEL1,PARMS,RB1,0.957847051,2.692805601,0.328731234,0.392295823,-0.905384325,-1
166,MODEL1,PARMS,RB1,0.892519365,3.072337395,0.216082096,0.950082818,-1.891011017,-1
167,MODEL1,PARMS,RB1,0.925009023,3.066583154,0.200390889,1.047210826,-1.965700457,-1
168,MODEL1,PARMS,RB1,0.897188897,2.283935385,0.451078247,-0.160779852,0.059920515,-1
169,MODEL1,PARMS,RB1,0.981887062,2.807337904,0.315997581,0.36951386,-0.879389101,-1
170,MODEL1,PARMS,RB1,0.905981749,3.590712286,0.056188975,1.457411951,-2.661228938,-1
171,MODEL1,PARMS,RB1,0.852651863,3.377214764,0.115167306,1.533016506,-2.994603515,-1
172,MODEL1,PARMS,RB1,0.879671285,2.174512045,0.496714151,-0.769246532,1.311945362,-1
173,MODEL1,PARMS,RB1,0.866444113,2.211666725,0.446248927,-0.163252837,0.088569344,-1
174,MODEL1,PARMS,RB1,0.859773281,3.303043411,0.15854058,0.617542203,-1.140393102,-1
175,MODEL1,PARMS,RB1,0.922130762,2.934350181,0.269869726,0.384578484,-0.787449339,-1
176,MODEL1,PARMS,RB1,0.883031992,2.777957784,0.282521808,0.903403963,-1.966074174,-1
177,MODEL1,PARMS,RB1,0.911992647,3.239492066,0.172902035,0.907946191,-1.770817249,-1
178,MODEL1,PARMS,RB1,0.879333103,2.757826183,0.31601299,0.542988697,-1.37587198,-1
179,MODEL1,PARMS,RB1,0.930634056,3.285515226,0.19631639,0.500062044,-1.101587303,-1
180,MODEL1,PARMS,RB1,0.942232241,3.877587986,-0.003177048,1.600257491,-3.085654408,-1
181,MODEL1,PARMS,RB1,0.98696621,3.089174181,0.236805752,0.430022949,-0.788006526,-1
182,MODEL1,PARMS,RB1,0.886942689,2.904062827,0.265709792,0.693016358,-1.46590357,-1
183,MODEL1,PARMS,RB1,0.955934996,3.062088214,0.248135704,0.688504438,-1.64472498,-1
184,MODEL1,PARMS,RB1,0.881554212,2.242730827,0.499315451,-0.830464721,1.281360308,-1
185,MODEL1,PARMS,RB1,0.899879763,3.237774698,0.181966538,1.015619222,-1.930721406,-1
186,MODEL1,PARMS,RB1,0.825091538,2.545676976,0.362699402,0.137283092,-0.493402002,-1
187,MODEL1,PARMS,RB1,1.04536336,3.280701084,0.15875895,0.816101012,-1.461266909,-1
188,MODEL1,PARMS,RB1,0.922639966,4.110818317,-0.073575331,2.28025507,-4.277832583,-1
189,MODEL1,PARMS,RB1,0.91609221,3.4383372,0.10409164,1.597355531,-3.129726937,-1
190,MODEL1,PARMS,RB1,0.892212669,2.600850753,0.367236902,0.00165427,-0.197590958,-1
191,MODEL1,PARMS,RB1,1.094543491,2.745496654,0.306586039,0.510237462,-1.137739462,-1
192,MODEL1,PARMS,RB1,0.869269288,2.450447864,0.386299805,0.298461086,-0.69000665,-1
193,MODEL1,PARMS,RB1,0.939624308,2.810086257,0.288017052,0.919205514,-1.928839985,-1
194,MODEL1,PARMS,RB1,0.915672408,2.990564661,0.258068982,0.709897011,-1.427383495,-1
195,MODEL1,PARMS,RB1,0.90036873,2.302699604,0.397788674,0.97122375,-2.360108038,-1
196,MODEL1,PARMS,RB1,0.959999697,2.229679052,0.456220692,0.381372751,-1.127803632,-1
197,MODEL1,PARMS,RB1,0.90508737,4.089051192,-0.011595435,1.156194523,-2.100099936,-1
198,MODEL1,PARMS,RB1,1.077262266,3.206318482,0.197826494,1.07110767,-2.163163839,-1
199,MODEL1,PARMS,RB1,1.047250795,2.991461266,0.221497921,1.015324463,-2.097157527,-1
200,MODEL1,PARMS,RB1,1.049198604,2.438200537,0.357026619,0.776368256,-1.757883669,-1
201,MODEL1,PARMS,RB1,0.904749419,2.878180429,0.282423468,0.381873273,-0.783941489,-1
202,MODEL1,PARMS,RB1,1.008116704,2.717075228,0.313536525,0.694042086,-1.554007181,-1
203,MODEL1,PARMS,RB1,0.924325101,3.207747402,0.199942028,0.697370507,-1.340982025,-1
204,MODEL1,PARMS,RB1,0.933777641,3.008085836,0.26298523,0.334430276,-0.775549858,-1
205,MODEL1,PARMS,RB1,0.848014038,1.819683999,0.600880581,-1.378479341,2.445265037,-1
206,MODEL1,PARMS,RB1,0.917350632,2.807426729,0.293292451,0.771799252,-1.737468012,-1
207,MODEL1,PARMS,RB1,0.894086894,3.100678459,0.247412454,0.368381224,-0.729697008,-1
208,MODEL1,PARMS,RB1,0.895668752,3.10921777,0.215346004,0.853690069,-1.847194183,-1
209,MODEL1,PARMS,RB1,0.957901903,3.672995492,0.029889783,1.765403285,-3.225877772,-1
210,MODEL1,PARMS,RB1,0.889765172,4.261983982,-0.061265427,1.439245821,-2.481501255,-1
211,MODEL1,PARMS,RB1,1.021466853,3.162549253,0.198013318,1.055770997,-2.163465241,-1
212,MODEL1,PARMS,RB1,0.933458895,2.325804988,0.420686734,0.026637912,-0.323763652,-1
213,MODEL1,PARMS,RB1,0.965836446,1.848411419,0.590362042,-1.244741263,1.992063522,-1
214,MODEL1,PARMS,RB1,0.888927709,2.919532979,0.24532021,0.829450571,-1.668343427,-1
215,MODEL1,PARMS,RB1,0.88160897,2.707077398,0.351369359,-0.016739108,-0.205872594,-1
216,MODEL1,PARMS,RB1,0.968515224,3.012663933,0.230518068,0.966471488,-1.972803328,-1
217,MODEL1,PARMS,RB1,0.861865028,3.386957908,0.106326875,1.886500251,-3.845491639,-1
218,MODEL1,PARMS,RB1,0.901030758,2.4845948,0.366003431,0.677847478,-1.617817315,-1
219,MODEL1,PARMS,RB1,0.926595726,3.253589768,0.177914811,0.9795013,-1.927762694,-1
220,MODEL1,PARMS,RB1,0.954755251,2.615895751,0.336005491,0.717161204,-1.663824521,-1
221,MODEL1,PARMS,RB1,0.893881644,2.278921767,0.47077539,-0.164605192,0.08353294,-1
222,MODEL1,PARMS,RB1,0.946367559,2.930267278,0.251910598,0.765346541,-1.626300506,-1
223,MODEL1,PARMS,RB1,0.874009055,2.493308015,0.35007064,0.475258727,-1.080571047,-1
224,MODEL1,PARMS,RB1,0.927813563,1.885789525,0.533118465,-0.095466539,-0.284657835,-1
225,MODEL1,PARMS,RB1,0.86486191,3.10257044,0.207449729,1.058273,-2.14005009,-1
226,MODEL1,PARMS,RB1,1.016071423,2.772987169,0.28425535,1.126290055,-2.445006961,-1
227,MODEL1,PARMS,RB1,1.011976325,3.574735781,0.078228554,1.664837844,-3.253857307,-1
228,MODEL1,PARMS,RB1,0.882627405,3.474338822,0.081917738,1.699798126,-3.314359357,-1
229,MODEL1,PARMS,RB1,0.892661085,2.103073944,0.456589664,0.183670609,-0.693291333,-1
230,MODEL1,PARMS,RB1,0.963487155,3.898095005,0.023742985,1.144605819,-1.906555719,-1
231,MODEL1,PARMS,RB1,0.906134174,2.722667759,0.322798716,0.114277487,-0.409186254,-1
232,MODEL1,PARMS,RB1,0.878824215,3.379839456,0.112608768,1.718803746,-3.390768864,-1
233,MODEL1,PARMS,RB1,1.095881258,3.582067187,0.08708183,1.043787671,-1.991875905,-1
234,MODEL1,PARMS,RB1,0.860089378,2.917082284,0.267463505,0.826576482,-1.85884334,-1
235,MODEL1,PARMS,RB1,0.968192356,1.819856307,0.580434212,-0.52837614,0.506767497,-1
236,MODEL1,PARMS,RB1,0.913139956,3.081997858,0.209343948,0.617027759,-1.136591784,-1
237,MODEL1,PARMS,RB1,0.919481471,3.089266385,0.203833353,1.170521714,-2.44193988,-1
238,MODEL1,PARMS,RB1,0.858409182,2.14949036,0.484808634,-0.396486439,0.502247695,-1
239,MODEL1,PARMS,RB1,0.976233216,2.688795382,0.330469713,0.38961921,-0.965343855,-1
240,MODEL1,PARMS,RB1,0.99691451,2.727730299,0.348686652,0.500581158,-1.292369078,-1
241,MODEL1,PARMS,RB1,0.925311646,2.431766676,0.394720419,0.294522678,-0.890466968,-1
242,MODEL1,PARMS,RB1,0.908746078,3.227304532,0.172721925,1.185652794,-2.342376629,-1
243,MODEL1,PARMS,RB1,0.858210683,3.439163636,0.098891261,1.720658197,-3.38917803,-1
244,MODEL1,PARMS,RB1,0.951787207,2.518134904,0.371036357,0.228436287,-0.603330543,-1
245,MODEL1,PARMS,RB1,0.876767222,2.556471155,0.355990687,0.568071262,-1.463954204,-1
246,MODEL1,PARMS,RB1,1.072903843,2.660890153,0.314074669,0.833441649,-1.864047298,-1
247,MODEL1,PARMS,RB1,0.856336402,2.801654815,0.288657157,0.648232071,-1.464574156,-1
248,MODEL1,PARMS,RB1,1.166604711,3.382735237,0.097019414,1.947952728,-3.782200275,-1
249,MODEL1,PARMS,RB1,0.963852656,3.026545529,0.265646679,0.056011179,-0.073350396,-1
250,MODEL1,PARMS,RB1,0.911108484,2.838156337,0.289878871,0.162269899,-0.305888114,-1
251,MODEL1,PARMS,RB1,0.87328286,2.36404469,0.426533171,-0.29014761,0.405836927,-1
252,MODEL1,PARMS,RB1,1.183676084,2.522781614,0.390856977,0.415737373,-1.155209051,-1
253,MODEL1,PARMS,RB1,0.8781102,2.495694395,0.366494354,0.425233861,-1.100407543,-1
254,MODEL1,PARMS,RB1,0.891222349,2.319051442,0.440017521,-0.273973115,0.184932176,-1
255,MODEL1,PARMS,RB1,0.936812424,2.873701362,0.273273601,0.60413991,-1.270938079,-1
256,MODEL1,PARMS,RB1,0.898749413,2.442515729,0.382847229,0.396278422,-1.079386597,-1
257,MODEL1,PARMS,RB1,0.949134633,2.052273159,0.517217448,-0.453896573,0.486771395,-1
258,MODEL1,PARMS,RB1,0.907476876,3.166704474,0.172270053,1.390236795,-2.822863996,-1
259,MODEL1,PARMS,RB1,1.097624193,3.326404337,0.139782387,2.071670675,-4.216858611,-1
260,MODEL1,PARMS,RB1,0.893655236,3.017549371,0.210817597,1.384932061,-2.84738678,-1
261,MODEL1,PARMS,RB1,0.924392754,3.221466692,0.199588262,0.687274406,-1.286115784,-1
262,MODEL1,PARMS,RB1,0.971575146,3.652710205,0.087488335,0.961078934,-1.722240692,-1
263,MODEL1,PARMS,RB1,0.94791817,1.742044344,0.564464743,-0.169032105,-0.151836647,-1
264,MODEL1,PARMS,RB1,0.907870462,2.681023652,0.347623712,0.140938143,-0.392034614,-1
265,MODEL1,PARMS,RB1,0.907588557,2.143482866,0.490365063,-0.184457151,0.030680465,-1
266,MODEL1,PARMS,RB1,0.9737346,3.361475562,0.138522335,1.151794438,-2.196477613,-1
267,MODEL1,PARMS,RB1,0.902102987,2.319560268,0.44916046,-0.434786096,0.595446161,-1
268,MODEL1,PARMS,RB1,0.873511224,2.896186131,0.263390277,1.039367547,-2.285598056,-1
269,MODEL1,PARMS,RB1,0.904127332,3.318372319,0.17510483,0.599096056,-1.079185253,-1
270,MODEL1,PARMS,RB1,0.887165005,2.566343087,0.34913078,0.589932735,-1.400407304,-1
271,MODEL1,PARMS,RB1,0.982255997,1.831149059,0.575940162,-0.401867311,0.114107693,-1
