SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,RUL
455,MODEL1,PARMS,RUL,1.383908689,5.157792686,0.498876184,-0.515838739,0.835261669,-1
456,MODEL1,PARMS,RUL,1.254442226,4.429208951,0.721687898,-2.141172328,4.046561118,-1
457,MODEL1,PARMS,RUL,1.240757402,6.401052265,0.095325673,1.829062286,-3.527092261,-1
458,MODEL1,PARMS,RUL,1.261044168,5.379468293,0.448772159,-0.009568305,-0.07879612,-1
459,MODEL1,PARMS,RUL,1.242990445,4.436625286,0.64781335,-0.074048584,-0.282560749,-1
460,MODEL1,PARMS,RUL,1.331585912,4.435291893,0.702285297,-0.822433006,1.10844759,-1
461,MODEL1,PARMS,RUL,1.290075748,5.252059636,0.473049026,-0.179109167,0.102747267,-1
462,MODEL1,PARMS,RUL,1.282872743,6.39559364,0.148741173,1.324477053,-2.645526794,-1
463,MODEL1,PARMS,RUL,1.240319576,4.659748819,0.577268864,0.412182854,-1.415614844,-1
464,MODEL1,PARMS,RUL,1.227919666,4.455344345,0.692039901,-0.434450077,0.075974394,-1
465,MODEL1,PARMS,RUL,1.233804784,5.753710542,0.324103809,0.410609224,-0.917523471,-1
466,MODEL1,PARMS,RUL,1.279780843,4.954124023,0.544380565,0.022970721,-0.523082418,-1
467,MODEL1,PARMS,RUL,1.320954524,4.682233136,0.566012169,-0.355645903,0.595584282,-1
468,MODEL1,PARMS,RUL,1.274603112,5.034702373,0.543067539,-0.364999421,0.365245741,-1
469,MODEL1,PARMS,RUL,1.367211271,6.317268453,0.160255854,0.912378579,-1.723981028,-1
470,MODEL1,PARMS,RUL,1.219665972,5.246931765,0.460925034,-0.26795188,0.389201183,-1
471,MODEL1,PARMS,RUL,1.239866462,4.331828004,0.74511444,-1.717213225,2.943821645,-1
472,MODEL1,PARMS,RUL,1.212128725,6.082575473,0.222924298,1.127389602,-2.260155165,-1
473,MODEL1,PARMS,RUL,1.214702274,5.092897749,0.46530476,0.430016313,-1.132532946,-1
474,MODEL1,PARMS,RUL,1.286837577,5.253447422,0.459038811,-0.039808891,-0.113416469,-1
475,MODEL1,PARMS,RUL,1.273563121,4.607713747,0.639011663,-0.396569707,0.181574538,-1
476,MODEL1,PARMS,RUL,1.320184983,2.240551335,1.329014765,-3.67007967,6.114150619,-1
477,MODEL1,PARMS,RUL,1.274699816,4.903942326,0.521619871,-0.143803404,-0.079482199,-1
478,MODEL1,PARMS,RUL,1.244447501,5.705471801,0.342126273,0.217335907,-0.413831896,-1
479,MODEL1,PARMS,RUL,1.258140369,4.472381319,0.70361966,-1.194890269,1.936822187,-1
480,MODEL1,PARMS,RUL,1.308152336,3.998891285,0.805348198,-1.443686009,2.365210544,-1
481,MODEL1,PARMS,RUL,1.265516081,4.112176072,0.795443437,-1.968617622,3.494346876,-1
482,MODEL1,PARMS,RUL,1.388749808,5.35375996,0.430117582,0.174521169,-0.375901056,-1
483,MODEL1,PARMS,RUL,1.22995761,4.258286756,0.748833803,-1.000149534,1.37326303,-1
484,MODEL1,PARMS,RUL,1.254358575,4.747687209,0.537027713,0.67757179,-1.818726729,-1
485,MODEL1,PARMS,RUL,1.295395925,5.775165139,0.336691948,0.535144696,-1.151492658,-1
486,MODEL1,PARMS,RUL,1.26353618,4.015274195,0.787260258,-1.291134958,1.904464235,-1
487,MODEL1,PARMS,RUL,1.275741005,4.466315869,0.738075913,-1.866982697,3.262163632,-1
488,MODEL1,PARMS,RUL,1.325515033,5.484238171,0.38647203,0.727204926,-1.564864988,-1
489,MODEL1,PARMS,RUL,1.286758489,6.012344347,0.251999275,0.568392215,-0.804535175,-1
490,MODEL1,PARMS,RUL,1.289402791,5.398161933,0.405513413,-0.613854579,1.334432081,-1
491,MODEL1,PARMS,RUL,1.274857479,5.674900371,0.329041298,0.919561057,-2.038490832,-1
492,MODEL1,PARMS,RUL,1.242290307,5.367374652,0.371156904,1.220429588,-2.622538294,-1
493,MODEL1,PARMS,RUL,1.362361703,5.451092472,0.394804782,0.255838036,-0.767484816,-1
494,MODEL1,PARMS,RUL,1.192697398,4.866666318,0.54137505,-0.323958831,0.444578724,-1
495,MODEL1,PARMS,RUL,1.225642587,4.744425425,0.575121694,-0.138972066,-0.046924794,-1
496,MODEL1,PARMS,RUL,1.268171161,4.490305947,0.720629827,-1.74371266,3.137915813,-1
497,MODEL1,PARMS,RUL,1.244886677,4.596529606,0.655192736,-0.927561746,1.356997514,-1
498,MODEL1,PARMS,RUL,1.256201674,5.773997713,0.295326504,0.674881876,-1.382131239,-1
499,MODEL1,PARMS,RUL,1.387204069,6.57867888,0.113627457,1.176036051,-2.062774629,-1
500,MODEL1,PARMS,RUL,1.246752364,4.99730686,0.543119442,-0.310460756,0.149083914,-1
501,MODEL1,PARMS,RUL,1.30121244,5.573725039,0.357545956,0.198029776,-0.343941059,-1
502,MODEL1,PARMS,RUL,1.336378429,4.78543961,0.539524252,0.095628254,-0.446383799,-1
503,MODEL1,PARMS,RUL,1.280327566,5.737574031,0.325265746,0.856027005,-1.78772311,-1
504,MODEL1,PARMS,RUL,1.288889803,4.052647602,0.867874413,-2.212530963,3.535239617,-1
505,MODEL1,PARMS,RUL,1.246020652,5.937279468,0.280017331,0.222500941,-0.384010378,-1
506,MODEL1,PARMS,RUL,1.294745785,4.565968044,0.65772883,-0.510055353,0.396740022,-1
507,MODEL1,PARMS,RUL,1.240901032,5.622499616,0.354602429,0.696882767,-1.617768985,-1
508,MODEL1,PARMS,RUL,1.217769998,5.87307194,0.285823867,0.573334641,-1.159271525,-1
509,MODEL1,PARMS,RUL,1.214089795,4.530109346,0.678585219,-1.059095906,1.56531472,-1
510,MODEL1,PARMS,RUL,1.311698529,5.846057201,0.266513996,1.157448248,-2.19330564,-1
511,MODEL1,PARMS,RUL,1.217571295,4.655968723,0.616948198,-0.303992763,0.230940836,-1
512,MODEL1,PARMS,RUL,1.236953384,5.463907597,0.40727742,-0.065927401,0.195151072,-1
513,MODEL1,PARMS,RUL,1.259153424,4.369181195,0.728970238,-1.555206568,2.424848395,-1
514,MODEL1,PARMS,RUL,1.272675496,4.338311049,0.687535567,-0.638056017,0.691390421,-1
515,MODEL1,PARMS,RUL,1.261436298,4.779149818,0.576654396,-0.444694287,0.506492193,-1
516,MODEL1,PARMS,RUL,1.246948033,5.408294299,0.431427356,0.174375037,-0.58295493,-1
517,MODEL1,PARMS,RUL,1.320836364,5.666370481,0.331125398,0.671931486,-1.253626117,-1
518,MODEL1,PARMS,RUL,1.304526711,5.44859565,0.380777693,0.131685812,-0.201478631,-1
519,MODEL1,PARMS,RUL,1.286713214,4.505326247,0.632097515,-0.196630461,-0.03763656,-1
520,MODEL1,PARMS,RUL,1.307502344,4.920136603,0.552728782,-0.455879996,0.647758786,-1
521,MODEL1,PARMS,RUL,1.297954346,5.147321731,0.517207753,-0.106433269,-0.154503987,-1
522,MODEL1,PARMS,RUL,1.306511532,4.73033985,0.657657052,-0.979166634,1.507033989,-1
523,MODEL1,PARMS,RUL,1.32035367,4.649189973,0.646920414,-1.814784913,3.45327852,-1
524,MODEL1,PARMS,RUL,1.263952012,4.054705126,0.753693916,-0.724521826,0.773930304,-1
525,MODEL1,PARMS,RUL,1.278496964,6.640697141,0.007073177,2.728167453,-5.244266263,-1
526,MODEL1,PARMS,RUL,1.274780347,5.922139492,0.271014877,0.262486559,-0.184461117,-1
527,MODEL1,PARMS,RUL,1.20618901,4.6617175,0.655381209,-1.491273176,2.631411213,-1
528,MODEL1,PARMS,RUL,1.309177689,4.690165997,0.624360787,-0.598404418,0.779970594,-1
529,MODEL1,PARMS,RUL,1.21170521,5.29212979,0.430948994,-0.004625807,-0.123055123,-1
530,MODEL1,PARMS,RUL,1.288315324,4.781093283,0.605869492,-0.435460029,0.311628208,-1
531,MODEL1,PARMS,RUL,1.299400764,5.110261859,0.473481983,0.184921441,-0.587964094,-1
532,MODEL1,PARMS,RUL,1.309921765,4.032667838,0.804686102,-0.857995236,0.917186952,-1
533,MODEL1,PARMS,RUL,1.267602601,4.818219959,0.595562995,-0.969258327,1.63930839,-1
534,MODEL1,PARMS,RUL,1.231890925,5.353460518,0.432322017,0.386851539,-0.885789143,-1
535,MODEL1,PARMS,RUL,1.321227432,4.085541919,0.777504621,-1.305028278,2.061456016,-1
536,MODEL1,PARMS,RUL,1.228988475,5.722743646,0.33791796,0.234379113,-0.559340194,-1
537,MODEL1,PARMS,RUL,1.264326211,4.761449645,0.595793723,-0.369972122,0.208686711,-1
538,MODEL1,PARMS,RUL,1.293880427,5.59403436,0.36165056,0.752593558,-1.573112869,-1
539,MODEL1,PARMS,RUL,1.255984888,5.52811325,0.33325782,1.140186971,-2.431532392,-1
540,MODEL1,PARMS,RUL,1.251998249,4.872595099,0.612085026,-1.26396132,2.257691286,-1
541,MODEL1,PARMS,RUL,1.22766395,5.631024489,0.396848348,0.184418637,-0.520692132,-1
542,MODEL1,PARMS,RUL,1.219119625,5.503851409,0.380527143,0.011388901,-0.092046561,-1
543,MODEL1,PARMS,RUL,1.292285348,5.359463674,0.405454204,0.456036499,-1.060235166,-1
544,MODEL1,PARMS,RUL,1.315933137,4.478842994,0.710164259,-1.649990582,2.967188215,-1
545,MODEL1,PARMS,RUL,1.232679382,5.438658826,0.394801923,0.493769099,-1.274414643,-1
546,MODEL1,PARMS,RUL,1.282190964,5.641543652,0.339480863,0.898761795,-1.874672501,-1
547,MODEL1,PARMS,RUL,1.267685538,4.77809396,0.568935492,-0.209422184,-0.087551086,-1
548,MODEL1,PARMS,RUL,1.221425867,5.883848008,0.273713496,0.624635073,-1.11351496,-1
549,MODEL1,PARMS,RUL,1.206868174,5.171647181,0.49701837,0.049411983,-0.406133629,-1
550,MODEL1,PARMS,RUL,1.224082121,5.091988709,0.500842369,-0.4808013,0.816670238,-1
551,MODEL1,PARMS,RUL,1.312414517,5.030947911,0.537340654,-1.095896063,2.104660588,-1
552,MODEL1,PARMS,RUL,1.337718928,3.808760997,0.829117455,-0.9161026,1.034876703,-1
553,MODEL1,PARMS,RUL,1.359779413,5.243729092,0.494576446,-0.500125492,0.694558949,-1
554,MODEL1,PARMS,RUL,1.289829919,4.965380036,0.488359918,0.029967408,-0.139008229,-1
555,MODEL1,PARMS,RUL,1.199549146,4.442521243,0.651277824,-0.337547471,0.262729941,-1
556,MODEL1,PARMS,RUL,1.20719032,6.423660713,0.145216936,1.166140763,-2.201291579,-1
557,MODEL1,PARMS,RUL,1.21223723,5.609868981,0.323548044,0.442866007,-0.780349542,-1
558,MODEL1,PARMS,RUL,1.245527771,6.201388706,0.224876853,0.63517517,-1.126401217,-1
559,MODEL1,PARMS,RUL,1.203358057,5.157727477,0.474855005,0.072616293,-0.448378252,-1
560,MODEL1,PARMS,RUL,1.163378229,4.909443222,0.556960485,-0.564557049,0.977237399,-1
561,MODEL1,PARMS,RUL,1.244850983,5.4286188,0.445025678,-0.075109892,-0.113330799,-1
562,MODEL1,PARMS,RUL,1.376863085,3.874191159,0.848340429,-1.486485055,2.203124736,-1
563,MODEL1,PARMS,RUL,1.328096722,4.885619871,0.591036429,0.072869586,-0.89817605,-1
564,MODEL1,PARMS,RUL,1.31817883,5.133936647,0.493952026,-0.140076498,0.186064879,-1
565,MODEL1,PARMS,RUL,1.208967523,5.384283577,0.474613456,-0.236993114,0.156116023,-1
566,MODEL1,PARMS,RUL,1.274010945,6.393734886,0.145412374,0.931746455,-1.395810093,-1
567,MODEL1,PARMS,RUL,1.23136706,4.449194384,0.664273214,-0.618240565,0.689104718,-1
568,MODEL1,PARMS,RUL,1.22169457,5.16266363,0.504703832,-0.339245936,0.353923723,-1
569,MODEL1,PARMS,RUL,1.264108228,6.426682851,0.13859636,1.619066358,-3.113995623,-1
570,MODEL1,PARMS,RUL,1.285892814,5.840743475,0.260076332,1.698791651,-3.564813692,-1
571,MODEL1,PARMS,RUL,1.238440151,4.939101478,0.549296553,-0.113304507,-0.186057288,-1
572,MODEL1,PARMS,RUL,1.283903753,3.919214675,0.846507376,-2.040938183,3.47416604,-1
573,MODEL1,PARMS,RUL,1.228447161,5.990670607,0.250743929,0.911872546,-1.776572901,-1
574,MODEL1,PARMS,RUL,1.33370836,4.915634506,0.555840089,0.009355589,-0.386305604,-1
575,MODEL1,PARMS,RUL,1.244962389,6.021042706,0.235266294,1.018918906,-1.923341546,-1
576,MODEL1,PARMS,RUL,1.263198195,5.687738983,0.335035393,0.472531615,-0.9382333,-1
577,MODEL1,PARMS,RUL,1.354092541,5.450004734,0.450804753,-0.856499509,1.785942051,-1
578,MODEL1,PARMS,RUL,1.294926181,4.938933479,0.497754964,0.346098388,-0.968544277,-1
579,MODEL1,PARMS,RUL,1.211654271,5.336831412,0.476150886,-0.48700775,0.778123516,-1
580,MODEL1,PARMS,RUL,1.194353543,6.525143269,0.150819522,0.687679748,-1.085495868,-1
581,MODEL1,PARMS,RUL,1.254311041,4.69199415,0.594468759,-0.170298449,-0.016012178,-1
582,MODEL1,PARMS,RUL,1.316311269,4.745258268,0.534556301,0.728467234,-1.83571812,-1
583,MODEL1,PARMS,RUL,1.177280393,4.962842581,0.543271792,-0.435805626,0.415197101,-1
584,MODEL1,PARMS,RUL,1.263718081,5.268617283,0.432259346,0.302989701,-0.872815283,-1
585,MODEL1,PARMS,RUL,1.276293775,3.996355462,0.833688106,-1.492382514,2.221868518,-1
586,MODEL1,PARMS,RUL,1.22492423,5.761180027,0.350031663,-0.258394204,0.462743761,-1
587,MODEL1,PARMS,RUL,1.318920245,5.298573289,0.445000554,0.169377742,-0.499837258,-1
588,MODEL1,PARMS,RUL,1.332634962,4.460526922,0.711166441,-1.208969984,2.137849774,-1
589,MODEL1,PARMS,RUL,1.304834459,4.957526311,0.604478885,-1.016704668,1.708440796,-1
590,MODEL1,PARMS,RUL,1.275249745,3.793943275,0.813474336,-0.432428639,0.017116067,-1
591,MODEL1,PARMS,RUL,1.225571296,6.544254174,0.052904439,2.090841861,-3.770764763,-1
592,MODEL1,PARMS,RUL,1.2841218,6.304655619,0.172177025,1.323660024,-2.641612927,-1
593,MODEL1,PARMS,RUL,1.309681158,5.191683788,0.443398186,0.851259806,-1.973545582,-1
594,MODEL1,PARMS,RUL,1.295336888,5.842440806,0.30467076,0.956086245,-2.097381706,-1
595,MODEL1,PARMS,RUL,1.248330302,5.324166112,0.443891106,0.084607366,-0.65178902,-1
596,MODEL1,PARMS,RUL,1.240195389,5.720748976,0.303122279,1.617179974,-3.283339416,-1
597,MODEL1,PARMS,RUL,1.314572789,5.298044163,0.474867318,0.414229588,-1.381637863,-1
598,MODEL1,PARMS,RUL,1.362934795,3.919422216,0.805755883,-1.035441594,1.379117856,-1
599,MODEL1,PARMS,RUL,1.248691396,5.28014275,0.454645541,0.575044988,-1.525729023,-1
600,MODEL1,PARMS,RUL,1.308630202,7.533163944,-0.212537084,3.054346341,-5.496356578,-1
601,MODEL1,PARMS,RUL,1.307811365,6.213844656,0.211859385,0.94450219,-2.028533884,-1
602,MODEL1,PARMS,RUL,1.264040432,4.792892113,0.550208372,0.037551345,-0.542625252,-1
603,MODEL1,PARMS,RUL,1.285529174,5.42960176,0.398909098,0.101485822,-0.357086812,-1
604,MODEL1,PARMS,RUL,1.225078426,5.596254296,0.37727645,-0.190978105,0.218708568,-1
605,MODEL1,PARMS,RUL,1.236044948,4.516527545,0.645318813,0.076969389,-0.911876027,-1
606,MODEL1,PARMS,RUL,1.209162549,3.908606503,0.833687628,-1.359405624,1.988579847,-1
607,MODEL1,PARMS,RUL,1.272770511,4.982262299,0.539130645,-0.596266589,1.019779878,-1
608,MODEL1,PARMS,RUL,1.230558464,5.151439519,0.511984756,-0.622514543,1.078918529,-1
609,MODEL1,PARMS,RUL,1.280306958,4.757802259,0.609646066,-1.101833008,2.033237678,-1
610,MODEL1,PARMS,RUL,1.256027008,5.015248937,0.495539332,0.028029537,-0.34482179,-1
611,MODEL1,PARMS,RUL,1.247081619,6.564907053,0.104705343,0.966531407,-1.629341139,-1
612,MODEL1,PARMS,RUL,1.302095338,4.95550521,0.524180309,-0.067034917,-0.061646329,-1
613,MODEL1,PARMS,RUL,1.216998001,5.515665115,0.404396061,-0.122908117,0.142117212,-1
614,MODEL1,PARMS,RUL,1.256741942,5.739041568,0.333136022,0.742970966,-1.663490496,-1
615,MODEL1,PARMS,RUL,1.339842862,4.13144329,0.774929902,-1.515416694,2.688258747,-1
616,MODEL1,PARMS,RUL,1.234018346,5.318514406,0.46044905,-0.458373826,0.77555387,-1
617,MODEL1,PARMS,RUL,1.275127947,4.799365678,0.590366173,-0.220581935,0.003988372,-1
618,MODEL1,PARMS,RUL,1.247754807,6.059010245,0.214645826,0.719407958,-1.204708001,-1
619,MODEL1,PARMS,RUL,1.33440891,4.116759691,0.79952891,-1.342412403,2.006161821,-1
620,MODEL1,PARMS,RUL,1.245799153,4.317096689,0.730347323,-0.885512997,1.239914937,-1
621,MODEL1,PARMS,RUL,1.283559284,4.730059314,0.568622526,0.291365162,-0.951096023,-1
622,MODEL1,PARMS,RUL,1.317656297,5.099005148,0.549715087,-0.22448358,-0.11108669,-1
623,MODEL1,PARMS,RUL,1.173519455,5.51084338,0.401357531,0.154855496,-0.355352833,-1
624,MODEL1,PARMS,RUL,1.234856362,5.368269077,0.432353836,0.220063989,-0.506395927,-1
625,MODEL1,PARMS,RUL,1.383065415,6.511701378,0.112249965,1.705037796,-3.201189869,-1
626,MODEL1,PARMS,RUL,1.318176299,4.689242764,0.64251961,-0.617340574,0.793890924,-1
627,MODEL1,PARMS,RUL,1.352600052,2.385365669,1.333016031,-3.989383361,6.719862252,-1
628,MODEL1,PARMS,RUL,1.163516425,4.907089077,0.542201903,-0.23251966,0.248902434,-1
629,MODEL1,PARMS,RUL,1.213762806,3.126613106,1.047426318,-1.813938385,2.503911478,-1
630,MODEL1,PARMS,RUL,1.266779483,5.036526397,0.517902132,0.265057154,-0.933441001,-1
631,MODEL1,PARMS,RUL,1.308048234,3.912809456,0.868336708,-2.00818874,3.563199899,-1
632,MODEL1,PARMS,RUL,1.236663074,5.570079577,0.404513909,-0.23269646,0.412474921,-1
633,MODEL1,PARMS,RUL,1.265826696,5.367719759,0.415344346,0.029120085,0.000399922,-1
634,MODEL1,PARMS,RUL,1.272499638,5.545311087,0.350447183,0.62277187,-1.256145633,-1
635,MODEL1,PARMS,RUL,1.222312428,4.626301931,0.682275356,-1.051836332,1.618514265,-1
636,MODEL1,PARMS,RUL,1.362729482,6.470497856,0.124489646,1.107815536,-1.934336464,-1
637,MODEL1,PARMS,RUL,1.327348991,5.941666314,0.301839242,0.222867299,-0.426259755,-1
638,MODEL1,PARMS,RUL,1.206988995,5.683036174,0.359499387,0.523719651,-1.260835883,-1
639,MODEL1,PARMS,RUL,1.238940351,4.846316743,0.544894001,0.036732121,-0.32144233,-1
640,MODEL1,PARMS,RUL,1.246488484,5.048255965,0.475102192,0.245771193,-0.574656525,-1
641,MODEL1,PARMS,RUL,1.288134217,4.919053965,0.572011691,-0.375344449,0.37014585,-1
642,MODEL1,PARMS,RUL,1.263722965,5.01076503,0.582266003,-1.497422529,2.909170838,-1
643,MODEL1,PARMS,RUL,1.182787236,2.853855619,1.133717952,-3.227953805,5.623354111,-1
644,MODEL1,PARMS,RUL,1.175185552,5.568299447,0.373310881,0.277086044,-0.679463771,-1
645,MODEL1,PARMS,RUL,1.29832118,3.58074482,0.90709465,-1.662204328,2.753073121,-1
646,MODEL1,PARMS,RUL,1.162413655,4.658768746,0.65563634,-1.033319165,1.546245341,-1
647,MODEL1,PARMS,RUL,1.274554024,5.260161343,0.426473349,0.044867525,-0.091750339,-1
648,MODEL1,PARMS,RUL,1.24658813,5.43788323,0.378282163,0.94518741,-2.073841952,-1
649,MODEL1,PARMS,RUL,1.277342723,5.053112458,0.46497794,0.662336777,-1.565208029,-1
650,MODEL1,PARMS,RUL,1.347266666,3.675778778,0.929965359,-1.911874042,3.017395148,-1
651,MODEL1,PARMS,RUL,1.235227795,4.459981633,0.746542654,-2.22575196,4.052543491,-1
652,MODEL1,PARMS,RUL,1.29520012,5.487195054,0.404111037,0.273944167,-0.67973637,-1
653,MODEL1,PARMS,RUL,1.271569479,5.121107653,0.497174592,-0.732797961,1.546020726,-1
654,MODEL1,PARMS,RUL,1.271920008,6.458072923,0.135305797,0.968470062,-1.841112635,-1
655,MODEL1,PARMS,RUL,1.313780554,6.401351266,0.110355599,1.450035527,-2.54645972,-1
656,MODEL1,PARMS,RUL,1.213004727,4.815539346,0.611431848,-0.890758976,1.341465939,-1
657,MODEL1,PARMS,RUL,1.242176352,5.296932452,0.454618944,0.246499302,-0.923302435,-1
658,MODEL1,PARMS,RUL,1.333874997,5.701955298,0.259319904,2.209848884,-4.574062468,-1
659,MODEL1,PARMS,RUL,1.25989026,4.563762235,0.670124837,-1.025450236,1.633039054,-1
660,MODEL1,PARMS,RUL,1.246150555,4.918621004,0.549133491,-0.366254833,0.352540308,-1
661,MODEL1,PARMS,RUL,1.31359046,3.841025761,0.848421174,-0.743076657,0.54827139,-1
662,MODEL1,PARMS,RUL,1.278533823,4.445357764,0.670130897,-0.844399309,1.313693719,-1
663,MODEL1,PARMS,RUL,1.362393772,5.095914834,0.449810221,0.937743258,-2.172414591,-1
664,MODEL1,PARMS,RUL,1.262845325,4.359051055,0.729519199,-1.377570537,2.223688372,-1
665,MODEL1,PARMS,RUL,1.315336134,6.240646773,0.151696991,1.654667911,-2.985380925,-1
666,MODEL1,PARMS,RUL,1.273264584,5.165386867,0.451188863,0.336282247,-0.83144316,-1
667,MODEL1,PARMS,RUL,1.260068355,5.978053939,0.256936787,0.787051526,-1.47455842,-1
668,MODEL1,PARMS,RUL,1.272338003,3.967154872,0.830524458,-1.587014616,2.459235314,-1
669,MODEL1,PARMS,RUL,1.159087091,5.718111458,0.335332483,0.721406917,-1.48273297,-1
670,MODEL1,PARMS,RUL,1.322845109,4.838220923,0.5637862,-0.317784078,0.248874629,-1
671,MODEL1,PARMS,RUL,1.227999226,4.621063991,0.651276667,-0.741930201,1.080364116,-1
672,MODEL1,PARMS,RUL,1.26281711,4.625952122,0.658483466,-1.272833434,2.118283019,-1
673,MODEL1,PARMS,RUL,1.30541478,5.308429189,0.435401206,0.635115491,-1.654077725,-1
674,MODEL1,PARMS,RUL,1.213716433,5.422073913,0.423687213,-0.079968196,0.191973228,-1
675,MODEL1,PARMS,RUL,1.343921441,4.864323666,0.622307171,-0.911367075,1.402096811,-1
676,MODEL1,PARMS,RUL,1.219504586,3.509766982,0.929761068,-2.338358129,4.258945858,-1
677,MODEL1,PARMS,RUL,1.297511233,6.370871915,0.148045637,2.073689889,-4.280931781,-1
678,MODEL1,PARMS,RUL,1.214387586,4.532655566,0.64313962,-0.4853019,0.402056289,-1
679,MODEL1,PARMS,RUL,1.364204247,4.630096644,0.65329702,-0.853487453,1.331163071,-1
680,MODEL1,PARMS,RUL,1.199740905,5.670307345,0.317810284,0.954999038,-1.980686405,-1
681,MODEL1,PARMS,RUL,1.315938437,5.22897264,0.449206701,0.176770045,-0.405939635,-1
682,MODEL1,PARMS,RUL,1.209114678,5.153327831,0.446351495,0.004318332,-0.122415259,-1
683,MODEL1,PARMS,RUL,1.279821793,6.551678578,0.080291937,1.037184042,-1.643374655,-1
684,MODEL1,PARMS,RUL,1.239878703,5.473851073,0.39909639,-0.546299537,1.291789823,-1
685,MODEL1,PARMS,RUL,1.211435929,4.825174126,0.537617196,-0.700926149,1.308024133,-1
686,MODEL1,PARMS,RUL,1.32018552,5.064447721,0.545905697,-0.671897071,1.125978637,-1
687,MODEL1,PARMS,RUL,1.264543863,5.825070329,0.283327659,1.018527641,-2.07069501,-1
688,MODEL1,PARMS,RUL,1.272717844,5.541383393,0.396170686,0.052790977,-0.197779077,-1
689,MODEL1,PARMS,RUL,1.276739668,4.453254105,0.663123933,-0.455131125,0.4132822,-1
690,MODEL1,PARMS,RUL,1.242118531,6.139889393,0.194466197,1.289203218,-2.64297498,-1
691,MODEL1,PARMS,RUL,1.23463159,5.033466831,0.524695415,-0.828552477,1.587162178,-1
692,MODEL1,PARMS,RUL,1.242814899,4.333944019,0.716513498,-1.110640152,1.70692518,-1
693,MODEL1,PARMS,RUL,1.26538055,2.93228479,1.145952811,-3.477119725,6.155249274,-1
694,MODEL1,PARMS,RUL,1.301579967,3.921354717,0.872809944,-1.514817409,2.061743968,-1
695,MODEL1,PARMS,RUL,1.22530512,4.445358259,0.703144979,-0.647813739,0.611356388,-1
696,MODEL1,PARMS,RUL,1.298583028,5.686940837,0.357758884,0.476735167,-1.193365333,-1
697,MODEL1,PARMS,RUL,1.183974679,4.700045104,0.633827899,-1.219310424,2.183224735,-1
698,MODEL1,PARMS,RUL,1.263215471,4.698734723,0.652400867,-0.859234853,1.191230996,-1
699,MODEL1,PARMS,RUL,1.204755154,5.93271901,0.23449685,1.074041719,-2.093185806,-1
700,MODEL1,PARMS,RUL,1.213979282,5.78020506,0.290225186,0.740174719,-1.573519601,-1
701,MODEL1,PARMS,RUL,1.311495904,5.322877645,0.493441967,-0.337803043,0.275970118,-1
702,MODEL1,PARMS,RUL,1.224557963,3.942296152,0.826533444,-1.67651459,2.658303963,-1
703,MODEL1,PARMS,RUL,1.28976775,4.383272244,0.70971444,-0.378884338,-0.034721044,-1
704,MODEL1,PARMS,RUL,1.154523741,5.249806943,0.476247666,-0.107897183,0.003598036,-1
705,MODEL1,PARMS,RUL,1.26946543,6.467429493,0.093537827,1.740195544,-3.140002359,-1
706,MODEL1,PARMS,RUL,1.20151552,4.693032344,0.655039818,-1.059345709,1.696358421,-1
707,MODEL1,PARMS,RUL,1.341591324,6.028801734,0.254330944,0.78141537,-1.508130063,-1
708,MODEL1,PARMS,RUL,1.333919591,4.601955548,0.697437693,-1.166583597,1.701633347,-1
709,MODEL1,PARMS,RUL,1.29532092,4.935452237,0.552404747,-0.308841735,0.483988197,-1
710,MODEL1,PARMS,RUL,1.297250084,4.275490018,0.716917385,-0.528351207,0.420496002,-1
711,MODEL1,PARMS,RUL,1.235205963,5.671565277,0.344582671,0.244985072,-0.406544689,-1
712,MODEL1,PARMS,RUL,1.192621156,5.84560319,0.255820198,0.709041248,-1.202320215,-1
713,MODEL1,PARMS,RUL,1.239745333,5.708899324,0.344506494,0.753831689,-1.654032609,-1
714,MODEL1,PARMS,RUL,1.293345764,4.123517305,0.795481171,-1.404690932,2.15491779,-1
715,MODEL1,PARMS,RUL,1.26120669,5.937463108,0.218110589,1.805074687,-3.830635185,-1
716,MODEL1,PARMS,RUL,1.268789756,4.356220748,0.703688372,-1.695480671,3.125683038,-1
717,MODEL1,PARMS,RUL,1.27077055,5.360095834,0.423395174,0.235706104,-0.613573655,-1
718,MODEL1,PARMS,RUL,1.30510285,2.28575986,1.2581637,-3.246297223,5.350338981,-1
719,MODEL1,PARMS,RUL,1.208894042,5.386700667,0.414189135,0.724791279,-1.742907828,-1
720,MODEL1,PARMS,RUL,1.150877429,6.838061732,0.019174786,1.75891315,-3.248198326,-1
721,MODEL1,PARMS,RUL,1.335090225,6.124704232,0.220171256,0.845661112,-1.554411227,-1
722,MODEL1,PARMS,RUL,1.289079073,4.58251471,0.614628701,-0.365345952,0.41014313,-1
723,MODEL1,PARMS,RUL,1.310599403,4.276123262,0.690580183,-0.07718057,-0.502177825,-1
724,MODEL1,PARMS,RUL,1.338042477,4.791106249,0.569344052,0.210078098,-0.973541039,-1
725,MODEL1,PARMS,RUL,1.259445961,5.633667573,0.356699293,0.042572972,-0.021606871,-1
726,MODEL1,PARMS,RUL,1.250241784,6.213153822,0.180295962,1.374424552,-2.707554983,-1
