SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,RUL
182,MODEL1,PARMS,RUL,1.300927324,5.38187344,0.379586551,0.661437232,-1.534178749,-1
183,MODEL1,PARMS,RUL,1.256574454,3.703316325,0.91249612,-2.251126554,3.75093204,-1
184,MODEL1,PARMS,RUL,1.247604662,3.980139166,0.782002772,-0.817870724,0.962734503,-1
185,MODEL1,PARMS,RUL,1.256641414,5.942129082,0.218231574,0.949673016,-1.539004655,-1
186,MODEL1,PARMS,RUL,1.250451337,5.855431943,0.287076414,0.598009702,-1.259846511,-1
187,MODEL1,PARMS,RUL,1.228211419,5.846320884,0.275223535,0.939247696,-1.915190489,-1
188,MODEL1,PARMS,RUL,1.219451777,4.924988639,0.567582801,-0.445454481,0.453935889,-1
189,MODEL1,PARMS,RUL,1.250001386,5.653275443,0.348548951,0.839341942,-1.797767947,-1
190,MODEL1,PARMS,RUL,1.288241402,4.574546907,0.661422833,-1.311586548,2.159681622,-1
191,MODEL1,PARMS,RUL,1.325347554,6.056561867,0.265358217,0.31123092,-0.489459908,-1
192,MODEL1,PARMS,RUL,1.20936779,5.450502209,0.394089265,0.449820731,-0.892949104,-1
193,MODEL1,PARMS,RUL,1.281434829,4.243712415,0.73183653,-0.915522067,1.48130982,-1
194,MODEL1,PARMS,RUL,1.233880551,4.845632514,0.536246182,0.018084765,-0.271876332,-1
195,MODEL1,PARMS,RUL,1.255537902,5.25767322,0.456011471,0.683663763,-1.811380455,-1
196,MODEL1,PARMS,RUL,1.270309782,4.989046409,0.539957395,-0.404788747,0.503417895,-1
197,MODEL1,PARMS,RUL,1.237447911,5.038503687,0.587732159,-1.029049242,1.603256413,-1
198,MODEL1,PARMS,RUL,1.285751335,5.376091088,0.444870514,0.302815695,-0.86811466,-1
199,MODEL1,PARMS,RUL,1.227780101,5.71766092,0.284101202,1.361342258,-2.786961953,-1
200,MODEL1,PARMS,RUL,1.325090631,6.335168924,0.089309302,1.84840242,-3.526478866,-1
201,MODEL1,PARMS,RUL,1.324665291,4.164167618,0.781239855,-1.774079921,3.030030211,-1
202,MODEL1,PARMS,RUL,1.237092558,4.360715139,0.688093626,-0.654141202,0.714673365,-1
203,MODEL1,PARMS,RUL,1.190301446,6.893101156,-0.018383106,2.043845506,-3.644956518,-1
204,MODEL1,PARMS,RUL,1.330001116,6.531979379,0.093766071,1.725290093,-3.312209438,-1
205,MODEL1,PARMS,RUL,1.284684285,4.758132414,0.620743847,-0.877966791,1.282590005,-1
206,MODEL1,PARMS,RUL,1.328226918,5.800230756,0.301867785,1.017111887,-2.047739903,-1
207,MODEL1,PARMS,RUL,1.245050833,5.801857159,0.281344954,1.030470034,-1.990668443,-1
208,MODEL1,PARMS,RUL,1.328726383,4.884122427,0.560512595,-0.378116108,0.217461742,-1
209,MODEL1,PARMS,RUL,1.254966569,4.589739728,0.63135005,-1.084250532,1.818349849,-1
210,MODEL1,PARMS,RUL,1.323759285,6.858888675,0.022474509,1.631941146,-2.840682905,-1
211,MODEL1,PARMS,RUL,1.236112963,5.875776779,0.266176946,0.955779092,-1.996392056,-1
212,MODEL1,PARMS,RUL,1.262604119,4.785164757,0.611247968,-0.812015885,1.252585986,-1
213,MODEL1,PARMS,RUL,1.243450888,6.007984302,0.242049479,0.776107209,-1.423420893,-1
214,MODEL1,PARMS,RUL,1.338157622,5.177455141,0.471549947,0.178556452,-0.420409919,-1
215,MODEL1,PARMS,RUL,1.265742909,5.498744783,0.40345721,0.034359271,-0.431043279,-1
216,MODEL1,PARMS,RUL,1.202181494,5.105443376,0.557489027,-1.074441997,1.873593495,-1
217,MODEL1,PARMS,RUL,1.257188671,4.50869457,0.665225439,-0.935614487,1.322242655,-1
218,MODEL1,PARMS,RUL,1.256147968,4.918712261,0.514548199,0.376818093,-1.043501519,-1
219,MODEL1,PARMS,RUL,1.21016058,4.404592614,0.682981223,-1.192488482,2.090029019,-1
220,MODEL1,PARMS,RUL,1.267477934,4.410556533,0.692912734,-1.185884351,1.905058965,-1
221,MODEL1,PARMS,RUL,1.3576794,4.964161475,0.576237161,-0.435323601,0.49062662,-1
222,MODEL1,PARMS,RUL,1.247115515,4.34959392,0.674965159,0.001087172,-0.491471845,-1
223,MODEL1,PARMS,RUL,1.310192537,4.40918878,0.676341962,-0.511546002,0.587008656,-1
224,MODEL1,PARMS,RUL,1.174538381,5.02760114,0.539399185,-0.368383983,0.389985311,-1
225,MODEL1,PARMS,RUL,1.215997452,5.546825404,0.393142749,0.316562288,-0.982648738,-1
226,MODEL1,PARMS,RUL,1.216518406,4.008906298,0.786746192,-0.795385637,0.708434904,-1
227,MODEL1,PARMS,RUL,1.313600825,5.360257473,0.413028625,0.566069387,-1.270233095,-1
228,MODEL1,PARMS,RUL,1.297798118,5.40595463,0.402578203,0.790764573,-1.883139368,-1
229,MODEL1,PARMS,RUL,1.286405745,4.737110684,0.571777526,-0.092503141,-0.281761933,-1
230,MODEL1,PARMS,RUL,1.249494075,6.094346847,0.243817201,0.242212406,-0.225524434,-1
231,MODEL1,PARMS,RUL,1.237299241,4.48709199,0.662814417,-1.17276011,1.979654271,-1
232,MODEL1,PARMS,RUL,1.280753116,5.465439641,0.384361373,0.928716336,-2.126569257,-1
233,MODEL1,PARMS,RUL,1.277873188,3.622375455,0.911627812,-1.788812672,2.658686189,-1
234,MODEL1,PARMS,RUL,1.242486473,6.548002206,0.074753602,1.829809592,-3.539189442,-1
235,MODEL1,PARMS,RUL,1.237190807,5.248910208,0.467578294,-0.347604491,0.523200139,-1
236,MODEL1,PARMS,RUL,1.261659933,5.265762151,0.480770656,-0.394114006,0.562896899,-1
237,MODEL1,PARMS,RUL,1.256101677,4.938558679,0.520367488,-0.06587017,-0.120950894,-1
238,MODEL1,PARMS,RUL,1.246414256,5.561407524,0.37924238,0.589107515,-1.268943768,-1
239,MODEL1,PARMS,RUL,1.267640769,5.339176883,0.446568863,0.338933166,-0.919244203,-1
240,MODEL1,PARMS,RUL,1.292455138,5.016981681,0.553033151,0.036312641,-0.561299051,-1
241,MODEL1,PARMS,RUL,1.258638734,4.00659172,0.812987756,-1.715458446,2.890734578,-1
242,MODEL1,PARMS,RUL,1.347895717,5.294519253,0.468569768,0.126536234,-0.568936744,-1
243,MODEL1,PARMS,RUL,1.301390062,5.280349526,0.431078934,0.246984245,-0.554246509,-1
244,MODEL1,PARMS,RUL,1.346265497,4.751897601,0.623784165,-0.725730195,1.018396882,-1
245,MODEL1,PARMS,RUL,1.253579244,5.086406695,0.531932796,-0.334522568,0.255645851,-1
246,MODEL1,PARMS,RUL,1.302638328,4.527098743,0.697175774,-1.157478194,1.802127086,-1
247,MODEL1,PARMS,RUL,1.235153071,5.498494767,0.392800406,0.624228334,-1.546488237,-1
248,MODEL1,PARMS,RUL,1.279956527,5.853563985,0.269348505,0.600589598,-1.123475385,-1
249,MODEL1,PARMS,RUL,1.264368987,4.238730904,0.748608734,-1.36491698,2.174683619,-1
250,MODEL1,PARMS,RUL,1.356201835,4.4741622,0.693083996,-1.630961934,2.903994828,-1
251,MODEL1,PARMS,RUL,1.206857157,4.86314559,0.59792339,-1.21124121,2.004741741,-1
252,MODEL1,PARMS,RUL,1.243535851,4.347868783,0.699260765,-0.664285784,0.788977284,-1
253,MODEL1,PARMS,RUL,1.333304204,5.173491559,0.438901247,0.708700016,-1.559608931,-1
254,MODEL1,PARMS,RUL,1.305242499,5.398958992,0.43839924,0.165998233,-0.556203324,-1
255,MODEL1,PARMS,RUL,1.230882491,5.533082164,0.394494098,0.403616022,-1.07590864,-1
256,MODEL1,PARMS,RUL,1.309276343,5.800682075,0.259542874,1.456476992,-2.939974421,-1
257,MODEL1,PARMS,RUL,1.266046783,5.203396039,0.508988368,-0.116070961,0.03328832,-1
258,MODEL1,PARMS,RUL,1.229843981,5.337232042,0.451877924,-0.051252363,-0.250471748,-1
259,MODEL1,PARMS,RUL,1.269455634,6.526244746,0.087869352,1.886533356,-3.484543841,-1
260,MODEL1,PARMS,RUL,1.283038351,3.824534763,0.818041836,-0.620018587,0.594028907,-1
261,MODEL1,PARMS,RUL,1.329710939,5.991595669,0.281556845,0.335213862,-0.479964234,-1
262,MODEL1,PARMS,RUL,1.236415894,4.818418038,0.588405691,-0.803316487,1.253901262,-1
263,MODEL1,PARMS,RUL,1.358045635,5.706075735,0.341955266,-0.002204902,0.176593479,-1
264,MODEL1,PARMS,RUL,1.311933604,5.222619388,0.451150544,0.206851402,-0.501883439,-1
265,MODEL1,PARMS,RUL,1.237256742,4.769566235,0.581344822,-0.490118404,0.872772942,-1
266,MODEL1,PARMS,RUL,1.294067705,5.085567372,0.518356341,-0.220902691,0.308060649,-1
267,MODEL1,PARMS,RUL,1.29253033,6.111913106,0.27031364,0.293145779,-0.559969386,-1
268,MODEL1,PARMS,RUL,1.21344914,5.569457533,0.362560457,1.034531698,-2.062881176,-1
269,MODEL1,PARMS,RUL,1.345761452,4.779275407,0.600431184,-0.376359538,0.383673189,-1
270,MODEL1,PARMS,RUL,1.268137616,3.759095992,0.860626728,-1.59951494,2.504378676,-1
271,MODEL1,PARMS,RUL,1.222019553,4.738621841,0.621009998,-0.79169067,1.031105323,-1
272,MODEL1,PARMS,RUL,1.352749554,5.351088097,0.428066546,0.315166356,-0.814180174,-1
273,MODEL1,PARMS,RUL,1.259896021,4.971508347,0.525980289,-0.118406301,-0.032540864,-1
274,MODEL1,PARMS,RUL,1.257489073,4.593040201,0.613720635,-0.409087092,0.383879387,-1
275,MODEL1,PARMS,RUL,1.394592392,4.034610485,0.751586203,-0.169793034,-0.247342338,-1
276,MODEL1,PARMS,RUL,1.31206696,4.300296148,0.719062287,-0.530557076,0.242018837,-1
277,MODEL1,PARMS,RUL,1.303058638,6.753678518,-0.00917375,2.244756713,-4.142268995,-1
278,MODEL1,PARMS,RUL,1.262994702,4.473052335,0.659741287,-1.395029401,2.654329311,-1
279,MODEL1,PARMS,RUL,1.218544351,5.367219827,0.44810783,0.293078778,-0.960732767,-1
280,MODEL1,PARMS,RUL,1.325939661,4.424159082,0.678043096,-0.68786066,1.078270232,-1
281,MODEL1,PARMS,RUL,1.309704895,3.241096679,1.075367318,-3.169503818,5.343925794,-1
282,MODEL1,PARMS,RUL,1.224750269,5.744953508,0.316323093,0.451994601,-0.895995421,-1
283,MODEL1,PARMS,RUL,1.286941772,4.473628784,0.679630928,-0.359485966,0.221250191,-1
284,MODEL1,PARMS,RUL,1.304731466,5.399257396,0.379914813,1.018245821,-2.252882106,-1
285,MODEL1,PARMS,RUL,1.224517548,3.638186629,0.883279977,-1.321082805,1.766427004,-1
286,MODEL1,PARMS,RUL,1.238333551,6.195400021,0.213902439,0.307510301,-0.479532474,-1
287,MODEL1,PARMS,RUL,1.269112538,6.107940254,0.234604255,0.121210591,-0.100269339,-1
288,MODEL1,PARMS,RUL,1.308627163,5.342566313,0.466165402,-0.302250164,0.293270348,-1
289,MODEL1,PARMS,RUL,1.312773566,5.688123056,0.309713636,0.713457415,-1.370526238,-1
290,MODEL1,PARMS,RUL,1.285937374,4.854015197,0.605357075,-0.946156086,1.401679517,-1
291,MODEL1,PARMS,RUL,1.266936131,4.270081936,0.732636087,-1.305411352,2.23266827,-1
292,MODEL1,PARMS,RUL,1.201978092,4.371485177,0.688132849,-0.676910112,0.846005435,-1
293,MODEL1,PARMS,RUL,1.267510983,4.150520908,0.769051655,-1.187723801,1.765184133,-1
294,MODEL1,PARMS,RUL,1.240387958,6.769454613,0.015805988,1.677933263,-2.838718456,-1
295,MODEL1,PARMS,RUL,1.322481347,4.64862198,0.614856379,-0.414833083,0.309159238,-1
296,MODEL1,PARMS,RUL,1.359396141,4.773650981,0.685269012,-2.014840107,3.654143958,-1
297,MODEL1,PARMS,RUL,1.292488415,4.856475104,0.572241873,-0.260593127,0.230441327,-1
298,MODEL1,PARMS,RUL,1.212053132,5.554686622,0.367042546,0.133841081,-0.232820601,-1
299,MODEL1,PARMS,RUL,1.301938454,5.660211539,0.382789737,0.09461727,-0.351173505,-1
300,MODEL1,PARMS,RUL,1.324461444,5.653834031,0.374243226,0.48146029,-1.276140639,-1
301,MODEL1,PARMS,RUL,1.2553818,4.845031595,0.579330092,-0.31370499,0.188689986,-1
302,MODEL1,PARMS,RUL,1.260552739,4.734359921,0.637270029,-0.101728816,-0.623373692,-1
303,MODEL1,PARMS,RUL,1.303297602,5.660925127,0.316406593,0.541071221,-0.951254839,-1
304,MODEL1,PARMS,RUL,1.231511925,4.291350908,0.765100984,-1.731413979,2.883207483,-1
305,MODEL1,PARMS,RUL,1.19584571,5.158731569,0.461267194,0.199936954,-0.584794992,-1
306,MODEL1,PARMS,RUL,1.316093884,5.364386659,0.399476399,1.215437367,-2.707744983,-1
307,MODEL1,PARMS,RUL,1.302240125,4.489285224,0.719476259,-1.219108996,1.82227507,-1
308,MODEL1,PARMS,RUL,1.209688567,3.708285609,0.905712368,-1.867186096,3.047209069,-1
309,MODEL1,PARMS,RUL,1.28543206,2.483358125,1.271123989,-3.159197135,5.071524041,-1
310,MODEL1,PARMS,RUL,1.335723088,4.630645435,0.622539629,-0.547621544,0.760399737,-1
311,MODEL1,PARMS,RUL,1.245260289,4.475989925,0.694670693,-1.481627676,2.459756682,-1
312,MODEL1,PARMS,RUL,1.297674525,4.863949613,0.541592614,0.256790704,-0.944983681,-1
313,MODEL1,PARMS,RUL,1.213632809,5.673609224,0.361595128,0.227710632,-0.492747339,-1
314,MODEL1,PARMS,RUL,1.227507376,4.780984275,0.591225725,-0.473155927,0.712567647,-1
315,MODEL1,PARMS,RUL,1.308693578,4.957026767,0.519477784,0.329707916,-1.085200796,-1
316,MODEL1,PARMS,RUL,1.150399753,5.313657709,0.478892184,-0.648256532,0.997289217,-1
317,MODEL1,PARMS,RUL,1.300159163,4.841456011,0.560455644,-0.288449461,0.335666844,-1
318,MODEL1,PARMS,RUL,1.277194926,6.624358662,0.060119549,1.271146459,-2.040598698,-1
319,MODEL1,PARMS,RUL,1.348959242,2.938558998,1.069544715,-2.161638546,3.368636017,-1
320,MODEL1,PARMS,RUL,1.225078054,4.245834061,0.750475161,-1.964570071,3.64257162,-1
321,MODEL1,PARMS,RUL,1.225355145,5.84805404,0.280675826,0.719245798,-1.29383627,-1
322,MODEL1,PARMS,RUL,1.294989695,3.879275543,0.841960669,-1.75242623,2.821998169,-1
323,MODEL1,PARMS,RUL,1.29620485,5.532327079,0.330779355,0.838972533,-1.710188479,-1
324,MODEL1,PARMS,RUL,1.289326218,4.578947687,0.670572291,-1.293420733,2.240583618,-1
325,MODEL1,PARMS,RUL,1.292632673,6.541816783,0.088247149,2.161784455,-4.096382211,-1
326,MODEL1,PARMS,RUL,1.25636106,4.561537682,0.656392986,-0.33838437,-0.058663279,-1
327,MODEL1,PARMS,RUL,1.186135067,5.791709067,0.276064348,1.217137564,-2.464753778,-1
328,MODEL1,PARMS,RUL,1.241394752,4.68566203,0.597217062,-0.569629697,0.723721764,-1
329,MODEL1,PARMS,RUL,1.301438021,4.338456562,0.704118787,-0.614528509,0.705850051,-1
330,MODEL1,PARMS,RUL,1.152233022,6.076793382,0.249545252,0.478686944,-0.836068591,-1
331,MODEL1,PARMS,RUL,1.184152554,4.615755699,0.674636936,-1.588166997,2.817434901,-1
332,MODEL1,PARMS,RUL,1.285637895,4.695930352,0.633183051,-0.822583488,1.294948758,-1
333,MODEL1,PARMS,RUL,1.232542878,6.661963412,0.085199058,1.884979626,-3.676363624,-1
334,MODEL1,PARMS,RUL,1.236356444,5.966529696,0.218468286,1.371837121,-2.872309346,-1
335,MODEL1,PARMS,RUL,1.219782346,4.374707963,0.700196381,-0.91295018,1.218551274,-1
336,MODEL1,PARMS,RUL,1.28548108,5.05168938,0.513527472,-0.386398241,0.516840319,-1
337,MODEL1,PARMS,RUL,1.294761823,4.921356059,0.500842829,0.186410942,-0.510846305,-1
338,MODEL1,PARMS,RUL,1.312362679,6.086570439,0.210651928,1.168220492,-2.156888644,-1
339,MODEL1,PARMS,RUL,1.236800779,5.101129075,0.505325181,0.033868969,-0.18954655,-1
340,MODEL1,PARMS,RUL,1.288805699,5.890716424,0.25228918,1.013998851,-1.656391862,-1
341,MODEL1,PARMS,RUL,1.195047107,3.849354676,0.832843099,-1.250219799,1.883190405,-1
342,MODEL1,PARMS,RUL,1.211937028,4.434550806,0.673883965,-0.42491972,0.282232965,-1
343,MODEL1,PARMS,RUL,1.39333686,5.624088749,0.343136703,0.399636749,-0.971895147,-1
344,MODEL1,PARMS,RUL,1.248306681,5.192059586,0.523631258,-0.464614374,0.838755077,-1
345,MODEL1,PARMS,RUL,1.306932022,4.910089555,0.573161942,-1.207289253,2.308290637,-1
346,MODEL1,PARMS,RUL,1.252867987,6.101642092,0.252965757,0.971142519,-1.993074388,-1
347,MODEL1,PARMS,RUL,1.37590303,5.305625822,0.431534603,0.097217233,-0.236733021,-1
348,MODEL1,PARMS,RUL,1.272205712,5.31737462,0.402384357,0.791936638,-1.734839586,-1
349,MODEL1,PARMS,RUL,1.270986191,3.592045717,0.93765896,-1.410405367,1.97061879,-1
350,MODEL1,PARMS,RUL,1.270154849,4.795357558,0.563019683,-0.316840667,0.433281431,-1
351,MODEL1,PARMS,RUL,1.278561897,3.93025337,0.822326843,-1.281114841,1.742725696,-1
352,MODEL1,PARMS,RUL,1.233558105,4.79100556,0.621445561,-0.612196365,0.936852612,-1
353,MODEL1,PARMS,RUL,1.212739924,4.395925583,0.695484575,-0.888219894,1.362312542,-1
354,MODEL1,PARMS,RUL,1.263011635,3.814092229,0.918536666,-2.496426829,4.338179412,-1
355,MODEL1,PARMS,RUL,1.335632101,2.946067502,1.112865588,-2.516887947,3.927030977,-1
356,MODEL1,PARMS,RUL,1.235011457,5.502858296,0.381456402,0.323276378,-0.698106007,-1
357,MODEL1,PARMS,RUL,1.260667801,5.125188387,0.469442923,0.106347112,-0.209329903,-1
358,MODEL1,PARMS,RUL,1.267143515,4.535233756,0.655452042,-0.743020389,1.122911335,-1
359,MODEL1,PARMS,RUL,1.277454489,5.290518675,0.460039419,-0.19507423,0.236693577,-1
360,MODEL1,PARMS,RUL,1.263343286,5.527645546,0.403151954,0.447490933,-1.071379705,-1
361,MODEL1,PARMS,RUL,1.349031736,4.034309532,0.806533111,-1.228112348,1.735954013,-1
362,MODEL1,PARMS,RUL,1.35861028,5.162322504,0.474663084,0.057630179,-0.305564112,-1
363,MODEL1,PARMS,RUL,1.208015619,3.751400529,0.852412964,-1.50991025,2.29278715,-1
364,MODEL1,PARMS,RUL,1.272984407,5.140952303,0.430643788,0.993508651,-2.276173143,-1
365,MODEL1,PARMS,RUL,1.309070716,3.950896135,0.823084624,-1.881243482,2.99157324,-1
366,MODEL1,PARMS,RUL,1.260694755,5.041246651,0.560328034,-0.903605061,1.354830609,-1
367,MODEL1,PARMS,RUL,1.171564729,4.496905782,0.600157007,-0.178377683,-0.079479581,-1
368,MODEL1,PARMS,RUL,1.301532002,5.035259044,0.552951568,-0.611757652,0.851773839,-1
369,MODEL1,PARMS,RUL,1.362103989,4.596422272,0.636567634,-0.573050705,0.803931366,-1
370,MODEL1,PARMS,RUL,1.312277157,5.930240423,0.310846033,0.008610331,0.121195648,-1
371,MODEL1,PARMS,RUL,1.327879834,6.056380601,0.145897408,2.388171263,-4.502323638,-1
372,MODEL1,PARMS,RUL,1.28454314,4.32613866,0.763045802,-2.001530071,3.398984703,-1
373,MODEL1,PARMS,RUL,1.223588671,4.403379038,0.71273091,-1.12771259,1.769424054,-1
374,MODEL1,PARMS,RUL,1.201080297,4.791243713,0.577086186,-0.245944938,0.024796815,-1
375,MODEL1,PARMS,RUL,1.27386806,5.411732715,0.467156954,-0.361462469,0.549128768,-1
376,MODEL1,PARMS,RUL,1.291178047,6.369099963,0.104611112,1.800535425,-3.299305035,-1
377,MODEL1,PARMS,RUL,1.292577302,4.721575154,0.614084507,-0.912669344,1.430498531,-1
378,MODEL1,PARMS,RUL,1.18861292,5.160958279,0.468514962,-0.232697007,0.315352573,-1
379,MODEL1,PARMS,RUL,1.251650202,6.310187294,0.146842268,1.285051739,-2.424234458,-1
380,MODEL1,PARMS,RUL,1.30695421,4.427547771,0.711863568,-1.03408287,1.48122415,-1
381,MODEL1,PARMS,RUL,1.235206844,3.728184582,0.87311635,-1.666268183,2.694760854,-1
382,MODEL1,PARMS,RUL,1.219221992,4.86490784,0.578884867,-0.613965521,0.71800625,-1
383,MODEL1,PARMS,RUL,1.230787768,5.515412856,0.343527296,1.098137211,-2.305135615,-1
384,MODEL1,PARMS,RUL,1.308534145,4.975294405,0.544705466,-0.398326651,0.382968634,-1
385,MODEL1,PARMS,RUL,1.255542014,4.618426637,0.627608095,-0.611216391,0.981325037,-1
386,MODEL1,PARMS,RUL,1.309675493,5.352849037,0.401952768,0.992264573,-2.170114593,-1
387,MODEL1,PARMS,RUL,1.269333886,4.238401093,0.746671615,-1.111295154,1.611228943,-1
388,MODEL1,PARMS,RUL,1.345359019,4.215693436,0.754627461,-1.256084995,1.741909417,-1
389,MODEL1,PARMS,RUL,1.240357247,6.353602631,0.157302197,1.21295338,-2.2689567,-1
390,MODEL1,PARMS,RUL,1.247297652,5.891532178,0.275666431,0.971290464,-1.878136861,-1
391,MODEL1,PARMS,RUL,1.221054687,5.277931349,0.438990784,-0.07475169,0.056703459,-1
392,MODEL1,PARMS,RUL,1.264251789,5.513983694,0.378485556,0.866894234,-2.12463557,-1
393,MODEL1,PARMS,RUL,1.303141785,5.283160113,0.477392643,-0.298298451,0.550312618,-1
394,MODEL1,PARMS,RUL,1.269533014,4.822110196,0.546621809,-0.095063552,-0.042634408,-1
395,MODEL1,PARMS,RUL,1.247921992,3.783154964,0.883613229,-1.555336647,2.214997872,-1
396,MODEL1,PARMS,RUL,1.340056355,6.023867636,0.253629515,1.180203671,-2.286510511,-1
397,MODEL1,PARMS,RUL,1.261704945,4.425841882,0.710261311,-1.347835446,2.254927683,-1
398,MODEL1,PARMS,RUL,1.28621268,5.062548098,0.492752365,-0.218339168,0.36271794,-1
399,MODEL1,PARMS,RUL,1.255740867,4.456381164,0.70643519,-1.525727506,2.431373356,-1
400,MODEL1,PARMS,RUL,1.278766586,4.268593809,0.728111512,-1.444897648,2.543488971,-1
401,MODEL1,PARMS,RUL,1.274467583,4.389679453,0.698022332,-0.713755908,0.642436705,-1
402,MODEL1,PARMS,RUL,1.247910913,4.133188455,0.79449684,-0.873169806,0.907533818,-1
403,MODEL1,PARMS,RUL,1.306338914,3.75566136,0.913550841,-2.091297685,3.449159445,-1
404,MODEL1,PARMS,RUL,1.249227754,5.522000364,0.415862067,-0.531432515,1.046384383,-1
405,MODEL1,PARMS,RUL,1.199624924,5.756030427,0.234727899,1.380563104,-2.618223522,-1
406,MODEL1,PARMS,RUL,1.303669533,4.784475471,0.628221779,-1.15904965,2.111383517,-1
407,MODEL1,PARMS,RUL,1.307032446,5.66325033,0.318852028,0.676492686,-1.202717416,-1
408,MODEL1,PARMS,RUL,1.343122541,3.798889857,0.895489887,-2.09922134,3.550284903,-1
409,MODEL1,PARMS,RUL,1.369383402,4.24637057,0.730568894,-1.347299183,2.339424011,-1
410,MODEL1,PARMS,RUL,1.323420656,4.565044648,0.647996528,-0.450374007,0.319234039,-1
411,MODEL1,PARMS,RUL,1.211469318,4.298179351,0.716093701,-1.228130959,2.061139594,-1
412,MODEL1,PARMS,RUL,1.307298918,6.9749508,0.007387829,1.024137993,-1.638746306,-1
413,MODEL1,PARMS,RUL,1.24008193,4.392616478,0.700513203,-1.007246362,1.479012141,-1
414,MODEL1,PARMS,RUL,1.259226569,5.023797928,0.493375814,0.384402349,-1.056196584,-1
415,MODEL1,PARMS,RUL,1.242692079,5.582926491,0.356966069,0.350207875,-0.71631294,-1
416,MODEL1,PARMS,RUL,1.216898907,5.621979105,0.350215272,0.335409205,-0.837321256,-1
417,MODEL1,PARMS,RUL,1.30174816,2.474757078,1.256271647,-3.530830877,5.624563188,-1
418,MODEL1,PARMS,RUL,1.206616008,4.722849126,0.595075365,-0.747474227,1.17157502,-1
419,MODEL1,PARMS,RUL,1.278743984,4.93433415,0.571269168,-0.398625841,0.292033139,-1
420,MODEL1,PARMS,RUL,1.218845056,4.508407675,0.674172786,-0.935823103,1.590328669,-1
421,MODEL1,PARMS,RUL,1.289596744,4.200617186,0.73404807,-0.941892204,1.330708588,-1
422,MODEL1,PARMS,RUL,1.284923939,4.728513761,0.63154718,-0.810719138,1.115183561,-1
423,MODEL1,PARMS,RUL,1.322352705,5.657336016,0.357655859,0.632715902,-1.292367431,-1
424,MODEL1,PARMS,RUL,1.274756786,3.548057127,0.93079196,-1.6785761,2.473550275,-1
425,MODEL1,PARMS,RUL,1.250705673,5.1123305,0.467656716,0.051237779,-0.178814768,-1
426,MODEL1,PARMS,RUL,1.325080305,5.591940711,0.362597678,0.332735341,-0.522485496,-1
427,MODEL1,PARMS,RUL,1.187113497,5.348890329,0.510171131,-0.904399048,1.605491762,-1
428,MODEL1,PARMS,RUL,1.224343242,3.989800587,0.83627085,-1.448893536,2.123193076,-1
429,MODEL1,PARMS,RUL,1.279517058,4.452195179,0.661716472,-0.629299005,0.941793321,-1
430,MODEL1,PARMS,RUL,1.208951562,5.076028821,0.523594059,0.124152543,-0.530337116,-1
431,MODEL1,PARMS,RUL,1.301878784,5.123304807,0.514999101,-0.201406917,0.144959403,-1
432,MODEL1,PARMS,RUL,1.326790942,4.31073757,0.716243039,-0.867520305,1.256999795,-1
433,MODEL1,PARMS,RUL,1.283328407,4.262612864,0.730336953,-0.986405375,1.657163397,-1
434,MODEL1,PARMS,RUL,1.251896449,5.887619827,0.26919167,1.125878912,-2.270478741,-1
435,MODEL1,PARMS,RUL,1.269461562,5.13198038,0.499287991,-0.212692846,0.13663753,-1
436,MODEL1,PARMS,RUL,1.236826324,4.067958893,0.790879365,-1.107923949,1.527993071,-1
437,MODEL1,PARMS,RUL,1.358893286,5.359691938,0.396837272,1.251458459,-2.850773364,-1
438,MODEL1,PARMS,RUL,1.179701495,4.871346309,0.572037339,-0.252562411,0.078893891,-1
439,MODEL1,PARMS,RUL,1.17860609,4.620083881,0.616359284,-0.453297928,0.556004236,-1
440,MODEL1,PARMS,RUL,1.365834318,5.866107865,0.27678276,1.389016392,-2.901528783,-1
441,MODEL1,PARMS,RUL,1.30727123,5.844771442,0.291387649,0.501608881,-1.083716081,-1
442,MODEL1,PARMS,RUL,1.204161662,4.499560481,0.661103129,-0.997252246,1.477059043,-1
443,MODEL1,PARMS,RUL,1.321454324,4.879612308,0.592166913,-0.704801824,0.927738268,-1
444,MODEL1,PARMS,RUL,1.189821248,5.825204015,0.313548634,0.556896117,-1.199370523,-1
445,MODEL1,PARMS,RUL,1.23780187,3.92063514,0.819994109,-1.721215673,2.845692819,-1
446,MODEL1,PARMS,RUL,1.244505409,5.845706378,0.312061261,0.508391751,-1.115526012,-1
447,MODEL1,PARMS,RUL,1.293196414,4.929877753,0.581764955,-0.876658802,1.394261229,-1
448,MODEL1,PARMS,RUL,1.283885309,4.075362994,0.770056875,-1.230624817,2.004930431,-1
449,MODEL1,PARMS,RUL,1.233892566,5.892921517,0.274223213,0.401814817,-0.707053766,-1
450,MODEL1,PARMS,RUL,1.324083862,4.164228273,0.733467909,-0.433338582,0.173488031,-1
451,MODEL1,PARMS,RUL,1.298633474,5.658241216,0.389614444,-0.100748211,0.033549083,-1
452,MODEL1,PARMS,RUL,1.36299743,6.413294814,0.130436247,1.950419999,-3.949142818,-1
453,MODEL1,PARMS,RUL,1.324522417,5.986910733,0.216236459,1.7355929,-3.531743008,-1
454,MODEL1,PARMS,RUL,1.274671175,4.867323849,0.591886985,-0.526600049,0.446627942,-1
