SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,LB10
29,MODEL1,PARMS,LB10,0.977678177,3.315005246,0.296482076,0.258679621,-0.699604402,-1
30,MODEL1,PARMS,LB10,0.904593243,2.999530198,0.434762291,-1.179536898,2.176067835,-1
31,MODEL1,PARMS,LB10,0.916735643,2.200342859,0.639291369,-1.399191078,2.154310033,-1
32,MODEL1,PARMS,LB10,0.921992139,2.537935999,0.516072736,-0.979601213,1.4734487,-1
33,MODEL1,PARMS,LB10,0.877513783,3.008942222,0.391130498,-0.2728994,0.142548092,-1
34,MODEL1,PARMS,LB10,0.951230748,3.408448698,0.274515661,0.262451157,-0.70872125,-1
35,MODEL1,PARMS,LB10,0.871921499,2.961309521,0.418686012,-0.737017765,1.20603838,-1
36,MODEL1,PARMS,LB10,0.890333066,2.953418144,0.431712645,-0.591314054,0.901362152,-1
37,MODEL1,PARMS,LB10,0.924078377,4.065234541,0.108453203,0.707340154,-1.33048779,-1
38,MODEL1,PARMS,LB10,0.914627116,3.060672036,0.407623839,-0.227415436,0.018002895,-1
39,MODEL1,PARMS,LB10,0.94340375,4.054865834,0.110021178,0.348642203,-0.509398924,-1
40,MODEL1,PARMS,LB10,0.926069888,3.580247839,0.22781423,0.416362372,-0.856242132,-1
41,MODEL1,PARMS,LB10,0.899806345,2.087232514,0.684832323,-2.398864996,4.22045893,-1
42,MODEL1,PARMS,LB10,0.931737133,2.414651029,0.548681889,-0.467748354,0.346888223,-1
43,MODEL1,PARMS,LB10,0.909448582,2.875516609,0.429723105,-0.456966174,0.732844351,-1
44,MODEL1,PARMS,LB10,0.930490733,3.669051295,0.222699555,0.147146809,-0.321300296,-1
45,MODEL1,PARMS,LB10,0.901552101,3.163802512,0.35998278,-0.426368656,0.524382137,-1
46,MODEL1,PARMS,LB10,0.858390384,2.848872693,0.459627791,-0.986705324,1.797227989,-1
47,MODEL1,PARMS,LB10,0.89429143,2.594340505,0.535232087,-1.296746778,2.052740693,-1
48,MODEL1,PARMS,LB10,0.874078723,2.639269645,0.520888226,-1.51626668,2.780343202,-1
49,MODEL1,PARMS,LB10,0.929306235,1.673738347,0.799751988,-2.506460455,4.195442076,-1
50,MODEL1,PARMS,LB10,0.912107273,2.318021148,0.581733464,-1.378752001,2.298877449,-1
51,MODEL1,PARMS,LB10,0.943373703,2.281450714,0.646151852,-2.243292384,4.007407244,-1
52,MODEL1,PARMS,LB10,0.961902971,1.992004165,0.731622012,-2.24603876,3.652376497,-1
53,MODEL1,PARMS,LB10,0.853193574,3.008821392,0.407785829,-0.383953236,0.338060828,-1
54,MODEL1,PARMS,LB10,0.847438043,2.21714301,0.603704907,-0.890205148,1.168204658,-1
55,MODEL1,PARMS,LB10,0.914088078,3.252982501,0.346262702,-0.247077615,0.263487069,-1
56,MODEL1,PARMS,LB10,0.916688052,1.966144162,0.67194151,-1.535866297,2.684260936,-1
57,MODEL1,PARMS,LB10,0.884600356,3.331131465,0.319237804,-0.423869327,0.782432251,-1
58,MODEL1,PARMS,LB10,0.875020188,3.46831162,0.284687216,-0.300529856,0.41913874,-1
59,MODEL1,PARMS,LB10,0.904058634,2.97700032,0.383206074,-0.049058372,-0.22260994,-1
60,MODEL1,PARMS,LB10,0.926946242,3.336371987,0.285836001,0.078269775,-0.325317454,-1
61,MODEL1,PARMS,LB10,0.936374304,2.963718033,0.416200418,-0.85909226,1.449002658,-1
62,MODEL1,PARMS,LB10,0.952709004,2.436957,0.548093002,-1.263327523,2.052170713,-1
63,MODEL1,PARMS,LB10,0.937797265,1.501051558,0.794794611,-1.780318295,2.777189615,-1
64,MODEL1,PARMS,LB10,0.932392079,3.482183696,0.229045641,0.493759274,-1.079185685,-1
65,MODEL1,PARMS,LB10,0.91774285,3.141709328,0.38523459,-0.790554328,1.395496211,-1
66,MODEL1,PARMS,LB10,0.870509831,1.797870305,0.701120087,-1.534204986,2.501522558,-1
67,MODEL1,PARMS,LB10,0.892952781,1.5022976,0.827580264,-2.422790184,4.133805185,-1
68,MODEL1,PARMS,LB10,0.876145994,2.939375473,0.424598723,-1.067476311,1.974408379,-1
69,MODEL1,PARMS,LB10,0.968020819,2.742746104,0.517724626,-1.719775191,3.04589746,-1
70,MODEL1,PARMS,LB10,0.946299024,3.512505889,0.270683476,-0.597965422,1.101325532,-1
71,MODEL1,PARMS,LB10,0.886581165,2.553806396,0.530816943,-1.069936072,1.576737081,-1
72,MODEL1,PARMS,LB10,0.958708504,2.70733445,0.484330577,-0.926806855,1.485718962,-1
73,MODEL1,PARMS,LB10,0.926002087,2.412108749,0.543054094,-1.221222214,2.087422229,-1
74,MODEL1,PARMS,LB10,0.914253097,2.65100207,0.483655445,-0.752880337,1.198208867,-1
75,MODEL1,PARMS,LB10,0.943719324,1.946629087,0.685427732,-1.895448208,3.201062304,-1
76,MODEL1,PARMS,LB10,0.906438125,4.156066035,0.071148718,0.995851553,-1.927289329,-1
77,MODEL1,PARMS,LB10,0.948142145,2.815931426,0.49707447,-1.671741111,3.024344182,-1
78,MODEL1,PARMS,LB10,0.902187415,2.917703836,0.420958825,-0.365499746,0.426811467,-1
79,MODEL1,PARMS,LB10,0.899569432,2.346872962,0.602334037,-1.614702911,2.824718405,-1
80,MODEL1,PARMS,LB10,0.874558492,2.625286777,0.522535924,-1.176092211,1.998114267,-1
81,MODEL1,PARMS,LB10,0.906119156,2.699607126,0.522293964,-1.101964095,1.680999235,-1
82,MODEL1,PARMS,LB10,0.878655011,2.138380346,0.632669039,-1.208371278,1.801572835,-1
83,MODEL1,PARMS,LB10,0.895716945,4.053043469,0.15816142,-0.333823963,0.77968183,-1
84,MODEL1,PARMS,LB10,0.919346659,3.434833202,0.273166235,-0.188862691,0.481709804,-1
85,MODEL1,PARMS,LB10,0.943761896,1.547311154,0.805137466,-2.467439564,4.258323177,-1
86,MODEL1,PARMS,LB10,0.878283769,2.219504923,0.64103869,-2.141880562,3.962294974,-1
87,MODEL1,PARMS,LB10,0.877884916,3.198943688,0.317036788,-0.048764657,0.046611573,-1
88,MODEL1,PARMS,LB10,0.919038317,2.673321755,0.520539076,-1.111485885,1.736036449,-1
89,MODEL1,PARMS,LB10,0.895805213,2.093689885,0.667815236,-1.820703422,2.997185754,-1
90,MODEL1,PARMS,LB10,0.937845087,2.336658811,0.589644275,-1.194430425,1.813215234,-1
91,MODEL1,PARMS,LB10,0.925274658,2.80040779,0.425415136,-0.053152134,-0.277663997,-1
92,MODEL1,PARMS,LB10,0.899437923,3.237823616,0.314886831,-0.241409307,0.478936889,-1
93,MODEL1,PARMS,LB10,0.921934318,2.10250464,0.676888883,-1.811727704,2.930208277,-1
94,MODEL1,PARMS,LB10,0.880493076,2.492893065,0.549549826,-1.257046522,2.177018989,-1
95,MODEL1,PARMS,LB10,0.908060464,2.789138585,0.433133008,-0.483593484,0.726922222,-1
96,MODEL1,PARMS,LB10,0.916158218,2.320370467,0.593287226,-1.377573001,2.330602236,-1
97,MODEL1,PARMS,LB10,0.896235141,2.330639886,0.604421069,-1.908528642,3.390615438,-1
98,MODEL1,PARMS,LB10,0.875541504,2.602084692,0.494322098,-0.91802641,1.409965702,-1
99,MODEL1,PARMS,LB10,0.967371507,2.26029004,0.618311135,-1.552403613,2.379621428,-1
100,MODEL1,PARMS,LB10,0.903720772,2.268526341,0.59686867,-1.049630551,1.598654044,-1
101,MODEL1,PARMS,LB10,0.892926966,2.822173072,0.496350277,-1.427857151,2.604648891,-1
102,MODEL1,PARMS,LB10,0.886326141,1.9861241,0.653309719,-1.065364852,1.452676534,-1
103,MODEL1,PARMS,LB10,0.926906047,2.569327383,0.509813473,-0.878189095,1.414552588,-1
104,MODEL1,PARMS,LB10,0.937780518,2.228356113,0.628293999,-1.640295848,2.765039271,-1
105,MODEL1,PARMS,LB10,0.934384811,3.466832343,0.286443682,-0.188232881,0.227731445,-1
106,MODEL1,PARMS,LB10,0.947079616,2.3416705,0.616406736,-1.504261099,2.431910555,-1
107,MODEL1,PARMS,LB10,0.911883739,2.93656161,0.444027797,-1.139297171,1.898566676,-1
108,MODEL1,PARMS,LB10,0.966524543,1.747753275,0.780270701,-2.361757037,3.8397067,-1
109,MODEL1,PARMS,LB10,0.953769,3.034021436,0.41224755,-0.756167965,1.265314734,-1
110,MODEL1,PARMS,LB10,0.914801284,3.619423074,0.243780163,-0.275428338,0.640183574,-1
111,MODEL1,PARMS,LB10,0.896441906,2.758988905,0.458222754,-0.80811049,1.393112375,-1
112,MODEL1,PARMS,LB10,0.96062138,2.768284621,0.480086098,-0.8562752,1.330405117,-1
113,MODEL1,PARMS,LB10,0.868289901,3.035845181,0.360281175,0.090120093,-0.440845883,-1
114,MODEL1,PARMS,LB10,0.960573904,3.667165056,0.231752134,-0.022994308,0.063403801,-1
115,MODEL1,PARMS,LB10,0.890625755,3.171667959,0.371119274,-1.089671478,2.105256957,-1
116,MODEL1,PARMS,LB10,0.887340662,3.972218916,0.10250094,0.874449802,-1.656312696,-1
117,MODEL1,PARMS,LB10,0.915681468,2.084040242,0.651345443,-1.805271296,3.173966669,-1
118,MODEL1,PARMS,LB10,0.87081182,3.863348081,0.174380747,0.487168163,-1.056504955,-1
119,MODEL1,PARMS,LB10,0.905314806,2.773370272,0.422978557,-0.14719408,0.011961375,-1
120,MODEL1,PARMS,LB10,0.919083558,3.016476356,0.391893764,-0.549838399,0.931486081,-1
121,MODEL1,PARMS,LB10,0.939599818,3.242297466,0.280989911,0.670278514,-1.518105743,-1
122,MODEL1,PARMS,LB10,0.908674838,3.101855103,0.360872259,0.16782259,-0.731192997,-1
123,MODEL1,PARMS,LB10,0.895216248,2.90323188,0.379265505,-0.056750088,-0.087903764,-1
124,MODEL1,PARMS,LB10,0.872821539,2.992367404,0.384356454,-0.332533697,0.499228269,-1
125,MODEL1,PARMS,LB10,0.91985283,3.306727334,0.344455439,-0.468032421,0.779156533,-1
126,MODEL1,PARMS,LB10,0.897305006,2.449820144,0.586956023,-1.414112697,2.241235448,-1
127,MODEL1,PARMS,LB10,0.920779246,3.540283261,0.243236099,0.242071434,-0.576010514,-1
128,MODEL1,PARMS,LB10,0.875372071,3.095350729,0.402532027,-0.872172808,1.368748546,-1
129,MODEL1,PARMS,LB10,0.884325129,2.640772419,0.519309476,-1.159921441,1.81005803,-1
130,MODEL1,PARMS,LB10,0.919861224,3.950347786,0.171578937,0.116551554,-0.290343247,-1
131,MODEL1,PARMS,LB10,0.895671501,3.542696156,0.29359397,-0.835026618,1.507088523,-1
132,MODEL1,PARMS,LB10,0.849916227,3.644123864,0.211728835,0.435341311,-1.051216321,-1
133,MODEL1,PARMS,LB10,0.934627377,1.858266297,0.711810323,-1.71575863,2.777615905,-1
134,MODEL1,PARMS,LB10,0.902560054,2.954685938,0.438648892,-0.913078591,1.538961194,-1
135,MODEL1,PARMS,LB10,0.930569259,1.92426674,0.64061278,-0.811888787,0.979498707,-1
136,MODEL1,PARMS,LB10,0.924727225,3.641330113,0.213686916,0.269689148,-0.477768401,-1
137,MODEL1,PARMS,LB10,0.935097824,3.182545053,0.358159409,-0.902606631,1.733089289,-1
138,MODEL1,PARMS,LB10,0.929557281,3.053541946,0.382879635,-0.322536544,0.357117653,-1
139,MODEL1,PARMS,LB10,0.873342498,4.222737602,0.076510642,0.361947314,-0.616318371,-1
140,MODEL1,PARMS,LB10,0.979764409,2.739154571,0.504283001,-1.153234106,1.872798749,-1
141,MODEL1,PARMS,LB10,0.938459238,3.323980083,0.30227538,-0.11362069,0.1328671,-1
142,MODEL1,PARMS,LB10,0.870401252,2.914873907,0.428208902,-0.921053073,1.65207731,-1
143,MODEL1,PARMS,LB10,0.906763931,2.92495225,0.415672493,-0.645101667,1.093742714,-1
144,MODEL1,PARMS,LB10,0.936798425,2.055687945,0.657713939,-1.689716017,2.847118298,-1
145,MODEL1,PARMS,LB10,0.853516249,2.655927496,0.512858189,-1.027885746,1.698017977,-1
146,MODEL1,PARMS,LB10,0.905836111,3.164285408,0.405821832,-1.117564737,2.046971268,-1
147,MODEL1,PARMS,LB10,0.938737967,2.068123426,0.703050328,-2.207261277,3.862364211,-1
148,MODEL1,PARMS,LB10,0.908212614,3.360679739,0.283057704,0.015803254,-0.117570978,-1
149,MODEL1,PARMS,LB10,0.92611336,3.02248924,0.390640764,-0.371863383,0.449338125,-1
150,MODEL1,PARMS,LB10,0.9786981,1.80796401,0.693675824,-1.586482171,2.445367535,-1
151,MODEL1,PARMS,LB10,0.916216442,3.748694022,0.187981487,0.345681336,-0.711687933,-1
152,MODEL1,PARMS,LB10,0.895399696,2.172440967,0.657911245,-1.967089031,3.447738702,-1
153,MODEL1,PARMS,LB10,0.914177414,3.469392516,0.26714704,-0.124662634,0.177702964,-1
154,MODEL1,PARMS,LB10,0.94733022,3.360056521,0.311112178,-0.451727086,0.844466601,-1
155,MODEL1,PARMS,LB10,0.933674256,2.635094305,0.511470769,-0.699578818,0.920618752,-1
156,MODEL1,PARMS,LB10,0.948173769,2.716570624,0.492693788,-1.030538606,1.763390618,-1
157,MODEL1,PARMS,LB10,0.864219064,2.175072634,0.630691648,-1.119707538,1.697040024,-1
158,MODEL1,PARMS,LB10,0.890418703,2.748365221,0.471246859,-0.53655683,0.567654892,-1
159,MODEL1,PARMS,LB10,0.839619715,3.801164304,0.204712086,-0.000734586,-0.052442119,-1
160,MODEL1,PARMS,LB10,0.974480911,2.168358236,0.641664578,-1.926312156,3.322129209,-1
161,MODEL1,PARMS,LB10,0.909753348,2.510839063,0.564948427,-1.641920794,2.777919824,-1
162,MODEL1,PARMS,LB10,0.936336908,2.873534344,0.466739263,-0.700159328,0.960836069,-1
163,MODEL1,PARMS,LB10,0.962905258,2.802859999,0.44249896,-0.393788862,0.458390646,-1
164,MODEL1,PARMS,LB10,0.878521509,3.241040545,0.342413233,-0.067455068,-0.1575994,-1
165,MODEL1,PARMS,LB10,0.904109312,2.292574907,0.603609761,-1.493382549,2.52537604,-1
166,MODEL1,PARMS,LB10,0.938439076,2.409843307,0.563135512,-1.144615389,1.778885526,-1
167,MODEL1,PARMS,LB10,0.93348809,3.248056306,0.319313569,0.258134645,-0.807898412,-1
168,MODEL1,PARMS,LB10,0.977142361,2.494451413,0.516553347,-1.021833704,1.616762583,-1
169,MODEL1,PARMS,LB10,0.865585977,3.18394124,0.34000055,-0.69310358,1.221344392,-1
170,MODEL1,PARMS,LB10,0.930589384,3.290628613,0.304487558,-0.380428594,0.62265151,-1
171,MODEL1,PARMS,LB10,0.902626082,3.301074909,0.325898861,-0.026441585,-0.29827244,-1
172,MODEL1,PARMS,LB10,0.873026907,2.498372518,0.547159692,-1.489484959,2.481158575,-1
173,MODEL1,PARMS,LB10,0.922681153,1.856867383,0.74634035,-2.060685272,3.399301736,-1
174,MODEL1,PARMS,LB10,0.851442673,2.362902615,0.568362543,-1.127148458,1.860434558,-1
175,MODEL1,PARMS,LB10,0.915349821,2.068540644,0.69649695,-2.136561286,3.646230506,-1
176,MODEL1,PARMS,LB10,0.895173974,1.401478912,0.854308473,-2.228039948,3.58629495,-1
177,MODEL1,PARMS,LB10,0.96133949,2.933505916,0.425707872,-0.755307063,1.222814644,-1
178,MODEL1,PARMS,LB10,0.945341448,2.60409045,0.507287432,-0.977037661,1.539612328,-1
179,MODEL1,PARMS,LB10,0.926410774,2.92934469,0.410038745,-0.419417761,0.493017073,-1
180,MODEL1,PARMS,LB10,0.899662826,3.90430084,0.16141422,0.14379426,-0.20743772,-1
181,MODEL1,PARMS,LB10,0.839002032,3.741493088,0.223205303,-0.228732816,0.487997829,-1
182,MODEL1,PARMS,LB10,0.917286982,2.628211667,0.483114226,-0.430033357,0.415940886,-1
183,MODEL1,PARMS,LB10,0.890991088,2.525862762,0.561952723,-1.575048098,2.664914944,-1
184,MODEL1,PARMS,LB10,0.8775286,2.24489955,0.643605441,-1.671344523,2.73088598,-1
185,MODEL1,PARMS,LB10,0.893189788,3.55650755,0.243987333,0.063722889,-0.12075379,-1
186,MODEL1,PARMS,LB10,0.915069047,3.620740492,0.258683479,-0.336411978,0.662057233,-1
187,MODEL1,PARMS,LB10,0.921489162,3.038111118,0.426838881,-1.139082245,2.078511684,-1
188,MODEL1,PARMS,LB10,0.908636222,3.209273421,0.328866659,0.096819783,-0.439129856,-1
189,MODEL1,PARMS,LB10,0.909152427,3.580662435,0.217238626,0.090826263,-0.138442272,-1
190,MODEL1,PARMS,LB10,0.948327135,2.413274079,0.574079864,-1.692909233,3.02293214,-1
191,MODEL1,PARMS,LB10,0.889363861,3.625573175,0.256791717,-0.462428532,0.859992056,-1
192,MODEL1,PARMS,LB10,0.904280451,3.092876601,0.314608353,0.714921873,-1.797601951,-1
193,MODEL1,PARMS,LB10,0.889178353,2.594994508,0.533247937,-1.430704341,2.506788805,-1
194,MODEL1,PARMS,LB10,0.860481685,2.710152651,0.518245612,-1.22655363,2.159532362,-1
195,MODEL1,PARMS,LB10,0.873957949,3.690946745,0.203282834,0.277647574,-0.576050124,-1
196,MODEL1,PARMS,LB10,0.912907673,1.853433381,0.757981838,-2.191705482,3.662927623,-1
197,MODEL1,PARMS,LB10,0.947799441,2.233528333,0.636319876,-1.708301986,2.924990358,-1
198,MODEL1,PARMS,LB10,0.916953298,3.341459447,0.324741978,-0.283804259,0.202882717,-1
199,MODEL1,PARMS,LB10,0.8969649,3.236325011,0.341613153,-0.063095868,-0.12144848,-1
200,MODEL1,PARMS,LB10,0.857137667,3.29985653,0.306154746,-0.133792452,0.14671681,-1
201,MODEL1,PARMS,LB10,0.939412605,2.200497383,0.647148337,-1.9786666,3.380659915,-1
202,MODEL1,PARMS,LB10,0.900104403,2.276955313,0.599403668,-1.547651472,2.721650006,-1
203,MODEL1,PARMS,LB10,0.889719963,3.629067174,0.214058511,0.518768552,-1.021443037,-1
204,MODEL1,PARMS,LB10,0.898209488,3.087392656,0.347276051,0.041884335,-0.359560073,-1
205,MODEL1,PARMS,LB10,0.929090821,2.214175245,0.6262657,-1.715290942,2.974169199,-1
206,MODEL1,PARMS,LB10,0.924083797,3.70608387,0.221086293,0.062350792,-0.127509773,-1
207,MODEL1,PARMS,LB10,0.935199091,3.150391713,0.385748166,-0.639412522,1.032695036,-1
208,MODEL1,PARMS,LB10,0.918806853,2.476913717,0.564246681,-1.828328073,3.249726078,-1
209,MODEL1,PARMS,LB10,0.951007615,3.65347681,0.216036571,-0.136165213,0.406423809,-1
210,MODEL1,PARMS,LB10,0.895793187,3.992921163,0.146130949,0.123137911,-0.103618851,-1
211,MODEL1,PARMS,LB10,0.927647791,3.340597001,0.335199258,-0.703338852,1.257208092,-1
212,MODEL1,PARMS,LB10,0.945968359,3.540375408,0.242460115,0.138128827,-0.368923314,-1
213,MODEL1,PARMS,LB10,0.911975784,2.501804561,0.567063345,-1.951112754,3.57388616,-1
214,MODEL1,PARMS,LB10,0.918561243,2.442788603,0.571611772,-1.319551233,2.176792083,-1
215,MODEL1,PARMS,LB10,0.933841688,3.402008907,0.33103842,-0.623973905,1.038812631,-1
216,MODEL1,PARMS,LB10,0.904196981,3.021818416,0.42012193,-0.897481045,1.472921232,-1
217,MODEL1,PARMS,LB10,0.953724068,2.200700206,0.614255968,-1.455931318,2.481213265,-1
218,MODEL1,PARMS,LB10,0.892281464,2.054822615,0.634927024,-1.233730018,1.82292053,-1
219,MODEL1,PARMS,LB10,0.893810471,3.725011961,0.213241917,-0.035234327,-0.023216237,-1
220,MODEL1,PARMS,LB10,0.918286522,1.953676354,0.719127507,-1.899789264,3.056755695,-1
221,MODEL1,PARMS,LB10,0.88943871,2.324652343,0.602519787,-1.750249725,3.040687972,-1
222,MODEL1,PARMS,LB10,0.869386402,2.571833042,0.572274797,-1.871039644,3.288148296,-1
223,MODEL1,PARMS,LB10,0.866590338,2.618898899,0.51057789,-1.013708633,1.557770312,-1
224,MODEL1,PARMS,LB10,0.87372274,3.138329746,0.371706312,-0.393043471,0.593711058,-1
225,MODEL1,PARMS,LB10,0.938327141,3.253424442,0.333775131,-0.438281091,0.629837861,-1
226,MODEL1,PARMS,LB10,0.905399556,3.239971355,0.348401174,-0.273038918,0.282989065,-1
227,MODEL1,PARMS,LB10,0.921619608,2.959870693,0.440732478,-0.911206104,1.589287707,-1
228,MODEL1,PARMS,LB10,0.863529005,2.408199243,0.563270745,-0.737368327,0.95383087,-1
229,MODEL1,PARMS,LB10,0.952224139,2.577896511,0.506733361,-0.836291843,1.38284585,-1
230,MODEL1,PARMS,LB10,0.950355076,4.419742485,0.000125565,0.861543335,-1.417995683,-1
231,MODEL1,PARMS,LB10,0.963470404,2.48471586,0.546847182,-1.328161445,2.154390667,-1
232,MODEL1,PARMS,LB10,0.880165595,2.581432655,0.556178551,-1.192331118,1.955496557,-1
233,MODEL1,PARMS,LB10,0.915634214,2.524897318,0.562601247,-1.756863607,3.110298894,-1
234,MODEL1,PARMS,LB10,0.876411598,3.81223811,0.176014206,0.351150532,-0.826135496,-1
235,MODEL1,PARMS,LB10,0.9279789,3.80964959,0.19333924,0.162080959,-0.35933215,-1
236,MODEL1,PARMS,LB10,0.970425305,2.962926398,0.405594619,-0.567115362,0.813244343,-1
237,MODEL1,PARMS,LB10,0.931956499,2.207803272,0.611613152,-1.338496872,2.059215495,-1
238,MODEL1,PARMS,LB10,0.917267356,3.563357511,0.282984036,-0.334432524,0.608998037,-1
239,MODEL1,PARMS,LB10,0.880714893,2.917144777,0.42270651,-0.473024311,0.489473981,-1
240,MODEL1,PARMS,LB10,0.878648749,3.163161529,0.37373274,-0.255272707,0.153020951,-1
241,MODEL1,PARMS,LB10,0.905731261,2.630533993,0.5081922,-1.162802946,1.869610768,-1
242,MODEL1,PARMS,LB10,1.02381998,3.715535367,0.217809313,0.302618183,-0.66026724,-1
243,MODEL1,PARMS,LB10,0.887045063,2.982188384,0.438376895,-1.356766863,2.48675809,-1
244,MODEL1,PARMS,LB10,0.903099706,3.079878157,0.382688665,-0.066325863,-0.225574594,-1
245,MODEL1,PARMS,LB10,0.937322131,2.934746864,0.417209475,-0.505627679,0.555318246,-1
246,MODEL1,PARMS,LB10,0.934481095,2.835714742,0.488846182,-1.297451813,2.300181295,-1
247,MODEL1,PARMS,LB10,0.879608769,3.478417327,0.269596426,0.170402742,-0.506055793,-1
248,MODEL1,PARMS,LB10,0.89616618,3.522516748,0.280329665,-0.499871097,0.947876799,-1
249,MODEL1,PARMS,LB10,0.902630184,2.133393591,0.660478767,-2.074580248,3.539740768,-1
250,MODEL1,PARMS,LB10,0.924194722,2.848368666,0.4651934,-1.374154127,2.518305759,-1
251,MODEL1,PARMS,LB10,0.932891355,3.598849406,0.237341596,-0.203132047,0.417452242,-1
252,MODEL1,PARMS,LB10,0.92388471,3.345215906,0.332403781,-0.547761613,0.929654615,-1
253,MODEL1,PARMS,LB10,0.905564944,2.756638,0.461188374,-0.597223251,0.853974016,-1
254,MODEL1,PARMS,LB10,0.958613924,2.752889528,0.483921291,-1.034513462,1.726668967,-1
255,MODEL1,PARMS,LB10,0.861670384,3.285858793,0.32274379,0.042155561,-0.274945812,-1
256,MODEL1,PARMS,LB10,0.917149087,3.433580106,0.252818618,0.510406265,-1.062338551,-1
257,MODEL1,PARMS,LB10,0.938752579,3.096056123,0.373205696,-0.438035121,0.61380534,-1
258,MODEL1,PARMS,LB10,0.897133004,2.939678095,0.4068801,-0.298993988,0.305746947,-1
259,MODEL1,PARMS,LB10,0.956632266,3.302125627,0.275535041,0.341681135,-0.684067507,-1
260,MODEL1,PARMS,LB10,0.899162553,2.235376368,0.587955653,-1.008298812,1.580307823,-1
261,MODEL1,PARMS,LB10,0.903724997,3.252820649,0.381325771,-0.961867206,1.704748132,-1
262,MODEL1,PARMS,LB10,0.912615479,2.479857075,0.537668637,-1.092448246,1.775922505,-1
263,MODEL1,PARMS,LB10,0.958269008,1.351716137,0.870034846,-2.659440909,4.466267335,-1
264,MODEL1,PARMS,LB10,0.917077773,3.253463154,0.333602758,-0.232260445,0.397928792,-1
265,MODEL1,PARMS,LB10,0.877411303,2.608238928,0.490753427,-0.89675721,1.537078746,-1
266,MODEL1,PARMS,LB10,0.902053581,3.189223643,0.324868615,-0.100875103,0.109870792,-1
267,MODEL1,PARMS,LB10,0.916930146,3.431956481,0.299644404,-0.396353361,0.683226864,-1
268,MODEL1,PARMS,LB10,0.907626958,3.13592081,0.389310568,-0.742814983,1.220294075,-1
269,MODEL1,PARMS,LB10,0.893948862,2.563220762,0.527437087,-0.921232538,1.294770305,-1
270,MODEL1,PARMS,LB10,0.865036493,2.595983112,0.503994561,-0.914566934,1.387151933,-1
271,MODEL1,PARMS,LB10,0.904903951,3.307222453,0.321921789,-0.306386334,0.327577831,-1
