SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,sLB1
48,MODEL1,PARMS,sLB1,0.540766954,1.816172679,0.245545539,-0.428116482,0.751064209,-1
49,MODEL1,PARMS,sLB1,0.577144387,1.849755036,0.23393104,-0.244085935,0.239202198,-1
50,MODEL1,PARMS,sLB1,0.588558314,2.100314902,0.181551414,-0.399585142,0.814326122,-1
51,MODEL1,PARMS,sLB1,0.597209897,1.601552389,0.315991194,-0.695352548,1.106675578,-1
52,MODEL1,PARMS,sLB1,0.563912009,2.122390371,0.16969453,-0.139097489,0.156470148,-1
53,MODEL1,PARMS,sLB1,0.543748947,1.794255984,0.262361373,-0.412191905,0.585738998,-1
54,MODEL1,PARMS,sLB1,0.566692448,1.661206181,0.292529862,-0.641546136,1.14302883,-1
55,MODEL1,PARMS,sLB1,0.601464806,1.961865242,0.166278656,0.580239323,-1.372923279,-1
56,MODEL1,PARMS,sLB1,0.554218175,1.709459723,0.280692306,-0.427999623,0.585342635,-1
57,MODEL1,PARMS,sLB1,0.552175794,2.302817203,0.088188378,0.688363468,-1.34810779,-1
58,MODEL1,PARMS,sLB1,0.523541705,1.742698551,0.274777857,-0.763328643,1.339981806,-1
59,MODEL1,PARMS,sLB1,0.580939741,1.416995139,0.349215814,-0.784917316,1.334427064,-1
60,MODEL1,PARMS,sLB1,0.537469618,2.158366332,0.160722709,-0.078843316,0.103187519,-1
61,MODEL1,PARMS,sLB1,0.535267857,2.029376924,0.182355733,-0.165555778,0.314211397,-1
62,MODEL1,PARMS,sLB1,0.561983094,1.65063399,0.290473155,-0.265381997,0.182798154,-1
63,MODEL1,PARMS,sLB1,0.574759366,1.851435157,0.234493337,-0.333230471,0.588890515,-1
64,MODEL1,PARMS,sLB1,0.570333478,1.765161093,0.243312549,-0.164484958,0.20986838,-1
65,MODEL1,PARMS,sLB1,0.545493456,2.10350676,0.162160692,-0.056460097,0.125579682,-1
66,MODEL1,PARMS,sLB1,0.552485049,1.815580663,0.247660904,-0.370731764,0.649062404,-1
67,MODEL1,PARMS,sLB1,0.540599236,1.741259899,0.276894583,-0.496834353,0.733560254,-1
68,MODEL1,PARMS,sLB1,0.569879999,2.279602354,0.105861081,0.310785262,-0.580617744,-1
69,MODEL1,PARMS,sLB1,0.5744838,1.995767471,0.21668171,-0.456042339,0.818075265,-1
70,MODEL1,PARMS,sLB1,0.54913009,2.093288508,0.184252885,-0.461169733,0.875946549,-1
71,MODEL1,PARMS,sLB1,0.54826906,2.093180327,0.172564946,-0.065463744,0.066791084,-1
72,MODEL1,PARMS,sLB1,0.567153663,2.442315997,0.068097468,0.426816424,-0.806587427,-1
73,MODEL1,PARMS,sLB1,0.585048095,1.682983607,0.28122419,-0.504715981,0.831011091,-1
74,MODEL1,PARMS,sLB1,0.541278765,1.84074023,0.236369489,-0.470683108,0.885635454,-1
75,MODEL1,PARMS,sLB1,0.539251043,1.633720422,0.313610664,-0.880234851,1.528615524,-1
76,MODEL1,PARMS,sLB1,0.56866917,2.241372501,0.130555853,0.042770504,-0.123812729,-1
77,MODEL1,PARMS,sLB1,0.563030795,2.009099437,0.183490054,0.052586995,-0.277225132,-1
78,MODEL1,PARMS,sLB1,0.539699733,1.735957742,0.254921466,-0.291855339,0.393116538,-1
79,MODEL1,PARMS,sLB1,0.542095686,1.775893789,0.262259822,-0.612309812,1.078408204,-1
80,MODEL1,PARMS,sLB1,0.585623087,1.767436166,0.263605483,-0.51059084,0.921996238,-1
81,MODEL1,PARMS,sLB1,0.571924996,1.820321252,0.258417612,-0.606753096,1.16342722,-1
82,MODEL1,PARMS,sLB1,0.562367204,1.686397269,0.296172357,-0.632718546,1.081597201,-1
83,MODEL1,PARMS,sLB1,0.618337709,2.759165505,-0.017727852,0.629378125,-1.03286696,-1
84,MODEL1,PARMS,sLB1,0.571587768,2.421449814,0.081427498,0.226853205,-0.336707389,-1
85,MODEL1,PARMS,sLB1,0.542676934,1.856056915,0.213760621,0.038865895,-0.164733635,-1
86,MODEL1,PARMS,sLB1,0.528921195,1.804720279,0.251766405,-0.35423719,0.610731752,-1
87,MODEL1,PARMS,sLB1,0.535410906,2.313269539,0.081146801,0.709497966,-1.443034764,-1
88,MODEL1,PARMS,sLB1,0.572087573,1.811198619,0.260326478,-0.657201336,1.19115762,-1
89,MODEL1,PARMS,sLB1,0.566437751,1.802586271,0.260219748,-0.426419312,0.636878129,-1
90,MODEL1,PARMS,sLB1,0.579016396,2.13060005,0.156349348,0.027882072,-0.09809011,-1
91,MODEL1,PARMS,sLB1,0.569510479,1.804918502,0.233544896,0.036153615,-0.200593692,-1
92,MODEL1,PARMS,sLB1,0.630273041,1.816367717,0.244271655,-0.136153547,0.114380049,-1
93,MODEL1,PARMS,sLB1,0.55477887,1.467455372,0.373400999,-1.234833855,2.19551111,-1
94,MODEL1,PARMS,sLB1,0.558743158,1.681006253,0.294065623,-0.583084812,0.878214657,-1
95,MODEL1,PARMS,sLB1,0.588153588,2.299231406,0.106521354,0.351694611,-0.706165998,-1
96,MODEL1,PARMS,sLB1,0.57532047,1.505036942,0.335615416,-0.893264923,1.590604715,-1
97,MODEL1,PARMS,sLB1,0.528784013,1.755652703,0.252874933,-0.272150177,0.398181898,-1
98,MODEL1,PARMS,sLB1,0.560145476,2.21215756,0.115061762,0.422794835,-0.939648085,-1
99,MODEL1,PARMS,sLB1,0.549176604,2.070367981,0.16768198,-0.040086408,0.031802741,-1
100,MODEL1,PARMS,sLB1,0.599520849,1.907404896,0.206659299,0.17071057,-0.519315898,-1
101,MODEL1,PARMS,sLB1,0.585123225,2.429048229,0.07460679,0.300890162,-0.605312174,-1
102,MODEL1,PARMS,sLB1,0.60686085,1.678244931,0.300034538,-0.814433852,1.425865238,-1
103,MODEL1,PARMS,sLB1,0.566381763,1.875450963,0.240588508,-0.25242558,0.30520913,-1
104,MODEL1,PARMS,sLB1,0.558160336,1.911724168,0.222518624,-0.452288823,0.894526824,-1
105,MODEL1,PARMS,sLB1,0.57385015,1.995755664,0.193336837,-0.26491872,0.51223742,-1
106,MODEL1,PARMS,sLB1,0.592779795,2.173322197,0.169040952,-0.324089375,0.580012492,-1
107,MODEL1,PARMS,sLB1,0.57809389,2.018425634,0.179591303,-0.098781097,0.09908302,-1
108,MODEL1,PARMS,sLB1,0.580672957,1.652352306,0.30751445,-1.085299724,2.093322288,-1
109,MODEL1,PARMS,sLB1,0.574445245,2.071745553,0.174061757,-0.112703434,0.180899235,-1
110,MODEL1,PARMS,sLB1,0.583131897,2.126748253,0.176356443,-0.151243246,0.190014944,-1
111,MODEL1,PARMS,sLB1,0.585870256,1.882796191,0.225939871,-0.288295378,0.45705689,-1
112,MODEL1,PARMS,sLB1,0.561891488,2.270174068,0.09709346,0.651457366,-1.366768171,-1
113,MODEL1,PARMS,sLB1,0.615589196,2.117807447,0.179863184,-0.235328495,0.371205426,-1
114,MODEL1,PARMS,sLB1,0.569211219,1.871212097,0.239094016,-0.536067831,0.981059773,-1
115,MODEL1,PARMS,sLB1,0.565755397,1.837870206,0.265534582,-0.899427305,1.674746423,-1
116,MODEL1,PARMS,sLB1,0.605888271,2.728820397,-0.009737779,0.815607818,-1.48408582,-1
117,MODEL1,PARMS,sLB1,0.552728599,1.965123419,0.213862392,-0.376613681,0.689035044,-1
118,MODEL1,PARMS,sLB1,0.559487545,2.810816197,-0.0403568,0.861629824,-1.489732595,-1
119,MODEL1,PARMS,sLB1,0.587661045,1.690562174,0.281600419,-0.730650794,1.363229432,-1
120,MODEL1,PARMS,sLB1,0.592025721,1.904121499,0.214574082,0.105247844,-0.375180644,-1
121,MODEL1,PARMS,sLB1,0.58875805,1.804754572,0.23872071,0.098088904,-0.50160831,-1
122,MODEL1,PARMS,sLB1,0.547353293,2.118806076,0.152443763,0.244606171,-0.542206794,-1
123,MODEL1,PARMS,sLB1,0.545116956,2.137868189,0.147009311,0.143294723,-0.373646204,-1
124,MODEL1,PARMS,sLB1,0.543954987,1.887559451,0.194296204,0.068760305,-0.137801851,-1
125,MODEL1,PARMS,sLB1,0.553707135,2.084072197,0.168871529,-0.132593367,0.270055305,-1
126,MODEL1,PARMS,sLB1,0.579823243,2.279805656,0.106623974,0.412509512,-0.856193121,-1
127,MODEL1,PARMS,sLB1,0.562789528,2.41549611,0.044146812,0.746758703,-1.337216221,-1
128,MODEL1,PARMS,sLB1,0.542813436,2.269467318,0.12984869,0.111080774,-0.287269178,-1
129,MODEL1,PARMS,sLB1,0.559959153,2.150060406,0.160496736,-0.160492457,0.236325548,-1
130,MODEL1,PARMS,sLB1,0.534069957,2.069932025,0.192249006,-0.220049911,0.328792422,-1
131,MODEL1,PARMS,sLB1,0.525786592,2.127126009,0.170370915,-0.20513952,0.353516163,-1
132,MODEL1,PARMS,sLB1,0.556368726,2.250053657,0.136004547,-0.094878876,0.076168166,-1
133,MODEL1,PARMS,sLB1,0.543928584,2.025935484,0.187644137,-0.106960856,0.008737082,-1
134,MODEL1,PARMS,sLB1,0.539211434,2.017321753,0.175180973,0.207679984,-0.548308711,-1
135,MODEL1,PARMS,sLB1,0.545886069,2.077768606,0.181234849,-0.234015956,0.461920258,-1
136,MODEL1,PARMS,sLB1,0.574251791,2.140829365,0.150448061,0.161707467,-0.338501054,-1
137,MODEL1,PARMS,sLB1,0.58930816,2.351775588,0.102601797,0.325224445,-0.656849978,-1
138,MODEL1,PARMS,sLB1,0.582566807,2.673330945,-0.010707481,0.886741735,-1.623618548,-1
139,MODEL1,PARMS,sLB1,0.558043598,2.292790217,0.105867162,0.330168871,-0.652740674,-1
140,MODEL1,PARMS,sLB1,0.563307247,1.763722871,0.274886968,-0.564238765,0.97586063,-1
141,MODEL1,PARMS,sLB1,0.599123421,1.804306027,0.256799628,-0.230885412,0.298892295,-1
142,MODEL1,PARMS,sLB1,0.550328632,2.088331854,0.169548633,-0.138660651,0.27735986,-1
143,MODEL1,PARMS,sLB1,0.596129994,1.953411007,0.213054134,-0.142790855,0.214078253,-1
144,MODEL1,PARMS,sLB1,0.575415419,1.886018408,0.218257435,0.158645258,-0.535356352,-1
145,MODEL1,PARMS,sLB1,0.55271732,2.292681886,0.125245003,-0.148438462,0.256474153,-1
146,MODEL1,PARMS,sLB1,0.561543246,2.199880433,0.141012853,0.024251076,-0.066124037,-1
147,MODEL1,PARMS,sLB1,0.548947219,1.748602094,0.266803393,-0.29181633,0.299184531,-1
148,MODEL1,PARMS,sLB1,0.565790162,2.055933798,0.18609265,-0.150885131,0.218708837,-1
149,MODEL1,PARMS,sLB1,0.552534757,2.043716648,0.18608927,-0.196434672,0.353784067,-1
150,MODEL1,PARMS,sLB1,0.55596903,2.03450745,0.178741362,0.069015813,-0.219448438,-1
151,MODEL1,PARMS,sLB1,0.565586736,2.076388644,0.167579741,0.18826542,-0.536508637,-1
152,MODEL1,PARMS,sLB1,0.5665732,1.993671288,0.194909044,-0.001190188,-0.134008785,-1
153,MODEL1,PARMS,sLB1,0.582264135,2.5695238,0.033205063,0.540416505,-0.937393542,-1
154,MODEL1,PARMS,sLB1,0.578058823,1.825785174,0.255486425,-0.438998893,0.641200378,-1
155,MODEL1,PARMS,sLB1,0.582085124,2.138250994,0.165066419,-0.151851282,0.272446173,-1
156,MODEL1,PARMS,sLB1,0.572898766,1.912471321,0.210166868,0.212549405,-0.62949434,-1
157,MODEL1,PARMS,sLB1,0.556689657,1.376347217,0.377172845,-0.723969053,1.070194428,-1
158,MODEL1,PARMS,sLB1,0.57522149,1.955574899,0.202141236,0.090145865,-0.313340459,-1
159,MODEL1,PARMS,sLB1,0.571314184,1.943444567,0.24298946,-0.72307843,1.218342367,-1
160,MODEL1,PARMS,sLB1,0.551892766,1.625495446,0.293589116,-0.464493417,0.671421415,-1
161,MODEL1,PARMS,sLB1,0.585803287,1.587915775,0.311122952,-0.651254925,1.017352772,-1
162,MODEL1,PARMS,sLB1,0.576331774,1.935924388,0.208047278,-0.114278142,0.049563405,-1
163,MODEL1,PARMS,sLB1,0.59101707,2.133943603,0.159974396,-0.142707356,0.251562046,-1
164,MODEL1,PARMS,sLB1,0.546177789,2.175512669,0.136230568,0.397776006,-0.962782952,-1
165,MODEL1,PARMS,sLB1,0.575625832,2.125400134,0.155844944,0.366933476,-0.888575603,-1
166,MODEL1,PARMS,sLB1,0.589853209,2.149439871,0.158429019,-0.209461829,0.428420306,-1
167,MODEL1,PARMS,sLB1,0.560988093,2.449154878,0.044175429,0.823602674,-1.602373424,-1
168,MODEL1,PARMS,sLB1,0.575883483,2.125164377,0.147858896,0.099467334,-0.200589176,-1
169,MODEL1,PARMS,sLB1,0.531012998,1.989225898,0.193821031,-0.17418118,0.204810102,-1
170,MODEL1,PARMS,sLB1,0.570360069,2.014526456,0.184185881,-0.217486034,0.426490117,-1
171,MODEL1,PARMS,sLB1,0.57039251,1.788637883,0.264090355,-0.520320695,0.884042873,-1
172,MODEL1,PARMS,sLB1,0.545957267,1.781963088,0.241248356,-0.441408546,0.757571072,-1
173,MODEL1,PARMS,sLB1,0.574872881,1.556697258,0.317472342,-0.427328689,0.571137854,-1
174,MODEL1,PARMS,sLB1,0.561235996,2.027846208,0.200784075,-0.438067608,0.771707227,-1
175,MODEL1,PARMS,sLB1,0.572716135,1.850136282,0.241188343,-0.380236305,0.669458115,-1
176,MODEL1,PARMS,sLB1,0.570207113,2.094639118,0.156014693,0.232202931,-0.540951244,-1
177,MODEL1,PARMS,sLB1,0.586890022,2.316105271,0.1077241,0.375535825,-0.792965361,-1
178,MODEL1,PARMS,sLB1,0.555944742,1.591884204,0.314922768,-0.654492306,1.045307469,-1
179,MODEL1,PARMS,sLB1,0.570591072,2.144416641,0.162041608,-0.08864104,0.068190978,-1
180,MODEL1,PARMS,sLB1,0.564483722,2.373526643,0.095702349,0.094570251,-0.117616861,-1
181,MODEL1,PARMS,sLB1,0.585595305,2.270927581,0.147940608,-0.246111289,0.465457771,-1
182,MODEL1,PARMS,sLB1,0.587253621,1.841933261,0.234501397,-0.042755381,-0.129998335,-1
183,MODEL1,PARMS,sLB1,0.556031444,2.28576802,0.151883978,-0.37173851,0.708421239,-1
184,MODEL1,PARMS,sLB1,0.576842451,1.19337977,0.420063551,-0.880353249,1.360532453,-1
185,MODEL1,PARMS,sLB1,0.59708868,2.550344801,0.038718468,0.830734908,-1.717746474,-1
186,MODEL1,PARMS,sLB1,0.539550843,2.440289272,0.072167667,0.209460298,-0.292468115,-1
187,MODEL1,PARMS,sLB1,0.575799148,1.792864589,0.248436303,-0.586520126,1.110946999,-1
188,MODEL1,PARMS,sLB1,0.548343498,2.143615872,0.152645354,-0.00292326,-0.13177969,-1
189,MODEL1,PARMS,sLB1,0.560717689,2.467147317,0.069820801,0.317261311,-0.605176934,-1
190,MODEL1,PARMS,sLB1,0.538593834,1.67931818,0.26366314,-0.419145542,0.779416221,-1
191,MODEL1,PARMS,sLB1,0.51664531,2.115335352,0.189332044,-0.522009904,1.029293119,-1
192,MODEL1,PARMS,sLB1,0.565326325,1.807457605,0.24349538,-0.310641313,0.510520438,-1
193,MODEL1,PARMS,sLB1,0.558603407,1.904626341,0.220928036,-0.229442297,0.368672627,-1
194,MODEL1,PARMS,sLB1,0.542364518,2.38033587,0.076217912,0.350164801,-0.592535626,-1
195,MODEL1,PARMS,sLB1,0.616475619,2.026935004,0.1802767,0.060960165,-0.24642443,-1
196,MODEL1,PARMS,sLB1,0.566405012,1.87915193,0.21998975,0.070113734,-0.340962954,-1
197,MODEL1,PARMS,sLB1,0.584648499,1.967738395,0.212775887,-0.227544539,0.319623708,-1
198,MODEL1,PARMS,sLB1,0.580613187,2.08272195,0.177790008,-0.001524177,-0.123409012,-1
199,MODEL1,PARMS,sLB1,0.600585479,1.890121543,0.228850847,-0.124458242,0.127528047,-1
200,MODEL1,PARMS,sLB1,0.566299547,2.269413619,0.110346688,0.379664141,-0.738728615,-1
201,MODEL1,PARMS,sLB1,0.570022082,1.712207106,0.297201518,-0.874481863,1.514141669,-1
202,MODEL1,PARMS,sLB1,0.56510586,2.348903489,0.096077015,0.293905571,-0.560464223,-1
203,MODEL1,PARMS,sLB1,0.541277647,1.834598965,0.241160149,-0.385832191,0.601871012,-1
204,MODEL1,PARMS,sLB1,0.56810001,1.844030885,0.22283841,-0.121528144,0.078067348,-1
205,MODEL1,PARMS,sLB1,0.575354547,1.168401374,0.436837978,-1.380866772,2.408734171,-1
206,MODEL1,PARMS,sLB1,0.572234301,1.917814115,0.228872557,-0.137105871,0.059641715,-1
207,MODEL1,PARMS,sLB1,0.561102155,2.34547739,0.111621341,0.141528069,-0.345097257,-1
208,MODEL1,PARMS,sLB1,0.541316858,1.984738001,0.205900188,-0.305694625,0.402180237,-1
209,MODEL1,PARMS,sLB1,0.58974826,2.367484703,0.127888733,-0.143886869,0.234918014,-1
210,MODEL1,PARMS,sLB1,0.600824278,2.191067404,0.143665081,0.052919931,-0.167699164,-1
211,MODEL1,PARMS,sLB1,0.558457347,2.548367759,0.047435289,0.40777957,-0.746312355,-1
212,MODEL1,PARMS,sLB1,0.554469002,2.132596034,0.150475272,0.110926007,-0.290005293,-1
213,MODEL1,PARMS,sLB1,0.537352828,2.370501479,0.075658445,0.283861958,-0.485886909,-1
214,MODEL1,PARMS,sLB1,0.596627989,1.947298472,0.215885619,-0.000623679,-0.137911681,-1
215,MODEL1,PARMS,sLB1,0.551145398,2.030586116,0.212041351,-0.5154599,0.853444368,-1
216,MODEL1,PARMS,sLB1,0.569738568,1.98332331,0.215393454,-0.338771652,0.514381918,-1
217,MODEL1,PARMS,sLB1,0.590920947,1.998171193,0.195539381,-0.034671523,-0.053662605,-1
218,MODEL1,PARMS,sLB1,0.570222863,1.585697059,0.301452533,-0.318960664,0.283350054,-1
219,MODEL1,PARMS,sLB1,0.546371211,2.033535249,0.203545115,-0.354385396,0.604557691,-1
220,MODEL1,PARMS,sLB1,0.557072148,1.731658844,0.261263488,-0.377039058,0.59627972,-1
221,MODEL1,PARMS,sLB1,0.564622838,1.795258824,0.269205141,-0.680752763,1.207094909,-1
222,MODEL1,PARMS,sLB1,0.587579595,1.75901923,0.261074692,-0.076502921,-0.103355084,-1
223,MODEL1,PARMS,sLB1,0.567839367,1.697209909,0.282961493,-0.274017579,0.242163946,-1
224,MODEL1,PARMS,sLB1,0.547729337,1.731589791,0.254951311,-0.384819695,0.647006255,-1
225,MODEL1,PARMS,sLB1,0.575764112,1.835484625,0.241107792,-0.272442629,0.432196018,-1
226,MODEL1,PARMS,sLB1,0.553831141,2.158909014,0.138115439,0.270627594,-0.574682601,-1
227,MODEL1,PARMS,sLB1,0.563793202,2.238959502,0.114578492,0.260916037,-0.549446578,-1
228,MODEL1,PARMS,sLB1,0.544373279,1.304768473,0.392576707,-1.030628424,1.668324627,-1
229,MODEL1,PARMS,sLB1,0.567787382,1.923301856,0.197356742,0.07304489,-0.308831719,-1
230,MODEL1,PARMS,sLB1,0.533935622,2.29584812,0.096221913,0.387250059,-0.809496225,-1
231,MODEL1,PARMS,sLB1,0.578215665,2.19609279,0.137995901,-0.001364607,-0.047200363,-1
232,MODEL1,PARMS,sLB1,0.5310299,1.906719464,0.234342643,-0.436028619,0.745111214,-1
233,MODEL1,PARMS,sLB1,0.54798883,1.673745086,0.288388058,-0.66446343,1.125779022,-1
234,MODEL1,PARMS,sLB1,0.560654724,1.890185427,0.238435506,-0.568845823,1.050343687,-1
235,MODEL1,PARMS,sLB1,0.579697439,2.160079733,0.169406264,-0.08570111,0.06034139,-1
236,MODEL1,PARMS,sLB1,0.569644547,1.921738,0.213435411,-0.351859863,0.586290933,-1
237,MODEL1,PARMS,sLB1,0.551960499,1.874742988,0.213469855,-0.016703606,-0.097815291,-1
238,MODEL1,PARMS,sLB1,0.582553886,2.133122893,0.16736377,0.046875528,-0.160161352,-1
239,MODEL1,PARMS,sLB1,0.560765426,1.631667866,0.306140315,-0.455693881,0.54751166,-1
240,MODEL1,PARMS,sLB1,0.559128299,1.921399993,0.217782601,-0.02638435,-0.118037998,-1
241,MODEL1,PARMS,sLB1,0.593545688,1.270240667,0.375081626,-0.913300212,1.552434115,-1
242,MODEL1,PARMS,sLB1,0.578274591,2.32716168,0.116775696,0.045182488,-0.01567196,-1
243,MODEL1,PARMS,sLB1,0.539022499,1.860502444,0.237615676,-0.225591182,0.295181028,-1
244,MODEL1,PARMS,sLB1,0.544788846,1.425654793,0.364357607,-0.894964246,1.433951107,-1
245,MODEL1,PARMS,sLB1,0.578810281,2.151673347,0.175429882,-0.050638478,-0.076155527,-1
246,MODEL1,PARMS,sLB1,0.538181078,1.465878717,0.353564888,-0.983596004,1.661690874,-1
247,MODEL1,PARMS,sLB1,0.596455841,1.871413022,0.226766535,0.114147143,-0.505700249,-1
248,MODEL1,PARMS,sLB1,0.5399453,2.537538643,0.053898834,0.099590686,-0.072893395,-1
249,MODEL1,PARMS,sLB1,0.572472744,2.74630322,-0.007242956,0.75162947,-1.428968411,-1
250,MODEL1,PARMS,sLB1,0.58302035,2.15047521,0.154498334,-0.07982564,0.140681152,-1
251,MODEL1,PARMS,sLB1,0.565140658,1.869624447,0.238939954,-0.465603879,0.764713804,-1
252,MODEL1,PARMS,sLB1,0.563859955,2.083528635,0.163705669,-0.007649578,-0.051669645,-1
253,MODEL1,PARMS,sLB1,0.576144073,1.576632643,0.303389556,-0.394740513,0.521269219,-1
254,MODEL1,PARMS,sLB1,0.576163292,1.722702885,0.28053546,-0.552280224,0.850232771,-1
255,MODEL1,PARMS,sLB1,0.566482642,2.086536496,0.174977,-0.140984785,0.271691977,-1
256,MODEL1,PARMS,sLB1,0.56176608,2.031276607,0.183203611,-0.021900249,-0.082122954,-1
257,MODEL1,PARMS,sLB1,0.574905781,2.063306247,0.171803748,-0.129089393,0.230363702,-1
258,MODEL1,PARMS,sLB1,0.57753834,2.186283341,0.154715446,0.18524868,-0.49841438,-1
259,MODEL1,PARMS,sLB1,0.537154489,2.214787113,0.119942498,0.306130829,-0.66116836,-1
260,MODEL1,PARMS,sLB1,0.584108101,2.80045823,-0.041685973,0.906076163,-1.59060295,-1
261,MODEL1,PARMS,sLB1,0.561246704,1.808941518,0.27066537,-0.631215874,1.109274429,-1
262,MODEL1,PARMS,sLB1,0.535309447,2.275501824,0.098415952,0.327178354,-0.607982439,-1
263,MODEL1,PARMS,sLB1,0.571505789,1.790320414,0.257634747,-0.361420563,0.433716003,-1
264,MODEL1,PARMS,sLB1,0.598599627,1.776548136,0.277696967,-0.62586046,1.160629631,-1
265,MODEL1,PARMS,sLB1,0.52777384,1.481131539,0.338574749,-0.436910079,0.511988854,-1
266,MODEL1,PARMS,sLB1,0.56662189,1.687380219,0.291849711,-0.7358846,1.308630262,-1
