SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,sLB1
267,MODEL1,PARMS,sLB1,0.555648879,1.897389249,0.217055059,-0.214650372,0.283843144,-1
268,MODEL1,PARMS,sLB1,0.546132234,2.156299993,0.142140947,0.226597641,-0.504529729,-1
269,MODEL1,PARMS,sLB1,0.5408336,1.94109405,0.224990427,-0.489290263,0.841513155,-1
270,MODEL1,PARMS,sLB1,0.575065387,1.939679208,0.201560838,-0.128511345,0.176621135,-1
271,MODEL1,PARMS,sLB1,0.548989392,1.914805079,0.238667141,-0.401806998,0.607474315,-1
272,MODEL1,PARMS,sLB1,0.57070661,2.086637321,0.156727394,0.270920684,-0.639084353,-1
273,MODEL1,PARMS,sLB1,0.565139123,2.238771389,0.138994212,-0.039495721,0.044395415,-1
274,MODEL1,PARMS,sLB1,0.52937547,1.267850881,0.412173811,-1.257776312,2.140968105,-1
275,MODEL1,PARMS,sLB1,0.563872109,1.664185756,0.304493439,-0.961821416,1.772921079,-1
276,MODEL1,PARMS,sLB1,0.577764692,1.724696298,0.290892334,-0.630617717,1.026890804,-1
277,MODEL1,PARMS,sLB1,0.577626638,2.148800493,0.152744526,-0.092174294,0.179924038,-1
278,MODEL1,PARMS,sLB1,0.559317236,1.755715212,0.256709218,-0.553675238,0.992753087,-1
279,MODEL1,PARMS,sLB1,0.590536568,2.173833205,0.167991633,0.010053081,-0.164843159,-1
280,MODEL1,PARMS,sLB1,0.578535194,1.671677478,0.291015298,-0.602107652,1.033577313,-1
281,MODEL1,PARMS,sLB1,0.556440542,1.838812001,0.231895918,0.01143034,-0.270036551,-1
282,MODEL1,PARMS,sLB1,0.558239144,1.923731132,0.21582713,-0.366569871,0.592707632,-1
283,MODEL1,PARMS,sLB1,0.578615598,2.606676256,0.024350963,0.76725038,-1.45289907,-1
284,MODEL1,PARMS,sLB1,0.550374429,2.24902299,0.111572678,0.217122132,-0.368957258,-1
285,MODEL1,PARMS,sLB1,0.582735899,1.753420041,0.269727754,-0.266358004,0.185922042,-1
286,MODEL1,PARMS,sLB1,0.562230439,1.750848681,0.266233476,-0.461085543,0.666271528,-1
287,MODEL1,PARMS,sLB1,0.546528317,2.337131366,0.091153824,0.345493296,-0.691794227,-1
288,MODEL1,PARMS,sLB1,0.568069947,1.838043047,0.251648649,-0.293750223,0.383208367,-1
289,MODEL1,PARMS,sLB1,0.598149866,2.345891895,0.079837137,0.373953885,-0.563178746,-1
290,MODEL1,PARMS,sLB1,0.562421567,2.38332348,0.083394715,0.376864854,-0.763627121,-1
291,MODEL1,PARMS,sLB1,0.601231452,2.498922863,0.063434993,0.428742077,-0.827483174,-1
292,MODEL1,PARMS,sLB1,0.600819105,2.020234691,0.174771584,0.308877568,-0.858362089,-1
293,MODEL1,PARMS,sLB1,0.538568849,1.369305036,0.36717369,-0.836953418,1.302426696,-1
294,MODEL1,PARMS,sLB1,0.568851738,2.510944858,0.047777109,0.459545465,-0.855026949,-1
295,MODEL1,PARMS,sLB1,0.527865202,2.019651024,0.174691378,0.129125184,-0.376715873,-1
296,MODEL1,PARMS,sLB1,0.58051128,2.376765018,0.101158176,0.110923768,-0.169588242,-1
297,MODEL1,PARMS,sLB1,0.544397082,1.844148643,0.224820036,-0.095916191,0.057661135,-1
298,MODEL1,PARMS,sLB1,0.546119025,2.389005679,0.113794345,-0.335940631,0.675192521,-1
299,MODEL1,PARMS,sLB1,0.602247458,1.915162329,0.207522687,0.170311132,-0.54513938,-1
300,MODEL1,PARMS,sLB1,0.603711447,1.735648795,0.266655996,-0.522938541,0.889508718,-1
301,MODEL1,PARMS,sLB1,0.530554665,2.059676994,0.18439478,-0.217034958,0.340245062,-1
302,MODEL1,PARMS,sLB1,0.556645867,2.458155422,0.06827893,0.38900938,-0.754454671,-1
303,MODEL1,PARMS,sLB1,0.55905728,1.943993488,0.203543937,-0.196329816,0.335975707,-1
304,MODEL1,PARMS,sLB1,0.567380466,2.021612969,0.206864558,-0.376368462,0.606248627,-1
305,MODEL1,PARMS,sLB1,0.57003678,2.167853332,0.153025787,-0.02691998,0.066726782,-1
306,MODEL1,PARMS,sLB1,0.570670154,2.262114495,0.112897638,0.473281681,-0.983131427,-1
307,MODEL1,PARMS,sLB1,0.571389581,2.191457608,0.128743185,0.117272953,-0.208034196,-1
308,MODEL1,PARMS,sLB1,0.523674167,1.311515235,0.368726448,-0.619457299,0.902674044,-1
309,MODEL1,PARMS,sLB1,0.564733786,1.632574038,0.298372288,-0.272133073,0.243171479,-1
310,MODEL1,PARMS,sLB1,0.531875648,1.120049992,0.444495586,-1.234427188,2.067371775,-1
311,MODEL1,PARMS,sLB1,0.583188977,1.774780097,0.277197112,-0.57938915,0.926143653,-1
312,MODEL1,PARMS,sLB1,0.584122484,2.129546754,0.157436612,0.095627745,-0.240428249,-1
313,MODEL1,PARMS,sLB1,0.576418629,2.059860555,0.173292992,-0.029535605,-0.034714556,-1
314,MODEL1,PARMS,sLB1,0.568062017,1.520784704,0.337155663,-0.770982485,1.225941138,-1
315,MODEL1,PARMS,sLB1,0.608731409,2.041265449,0.171327295,0.069417892,-0.233048738,-1
316,MODEL1,PARMS,sLB1,0.602439161,1.46758011,0.346412597,-0.751580296,1.264026143,-1
317,MODEL1,PARMS,sLB1,0.536546524,2.236783067,0.136414946,0.075017503,-0.217702414,-1
318,MODEL1,PARMS,sLB1,0.610937451,2.257063469,0.109538729,0.467058184,-0.99493062,-1
319,MODEL1,PARMS,sLB1,0.610898736,2.19345798,0.133488726,0.059167735,-0.117058962,-1
320,MODEL1,PARMS,sLB1,0.547072649,1.976624219,0.207583492,-0.266056131,0.447616367,-1
321,MODEL1,PARMS,sLB1,0.53572011,1.64843368,0.294229209,-0.65494741,1.147437996,-1
322,MODEL1,PARMS,sLB1,0.576813974,1.721723775,0.27286338,-0.499072001,0.778771913,-1
323,MODEL1,PARMS,sLB1,0.530869859,1.562986302,0.303034684,-0.341507222,0.370729894,-1
324,MODEL1,PARMS,sLB1,0.549361842,2.271449165,0.115791677,0.27143656,-0.49755663,-1
325,MODEL1,PARMS,sLB1,0.542140953,2.228742282,0.144175865,-0.22818065,0.508840607,-1
326,MODEL1,PARMS,sLB1,0.5690477,2.050551677,0.170230637,0.235366497,-0.618414718,-1
327,MODEL1,PARMS,sLB1,0.541532495,1.876517765,0.21999917,-0.11659815,0.138416636,-1
328,MODEL1,PARMS,sLB1,0.555513663,2.440306392,0.063428522,0.521934125,-1.033602947,-1
329,MODEL1,PARMS,sLB1,0.538608063,2.21498204,0.137079758,-0.072569697,0.172433164,-1
330,MODEL1,PARMS,sLB1,0.574635598,1.913817338,0.238980872,-0.370050922,0.593664426,-1
331,MODEL1,PARMS,sLB1,0.553400553,1.794745383,0.25644847,-0.488031961,0.770754941,-1
332,MODEL1,PARMS,sLB1,0.586801845,1.937836837,0.208014373,-0.106749958,0.0190764,-1
333,MODEL1,PARMS,sLB1,0.574578703,2.770793257,-0.037488935,0.97955529,-1.766164189,-1
334,MODEL1,PARMS,sLB1,0.561132186,1.555215739,0.330482564,-0.70330574,1.104609468,-1
335,MODEL1,PARMS,sLB1,0.576948384,2.080594338,0.198412273,-0.22190582,0.251020389,-1
336,MODEL1,PARMS,sLB1,0.588779787,1.931167141,0.200652275,0.009531655,-0.193515816,-1
337,MODEL1,PARMS,sLB1,0.58111144,2.361534539,0.069023481,0.68854235,-1.323634942,-1
338,MODEL1,PARMS,sLB1,0.544123018,2.30206489,0.11762423,0.06532503,-0.131675946,-1
339,MODEL1,PARMS,sLB1,0.551430405,1.909342794,0.229538454,-0.418119417,0.668806269,-1
340,MODEL1,PARMS,sLB1,0.516577088,2.134628712,0.139110045,0.025102167,-0.043668043,-1
341,MODEL1,PARMS,sLB1,0.550089147,1.647725438,0.311618699,-0.831710579,1.460876324,-1
342,MODEL1,PARMS,sLB1,0.579357704,2.097656302,0.15227562,0.291419107,-0.667925311,-1
343,MODEL1,PARMS,sLB1,0.552721197,1.952038333,0.206407192,-0.26311707,0.422457028,-1
344,MODEL1,PARMS,sLB1,0.56112116,1.539872517,0.336782874,-0.808561614,1.372593398,-1
345,MODEL1,PARMS,sLB1,0.569247345,1.704494359,0.307001884,-0.908391612,1.569165011,-1
346,MODEL1,PARMS,sLB1,0.588270595,1.827837128,0.258088567,-0.256888919,0.250222671,-1
347,MODEL1,PARMS,sLB1,0.538666137,2.230468063,0.126193595,0.161205976,-0.339841198,-1
348,MODEL1,PARMS,sLB1,0.578262801,1.910790657,0.230848264,-0.548873273,0.981402851,-1
349,MODEL1,PARMS,sLB1,0.587032482,1.926313055,0.223800878,-0.290822964,0.484408481,-1
350,MODEL1,PARMS,sLB1,0.519755929,2.909964079,-0.092654872,1.162762975,-2.024364855,-1
351,MODEL1,PARMS,sLB1,0.5718196,1.802456561,0.285046424,-0.924073243,1.645356774,-1
352,MODEL1,PARMS,sLB1,0.588555821,2.353874156,0.098391306,0.375712226,-0.708183726,-1
353,MODEL1,PARMS,sLB1,0.579347302,2.280626471,0.123907709,0.063144717,-0.129674017,-1
354,MODEL1,PARMS,sLB1,0.613074532,1.535409651,0.349036183,-1.092146833,1.976964307,-1
355,MODEL1,PARMS,sLB1,0.574792619,1.89122627,0.219527783,-0.088208771,-0.039493799,-1
356,MODEL1,PARMS,sLB1,0.613277847,2.010974791,0.187893854,-0.034725456,-0.053503853,-1
357,MODEL1,PARMS,sLB1,0.567013221,1.93241169,0.221582623,-0.404197165,0.710151686,-1
358,MODEL1,PARMS,sLB1,0.567226484,1.759119603,0.281834368,-0.702894631,1.176952337,-1
359,MODEL1,PARMS,sLB1,0.597753192,2.433583001,0.064911795,0.641282335,-1.252592612,-1
360,MODEL1,PARMS,sLB1,0.551960877,1.900871451,0.222181788,-0.180966779,0.205156591,-1
361,MODEL1,PARMS,sLB1,0.549025946,1.388522096,0.395053662,-1.271798983,2.179421604,-1
362,MODEL1,PARMS,sLB1,0.563220924,2.006069072,0.185006568,0.00677239,-0.155017109,-1
363,MODEL1,PARMS,sLB1,0.57072311,1.788266454,0.269412854,-0.608552498,1.102138566,-1
364,MODEL1,PARMS,sLB1,0.579201686,1.958761446,0.1913883,0.286510118,-0.689973294,-1
365,MODEL1,PARMS,sLB1,0.555218752,1.842380986,0.242429269,-0.377052528,0.565345171,-1
366,MODEL1,PARMS,sLB1,0.584901132,1.979338648,0.221027902,-0.460896688,0.660311781,-1
367,MODEL1,PARMS,sLB1,0.556241764,1.68280662,0.281031991,-0.410513454,0.591948261,-1
368,MODEL1,PARMS,sLB1,0.589974761,1.583886333,0.2914274,-0.29905796,0.346160394,-1
369,MODEL1,PARMS,sLB1,0.568007165,1.899771773,0.236462284,-0.32955645,0.45645401,-1
370,MODEL1,PARMS,sLB1,0.558461879,1.918511861,0.197548971,0.062869557,-0.249762176,-1
371,MODEL1,PARMS,sLB1,0.562628059,1.776402466,0.242950617,-0.198421968,0.24717083,-1
372,MODEL1,PARMS,sLB1,0.553962466,2.597497182,0.028994058,0.707369879,-1.378091853,-1
373,MODEL1,PARMS,sLB1,0.540073146,1.94185846,0.216752176,-0.161383801,0.152164302,-1
374,MODEL1,PARMS,sLB1,0.588076932,2.182347004,0.160459504,-0.02497506,-0.060404061,-1
375,MODEL1,PARMS,sLB1,0.571174707,2.074731454,0.181272928,-0.345623169,0.704907617,-1
376,MODEL1,PARMS,sLB1,0.567385858,2.355770606,0.077678868,0.659701334,-1.295024857,-1
377,MODEL1,PARMS,sLB1,0.581420715,2.071170161,0.175207354,0.035423183,-0.147905567,-1
378,MODEL1,PARMS,sLB1,0.553977882,2.290718622,0.112360759,0.050919905,-0.051759545,-1
379,MODEL1,PARMS,sLB1,0.570769389,2.14326855,0.143249201,0.250338579,-0.575428801,-1
380,MODEL1,PARMS,sLB1,0.57360457,1.531487812,0.353283211,-1.065101691,1.871548127,-1
381,MODEL1,PARMS,sLB1,0.553356497,2.122589787,0.159466093,0.171720546,-0.479799031,-1
382,MODEL1,PARMS,sLB1,0.543825423,1.715655849,0.266252913,-0.214404849,0.204541814,-1
383,MODEL1,PARMS,sLB1,0.571304979,2.165564018,0.13830498,0.145753854,-0.273302751,-1
384,MODEL1,PARMS,sLB1,0.558759664,2.193276087,0.143986612,-0.064524818,0.108107582,-1
385,MODEL1,PARMS,sLB1,0.588634613,2.378733002,0.103465964,0.080537154,-0.143570473,-1
386,MODEL1,PARMS,sLB1,0.548686101,2.052771693,0.180191209,-0.000959334,-0.103271069,-1
387,MODEL1,PARMS,sLB1,0.534694871,2.108550039,0.178661725,-0.434505838,0.76894408,-1
388,MODEL1,PARMS,sLB1,0.582559089,1.653627776,0.292689642,-0.526260281,0.785046879,-1
389,MODEL1,PARMS,sLB1,0.544633738,2.474968756,0.063244282,0.538441591,-1.060889009,-1
390,MODEL1,PARMS,sLB1,0.571176293,1.719669414,0.295791598,-0.928852916,1.759685772,-1
391,MODEL1,PARMS,sLB1,0.543575201,1.921401049,0.18740281,0.119899774,-0.380530335,-1
392,MODEL1,PARMS,sLB1,0.587828978,1.596899093,0.321290126,-0.634709326,0.922615509,-1
393,MODEL1,PARMS,sLB1,0.566914105,2.16664979,0.145024182,0.133506228,-0.3175183,-1
394,MODEL1,PARMS,sLB1,0.552965253,2.623701819,0.003922921,0.929145756,-1.776419634,-1
395,MODEL1,PARMS,sLB1,0.551292827,1.438159433,0.363428726,-1.221947751,2.264341833,-1
396,MODEL1,PARMS,sLB1,0.612072744,2.422036507,0.087979912,0.500493299,-1.058993253,-1
397,MODEL1,PARMS,sLB1,0.560396663,2.109943301,0.171439533,0.083204493,-0.259217494,-1
398,MODEL1,PARMS,sLB1,0.564929677,2.468071691,0.048643106,0.684514368,-1.274335531,-1
399,MODEL1,PARMS,sLB1,0.556075986,2.302634139,0.118714257,0.011932077,-0.043680758,-1
400,MODEL1,PARMS,sLB1,0.580045086,2.544373398,0.037148147,0.611287714,-1.152340316,-1
401,MODEL1,PARMS,sLB1,0.579726884,1.615760985,0.30756216,-0.656890296,0.992371789,-1
402,MODEL1,PARMS,sLB1,0.598789002,2.065579989,0.188445075,-0.089112607,0.021179859,-1
403,MODEL1,PARMS,sLB1,0.56380959,1.76996123,0.255314045,-0.40174026,0.663236549,-1
404,MODEL1,PARMS,sLB1,0.568050972,2.170175258,0.130103979,0.087172478,-0.180159816,-1
405,MODEL1,PARMS,sLB1,0.598712842,2.173177855,0.156568049,-0.096615891,0.189563504,-1
406,MODEL1,PARMS,sLB1,0.575716949,2.211748025,0.140113535,0.261332525,-0.676153061,-1
407,MODEL1,PARMS,sLB1,0.512239523,1.679689966,0.27549935,-0.490730304,0.796454942,-1
408,MODEL1,PARMS,sLB1,0.559585321,1.396114804,0.369420965,-0.780740348,1.197469896,-1
409,MODEL1,PARMS,sLB1,0.578397623,1.600006009,0.324737194,-0.930087737,1.659040269,-1
410,MODEL1,PARMS,sLB1,0.541423634,2.426417996,0.036773169,0.740298249,-1.350774558,-1
411,MODEL1,PARMS,sLB1,0.535951249,1.792268305,0.260783602,-0.682294745,1.218332608,-1
412,MODEL1,PARMS,sLB1,0.535177923,1.933108061,0.221170798,-0.430970514,0.738713019,-1
413,MODEL1,PARMS,sLB1,0.543060519,2.087857711,0.17396516,0.007421323,-0.134129652,-1
414,MODEL1,PARMS,sLB1,0.542252835,1.643174406,0.279085069,-0.32336259,0.435041176,-1
415,MODEL1,PARMS,sLB1,0.528298109,2.47576188,0.043924359,0.603021137,-1.114914135,-1
416,MODEL1,PARMS,sLB1,0.521277476,2.177527865,0.115652851,0.550792992,-1.187552333,-1
417,MODEL1,PARMS,sLB1,0.582352984,1.991262591,0.214643691,-0.370738661,0.622248772,-1
418,MODEL1,PARMS,sLB1,0.564623728,2.032161803,0.202111236,-0.407817591,0.705829221,-1
419,MODEL1,PARMS,sLB1,0.574048305,1.943719111,0.201729812,0.246041304,-0.696361238,-1
420,MODEL1,PARMS,sLB1,0.546280513,1.987695518,0.198681703,-0.215351642,0.387449074,-1
421,MODEL1,PARMS,sLB1,0.55528972,1.930174405,0.222928204,-0.267717541,0.333447514,-1
422,MODEL1,PARMS,sLB1,0.555321101,1.703382468,0.283433882,-0.636543599,1.0950496,-1
423,MODEL1,PARMS,sLB1,0.560680832,2.022842395,0.177213504,0.220456545,-0.527386347,-1
424,MODEL1,PARMS,sLB1,0.576432622,2.157163763,0.150805698,-0.019394855,0.018263467,-1
425,MODEL1,PARMS,sLB1,0.55655082,2.221230087,0.127887008,0.088869726,-0.177331556,-1
426,MODEL1,PARMS,sLB1,0.537808056,1.573188956,0.31103083,-0.583947558,0.910494449,-1
427,MODEL1,PARMS,sLB1,0.564518149,1.822454683,0.246468842,-0.301448151,0.411354931,-1
428,MODEL1,PARMS,sLB1,0.555238034,1.926630728,0.215546086,-0.152973197,0.195157488,-1
429,MODEL1,PARMS,sLB1,0.548270248,1.770316887,0.265373705,-0.483850047,0.82751577,-1
430,MODEL1,PARMS,sLB1,0.56144904,1.699446225,0.265250169,-0.21182254,0.218691675,-1
431,MODEL1,PARMS,sLB1,0.575907529,1.677039859,0.309528218,-0.795792128,1.307688374,-1
432,MODEL1,PARMS,sLB1,0.561174482,1.963864747,0.208527576,0.044811692,-0.264683486,-1
433,MODEL1,PARMS,sLB1,0.544673077,1.739662497,0.248414497,-0.011508643,-0.178016195,-1
434,MODEL1,PARMS,sLB1,0.567937268,1.777696757,0.257450526,-0.449025977,0.738133399,-1
435,MODEL1,PARMS,sLB1,0.569064504,2.411819988,0.079312387,0.377622374,-0.659525532,-1
436,MODEL1,PARMS,sLB1,0.528347818,1.47318859,0.322585685,-0.625942563,1.037553545,-1
437,MODEL1,PARMS,sLB1,0.580877844,2.130376384,0.18088985,-0.082010833,0.044396412,-1
438,MODEL1,PARMS,sLB1,0.601989084,1.848319727,0.26254553,-0.554712855,0.952935542,-1
439,MODEL1,PARMS,sLB1,0.558087341,1.533601944,0.324857298,-0.665121489,1.182597854,-1
440,MODEL1,PARMS,sLB1,0.57852922,2.520527279,0.038283954,0.687596167,-1.32403432,-1
441,MODEL1,PARMS,sLB1,0.550364147,2.065994547,0.183169118,-0.169322055,0.218976944,-1
442,MODEL1,PARMS,sLB1,0.587403757,2.111292229,0.178022156,-0.290562733,0.517740265,-1
443,MODEL1,PARMS,sLB1,0.60271376,2.213619796,0.147289111,-0.17978243,0.395566478,-1
444,MODEL1,PARMS,sLB1,0.566220528,1.60267336,0.304238609,-0.50705973,0.713853448,-1
445,MODEL1,PARMS,sLB1,0.561661767,2.586834267,0.029385609,0.367758876,-0.644024081,-1
446,MODEL1,PARMS,sLB1,0.595672615,2.127555499,0.161739966,0.194015288,-0.477499863,-1
447,MODEL1,PARMS,sLB1,0.570910915,2.285631527,0.114164176,0.188673046,-0.437560541,-1
448,MODEL1,PARMS,sLB1,0.542138726,2.141447679,0.138511398,0.326680672,-0.748496999,-1
449,MODEL1,PARMS,sLB1,0.553416514,2.708636657,0.000517832,0.372998349,-0.58538778,-1
450,MODEL1,PARMS,sLB1,0.548226026,2.188204447,0.133202897,0.14301239,-0.2456598,-1
451,MODEL1,PARMS,sLB1,0.573698419,2.221697901,0.135283429,0.164516107,-0.386014039,-1
452,MODEL1,PARMS,sLB1,0.563366368,2.130507781,0.146610614,0.226348012,-0.496752707,-1
453,MODEL1,PARMS,sLB1,0.588958057,1.599005358,0.305498917,-0.610301516,0.983373966,-1
454,MODEL1,PARMS,sLB1,0.551693331,2.068169635,0.172836372,0.113313459,-0.411805769,-1
455,MODEL1,PARMS,sLB1,0.603264122,2.092657373,0.187983031,-0.538335706,1.006443944,-1
456,MODEL1,PARMS,sLB1,0.541989807,1.892215777,0.226105307,-0.363410557,0.629165656,-1
457,MODEL1,PARMS,sLB1,0.579312393,1.792512613,0.254386002,-0.334359359,0.484072461,-1
458,MODEL1,PARMS,sLB1,0.580745314,1.895787672,0.242681507,-0.401635991,0.49187826,-1
459,MODEL1,PARMS,sLB1,0.551323301,2.011444513,0.176494591,0.029826451,-0.120905828,-1
460,MODEL1,PARMS,sLB1,0.572209272,2.190066953,0.131350532,0.256357887,-0.550670614,-1
461,MODEL1,PARMS,sLB1,0.573902008,1.960685922,0.213722634,-0.190361187,0.205089252,-1
462,MODEL1,PARMS,sLB1,0.591801052,2.959694643,-0.066518421,0.826831481,-1.475161256,-1
463,MODEL1,PARMS,sLB1,0.570388054,1.909557341,0.199941998,0.012171655,-0.109258305,-1
464,MODEL1,PARMS,sLB1,0.57055596,1.691413067,0.298467561,-0.766879304,1.290931206,-1
465,MODEL1,PARMS,sLB1,0.571434798,1.914582652,0.206569292,-0.025876826,-0.053622587,-1
466,MODEL1,PARMS,sLB1,0.556576261,1.957114494,0.205771778,-0.024722269,-0.171469809,-1
467,MODEL1,PARMS,sLB1,0.558008567,1.300388896,0.386049664,-0.85084138,1.335772544,-1
468,MODEL1,PARMS,sLB1,0.593979695,2.57758119,0.029661325,0.77479725,-1.455996263,-1
469,MODEL1,PARMS,sLB1,0.549654817,2.64593665,0.020347122,0.533744605,-0.962377796,-1
470,MODEL1,PARMS,sLB1,0.558914898,2.199026254,0.136095079,0.083070517,-0.173526109,-1
471,MODEL1,PARMS,sLB1,0.56094331,1.670152057,0.279506404,-0.692909746,1.206477147,-1
472,MODEL1,PARMS,sLB1,0.546197845,2.657429946,0.00809194,0.789860336,-1.471162885,-1
473,MODEL1,PARMS,sLB1,0.561628861,2.545064647,0.023085568,0.653593106,-1.13334317,-1
474,MODEL1,PARMS,sLB1,0.537529003,2.198178632,0.138606087,-0.006991342,-0.01930553,-1
475,MODEL1,PARMS,sLB1,0.568243112,1.829456117,0.254297825,-0.522380068,0.81783896,-1
476,MODEL1,PARMS,sLB1,0.580548838,1.779938668,0.268124022,-0.54890708,0.950532891,-1
477,MODEL1,PARMS,sLB1,0.54268311,1.989617867,0.188604958,-0.108599797,0.146696577,-1
478,MODEL1,PARMS,sLB1,0.551191142,1.90261996,0.204216847,-0.076102767,0.033985229,-1
479,MODEL1,PARMS,sLB1,0.576643047,2.564385483,0.039874564,0.517368547,-0.933850834,-1
480,MODEL1,PARMS,sLB1,0.586134983,1.932174774,0.219242004,-0.436421142,0.846832955,-1
481,MODEL1,PARMS,sLB1,0.586928387,2.114040456,0.145486654,0.492460556,-1.094505652,-1
482,MODEL1,PARMS,sLB1,0.623748337,2.280266466,0.134242297,0.098067017,-0.263866053,-1
483,MODEL1,PARMS,sLB1,0.57692936,1.492936928,0.348269089,-0.799221564,1.288790595,-1
484,MODEL1,PARMS,sLB1,0.545540342,1.395764443,0.349035873,-0.571902269,0.882987848,-1
485,MODEL1,PARMS,sLB1,0.547980877,2.28447021,0.104715341,0.283511929,-0.556633478,-1
486,MODEL1,PARMS,sLB1,0.570135447,1.995230239,0.190288763,-0.224373412,0.390782574,-1
487,MODEL1,PARMS,sLB1,0.574259991,2.12397587,0.180770187,-0.38935689,0.69537299,-1
488,MODEL1,PARMS,sLB1,0.58184589,2.049754951,0.178786908,-0.104744526,0.118739106,-1
489,MODEL1,PARMS,sLB1,0.566856271,2.311543803,0.108771101,0.15341207,-0.266915429,-1
490,MODEL1,PARMS,sLB1,0.5417138,1.750567,0.272377007,-0.575636077,0.985448559,-1
491,MODEL1,PARMS,sLB1,0.608812831,2.351636046,0.078105249,0.789319407,-1.598587792,-1
492,MODEL1,PARMS,sLB1,0.563262079,1.893766033,0.197940877,0.203341893,-0.461845249,-1
493,MODEL1,PARMS,sLB1,0.561275162,2.034150354,0.18911378,0.033376836,-0.228845876,-1
494,MODEL1,PARMS,sLB1,0.559377179,1.520331902,0.333638686,-0.760755079,1.268099308,-1
495,MODEL1,PARMS,sLB1,0.549539459,1.816102928,0.234543879,-0.158476931,0.118309416,-1
496,MODEL1,PARMS,sLB1,0.578165973,2.113567308,0.174811854,0.088799009,-0.310074555,-1
497,MODEL1,PARMS,sLB1,0.572715058,1.891189564,0.223991033,-0.159865317,0.147232097,-1
498,MODEL1,PARMS,sLB1,0.54235619,1.519187254,0.309671233,-0.517712441,0.883518012,-1
499,MODEL1,PARMS,sLB1,0.569619944,1.741924846,0.306002681,-1.076307349,2.060895723,-1
500,MODEL1,PARMS,sLB1,0.56256844,2.055833928,0.189766738,-0.002254984,-0.174168708,-1
501,MODEL1,PARMS,sLB1,0.582758784,2.028446058,0.196201509,-0.221742101,0.368610564,-1
502,MODEL1,PARMS,sLB1,0.56415762,2.546242342,0.032841858,0.610373632,-1.189485246,-1
503,MODEL1,PARMS,sLB1,0.54112711,2.268663046,0.130088634,-0.187232266,0.388202847,-1
504,MODEL1,PARMS,sLB1,0.566307098,2.416716072,0.093074075,0.201100556,-0.409729939,-1
505,MODEL1,PARMS,sLB1,0.557023312,2.401351918,0.063099129,0.523238195,-0.966162895,-1
506,MODEL1,PARMS,sLB1,0.581534126,1.416678644,0.358929024,-0.978605982,1.66258614,-1
507,MODEL1,PARMS,sLB1,0.577114287,1.645194631,0.303523142,-0.698531693,1.193999641,-1
508,MODEL1,PARMS,sLB1,0.578430005,2.316399822,0.106971606,0.268511255,-0.545109945,-1
509,MODEL1,PARMS,sLB1,0.541405576,1.985904544,0.221655915,-0.617431034,1.095859458,-1
510,MODEL1,PARMS,sLB1,0.580928278,1.997376351,0.168032047,0.478701147,-1.086486708,-1
511,MODEL1,PARMS,sLB1,0.569637185,1.513941956,0.295234029,0.031314391,-0.360102517,-1
512,MODEL1,PARMS,sLB1,0.541753139,2.085691596,0.165917435,0.217107071,-0.58888653,-1
513,MODEL1,PARMS,sLB1,0.542884635,1.055014481,0.47208239,-1.455067243,2.498008347,-1
514,MODEL1,PARMS,sLB1,0.581861165,1.668705478,0.290024017,-0.524589669,0.813078471,-1
515,MODEL1,PARMS,sLB1,0.558614153,1.527268036,0.303895696,-0.277245282,0.259217325,-1
516,MODEL1,PARMS,sLB1,0.579183026,2.733493521,-0.017106032,0.986708861,-1.824605872,-1
517,MODEL1,PARMS,sLB1,0.554223092,2.607084639,0.02980346,0.562647204,-1.025607437,-1
518,MODEL1,PARMS,sLB1,0.569245555,1.893985765,0.208658127,0.073052039,-0.289539968,-1
519,MODEL1,PARMS,sLB1,0.545610676,2.330682812,0.094323981,0.462690497,-0.977665533,-1
520,MODEL1,PARMS,sLB1,0.55237954,2.648339542,0.011640878,0.432827325,-0.713853803,-1
521,MODEL1,PARMS,sLB1,0.567862245,1.538353101,0.339454685,-0.812772494,1.373132532,-1
522,MODEL1,PARMS,sLB1,0.6054012,2.341485688,0.117524787,0.149280884,-0.271065531,-1
523,MODEL1,PARMS,sLB1,0.583722379,1.733183415,0.282686303,-0.586148955,0.921071868,-1
524,MODEL1,PARMS,sLB1,0.582972138,1.441248848,0.351083376,-0.725553615,1.158677427,-1
525,MODEL1,PARMS,sLB1,0.576602648,2.01535668,0.175208805,0.18504494,-0.509862316,-1
526,MODEL1,PARMS,sLB1,0.539610262,1.603772738,0.294389173,-0.35941491,0.464925695,-1
527,MODEL1,PARMS,sLB1,0.559204909,1.871061028,0.221177417,-0.111800999,0.106307224,-1
528,MODEL1,PARMS,sLB1,0.593835754,2.769168586,0.004863488,0.427110054,-0.773078988,-1
529,MODEL1,PARMS,sLB1,0.558954871,1.917313461,0.218422985,-0.214971021,0.276253564,-1
530,MODEL1,PARMS,sLB1,0.555828287,2.032046176,0.175290205,0.144159128,-0.352986184,-1
531,MODEL1,PARMS,sLB1,0.591351074,2.013844626,0.184502687,-0.070725096,0.08334628,-1
532,MODEL1,PARMS,sLB1,0.538206287,1.616910177,0.28877119,-0.253433963,0.271550233,-1
533,MODEL1,PARMS,sLB1,0.572604646,1.82290219,0.264400361,-0.602267316,0.97646282,-1
