SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,BronInt
727,MODEL1,PARMS,BronInt,1.333657135,5.295652199,0.800737037,-1.157080235,1.936440971,-1
728,MODEL1,PARMS,BronInt,1.351983935,7.328523942,0.224863294,2.037460617,-3.986205036,-1
729,MODEL1,PARMS,BronInt,1.319774902,6.387427273,0.490190404,0.487804483,-1.125984252,-1
730,MODEL1,PARMS,BronInt,1.319786459,6.055542606,0.579080596,0.681257179,-1.897627278,-1
731,MODEL1,PARMS,BronInt,1.243367436,5.890476544,0.598441984,0.760131329,-1.984156214,-1
732,MODEL1,PARMS,BronInt,1.398751091,5.481220505,0.761822341,-0.762080873,0.980627813,-1
733,MODEL1,PARMS,BronInt,1.246875616,5.20954985,0.856870323,-1.101086507,1.494554111,-1
734,MODEL1,PARMS,BronInt,1.373525945,7.222856358,0.252923945,1.566048241,-2.984977131,-1
735,MODEL1,PARMS,BronInt,1.354344254,6.94640782,0.329119878,1.840396005,-3.820803059,-1
736,MODEL1,PARMS,BronInt,1.280384898,6.065788649,0.586795224,-0.143838982,0.209445227,-1
737,MODEL1,PARMS,BronInt,1.340622776,6.55974431,0.426481178,1.09150414,-2.295441918,-1
738,MODEL1,PARMS,BronInt,1.380562865,6.69928824,0.427672321,0.435937694,-0.766618199,-1
739,MODEL1,PARMS,BronInt,1.297667115,6.131520622,0.616065229,-0.66218353,1.160060322,-1
740,MODEL1,PARMS,BronInt,1.231408795,6.810640295,0.396880243,0.736994944,-1.331694641,-1
741,MODEL1,PARMS,BronInt,1.214140636,6.979461922,0.304809185,1.737621762,-3.438489013,-1
742,MODEL1,PARMS,BronInt,1.267494933,6.600469263,0.459818457,0.534501974,-1.205377013,-1
743,MODEL1,PARMS,BronInt,1.280506831,6.518853375,0.515658204,0.09662897,-0.468971011,-1
744,MODEL1,PARMS,BronInt,1.280657984,3.758386084,1.280659501,-3.389407893,5.745149099,-1
745,MODEL1,PARMS,BronInt,1.282906883,6.785093313,0.360855257,1.67712764,-3.400429081,-1
746,MODEL1,PARMS,BronInt,1.292056247,5.301879296,0.835642058,-1.227471153,1.920133204,-1
747,MODEL1,PARMS,BronInt,1.286703095,7.930866725,0.105638319,1.997124482,-3.730729369,-1
748,MODEL1,PARMS,BronInt,1.342877701,4.931396306,0.965333094,-2.136474464,3.553203559,-1
749,MODEL1,PARMS,BronInt,1.255753544,7.084642944,0.326774501,1.091831496,-2.100666334,-1
750,MODEL1,PARMS,BronInt,1.253837365,6.58943257,0.496372147,-0.308672156,0.593403262,-1
751,MODEL1,PARMS,BronInt,1.316171578,8.431765931,-0.090101999,3.038435957,-5.478918762,-1
752,MODEL1,PARMS,BronInt,1.345882438,6.94364943,0.314977047,1.078527754,-1.98623762,-1
753,MODEL1,PARMS,BronInt,1.277699886,8.485494132,-0.085265428,2.920947029,-5.426554118,-1
754,MODEL1,PARMS,BronInt,1.334656129,5.675204209,0.704037437,0.154101518,-0.911330615,-1
755,MODEL1,PARMS,BronInt,1.340825589,6.746421975,0.345241395,1.714268341,-3.430060934,-1
756,MODEL1,PARMS,BronInt,1.370657008,6.369079003,0.527931657,0.645623334,-1.698271363,-1
757,MODEL1,PARMS,BronInt,1.391835009,6.135991439,0.631987504,-0.354778195,0.290954575,-1
758,MODEL1,PARMS,BronInt,1.318634806,6.311791093,0.554537298,0.091432243,-0.422658509,-1
759,MODEL1,PARMS,BronInt,1.295550577,6.103175945,0.586457556,0.059466913,-0.383633368,-1
760,MODEL1,PARMS,BronInt,1.382128466,5.840766482,0.661659404,-0.048492121,-0.38718335,-1
761,MODEL1,PARMS,BronInt,1.206969747,6.865851971,0.391700065,0.795941657,-1.730931831,-1
762,MODEL1,PARMS,BronInt,1.325062981,8.685245224,-0.104665827,2.652753648,-4.674427907,-1
763,MODEL1,PARMS,BronInt,1.261916352,6.59292392,0.470051476,0.476779184,-1.111236779,-1
764,MODEL1,PARMS,BronInt,1.24421974,6.952992753,0.320150248,1.29767461,-2.608633927,-1
765,MODEL1,PARMS,BronInt,1.319924863,6.635351599,0.444249414,0.735983646,-1.66907194,-1
766,MODEL1,PARMS,BronInt,1.30361155,6.688339998,0.429978593,0.808939644,-1.818050431,-1
767,MODEL1,PARMS,BronInt,1.387918607,5.89730387,0.623135812,0.596681018,-1.736957984,-1
768,MODEL1,PARMS,BronInt,1.348791821,6.936798748,0.365083465,1.067631019,-2.264761912,-1
769,MODEL1,PARMS,BronInt,1.337050363,5.880145654,0.621223659,0.499181071,-1.33130166,-1
770,MODEL1,PARMS,BronInt,1.342444519,7.588512185,0.192481742,1.400847318,-2.585486076,-1
771,MODEL1,PARMS,BronInt,1.384780213,6.2142462,0.579481113,-0.162789159,0.195853858,-1
772,MODEL1,PARMS,BronInt,1.318804616,7.336813234,0.285758403,0.732148344,-1.249193087,-1
773,MODEL1,PARMS,BronInt,1.331611709,6.299158507,0.515156826,0.569157692,-1.435380248,-1
774,MODEL1,PARMS,BronInt,1.287694956,5.560992935,0.694809608,-0.264275833,0.264300536,-1
775,MODEL1,PARMS,BronInt,1.272927944,7.308362941,0.225557426,2.072573837,-3.856305691,-1
776,MODEL1,PARMS,BronInt,1.303991474,6.31880081,0.519846286,0.564095899,-1.318938342,-1
777,MODEL1,PARMS,BronInt,1.310782785,6.438632311,0.506564081,-0.254425582,0.438180357,-1
778,MODEL1,PARMS,BronInt,1.350557952,6.95879683,0.349754335,1.163038452,-2.305038603,-1
779,MODEL1,PARMS,BronInt,1.320928209,5.935006699,0.605831848,0.361505499,-0.959238889,-1
780,MODEL1,PARMS,BronInt,1.313917731,6.6971803,0.413227746,0.702393081,-1.422290761,-1
781,MODEL1,PARMS,BronInt,1.311077329,5.971398305,0.584343886,0.593137462,-1.405042104,-1
782,MODEL1,PARMS,BronInt,1.31343178,5.861967743,0.662258101,-0.666949407,1.059550707,-1
783,MODEL1,PARMS,BronInt,1.347455315,7.694167082,0.176068336,1.591875889,-2.967072218,-1
784,MODEL1,PARMS,BronInt,1.309968333,6.476254306,0.479128948,0.677302747,-1.558981864,-1
785,MODEL1,PARMS,BronInt,1.27882976,6.45634581,0.542548912,-0.762285255,1.389832285,-1
786,MODEL1,PARMS,BronInt,1.459785516,5.664261256,0.688588758,0.065642766,-0.707416423,-1
787,MODEL1,PARMS,BronInt,1.370346733,5.749455578,0.671288066,0.406012036,-1.288961354,-1
788,MODEL1,PARMS,BronInt,1.290194389,5.313929074,0.811459177,-1.595132053,2.869420086,-1
789,MODEL1,PARMS,BronInt,1.292082319,6.131395336,0.540007233,0.818430395,-1.82902029,-1
790,MODEL1,PARMS,BronInt,1.36936009,5.035571983,0.852985527,-0.340045279,-0.08873534,-1
791,MODEL1,PARMS,BronInt,1.338653901,4.306819775,1.094208042,-2.186522328,3.359462461,-1
792,MODEL1,PARMS,BronInt,1.347134483,6.661029685,0.42136647,0.552374161,-0.927295182,-1
793,MODEL1,PARMS,BronInt,1.391428608,6.980056755,0.352438858,1.465459072,-3.234478021,-1
794,MODEL1,PARMS,BronInt,1.342506319,6.841822265,0.357628539,1.101962722,-2.198558126,-1
795,MODEL1,PARMS,BronInt,1.281370563,5.975204891,0.60594763,0.38530277,-1.161152287,-1
796,MODEL1,PARMS,BronInt,1.292660889,5.998377111,0.668353463,-0.181359636,-0.231795208,-1
797,MODEL1,PARMS,BronInt,1.303137828,7.509494963,0.167406588,2.278604479,-4.294669198,-1
798,MODEL1,PARMS,BronInt,1.314956343,6.717630821,0.429658671,0.578073908,-1.293577071,-1
799,MODEL1,PARMS,BronInt,1.300029129,6.142698299,0.525483203,0.736381152,-1.7453177,-1
800,MODEL1,PARMS,BronInt,1.235840112,5.73848044,0.739353299,-1.37558697,2.493969284,-1
801,MODEL1,PARMS,BronInt,1.457664746,5.687950896,0.713824604,-0.599174125,0.520894412,-1
802,MODEL1,PARMS,BronInt,1.323119796,6.43551599,0.492447741,0.782144591,-1.77364791,-1
803,MODEL1,PARMS,BronInt,1.306128656,7.351470586,0.265538248,1.038171757,-1.8429014,-1
804,MODEL1,PARMS,BronInt,1.367647825,6.562139497,0.456389545,0.706681633,-1.544247603,-1
805,MODEL1,PARMS,BronInt,1.208977032,6.00967802,0.661875971,-0.566534296,0.568116637,-1
806,MODEL1,PARMS,BronInt,1.250550074,7.040312707,0.322751142,0.749964725,-1.291344266,-1
807,MODEL1,PARMS,BronInt,1.306604389,5.923908113,0.661475559,-0.20664493,0.007170434,-1
808,MODEL1,PARMS,BronInt,1.26463557,6.248657252,0.537724687,0.193231092,-0.494456022,-1
809,MODEL1,PARMS,BronInt,1.401318049,8.10373106,0.097206101,0.881630047,-1.144273619,-1
810,MODEL1,PARMS,BronInt,1.306476456,6.701374826,0.448841062,0.217916352,-0.466417467,-1
811,MODEL1,PARMS,BronInt,1.284559246,4.989144919,0.920860606,-0.905156667,0.928767739,-1
812,MODEL1,PARMS,BronInt,1.271136637,6.200501272,0.550660185,0.214098535,-0.695397474,-1
813,MODEL1,PARMS,BronInt,1.324696517,4.700950729,0.949165876,-1.167654094,1.714009718,-1
814,MODEL1,PARMS,BronInt,1.305481724,5.982088415,0.603561102,0.315066375,-0.935126525,-1
815,MODEL1,PARMS,BronInt,1.344458264,5.758182839,0.715032341,-0.394044621,0.219180982,-1
816,MODEL1,PARMS,BronInt,1.33940421,7.238421499,0.291349697,1.228052625,-2.568371711,-1
817,MODEL1,PARMS,BronInt,1.2357009,6.214145513,0.533724399,0.380437448,-0.873234223,-1
818,MODEL1,PARMS,BronInt,1.335295336,6.894220337,0.377152962,0.954297604,-1.580376836,-1
819,MODEL1,PARMS,BronInt,1.308929508,5.036070424,0.89175259,-1.568929444,2.567168374,-1
820,MODEL1,PARMS,BronInt,1.373020067,6.576825822,0.488033141,0.577265079,-1.58086035,-1
821,MODEL1,PARMS,BronInt,1.304536752,6.425373013,0.541308205,0.238313345,-0.915585908,-1
822,MODEL1,PARMS,BronInt,1.319304606,5.622992184,0.741784983,-0.493852451,0.344509492,-1
823,MODEL1,PARMS,BronInt,1.282651851,6.03604473,0.569831742,0.8263177,-1.952616272,-1
824,MODEL1,PARMS,BronInt,1.268806768,5.516329881,0.746539292,-0.621652032,0.750151333,-1
825,MODEL1,PARMS,BronInt,1.322504016,7.12130449,0.286457441,0.977801919,-1.554527072,-1
826,MODEL1,PARMS,BronInt,1.275716703,6.764817055,0.415674672,0.673561687,-1.340447582,-1
827,MODEL1,PARMS,BronInt,1.25414229,5.760180824,0.702562747,0.068331287,-0.634619488,-1
828,MODEL1,PARMS,BronInt,1.354517195,6.133424155,0.575351819,0.418683263,-1.169268719,-1
829,MODEL1,PARMS,BronInt,1.259246233,5.89166611,0.624594883,0.36405523,-1.102914586,-1
830,MODEL1,PARMS,BronInt,1.318064979,5.54309992,0.791207314,-0.945734622,1.333499704,-1
831,MODEL1,PARMS,BronInt,1.414841966,6.353897828,0.533047802,0.435576675,-1.073148378,-1
832,MODEL1,PARMS,BronInt,1.279443818,6.385494916,0.54075083,0.425734556,-1.292640261,-1
833,MODEL1,PARMS,BronInt,1.304327468,8.354869299,0.081820304,1.198116705,-2.084817456,-1
834,MODEL1,PARMS,BronInt,1.272073799,5.710356122,0.721152884,-0.384295523,0.158662499,-1
835,MODEL1,PARMS,BronInt,1.283639593,5.988998155,0.552878445,1.056844465,-2.465389655,-1
836,MODEL1,PARMS,BronInt,1.312150352,8.633351574,-0.125244785,3.614448957,-6.945542727,-1
837,MODEL1,PARMS,BronInt,1.274101912,5.617482255,0.699484079,0.530655252,-1.633352562,-1
838,MODEL1,PARMS,BronInt,1.282006791,7.560451969,0.212617306,1.568140244,-3.092189013,-1
839,MODEL1,PARMS,BronInt,1.230567075,6.184975789,0.552292046,-0.212895274,0.349245475,-1
840,MODEL1,PARMS,BronInt,1.352695085,7.54436222,0.228910277,1.229358981,-2.426236552,-1
841,MODEL1,PARMS,BronInt,1.31486539,7.358384149,0.258107894,1.318853129,-2.508459413,-1
842,MODEL1,PARMS,BronInt,1.321425275,6.220723771,0.587402525,-0.327071291,0.237323013,-1
843,MODEL1,PARMS,BronInt,1.320982758,6.844676312,0.42547982,0.057541342,-0.17724791,-1
844,MODEL1,PARMS,BronInt,1.330799028,7.102970005,0.295872328,1.466131299,-2.885322287,-1
845,MODEL1,PARMS,BronInt,1.343324183,5.15905287,0.880990887,-0.645071583,0.421350426,-1
846,MODEL1,PARMS,BronInt,1.256415368,5.128151536,0.799444526,-0.19476372,-0.174700551,-1
847,MODEL1,PARMS,BronInt,1.344667389,7.250641763,0.294790179,1.226842926,-2.52599541,-1
848,MODEL1,PARMS,BronInt,1.346433804,6.573912889,0.421843959,1.045484691,-2.166877219,-1
849,MODEL1,PARMS,BronInt,1.493556924,5.260195119,0.846738313,-1.000118865,1.435921634,-1
850,MODEL1,PARMS,BronInt,1.400204652,6.425282183,0.490520108,0.741727485,-1.601318594,-1
851,MODEL1,PARMS,BronInt,1.195951069,6.743539015,0.414647008,0.622949737,-1.244400756,-1
852,MODEL1,PARMS,BronInt,1.375817451,7.17538346,0.290059987,1.144495237,-2.086398834,-1
853,MODEL1,PARMS,BronInt,1.389059336,6.91541189,0.386790244,0.89498178,-1.951311576,-1
854,MODEL1,PARMS,BronInt,1.261134417,6.235593373,0.532901644,-0.068722696,0.066929363,-1
855,MODEL1,PARMS,BronInt,1.333118152,5.974523706,0.661539482,-0.855026083,1.455943882,-1
856,MODEL1,PARMS,BronInt,1.297390784,5.600951523,0.72081131,-0.925349222,1.627245429,-1
857,MODEL1,PARMS,BronInt,1.298410794,5.133546729,0.870783206,-0.796051746,0.834583787,-1
858,MODEL1,PARMS,BronInt,1.319191578,6.451994506,0.505106613,0.33027134,-1.050738008,-1
859,MODEL1,PARMS,BronInt,1.30368605,6.735645569,0.467100028,0.05631906,-0.244620725,-1
860,MODEL1,PARMS,BronInt,1.339801956,6.607447619,0.454175431,0.633713772,-1.355170694,-1
861,MODEL1,PARMS,BronInt,1.344900152,5.648719342,0.706038183,-0.145711451,-0.371589561,-1
862,MODEL1,PARMS,BronInt,1.343734224,6.166057017,0.549109612,0.827811009,-1.980645614,-1
863,MODEL1,PARMS,BronInt,1.23934336,6.429591385,0.488044011,0.465255633,-1.127569981,-1
864,MODEL1,PARMS,BronInt,1.423853686,7.105453172,0.376933617,0.394205454,-0.874918035,-1
865,MODEL1,PARMS,BronInt,1.35238054,4.762210309,0.928279607,-0.940482689,1.106422569,-1
866,MODEL1,PARMS,BronInt,1.380404166,5.998777114,0.612129841,0.584489679,-1.673694321,-1
867,MODEL1,PARMS,BronInt,1.448994922,5.700209734,0.766807395,-0.807971853,0.965839375,-1
868,MODEL1,PARMS,BronInt,1.340277583,7.330449187,0.248188722,2.375419244,-5.002897229,-1
869,MODEL1,PARMS,BronInt,1.339198258,7.1238558,0.341503096,0.96091543,-1.961414238,-1
870,MODEL1,PARMS,BronInt,1.233508949,6.176621926,0.556357132,0.387488118,-1.082413128,-1
871,MODEL1,PARMS,BronInt,1.373847749,6.786892966,0.404042147,0.961102475,-1.930581629,-1
872,MODEL1,PARMS,BronInt,1.338834155,8.082521064,0.032982511,2.043317863,-3.674136336,-1
873,MODEL1,PARMS,BronInt,1.316351882,5.775275327,0.717298714,-0.975027702,1.444722078,-1
874,MODEL1,PARMS,BronInt,1.315585339,6.710133774,0.388916583,1.381411602,-2.72184936,-1
875,MODEL1,PARMS,BronInt,1.295225964,6.752441755,0.464570187,0.102442474,-0.446859378,-1
876,MODEL1,PARMS,BronInt,1.353716904,6.671421575,0.390337039,0.430107972,-0.806192352,-1
877,MODEL1,PARMS,BronInt,1.273253159,5.951263277,0.635921785,-0.384410603,0.531732628,-1
878,MODEL1,PARMS,BronInt,1.391700753,5.894728167,0.694081077,-1.057864393,1.760665349,-1
879,MODEL1,PARMS,BronInt,1.236956233,6.64070706,0.391583241,1.511633798,-3.142270276,-1
880,MODEL1,PARMS,BronInt,1.305359661,5.919598419,0.608064793,0.471298965,-1.47649733,-1
881,MODEL1,PARMS,BronInt,1.417633005,7.018777109,0.338818351,1.365355561,-2.659982867,-1
882,MODEL1,PARMS,BronInt,1.282075932,5.83844592,0.674105543,-0.292139144,0.069142459,-1
883,MODEL1,PARMS,BronInt,1.384048943,5.552959384,0.768013989,-0.320348088,0.063126292,-1
884,MODEL1,PARMS,BronInt,1.291949187,5.424645536,0.730587917,0.019944602,-0.720449831,-1
885,MODEL1,PARMS,BronInt,1.353382564,6.923319387,0.37464504,1.006348457,-1.997230805,-1
886,MODEL1,PARMS,BronInt,1.347761701,6.925206903,0.404025331,0.667683002,-1.417244742,-1
887,MODEL1,PARMS,BronInt,1.323468548,7.228982099,0.311890457,1.036342921,-2.164185711,-1
888,MODEL1,PARMS,BronInt,1.339514908,5.693364365,0.703050248,-0.798077807,1.221714666,-1
889,MODEL1,PARMS,BronInt,1.424328988,8.404593891,-0.014292579,2.356665541,-4.127532198,-1
890,MODEL1,PARMS,BronInt,1.349758846,5.467691748,0.801238024,-0.848439889,1.217424778,-1
891,MODEL1,PARMS,BronInt,1.235679427,6.218659854,0.618742984,-0.566062006,0.831237599,-1
892,MODEL1,PARMS,BronInt,1.225179338,7.519123943,0.166729568,1.735282028,-3.276461144,-1
893,MODEL1,PARMS,BronInt,1.318399924,7.243398623,0.279626346,1.239490764,-2.439817572,-1
894,MODEL1,PARMS,BronInt,1.337191873,6.303969327,0.533332046,0.472093871,-1.208659442,-1
895,MODEL1,PARMS,BronInt,1.296109678,5.78468468,0.679280491,-0.460631568,0.643281189,-1
896,MODEL1,PARMS,BronInt,1.227823955,5.61933911,0.719871587,-0.687545623,1.108582033,-1
897,MODEL1,PARMS,BronInt,1.31494598,6.014563928,0.612200802,-0.162148521,0.048963254,-1
898,MODEL1,PARMS,BronInt,1.353698837,7.567474599,0.159832054,2.105674417,-3.915114655,-1
899,MODEL1,PARMS,BronInt,1.256761395,6.527753951,0.488767362,0.075722504,-0.115896469,-1
900,MODEL1,PARMS,BronInt,1.254931498,6.160915973,0.489503219,1.272396805,-2.799361848,-1
901,MODEL1,PARMS,BronInt,1.308696059,6.128876946,0.593558049,-0.01916095,-0.374340655,-1
902,MODEL1,PARMS,BronInt,1.308094124,6.585821529,0.465985213,0.220268304,-0.588335742,-1
903,MODEL1,PARMS,BronInt,1.306919122,6.09651613,0.61961406,-0.612536894,0.798342674,-1
904,MODEL1,PARMS,BronInt,1.357346643,6.851064523,0.376097719,1.050156098,-2.051805801,-1
905,MODEL1,PARMS,BronInt,1.386326087,4.232752314,1.193966216,-3.306688464,5.670390348,-1
906,MODEL1,PARMS,BronInt,1.271299098,7.21841992,0.298012615,1.228334401,-2.389861984,-1
907,MODEL1,PARMS,BronInt,1.302299302,6.339673986,0.551365772,0.128103106,-0.516058245,-1
908,MODEL1,PARMS,BronInt,1.269486703,5.199247149,0.861862623,-1.004756833,1.190534375,-1
909,MODEL1,PARMS,BronInt,1.246695342,7.144949757,0.314547415,0.967110112,-2.000694639,-1
910,MODEL1,PARMS,BronInt,1.333297207,6.356151526,0.485594263,0.855578617,-1.854384905,-1
911,MODEL1,PARMS,BronInt,1.335574382,6.760564189,0.480676128,0.177665096,-0.680029237,-1
912,MODEL1,PARMS,BronInt,1.256517753,6.125319876,0.579700629,-0.023274284,-0.091723007,-1
913,MODEL1,PARMS,BronInt,1.310198768,4.600276306,1.003019707,-1.857956067,3.113785663,-1
914,MODEL1,PARMS,BronInt,1.257038675,6.360949088,0.475997078,0.987419459,-2.168958807,-1
915,MODEL1,PARMS,BronInt,1.401581388,4.928982259,0.903858524,-1.698836143,2.871904626,-1
916,MODEL1,PARMS,BronInt,1.297898027,6.869134859,0.3766008,0.931956071,-1.831053716,-1
917,MODEL1,PARMS,BronInt,1.350079391,5.823388537,0.699077621,-0.850534523,1.286513276,-1
918,MODEL1,PARMS,BronInt,1.33017898,5.770044391,0.68592446,-0.150786733,-0.193805411,-1
919,MODEL1,PARMS,BronInt,1.26925895,5.999067575,0.636782981,-0.374980116,0.430841452,-1
920,MODEL1,PARMS,BronInt,1.372813494,6.086989529,0.577728744,-0.459371172,0.933363491,-1
921,MODEL1,PARMS,BronInt,1.342561311,5.966092076,0.620991687,-0.294057696,0.450340045,-1
922,MODEL1,PARMS,BronInt,1.270995666,6.724545638,0.445479269,0.458977003,-1.071783994,-1
923,MODEL1,PARMS,BronInt,1.318055319,6.551881535,0.40081668,1.698553346,-3.559684941,-1
924,MODEL1,PARMS,BronInt,1.365759451,5.190189315,0.863754608,-0.611903474,0.245100932,-1
925,MODEL1,PARMS,BronInt,1.303188414,6.644120694,0.448268743,0.49081561,-0.981326093,-1
926,MODEL1,PARMS,BronInt,1.298784908,4.609997309,1.030062865,-2.033723794,3.363421151,-1
927,MODEL1,PARMS,BronInt,1.358758466,5.268646074,0.805355866,-0.765188032,1.117331441,-1
928,MODEL1,PARMS,BronInt,1.321085726,5.884031154,0.659327715,-0.391688116,0.425499919,-1
929,MODEL1,PARMS,BronInt,1.40801962,6.276282808,0.522797507,0.73188235,-1.686827243,-1
930,MODEL1,PARMS,BronInt,1.292057577,5.395570656,0.745717409,-0.408767814,0.364777402,-1
931,MODEL1,PARMS,BronInt,1.245595271,7.121852323,0.331300314,0.517843014,-0.955417912,-1
932,MODEL1,PARMS,BronInt,1.275971458,7.710633816,0.12709366,1.58418195,-2.680469536,-1
933,MODEL1,PARMS,BronInt,1.395669848,6.142037496,0.568298995,0.425694976,-1.273356994,-1
934,MODEL1,PARMS,BronInt,1.301442507,7.06211533,0.280262198,1.854826692,-3.588517791,-1
935,MODEL1,PARMS,BronInt,1.317541503,5.439304449,0.785819611,-0.433545163,0.411517001,-1
936,MODEL1,PARMS,BronInt,1.359898385,6.000751916,0.643027638,-0.528188242,0.635832112,-1
937,MODEL1,PARMS,BronInt,1.397223638,5.64321057,0.778219386,-1.104776951,1.767853896,-1
938,MODEL1,PARMS,BronInt,1.331458163,6.440211357,0.503134515,0.510203469,-1.247609458,-1
939,MODEL1,PARMS,BronInt,1.32331064,5.644072343,0.713806648,-0.786786729,1.305846247,-1
940,MODEL1,PARMS,BronInt,1.271287088,5.640028239,0.739249269,-0.361471398,0.052281254,-1
941,MODEL1,PARMS,BronInt,1.283633185,5.521169292,0.721930514,-0.388183937,0.321560645,-1
942,MODEL1,PARMS,BronInt,1.329859013,7.381637202,0.286598829,1.401131358,-3.03210233,-1
943,MODEL1,PARMS,BronInt,1.439698015,6.943529215,0.354025063,0.783302469,-1.400326267,-1
944,MODEL1,PARMS,BronInt,1.300038201,6.692288823,0.411406488,1.238792194,-2.705539724,-1
945,MODEL1,PARMS,BronInt,1.26059289,6.612318208,0.447589423,0.18898967,-0.375488251,-1
946,MODEL1,PARMS,BronInt,1.267938942,7.023731283,0.338661225,1.045000854,-1.985281452,-1
947,MODEL1,PARMS,BronInt,1.431073954,5.64146091,0.667574857,0.462674073,-1.312231489,-1
948,MODEL1,PARMS,BronInt,1.273907258,6.436154515,0.483123427,0.790716823,-1.881263456,-1
949,MODEL1,PARMS,BronInt,1.268865604,4.880273645,0.958766802,-1.438586116,1.944897327,-1
950,MODEL1,PARMS,BronInt,1.365314919,8.240422676,-0.05999477,3.063731858,-5.487000652,-1
951,MODEL1,PARMS,BronInt,1.23269545,5.303768424,0.839281363,-1.458931789,2.488549863,-1
952,MODEL1,PARMS,BronInt,1.304893919,4.955440471,0.883978798,-0.778307779,0.820255453,-1
953,MODEL1,PARMS,BronInt,1.367778167,7.705833113,0.155882091,2.125002757,-4.103904952,-1
954,MODEL1,PARMS,BronInt,1.356277937,5.841247257,0.671276468,0.01846182,-0.627300456,-1
955,MODEL1,PARMS,BronInt,1.334734394,6.287303681,0.634646162,-0.826321216,1.274809653,-1
956,MODEL1,PARMS,BronInt,1.33179658,6.331492937,0.505020915,1.018803004,-2.373742255,-1
957,MODEL1,PARMS,BronInt,1.341355148,5.637739277,0.726395177,-0.952983783,1.362858466,-1
958,MODEL1,PARMS,BronInt,1.275460293,5.807705094,0.729188744,-1.447949473,2.634124497,-1
959,MODEL1,PARMS,BronInt,1.35902518,6.933546652,0.388325634,0.030585404,-0.126554458,-1
960,MODEL1,PARMS,BronInt,1.410906984,5.809010073,0.691768168,-0.597378579,0.776782914,-1
961,MODEL1,PARMS,BronInt,1.267293963,7.24134789,0.274016967,1.517905982,-2.80000555,-1
962,MODEL1,PARMS,BronInt,1.253922996,6.204758189,0.51698412,0.459817705,-0.977652702,-1
963,MODEL1,PARMS,BronInt,1.282311928,7.201402829,0.273932069,1.071710784,-1.846047597,-1
964,MODEL1,PARMS,BronInt,1.295746738,5.272838802,0.854594898,-1.764862582,3.007913912,-1
965,MODEL1,PARMS,BronInt,1.37120424,6.525680687,0.479428847,0.631034249,-1.668912721,-1
966,MODEL1,PARMS,BronInt,1.296104875,6.947033124,0.3380878,1.228310338,-2.402993434,-1
967,MODEL1,PARMS,BronInt,1.270782107,6.155401375,0.594000656,-0.537818169,0.89467815,-1
968,MODEL1,PARMS,BronInt,1.26569681,6.429309317,0.463716694,1.098277047,-2.478152503,-1
969,MODEL1,PARMS,BronInt,1.256900998,6.490485903,0.463702666,0.501466754,-1.071168553,-1
970,MODEL1,PARMS,BronInt,1.372254175,6.764353558,0.44136314,-0.366700112,0.704679026,-1
971,MODEL1,PARMS,BronInt,1.255182107,7.391327253,0.203879604,1.765773778,-3.372582527,-1
972,MODEL1,PARMS,BronInt,1.322641706,6.483505016,0.477669489,1.109599113,-2.356273066,-1
973,MODEL1,PARMS,BronInt,1.2122898,6.496075185,0.470105018,0.534420765,-1.186168239,-1
974,MODEL1,PARMS,BronInt,1.308756142,6.874523492,0.407304474,0.487300116,-1.010268345,-1
975,MODEL1,PARMS,BronInt,1.392141233,5.41838228,0.779108308,-0.651378109,0.830352604,-1
976,MODEL1,PARMS,BronInt,1.392043127,6.797337783,0.42824775,0.649291031,-1.345140232,-1
977,MODEL1,PARMS,BronInt,1.279433425,4.866040432,0.933035386,-1.79530066,3.127906375,-1
978,MODEL1,PARMS,BronInt,1.280201241,6.352267488,0.512498814,0.810058974,-1.9696151,-1
979,MODEL1,PARMS,BronInt,1.317789186,6.928412339,0.418371929,-0.036402135,0.12677435,-1
980,MODEL1,PARMS,BronInt,1.322991754,7.843070836,0.083509146,2.078202409,-3.863451349,-1
981,MODEL1,PARMS,BronInt,1.28071006,6.426259765,0.549026979,-0.291358221,0.3875025,-1
982,MODEL1,PARMS,BronInt,1.40427949,7.470251747,0.209972812,2.09035797,-4.030668183,-1
983,MODEL1,PARMS,BronInt,1.392895382,3.51834165,1.299685241,-2.846587687,4.518601151,-1
984,MODEL1,PARMS,BronInt,1.348269676,6.898759949,0.409643465,-0.099323762,0.228943141,-1
985,MODEL1,PARMS,BronInt,1.300609318,5.312093183,0.768740166,-0.286284626,0.047862549,-1
986,MODEL1,PARMS,BronInt,1.233061369,7.201134463,0.251258797,1.682100467,-3.210193443,-1
987,MODEL1,PARMS,BronInt,1.374414181,6.413144918,0.530664678,-0.102443318,-0.009410383,-1
988,MODEL1,PARMS,BronInt,1.310298536,5.235025867,0.888218377,-1.508730575,2.339168299,-1
989,MODEL1,PARMS,BronInt,1.26008448,6.707401237,0.423339315,0.480251068,-0.876160026,-1
990,MODEL1,PARMS,BronInt,1.267241917,6.982152601,0.356540494,0.428427826,-0.84411934,-1
991,MODEL1,PARMS,BronInt,1.238497724,6.252356809,0.47531277,1.641711413,-3.782315595,-1
992,MODEL1,PARMS,BronInt,1.378546534,5.777247753,0.706715554,-0.465461379,0.332963717,-1
993,MODEL1,PARMS,BronInt,1.415233775,4.270936463,1.131191331,-2.171695949,3.415723207,-1
